id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2804557745,189,1,1,20,7,6oxoag5c6zbnn09wx08vz4iak,1,42.2,64.2,2025-04-21T15:20:52.701Z,2025-04-21T15:20:53Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5670796369,213,6.04,5670796361,56,Center,5670796363,140,53.5,5670796367,212,12.2,5670796365,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557761,190,1,1,20,8,6oxoag5c6zbnn09wx08vz4iak,1,55.7,59.6,2025-04-21T15:20:53.757Z,2025-04-21T15:20:54Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5670796437,141,66.1,5670796433,56,Center,5670796435,140,50.7,5670796441,213,2.44,5670796439,212,6.9,5670796505,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557883,191,1,1,20,11,6oxoag5c6zbnn09wx08vz4iak,1,43.2,65.1,2025-04-21T15:20:56.677Z,2025-04-21T15:21:00Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5670797233,212,20.7,5670797231,141,85.1,5670797235,213,0.72,5670797227,56,Left,5670797229,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557905,192,1,1,20,14,6oxoag5c6zbnn09wx08vz4iak,0,58.4,88.6,2025-04-21T15:21:00.157Z,2025-04-21T15:21:01Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670797373,141,71.7,5670797371,140,86.4,5670797377,213,5.91,5670797367,155,,5670797375,212,31.6,5670797369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804557979,209,61,1,20,20,ew0hpuiweoltpsg5f51r2w64t,1,13.4,20.1,2025-04-21T15:21:05.901Z,2025-04-21T15:21:06Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5670797853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558009,210,12,1,20,21,ew0hpuiweoltpsg5f51r2w64t,1,12.7,9.2,2025-04-21T15:21:06.485Z,2025-04-21T15:21:10Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5670798107,141,0.0,5670798109,212,7.2,5670798103,56,Back,5670798111,213,4.64,5670798105,140,12.2,5670798251,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558071,193,5,1,20,21,6oxoag5c6zbnn09wx08vz4iak,1,87.2,101.4,2025-04-21T15:21:06.885Z,2025-04-21T17:15:21Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670798461,233,211,5670798407,56,Left,5670798409,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558023,211,5,1,20,21,ew0hpuiweoltpsg5f51r2w64t,0,12.8,-1.4,2025-04-21T15:21:06.885Z,2025-04-21T15:29:19Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5670798155,347,,5670798153,56,Back,5670798745,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558195,194,1,1,20,23,6oxoag5c6zbnn09wx08vz4iak,1,78.1,100.0,2025-04-21T15:21:09.140Z,2025-04-21T15:21:15Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5670799097,140,60.8,5670799101,212,24.7,5670799093,56,Center,5670799105,1,,5670799091,107,,5670799099,141,77.0,5670799103,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558229,195,1,1,20,30,6oxoag5c6zbnn09wx08vz4iak,1,91.7,78.7,2025-04-21T15:21:15.596Z,2025-04-21T15:21:17Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5670799335,212,4.1,5670799337,213,1.83,5670799333,141,84.5,5670799329,56,Left,5670799331,140,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558255,196,1,1,20,31,6oxoag5c6zbnn09wx08vz4iak,1,90.4,87.1,2025-04-21T15:21:16.916Z,2025-04-21T15:21:18Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670799461,140,87.7,5670799463,141,88.6,5670799467,213,2.80,5670799459,56,Left,5670799465,212,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558325,197,1,1,20,32,6oxoag5c6zbnn09wx08vz4iak,1,85.5,88.9,2025-04-21T15:21:17.892Z,2025-04-21T15:21:21Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5670799859,213,4.38,5670799847,56,Center,5670799853,141,76.1,5670799857,212,9.2,5670799849,140,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558373,198,1,1,20,35,6oxoag5c6zbnn09wx08vz4iak,1,79.5,73.2,2025-04-21T15:21:20.980Z,2025-04-21T15:21:23Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5670800131,213,1.13,5670800125,140,82.1,5670800129,212,6.4,5670800127,141,81.7,5670800123,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558395,199,1,1,20,37,6oxoag5c6zbnn09wx08vz4iak,1,85.9,90.5,2025-04-21T15:21:23.252Z,2025-04-21T15:21:24Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670800229,212,1.6,5670800227,141,88.3,5670800223,56,Left,5670800231,213,4.37,5670800225,140,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558405,200,1,1,20,38,6oxoag5c6zbnn09wx08vz4iak,1,84.9,91.2,2025-04-21T15:21:24.252Z,2025-04-21T15:21:25Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5670800285,56,Left,5670800291,212,1.9,5670800293,213,4.71,5670800289,141,88.4,5670800287,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558495,201,1,1,20,39,6oxoag5c6zbnn09wx08vz4iak,1,84.8,88.3,2025-04-21T15:21:24.916Z,2025-04-21T15:21:29Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670800853,56,Left,5670800857,140,84.7,5670800861,141,89.6,5670800865,212,0.9,5670800867,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558543,202,1,1,20,43,6oxoag5c6zbnn09wx08vz4iak,1,87.0,89.7,2025-04-21T15:21:29.116Z,2025-04-21T15:21:31Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5670801107,140,83.3,5670801099,56,Left,5670801115,212,7.3,5670801117,213,4.15,5670801113,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558575,203,1,1,20,45,6oxoag5c6zbnn09wx08vz4iak,1,80.0,79.1,2025-04-21T15:21:31.205Z,2025-04-21T15:21:57Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,1.0,,5670804255,210,15,5670801325,140,80.2,5670801327,141,63.3,5670801287,56,Center,5670801331,213,4.73,5670801329,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558583,204,15,1,20,48,6oxoag5c6zbnn09wx08vz4iak,1,81.3,57.9,2025-04-21T15:21:33.404Z,2025-04-21T17:39:12Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5670801347,56,Center,5670803373,102,53.4,5670803485,233,212,5670801345,18,,5670802925,82,,5670803385,231,50.5,5671404013,76,,5670804329,55,203,5670803379,146,84.9,5670803375,103,19,5670801343,22,5670804325,29,,5670803381,147,5670804345,215,,5670802921,72,5670803383,230,99.4,,57.0,,,,,,,
2804558663,212,10,1,20,48,ew0hpuiweoltpsg5f51r2w64t,1,15.1,41.9,2025-04-21T15:21:33.504Z,2025-04-21T15:21:52Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5670801817,94,,5670803547,233,204,5670801819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558653,205,13,1,20,52,6oxoag5c6zbnn09wx08vz4iak,1,86.8,69.7,2025-04-21T15:21:37.420Z,2025-04-21T17:39:49Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5670802669,231,50,5670802661,102,49.1,5671406577,74,,5670802663,103,66.7,5670801765,22,,5670801767,64,,5670801769,56,Center,5670802667,230,98.9,5670802463,72,,5670802665,458,,,,,,,,,,,,,,,,,,,,,,,,,
2804558767,206,5,1,20,53,6oxoag5c6zbnn09wx08vz4iak,0,101.2,48.0,2025-04-21T15:21:39.141Z,2025-04-21T17:15:22Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5670802505,233,213,5670802379,56,Center,5670802381,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804558757,213,5,1,20,53,ew0hpuiweoltpsg5f51r2w64t,1,-1.2,52.0,2025-04-21T15:21:39.141Z,2025-04-21T17:15:21Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5670802321,346,,5670802425,233,206,5670802319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559363,214,1,1,21,16,ew0hpuiweoltpsg5f51r2w64t,0,3.9,47.0,2025-04-21T15:22:01.660Z,2025-04-21T15:24:58Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5670805797,213,5.93,5670805779,124,,5670805783,56,Right,5670805793,212,52.3,5670805787,140,50.7,5670805805,74,,5670805799,1,,5670805789,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559471,209,44,1,21,23,6oxoag5c6zbnn09wx08vz4iak,1,49.2,88.2,2025-04-21T15:22:08.460Z,2025-04-21T15:32:28Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670826293,189,,5670806423,233,215,5670806377,56,Back,5670806379,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559383,215,44,1,21,23,ew0hpuiweoltpsg5f51r2w64t,0,50.8,11.8,2025-04-21T15:22:08.461Z,2025-04-21T15:22:17Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5670805903,56,Right,5670806467,233,209,5670805907,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559371,207,12,1,21,23,6oxoag5c6zbnn09wx08vz4iak,1,51.1,78.4,2025-04-21T15:22:08.565Z,2025-04-21T15:25:00Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670805919,15,,5670805839,140,49.5,5670805849,213,1.68,5670805835,56,Back,5670805843,141,100.0,5670826569,189,,5670805847,212,15.5,5670806075,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559407,208,5,1,21,24,6oxoag5c6zbnn09wx08vz4iak,0,50.5,101.0,2025-04-21T15:22:09.791Z,2025-04-21T17:15:22Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670806029,347,,5670806027,56,Left,5670806393,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559455,216,5,1,21,24,ew0hpuiweoltpsg5f51r2w64t,1,49.5,-1.0,2025-04-21T15:22:09.791Z,2025-04-21T17:15:22Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5670806257,56,Back,5670806361,233,208,5670806259,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559569,217,1,1,21,31,ew0hpuiweoltpsg5f51r2w64t,1,47.7,0.0,2025-04-21T15:22:17.134Z,2025-04-21T15:22:20Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5670806957,212,33.1,5670806961,1,,5670806953,140,25.4,5670806955,141,32.5,5670806949,107,,5670806951,56,Back,5670806959,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559629,218,1,1,21,34,ew0hpuiweoltpsg5f51r2w64t,1,24.1,30.7,2025-04-21T15:22:19.837Z,2025-04-21T15:22:23Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5670807249,141,10.0,5670807253,213,4.90,5670807247,140,26.6,5670807245,56,Back,5670807251,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559659,210,45,1,21,37,6oxoag5c6zbnn09wx08vz4iak,0,74.1,86.4,2025-04-21T15:22:23.036Z,2025-04-21T17:16:32Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5670807783,233,219,5670807409,286,,5670807407,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559691,219,3,1,21,37,ew0hpuiweoltpsg5f51r2w64t,1,25.9,13.6,2025-04-21T15:22:23.036Z,2025-04-21T17:16:32Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5670807735,233,210,5670807637,56,Back,5670807641,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559839,220,1,1,21,39,ew0hpuiweoltpsg5f51r2w64t,1,28.3,19.7,2025-04-21T15:22:25.196Z,2025-04-21T15:22:33Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5670808447,141,76.6,5670808443,56,Back,5670808445,140,29.0,5670808451,213,1.55,5670808449,212,38.7,5670808441,155,,5670808453,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559931,221,1,1,21,47,ew0hpuiweoltpsg5f51r2w64t,1,44.2,86.9,2025-04-21T15:22:33.309Z,2025-04-21T15:22:37Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5670808909,141,71.1,5670808915,213,4.05,5670808911,212,13.6,5670808905,56,Back,5670808907,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804559967,222,1,1,21,52,ew0hpuiweoltpsg5f51r2w64t,1,36.9,67.8,2025-04-21T15:22:37.589Z,2025-04-21T15:22:39Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5670809087,56,Back,5670809101,213,5.33,5670809093,141,52.8,5670809091,140,43.8,5670809097,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560013,223,1,1,21,53,ew0hpuiweoltpsg5f51r2w64t,1,43.8,52.8,2025-04-21T15:22:38.980Z,2025-04-21T15:22:41Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5670809365,140,32.5,5670809371,212,16.8,5670809363,56,Back,5670809373,213,3.93,5670809369,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560023,224,1,1,21,55,ew0hpuiweoltpsg5f51r2w64t,0,31.9,35.2,2025-04-21T15:22:41.108Z,2025-04-21T15:22:42Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5670809491,140,59.9,5670809497,213,6.25,5670809493,141,33.7,5670809489,56,Center,5670809495,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560041,211,8,1,21,57,6oxoag5c6zbnn09wx08vz4iak,1,47.7,52.4,2025-04-21T15:22:42.845Z,2025-04-21T15:22:43Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5670809591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560241,213,1,1,22,0,6oxoag5c6zbnn09wx08vz4iak,1,65.5,68.1,2025-04-21T15:22:45.789Z,2025-04-21T15:22:51Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5670810577,212,18.4,5670810581,213,5.10,5670810573,140,72.1,5670810575,141,43.1,5670810571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560247,214,61,1,22,5,6oxoag5c6zbnn09wx08vz4iak,0,96.9,30.0,2025-04-21T15:22:51.021Z,2025-04-21T15:22:51Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5670810603,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560259,215,5,1,22,6,6oxoag5c6zbnn09wx08vz4iak,0,101.6,33.2,2025-04-21T15:22:51.829Z,2025-04-21T15:22:58Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5670810687,346,,5670810683,56,Center,5670811157,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560331,225,5,1,22,6,ew0hpuiweoltpsg5f51r2w64t,1,-1.6,66.8,2025-04-21T15:22:51.829Z,2025-04-21T17:15:23Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5670811113,233,215,5670811085,346,,5670811083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560911,226,1,1,22,34,ew0hpuiweoltpsg5f51r2w64t,1,4.2,55.1,2025-04-21T15:23:19.549Z,2025-04-21T15:27:49Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5670814345,1,,5670814335,56,Back,5670814343,213,0.68,5670814333,155,,5670814337,140,34.9,5670814339,141,93.5,5670814331,124,,5670814349,74,,5670814341,212,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560933,227,1,1,22,37,ew0hpuiweoltpsg5f51r2w64t,1,53.2,77.9,2025-04-21T15:23:23.276Z,2025-04-21T15:23:24Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5670814459,213,5.65,5670814451,56,Center,5670814455,141,71.7,5670814453,140,58.7,5670814457,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804560971,228,1,1,22,39,ew0hpuiweoltpsg5f51r2w64t,1,59.1,70.9,2025-04-21T15:23:24.412Z,2025-04-21T15:23:26Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5670814669,213,1.07,5670814661,56,Left,5670814667,212,13.0,5670814663,140,65.1,5670814665,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804561051,230,1,1,22,41,ew0hpuiweoltpsg5f51r2w64t,0,64.0,91.8,2025-04-21T15:23:27.236Z,2025-04-21T15:23:28Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5670815067,141,83.0,5670815069,212,22.9,5670815063,56,Left,5670815071,213,6.02,5670815065,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804561209,216,12,1,22,45,6oxoag5c6zbnn09wx08vz4iak,1,19.5,31.2,2025-04-21T15:23:30.509Z,2025-04-21T15:23:36Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5670816117,213,5.48,5670816105,56,Back,5670816109,141,12.8,5670816107,140,31.1,5670816115,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804561223,217,50,1,22,50,6oxoag5c6zbnn09wx08vz4iak,1,28.0,13.0,2025-04-21T15:23:36.197Z,2025-04-21T17:16:15Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5670819085,285,,5670820553,233,232,5670816157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804561781,232,7,1,22,50,ew0hpuiweoltpsg5f51r2w64t,1,72.0,87.0,2025-04-21T15:23:36.198Z,2025-04-21T17:16:15Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5670820519,233,217,5670819313,56,Left,5670819315,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804561375,231,2,1,22,55,ew0hpuiweoltpsg5f51r2w64t,1,74.0,88.3,2025-04-21T15:23:41.253Z,2025-04-21T15:24:13Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5670817049,140,83.2,5670817093,7,4vp5w5ahxvyk2iu4ymm9ksl7u,5670817053,141,84.8,5670817095,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562115,219,1,1,23,27,6oxoag5c6zbnn09wx08vz4iak,0,15.6,33.3,2025-04-21T15:24:13.214Z,2025-04-21T15:24:18Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5670821349,56,Right,5670821355,141,20.4,5670821339,5,,5670821367,1,,5670821351,140,64.3,5670821359,212,51.9,5670821363,213,6.11,5670821343,157,,5670821347,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562101,233,44,1,23,31,ew0hpuiweoltpsg5f51r2w64t,1,34.2,68.6,2025-04-21T15:24:16.812Z,2025-04-21T17:16:46Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5670821287,285,,5670821285,56,Back,5670821579,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562129,220,44,1,23,31,6oxoag5c6zbnn09wx08vz4iak,0,65.8,31.4,2025-04-21T15:24:16.813Z,2025-04-21T17:16:46Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5670821657,233,233,5670821457,56,Center,5670821459,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562107,234,12,1,23,31,ew0hpuiweoltpsg5f51r2w64t,1,33.4,54.8,2025-04-21T15:24:17.156Z,2025-04-21T15:24:19Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5670821427,15,,5670821307,141,50.6,5670821309,212,20.3,5670821301,56,Center,5670821305,140,52.5,5670821311,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562183,221,44,1,23,33,6oxoag5c6zbnn09wx08vz4iak,1,46.7,43.7,2025-04-21T15:24:19.123Z,2025-04-21T17:16:47Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5670821791,285,,5670821789,56,Back,5670821847,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562141,235,44,1,23,33,ew0hpuiweoltpsg5f51r2w64t,0,53.3,56.3,2025-04-21T15:24:19.124Z,2025-04-21T17:16:47Z,7io59zk29vhvyueadmkotzeqy,E. Melkersen,,,5670821877,233,221,5670821527,286,,5670821519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562187,222,1,1,23,34,6oxoag5c6zbnn09wx08vz4iak,0,47.2,32.2,2025-04-21T15:24:19.924Z,2025-04-21T15:33:53Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5670821823,141,23.7,5670821827,213,5.76,5670821825,212,11.5,5670821819,56,Center,5670821821,140,56.7,5670821807,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562205,236,1,1,23,35,ew0hpuiweoltpsg5f51r2w64t,0,39.0,67.2,2025-04-21T15:24:21.204Z,2025-04-21T15:24:23Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5670821959,213,4.97,5670821951,141,25.3,5670821945,140,46.2,5670821955,212,29.5,5670821941,56,Back,5670821939,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562397,223,1,1,23,41,6oxoag5c6zbnn09wx08vz4iak,1,67.0,73.3,2025-04-21T15:24:26.958Z,2025-04-21T15:24:32Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5670823125,155,,5670823137,212,45.2,5670823133,140,77.0,5670823135,141,8.6,5670823131,56,Right,5670823139,213,4.95,5670823141,1,,5670823129,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562443,224,1,1,23,46,6oxoag5c6zbnn09wx08vz4iak,1,84.0,15.3,2025-04-21T15:24:32.293Z,2025-04-21T15:24:34Z,76k8ic97o66kaq2e52bmp27ai,M. Hansen,,,5670823387,140,84.0,5670823389,141,20.1,5670823393,213,1.57,5670823391,212,3.3,5670823385,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562459,225,3,1,23,48,6oxoag5c6zbnn09wx08vz4iak,0,82.2,22.2,2025-04-21T15:24:33.965Z,2025-04-21T15:24:37Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5670823481,56,Center,5670823653,233,237,5670823483,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562473,237,7,1,23,48,ew0hpuiweoltpsg5f51r2w64t,0,17.8,77.8,2025-04-21T15:24:33.966Z,2025-04-21T15:24:38Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5670823569,56,Back,5670823589,233,225,5670823573,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562531,226,1,1,23,51,6oxoag5c6zbnn09wx08vz4iak,0,77.3,32.4,2025-04-21T15:24:36.654Z,2025-04-21T15:24:38Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5670823853,140,71.9,5670823863,213,4.47,5670823857,141,0.0,5670823861,212,24.1,5670823851,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804562543,227,5,1,23,52,6oxoag5c6zbnn09wx08vz4iak,0,71.7,-2.0,2025-04-21T15:24:38.115Z,2025-04-21T17:15:24Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5670823927,56,Right,5670823929,347,,5670826695,233,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804563009,238,5,1,23,52,ew0hpuiweoltpsg5f51r2w64t,1,28.3,102.0,2025-04-21T15:24:38.115Z,2025-04-21T17:15:23Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5670826501,56,Back,5670826503,347,,5670826643,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804563091,239,1,1,24,14,ew0hpuiweoltpsg5f51r2w64t,1,28.6,100.0,2025-04-21T15:24:59.749Z,2025-04-21T15:25:02Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5670827003,141,90.2,5670827007,213,5.34,5670826999,56,Back,5670827005,212,9.8,5670827001,140,34.1,5670826997,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
