id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2798848171,89,1,1,9,5,6oxoag5c6zbnn09wx08vz4iak,1,90.9,87.5,2025-04-10T17:11:57.726Z,2025-04-10T19:20:30Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,1.0,,5639780927,210,15,5639516251,140,84.4,5639516253,141,68.4,5639516255,212,14.7,5639516249,56,Center,5639516257,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848177,90,15,1,9,7,6oxoag5c6zbnn09wx08vz4iak,1,85.3,67.8,2025-04-10T17:12:00.022Z,2025-04-11T11:08:59Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5639516291,22,,5639521809,230,98.4,5639780947,55,89,5639521801,103,19,5639521797,76,,5639521663,82,,5639521659,20,,5639780945,29,,5639521811,231,52.7,5639516293,64,,5639516295,56,Center,5639521837,233,71,5639521807,147,62.8,5639521805,146,5639521799,102,52.0,,,,89.9,,,,,,,,,,,
2798848205,71,10,1,9,7,ew0hpuiweoltpsg5f51r2w64t,1,10.1,37.2,2025-04-10T17:12:00.122Z,2025-04-10T17:14:07Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5639516445,56,Back,5639521863,233,90,5639516443,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848253,72,12,1,9,11,ew0hpuiweoltpsg5f51r2w64t,1,9.5,73.9,2025-04-10T17:12:04.146Z,2025-04-10T17:12:12Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5639516689,213,0.97,5639516683,140,22.0,5639516681,56,Back,5639516727,167,,5639516687,212,23.2,5639516685,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848261,73,5,1,9,12,ew0hpuiweoltpsg5f51r2w64t,0,24.8,101.8,2025-04-10T17:12:04.966Z,2025-04-10T19:23:54Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5639516857,233,91,5639516725,347,,5639516723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848273,91,5,1,9,12,6oxoag5c6zbnn09wx08vz4iak,1,75.2,-1.8,2025-04-10T17:12:04.966Z,2025-04-10T19:23:54Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5639516787,347,,5639516833,233,73,5639516785,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848291,92,1,1,9,18,6oxoag5c6zbnn09wx08vz4iak,1,70.3,0.0,2025-04-10T17:12:11.334Z,2025-04-10T17:12:14Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5639516909,213,2.44,5639516907,212,13.3,5639516903,140,60.6,5639516901,56,Right,5639516913,189,,5639516905,141,10.6,5639516899,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848301,93,1,1,9,21,6oxoag5c6zbnn09wx08vz4iak,1,60.7,10.7,2025-04-10T17:12:14.318Z,2025-04-10T17:12:16Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5639516949,56,Right,5639516957,213,2.69,5639516955,212,10.6,5639516953,141,17.6,5639516951,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848327,94,1,1,9,23,6oxoag5c6zbnn09wx08vz4iak,1,51.1,19.7,2025-04-10T17:12:15.949Z,2025-04-10T19:11:59Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5639517089,141,4.1,5639517087,140,53.8,5639517093,213,4.97,5639517091,212,11.0,5639517085,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848421,95,1,1,9,27,6oxoag5c6zbnn09wx08vz4iak,1,43.4,11.6,2025-04-10T17:12:20.382Z,2025-04-10T17:12:35Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5639517575,213,2.55,5639517569,140,22.0,5639517571,141,33.9,5639517573,212,27.1,5639517567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848469,96,1,1,9,43,6oxoag5c6zbnn09wx08vz4iak,1,19.2,50.0,2025-04-10T17:12:35.478Z,2025-04-10T17:12:39Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5639517829,141,82.4,5639517833,213,1.37,5639517831,212,22.5,5639517827,140,23.5,5639517825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848491,97,1,1,9,46,6oxoag5c6zbnn09wx08vz4iak,1,22.4,93.2,2025-04-10T17:12:39.229Z,2025-04-10T17:40:13Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5639517919,155,,5639517923,140,62.9,5639517921,56,Center,5639517925,141,78.7,5639517929,213,6.06,5639517931,1,,5639517927,212,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848509,74,43,1,9,51,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-10T17:12:44.306Z,2025-04-10T17:40:11Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639518027,56,Back,5639586427,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848543,98,1,1,9,54,6oxoag5c6zbnn09wx08vz4iak,1,55.7,75.7,2025-04-10T17:12:46.630Z,2025-04-10T17:12:48Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5639518217,212,15.7,5639518215,141,88.3,5639518219,213,0.58,5639518211,56,Left,5639518213,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848547,99,1,1,9,55,6oxoag5c6zbnn09wx08vz4iak,0,68.2,88.3,2025-04-10T17:12:47.848Z,2025-04-10T17:12:48Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5639518239,1,,5639518231,140,89.6,5639518233,141,43.0,5639518227,155,,5639518237,213,5.34,5639518235,212,38.1,5639518229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848625,76,1,1,9,58,ew0hpuiweoltpsg5f51r2w64t,0,16.0,53.0,2025-04-10T17:12:51.018Z,2025-04-10T17:12:56Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5639518669,199,,5639518681,1,,5639518677,212,72.1,5639518679,213,0.29,5639518675,141,83.8,5639518671,56,Left,5639518673,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848647,100,12,1,10,4,6oxoag5c6zbnn09wx08vz4iak,1,17.7,16.1,2025-04-10T17:12:56.524Z,2025-04-10T19:14:29Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5639518799,212,20.7,5639518851,167,,5639518801,213,3.35,5639518797,141,9.8,5639518821,15,,5639518793,56,Back,5639518795,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848635,77,6,1,10,4,ew0hpuiweoltpsg5f51r2w64t,1,94.1,87.8,2025-04-10T17:12:57.442Z,2025-04-10T18:02:03Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5639518781,73,,5639518987,233,101,5639518779,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848657,101,6,1,10,4,6oxoag5c6zbnn09wx08vz4iak,0,5.9,12.2,2025-04-10T17:12:57.442Z,2025-04-10T18:02:03Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5639518981,73,,5639519005,233,77,5639518979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848945,78,1,1,10,40,ew0hpuiweoltpsg5f51r2w64t,0,99.5,99.5,2025-04-10T17:13:32.665Z,2025-04-10T17:15:40Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5639520455,2,,5639520479,212,32.2,5639520457,6,,5639520471,140,99.1,5639520467,56,Center,5639520485,1,,5639520577,233,102,5639520483,213,4.70,5639520463,223,,5639520459,155,,5639520475,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2798848959,102,41,1,10,42,6oxoag5c6zbnn09wx08vz4iak,0,2.1,45.8,2025-04-10T17:13:35.212Z,2025-04-10T17:13:36Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5639520545,212,31.3,5639520543,141,43.1,5639520541,140,31.9,5639520597,233,78,5639520549,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849023,79,1,1,10,46,ew0hpuiweoltpsg5f51r2w64t,1,71.2,53.3,2025-04-10T17:13:38.817Z,2025-04-10T17:13:43Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5639520889,141,49.7,5639520887,140,86.1,5639520883,155,,5639520893,213,6.13,5639520891,212,15.8,5639520885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849033,80,1,1,10,51,ew0hpuiweoltpsg5f51r2w64t,0,88.9,51.3,2025-04-10T17:13:43.634Z,2025-04-10T17:58:15Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639589029,212,9.8,5639520911,56,Center,5639589025,140,86.5,5639589031,213,1.83,5639589027,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849089,103,12,1,10,52,6oxoag5c6zbnn09wx08vz4iak,1,14.3,37.3,2025-04-10T17:13:44.988Z,2025-04-10T17:13:54Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5639521191,141,46.4,5639521193,212,25.1,5639521189,140,37.5,5639521195,213,0.25,5639521187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849051,81,1,1,10,53,ew0hpuiweoltpsg5f51r2w64t,1,63.5,54.5,2025-04-10T17:13:46.234Z,2025-04-10T17:13:48Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5639521011,213,4.84,5639521005,140,66.1,5639521001,56,Center,5639521007,141,24.0,5639521009,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849063,82,1,1,10,56,ew0hpuiweoltpsg5f51r2w64t,1,65.7,19.1,2025-04-10T17:13:48.665Z,2025-04-10T17:13:50Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639521077,213,5.85,5639521069,56,Right,5639521075,212,15.9,5639521073,141,9.2,5639521071,140,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849085,83,1,1,10,57,ew0hpuiweoltpsg5f51r2w64t,1,79.6,9.2,2025-04-10T17:13:50.217Z,2025-04-10T17:13:53Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5639521171,141,20.7,5639521173,212,7.9,5639521167,56,Right,5639521175,213,1.45,5639521169,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849087,84,61,1,11,0,ew0hpuiweoltpsg5f51r2w64t,0,89.2,27.7,2025-04-10T17:13:53.242Z,2025-04-10T17:13:53Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639521179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849093,104,12,1,11,1,6oxoag5c6zbnn09wx08vz4iak,1,7.1,67.3,2025-04-10T17:13:53.876Z,2025-04-10T17:13:55Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5639521271,167,,5639521239,141,90.5,5639521241,212,18.0,5639521243,213,2.08,5639521235,56,Back,5639521237,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849121,85,5,1,11,2,ew0hpuiweoltpsg5f51r2w64t,1,94.2,-0.8,2025-04-10T17:13:54.724Z,2025-04-10T19:23:54Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639522275,233,105,5639522381,347,,5639521447,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849097,105,5,1,11,2,6oxoag5c6zbnn09wx08vz4iak,0,5.8,100.8,2025-04-10T17:13:54.724Z,2025-04-10T17:14:21Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5639521279,56,Back,5639522399,347,,5639522435,233,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849415,86,1,1,11,38,ew0hpuiweoltpsg5f51r2w64t,1,93.1,0.0,2025-04-10T17:14:31.410Z,2025-04-10T17:18:28Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639523065,141,35.4,5639523071,1,,5639523063,140,96.1,5639523059,107,,5639523061,56,Center,5639523067,212,25.6,5639523069,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849419,87,44,1,11,39,ew0hpuiweoltpsg5f51r2w64t,1,95.7,37.4,2025-04-10T17:14:32.250Z,2025-04-10T18:02:17Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639523139,233,106,5639523091,286,,5639523089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849401,106,44,1,11,39,6oxoag5c6zbnn09wx08vz4iak,0,4.3,62.6,2025-04-10T17:14:32.251Z,2025-04-10T17:41:48Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5639523007,285,,5639523005,56,Back,5639523135,233,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850853,116,1,1,11,39,ew0hpuiweoltpsg5f51r2w64t,0,97.2,31.6,2025-04-10T17:14:32.400Z,2025-04-10T17:18:34Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639531535,56,Center,5639531533,168,,5639531531,3,,5639531537,140,97.0,5639531541,212,2.5,5639531543,213,1.66,5639531539,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849405,107,61,1,11,42,6oxoag5c6zbnn09wx08vz4iak,1,4.7,60.0,2025-04-10T17:14:34.468Z,2025-04-10T17:16:09Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5639523021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849429,88,6,1,11,42,ew0hpuiweoltpsg5f51r2w64t,1,99.2,32.4,2025-04-10T17:14:35.315Z,2025-04-10T18:02:04Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639523199,56,Center,5639523201,75,,5639523203,233,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849409,108,6,1,11,42,6oxoag5c6zbnn09wx08vz4iak,0,0.8,67.6,2025-04-10T17:14:35.315Z,2025-04-10T17:14:45Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5639523245,233,88,5639523119,56,Back,5639523121,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849573,89,1,1,12,6,ew0hpuiweoltpsg5f51r2w64t,1,99.5,0.5,2025-04-10T17:14:58.641Z,2025-04-10T19:29:25Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,1.0,,5639523993,213,1.80,5639523977,2,,5639523983,224,,5639523995,1,,5639523985,56,Center,5639523987,140,92.3,5639523991,212,33.4,5639523981,155,,5639523979,6,,5639523989,141,48.4,5639800813,210,13,5639800815,154,,,,,,,,,,,,,,,,,,,,,,,,
2798849593,90,44,1,12,11,ew0hpuiweoltpsg5f51r2w64t,1,90.7,54.4,2025-04-10T17:15:03.809Z,2025-04-10T18:02:17Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639524131,56,Center,5639524133,286,,5639595403,233,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798861929,397,44,1,12,11,6oxoag5c6zbnn09wx08vz4iak,0,9.3,45.6,2025-04-10T17:15:03.810Z,2025-04-10T18:06:10Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5639595343,56,Back,5639595571,233,90,5639595345,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849599,91,13,1,12,11,ew0hpuiweoltpsg5f51r2w64t,1,89.9,53.8,2025-04-10T17:15:04.081Z,2025-04-10T19:29:25Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639800871,29,,5639800889,231,49.8,5639524151,17,,5639800879,102,42.4,5639800065,153,,5639800881,103,9.7,5639800869,84,,5639800059,15,,5639800063,328,,5639800873,154,,5639800887,230,99.5,5639800875,55,89,5639800885,147,46.6,5639524153,56,5639800867,25,,5639800883,146,97.8,Center,,,,,,,,,,,
2798849591,109,12,1,12,11,6oxoag5c6zbnn09wx08vz4iak,1,1.7,54.4,2025-04-10T17:15:04.181Z,2025-04-10T19:29:10Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5639800293,213,1.28,5639800291,212,22.9,5639800289,141,86.7,5639524115,56,Back,5639800287,140,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849607,92,1,1,12,15,ew0hpuiweoltpsg5f51r2w64t,1,90.4,11.7,2025-04-10T17:15:07.657Z,2025-04-10T17:15:08Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5639524211,140,80.9,5639524207,56,Right,5639524223,213,2.99,5639524219,212,10.1,5639524215,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849615,93,1,1,12,15,ew0hpuiweoltpsg5f51r2w64t,1,80.9,14.0,2025-04-10T17:15:08.417Z,2025-04-10T17:15:09Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639524241,141,10.4,5639524243,212,7.2,5639524239,140,87.3,5639524245,213,5.93,5639524237,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849625,94,1,1,12,16,ew0hpuiweoltpsg5f51r2w64t,1,87.3,10.4,2025-04-10T17:15:09.249Z,2025-04-10T17:15:10Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5639524313,140,81.1,5639524311,56,Right,5639524319,213,2.75,5639524315,141,14.3,5639524317,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849659,95,1,1,12,18,ew0hpuiweoltpsg5f51r2w64t,0,84.2,12.0,2025-04-10T17:15:10.609Z,2025-04-10T17:15:17Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639524517,213,1.19,5639524509,56,Center,5639524515,212,25.7,5639524507,155,,5639524511,140,93.4,5639524513,141,47.0,5639524505,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849679,110,44,1,12,24,6oxoag5c6zbnn09wx08vz4iak,1,6.8,51.7,2025-04-10T17:15:16.559Z,2025-04-10T18:02:18Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5639524695,233,96,5639524619,56,Back,5639524621,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849663,96,44,1,12,24,ew0hpuiweoltpsg5f51r2w64t,0,93.2,48.3,2025-04-10T17:15:16.560Z,2025-04-10T18:02:18Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5639524699,233,110,5639524527,286,,5639524525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849685,111,12,1,12,25,6oxoag5c6zbnn09wx08vz4iak,1,7.2,49.3,2025-04-10T17:15:17.527Z,2025-04-10T19:14:39Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5639524653,56,Back,5639524669,141,38.2,5639524691,15,,5639524655,140,0.0,5639524751,167,,5639524673,213,3.88,5639524671,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849675,97,6,1,12,27,ew0hpuiweoltpsg5f51r2w64t,1,98.0,56.2,2025-04-10T17:15:20.289Z,2025-04-10T18:02:04Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639524597,56,Center,5639524791,233,112,5639524599,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849697,112,6,1,12,27,6oxoag5c6zbnn09wx08vz4iak,0,2.0,43.8,2025-04-10T17:15:20.289Z,2025-04-10T18:02:05Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5639524767,73,,5639524833,233,97,5639524763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849845,98,1,1,12,48,ew0hpuiweoltpsg5f51r2w64t,0,99.5,99.5,2025-04-10T17:15:41.240Z,2025-04-10T17:15:45Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5639525689,6,,5639525699,141,41.9,5639525687,2,,5639525697,140,97.1,5639525691,155,,5639525693,223,,5639525703,213,4.65,5639525701,212,39.2,5639525695,56,Center,5639525705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849855,113,12,1,12,53,6oxoag5c6zbnn09wx08vz4iak,1,5.9,60.2,2025-04-10T17:15:45.594Z,2025-04-10T17:15:49Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5639525793,213,1.91,5639525791,212,22.8,5639525785,56,Back,5639525881,167,,5639525789,141,91.7,5639525797,15,,5639525787,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849861,99,6,1,12,53,ew0hpuiweoltpsg5f51r2w64t,1,99.8,20.9,2025-04-10T17:15:46.448Z,2025-04-10T18:02:05Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5639525837,56,Right,5639525939,233,114,5639525841,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798849873,114,6,1,12,53,6oxoag5c6zbnn09wx08vz4iak,0,0.2,79.1,2025-04-10T17:15:46.448Z,2025-04-10T18:02:05Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5639525913,73,,5639525911,56,Back,5639525943,233,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850087,100,1,1,13,19,ew0hpuiweoltpsg5f51r2w64t,0,99.5,0.5,2025-04-10T17:16:12.384Z,2025-04-10T17:16:14Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5639527075,155,,5639527087,213,1.78,5639527071,2,,5639527073,6,,5639527081,140,93.6,5639527083,141,44.2,5639527077,224,,5639527085,212,30.4,5639527079,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850095,115,12,1,13,22,6oxoag5c6zbnn09wx08vz4iak,1,7.4,65.7,2025-04-10T17:16:15.330Z,2025-04-10T19:11:58Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5639527155,212,22.5,5639527149,56,Back,5639527153,141,55.4,5639527151,140,27.8,5639527157,213,5.97,5639527165,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850109,116,1,1,13,26,6oxoag5c6zbnn09wx08vz4iak,0,29.8,52.8,2025-04-10T17:16:18.577Z,2025-04-10T19:11:57Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5639527239,157,,5639527243,140,58.8,5639527241,56,Center,5639527245,141,39.4,5639527249,213,5.99,5639527251,1,,5639527247,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850137,101,1,1,13,29,ew0hpuiweoltpsg5f51r2w64t,1,47.0,71.5,2025-04-10T17:16:22.288Z,2025-04-10T17:16:27Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5639527427,141,60.9,5639527431,212,32.3,5639527441,1,,5639527419,56,Back,5639527423,140,17.0,5639527437,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850157,102,1,1,13,34,ew0hpuiweoltpsg5f51r2w64t,0,15.5,58.8,2025-04-10T17:16:27.280Z,2025-04-10T17:16:29Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5639527545,140,67.1,5639527543,56,Right,5639527541,157,,5639527547,141,18.5,5639527553,1,,5639527551,213,5.81,5639527549,212,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850163,117,1,1,13,37,6oxoag5c6zbnn09wx08vz4iak,1,21.8,83.0,2025-04-10T17:16:29.722Z,2025-04-10T17:16:31Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5639527589,140,39.1,5639527587,56,Back,5639527593,212,18.2,5639527591,141,82.7,5639527585,3,,5639527595,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850213,119,1,1,13,39,6oxoag5c6zbnn09wx08vz4iak,1,36.8,82.7,2025-04-10T17:16:32.209Z,2025-04-10T17:16:36Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5639527817,56,Back,5639527825,213,3.21,5639527819,140,21.2,5639527821,141,81.1,5639527823,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798850249,120,1,1,13,43,6oxoag5c6zbnn09wx08vz4iak,1,25.2,75.6,2025-04-10T17:16:35.968Z,2025-04-10T17:16:41Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5639528007,141,13.5,5639527999,155,,5639528009,212,44.2,5639528011,213,5.01,5639528013,1,,5639528005,140,37.7,5639528003,56,Back,5639528001,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
