id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2798828717,1,34,16,0,0,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-10T16:10:46.259Z,2025-04-11T11:02:17Z,,,,,5639407117,30,"mh6rotmnlhe66f2y16c3vvmd, adthn237lwxewaxsrgd6hlu51, 1n9924y1nahaf0if575wgwonp, gbeebtmqq3qerrs4u7ikq0ru, ahe00hzfpxhe742i5db3mpe6s, 9se6a4pxhy13alu316ttx2vhl, 3m2o0t6siupip9y3sco71fe5m, 195m3d6cnwm71j1d2rjo25sdl, d4ye48utus6dfrp5jxhipjo8a, dfwjippbaspehxg8m8ui4djze, 878hgn9q68ca8y0wmdih92h9l, 2ku8s4c6qk2aghe47hwqgxfro, 62k4fq609h2evj1k2e1n42x91, 76k8ic97o66kaq2e52bmp27ai, ce1q0p0ifilrb8wx6rmkcaeol, avnrtae50pid6aomt6sq3dqi2, 3vuirsh6wmbhingygy27f0hqt, 5coof7ruazt9nbjl5qvobe3v8, dyv2c0ne9bp3bpqa20a7a8ydw, 815zq6bo3kwxw8fl3bh381ez8",5639407125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5639477083,194,878hgn9q68ca8y0wmdih92h9l,5639481089,197,501,5639407119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5639407123,130,4,5639407121,59,"1, 23, 17, 10, 26, 6, 19, 8, 20, 14, 9, 12, 3, 7, 11, 21, 27, 32, 41, 43",5639407127,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798829179,1,34,16,0,0,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-10T16:12:18.911Z,2025-04-10T17:00:51Z,,,,,5639409889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5639409883,130,8,5639409881,59,"1, 26, 27, 8, 25, 71, 77, 10, 9, 22, 21, 24, 5, 6, 7, 15, 16, 17",5639409877,30,"9oc4or4w78wl51wehk66xb4k5, 4hdrcg8os3e1uf9syfv5mpiol, cs99i7ypembqsswr96y6n53ze, 3vh1sx99telj2gktbljiarap5, 6grill6jvkvpzba5atb3gnjzd, 4hmj5l79xbxxkyuxdx47lj8wl, go4g6syxqw7nwn67c1am65t5, 15wt9e9girpzdqw5y2hb4awut, 7io59zk29vhvyueadmkotzeqy, 7gnn9d501aradmmdrhhs5vfo4, 4vp5w5ahxvyk2iu4ymm9ksl7u, d1p2mgz94oi55fa1wd2uhx5ud, 7u76uh9164fs8tx6zqw0icqtx, ap46gkx1wxiog02327an06jv8, 5362zl678ibx1md2kk6t4r47o, 37nltbem26wbv5t8fl9yu7gno, 4ja6as3sd53z72xqa7p8vrv9w, 6c9jzebimd3c53gpxa35sxzah",5639409887,194,4hmj5l79xbxxkyuxdx47lj8wl,5639488915,197,23714,5639409885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5639409879,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843891,2,32,1,0,0,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-10T17:02:52.461Z,2025-04-10T17:02:53Z,,,,,5639492747,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843883,2,32,1,0,0,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-10T17:02:52.461Z,2025-04-10T17:02:52Z,,,,,5639492699,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843933,3,1,1,0,0,ew0hpuiweoltpsg5f51r2w64t,1,50.1,50.0,2025-04-10T17:02:52.462Z,2025-04-10T17:02:58Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5639492963,212,25.0,5639492959,140,26.4,5639492961,141,53.3,5639492967,279,S,5639492957,56,Back,5639492965,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843953,4,1,1,0,5,ew0hpuiweoltpsg5f51r2w64t,0,26.4,53.3,2025-04-10T17:02:58.414Z,2025-04-10T17:05:20Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639493087,1,,5639493073,140,57.2,5639493071,56,Center,5639493077,141,21.3,5639493081,212,39.0,5639493069,157,,5639493085,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843957,5,43,1,0,6,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-04-10T17:02:59.169Z,2025-04-10T17:03:13Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5639493097,286,0,5639493095,56,Center,5639493547,144,44,5639493133,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843939,3,43,1,0,6,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-10T17:02:59.170Z,2025-04-10T17:03:26Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5639492995,285,0,5639492993,56,Back,5639493983,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843983,5,4,1,0,9,6oxoag5c6zbnn09wx08vz4iak,1,35.6,83.4,2025-04-10T17:03:01.605Z,2025-04-10T18:01:56Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5639495931,233,6,5639493271,152,,5639495941,286,,5639493269,56,Back,5639493267,13,,5639498521,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843969,6,4,1,0,9,ew0hpuiweoltpsg5f51r2w64t,0,64.4,16.6,2025-04-10T17:03:01.606Z,2025-04-10T18:01:57Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5639493167,56,Right,5639493453,13,,5639493455,294,,5639495949,233,5,5639493459,285,,5639493457,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798843961,4,43,1,0,9,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-04-10T17:03:02.089Z,2025-04-10T17:03:08Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5639493389,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844055,6,1,1,0,17,6oxoag5c6zbnn09wx08vz4iak,1,27.3,83.2,2025-04-10T17:03:10.225Z,2025-04-10T17:06:49Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5639501731,152,,5639493579,141,52.5,5639493581,212,26.3,5639501729,5,,5639493583,213,4.06,5639493577,140,12.0,5639493575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844067,7,1,1,0,22,6oxoag5c6zbnn09wx08vz4iak,0,12.6,49.9,2025-04-10T17:03:14.809Z,2025-04-10T17:03:16Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5639493623,141,72.3,5639493621,140,65.1,5639493619,56,Center,5639493629,1,,5639493625,212,57.2,5639493617,157,,5639493627,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844107,7,1,1,0,27,ew0hpuiweoltpsg5f51r2w64t,0,29.5,36.9,2025-04-10T17:03:20.040Z,2025-04-10T17:03:21Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639493819,140,58.1,5639493821,141,0.0,5639493823,212,39.7,5639493815,3,,5639493827,1,,5639493817,56,Right,5639493825,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844111,8,5,1,0,28,ew0hpuiweoltpsg5f51r2w64t,0,56.4,-1.6,2025-04-10T17:03:21.160Z,2025-04-10T19:23:50Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639493843,56,Right,5639494061,233,8,5639493845,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844135,8,5,1,0,28,6oxoag5c6zbnn09wx08vz4iak,1,43.6,101.6,2025-04-10T17:03:21.160Z,2025-04-10T19:23:50Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5639494003,56,Back,5639494053,233,8,5639494005,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844167,9,1,1,0,34,6oxoag5c6zbnn09wx08vz4iak,1,48.9,100.0,2025-04-10T17:03:26.975Z,2025-04-10T17:03:31Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5639494195,212,19.1,5639494187,107,,5639494197,213,5.40,5639494189,56,Left,5639494193,141,80.3,5639494191,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844187,10,1,1,0,38,6oxoag5c6zbnn09wx08vz4iak,1,59.1,84.1,2025-04-10T17:03:31.008Z,2025-04-10T17:03:35Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5639494327,212,15.8,5639494329,213,0.44,5639494325,141,94.1,5639494323,140,72.7,5639494321,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844191,11,1,1,0,42,6oxoag5c6zbnn09wx08vz4iak,0,94.9,78.2,2025-04-10T17:03:35.415Z,2025-04-10T17:03:36Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5639494337,141,74.1,5639494335,140,93.4,5639494339,212,3.2,5639494341,213,4.20,5639494333,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844207,9,61,1,0,45,ew0hpuiweoltpsg5f51r2w64t,1,4.9,28.2,2025-04-10T17:03:37.971Z,2025-04-10T17:08:09Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639494403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844223,10,12,1,0,46,ew0hpuiweoltpsg5f51r2w64t,1,6.2,27.6,2025-04-10T17:03:39.095Z,2025-04-10T17:03:40Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639494475,56,Back,5639494477,140,0.0,5639494481,212,7.7,5639494483,213,3.49,5639494493,167,,5639494479,141,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844225,11,6,1,0,47,ew0hpuiweoltpsg5f51r2w64t,0,2.0,24.5,2025-04-10T17:03:39.846Z,2025-04-10T18:02:02Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639494537,233,12,5639494501,56,Back,5639494503,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844199,12,6,1,0,47,6oxoag5c6zbnn09wx08vz4iak,1,98.0,75.5,2025-04-10T17:03:39.846Z,2025-04-10T19:11:41Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5639494523,233,11,5639494371,56,Center,5639494373,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844379,13,1,1,1,6,6oxoag5c6zbnn09wx08vz4iak,1,99.5,99.5,2025-04-10T17:03:58.727Z,2025-04-10T17:10:32Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,1.0,,5639495341,6,,5639495357,1,,5639495355,213,4.61,5639495349,140,95.9,5639495353,212,35.6,5639495343,155,,5639495339,2,,5639495345,223,,5639495351,141,47.5,5639495347,56,Center,5639495861,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2798846633,55,44,1,1,13,6oxoag5c6zbnn09wx08vz4iak,1,96.2,55.7,2025-04-10T17:04:05.984Z,2025-04-10T18:02:12Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5639511835,286,,5639511857,233,51,5639511833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798846775,51,44,1,1,13,ew0hpuiweoltpsg5f51r2w64t,0,3.8,44.3,2025-04-10T17:04:05.985Z,2025-04-10T18:02:12Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5639511873,233,55,5639510551,56,Back,5639510553,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844385,14,13,1,1,13,6oxoag5c6zbnn09wx08vz4iak,1,95.2,47.9,2025-04-10T17:04:06.103Z,2025-04-10T19:22:55Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5639495383,56,Center,5639495869,75,,5639495891,103,12.5,5639495879,55,13,5639495381,16,,5639495863,25,,5639495897,231,48.6,5639495873,29,,5639495865,15,,5639495893,328,,5639495885,102,39.5,5639495895,230,98.2,,,,,,,,,,,,,,,,,,,,,,,
2798844527,12,5,1,1,15,ew0hpuiweoltpsg5f51r2w64t,1,-0.8,61.7,2025-04-10T17:04:08.111Z,2025-04-10T19:23:51Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5639496227,233,15,5639496201,56,Back,5639496203,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844393,15,5,1,1,15,6oxoag5c6zbnn09wx08vz4iak,0,100.8,38.3,2025-04-10T17:04:08.111Z,2025-04-10T17:04:32Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5639495431,346,,5639495429,56,Center,5639496231,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844535,13,1,1,1,39,ew0hpuiweoltpsg5f51r2w64t,1,5.2,61.2,2025-04-10T17:04:31.695Z,2025-04-10T17:04:33Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639496253,141,50.7,5639496269,237,,5639496249,140,3.1,5639496245,56,Back,5639496263,213,4.41,5639496259,212,7.5,5639496243,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844569,14,1,1,1,41,ew0hpuiweoltpsg5f51r2w64t,1,3.1,50.7,2025-04-10T17:04:33.493Z,2025-04-10T17:04:39Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5639496463,141,15.9,5639496461,140,8.2,5639496459,56,Back,5639496465,212,24.3,5639496467,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844573,15,1,1,1,47,ew0hpuiweoltpsg5f51r2w64t,0,21.5,11.1,2025-04-10T17:04:39.566Z,2025-04-10T17:04:40Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5639496487,56,Back,5639496495,213,5.11,5639496491,141,0.0,5639496493,212,9.6,5639496489,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844617,16,5,1,1,47,6oxoag5c6zbnn09wx08vz4iak,1,70.6,101.7,2025-04-10T17:04:40.145Z,2025-04-10T19:23:51Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,,,5639496699,56,Left,5639496701,347,,5639496721,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844575,16,5,1,1,47,ew0hpuiweoltpsg5f51r2w64t,0,29.4,-1.7,2025-04-10T17:04:40.145Z,2025-04-10T19:23:51Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5639496509,347,,5639496741,233,16,5639496505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844625,17,1,1,1,53,6oxoag5c6zbnn09wx08vz4iak,0,64.8,100.0,2025-04-10T17:04:45.998Z,2025-04-10T17:04:47Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5639496773,1,,5639496771,213,5.91,5639496765,140,90.3,5639496761,107,,5639496763,56,Left,5639496767,141,86.6,5639496769,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844641,17,8,1,1,56,ew0hpuiweoltpsg5f51r2w64t,1,9.4,9.4,2025-04-10T17:04:49.341Z,2025-04-10T17:04:49Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5639496839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844657,18,6,1,1,58,ew0hpuiweoltpsg5f51r2w64t,0,9.1,10.0,2025-04-10T17:04:50.958Z,2025-04-10T17:04:54Z,6grill6jvkvpzba5atb3gnjzd,J. Taaje,,,5639496969,56,Back,5639497019,233,18,5639496971,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844663,18,6,1,1,58,6oxoag5c6zbnn09wx08vz4iak,1,90.9,90.0,2025-04-10T17:04:50.958Z,2025-04-10T18:02:03Z,1n9924y1nahaf0if575wgwonp,J. Soltvedt,,,5639496979,56,Left,5639496983,73,,5639496999,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844725,19,1,1,2,11,6oxoag5c6zbnn09wx08vz4iak,1,99.8,99.9,2025-04-10T17:05:04.255Z,2025-04-10T17:05:29Z,878hgn9q68ca8y0wmdih92h9l,N. Castro,1.0,,5639497355,6,,5639497379,212,29.5,5639497369,140,96.3,5639497353,2,,5639497381,213,4.59,5639497357,155,,5639497361,223,,5639498171,154,,5639497365,56,Center,5639497373,141,56.9,5639498169,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844729,20,44,1,2,15,6oxoag5c6zbnn09wx08vz4iak,1,94.3,59.5,2025-04-10T17:05:07.500Z,2025-04-10T18:02:12Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5639497403,56,Center,5639497405,286,,5639497435,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844721,19,44,1,2,15,ew0hpuiweoltpsg5f51r2w64t,0,5.7,40.5,2025-04-10T17:05:07.501Z,2025-04-10T18:02:13Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639497331,285,,5639497455,233,20,5639497329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844741,21,13,1,2,15,6oxoag5c6zbnn09wx08vz4iak,1,97.0,56.2,2025-04-10T17:05:07.710Z,2025-04-10T19:12:18Z,dfwjippbaspehxg8m8ui4djze,U. Mathisen,,,5639497465,56,Center,5639497901,15,,5639498175,29,,5639497463,61,,5639498173,83,,5639498187,230,99.5,5639498177,154,,5639498183,102,56.5,5639498185,103,22.2,5639498189,231,53.1,5639497899,25,,5639498179,55,19,5639497907,328,,,,,,,,,,,,,,,,,,,,,
2798844787,20,5,1,2,18,ew0hpuiweoltpsg5f51r2w64t,1,-1.4,35.4,2025-04-10T17:05:10.734Z,2025-04-10T19:23:52Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639497729,233,22,5639497705,346,,5639497703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844789,22,5,1,2,18,6oxoag5c6zbnn09wx08vz4iak,0,101.4,64.6,2025-04-10T17:05:10.734Z,2025-04-10T19:23:52Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5639497735,233,20,5639497707,56,Center,5639497709,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844895,21,1,1,2,39,ew0hpuiweoltpsg5f51r2w64t,1,5.3,62.3,2025-04-10T17:05:31.846Z,2025-04-10T17:05:33Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5639498369,213,4.67,5639498367,212,9.6,5639498363,140,4.9,5639498361,56,Back,5639498359,124,,5639498373,237,,5639498365,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844927,22,1,1,2,40,ew0hpuiweoltpsg5f51r2w64t,1,4.9,48.2,2025-04-10T17:05:33.229Z,2025-04-10T17:05:38Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5639498563,141,70.8,5639498559,56,Back,5639498561,140,36.8,5639498569,1,,5639498565,212,36.9,5639498557,157,,5639498567,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844929,23,44,1,2,43,ew0hpuiweoltpsg5f51r2w64t,1,41.8,65.6,2025-04-10T17:05:35.501Z,2025-04-10T18:02:13Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5639498579,285,,5639498633,233,23,5639498577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844919,23,44,1,2,43,6oxoag5c6zbnn09wx08vz4iak,0,58.2,34.4,2025-04-10T17:05:35.502Z,2025-04-10T18:02:13Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5639498515,56,Center,5639498517,286,,5639498663,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844949,24,1,1,2,43,ew0hpuiweoltpsg5f51r2w64t,0,36.9,70.8,2025-04-10T17:05:36.453Z,2025-04-10T17:59:53Z,7gnn9d501aradmmdrhhs5vfo4,J. Therkelsen,,,5639498701,56,Center,5639498711,213,0.00,5639498705,140,54.1,5639498709,212,18.1,5639498699,168,,5639498707,141,70.8,5639498697,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844943,24,1,1,2,44,6oxoag5c6zbnn09wx08vz4iak,1,36.5,20.4,2025-04-10T17:05:37.421Z,2025-04-10T19:12:17Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5639498669,140,61.0,5639498675,213,6.01,5639498667,56,Right,5639498671,141,9.8,5639498673,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844959,25,1,1,2,47,6oxoag5c6zbnn09wx08vz4iak,1,59.8,11.6,2025-04-10T17:05:39.846Z,2025-04-10T17:05:41Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5639498759,140,68.3,5639498763,212,18.8,5639498761,141,36.0,5639498757,56,Center,5639498765,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844971,26,1,1,2,48,6oxoag5c6zbnn09wx08vz4iak,1,68.3,36.0,2025-04-10T17:05:40.861Z,2025-04-10T17:05:42Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5639498829,56,Center,5639498835,212,10.7,5639498837,213,4.08,5639498833,141,23.3,5639498831,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844995,27,1,1,2,49,6oxoag5c6zbnn09wx08vz4iak,1,62.3,23.3,2025-04-10T17:05:42.350Z,2025-04-10T19:24:52Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,1.0,,5639498977,213,0.00,5639498969,56,Center,5639498975,212,14.2,5639790905,210,15,5639498973,141,23.4,5639498971,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798844999,28,15,1,2,52,6oxoag5c6zbnn09wx08vz4iak,1,85.6,24.9,2025-04-10T17:05:45.285Z,2025-04-11T11:06:16Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5639630433,82,,5639630535,103,19,5639630427,20,,5639630351,22,,5639630541,147,34.1,5639790907,29,,5639630531,78,,5639630545,231,46.4,5639498993,56,Center,5639630533,102,50.9,5639790909,55,27,5639630429,63,,5639630575,233,25,5639790913,215,5639630539,146,90.7,5639630543,230,98.2,,,,,,,,,,,,
2798845037,25,10,1,2,52,ew0hpuiweoltpsg5f51r2w64t,1,9.3,65.9,2025-04-10T17:05:45.385Z,2025-04-10T18:00:35Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5639499185,56,Back,5639630281,94,,5639630591,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798845053,29,1,1,2,59,6oxoag5c6zbnn09wx08vz4iak,0,60.8,7.3,2025-04-10T17:05:52.069Z,2025-04-10T17:05:54Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5639499265,141,8.0,5639499263,140,63.9,5639499261,56,Right,5639499377,233,26,5639499381,286,,5639499267,212,3.3,5639499375,236,,5639499269,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798845069,26,74,1,2,59,ew0hpuiweoltpsg5f51r2w64t,1,34.7,96.9,2025-04-10T17:05:52.070Z,2025-04-10T18:02:27Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5639499359,56,Back,5639499361,285,,5639499411,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798845117,27,4,1,3,7,ew0hpuiweoltpsg5f51r2w64t,1,61.0,95.4,2025-04-10T17:05:59.637Z,2025-04-10T18:01:57Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5639499715,56,Left,5639499717,152,,5639499785,233,30,5639499713,295,,5639499711,13,,5639499719,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798845119,30,4,1,3,7,6oxoag5c6zbnn09wx08vz4iak,0,39.0,4.6,2025-04-10T17:05:59.638Z,2025-04-10T18:01:57Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5639499755,56,Back,5639499757,152,,5639499817,233,27,5639499751,13,,5639499753,295,,5639499759,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
