id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2797252441,1,34,16,0,0,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-06T14:16:08.867Z,2025-04-06T14:57:44Z,,,,,5630579191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5630817143,197,6463,5630579181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5630579179,30,"8u1ii0vmhpub1p2gbsk1w7yzt, 4zypjoj5r2y9fqpqxn8cd7o16, 6hzeyz7yomlqkb0aukl4ms6j8, 15823p8n34f7coivq6wq687is, 2vkztwfo5zi3rbsnlmwsgfjvu, 3sfh0fq729hxtea9rzfke9979, 8qmrc7p7k4bod8ojxl5ib6ot0, bqcjd0macjc7hmtz7zx34ym6t, 8jn4wq3d1ro8f89lttw4b9rzd, 94s19kazaywfzrg007vsha6wa, 33upoxyyqkh71m6d0b2nsn95g, 45d87fg5d9k6rvgkkoqcdr384, a7upy78sew3kqehgcfm9ho5ck, dn00381nbniepgi4qj7yjkv84, 7fsqcwqftmk6lms6f6u8lpdlg, dfinorpyitke7fsso0fkgz28k, evp0uxt65iugdfwf403qqub6c, 6cu5njaghdntn0z9b1i6yb71m, 1epsroqvrfkhc7zhexcsl0vtg, dt6oacdhzssj4bu3a9rp8jdas",5630579187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5630579185,130,7,5630579183,59,"1, 22, 15, 20, 4, 5, 16, 10, 25, 8, 7, 12, 3, 6, 9, 18, 19, 21, 31, 33",5630579189,194,3sfh0fq729hxtea9rzfke9979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797255277,1,34,16,0,0,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-06T14:18:44.993Z,2025-04-06T19:32:48Z,,,,,5630594911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5630594909,130,2,5630594903,30,"dk56pv43y8zo39ft9xtwyapnu, 7yjqvzpcyyil0g7jne4hv7svd, 95wuw8954h8drdxpx3f2wvuvo, 4z3w46k9n0yocg319dcewwz8q, 2gxvele61txnvuc7sxszfqaga, c2pyie18ewq33hdvoaljwkbca, egd6w206242dh7aowfzmwyane, auv81snxkpk2ybxzi8giy5azt, 342b6q9d0ghvvizc2s6801ses, 7adevxj1o3gpqpmrv3f72v3oq, 34lcrlx7ddks5ko8s8opi44k4, 8nsdvpmkl64l0pimku0cox61h, 8fqnvz74z901a2h0kgk1zezje, 4z8yicyffnto09vgpxp2bt1pl, bwh09f38vm5unavkfqnccvx05, 6yyum3rgz21z8aln67irm508a, 3jgniouh70v4y74ly7u681o89, bs4q35yv3qe37wu1u18ajx8us, a6tl97co89j46h3vvy2edpafo",5630594913,194,7yjqvzpcyyil0g7jne4hv7svd,5630594905,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",5630594915,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5630594907,59,"12, 26, 17, 8, 5, 24, 11, 19, 32, 18, 22, 99, 2, 3, 4, 9, 16, 23, 29",5630816365,197,28385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298409,2,32,1,0,0,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-04-06T15:01:16.159Z,2025-04-06T15:01:16Z,,,,,5630832849,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298421,2,32,1,0,0,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-04-06T15:01:16.159Z,2025-04-06T15:01:19Z,,,,,5630832903,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298465,3,1,1,0,0,eujf9nqky8c5jnahb2f76m86o,1,50.1,49.9,2025-04-06T15:01:16.160Z,2025-04-06T15:01:19Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5630833181,140,48.9,5630833191,278,,5630833185,212,2.2,5630833183,141,52.5,5630833189,279,S,5630833187,213,2.19,5630833179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298473,4,1,1,0,1,eujf9nqky8c5jnahb2f76m86o,1,48.9,52.7,2025-04-06T15:01:17.776Z,2025-04-06T15:01:20Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5630833231,213,4.19,5630833227,141,14.7,5630833223,56,Back,5630833229,212,29.8,5630833225,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298525,5,1,1,0,4,eujf9nqky8c5jnahb2f76m86o,1,33.8,12.2,2025-04-06T15:01:20.513Z,2025-04-06T15:01:25Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630833561,141,6.4,5630833565,213,6.18,5630833555,155,,5630833563,212,40.2,5630833559,140,71.9,5630833567,1,,5630833557,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298531,6,61,1,0,7,eujf9nqky8c5jnahb2f76m86o,0,71.1,8.0,2025-04-06T15:01:23.937Z,2025-04-06T16:00:14Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630833607,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298541,3,3,1,0,8,uqspd1bx7f6mq8ohj50u1k1k,1,29.1,86.4,2025-04-06T15:01:24.918Z,2025-04-06T17:57:09Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5630833775,233,7,5630833663,56,Back,5630833665,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298555,7,45,1,0,8,eujf9nqky8c5jnahb2f76m86o,0,70.9,13.6,2025-04-06T15:01:24.918Z,2025-04-06T17:57:10Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630833745,286,,5630833743,56,Right,5630833801,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298587,5,1,1,0,11,uqspd1bx7f6mq8ohj50u1k1k,0,17.1,90.2,2025-04-06T15:01:27.227Z,2025-04-06T15:01:29Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5630833937,141,93.8,5630833929,157,,5630833941,213,0.15,5630833939,212,16.3,5630833933,56,Back,5630833935,140,32.4,5630833943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298569,8,61,1,0,11,eujf9nqky8c5jnahb2f76m86o,1,70.7,7.6,2025-04-06T15:01:28.022Z,2025-04-06T15:01:28Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630833831,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298625,9,12,1,0,15,eujf9nqky8c5jnahb2f76m86o,1,24.9,4.7,2025-04-06T15:01:32.040Z,2025-04-06T15:01:33Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5630834231,167,,5630834157,56,Back,5630834159,140,29.3,5630834163,212,6.1,5630834165,213,5.58,5630834179,15,,5630834161,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298639,6,5,1,0,16,uqspd1bx7f6mq8ohj50u1k1k,1,61.8,101.2,2025-04-06T15:01:32.707Z,2025-04-06T17:57:13Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5630834213,347,,5630834277,233,10,5630834211,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298633,10,5,1,0,16,eujf9nqky8c5jnahb2f76m86o,0,38.2,-1.2,2025-04-06T15:01:32.768Z,2025-04-06T15:01:37Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5630834319,233,6,5630834195,56,Back,5630834197,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298765,7,1,1,0,24,uqspd1bx7f6mq8ohj50u1k1k,1,39.7,100.0,2025-04-06T15:01:40.989Z,2025-04-06T15:01:43Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630835021,212,21.5,5630835017,140,58.2,5630835025,1,,5630835019,141,88.0,5630835013,107,,5630835023,213,5.84,5630835015,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298791,8,1,1,0,27,uqspd1bx7f6mq8ohj50u1k1k,1,63.6,85.1,2025-04-06T15:01:43.427Z,2025-04-06T15:01:45Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5630835187,140,57.1,5630835193,213,2.76,5630835189,141,89.1,5630835185,56,Left,5630835191,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298879,9,1,1,0,29,uqspd1bx7f6mq8ohj50u1k1k,1,56.4,84.2,2025-04-06T15:01:45.307Z,2025-04-06T15:01:50Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630835603,212,19.0,5630835601,141,83.9,5630835605,213,3.15,5630835597,56,Back,5630835599,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298945,10,1,1,0,34,uqspd1bx7f6mq8ohj50u1k1k,1,34.8,78.1,2025-04-06T15:01:50.163Z,2025-04-06T15:01:54Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5630835967,212,12.0,5630835969,213,4.69,5630835963,140,34.5,5630835965,141,60.5,5630835961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797298971,11,1,1,0,38,uqspd1bx7f6mq8ohj50u1k1k,0,43.9,41.9,2025-04-06T15:01:54.355Z,2025-04-06T15:01:56Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5630836131,140,85.4,5630836135,212,48.1,5630836127,155,,5630836139,1,,5630836133,141,71.8,5630836137,213,0.44,5630836129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299003,11,1,1,0,40,eujf9nqky8c5jnahb2f76m86o,1,12.4,13.1,2025-04-06T15:01:56.627Z,2025-04-06T15:01:58Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630836287,213,6.06,5630836279,56,Back,5630836275,3,,5630836283,141,9.7,5630836285,212,10.5,5630836281,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299043,13,50,1,0,44,eujf9nqky8c5jnahb2f76m86o,1,15.5,9.0,2025-04-06T15:02:00.882Z,2025-04-06T17:56:53Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630836769,233,12,5630836525,56,Back,5630836527,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299089,12,7,1,0,44,uqspd1bx7f6mq8ohj50u1k1k,1,84.5,91.0,2025-04-06T15:02:00.883Z,2025-04-06T17:56:53Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5630836759,233,13,5630836741,286,,5630836739,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299111,14,1,1,0,48,uqspd1bx7f6mq8ohj50u1k1k,0,84.3,88.6,2025-04-06T15:02:04.435Z,2025-04-06T15:02:06Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5630836815,213,2.34,5630836809,140,81.6,5630836813,212,4.1,5630836839,286,,5630836833,236,,5630836807,56,Left,5630836835,233,14,5630836811,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299101,14,74,1,0,48,eujf9nqky8c5jnahb2f76m86o,1,10.2,7.4,2025-04-06T15:02:04.436Z,2025-04-06T15:02:07Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630836765,285,,5630836763,56,Back,5630836863,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299115,15,5,1,0,49,eujf9nqky8c5jnahb2f76m86o,0,15.0,-1.6,2025-04-06T15:02:05.912Z,2025-04-06T15:02:10Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630837011,233,15,5630836851,56,Back,5630836853,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299135,15,5,1,0,50,uqspd1bx7f6mq8ohj50u1k1k,1,85.0,101.6,2025-04-06T15:02:06.291Z,2025-04-06T15:02:11Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5630836955,56,Left,5630836983,233,15,5630836957,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299253,16,1,1,0,54,uqspd1bx7f6mq8ohj50u1k1k,1,80.5,100.0,2025-04-06T15:02:10.588Z,2025-04-06T15:02:15Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630837565,107,,5630837569,140,65.5,5630837567,56,Left,5630837571,141,85.6,5630837573,212,18.8,5630837575,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299287,17,1,1,0,58,uqspd1bx7f6mq8ohj50u1k1k,1,62.9,80.2,2025-04-06T15:02:15.011Z,2025-04-06T15:02:16Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5630837747,56,Center,5630837751,141,55.8,5630837755,213,4.04,5630837749,140,50.4,5630837753,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299331,18,1,1,1,0,uqspd1bx7f6mq8ohj50u1k1k,1,50.9,52.4,2025-04-06T15:02:16.347Z,2025-04-06T15:02:19Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5630837967,213,5.14,5630837959,140,62.7,5630837965,212,30.1,5630837961,141,12.0,5630837955,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299423,19,1,1,1,3,uqspd1bx7f6mq8ohj50u1k1k,1,66.1,14.0,2025-04-06T15:02:19.763Z,2025-04-06T15:08:55Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,1.0,,5630873951,154,,5630838481,2,,5630838495,212,49.1,5630873949,210,15,5630838493,141,74.4,5630838499,1,,5630838485,56,Center,5630838497,213,0.99,5630838483,155,5630838489,140,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299467,20,15,1,1,10,uqspd1bx7f6mq8ohj50u1k1k,1,87.9,69.7,2025-04-06T15:02:27.116Z,2025-04-06T17:18:09Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5630873979,78,,5630874025,231,52.2,5630873983,29,,5630874013,146,92.9,5630874005,103,19,5630873599,20,,5630874021,230,97.7,5630873439,22,,5630874001,102,5630873443,64,,48.3,5630874017,147,60.8,5630873987,154,5630873993,55,19,5630874051,233,16,5630873603,82,5630838749,56,Center,,,,,,,,,,,,,,
2797299439,16,10,1,1,11,eujf9nqky8c5jnahb2f76m86o,1,7.1,39.2,2025-04-06T15:02:27.216Z,2025-04-06T15:08:56Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630840659,94,,5630874085,233,20,5630840661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299869,24,61,1,1,11,uqspd1bx7f6mq8ohj50u1k1k,1,91.0,47.4,2025-04-06T15:02:27.777Z,2025-04-06T15:10:01Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,1.0,,5630881009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299475,21,15,1,1,11,uqspd1bx7f6mq8ohj50u1k1k,1,91.0,58.4,2025-04-06T15:02:27.805Z,2025-04-06T16:03:37Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5630887805,102,52.6,5630887813,230,99.1,5630887807,103,19,5630887801,55,24,5630887809,146,94.0,5630838793,17,,5630887417,20,,5630838791,22,,5630887797,29,5630838795,56,Center,,5630887891,233,17,5630887795,76,5630887815,231,51.8,5630887811,147,56.5,5630887799,154,5630887421,82,,,,,,,,,,,,,,,
2797299443,17,10,1,1,11,eujf9nqky8c5jnahb2f76m86o,1,6.0,43.5,2025-04-06T15:02:27.905Z,2025-04-06T21:05:20Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5630855849,56,Back,5630887927,233,21,5630855847,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299483,19,12,1,1,13,eujf9nqky8c5jnahb2f76m86o,1,8.4,74.2,2025-04-06T15:02:30.090Z,2025-04-06T15:02:31Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5630838841,213,1.10,5630838837,141,100.0,5630838835,140,17.4,5630838833,56,Back,5630838839,212,20.7,5630838903,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299489,20,5,1,1,14,eujf9nqky8c5jnahb2f76m86o,0,25.2,101.4,2025-04-06T15:02:30.720Z,2025-04-06T15:02:53Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5630838871,347,,5630840839,233,22,5630838867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299801,22,5,1,1,18,uqspd1bx7f6mq8ohj50u1k1k,1,78.7,-1.4,2025-04-06T15:02:34.444Z,2025-04-06T15:02:53Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5630840729,347,,5630840727,56,Right,5630840793,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299857,23,1,1,1,33,uqspd1bx7f6mq8ohj50u1k1k,1,69.5,0.0,2025-04-06T15:02:49.516Z,2025-04-06T16:04:38Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5630841011,140,60.6,5630841017,213,2.31,5630841007,107,,5630841015,212,13.9,5631176597,189,,5630841013,141,13.5,5630841009,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299875,25,1,1,1,34,uqspd1bx7f6mq8ohj50u1k1k,1,60.7,11.3,2025-04-06T15:02:50.915Z,2025-04-06T18:13:24Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5631173481,213,5.93,5631173469,56,Right,5631173471,140,67.8,5631173479,212,8.0,5631177073,189,,5631173475,141,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299885,26,1,1,1,35,uqspd1bx7f6mq8ohj50u1k1k,1,62.8,6.4,2025-04-06T15:02:52.075Z,2025-04-06T16:04:41Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5631174007,140,56.1,5631174005,56,Right,5631174013,213,2.51,5631174009,141,13.9,5631174011,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299891,27,3,1,1,37,uqspd1bx7f6mq8ohj50u1k1k,0,68.0,11.9,2025-04-06T15:02:54.015Z,2025-04-06T17:56:54Z,8qmrc7p7k4bod8ojxl5ib6ot0,D. Tufekčić,,,5631174749,56,Right,5631174751,286,,5631174825,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299833,21,7,1,1,37,eujf9nqky8c5jnahb2f76m86o,1,32.0,88.1,2025-04-06T15:02:54.016Z,2025-04-06T17:56:53Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5630840895,56,Back,5631174803,233,27,5630840897,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299873,23,1,1,1,38,eujf9nqky8c5jnahb2f76m86o,1,27.7,86.6,2025-04-06T15:02:54.666Z,2025-04-06T15:02:56Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5630841061,212,15.3,5630841057,140,13.2,5630841055,56,Back,5630841063,213,3.07,5630841059,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299917,24,1,1,1,39,eujf9nqky8c5jnahb2f76m86o,1,13.2,88.1,2025-04-06T15:02:56.145Z,2025-04-06T15:02:59Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5630841283,155,,5630841289,141,92.7,5630841285,56,Back,5630841287,140,32.3,5630841293,213,0.15,5630841291,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299921,25,61,1,1,43,eujf9nqky8c5jnahb2f76m86o,1,33.6,93.3,2025-04-06T15:02:59.203Z,2025-04-06T15:02:59Z,342b6q9d0ghvvizc2s6801ses,S. Jonassen,,,5630841337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299941,26,61,1,1,44,eujf9nqky8c5jnahb2f76m86o,0,36.6,92.7,2025-04-06T15:03:00.608Z,2025-04-06T15:03:00Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5630841415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797299997,29,1,1,1,45,uqspd1bx7f6mq8ohj50u1k1k,1,41.8,20.6,2025-04-06T15:03:02.123Z,2025-04-06T15:03:04Z,15823p8n34f7coivq6wq687is,W. Igor,,,5630841717,141,39.7,5630841721,213,2.49,5630841719,212,21.3,5630841713,56,Back,5630841715,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300087,30,1,1,1,47,uqspd1bx7f6mq8ohj50u1k1k,1,26.2,39.7,2025-04-06T15:03:04.075Z,2025-04-06T15:03:10Z,8u1ii0vmhpub1p2gbsk1w7yzt,M. Lansing,,,5630842231,56,Back,5630842235,141,61.7,5630842233,140,34.5,5630842239,213,1.04,5630842237,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300107,31,1,1,1,53,uqspd1bx7f6mq8ohj50u1k1k,1,36.4,86.6,2025-04-06T15:03:09.867Z,2025-04-06T15:03:11Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630842357,213,6.08,5630842355,212,22.6,5630842349,56,Left,5630842353,141,79.9,5630842351,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300183,32,1,1,1,55,uqspd1bx7f6mq8ohj50u1k1k,1,57.4,79.9,2025-04-06T15:03:11.707Z,2025-04-06T15:03:16Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5630842807,213,1.57,5630842803,141,90.9,5630842805,212,7.5,5630842799,56,Left,5630842801,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300243,33,1,1,2,0,uqspd1bx7f6mq8ohj50u1k1k,1,65.4,86.8,2025-04-06T15:03:16.443Z,2025-04-06T15:03:19Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630843085,56,Left,5630843089,141,91.2,5630843087,140,57.8,5630843093,213,2.78,5630843091,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300463,34,2,1,2,2,uqspd1bx7f6mq8ohj50u1k1k,1,58.2,87.1,2025-04-06T15:03:19.085Z,2025-04-06T15:03:30Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5630844199,7,8jn4wq3d1ro8f89lttw4b9rzd,5630844207,141,82.3,5630844205,140,89.9,5630844201,1,,5630844203,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300793,28,1,1,2,33,eujf9nqky8c5jnahb2f76m86o,0,10.6,18.0,2025-04-06T15:03:50.041Z,2025-04-06T15:03:54Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5630845895,157,,5630845899,56,Right,5630845893,5,,5630845901,140,61.5,5630845897,241,,5630845907,213,0.02,5630845905,212,53.5,5630845909,1,,5630845903,141,,,,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300795,35,44,1,2,37,uqspd1bx7f6mq8ohj50u1k1k,1,37.1,75.0,2025-04-06T15:03:53.275Z,2025-04-06T18:13:04Z,15823p8n34f7coivq6wq687is,W. Igor,,,5630845913,56,Back,5630845915,285,,5630846059,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300799,29,44,1,2,37,eujf9nqky8c5jnahb2f76m86o,0,62.9,25.0,2025-04-06T15:03:53.276Z,2025-04-06T18:13:04Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630845935,286,,5630845933,56,Center,5630846095,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797300815,36,1,1,2,37,uqspd1bx7f6mq8ohj50u1k1k,0,34.6,66.1,2025-04-06T15:03:53.563Z,2025-04-06T15:03:55Z,15823p8n34f7coivq6wq687is,W. Igor,,,5630846011,140,61.4,5630846015,212,28.1,5630846009,56,Center,5630846013,141,66.0,5630846007,3,,5630846017,213,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
