id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2797306915,84,1,1,8,20,eujf9nqky8c5jnahb2f76m86o,1,42.2,9.5,2025-04-06T15:09:36.448Z,2025-04-06T15:09:39Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630878693,141,29.7,5630878695,212,13.8,5630878697,213,1.67,5630878689,56,Back,5630878691,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307101,85,1,1,8,23,eujf9nqky8c5jnahb2f76m86o,1,43.3,31.8,2025-04-06T15:09:39.689Z,2025-04-06T18:18:23Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5630879639,56,Back,5630879647,141,83.0,5630879657,1,,5630879655,213,1.69,5630879651,212,35.1,5630879643,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307155,86,1,1,8,32,eujf9nqky8c5jnahb2f76m86o,1,39.2,83.0,2025-04-06T15:09:48.456Z,2025-04-06T18:18:16Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5630879967,141,91.7,5630879971,213,0.18,5630879969,212,32.3,5630879963,56,Left,5630879965,140,69.4,5630879973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307181,87,1,1,8,34,eujf9nqky8c5jnahb2f76m86o,1,69.1,91.5,2025-04-06T15:09:51.096Z,2025-04-06T18:18:15Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5630880087,212,10.7,5630880081,56,Left,5630880085,141,86.5,5630880089,213,3.46,5630880083,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307237,88,1,1,8,36,eujf9nqky8c5jnahb2f76m86o,1,59.4,86.5,2025-04-06T15:09:52.223Z,2025-04-06T18:18:17Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5630880367,141,92.3,5630880371,213,0.64,5630880363,56,Left,5630880369,212,6.6,5630880365,140,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307271,89,1,1,8,38,eujf9nqky8c5jnahb2f76m86o,1,64.3,91.1,2025-04-06T15:09:54.569Z,2025-04-06T18:18:30Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5630880601,212,12.4,5630880597,140,55.5,5630880595,56,Left,5630880599,141,79.0,5630880603,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307341,90,1,1,8,40,eujf9nqky8c5jnahb2f76m86o,1,55.5,78.8,2025-04-06T15:09:57.049Z,2025-04-06T15:09:59Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5630880907,212,37.1,5630880905,141,24.3,5630880915,1,,5630880903,140,55.6,5630880901,56,Center,5630880911,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307377,91,1,1,8,43,eujf9nqky8c5jnahb2f76m86o,0,55.0,31.0,2025-04-06T15:09:59.802Z,2025-04-06T15:10:01Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5630881031,141,34.9,5630881041,1,,5630881025,56,Center,5630881023,155,,5630881035,212,34.0,5630881027,140,87.3,5630881039,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307423,96,1,1,8,46,uqspd1bx7f6mq8ohj50u1k1k,1,10.7,66.3,2025-04-06T15:10:02.315Z,2025-04-06T15:10:09Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5630881221,56,Back,5630881223,140,14.0,5630881229,213,1.30,5630881225,141,84.8,5630882101,3,,5630881227,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307507,97,12,1,8,50,uqspd1bx7f6mq8ohj50u1k1k,1,12.8,93.6,2025-04-06T15:10:06.411Z,2025-04-06T15:10:07Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630881751,212,10.4,5630881749,141,100.0,5630881753,213,0.56,5630881745,56,Back,5630881747,140,21.2,5630881831,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307517,98,5,1,8,50,uqspd1bx7f6mq8ohj50u1k1k,0,21.4,101.6,2025-04-06T15:10:07.035Z,2025-04-06T18:01:15Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630881973,233,92,5630881787,56,Back,5630881793,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307531,92,5,1,8,51,eujf9nqky8c5jnahb2f76m86o,1,78.6,-1.6,2025-04-06T15:10:07.233Z,2025-04-06T18:01:15Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5630881867,347,,5630881937,233,98,5630881865,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307661,93,1,1,8,58,eujf9nqky8c5jnahb2f76m86o,1,78.1,0.0,2025-04-06T15:10:14.999Z,2025-04-06T15:10:15Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630882627,212,5.6,5630882623,141,6.5,5630882629,213,1.17,5630882615,56,Right,5630882609,107,,5630882619,140,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307669,94,1,1,8,59,eujf9nqky8c5jnahb2f76m86o,1,80.2,7.0,2025-04-06T15:10:15.649Z,2025-04-06T18:18:21Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630882691,213,4.01,5630882689,212,1.8,5630882683,140,79.1,5630882679,56,Right,5630882687,141,5.0,5630882727,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307707,95,1,1,9,0,eujf9nqky8c5jnahb2f76m86o,1,78.7,5.0,2025-04-06T15:10:17.080Z,2025-04-06T18:18:25Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630882909,141,15.5,5630882913,212,7.1,5630882905,140,78.4,5630882917,213,1.61,5630882901,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307725,96,1,1,9,2,eujf9nqky8c5jnahb2f76m86o,1,78.2,15.9,2025-04-06T15:10:18.912Z,2025-04-06T18:18:20Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5630882981,140,70.4,5630883007,156,,5630882983,141,17.7,5630882985,212,8.3,5630882979,56,Right,5630882987,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307755,97,1,1,9,3,eujf9nqky8c5jnahb2f76m86o,0,69.4,20.1,2025-04-06T15:10:19.376Z,2025-04-06T18:18:28Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5630883163,212,7.6,5630883159,141,26.1,5630883153,56,Center,5630883167,213,0.57,5630883157,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307761,100,1,1,9,4,uqspd1bx7f6mq8ohj50u1k1k,1,11.7,65.8,2025-04-06T15:10:20.291Z,2025-04-06T15:10:22Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5630883189,213,0.44,5630883185,141,78.8,5630883181,140,29.7,5630883187,212,20.9,5630883179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307895,101,1,1,9,5,uqspd1bx7f6mq8ohj50u1k1k,1,31.2,76.1,2025-04-06T15:10:21.979Z,2025-04-06T15:10:29Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5630883927,1,,5630883917,56,Left,5630883923,212,36.5,5630883919,140,64.9,5630883925,213,0.24,5630883921,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307907,102,1,1,9,13,uqspd1bx7f6mq8ohj50u1k1k,0,75.9,83.5,2025-04-06T15:10:29.227Z,2025-04-06T15:10:30Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5630883981,140,86.0,5630883985,212,19.3,5630883983,141,59.7,5630883979,56,Center,5630883987,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307931,98,12,1,9,15,eujf9nqky8c5jnahb2f76m86o,1,16.5,37.3,2025-04-06T15:10:31.208Z,2025-04-06T15:10:33Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5630884099,212,27.2,5630884093,56,Back,5630884175,15,,5630884095,140,11.9,5630884279,167,,5630884097,141,0.0,5630884101,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797307961,99,5,1,9,16,eujf9nqky8c5jnahb2f76m86o,0,11.8,-1.8,2025-04-06T15:10:32.785Z,2025-04-06T15:10:36Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5630884241,56,Back,5630884243,347,,5630884585,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308007,103,5,1,9,17,uqspd1bx7f6mq8ohj50u1k1k,1,88.1,101.9,2025-04-06T15:10:33.908Z,2025-04-06T15:10:36Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5630884487,347,,5630884565,233,99,5630884485,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308069,104,1,1,9,18,uqspd1bx7f6mq8ohj50u1k1k,1,88.3,100.0,2025-04-06T15:10:35.043Z,2025-04-06T15:10:38Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5630884817,141,88.1,5630884815,140,83.1,5630884811,107,,5630884813,56,Left,5630884819,212,10.7,5630884821,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308091,105,1,1,9,21,uqspd1bx7f6mq8ohj50u1k1k,1,83.1,88.1,2025-04-06T15:10:38.075Z,2025-04-06T15:10:38Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630884927,141,72.6,5630884925,140,78.1,5630884923,56,Center,5630884929,212,11.8,5630884931,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308175,106,1,1,9,22,uqspd1bx7f6mq8ohj50u1k1k,1,78.1,72.6,2025-04-06T15:10:38.706Z,2025-04-06T15:10:42Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5630885317,56,Left,5630885329,212,17.4,5630885325,141,90.0,5630885331,213,0.75,5630885321,140,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308223,107,1,1,9,26,uqspd1bx7f6mq8ohj50u1k1k,0,91.0,87.2,2025-04-06T15:10:42.283Z,2025-04-06T15:10:45Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5630885581,155,,5630885591,212,20.6,5630885583,56,Center,5630885589,141,61.5,5630885587,140,100.0,5630885593,213,5.27,5630885579,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308321,108,5,1,9,28,uqspd1bx7f6mq8ohj50u1k1k,0,100.8,60.4,2025-04-06T15:10:44.954Z,2025-04-06T15:11:10Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5630887865,233,100,5630886191,56,Center,5630886193,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308627,100,5,1,9,28,eujf9nqky8c5jnahb2f76m86o,1,-1.1,39.0,2025-04-06T15:10:45.053Z,2025-04-06T15:11:11Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630887767,346,,5630887785,233,108,5630887765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308693,101,1,1,9,53,eujf9nqky8c5jnahb2f76m86o,0,2.4,45.2,2025-04-06T15:11:09.896Z,2025-04-06T15:11:15Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5630888121,212,60.6,5630888125,1,,5630888119,141,22.2,5630888113,124,,5630888123,213,6.02,5630888129,74,,5630888115,56,Center,5630888117,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308699,109,44,1,9,57,uqspd1bx7f6mq8ohj50u1k1k,1,40.8,72.2,2025-04-06T15:11:14.061Z,2025-04-06T18:13:06Z,15823p8n34f7coivq6wq687is,W. Igor,,,5630888155,285,,5630888153,56,Back,5630888235,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308703,102,44,1,9,57,eujf9nqky8c5jnahb2f76m86o,0,59.2,27.8,2025-04-06T15:11:14.062Z,2025-04-06T18:13:06Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5630888171,286,,5630888169,56,Center,5630888283,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308743,110,1,1,9,58,uqspd1bx7f6mq8ohj50u1k1k,1,39.2,62.9,2025-04-06T15:11:14.411Z,2025-04-06T15:11:16Z,15823p8n34f7coivq6wq687is,W. Igor,,,5630888387,141,69.7,5630888389,212,16.7,5630888383,56,Center,5630888385,140,54.5,5630888391,213,0.28,5630888381,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308751,111,1,1,9,59,uqspd1bx7f6mq8ohj50u1k1k,0,54.5,69.7,2025-04-06T15:11:15.893Z,2025-04-06T15:11:17Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,,5630888409,141,46.7,5630888403,157,,5630888413,213,5.55,5630888405,56,Center,5630888415,1,,5630888407,140,71.2,5630888411,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308765,103,12,1,10,1,eujf9nqky8c5jnahb2f76m86o,1,24.6,48.5,2025-04-06T15:11:17.648Z,2025-04-06T15:11:32Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5630888549,15,,5630888501,213,1.65,5630888497,141,64.5,5630888499,212,10.9,5630888493,56,Back,5630888495,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797308975,113,1,1,10,10,uqspd1bx7f6mq8ohj50u1k1k,1,66.7,11.6,2025-04-06T15:11:26.388Z,2025-04-06T15:11:28Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5630889631,140,56.5,5630889629,56,Right,5630889637,213,2.71,5630889633,141,18.8,5630889635,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309025,114,1,1,10,12,uqspd1bx7f6mq8ohj50u1k1k,1,57.1,19.2,2025-04-06T15:11:28.475Z,2025-04-06T15:11:31Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,,5630889917,56,Center,5630889925,141,33.4,5630889929,212,15.6,5630889931,213,0.67,5630889921,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309047,115,1,1,10,15,uqspd1bx7f6mq8ohj50u1k1k,0,68.2,41.0,2025-04-06T15:11:31.308Z,2025-04-06T15:11:32Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5630890067,212,11.4,5630890057,56,Center,5630890071,213,0.57,5630890063,141,50.1,5630890059,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309083,104,61,1,10,16,eujf9nqky8c5jnahb2f76m86o,1,24.5,60.5,2025-04-06T15:11:32.775Z,2025-04-06T15:11:33Z,4z3w46k9n0yocg319dcewwz8q,L. Sødal,,,5630890229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309105,105,12,1,10,18,eujf9nqky8c5jnahb2f76m86o,1,19.2,58.7,2025-04-06T15:11:35.048Z,2025-04-06T15:11:36Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5630890357,56,Back,5630890393,15,,5630890359,140,13.8,5630890363,212,12.0,5630890361,141,43.1,5630890365,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309137,106,12,1,10,20,eujf9nqky8c5jnahb2f76m86o,1,13.8,43.1,2025-04-06T15:11:36.655Z,2025-04-06T15:11:42Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630890531,212,12.7,5630890535,15,,5630890527,140,25.4,5630890533,213,0.29,5630890525,56,Back,5630890529,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309177,116,1,1,10,21,uqspd1bx7f6mq8ohj50u1k1k,1,68.4,61.5,2025-04-06T15:11:38.154Z,2025-04-06T15:11:39Z,15823p8n34f7coivq6wq687is,W. Igor,,,5630890781,213,1.66,5630890777,141,71.5,5630890779,212,6.8,5630890773,56,Center,5630890775,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309299,117,1,1,10,23,uqspd1bx7f6mq8ohj50u1k1k,1,67.8,71.5,2025-04-06T15:11:39.724Z,2025-04-06T15:11:46Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630891411,140,80.9,5630891417,213,0.30,5630891413,141,77.8,5630891409,56,Center,5630891415,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309227,107,83,1,10,26,eujf9nqky8c5jnahb2f76m86o,0,17.7,11.6,2025-04-06T15:11:42.688Z,2025-04-06T15:11:48Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5630891653,399,94s19kazaywfzrg007vsha6wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309325,118,1,1,10,29,uqspd1bx7f6mq8ohj50u1k1k,1,76.4,90.6,2025-04-06T15:11:46.093Z,2025-04-06T15:11:47Z,94s19kazaywfzrg007vsha6wa,R. Alte,,,5630891551,56,Left,5630891555,141,95.7,5630891559,213,2.63,5630891553,140,70.5,5630891557,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309363,119,1,1,10,31,uqspd1bx7f6mq8ohj50u1k1k,1,68.2,93.0,2025-04-06T15:11:47.163Z,2025-04-06T15:11:49Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5630891775,213,6.25,5630891771,141,92.1,5630891767,56,Left,5630891773,212,17.4,5630891769,140,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309369,120,1,1,10,33,uqspd1bx7f6mq8ohj50u1k1k,0,84.8,92.1,2025-04-06T15:11:49.459Z,2025-04-06T15:11:50Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630891795,140,75.6,5630891799,212,13.1,5630891793,56,Left,5630891859,156,,5630891801,213,3.89,5630891797,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309421,109,1,1,10,35,eujf9nqky8c5jnahb2f76m86o,0,27.3,14.0,2025-04-06T15:11:51.184Z,2025-04-06T18:18:14Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5630892131,213,0.01,5630892125,140,65.9,5630892129,212,40.5,5630892123,56,Right,5630892133,1,,5630892127,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309499,122,1,1,10,37,uqspd1bx7f6mq8ohj50u1k1k,1,28.7,83.8,2025-04-06T15:11:54.035Z,2025-04-06T15:11:58Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5630892631,213,3.81,5630892625,140,11.1,5630892623,56,Back,5630892629,212,23.5,5630892627,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309531,123,1,1,10,41,uqspd1bx7f6mq8ohj50u1k1k,1,19.0,63.1,2025-04-06T15:11:57.964Z,2025-04-06T15:12:00Z,8u1ii0vmhpub1p2gbsk1w7yzt,M. Lansing,,,5630892813,212,11.0,5630892809,141,64.5,5630892803,56,Back,5630892815,213,0.09,5630892805,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309557,124,1,1,10,44,uqspd1bx7f6mq8ohj50u1k1k,1,30.6,57.2,2025-04-06T15:12:00.443Z,2025-04-06T15:12:02Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5630892993,213,5.31,5630892987,140,37.1,5630892989,141,42.5,5630892985,56,Back,5630892991,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309575,125,1,1,10,46,uqspd1bx7f6mq8ohj50u1k1k,0,37.5,36.0,2025-04-06T15:12:02.827Z,2025-04-06T15:14:57Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,,5630893097,212,14.2,5630893099,213,0.43,5630893093,140,49.8,5630893095,141,44.6,5630893091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309627,110,8,1,10,50,eujf9nqky8c5jnahb2f76m86o,1,42.5,50.3,2025-04-06T15:12:06.816Z,2025-04-06T18:18:26Z,c2pyie18ewq33hdvoaljwkbca,J. Husebø,,,5630893401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309697,112,1,1,10,51,eujf9nqky8c5jnahb2f76m86o,1,48.3,47.6,2025-04-06T15:12:07.816Z,2025-04-06T15:12:10Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5630893717,212,12.4,5630893719,213,5.80,5630893713,140,58.8,5630893715,141,39.1,5630893711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309713,113,1,1,10,53,eujf9nqky8c5jnahb2f76m86o,1,58.9,39.1,2025-04-06T15:12:10.032Z,2025-04-06T15:12:11Z,342b6q9d0ghvvizc2s6801ses,S. Jonassen,,,5630893807,141,29.7,5630893797,56,Center,5630893815,213,5.40,5630893809,212,8.3,5630893803,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797310133,114,1,1,10,55,eujf9nqky8c5jnahb2f76m86o,1,63.8,30.4,2025-04-06T15:12:11.447Z,2025-04-06T15:13:22Z,egd6w206242dh7aowfzmwyane,A. Scriven,,1.0,5630899703,154,,5630899705,23,,5630896173,212,19.8,5630896175,213,0.51,5630896169,140,80.3,5630899701,210,16,5630896167,56,Center,5630896171,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797310357,127,83,1,10,55,uqspd1bx7f6mq8ohj50u1k1k,0,42.0,50.1,2025-04-06T15:12:11.562Z,2025-04-06T15:13:03Z,15823p8n34f7coivq6wq687is,W. Igor,,,5630898199,399,7adevxj1o3gpqpmrv3f72v3oq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797310415,115,3,1,10,56,eujf9nqky8c5jnahb2f76m86o,1,76.4,46.4,2025-04-06T15:12:12.455Z,2025-04-06T17:57:10Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5630897671,286,,5630897669,56,Center,5630898161,233,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797309779,126,45,1,10,56,uqspd1bx7f6mq8ohj50u1k1k,0,23.6,53.6,2025-04-06T15:12:12.455Z,2025-04-06T17:57:10Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,,5630894167,56,Back,5630898189,233,115,5630894169,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797310421,116,16,1,10,59,eujf9nqky8c5jnahb2f76m86o,1,81.2,50.0,2025-04-06T15:12:15.921Z,2025-04-06T21:03:40Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5630899803,55,114,5630899799,29,,5630899819,230,98.4,5630897691,56,Center,5630898843,20,,5630899821,231,49.8,5630899797,77,,5630899795,23,,5630899809,103,5630897693,254,,22.8,5630898861,375,10:58.578,5630899813,215,5630899807,102,53.8,5630897689,18,,5630899801,154,5630898857,374,2025-04-06 16:12:14.737,,,,,,,,,,,,,,
2797310719,128,1,1,11,59,uqspd1bx7f6mq8ohj50u1k1k,1,49.9,49.9,2025-04-06T15:13:15.515Z,2025-04-06T15:13:18Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,,5630899329,140,31.5,5630899325,56,Back,5630899333,141,38.8,5630899339,212,20.7,5630899349,279,G,5630899343,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797310817,129,1,1,12,1,uqspd1bx7f6mq8ohj50u1k1k,1,34.0,36.4,2025-04-06T15:13:18.116Z,2025-04-06T15:13:24Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,,5630899921,140,33.4,5630899931,212,17.7,5630899917,56,Back,5630899927,141,62.4,5630899933,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797310871,130,1,1,12,7,uqspd1bx7f6mq8ohj50u1k1k,1,40.6,74.8,2025-04-06T15:13:24.083Z,2025-04-06T15:13:27Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,,5630900273,213,4.38,5630900267,140,37.5,5630900271,212,10.0,5630900265,56,Back,5630900269,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
