id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2818857717,1,34,16,0,0,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-05-25T14:10:36.782Z,2025-05-25T15:09:24Z,,,,,5750048843,197,29288,5749893913,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5749893901,30,"9oc4or4w78wl51wehk66xb4k5, 4hdrcg8os3e1uf9syfv5mpiol, 6c9jzebimd3c53gpxa35sxzah, 3vh1sx99telj2gktbljiarap5, cs99i7ypembqsswr96y6n53ze, 4hmj5l79xbxxkyuxdx47lj8wl, go4g6syxqw7nwn67c1am65t5, 15wt9e9girpzdqw5y2hb4awut, 5362zl678ibx1md2kk6t4r47o, 7gnn9d501aradmmdrhhs5vfo4, 4vp5w5ahxvyk2iu4ymm9ksl7u, cr3712pf5aekd2bmmucpfcqvo, 5tnye4i4soi822vm0nncgoa, 7u76uh9164fs8tx6zqw0icqtx, ap46gkx1wxiog02327an06jv8, 37nltbem26wbv5t8fl9yu7gno, 4ja6as3sd53z72xqa7p8vrv9w, bh4tgnopvaormeadqqfl4zms4, b9jnt91acdlokhw6c59l681zo",5749893905,59,"1, 26, 17, 8, 27, 71, 77, 10, 7, 22, 21, 12, 4, 5, 6, 15, 16, 39, 84",5749893911,194,4hmj5l79xbxxkyuxdx47lj8wl,5749893903,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5749893907,130,8,5749893909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818864785,1,34,16,0,0,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-25T14:28:06.280Z,2025-05-25T18:14:41Z,,,,,5749934061,59,"30, 4, 17, 6, 2, 47, 7, 18, 11, 20, 27, 1, 3, 5, 8, 10, 21, 26, 43, 19",5749934057,30,"9l1jrghczcsus55hd9hx6gdzp, 1j7zubyq25gltkrmrqb8xiyy2, 92xhspr6bl1jyhqru3tsbjvqi, 3e1tqerfmnsaqicofczjljo8a, 7zy4bzry9weswip0jogur6fbo, 865wj533fx1l6pf8jd40uya6s, 8g5ms6uacdkgfcbxt4crlr4ve, 6wygyy5z5i0okllr83e9ej8ph, csoy01ylfrp2o2jso18oohmvo, 6hssnrvqsel6i5ca09p5730x6, v3hnsgptqqi0ystvybqtpyzu, bmaozrve14n5uj1a6q122dl3o, jfesb9jxg4g5yph0x6nabevo, be02ilslgkjzab6vsq70l53is, c57cmqsy5y46vndbsqq3pyu7e, dxmgpouxmhnss0ggxm6yqgo9, 2pv9d474cpuaz93ixmm1acljo, 6x3f721vjb8mxlp5ba3p1rb4k, di12pteex60qy5bdmm4lxt8no, cqbwi2vpug8530eao8ewo1tzo",5749934059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5749934065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5749934063,130,8,5749995141,197,2276,5749934069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5749934067,194,6wygyy5z5i0okllr83e9ej8ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876545,2,32,1,0,0,ew0hpuiweoltpsg5f51r2w64t,1,0.0,0.0,2025-05-25T15:00:47.821Z,2025-05-25T15:00:48Z,,,,,5750001149,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876569,2,32,1,0,0,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-25T15:00:47.821Z,2025-05-25T15:00:49Z,,,,,5750001283,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876609,3,1,1,0,0,ew0hpuiweoltpsg5f51r2w64t,1,50.5,50.1,2025-05-25T15:00:47.822Z,2025-05-25T15:00:51Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5750001463,140,21.7,5750001469,213,2.88,5750001467,212,31.3,5750001465,141,62.0,5750001471,279,S,5750001461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876659,4,1,1,0,3,ew0hpuiweoltpsg5f51r2w64t,0,23.2,53.6,2025-05-25T15:00:51.670Z,2025-05-25T15:00:55Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5750001697,157,,5750001703,141,32.8,5750001699,56,Center,5750001709,1,,5750001707,213,5.97,5750001705,212,45.4,5750001701,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876675,3,12,1,0,8,btaf9fuj3xctycyjeqwereaow,1,30.0,70.5,2025-05-25T15:00:55.880Z,2025-05-25T15:49:15Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5750267511,15,,5750001795,56,Center,5750001801,212,25.7,5750001803,213,0.02,5750001799,141,71.4,5750001797,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876701,5,1,1,0,10,ew0hpuiweoltpsg5f51r2w64t,1,44.9,52.1,2025-05-25T15:00:58.526Z,2025-05-25T15:01:00Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5750001945,3,,5750001951,141,40.7,5750001949,140,54.3,5750001947,56,Center,5750001953,212,12.6,5750001955,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876715,6,1,1,0,12,ew0hpuiweoltpsg5f51r2w64t,1,54.3,40.7,2025-05-25T15:01:00.007Z,2025-05-25T15:01:01Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5750002025,140,55.9,5750002023,56,Center,5750002029,212,2.4,5750002031,213,0.81,5750002027,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876743,7,1,1,0,13,ew0hpuiweoltpsg5f51r2w64t,0,55.6,44.8,2025-05-25T15:01:01.470Z,2025-05-25T15:01:03Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5750002189,1,,5750002187,213,5.42,5750002183,141,10.4,5750002179,56,Right,5750002185,212,30.8,5750002181,140,74.7,5750002177,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876771,4,12,1,0,17,btaf9fuj3xctycyjeqwereaow,1,23.8,83.2,2025-05-25T15:01:05.233Z,2025-05-25T15:01:07Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5750002343,212,12.6,5750002341,141,83.2,5750002345,213,0.00,5750002337,56,Back,5750002339,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876789,8,1,1,0,19,ew0hpuiweoltpsg5f51r2w64t,0,60.4,11.1,2025-05-25T15:01:07.350Z,2025-05-25T15:01:08Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5750002399,3,,5750002407,212,8.8,5750002409,213,0.54,5750002403,140,67.6,5750002405,141,17.7,5750002401,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876833,6,1,1,0,19,btaf9fuj3xctycyjeqwereaow,0,34.6,74.2,2025-05-25T15:01:07.664Z,2025-05-25T15:01:10Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5750002605,213,0.76,5750002597,56,Left,5750002599,140,53.2,5750002595,155,,5750002603,212,26.9,5750002601,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818876853,7,5,1,0,22,btaf9fuj3xctycyjeqwereaow,0,64.7,101.0,2025-05-25T15:01:10.198Z,2025-05-25T18:04:51Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5750939319,233,725,5750939467,347,,5750002635,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818970767,725,5,1,0,22,ew0hpuiweoltpsg5f51r2w64t,1,35.3,-1.0,2025-05-25T15:01:10.198Z,2025-05-25T18:02:11Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5750529151,56,Back,5750939283,233,7,5750939435,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877147,10,1,1,0,43,ew0hpuiweoltpsg5f51r2w64t,0,30.9,0.0,2025-05-25T15:01:31.166Z,2025-05-25T15:01:33Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5750004201,140,64.4,5750004205,212,41.3,5750004203,141,30.0,5750004209,1,,5750004199,56,Center,5750004197,107,,5750004207,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818924827,415,44,1,0,44,btaf9fuj3xctycyjeqwereaow,1,36.8,76.4,2025-05-25T15:01:32.820Z,2025-05-25T15:55:40Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5750270029,56,Back,5750270031,285,,5750270059,233,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818924727,407,44,1,0,45,ew0hpuiweoltpsg5f51r2w64t,0,63.2,23.6,2025-05-25T15:01:32.821Z,2025-05-25T15:55:40Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5750269423,286,,5750270069,233,415,5750269421,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877225,8,8,1,0,45,btaf9fuj3xctycyjeqwereaow,1,40.0,68.7,2025-05-25T15:01:33.144Z,2025-05-25T16:02:39Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5750004587,56,Back,5750269245,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818924843,416,1,1,0,47,btaf9fuj3xctycyjeqwereaow,1,39.1,71.5,2025-05-25T15:01:34.821Z,2025-05-25T15:50:34Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5750270143,212,16.1,5750270137,56,Center,5750270139,140,54.1,5750270141,141,66.9,5750270145,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877243,9,61,1,0,51,btaf9fuj3xctycyjeqwereaow,1,56.6,68.1,2025-05-25T15:01:39.036Z,2025-05-25T15:01:39Z,csoy01ylfrp2o2jso18oohmvo,D. Tibell,,,5750004669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877343,11,1,1,0,55,btaf9fuj3xctycyjeqwereaow,1,63.7,48.4,2025-05-25T15:01:43.783Z,2025-05-25T15:01:45Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5750005205,140,60.8,5750005209,212,8.3,5750005207,141,37.1,5750005203,56,Center,5750005211,213,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877391,12,1,1,0,57,btaf9fuj3xctycyjeqwereaow,1,60.8,37.1,2025-05-25T15:01:45.551Z,2025-05-25T15:01:47Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5750005461,213,4.95,5750005455,140,65.2,5750005457,141,8.6,5750005459,212,19.9,5750005453,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877415,13,1,1,0,59,btaf9fuj3xctycyjeqwereaow,1,65.2,8.6,2025-05-25T15:01:47.615Z,2025-05-25T15:01:49Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5750005563,141,14.6,5750005567,213,2.26,5750005565,212,5.3,5750005559,140,62.0,5750005555,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877447,14,1,1,1,1,btaf9fuj3xctycyjeqwereaow,1,62.0,14.6,2025-05-25T15:01:49.471Z,2025-05-25T15:01:51Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5750005703,56,Right,5750005711,213,5.08,5750005709,212,5.5,5750005707,141,7.0,5750005705,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877495,15,1,1,1,3,btaf9fuj3xctycyjeqwereaow,1,63.9,7.0,2025-05-25T15:01:50.999Z,2025-05-25T15:01:55Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5750006053,140,50.5,5750006059,213,2.57,5750006057,212,16.7,5750006051,56,Right,5750006055,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877579,16,1,1,1,7,btaf9fuj3xctycyjeqwereaow,0,51.1,19.7,2025-05-25T15:01:55.295Z,2025-05-25T15:02:00Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5750006511,212,57.4,5750006503,196,,5750006507,140,65.0,5750006509,141,100.0,5750006517,1,,5750006513,213,1.31,5750006501,155,,5750006505,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877637,11,5,1,1,12,ew0hpuiweoltpsg5f51r2w64t,1,33.4,-1.4,2025-05-25T15:02:00.347Z,2025-05-25T15:55:51Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5750006899,347,,5750006897,56,Back,5750006925,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877587,17,5,1,1,12,btaf9fuj3xctycyjeqwereaow,0,66.6,101.4,2025-05-25T15:02:00.347Z,2025-05-25T15:55:51Z,7zy4bzry9weswip0jogur6fbo,Z. Smajlović,,,5750006561,56,Left,5750006953,233,11,5750006563,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877661,12,1,1,1,16,ew0hpuiweoltpsg5f51r2w64t,1,30.6,0.0,2025-05-25T15:02:04.765Z,2025-05-25T15:02:07Z,4hdrcg8os3e1uf9syfv5mpiol,L. Vilsvik,,,5750007053,213,2.26,5750007045,140,22.4,5750007041,107,,5750007043,56,Back,5750007085,189,,5750007049,212,13.6,5750007047,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877761,13,1,1,1,20,ew0hpuiweoltpsg5f51r2w64t,1,19.9,13.7,2025-05-25T15:02:08.118Z,2025-05-25T15:02:10Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5750007443,141,36.6,5750007449,213,2.40,5750007447,212,23.1,5750007437,56,Back,5750007439,140,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877801,14,1,1,1,22,ew0hpuiweoltpsg5f51r2w64t,1,3.7,39.4,2025-05-25T15:02:10.550Z,2025-05-25T15:02:12Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5750007617,56,Back,5750007625,213,6.01,5750007619,140,17.1,5750007621,141,33.6,5750007623,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877815,15,1,1,1,24,ew0hpuiweoltpsg5f51r2w64t,1,17.1,33.6,2025-05-25T15:02:12.342Z,2025-05-25T15:02:13Z,3vh1sx99telj2gktbljiarap5,K. Krasniqi,,,5750007711,56,Back,5750007715,141,17.0,5750007713,140,10.2,5750007717,212,13.4,5750007719,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877839,16,1,1,1,25,ew0hpuiweoltpsg5f51r2w64t,1,10.2,17.0,2025-05-25T15:02:13.734Z,2025-05-25T15:02:15Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5750007863,212,17.4,5750007865,213,1.99,5750007859,140,3.5,5750007857,56,Back,5750007861,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877873,17,1,1,1,27,ew0hpuiweoltpsg5f51r2w64t,1,3.5,44.5,2025-05-25T15:02:15.638Z,2025-05-25T15:02:18Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5750008047,213,1.55,5750008043,141,80.9,5750008041,140,4.1,5750008045,212,24.8,5750008039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877885,18,1,1,1,30,ew0hpuiweoltpsg5f51r2w64t,1,3.9,81.7,2025-05-25T15:02:18.198Z,2025-05-25T15:02:20Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5750008127,212,11.9,5750008129,213,0.98,5750008123,140,10.2,5750008125,141,96.2,5750008121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877941,19,1,1,1,32,ew0hpuiweoltpsg5f51r2w64t,1,9.9,95.7,2025-05-25T15:02:20.294Z,2025-05-25T15:02:24Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5750008405,141,95.0,5750008403,140,26.0,5750008411,213,6.26,5750008407,212,16.9,5750008401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877947,20,3,1,1,36,ew0hpuiweoltpsg5f51r2w64t,0,29.6,86.6,2025-05-25T15:02:23.822Z,2025-05-25T15:55:34Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5750008549,233,18,5750008437,56,Back,5750008439,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877953,18,7,1,1,36,btaf9fuj3xctycyjeqwereaow,1,70.4,13.4,2025-05-25T15:02:23.823Z,2025-05-25T15:55:33Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5750008529,286,,5750008475,56,Right,5750008525,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877987,19,1,1,1,36,btaf9fuj3xctycyjeqwereaow,1,62.7,18.0,2025-05-25T15:02:24.751Z,2025-05-25T15:02:26Z,6wygyy5z5i0okllr83e9ej8ph,F. Ottosson,,,5750008639,140,64.2,5750008637,56,Right,5750008647,212,1.6,5750008649,213,0.00,5750008643,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878011,21,1,1,1,38,btaf9fuj3xctycyjeqwereaow,1,64.2,18.0,2025-05-25T15:02:25.894Z,2025-05-25T15:02:27Z,1j7zubyq25gltkrmrqb8xiyy2,F. Pedersen,,,5750008729,56,Center,5750008735,212,6.9,5750008731,140,65.8,5750008733,141,27.9,5750008737,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878049,22,1,1,1,38,btaf9fuj3xctycyjeqwereaow,1,65.8,27.9,2025-05-25T15:02:26.775Z,2025-05-25T15:02:29Z,6hssnrvqsel6i5ca09p5730x6,M. Melchior,,,5750008935,140,73.1,5750008933,56,Center,5750008941,213,5.85,5750008939,212,8.4,5750008937,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878065,23,1,1,1,41,btaf9fuj3xctycyjeqwereaow,0,78.4,15.6,2025-05-25T15:02:29.495Z,2025-05-25T15:02:30Z,8g5ms6uacdkgfcbxt4crlr4ve,E. Patoulidis,,,5750009015,141,51.0,5750009019,212,28.3,5750009011,140,92.5,5750009009,56,Center,5750009007,155,,5750009021,213,1.02,5750009005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878267,22,1,1,1,51,ew0hpuiweoltpsg5f51r2w64t,1,13.5,53.6,2025-05-25T15:02:39.206Z,2025-05-25T15:02:43Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5750010119,141,23.4,5750010117,140,16.2,5750010115,56,Back,5750010123,213,4.85,5750010121,212,20.7,5750010111,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878309,23,1,1,1,55,ew0hpuiweoltpsg5f51r2w64t,1,16.5,22.2,2025-05-25T15:02:43.374Z,2025-05-25T15:02:47Z,cs99i7ypembqsswr96y6n53ze,F. Dahl,,,5750010327,212,20.7,5750010329,213,2.20,5750010323,140,4.9,5750010325,141,46.9,5750010321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878369,24,1,1,1,59,ew0hpuiweoltpsg5f51r2w64t,1,5.1,44.0,2025-05-25T15:02:46.975Z,2025-05-25T15:02:50Z,9oc4or4w78wl51wehk66xb4k5,P. Kristian Bråtveit,,,5750010663,141,9.8,5750010667,213,5.76,5750010669,1,,5750010665,212,46.4,5750010659,56,Back,5750010657,157,,5750010661,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878391,25,1,1,2,2,ew0hpuiweoltpsg5f51r2w64t,1,43.3,8.9,2025-05-25T15:02:50.782Z,2025-05-25T15:02:52Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5750010793,141,18.0,5750010797,213,0.42,5750010787,3,,5750010789,56,Right,5750010795,212,15.3,5750010791,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878461,26,1,1,2,4,ew0hpuiweoltpsg5f51r2w64t,1,63.1,20.6,2025-05-25T15:02:52.270Z,2025-05-25T15:03:18Z,5362zl678ibx1md2kk6t4r47o,N. Möller,,,5750011097,56,Center,5750011101,140,60.5,5750011109,213,2.58,5750011107,212,3.2,5750011501,156,,5750011105,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878471,27,4,1,2,7,ew0hpuiweoltpsg5f51r2w64t,1,61.6,24.4,2025-05-25T15:02:54.878Z,2025-05-25T17:53:10Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5750011161,13,,5750899501,294,,5750011165,152,,5750013877,233,25,5750011169,286,,5750011163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878451,24,43,1,2,7,btaf9fuj3xctycyjeqwereaow,1,0.0,0.0,2025-05-25T15:02:54.879Z,2025-05-25T15:03:15Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5750011151,13,0,5750012889,144,4,5750011279,233,27,5750011153,56,Back,5750011157,265,0,5750011159,285,0,5750011155,152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878631,25,4,1,2,7,btaf9fuj3xctycyjeqwereaow,0,38.4,75.6,2025-05-25T15:02:54.879Z,2025-05-25T18:08:16Z,3e1tqerfmnsaqicofczjljo8a,S. Mørk,,,5750011995,56,Back,5750013941,233,27,5750899685,294,,5750011993,13,,5750012001,285,,5750011997,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879095,28,1,1,2,38,ew0hpuiweoltpsg5f51r2w64t,1,56.8,24.0,2025-05-25T15:03:26.654Z,2025-05-25T15:03:31Z,15wt9e9girpzdqw5y2hb4awut,H. Stengel,,,5750014425,141,84.2,5750014419,152,,5750014417,196,,5750014413,5,,5750014429,213,1.12,5750014415,155,,5750014427,212,45.4,5750014423,140,75.5,5750014431,1,5750014421,56,Left,,,,,,,,,,,,,,,,,,,,,,,,
2818879125,29,1,1,2,43,ew0hpuiweoltpsg5f51r2w64t,1,75.5,84.2,2025-05-25T15:03:31.518Z,2025-05-25T15:03:33Z,4vp5w5ahxvyk2iu4ymm9ksl7u,Marko Farji,,,5750014603,213,3.26,5750014595,56,Left,5750014599,141,81.7,5750014597,140,61.3,5750014601,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879207,30,1,1,2,44,ew0hpuiweoltpsg5f51r2w64t,1,61.3,81.7,2025-05-25T15:03:32.789Z,2025-05-25T15:03:35Z,6c9jzebimd3c53gpxa35sxzah,L. Tómasson,,,5750015033,56,Back,5750015041,213,3.31,5750015039,212,14.4,5750015037,141,78.2,5750015035,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879371,31,1,1,2,47,ew0hpuiweoltpsg5f51r2w64t,1,54.0,78.7,2025-05-25T15:03:35.693Z,2025-05-25T15:03:45Z,4hmj5l79xbxxkyuxdx47lj8wl,G. Valsvik,,,5750015965,141,2.6,5750015963,140,69.0,5750015969,213,5.01,5750015967,212,54.1,5750015961,56,Right,5750015971,1,,5750015953,155,,5750015957,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879377,32,61,1,2,52,ew0hpuiweoltpsg5f51r2w64t,0,69.0,2.6,2025-05-25T15:03:40.398Z,2025-05-25T15:03:51Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5750015991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879363,26,5,1,2,53,btaf9fuj3xctycyjeqwereaow,1,28.7,101.4,2025-05-25T15:03:41.061Z,2025-05-25T15:55:51Z,v3hnsgptqqi0ystvybqtpyzu,J. Dunsby,,,5750016075,233,33,5750015909,347,,5750015907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879381,33,5,1,2,53,ew0hpuiweoltpsg5f51r2w64t,0,71.3,-1.4,2025-05-25T15:03:41.061Z,2025-05-25T15:03:53Z,go4g6syxqw7nwn67c1am65t5,M. Mehnert,,,5750016107,233,26,5750016009,347,,5750016007,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879421,27,1,1,2,57,btaf9fuj3xctycyjeqwereaow,1,26.5,100.0,2025-05-25T15:03:45.007Z,2025-05-25T15:03:48Z,92xhspr6bl1jyhqru3tsbjvqi,C. Cheng,,,5750016199,212,5.5,5750016197,141,95.6,5750016193,56,Back,5750016195,140,23.0,5750016191,107,,5750016201,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879501,28,1,1,2,59,btaf9fuj3xctycyjeqwereaow,1,15.9,89.1,2025-05-25T15:03:47.454Z,2025-05-25T15:03:53Z,865wj533fx1l6pf8jd40uya6s,S. Kristiansen,,,5750016723,141,25.0,5750016727,212,44.2,5750016715,56,Back,5750016729,213,4.87,5750016719,140,22.7,5750016709,196,,5750016707,155,,5750016731,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
