id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value
2815347213,151,1,1,18,14,crlocdyqyb1fdhck54qxs65rl,0,13.1,39.5,2025-05-16T18:18:30.075Z,2025-05-16T18:18:33Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5730536085,140,58.2,5730536081,155,,5730536083,56,Right,5730536087,141,19.5,5730536089,212,49.3,5730536093,1,,5730536091,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347223,146,43,1,18,17,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-16T18:18:32.722Z,2025-05-16T18:18:39Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730536249,233,152,5730536141,56,Back,5730536143,285,0,5730536549,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347221,152,4,1,18,17,crlocdyqyb1fdhck54qxs65rl,1,56.2,24.8,2025-05-16T18:18:32.723Z,2025-05-16T18:18:48Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5730536659,152,,5730536137,286,,5730536657,294,,5730536695,233,148,5730536135,56,Center,5730536655,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347269,148,4,1,18,17,8q6cv8g4bd3xdl7m88kll16na,0,43.8,75.2,2025-05-16T18:18:32.724Z,2025-05-16T18:18:48Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730536447,56,Back,5730536449,152,,5730536445,13,,5730536453,285,,5730536745,233,152,5730537229,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347263,147,43,1,18,17,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-16T18:18:33.283Z,2025-05-16T18:18:41Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730536375,3,0,5730536383,212,19.1,5730536381,141,74.7,5730536625,144,1,5730536377,56,Center,5730536379,140,62.1,5730536385,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347385,153,1,1,18,29,crlocdyqyb1fdhck54qxs65rl,1,51.1,21.0,2025-05-16T18:18:45.355Z,2025-05-16T18:18:47Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5730537135,140,41.9,5730537129,5,,5730537141,213,2.62,5730537139,212,11.2,5730537137,141,29.2,5730537133,56,Back,5730537131,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347407,154,1,1,18,31,crlocdyqyb1fdhck54qxs65rl,1,42.4,30.6,2025-05-16T18:18:46.955Z,2025-05-16T18:18:48Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5730537251,213,1.50,5730537245,140,43.2,5730537249,212,11.1,5730537243,56,Back,5730537247,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347461,155,1,1,18,32,crlocdyqyb1fdhck54qxs65rl,1,43.2,46.9,2025-05-16T18:18:48.316Z,2025-05-16T18:18:50Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5730537495,213,5.70,5730537485,155,,5730537497,1,,5730537489,140,74.7,5730537493,212,39.6,5730537491,141,15.0,5730537487,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347491,156,44,1,18,35,crlocdyqyb1fdhck54qxs65rl,1,73.6,16.6,2025-05-16T18:18:50.506Z,2025-05-16T18:18:54Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5730537593,286,,5730537591,56,Right,5730537649,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347479,149,44,1,18,35,8q6cv8g4bd3xdl7m88kll16na,0,26.4,83.4,2025-05-16T18:18:50.507Z,2025-05-16T18:18:55Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730537555,285,,5730537687,233,156,5730537553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347549,157,1,1,18,35,crlocdyqyb1fdhck54qxs65rl,0,70.1,16.5,2025-05-16T18:18:51.059Z,2025-05-16T18:18:54Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5730537849,3,,5730537859,212,16.4,5730537857,141,29.8,5730537853,56,Center,5730537861,213,0.59,5730537855,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347565,150,12,1,18,37,8q6cv8g4bd3xdl7m88kll16na,1,12.3,70.3,2025-05-16T18:18:52.962Z,2025-05-16T18:18:56Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730537935,140,31.0,5730537941,213,0.81,5730538009,167,,5730537933,56,Back,5730537937,141,100.0,5730537939,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347573,151,5,1,18,39,8q6cv8g4bd3xdl7m88kll16na,0,31.4,100.5,2025-05-16T18:18:55.126Z,2025-05-16T20:48:58Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730539975,233,158,5730537971,56,Back,5730537973,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347887,158,5,1,18,39,crlocdyqyb1fdhck54qxs65rl,1,68.6,-0.5,2025-05-16T18:18:55.126Z,2025-05-16T20:48:58Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5730539827,347,,5730539945,233,151,5730539825,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347921,159,1,1,19,9,crlocdyqyb1fdhck54qxs65rl,0,76.2,0.0,2025-05-16T18:19:24.885Z,2025-05-16T18:19:26Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5730540015,141,26.2,5730540009,107,,5730540021,1,,5730540011,56,Center,5730540013,140,88.1,5730540017,212,22.8,5730540019,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347949,152,12,1,19,12,8q6cv8g4bd3xdl7m88kll16na,1,12.5,70.6,2025-05-16T18:19:28.051Z,2025-05-16T18:19:31Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5730540161,212,9.3,5730540157,141,62.0,5730540153,56,Back,5730540205,15,,5730540155,140,19.4,5730540165,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348009,160,1,1,19,13,crlocdyqyb1fdhck54qxs65rl,0,78.4,46.7,2025-05-16T18:19:29.436Z,2025-05-16T18:56:21Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5730540523,213,5.89,5730540521,212,8.6,5730540515,56,Center,5730540519,141,41.8,5730540513,3,,5730540517,140,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347989,153,43,1,19,15,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-16T18:19:31.155Z,2025-05-16T19:01:16Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5730739029,144,44,5730540405,56,Back,5730540407,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815347995,154,44,1,19,16,8q6cv8g4bd3xdl7m88kll16na,1,14.0,60.6,2025-05-16T18:19:32.283Z,2025-05-16T19:03:32Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730551209,285,,5730551207,56,Back,5730551245,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348017,161,44,1,19,16,crlocdyqyb1fdhck54qxs65rl,0,86.0,39.4,2025-05-16T18:19:32.284Z,2025-05-16T19:03:33Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5730540555,56,Center,5730551291,233,154,5730540557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348005,155,12,1,19,17,8q6cv8g4bd3xdl7m88kll16na,1,13.2,61.7,2025-05-16T18:19:32.483Z,2025-05-16T18:25:35Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730565619,212,7.8,5730565613,56,Back,5730565617,141,50.3,5730565621,213,4.56,5730565767,15,,5730565615,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815379921,337,61,1,19,18,crlocdyqyb1fdhck54qxs65rl,0,88.4,52.7,2025-05-16T18:19:33.473Z,2025-05-16T19:04:19Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5730720027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348187,156,12,1,19,18,8q6cv8g4bd3xdl7m88kll16na,1,12.3,57.4,2025-05-16T18:19:34.235Z,2025-05-16T18:19:47Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5730541671,141,3.5,5730541673,212,51.7,5730541667,56,Back,5730541675,213,5.49,5730541669,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348123,162,4,1,19,26,crlocdyqyb1fdhck54qxs65rl,1,54.8,94.8,2025-05-16T18:19:41.676Z,2025-05-16T19:02:12Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730541363,286,,5730541345,13,,5730743437,233,157,5730541359,265,,5730541351,56,Left,5730541357,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348195,157,4,1,19,26,8q6cv8g4bd3xdl7m88kll16na,0,45.2,5.2,2025-05-16T18:19:41.677Z,2025-05-16T19:02:12Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5730541761,285,,5730541759,265,,5730541753,13,,5730541757,152,,5730743455,233,162,5730541755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348531,163,1,1,20,0,crlocdyqyb1fdhck54qxs65rl,1,56.1,92.7,2025-05-16T18:20:16.268Z,2025-05-16T18:20:22Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5730543761,213,6.22,5730543901,189,,5730543759,212,19.6,5730543753,56,Left,5730543751,152,,5730543757,141,90.8,5730543755,140,74.7,5730543749,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348537,164,4,1,20,2,crlocdyqyb1fdhck54qxs65rl,1,79.6,93.0,2025-05-16T18:20:18.322Z,2025-05-16T18:20:20Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730543795,265,,5730543811,233,158,5730543791,56,Left,5730543789,13,,5730543793,152,,5730543797,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348525,158,4,1,20,2,8q6cv8g4bd3xdl7m88kll16na,0,20.4,7.0,2025-05-16T18:20:18.323Z,2025-05-16T19:14:06Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730543777,13,,5730543779,56,Back,5730543785,285,,5730799581,55,159,5730543843,233,164,5730543783,265,,5730543781,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348861,159,17,1,20,12,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-16T18:20:27.499Z,2025-05-16T21:25:01Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730546853,13,243,5730546851,393,,5730546849,31,,5730799555,55,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815348787,165,27,1,20,30,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-16T18:20:45.716Z,2025-05-16T18:37:19Z,,,,,5730545743,41,Injury,5730545745,53,c1p51x3fg0dgss14z9vozfqc4,5730617479,233,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815361307,257,27,1,20,30,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-16T18:20:45.716Z,2025-05-16T18:37:19Z,,,,,5730617439,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349069,166,28,1,20,59,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-16T18:21:14.580Z,2025-05-16T18:37:29Z,,,,,5730547103,55,165,5730618463,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815361319,258,28,1,20,59,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-16T18:21:14.580Z,2025-05-16T18:37:28Z,,,,,5730618423,233,166,5730616287,55,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349417,167,1,1,21,28,crlocdyqyb1fdhck54qxs65rl,0,82.1,92.3,2025-05-16T18:21:43.515Z,2025-05-16T18:21:45Z,5yhieehol1p5crvzjd55ac8wk,A. Potur,,,5730549159,213,4.91,5730549153,140,86.7,5730549151,56,Center,5730549157,212,24.4,5730549145,5,,5730549149,152,,5730549143,2,,5730549147,155,,5730549155,141,,,,,,,,,,,,,,,,57.2,,,,,,,,,,,
2815349437,160,12,1,21,31,8q6cv8g4bd3xdl7m88kll16na,1,11.9,54.7,2025-05-16T18:21:47.291Z,2025-05-16T18:21:53Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730549265,141,61.5,5730549261,56,Back,5730549263,140,46.8,5730549267,212,36.9,5730549275,15,,5730549269,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349513,168,1,1,21,35,crlocdyqyb1fdhck54qxs65rl,1,59.2,31.2,2025-05-16T18:21:51.460Z,2025-05-16T21:22:34Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5730549743,212,28.1,5730549741,141,50.7,5730549737,56,Center,5730549733,155,,5730549739,140,82.8,5730549745,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349527,169,44,1,21,37,crlocdyqyb1fdhck54qxs65rl,1,88.5,58.3,2025-05-16T18:21:53.298Z,2025-05-16T19:03:33Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5730549823,286,,5730549821,56,Center,5730549919,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349495,161,44,1,21,37,8q6cv8g4bd3xdl7m88kll16na,0,11.5,41.7,2025-05-16T18:21:53.299Z,2025-05-16T19:03:33Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5730549573,285,,5730549571,56,Back,5730549947,233,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349535,170,1,1,21,38,crlocdyqyb1fdhck54qxs65rl,0,81.3,49.3,2025-05-16T18:21:54.235Z,2025-05-16T21:34:26Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5731224999,140,100.0,5731224997,3,,5731225003,212,22.5,5731225001,141,39.1,5731225005,213,5.97,5730549869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349559,162,5,1,21,39,8q6cv8g4bd3xdl7m88kll16na,1,-1.0,58.5,2025-05-16T18:21:54.627Z,2025-05-16T20:48:59Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5730550021,56,Back,5730550023,346,,5730550127,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349579,171,5,1,21,39,crlocdyqyb1fdhck54qxs65rl,0,101.0,41.5,2025-05-16T18:21:54.627Z,2025-05-16T20:48:59Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5730550105,346,,5730550131,233,162,5730550103,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815349903,163,1,1,22,7,8q6cv8g4bd3xdl7m88kll16na,0,2.7,46.5,2025-05-16T18:22:22.523Z,2025-05-16T18:27:28Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5730551915,140,74.0,5730551923,1,,5730551921,213,6.18,5730551913,56,Center,5730551911,124,,5730551917,141,35.6,5730551925,74,,5730551919,212,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350033,173,1,1,22,9,crlocdyqyb1fdhck54qxs65rl,1,34.8,64.0,2025-05-16T18:22:25.259Z,2025-05-16T18:22:33Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5730552595,212,17.4,5730552597,213,1.20,5730552593,141,87.8,5730552591,140,40.8,5730552589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350009,164,83,1,22,16,8q6cv8g4bd3xdl7m88kll16na,0,54.8,12.6,2025-05-16T18:22:32.211Z,2025-05-16T18:22:35Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5730552789,399,c1p51x3fg0dgss14z9vozfqc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350055,174,1,1,22,18,crlocdyqyb1fdhck54qxs65rl,1,38.7,91.7,2025-05-16T18:22:33.483Z,2025-05-16T18:22:34Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5730552717,213,3.19,5730552713,141,90.2,5730552711,140,17.2,5730552715,212,22.6,5730552709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350105,175,1,1,22,20,crlocdyqyb1fdhck54qxs65rl,1,21.6,91.2,2025-05-16T18:22:35.675Z,2025-05-16T18:22:38Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5730553009,212,18.3,5730553007,141,64.3,5730553003,56,Back,5730553011,213,4.67,5730553005,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350149,176,1,1,22,23,crlocdyqyb1fdhck54qxs65rl,1,13.4,67.0,2025-05-16T18:22:38.595Z,2025-05-16T18:22:41Z,8nmrvwyosqdqwyqowvdqvahh,F. Sjølstad,,,5730553245,140,7.8,5730553251,213,4.32,5730553249,212,15.4,5730553247,141,46.1,5730553243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350189,177,1,1,22,26,crlocdyqyb1fdhck54qxs65rl,0,9.9,46.1,2025-05-16T18:22:41.651Z,2025-05-16T18:22:44Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5730553479,157,,5730553485,141,37.0,5730553487,212,59.8,5730553483,140,66.5,5730553481,56,Center,5730553489,213,6.18,5730553491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350227,165,1,1,22,30,8q6cv8g4bd3xdl7m88kll16na,1,32.5,62.9,2025-05-16T18:22:45.827Z,2025-05-16T18:22:47Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730553735,213,1.59,5730553725,3,,5730553731,141,79.7,5730553733,212,11.4,5730553727,56,Back,5730553729,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350271,166,1,1,22,31,8q6cv8g4bd3xdl7m88kll16na,1,32.3,79.7,2025-05-16T18:22:47.170Z,2025-05-16T18:22:49Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730553939,140,42.9,5730553937,56,Back,5730553941,141,88.8,5730553943,212,12.7,5730553945,213,0.51,5730553935,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350291,168,1,1,22,33,8q6cv8g4bd3xdl7m88kll16na,1,42.9,88.8,2025-05-16T18:22:49.171Z,2025-05-16T18:22:50Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5730554065,213,0.63,5730554059,140,46.7,5730554057,56,Back,5730554063,212,4.9,5730554061,141,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350339,169,1,1,22,34,8q6cv8g4bd3xdl7m88kll16na,1,42.6,93.5,2025-05-16T18:22:50.291Z,2025-05-16T18:22:54Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5730554355,141,89.7,5730554351,56,Back,5730554353,140,27.5,5730554357,212,16.1,5730554359,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350371,170,1,1,22,38,8q6cv8g4bd3xdl7m88kll16na,1,27.5,89.7,2025-05-16T18:22:54.467Z,2025-05-16T18:22:56Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730554479,56,Back,5730554485,212,31.5,5730554481,140,7.2,5730554483,141,55.6,5730554487,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350413,171,1,1,22,40,8q6cv8g4bd3xdl7m88kll16na,1,7.2,54.1,2025-05-16T18:22:56.459Z,2025-05-16T18:23:00Z,cpcjoijkj6xhmcbfnyuarh1hx,J. Storevik,,,5730554693,213,5.12,5730554689,141,6.2,5730554691,212,35.5,5730554687,140,20.7,5730554695,1,,5730554685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350447,172,1,1,22,45,8q6cv8g4bd3xdl7m88kll16na,1,35.2,8.3,2025-05-16T18:23:00.690Z,2025-05-16T18:23:03Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730554865,141,22.6,5730554869,213,0.59,5730554867,212,17.5,5730554863,140,49.1,5730554861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350479,173,1,1,22,47,8q6cv8g4bd3xdl7m88kll16na,1,49.1,22.6,2025-05-16T18:23:03.194Z,2025-05-16T18:23:07Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5730555077,56,Back,5730555079,140,42.5,5730555085,213,3.88,5730555081,141,13.3,5730555083,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350499,174,1,1,22,51,8q6cv8g4bd3xdl7m88kll16na,1,39.7,10.0,2025-05-16T18:23:07.210Z,2025-05-16T18:23:09Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5730555243,213,2.27,5730555231,140,28.4,5730555237,212,18.4,5730555235,141,30.7,5730555229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350515,175,1,1,22,53,8q6cv8g4bd3xdl7m88kll16na,1,28.4,31.0,2025-05-16T18:23:09.354Z,2025-05-16T18:23:11Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5730555321,56,Back,5730555323,140,30.3,5730555327,212,31.0,5730555329,213,1.51,5730555325,141,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350563,176,1,1,22,55,8q6cv8g4bd3xdl7m88kll16na,1,30.3,76.5,2025-05-16T18:23:11.346Z,2025-05-16T18:23:16Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730555575,212,19.7,5730555569,56,Back,5730555571,140,45.7,5730555573,141,93.1,5730555577,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350659,177,1,1,23,0,8q6cv8g4bd3xdl7m88kll16na,1,46.0,92.3,2025-05-16T18:23:15.826Z,2025-05-16T18:23:23Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5730556119,141,74.7,5730556111,56,Back,5730556127,213,4.70,5730556123,212,12.0,5730556115,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350671,178,1,1,23,7,8q6cv8g4bd3xdl7m88kll16na,1,53.5,52.7,2025-05-16T18:23:23.106Z,2025-05-16T18:23:25Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5730556221,140,61.1,5730556223,141,14.1,5730556227,213,5.01,5730556225,212,27.4,5730556219,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350717,179,1,1,23,9,8q6cv8g4bd3xdl7m88kll16na,1,61.1,14.1,2025-05-16T18:23:24.842Z,2025-05-16T18:23:29Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730556519,212,14.8,5730556517,141,5.6,5730556513,56,Right,5730556521,213,5.88,5730556515,140,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350729,180,1,1,23,14,8q6cv8g4bd3xdl7m88kll16na,1,76.2,6.5,2025-05-16T18:23:29.643Z,2025-05-16T18:23:31Z,bzk5asrkwi0pvl6npmxb7jhzp,P. Strand,,,5730556585,141,10.3,5730556589,213,2.93,5730556587,212,12.1,5730556581,56,Right,5730556583,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350749,181,1,1,23,15,8q6cv8g4bd3xdl7m88kll16na,1,64.2,11.6,2025-05-16T18:23:31.458Z,2025-05-16T18:23:34Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5730556703,212,18.8,5730556701,141,35.9,5730556705,213,2.07,5730556699,140,55.7,5730556697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350803,182,1,1,23,18,8q6cv8g4bd3xdl7m88kll16na,1,55.7,35.9,2025-05-16T18:23:33.809Z,2025-05-16T18:23:37Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5730556995,141,65.6,5730556999,213,1.56,5730556993,140,56.0,5730556991,56,Center,5730556997,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350831,183,1,1,23,21,8q6cv8g4bd3xdl7m88kll16na,1,56.0,65.6,2025-05-16T18:23:37.258Z,2025-05-16T18:23:40Z,cft1n7qn5juaedelpvqwo2f3d,K. Tshiembe,,,5730557115,212,5.0,5730557109,56,Center,5730557117,213,6.12,5730557113,141,64.4,5730557111,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815350845,184,1,1,23,24,8q6cv8g4bd3xdl7m88kll16na,1,64.7,74.6,2025-05-16T18:23:39.914Z,2025-05-16T18:23:41Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5730557221,141,95.8,5730557223,212,16.7,5730557217,56,Left,5730557219,140,72.7,5730557225,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
