id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2815276683,88,1,1,8,5,6oxoag5c6zbnn09wx08vz4iak,1,71.7,68.9,2025-05-16T16:09:23.565Z,2025-05-16T16:09:27Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730138313,212,35.5,5730138317,1,,5730138315,213,4.81,5730138307,56,Right,5730138311,141,16.9,5730138309,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815276725,89,1,1,8,9,6oxoag5c6zbnn09wx08vz4iak,1,74.7,19.5,2025-05-16T16:09:27.708Z,2025-05-16T16:09:31Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5730138507,56,Center,5730138515,213,1.85,5730138513,212,13.7,5730138509,140,71.1,5730138511,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815276747,90,1,1,8,13,6oxoag5c6zbnn09wx08vz4iak,1,71.0,33.3,2025-05-16T16:09:31.356Z,2025-05-16T16:09:33Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730138631,140,67.3,5730138629,56,Right,5730138637,213,4.50,5730138635,212,18.4,5730138633,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815276775,91,1,1,8,15,6oxoag5c6zbnn09wx08vz4iak,1,67.3,6.8,2025-05-16T16:09:33.731Z,2025-05-16T16:09:36Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5730138801,56,Center,5730138809,213,2.13,5730138805,141,26.7,5730138807,212,16.0,5730138803,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815276801,92,1,1,8,18,6oxoag5c6zbnn09wx08vz4iak,1,64.7,33.2,2025-05-16T16:09:36.580Z,2025-05-16T16:09:39Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5730138921,141,65.5,5730138917,56,Center,5730138923,212,22.0,5730138925,213,1.50,5730138919,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815276805,93,61,1,8,21,6oxoag5c6zbnn09wx08vz4iak,0,66.4,66.5,2025-05-16T16:09:39.308Z,2025-05-16T16:09:48Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730138941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815276841,69,4,1,8,23,doohk95o6e8pkqah8vkop51dg,1,29.6,31.2,2025-05-16T16:09:41.290Z,2025-05-16T16:09:47Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5730139141,265,,5730139165,233,94,5730139139,152,,5730139143,285,,5730139135,13,,5730139137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815276825,94,4,1,8,23,6oxoag5c6zbnn09wx08vz4iak,0,70.4,68.8,2025-05-16T16:09:41.291Z,2025-05-16T16:09:52Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730139111,56,Center,5730139109,13,,5730139197,233,69,5730139115,265,,5730139117,286,,5730139113,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277053,70,1,1,8,44,doohk95o6e8pkqah8vkop51dg,1,25.5,31.0,2025-05-16T16:10:02.444Z,2025-05-16T16:10:04Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5730140181,141,18.3,5730140175,152,,5730140177,56,Back,5730140173,5,,5730140179,140,31.5,5730140183,212,10.7,5730140185,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277115,71,1,1,8,46,doohk95o6e8pkqah8vkop51dg,0,34.7,9.8,2025-05-16T16:10:04.596Z,2025-05-16T16:10:20Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730140545,56,Center,5730140547,140,89.7,5730140543,155,,5730140553,213,0.30,5730140555,1,,5730140551,212,60.4,5730140549,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277105,95,4,1,8,55,6oxoag5c6zbnn09wx08vz4iak,1,6.4,73.8,2025-05-16T16:10:13.971Z,2025-05-16T16:10:22Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730140641,13,,5730140645,56,Back,5730140647,152,,5730140643,294,,5730140649,285,,5730140673,233,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277119,72,4,1,8,55,doohk95o6e8pkqah8vkop51dg,0,93.6,26.2,2025-05-16T16:10:13.972Z,2025-05-16T16:10:23Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730140619,152,,5730140833,294,,5730140767,233,95,5730140625,286,,5730140615,13,,5730140617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277261,96,1,1,9,13,6oxoag5c6zbnn09wx08vz4iak,1,7.3,70.4,2025-05-16T16:10:31.117Z,2025-05-16T16:10:33Z,mh6rotmnlhe66f2y16c3vvmd,M. Dyngeland,,,5730141437,189,,5730141417,212,20.4,5730141415,141,70.6,5730141413,140,26.7,5730141407,5,,5730141409,152,,5730141419,213,0.01,5730141411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277283,97,1,1,9,14,6oxoag5c6zbnn09wx08vz4iak,1,26.7,70.6,2025-05-16T16:10:32.859Z,2025-05-16T16:10:35Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730141561,56,Back,5730141565,141,90.5,5730141567,212,17.9,5730141563,140,37.8,5730141569,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277299,98,1,1,9,16,6oxoag5c6zbnn09wx08vz4iak,1,37.8,90.5,2025-05-16T16:10:34.923Z,2025-05-16T16:10:36Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730141681,213,0.23,5730141675,140,48.9,5730141677,141,94.5,5730141673,56,Back,5730141679,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277321,99,1,1,9,18,6oxoag5c6zbnn09wx08vz4iak,1,50.0,93.6,2025-05-16T16:10:36.035Z,2025-05-16T16:10:37Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5730141789,213,4.09,5730141781,56,Back,5730141783,140,37.4,5730141787,212,22.7,5730141785,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277383,100,1,1,9,19,6oxoag5c6zbnn09wx08vz4iak,1,37.4,66.4,2025-05-16T16:10:37.763Z,2025-05-16T16:10:43Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730142169,140,38.9,5730142175,213,4.78,5730142173,212,22.4,5730142171,141,33.5,5730142167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277419,101,1,1,9,25,6oxoag5c6zbnn09wx08vz4iak,1,45.8,42.7,2025-05-16T16:10:43.283Z,2025-05-16T16:10:48Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5730142347,140,49.1,5730142345,56,Back,5730142353,213,1.19,5730142351,212,9.4,5730142349,141,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277441,102,1,1,9,30,6oxoag5c6zbnn09wx08vz4iak,1,66.7,50.8,2025-05-16T16:10:48.035Z,2025-05-16T16:10:50Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730142519,140,76.3,5730142527,213,5.88,5730142525,212,11.0,5730142523,141,44.4,5730142515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277447,103,50,1,9,31,6oxoag5c6zbnn09wx08vz4iak,1,75.6,49.2,2025-05-16T16:10:49.499Z,2025-05-16T18:12:25Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730142773,233,73,5730142575,56,Center,5730142577,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277479,73,7,1,9,31,doohk95o6e8pkqah8vkop51dg,1,24.4,50.8,2025-05-16T16:10:49.500Z,2025-05-16T18:12:25Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5730142753,233,103,5730142727,285,,5730142725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277487,74,4,1,9,36,doohk95o6e8pkqah8vkop51dg,1,42.2,52.0,2025-05-16T16:10:54.675Z,2025-05-16T16:11:00Z,6wwk8y9mklkh8x606ynhe1lp0,S. Ørjasæter,,,5730142839,286,,5730142831,13,,5730142873,233,104,5730142835,152,,5730142837,265,,5730142833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277483,104,4,1,9,36,6oxoag5c6zbnn09wx08vz4iak,0,57.8,48.0,2025-05-16T16:10:54.676Z,2025-05-16T16:11:01Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730142799,152,,5730142801,265,,5730142905,233,74,5730142803,285,,5730142795,13,,5730142797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277547,75,1,1,9,39,doohk95o6e8pkqah8vkop51dg,0,43.4,55.4,2025-05-16T16:10:57.115Z,2025-05-16T16:11:01Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5730143083,212,30.4,5730143085,213,6.26,5730143079,140,72.3,5730143075,152,,5730143077,56,Center,5730143073,5,,5730143081,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277565,105,12,1,9,43,6oxoag5c6zbnn09wx08vz4iak,1,21.2,30.5,2025-05-16T16:11:01.667Z,2025-05-16T16:11:03Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730143193,141,0.0,5730143197,213,4.82,5730143195,212,22.0,5730143191,140,23.5,5730143189,56,Back,5730143217,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277617,76,5,1,9,44,doohk95o6e8pkqah8vkop51dg,1,74.1,101.8,2025-05-16T16:11:02.531Z,2025-05-16T18:16:16Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5730143435,56,Left,5730143437,347,,5730143463,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277569,106,5,1,9,44,6oxoag5c6zbnn09wx08vz4iak,0,25.9,-1.8,2025-05-16T16:11:02.531Z,2025-05-16T18:16:17Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730143209,347,,5730143481,233,76,5730143207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277651,77,1,1,9,50,doohk95o6e8pkqah8vkop51dg,1,70.0,100.0,2025-05-16T16:11:08.107Z,2025-05-16T16:11:11Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5730143661,213,5.90,5730143657,141,96.8,5730143655,140,78.4,5730143653,56,Left,5730143659,212,9.5,5730143651,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277657,78,1,1,9,53,doohk95o6e8pkqah8vkop51dg,0,83.8,93.3,2025-05-16T16:11:11.308Z,2025-05-16T16:11:12Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5730143685,56,Center,5730143687,140,69.0,5730143693,213,3.75,5730143691,212,18.9,5730143689,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277689,107,8,1,9,56,6oxoag5c6zbnn09wx08vz4iak,1,28.5,18.5,2025-05-16T16:11:14.259Z,2025-05-16T16:11:14Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730143849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277715,109,1,1,9,57,6oxoag5c6zbnn09wx08vz4iak,0,28.2,27.0,2025-05-16T16:11:15.851Z,2025-05-16T16:14:38Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730143989,141,31.7,5730143981,56,Back,5730143997,213,0.37,5730143985,140,36.1,5730143993,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277733,79,8,1,9,58,doohk95o6e8pkqah8vkop51dg,1,62.5,59.1,2025-05-16T16:11:16.923Z,2025-05-16T16:12:27Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5730144061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277753,80,3,1,9,59,doohk95o6e8pkqah8vkop51dg,0,63.5,49.8,2025-05-16T16:11:17.794Z,2025-05-16T18:12:26Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730146733,233,110,5730144159,56,Center,5730146699,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277725,110,7,1,9,59,6oxoag5c6zbnn09wx08vz4iak,1,36.5,50.2,2025-05-16T16:11:17.795Z,2025-05-16T18:12:26Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730144027,56,Back,5730146717,233,80,5730145677,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277801,111,1,1,10,5,6oxoag5c6zbnn09wx08vz4iak,1,24.7,53.8,2025-05-16T16:11:23.195Z,2025-05-16T16:11:25Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730144433,141,47.1,5730144437,213,6.12,5730144429,56,Center,5730144435,212,28.7,5730144431,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277815,112,1,1,10,7,6oxoag5c6zbnn09wx08vz4iak,1,51.6,48.0,2025-05-16T16:11:25.595Z,2025-05-16T16:11:27Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730144509,56,Center,5730144513,141,28.4,5730144515,212,16.7,5730144517,213,5.36,5730144511,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277847,113,1,1,10,9,6oxoag5c6zbnn09wx08vz4iak,1,66.2,30.8,2025-05-16T16:11:27.595Z,2025-05-16T16:11:31Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730144699,212,18.0,5730144691,56,Right,5730144703,213,5.56,5730144695,141,13.3,5730144693,140,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277869,114,1,1,10,13,6oxoag5c6zbnn09wx08vz4iak,1,74.2,27.2,2025-05-16T16:11:31.667Z,2025-05-16T16:11:35Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5730144839,212,14.0,5730144835,140,82.4,5730144841,213,5.37,5730144837,141,10.9,5730144833,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277895,115,1,1,10,16,6oxoag5c6zbnn09wx08vz4iak,1,83.6,11.8,2025-05-16T16:11:34.827Z,2025-05-16T16:11:37Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730144949,213,0.75,5730144943,140,93.3,5730144947,212,13.9,5730144945,141,25.7,5730144941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277933,116,1,1,10,19,6oxoag5c6zbnn09wx08vz4iak,0,94.4,26.4,2025-05-16T16:11:37.187Z,2025-05-16T16:11:41Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5730145179,56,Left,5730145187,213,1.50,5730145185,212,50.7,5730145183,141,100.0,5730145189,1,,5730145177,196,,5730145181,140,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278087,81,5,1,10,23,doohk95o6e8pkqah8vkop51dg,1,4.2,-1.0,2025-05-16T16:11:41.427Z,2025-05-16T18:16:17Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730146133,233,117,5730146109,56,Back,5730146111,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815277939,117,5,1,10,23,6oxoag5c6zbnn09wx08vz4iak,0,95.8,101.0,2025-05-16T16:11:41.427Z,2025-05-16T18:16:18Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5730146143,233,81,5730145211,56,Left,5730145213,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278111,82,1,1,10,47,doohk95o6e8pkqah8vkop51dg,0,8.7,0.0,2025-05-16T16:12:05.291Z,2025-05-16T16:12:08Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730146269,213,0.58,5730146253,56,Back,5730146261,141,20.4,5730146257,140,30.4,5730146273,1,,5730146249,107,,5730146265,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278131,118,61,1,10,51,6oxoag5c6zbnn09wx08vz4iak,1,60.8,81.9,2025-05-16T16:12:09.545Z,2025-05-16T16:12:09Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730146361,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278145,83,1,1,10,52,doohk95o6e8pkqah8vkop51dg,0,33.8,30.6,2025-05-16T16:12:10.171Z,2025-05-16T16:12:10Z,115owbh8c39gfwcja2wxuweay,H. Tangen,,,5730146423,56,Back,5730146425,140,41.8,5730146427,141,57.8,5730146431,213,1.14,5730146429,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278207,120,1,1,10,56,6oxoag5c6zbnn09wx08vz4iak,1,50.4,72.1,2025-05-16T16:12:14.274Z,2025-05-16T16:12:17Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5730146759,141,83.6,5730146755,56,Back,5730146761,212,7.8,5730146757,140,49.8,5730146763,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278231,121,1,1,10,57,6oxoag5c6zbnn09wx08vz4iak,1,51.0,83.6,2025-05-16T16:12:15.939Z,2025-05-16T16:12:19Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730146903,56,Back,5730146907,141,63.1,5730146911,213,4.35,5730146905,140,46.0,5730146909,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278249,122,1,1,11,1,6oxoag5c6zbnn09wx08vz4iak,1,47.6,62.3,2025-05-16T16:12:19.277Z,2025-05-16T16:12:22Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5730147017,56,Back,5730147021,141,78.1,5730147023,212,10.8,5730147025,213,1.46,5730147019,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278289,123,1,1,11,4,6oxoag5c6zbnn09wx08vz4iak,1,49.5,77.5,2025-05-16T16:12:22.411Z,2025-05-16T16:12:27Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730147291,213,4.69,5730147285,140,49.1,5730147287,141,51.4,5730147283,56,Back,5730147289,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278319,124,1,1,11,9,6oxoag5c6zbnn09wx08vz4iak,1,56.9,36.6,2025-05-16T16:12:27.083Z,2025-05-16T16:12:30Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5730147517,140,58.0,5730147515,56,Right,5730147521,212,22.0,5730147519,141,4.3,5730147523,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278361,125,1,1,11,11,6oxoag5c6zbnn09wx08vz4iak,1,57.8,14.2,2025-05-16T16:12:29.996Z,2025-05-16T16:12:33Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5730147831,141,27.5,5730147827,140,43.6,5730147839,213,2.60,5730147825,56,Back,5730147835,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278395,126,1,1,11,15,6oxoag5c6zbnn09wx08vz4iak,1,48.0,34.1,2025-05-16T16:12:33.762Z,2025-05-16T16:12:37Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5730147989,141,61.3,5730147993,213,1.77,5730147991,212,18.9,5730147987,140,44.5,5730147985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278429,127,1,1,11,18,6oxoag5c6zbnn09wx08vz4iak,1,53.9,65.8,2025-05-16T16:12:36.866Z,2025-05-16T16:12:41Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730148221,1,,5730148213,140,78.5,5730148217,212,32.2,5730148215,141,94.1,5730148219,213,0.64,5730148211,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278477,128,1,1,11,23,6oxoag5c6zbnn09wx08vz4iak,1,79.1,92.1,2025-05-16T16:12:41.130Z,2025-05-16T16:12:46Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730148499,212,9.3,5730148501,213,6.15,5730148497,141,90.3,5730148495,140,87.9,5730148493,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278521,129,1,1,11,28,6oxoag5c6zbnn09wx08vz4iak,1,75.4,87.0,2025-05-16T16:12:46.731Z,2025-05-16T16:12:51Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5730148727,213,3.59,5730148725,212,16.2,5730148723,141,76.6,5730148719,56,Center,5730148721,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278573,130,1,1,11,33,6oxoag5c6zbnn09wx08vz4iak,1,66.8,77.2,2025-05-16T16:12:51.018Z,2025-05-16T16:12:56Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730148989,213,4.08,5730148981,56,Center,5730148983,140,57.1,5730148987,212,17.3,5730148985,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278609,131,1,1,11,37,6oxoag5c6zbnn09wx08vz4iak,1,59.7,47.2,2025-05-16T16:12:55.979Z,2025-05-16T16:13:01Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5730149231,140,63.1,5730149233,141,71.5,5730149235,212,16.9,5730149237,213,1.36,5730149229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278631,132,1,1,11,43,6oxoag5c6zbnn09wx08vz4iak,1,70.0,71.9,2025-05-16T16:13:01.267Z,2025-05-16T16:13:23Z,9se6a4pxhy13alu316ttx2vhl,J. Sery Larsen,,,5730149375,212,12.5,5730149377,213,6.02,5730149373,141,67.1,5730150421,4,,5730149369,56,Center,5730149371,140,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278647,133,1,1,11,46,6oxoag5c6zbnn09wx08vz4iak,0,92.7,66.1,2025-05-16T16:13:04.978Z,2025-05-16T19:12:24Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730149465,141,28.1,5730149457,56,Center,5730149461,140,100.0,5730149473,213,5.03,5730149469,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278793,84,5,1,11,48,doohk95o6e8pkqah8vkop51dg,1,-1.0,68.0,2025-05-16T16:13:06.065Z,2025-05-16T18:16:18Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730150321,346,,5730150395,233,134,5730150319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278675,134,5,1,11,48,6oxoag5c6zbnn09wx08vz4iak,0,101.0,32.0,2025-05-16T16:13:06.065Z,2025-05-16T18:16:18Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730150413,233,84,5730149631,56,Center,5730149633,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278819,85,1,1,12,3,doohk95o6e8pkqah8vkop51dg,1,4.8,49.6,2025-05-16T16:13:21.379Z,2025-05-16T16:13:23Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5730150469,56,Back,5730150481,237,,5730150473,141,37.4,5730150475,212,8.3,5730150477,213,4.81,5730150471,140,5.6,5730150467,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278833,86,1,1,12,5,doohk95o6e8pkqah8vkop51dg,1,5.5,37.3,2025-05-16T16:13:23.330Z,2025-05-16T16:13:25Z,b4nxbfm6audv844unlocgbsgl,M. Koch,,,5730150573,212,16.3,5730150575,213,4.82,5730150569,140,7.2,5730150567,56,Back,5730150571,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278879,87,1,1,12,7,doohk95o6e8pkqah8vkop51dg,1,7.2,13.4,2025-05-16T16:13:25.626Z,2025-05-16T16:13:32Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730150807,140,19.9,5730150811,212,13.5,5730150805,56,Back,5730150813,213,6.13,5730150809,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278885,88,4,1,12,14,doohk95o6e8pkqah8vkop51dg,1,29.0,4.7,2025-05-16T16:13:32.306Z,2025-05-16T18:05:37Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5730150863,265,,5730150865,285,,5730150859,56,Back,5730150857,13,,5730150861,152,,5730150929,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278893,135,4,1,12,14,6oxoag5c6zbnn09wx08vz4iak,0,71.0,95.3,2025-05-16T16:13:32.307Z,2025-05-16T18:05:37Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730150889,265,,5730150891,286,,5730150887,152,,5730150885,56,Left,5730150883,13,,5730150951,233,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815278987,89,1,1,12,17,doohk95o6e8pkqah8vkop51dg,1,27.3,5.9,2025-05-16T16:13:35.746Z,2025-05-16T16:13:44Z,58zj1aw2i5mfyzb3knj72xk6i,S. Christiansen,,,5730151395,213,1.26,5730151397,1,,5730151393,212,59.5,5730151381,155,,5730151389,140,44.9,5730151387,56,Back,5730151385,152,,5730151383,196,,5730151391,141,5730151379,5,,89.1,,,,,,,,,,,,,,,,,,,,
2815279011,90,1,1,12,26,doohk95o6e8pkqah8vkop51dg,1,70.9,76.0,2025-05-16T16:13:44.442Z,2025-05-16T16:13:46Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5730151539,213,2.15,5730151531,140,66.8,5730151535,212,7.9,5730151529,56,Left,5730151533,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
