id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2815295129,373,1,1,42,49,6oxoag5c6zbnn09wx08vz4iak,0,34.2,37.5,2025-05-16T16:44:07.613Z,2025-05-16T16:44:48Z,62k4fq609h2evj1k2e1n42x91,F. Knudsen,,,5730243859,140,54.7,5730243863,212,24.0,5730243865,213,5.82,5730243861,141,21.8,5730243855,3,,5730243857,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295109,316,44,1,42,50,doohk95o6e8pkqah8vkop51dg,1,43.7,73.6,2025-05-16T16:44:08.835Z,2025-05-16T18:16:31Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5730245841,233,374,5730243735,56,Back,5730243737,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295137,374,44,1,42,50,6oxoag5c6zbnn09wx08vz4iak,0,56.3,26.4,2025-05-16T16:44:08.836Z,2025-05-16T18:16:32Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5730245875,233,316,5730245827,56,Center,5730245829,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295121,317,1,1,42,51,doohk95o6e8pkqah8vkop51dg,0,36.3,71.7,2025-05-16T16:44:09.747Z,2025-05-16T18:21:03Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5730243789,56,Back,5730243797,213,5.54,5730243795,212,2.0,5730243793,141,69.7,5730243787,3,,5730243791,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295139,375,61,1,42,52,6oxoag5c6zbnn09wx08vz4iak,1,51.1,37.0,2025-05-16T16:44:10.669Z,2025-05-16T18:21:05Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5730246189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295155,376,1,1,42,54,6oxoag5c6zbnn09wx08vz4iak,1,39.2,31.9,2025-05-16T16:44:12.941Z,2025-05-16T16:50:49Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730259873,213,0.37,5730259869,141,45.0,5730259871,212,24.7,5730259863,155,,5730259865,56,Center,5730259867,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815298085,418,61,1,42,55,6oxoag5c6zbnn09wx08vz4iak,0,58.9,48.6,2025-05-16T16:44:13Z,2025-05-16T16:50:58Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730260129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295169,318,43,1,42,56,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-16T16:44:14.731Z,2025-05-16T16:44:23Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730244483,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295189,319,1,1,42,58,doohk95o6e8pkqah8vkop51dg,1,34.8,34.8,2025-05-16T16:44:16.146Z,2025-05-16T16:44:18Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730244149,212,13.8,5730244151,213,5.13,5730244143,56,Back,5730244145,140,40.1,5730244147,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295191,320,3,1,43,0,doohk95o6e8pkqah8vkop51dg,0,42.4,12.5,2025-05-16T16:44:18.019Z,2025-05-16T18:12:33Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5730244189,286,,5730244399,233,377,5730244187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295209,377,7,1,43,0,6oxoag5c6zbnn09wx08vz4iak,1,57.6,87.5,2025-05-16T16:44:18.020Z,2025-05-16T18:12:32Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730244291,56,Left,5730244293,285,,5730244375,233,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295237,379,1,1,43,2,6oxoag5c6zbnn09wx08vz4iak,1,61.6,82.4,2025-05-16T16:44:20.964Z,2025-05-16T16:44:23Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730244459,213,5.18,5730244451,56,Center,5730244455,141,65.5,5730244457,212,12.9,5730244453,140,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295221,321,43,1,43,3,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-16T16:44:21.563Z,2025-05-16T16:52:10Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730244577,399,d4ye48utus6dfrp5jxhipjo8a,5730261811,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295253,380,1,1,43,4,6oxoag5c6zbnn09wx08vz4iak,1,67.4,65.2,2025-05-16T16:44:22.740Z,2025-05-16T16:44:25Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730244551,140,84.9,5730244557,213,0.64,5730244549,56,Left,5730244555,212,22.9,5730244553,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295321,381,1,1,43,8,6oxoag5c6zbnn09wx08vz4iak,0,95.3,80.3,2025-05-16T16:44:26.357Z,2025-05-16T18:20:53Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730244971,213,4.97,5730244957,2,,5730244961,56,Center,5730244963,140,100.0,5730244967,141,50.7,5730244969,212,20.8,5730244959,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295289,322,5,1,43,9,doohk95o6e8pkqah8vkop51dg,1,-0.8,52.7,2025-05-16T16:44:27.276Z,2025-05-16T18:16:31Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730245783,233,382,5730244755,56,Back,5730244757,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295471,382,5,1,43,9,6oxoag5c6zbnn09wx08vz4iak,0,100.8,47.3,2025-05-16T16:44:27.276Z,2025-05-16T18:16:31Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730245741,56,Center,5730245819,233,322,5730245743,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295575,324,1,1,43,40,doohk95o6e8pkqah8vkop51dg,0,2.5,45.4,2025-05-16T16:44:58.522Z,2025-05-16T16:45:00Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5730246423,74,,5730246411,56,Right,5730246409,124,,5730246419,213,5.81,5730246413,140,61.2,5730246417,212,69.2,5730246415,141,0.0,5730246421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295581,325,5,1,43,42,doohk95o6e8pkqah8vkop51dg,0,61.8,-0.8,2025-05-16T16:45:00.306Z,2025-05-16T18:16:32Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5730246445,56,Right,5730246447,347,,5730246957,233,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295667,383,5,1,43,42,6oxoag5c6zbnn09wx08vz4iak,1,38.2,100.8,2025-05-16T16:45:00.306Z,2025-05-16T18:16:32Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730246913,56,Back,5730246953,233,325,5730246919,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295673,384,1,1,43,53,6oxoag5c6zbnn09wx08vz4iak,0,41.0,100.0,2025-05-16T16:45:11.389Z,2025-05-16T16:45:13Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730246993,140,67.0,5730246997,212,34.7,5730246995,141,70.0,5730246989,107,,5730246991,56,Center,5730246999,213,5.62,5730247001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295707,385,83,1,44,0,6oxoag5c6zbnn09wx08vz4iak,0,62.6,64.0,2025-05-16T16:45:18.572Z,2025-05-16T16:45:24Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730247341,399,4fkb8m4vdcyn1iwck0ukhofmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295727,327,1,1,44,1,doohk95o6e8pkqah8vkop51dg,0,28.4,44.0,2025-05-16T16:45:19.234Z,2025-05-16T16:45:21Z,4fkb8m4vdcyn1iwck0ukhofmc,F. Tebo Uchenna,,,5730247263,213,4.00,5730247261,212,27.4,5730247255,56,Back,5730247257,140,11.4,5730247259,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295769,387,1,1,44,9,6oxoag5c6zbnn09wx08vz4iak,1,89.2,77.8,2025-05-16T16:45:27.292Z,2025-05-16T16:45:29Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730247465,140,75.2,5730247467,141,64.3,5730247463,56,Center,5730247471,213,3.70,5730247469,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295777,388,1,1,44,11,6oxoag5c6zbnn09wx08vz4iak,1,78.1,64.9,2025-05-16T16:45:29.004Z,2025-05-16T16:45:32Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730247561,141,85.2,5730247557,56,Left,5730247565,213,0.92,5730247563,212,17.4,5730247559,140,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295789,389,1,1,44,14,6oxoag5c6zbnn09wx08vz4iak,1,82.7,83.1,2025-05-16T16:45:32.636Z,2025-05-16T16:45:34Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730247617,56,Left,5730247621,141,81.8,5730247619,140,75.1,5730247625,213,3.25,5730247623,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295803,390,1,1,44,16,6oxoag5c6zbnn09wx08vz4iak,1,74.1,81.8,2025-05-16T16:45:34.436Z,2025-05-16T16:45:38Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730247709,56,Center,5730247711,140,71.4,5730247713,141,63.4,5730247717,213,4.49,5730247715,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295811,391,1,1,44,20,6oxoag5c6zbnn09wx08vz4iak,1,72.0,71.2,2025-05-16T16:45:38.020Z,2025-05-16T16:45:39Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5730247753,213,1.09,5730247745,56,Left,5730247747,140,81.0,5730247749,141,97.8,5730247751,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295879,392,1,1,44,20,6oxoag5c6zbnn09wx08vz4iak,1,81.0,97.8,2025-05-16T16:45:38.780Z,2025-05-16T16:45:44Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730248133,56,Left,5730248141,213,4.06,5730248135,140,73.6,5730248137,141,82.7,5730248139,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295889,393,1,1,44,26,6oxoag5c6zbnn09wx08vz4iak,1,75.0,88.5,2025-05-16T16:45:44.492Z,2025-05-16T16:45:45Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5730248159,56,Left,5730248165,212,6.5,5730248167,213,0.64,5730248163,141,94.2,5730248161,140,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295899,394,1,1,44,27,6oxoag5c6zbnn09wx08vz4iak,0,80.0,94.2,2025-05-16T16:45:45.180Z,2025-05-16T16:45:45Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730248199,56,Left,5730248201,140,87.6,5730248203,141,86.9,5730248205,212,9.4,5730248207,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295909,328,1,1,44,29,doohk95o6e8pkqah8vkop51dg,0,12.5,11.7,2025-05-16T16:45:47.154Z,2025-05-16T16:52:26Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5730248287,157,,5730248291,140,46.4,5730248299,1,,5730248295,212,35.8,5730248297,213,0.10,5730248293,141,16.7,5730248289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295967,395,1,1,44,34,6oxoag5c6zbnn09wx08vz4iak,1,57.0,62.6,2025-05-16T16:45:52.380Z,2025-05-16T16:45:55Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730248653,56,Left,5730248657,141,90.0,5730248661,213,1.20,5730248655,140,63.9,5730248659,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815295983,396,1,1,44,37,6oxoag5c6zbnn09wx08vz4iak,1,65.0,90.0,2025-05-16T16:45:55.461Z,2025-05-16T16:45:57Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730248753,141,91.8,5730248749,56,Left,5730248757,213,0.07,5730248755,212,17.6,5730248751,140,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296025,397,2,1,44,39,6oxoag5c6zbnn09wx08vz4iak,1,81.7,91.8,2025-05-16T16:45:57.044Z,2025-05-16T16:46:38Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730250269,7,195m3d6cnwm71j1d2rjo25sdl,5730249007,56,Left,5730249011,141,82.1,5730249009,140,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296045,398,43,1,44,42,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T16:46:00.885Z,2025-05-16T16:46:31Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5730249107,56,Center,5730250333,144,1,5730249115,213,3.82,5730249113,212,23.3,5730249111,141,65.3,5730249109,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296049,399,43,1,44,45,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T16:46:03.500Z,2025-05-16T16:46:33Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730250355,144,61,5730249123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815297299,416,70,1,44,59,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T16:46:17Z,2025-05-16T16:48:26Z,,,,,5730255753,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296309,330,1,1,45,12,doohk95o6e8pkqah8vkop51dg,1,17.7,28.8,2025-05-16T16:46:30.786Z,2025-05-16T16:46:35Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5730250483,212,48.1,5730250487,1,,5730250485,213,6.17,5730250471,5,,5730250479,140,63.2,5730250475,241,,5730250477,56,Right,5730250473,157,,5730250481,141,,,,20.9,,,,,,,,,,,,,,,,,,,,
2815296315,331,44,1,45,17,doohk95o6e8pkqah8vkop51dg,1,68.4,25.6,2025-05-16T16:46:35.483Z,2025-05-16T18:16:32Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5730250693,233,400,5730250511,286,,5730250509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296331,400,44,1,45,17,6oxoag5c6zbnn09wx08vz4iak,0,31.6,74.4,2025-05-16T16:46:35.484Z,2025-05-16T18:16:32Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730250599,56,Back,5730250709,233,331,5730250601,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296327,332,1,1,45,18,doohk95o6e8pkqah8vkop51dg,1,63.2,20.9,2025-05-16T16:46:36.122Z,2025-05-16T16:46:37Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5730250579,3,,5730250583,140,66.0,5730250587,212,8.8,5730250585,141,33.1,5730250589,213,1.23,5730250581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296337,333,1,1,45,19,doohk95o6e8pkqah8vkop51dg,0,66.0,33.1,2025-05-16T16:46:37.106Z,2025-05-16T16:46:38Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730250625,56,Center,5730250627,140,61.7,5730250653,156,,5730250631,212,4.6,5730250629,141,31.8,5730250633,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296363,401,1,1,45,21,6oxoag5c6zbnn09wx08vz4iak,0,32.7,79.9,2025-05-16T16:46:39.204Z,2025-05-16T16:46:44Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730250851,157,,5730250759,212,15.0,5730250761,213,1.52,5730250757,141,100.0,5730250755,140,33.4,5730250853,1,,5730250753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296493,334,5,1,45,21,doohk95o6e8pkqah8vkop51dg,1,64.4,-1.8,2025-05-16T16:46:39.956Z,2025-05-16T18:16:33Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730251585,233,402,5730251533,347,,5730251531,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296367,402,5,1,45,21,6oxoag5c6zbnn09wx08vz4iak,0,35.6,101.8,2025-05-16T16:46:39.956Z,2025-05-16T18:16:33Z,3m2o0t6siupip9y3sco71fe5m,E. Guðmundsson,,,5730250779,56,Back,5730251623,233,334,5730250781,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296573,335,57,1,45,44,doohk95o6e8pkqah8vkop51dg,0,61.6,0.0,2025-05-16T16:47:02.945Z,2025-05-16T16:47:03Z,30ojg24sppf8bzngafnd4neg9,E. Wichne,,,5730251883,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296615,403,57,1,45,44,6oxoag5c6zbnn09wx08vz4iak,1,29.6,100.0,2025-05-16T16:47:02.945Z,2025-05-16T18:06:00Z,,,,,5730252091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296717,404,1,1,45,55,6oxoag5c6zbnn09wx08vz4iak,1,29.1,100.0,2025-05-16T16:47:13.749Z,2025-05-16T16:47:15Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730252691,213,4.51,5730252683,56,Back,5730252687,141,84.5,5730252685,140,26.9,5730252689,212,11.3,5730252681,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296719,405,1,1,45,57,6oxoag5c6zbnn09wx08vz4iak,1,27.1,84.8,2025-05-16T16:47:15.484Z,2025-05-16T16:47:29Z,195m3d6cnwm71j1d2rjo25sdl,F. Myhre,,,5730252711,213,2.41,5730252709,212,10.3,5730252731,156,,5730252703,56,Back,5730252705,140,19.8,5730252707,141,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296773,336,83,1,46,2,doohk95o6e8pkqah8vkop51dg,0,72.7,17.6,2025-05-16T16:47:20.169Z,2025-05-16T16:47:29Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5730253311,399,adthn237lwxewaxsrgd6hlu51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296797,406,4,1,46,3,6oxoag5c6zbnn09wx08vz4iak,1,23.2,86.4,2025-05-16T16:47:21.281Z,2025-05-16T16:47:28Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730253131,13,,5730253139,285,,5730253133,295,,5730253137,152,,5730253135,56,Back,5730253205,233,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296795,337,4,1,46,3,doohk95o6e8pkqah8vkop51dg,0,76.8,13.6,2025-05-16T16:47:21.282Z,2025-05-16T18:21:17Z,2of6xfvdgpsrqehwxrc39kcq2,F. Carstensen,,,5730253239,233,406,5730253097,13,,5730253101,152,,5730253099,56,Right,5730253105,286,,5730547225,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296863,407,1,1,46,10,6oxoag5c6zbnn09wx08vz4iak,1,22.2,97.1,2025-05-16T16:47:28.076Z,2025-05-16T18:21:35Z,adthn237lwxewaxsrgd6hlu51,T. Pedersen,,,5730255145,212,10.6,5730255147,213,5.35,5730255143,141,84.6,5730255183,5,,5730255185,152,,5730255139,56,Back,5730255141,140,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296867,408,4,1,46,13,6oxoag5c6zbnn09wx08vz4iak,1,29.4,83.6,2025-05-16T16:47:31.243Z,2025-05-16T18:05:44Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730256475,233,338,5730256461,13,,5730256467,265,,5730256465,152,,5730256463,56,Back,5730256479,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296873,338,4,1,46,13,doohk95o6e8pkqah8vkop51dg,0,70.6,16.4,2025-05-16T16:47:31.244Z,2025-05-16T18:05:44Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5730253501,286,,5730253499,265,,5730256501,233,408,5730253497,152,,5730253495,56,Right,5730253493,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296893,409,1,1,46,16,6oxoag5c6zbnn09wx08vz4iak,0,32.0,84.6,2025-05-16T16:47:34.364Z,2025-05-16T16:48:48Z,gbeebtmqq3qerrs4u7ikq0ru,E. Kornvig,,,5730253609,140,70.5,5730256533,5,,5730256535,152,,5730253611,141,35.1,5730253613,212,52.6,5730253617,1,,5730253615,213,5.59,5730253605,155,,5730253607,56,,,,Center,,,,,,,,,,,,,,,,,,,,
2815296909,339,12,1,46,18,doohk95o6e8pkqah8vkop51dg,1,26.8,82.6,2025-05-16T16:47:36.889Z,2025-05-16T16:47:45Z,barzsgnl7tazysx2d10yzj04q,P. Reinhardsen,,,5730253671,140,39.9,5730253669,56,Back,5730253703,15,,5730253673,141,82.1,5730253675,212,13.8,5730253677,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296971,410,1,1,46,22,6oxoag5c6zbnn09wx08vz4iak,1,77.4,22.7,2025-05-16T16:47:40.468Z,2025-05-16T16:47:46Z,ahe00hzfpxhe742i5db3mpe6s,E. Helland,,,5730254037,56,Center,5730254041,141,36.6,5730254045,212,18.8,5730254049,213,0.53,5730254039,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296977,411,1,1,46,26,6oxoag5c6zbnn09wx08vz4iak,0,95.3,32.0,2025-05-16T16:47:44.924Z,2025-05-16T18:21:50Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5730254081,141,49.8,5730254083,212,12.3,5730254077,56,Center,5730254075,155,,5730254085,213,1.38,5730254079,140,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296975,340,12,1,46,27,doohk95o6e8pkqah8vkop51dg,1,2.6,53.1,2025-05-16T16:47:45.345Z,2025-05-16T18:21:47Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5730254073,213,4.42,5730254065,56,Back,5730254067,140,0.0,5730254071,212,12.9,5730254103,167,,5730254069,141,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296979,341,6,1,46,28,doohk95o6e8pkqah8vkop51dg,0,0.4,41.2,2025-05-16T16:47:46.162Z,2025-05-16T16:47:53Z,16od5bk1t05mluydp8i4t2lg4,M. Ndiaye,,,5730254135,56,Back,5730254137,73,,5730254221,233,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815296987,412,6,1,46,28,6oxoag5c6zbnn09wx08vz4iak,1,99.6,58.8,2025-05-16T16:47:46.162Z,2025-05-16T18:05:53Z,3vuirsh6wmbhingygy27f0hqt,M. Sande,,,5730254197,233,341,5730254161,56,Center,5730257017,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815297237,413,1,1,46,56,6oxoag5c6zbnn09wx08vz4iak,0,99.5,0.1,2025-05-16T16:48:14.732Z,2025-05-16T16:49:49Z,ce1q0p0ifilrb8wx6rmkcaeol,B. Finne,,,5730255503,224,,5730255507,140,90.6,5730255505,56,Center,5730255513,213,1.90,5730255497,2,,5730255511,212,28.7,5730255499,6,,5730255501,155,,5730255509,141,,,,40.0,,,,,,,,,,,,,,,,,,,,
2815298149,345,12,1,46,59,doohk95o6e8pkqah8vkop51dg,1,7.4,61.8,2025-05-16T16:48:17Z,2025-05-16T16:51:14Z,44t0ew97eyl8ww00sgusx00a2,A. Sher,,,5730260551,56,Back,5730260553,140,2.7,5730260555,141,63.3,5730260557,212,5.0,5730260559,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815297241,414,43,1,47,1,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T16:48:19.947Z,2025-05-16T16:49:49Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730255531,56,Center,5730255527,22,0,5730258367,144,39,5730255537,252,0,5730255529,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815297269,415,43,1,47,3,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T16:48:21.972Z,2025-05-16T16:49:51Z,d4ye48utus6dfrp5jxhipjo8a,A. Heggebø,,,5730258409,144,5,5730255623,346,0,5730255621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815297281,343,43,1,47,4,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-16T16:48:22.041Z,2025-05-16T16:49:48Z,4e7x4ulb3mcxgnue8c9exvazu,D. Karlsbakk,,,5730255679,56,Back,5730255685,233,415,5730258299,144,5,5730255681,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815297283,344,30,1,47,6,doohk95o6e8pkqah8vkop51dg,1,0.0,0.0,2025-05-16T16:48:24.244Z,2025-05-16T16:48:27Z,,,,,5730255683,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815297301,417,30,1,47,6,6oxoag5c6zbnn09wx08vz4iak,1,0.0,0.0,2025-05-16T16:48:24.244Z,2025-05-16T16:48:26Z,,,,,5730255755,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
