id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/15/value
2818889367,106,1,1,12,11,uqspd1bx7f6mq8ohj50u1k1k,1,56.1,16.4,2025-05-25T15:13:18.896Z,2025-05-25T15:13:20Z,15823p8n34f7coivq6wq687is,W. Igor,,5750071743,141,24.7,5750071747,213,2.02,5750071741,140,53.5,5750071739,56,Center,5750071745,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889417,107,1,1,12,12,uqspd1bx7f6mq8ohj50u1k1k,1,53.9,29.2,2025-05-25T15:13:19.943Z,2025-05-25T15:13:23Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750071995,56,Right,5750071997,140,51.1,5750071999,141,4.7,5750072001,212,16.9,5750072003,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889469,108,1,1,12,15,uqspd1bx7f6mq8ohj50u1k1k,1,51.1,4.7,2025-05-25T15:13:23.072Z,2025-05-25T15:13:26Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750072295,141,19.8,5750072297,212,13.3,5750072299,213,2.26,5750072291,56,Back,5750072293,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889481,109,1,1,12,18,uqspd1bx7f6mq8ohj50u1k1k,1,43.0,20.0,2025-05-25T15:13:26.552Z,2025-05-25T15:13:27Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750072373,141,40.6,5750072369,56,Back,5750072377,213,1.90,5750072371,140,38.4,5750072375,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889501,110,1,1,12,19,uqspd1bx7f6mq8ohj50u1k1k,1,37.5,48.4,2025-05-25T15:13:27.456Z,2025-05-25T15:13:28Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750072463,140,37.1,5750072469,213,4.68,5750072467,212,12.9,5750072465,141,29.5,5750072461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889531,111,1,1,12,20,uqspd1bx7f6mq8ohj50u1k1k,1,37.8,28.9,2025-05-25T15:13:28.456Z,2025-05-25T15:13:29Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750072603,140,48.5,5750072601,56,Back,5750072607,212,11.6,5750072609,213,0.26,5750072605,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889555,112,1,1,12,21,uqspd1bx7f6mq8ohj50u1k1k,1,48.5,33.3,2025-05-25T15:13:29.451Z,2025-05-25T15:13:31Z,15823p8n34f7coivq6wq687is,W. Igor,,5750072733,141,13.1,5750072737,213,4.54,5750072735,212,13.9,5750072729,56,Back,5750072731,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889563,113,61,1,12,23,uqspd1bx7f6mq8ohj50u1k1k,0,46.0,15.0,2025-05-25T15:13:31.223Z,2025-05-25T15:13:31Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750072781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889641,129,1,1,12,28,bsykw9d70ffqe9atosc92n1e9,1,65.4,76.4,2025-05-25T15:13:35.942Z,2025-05-25T15:13:37Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,5750073213,212,18.2,5750073215,213,5.22,5750073211,141,53.0,5750073209,140,73.9,5750073207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889699,130,1,1,12,29,bsykw9d70ffqe9atosc92n1e9,1,73.9,52.2,2025-05-25T15:13:37.278Z,2025-05-25T15:13:40Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,5750073543,213,5.27,5750073535,56,Center,5750073537,140,83.1,5750073539,141,29.5,5750073541,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889707,131,1,1,12,31,bsykw9d70ffqe9atosc92n1e9,0,87.2,25.3,2025-05-25T15:13:39.751Z,2025-05-25T15:52:28Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750274839,286,,5750073597,212,5.6,5750073599,213,1.42,5750274835,233,114,5750073595,141,33.4,5750274833,236,,5750274801,2,,5750073593,140,88.0,5750073591,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2818889767,114,12,1,12,32,uqspd1bx7f6mq8ohj50u1k1k,1,13.1,62.4,2025-05-25T15:13:39.851Z,2025-05-25T15:52:29Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750274869,233,131,5750073985,185,,5750073987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889781,115,1,1,12,36,uqspd1bx7f6mq8ohj50u1k1k,0,14.5,68.3,2025-05-25T15:13:44.624Z,2025-05-25T15:55:56Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750281485,140,17.1,5750074049,56,Back,5750281491,213,5.20,5750281487,141,60.7,5750281489,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818926825,406,8,1,12,38,bsykw9d70ffqe9atosc92n1e9,1,79.8,23.3,2025-05-25T15:13:45.784Z,2025-05-25T15:56:01Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,5750281637,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889809,132,1,1,12,38,bsykw9d70ffqe9atosc92n1e9,0,74.9,24.2,2025-05-25T15:13:46.783Z,2025-05-25T15:55:29Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,5750280779,213,3.28,5750280777,212,2.5,5750280775,141,23.7,5750280811,233,435,5750280773,140,72.5,5750074169,56,Center,5750280815,286,,5750280809,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818926669,435,74,1,12,39,uqspd1bx7f6mq8ohj50u1k1k,1,33.4,85.7,2025-05-25T15:13:46.784Z,2025-05-25T15:55:29Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,5750280725,56,Back,5750280817,233,132,5750280727,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818926513,405,61,1,12,40,bsykw9d70ffqe9atosc92n1e9,1,73.5,18.8,2025-05-25T15:13:47.784Z,2025-05-25T15:54:51Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,5750279627,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889845,133,1,1,12,40,bsykw9d70ffqe9atosc92n1e9,1,69.1,14.9,2025-05-25T15:13:48.062Z,2025-05-25T15:55:32Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,5750074381,212,16.9,5750074375,56,Right,5750074377,140,84.6,5750074383,213,6.01,5750074379,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889897,134,1,1,12,42,bsykw9d70ffqe9atosc92n1e9,1,88.6,10.7,2025-05-25T15:13:50.374Z,2025-05-25T15:13:53Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750074745,140,72.2,5750074747,141,17.7,5750074749,212,17.9,5750074751,213,2.87,5750074743,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889951,135,1,1,12,45,bsykw9d70ffqe9atosc92n1e9,1,73.8,18.8,2025-05-25T15:13:52.814Z,2025-05-25T15:13:56Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750075011,56,Center,5750075013,140,72.1,5750075015,141,28.6,5750075017,212,6.9,5750075019,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889967,136,1,1,12,48,bsykw9d70ffqe9atosc92n1e9,1,72.4,31.8,2025-05-25T15:13:56.622Z,2025-05-25T15:13:57Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,5750075093,212,16.2,5750075087,56,Center,5750075091,141,53.1,5750075095,213,2.04,5750075089,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818889981,137,1,1,12,49,bsykw9d70ffqe9atosc92n1e9,1,65.4,53.1,2025-05-25T15:13:57.486Z,2025-05-25T15:13:58Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750075175,140,58.7,5750075181,212,17.1,5750075173,56,Center,5750075183,213,1.99,5750075177,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890021,138,1,1,12,50,bsykw9d70ffqe9atosc92n1e9,1,58.7,76.1,2025-05-25T15:13:58.599Z,2025-05-25T15:14:01Z,6ni1632pd1mkwbnjiglttoo2x,J. Urbančič,,5750075401,140,52.1,5750075399,56,Center,5750075405,141,64.2,5750075409,213,4.00,5750075407,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890063,139,1,1,12,53,bsykw9d70ffqe9atosc92n1e9,1,46.5,56.7,2025-05-25T15:14:00.919Z,2025-05-25T15:14:03Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750075645,212,22.7,5750075641,140,46.0,5750075637,56,Back,5750075643,141,23.3,5750075647,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890129,140,1,1,12,55,bsykw9d70ffqe9atosc92n1e9,1,45.0,22.5,2025-05-25T15:14:03.439Z,2025-05-25T15:14:09Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750076093,141,14.3,5750076105,213,5.99,5750076087,140,62.5,5750076101,212,19.2,5750076081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890137,141,1,1,13,1,bsykw9d70ffqe9atosc92n1e9,1,78.7,13.4,2025-05-25T15:14:09.030Z,2025-05-25T15:14:10Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,5750076159,56,Right,5750076165,212,10.2,5750076161,140,88.1,5750076167,213,6.01,5750076163,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890149,142,1,1,13,2,bsykw9d70ffqe9atosc92n1e9,0,87.0,7.8,2025-05-25T15:14:10.599Z,2025-05-25T15:53:37Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750276845,236,,5750276847,233,116,5750276615,140,85.8,5750276851,286,,5750076237,56,Right,5750276619,212,3.9,5750276621,213,1.90,5750276617,141,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890207,116,74,1,13,2,uqspd1bx7f6mq8ohj50u1k1k,1,10.0,89.6,2025-05-25T15:14:10.600Z,2025-05-25T15:53:33Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750076555,56,Back,5750276867,233,142,5750076557,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890239,118,3,1,13,9,uqspd1bx7f6mq8ohj50u1k1k,0,4.3,88.1,2025-05-25T15:14:17.271Z,2025-05-25T15:14:19Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750076741,285,,5750076739,56,Back,5750076753,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890233,143,43,1,13,10,bsykw9d70ffqe9atosc92n1e9,1,0.0,0.0,2025-05-25T15:14:18.311Z,2025-05-25T15:53:35Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750276947,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890503,119,5,1,13,11,uqspd1bx7f6mq8ohj50u1k1k,0,8.4,102.0,2025-05-25T15:14:19.335Z,2025-05-25T16:00:17Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750078277,347,,5750082107,233,144,5750078275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890307,144,5,1,13,11,bsykw9d70ffqe9atosc92n1e9,1,91.6,-2.0,2025-05-25T15:14:19.335Z,2025-05-25T16:00:16Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750082035,233,119,5750077171,56,Right,5750077173,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890365,145,1,1,13,17,bsykw9d70ffqe9atosc92n1e9,1,91.8,0.0,2025-05-25T15:14:24.807Z,2025-05-25T15:14:26Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750077495,212,19.4,5750077487,107,,5750077491,140,73.9,5750077489,56,Right,5750077493,141,6.2,5750077497,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890385,146,1,1,13,18,bsykw9d70ffqe9atosc92n1e9,1,75.1,5.9,2025-05-25T15:14:26.655Z,2025-05-25T15:14:28Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750077603,56,Center,5750077611,213,1.26,5750077605,140,79.8,5750077609,212,16.3,5750077607,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890425,147,1,1,13,20,bsykw9d70ffqe9atosc92n1e9,1,79.9,28.9,2025-05-25T15:14:27.975Z,2025-05-25T15:14:43Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,1.0,5750077873,155,,5750078999,210,15,5750079001,154,,5750077875,56,Center,5750077881,212,12.3,5750077877,140,91.6,5750077883,213,0.04,5750077879,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890435,148,15,1,13,22,bsykw9d70ffqe9atosc92n1e9,1,94.0,30.4,2025-05-25T15:14:30.151Z,2025-05-25T16:02:26Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,5750288231,233,120,5750079067,102,46.4,5750079059,29,,5750077917,22,,5750079077,147,46.6,5750079063,55,147,5750293515,328,,5750079069,103,12.7,5750078291,20,,5750079057,80,,5750077921,56,5750077919,63,,5750079061,154,5750079075,146,99.3,Center,,,,,,,,,,,
2818890513,120,10,1,13,22,uqspd1bx7f6mq8ohj50u1k1k,1,1.5,54.8,2025-05-25T15:14:30.251Z,2025-05-25T16:00:09Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750078333,56,Back,5750078329,178,,5750078331,182,,5750078327,173,,5750288245,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890553,121,6,1,13,31,uqspd1bx7f6mq8ohj50u1k1k,0,3.9,61.1,2025-05-25T15:14:39.063Z,2025-05-25T16:00:07Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750078683,73,,5750280249,233,149,5750078681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890441,149,6,1,13,31,bsykw9d70ffqe9atosc92n1e9,1,96.1,38.9,2025-05-25T15:14:39.063Z,2025-05-25T16:00:07Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,5750280217,233,121,5750078037,56,Center,5750078041,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890867,150,1,1,13,47,bsykw9d70ffqe9atosc92n1e9,1,99.5,0.5,2025-05-25T15:14:55.167Z,2025-05-25T15:15:20Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,1.0,5750081337,154,,5750080467,141,48.1,5750080473,213,1.83,5750080455,2,,5750080459,155,,5750080463,56,Center,5750080477,1,,5750080469,212,33.5,5750080457,6,,5750080465,140,91.4,5750081335,210,5750080461,224,,,,,,,13,,,,,,,,,,,
2818891189,153,44,1,13,48,bsykw9d70ffqe9atosc92n1e9,1,86.9,50.4,2025-05-25T15:14:56.783Z,2025-05-25T17:32:37Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750082179,286,,5750082177,56,Center,5750288071,233,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818927877,436,44,1,13,49,uqspd1bx7f6mq8ohj50u1k1k,0,13.1,49.6,2025-05-25T15:14:56.784Z,2025-05-25T17:07:22Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,5750288063,285,,5750288093,233,153,5750288061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890873,151,13,1,13,49,bsykw9d70ffqe9atosc92n1e9,1,91.4,48.1,2025-05-25T15:14:57.151Z,2025-05-25T17:09:21Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750080891,328,,5750081423,231,49.8,5750081407,55,150,5750081391,86,,5750081417,102,56.0,5750080885,15,,5750081399,154,,5750080519,17,,5750080521,56,Center,5750081421,230,98.6,5750081419,103,5750081397,29,,5750080883,25,,,,54.2,,,,,,,,,,,
2818891153,122,5,1,13,52,uqspd1bx7f6mq8ohj50u1k1k,1,-1.1,43.2,2025-05-25T15:14:59.967Z,2025-05-25T16:00:17Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750081997,56,Back,5750082059,233,152,5750081999,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818890933,152,5,1,13,52,bsykw9d70ffqe9atosc92n1e9,0,101.1,56.8,2025-05-25T15:14:59.967Z,2025-05-25T16:00:17Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750082089,233,122,5750080839,56,Center,5750080841,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891247,123,1,1,14,13,uqspd1bx7f6mq8ohj50u1k1k,1,5.5,42.4,2025-05-25T15:15:21.590Z,2025-05-25T15:15:22Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750082411,140,9.1,5750082413,141,48.1,5750082409,56,Back,5750082415,212,5.4,5750082407,124,,5750082421,237,,5750082417,213,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891281,124,1,1,14,14,uqspd1bx7f6mq8ohj50u1k1k,0,9.1,48.1,2025-05-25T15:15:22.567Z,2025-05-25T15:15:25Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750082607,1,,5750082605,213,0.02,5750082599,140,64.3,5750082603,212,58.0,5750082597,56,Center,5750082601,141,49.7,5750082595,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891263,154,44,1,14,14,bsykw9d70ffqe9atosc92n1e9,1,30.8,49.0,2025-05-25T15:15:22.607Z,2025-05-25T17:07:23Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750082507,56,Back,5750082511,285,,5750082785,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891293,125,44,1,14,14,uqspd1bx7f6mq8ohj50u1k1k,0,69.2,51.0,2025-05-25T15:15:22.608Z,2025-05-25T17:07:23Z,8jn4wq3d1ro8f89lttw4b9rzd,A. Ndour,,5750082819,233,154,5750082677,286,,5750082673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891301,155,1,1,14,15,bsykw9d70ffqe9atosc92n1e9,1,32.5,47.9,2025-05-25T15:15:23.487Z,2025-05-25T15:15:25Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750082739,213,0.10,5750082735,212,20.9,5750082723,3,,5750082725,56,Center,5750082731,141,51.0,5750082727,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891323,156,1,1,14,17,bsykw9d70ffqe9atosc92n1e9,0,52.6,51.0,2025-05-25T15:15:25.167Z,2025-05-25T15:15:27Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,5750082897,140,71.1,5750082899,141,60.8,5750082901,212,20.5,5750082893,3,,5750082903,213,0.33,5750082895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891363,126,1,1,14,19,uqspd1bx7f6mq8ohj50u1k1k,1,36.5,41.3,2025-05-25T15:15:26.974Z,2025-05-25T15:15:29Z,15823p8n34f7coivq6wq687is,W. Igor,,5750083153,212,7.8,5750083151,141,38.3,5750083149,140,43.7,5750083147,56,Back,5750083155,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891371,127,3,1,14,21,uqspd1bx7f6mq8ohj50u1k1k,0,40.5,27.6,2025-05-25T15:15:29.718Z,2025-05-25T15:59:33Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750083199,56,Back,5750083555,233,157,5750083201,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891419,157,7,1,14,21,bsykw9d70ffqe9atosc92n1e9,1,59.5,72.4,2025-05-25T15:15:29.719Z,2025-05-25T15:59:33Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,5750083501,233,127,5750083463,285,,5750083461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891481,159,1,1,14,25,bsykw9d70ffqe9atosc92n1e9,0,72.6,76.3,2025-05-25T15:15:33.760Z,2025-05-25T15:15:40Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,5750083755,212,21.4,5750083751,140,91.0,5750084081,4,,5750083753,141,62.7,5750083749,56,Center,5750083757,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891835,130,1,1,14,49,uqspd1bx7f6mq8ohj50u1k1k,0,14.6,43.3,2025-05-25T15:15:57.021Z,2025-05-25T15:15:59Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750085625,212,46.9,5750085611,157,,5750085627,213,6.27,5750085629,1,,5750085619,56,Center,5750085617,198,,5750085621,140,59.3,5750085623,141,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892181,166,44,1,14,52,bsykw9d70ffqe9atosc92n1e9,1,37.6,51.2,2025-05-25T15:16:00.216Z,2025-05-25T15:16:28Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750087743,233,131,5750087667,56,Back,5750087669,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891861,131,44,1,14,52,uqspd1bx7f6mq8ohj50u1k1k,0,62.4,48.8,2025-05-25T15:16:00.217Z,2025-05-25T15:16:29Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,5750085765,286,,5750087801,233,166,5750085763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891875,160,1,1,14,52,bsykw9d70ffqe9atosc92n1e9,1,26.5,49.6,2025-05-25T15:16:00.757Z,2025-05-25T15:16:02Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750085857,212,29.5,5750085859,213,6.22,5750085849,3,,5750085855,141,47.0,5750085853,140,54.5,5750085851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891899,161,1,1,14,54,bsykw9d70ffqe9atosc92n1e9,1,54.5,47.0,2025-05-25T15:16:02.183Z,2025-05-25T15:16:03Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,5750086033,140,45.7,5750086031,56,Back,5750086037,212,9.4,5750086039,213,3.32,5750086035,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818891919,163,1,1,14,55,bsykw9d70ffqe9atosc92n1e9,1,45.7,44.5,2025-05-25T15:16:03.744Z,2025-05-25T15:16:04Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,5750086149,140,36.6,5750086147,56,Back,5750086155,213,4.07,5750086153,212,15.9,5750086151,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892013,164,1,1,14,56,bsykw9d70ffqe9atosc92n1e9,1,36.6,25.8,2025-05-25T15:16:04.616Z,2025-05-25T15:16:11Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750086669,140,14.4,5750086667,56,Back,5750086673,212,24.9,5750086671,141,38.5,5750086675,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892033,165,1,1,15,3,bsykw9d70ffqe9atosc92n1e9,0,13.4,47.6,2025-05-25T15:16:10.935Z,2025-05-25T15:16:16Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,5750086807,1,,5750086805,213,0.31,5750086803,212,56.8,5750086797,140,65.0,5750086801,141,72.9,5750086795,56,Center,5750087095,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892163,133,1,1,15,6,uqspd1bx7f6mq8ohj50u1k1k,1,34.0,30.7,2025-05-25T15:16:14.493Z,2025-05-25T15:16:22Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750087557,212,22.2,5750087559,213,2.74,5750087553,140,14.5,5750087551,56,Back,5750087555,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892207,134,1,1,15,14,uqspd1bx7f6mq8ohj50u1k1k,0,15.1,57.2,2025-05-25T15:16:21.949Z,2025-05-25T15:16:24Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750087835,213,0.20,5750087837,1,,5750087829,140,60.8,5750087831,141,71.4,5750087827,56,Center,5750087833,212,48.9,5750087825,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892271,167,1,1,15,17,bsykw9d70ffqe9atosc92n1e9,1,24.9,31.8,2025-05-25T15:16:25.248Z,2025-05-25T15:16:29Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750088171,56,Back,5750088173,140,38.5,5750088169,3,,5750088175,141,17.4,5750088181,213,5.68,5750088177,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818892317,168,1,1,15,21,bsykw9d70ffqe9atosc92n1e9,0,26.4,8.5,2025-05-25T15:16:28.976Z,2025-05-25T15:16:32Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750088461,141,28.9,5750088463,212,55.8,5750088459,140,77.9,5750088465,213,0.25,5750088457,56,Center,5750088467,1,,5750088455,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
