id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/15/value
2818934867,471,43,2,48,51,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:08:54.509Z,2025-05-25T16:11:27Z,15823p8n34f7coivq6wq687is,W. Igor,,5750326295,286,0,5750326293,56,Center,5750340381,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818934897,472,3,2,48,52,uqspd1bx7f6mq8ohj50u1k1k,0,83.8,40.0,2025-05-25T16:08:56.081Z,2025-05-25T17:07:16Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,5750326439,56,Center,5750326441,286,,5750327895,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818934881,447,7,2,48,52,bsykw9d70ffqe9atosc92n1e9,0,16.2,60.0,2025-05-25T16:08:56.082Z,2025-05-25T17:07:15Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,5750327821,233,472,5750326363,285,,5750326355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818934903,473,61,2,48,54,uqspd1bx7f6mq8ohj50u1k1k,1,82.7,37.9,2025-05-25T16:08:57.415Z,2025-05-25T16:11:25Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,5750326455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818934953,448,12,2,48,55,bsykw9d70ffqe9atosc92n1e9,1,13.2,56.0,2025-05-25T16:08:58.802Z,2025-05-25T16:09:01Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750326775,140,14.2,5750326829,167,,5750326781,213,1.54,5750326777,141,100.0,5750326779,212,30.6,5750326773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818934959,449,5,2,48,56,bsykw9d70ffqe9atosc92n1e9,0,15.4,100.7,2025-05-25T16:09:00.237Z,2025-05-25T17:18:26Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750326795,56,Back,5750327795,233,474,5750326797,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935133,474,5,2,48,56,uqspd1bx7f6mq8ohj50u1k1k,1,84.6,-0.7,2025-05-25T16:09:00.237Z,2025-05-25T17:18:26Z,15823p8n34f7coivq6wq687is,W. Igor,,5750327691,56,Right,5750327713,233,449,5750327693,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935165,475,1,2,49,5,uqspd1bx7f6mq8ohj50u1k1k,1,82.4,0.0,2025-05-25T16:09:08.957Z,2025-05-25T16:09:11Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,5750327925,107,,5750327933,212,13.5,5750327931,141,4.0,5750327929,140,69.9,5750327927,56,Right,5750327935,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935181,476,1,2,49,6,uqspd1bx7f6mq8ohj50u1k1k,1,69.9,4.0,2025-05-25T16:09:09.925Z,2025-05-25T16:09:11Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750328023,140,66.4,5750328021,56,Right,5750328027,212,7.1,5750328029,213,2.12,5750328025,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935189,477,1,2,49,7,uqspd1bx7f6mq8ohj50u1k1k,1,66.4,12.9,2025-05-25T16:09:11.038Z,2025-05-25T16:09:11Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750328085,141,10.3,5750328087,212,5.7,5750328089,213,5.97,5750328081,56,Right,5750328083,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935197,478,1,2,49,8,uqspd1bx7f6mq8ohj50u1k1k,1,71.6,10.3,2025-05-25T16:09:11.693Z,2025-05-25T16:09:12Z,7fsqcwqftmk6lms6f6u8lpdlg,S. Kilen,,5750328135,140,64.0,5750328137,141,5.8,5750328141,213,3.51,5750328133,56,Right,5750328139,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935225,479,1,2,49,9,uqspd1bx7f6mq8ohj50u1k1k,1,63.9,5.6,2025-05-25T16:09:12.566Z,2025-05-25T16:09:13Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750328273,140,62.6,5750328269,56,Right,5750328285,213,1.75,5750328277,141,16.5,5750328281,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935283,480,1,2,49,10,uqspd1bx7f6mq8ohj50u1k1k,1,62.6,16.5,2025-05-25T16:09:13.733Z,2025-05-25T16:09:16Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750328603,56,Right,5750328611,213,3.17,5750328607,141,15.9,5750328609,212,12.5,5750328605,140,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935321,481,1,2,49,13,uqspd1bx7f6mq8ohj50u1k1k,1,50.8,18.0,2025-05-25T16:09:16.405Z,2025-05-25T16:09:18Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750328801,140,61.5,5750328803,141,17.1,5750328799,56,Right,5750328807,212,11.3,5750328809,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935329,482,1,2,49,15,uqspd1bx7f6mq8ohj50u1k1k,0,61.5,17.1,2025-05-25T16:09:18.701Z,2025-05-25T16:09:20Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750329007,286,,5750328861,212,2.5,5750328863,213,0.05,5750329003,233,450,5750328859,141,17.3,5750328857,140,63.9,5750328855,56,Right,5750329001,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935353,450,74,2,49,15,bsykw9d70ffqe9atosc92n1e9,1,37.6,63.1,2025-05-25T16:09:18.702Z,2025-05-25T17:07:35Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,5750329085,233,482,5750328967,285,,5750328965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935435,451,1,2,49,19,bsykw9d70ffqe9atosc92n1e9,1,32.8,40.7,2025-05-25T16:09:23.155Z,2025-05-25T16:09:25Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750329473,140,37.7,5750329477,141,50.7,5750329471,56,Back,5750329485,213,0.92,5750329481,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935467,453,1,2,49,22,bsykw9d70ffqe9atosc92n1e9,1,39.8,49.6,2025-05-25T16:09:25.299Z,2025-05-25T16:09:26Z,60xm53o64nszavcsgfu5xzjyt,S. Svendsen,,5750329655,141,55.4,5750329657,212,19.5,5750329653,140,58.0,5750329649,56,Center,5750329659,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935547,454,1,2,49,23,bsykw9d70ffqe9atosc92n1e9,1,58.0,55.4,2025-05-25T16:09:26.523Z,2025-05-25T16:09:30Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,5750330053,212,13.3,5750330051,141,70.6,5750330049,140,66.0,5750330047,56,Center,5750330055,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935753,455,1,2,49,26,bsykw9d70ffqe9atosc92n1e9,1,66.1,70.8,2025-05-25T16:09:30.059Z,2025-05-25T16:09:41Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,5750331209,140,85.7,5750331219,212,23.4,5750331205,56,Left,5750331213,141,87.1,5750331225,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935615,483,83,2,49,30,uqspd1bx7f6mq8ohj50u1k1k,0,12.6,12.2,2025-05-25T16:09:33.869Z,2025-05-25T16:09:43Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750331401,399,bnjysriuqd4qe0fmh2ld8yk2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935777,456,1,2,49,38,bsykw9d70ffqe9atosc92n1e9,1,93.6,87.1,2025-05-25T16:09:41.258Z,2025-05-25T16:09:42Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,5750331373,213,2.31,5750331363,140,89.6,5750331369,212,6.2,5750331359,56,Left,5750331365,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935863,457,1,2,49,39,bsykw9d70ffqe9atosc92n1e9,1,84.9,92.1,2025-05-25T16:09:43.226Z,2025-05-25T16:09:48Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750331847,141,77.0,5750331849,212,16.2,5750331845,140,73.0,5750331843,56,Center,5750331851,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935893,458,1,2,49,44,bsykw9d70ffqe9atosc92n1e9,1,75.6,63.3,2025-05-25T16:09:47.898Z,2025-05-25T16:09:49Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,5750331999,212,5.0,5750332001,213,6.12,5750331991,140,80.3,5750331995,141,62.1,5750331989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935949,459,1,2,49,46,bsykw9d70ffqe9atosc92n1e9,1,80.2,62.6,2025-05-25T16:09:49.378Z,2025-05-25T16:09:52Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750332297,212,17.3,5750332293,141,81.4,5750332289,56,Left,5750332291,140,91.3,5750332301,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935979,460,1,2,49,48,bsykw9d70ffqe9atosc92n1e9,1,94.0,82.0,2025-05-25T16:09:52.219Z,2025-05-25T16:09:54Z,bnjysriuqd4qe0fmh2ld8yk2c,E. Austbø,,5750332487,56,Center,5750332501,213,4.79,5750332489,140,94.9,5750332493,141,64.3,5750332497,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818935995,461,61,2,49,51,bsykw9d70ffqe9atosc92n1e9,0,94.9,64.2,2025-05-25T16:09:54.403Z,2025-05-25T16:09:55Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,5750332577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936433,485,1,2,50,11,uqspd1bx7f6mq8ohj50u1k1k,0,13.8,48.4,2025-05-25T16:10:15.053Z,2025-05-25T16:10:19Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750334803,1,,5750334799,212,52.0,5750334797,141,85.1,5750334795,140,57.2,5750334801,213,0.50,5750334793,56,Left,5750334791,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936471,462,1,2,50,17,bsykw9d70ffqe9atosc92n1e9,1,48.8,25.9,2025-05-25T16:10:20.299Z,2025-05-25T16:10:21Z,bjqtzq0xcvtmbn54orj7rn5xx,Z. Tripić,,5750335067,140,49.7,5750335073,213,1.49,5750335069,141,42.8,5750335071,212,11.5,5750335065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936535,464,1,2,50,18,bsykw9d70ffqe9atosc92n1e9,1,49.7,42.8,2025-05-25T16:10:21.947Z,2025-05-25T16:10:26Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,5750335441,141,67.3,5750335437,56,Center,5750335445,212,31.8,5750335439,140,75.5,5750335449,213,0.55,5750335435,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936543,465,61,2,50,22,bsykw9d70ffqe9atosc92n1e9,0,81.8,61.7,2025-05-25T16:10:25.819Z,2025-05-25T16:10:26Z,djxtqxvqxd70prbr1gkwjp3sa,P. Christiansen,,5750335487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936683,487,1,2,50,26,uqspd1bx7f6mq8ohj50u1k1k,1,15.8,56.0,2025-05-25T16:10:29.276Z,2025-05-25T16:10:35Z,45d87fg5d9k6rvgkkoqcdr384,A. Sæther,,5750336239,212,12.9,5750336237,141,71.1,5750336235,140,23.3,5750336233,56,Back,5750336241,213,0.92,5750336231,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936689,488,1,2,50,31,uqspd1bx7f6mq8ohj50u1k1k,1,31.2,73.0,2025-05-25T16:10:35.149Z,2025-05-25T16:10:36Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750336291,56,Back,5750336293,140,31.0,5750336295,141,61.1,5750336297,212,8.1,5750336299,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936707,489,1,2,50,32,uqspd1bx7f6mq8ohj50u1k1k,1,32.0,53.7,2025-05-25T16:10:36.204Z,2025-05-25T16:10:38Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750336377,141,69.4,5750336379,212,10.7,5750336381,213,1.54,5750336375,140,32.3,5750336373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936735,490,1,2,50,34,uqspd1bx7f6mq8ohj50u1k1k,1,32.2,70.9,2025-05-25T16:10:38.028Z,2025-05-25T16:10:40Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750336541,141,47.5,5750336545,213,4.55,5750336539,140,29.7,5750336537,56,Back,5750336543,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936787,491,1,2,50,37,uqspd1bx7f6mq8ohj50u1k1k,1,28.9,36.4,2025-05-25T16:10:40.466Z,2025-05-25T16:10:43Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750336883,140,40.2,5750336887,141,47.9,5750336891,212,14.2,5750336881,56,Back,5750336893,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936817,492,1,2,50,40,uqspd1bx7f6mq8ohj50u1k1k,1,39.7,46.0,2025-05-25T16:10:43.469Z,2025-05-25T16:10:45Z,15823p8n34f7coivq6wq687is,W. Igor,,5750337097,212,19.5,5750337099,213,4.59,5750337095,141,17.6,5750337093,140,37.4,5750337091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936917,493,1,2,50,42,uqspd1bx7f6mq8ohj50u1k1k,1,37.4,15.9,2025-05-25T16:10:45.356Z,2025-05-25T16:10:51Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750337633,213,1.57,5750337625,56,Back,5750337629,141,55.4,5750337631,212,26.9,5750337627,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936931,494,1,2,50,48,uqspd1bx7f6mq8ohj50u1k1k,1,40.1,61.2,2025-05-25T16:10:51.645Z,2025-05-25T16:10:52Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750337713,213,4.65,5750337705,140,39.3,5750337701,56,Back,5750337709,141,41.3,5750337711,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936953,495,1,2,50,49,uqspd1bx7f6mq8ohj50u1k1k,1,40.6,38.2,2025-05-25T16:10:52.700Z,2025-05-25T16:10:55Z,2vkztwfo5zi3rbsnlmwsgfjvu,M. Olsen,,5750337853,141,20.1,5750337855,212,12.3,5750337847,56,Back,5750337857,213,4.75,5750337849,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818936985,496,1,2,50,51,uqspd1bx7f6mq8ohj50u1k1k,0,41.6,16.7,2025-05-25T16:10:54.973Z,2025-05-25T16:10:58Z,4zypjoj5r2y9fqpqxn8cd7o16,I. Hoffmann,,5750338029,212,42.5,5750338031,213,0.06,5750338027,141,20.3,5750338033,1,,5750338025,140,82.0,5750338023,56,Right,5750338021,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937019,467,1,2,50,57,bsykw9d70ffqe9atosc92n1e9,0,15.6,83.2,2025-05-25T16:11:00.618Z,2025-05-25T16:11:10Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750338551,236,,5750338563,286,,5750338225,213,0.44,5750338555,233,497,5750338219,140,17.8,5750338217,56,Back,5750338221,141,84.8,5750338223,212,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937055,497,74,2,50,57,uqspd1bx7f6mq8ohj50u1k1k,1,79.9,9.5,2025-05-25T16:11:00.619Z,2025-05-25T17:07:35Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750338447,233,467,5750338393,285,,5750338391,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937069,468,5,2,51,0,bsykw9d70ffqe9atosc92n1e9,1,22.4,102.0,2025-05-25T16:11:03.883Z,2025-05-25T16:13:01Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750338585,233,498,5750338489,56,Back,5750338491,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937063,498,5,2,51,0,uqspd1bx7f6mq8ohj50u1k1k,0,77.6,-2.0,2025-05-25T16:11:03.883Z,2025-05-25T17:18:27Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750338639,233,468,5750338461,347,,5750338459,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937227,469,1,2,51,9,bsykw9d70ffqe9atosc92n1e9,1,13.6,100.0,2025-05-25T16:11:13.147Z,2025-05-25T16:11:23Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750339371,212,14.8,5750339365,56,Back,5750339373,213,5.17,5750339367,140,19.8,5750340035,189,,5750339369,141,81.8,5750339363,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937241,470,1,2,51,12,bsykw9d70ffqe9atosc92n1e9,1,19.8,81.8,2025-05-25T16:11:15.587Z,2025-05-25T16:11:21Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750339427,140,28.4,5750339915,189,,5750339431,212,32.8,5750339429,141,35.4,5750339425,56,Back,5750339433,213,4.99,5750339435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937315,471,1,2,51,13,bsykw9d70ffqe9atosc92n1e9,1,34.1,36.9,2025-05-25T16:11:16.699Z,2025-05-25T16:11:21Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750339903,212,12.4,5750339897,56,Back,5750339901,141,54.2,5750339899,140,30.5,5750339905,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937383,472,1,2,51,21,bsykw9d70ffqe9atosc92n1e9,1,46.9,55.8,2025-05-25T16:11:24.443Z,2025-05-25T16:11:26Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750340261,56,Center,5750340265,141,56.0,5750340267,212,4.5,5750340269,213,0.03,5750340263,140,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937429,473,1,2,51,22,bsykw9d70ffqe9atosc92n1e9,1,51.2,56.0,2025-05-25T16:11:25.314Z,2025-05-25T16:11:28Z,3h8jot3v5xxuwzukt6n15jwlx,J. Bell,,5750340519,56,Back,5750340525,212,10.2,5750340521,140,41.6,5750340527,213,3.30,5750340523,141,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937487,474,1,2,51,25,bsykw9d70ffqe9atosc92n1e9,1,43.6,50.7,2025-05-25T16:11:28.475Z,2025-05-25T16:11:31Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750340803,56,Back,5750340813,141,23.7,5750340807,140,42.6,5750340819,213,4.66,5750340817,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937539,475,1,2,51,28,bsykw9d70ffqe9atosc92n1e9,1,41.7,20.9,2025-05-25T16:11:31.674Z,2025-05-25T16:11:34Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750341079,56,Right,5750341083,141,9.5,5750341087,213,6.03,5750341081,140,70.8,5750341085,212,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937551,476,61,2,51,31,bsykw9d70ffqe9atosc92n1e9,0,69.5,8.2,2025-05-25T16:11:34.666Z,2025-05-25T16:11:35Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,5750341135,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937573,477,5,2,51,31,bsykw9d70ffqe9atosc92n1e9,0,65.4,-1.7,2025-05-25T16:11:34.756Z,2025-05-25T17:18:28Z,cqwjwlsum5q92s2k80w3temi2,H. Heggheim,,5750341221,56,Right,5750341949,233,499,5750341223,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937679,499,5,2,51,31,uqspd1bx7f6mq8ohj50u1k1k,1,34.6,101.7,2025-05-25T16:11:34.756Z,2025-05-25T17:18:27Z,bqcjd0macjc7hmtz7zx34ym6t,R. Çorlu,,5750341799,347,,5750341893,233,477,5750341797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937719,500,1,2,51,39,uqspd1bx7f6mq8ohj50u1k1k,1,40.2,100.0,2025-05-25T16:11:42.500Z,2025-05-25T16:11:44Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750342085,213,3.48,5750342075,107,,5750342081,141,95.4,5750342079,140,29.3,5750342083,212,12.1,5750342077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818937781,501,1,2,51,40,uqspd1bx7f6mq8ohj50u1k1k,1,31.6,93.8,2025-05-25T16:11:44.244Z,2025-05-25T16:11:48Z,3sfh0fq729hxtea9rzfke9979,D. Ulvestad,,5750342485,140,40.5,5750342491,213,0.28,5750342487,141,97.7,5750342489,212,9.7,5750342483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818938477,502,2,2,51,45,uqspd1bx7f6mq8ohj50u1k1k,1,38.7,98.0,2025-05-25T16:11:48.501Z,2025-05-25T16:13:58Z,6hzeyz7yomlqkb0aukl4ms6j8,M. Rakneberg,,5750353621,8,,5750346359,140,72.5,5750346357,56,Left,5750346361,141,82.6,5750346367,1,,5750353623,7,33upoxyyqkh71m6d0b2nsn95g,5750355261,343,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939337,478,55,2,51,45,bsykw9d70ffqe9atosc92n1e9,1,27.2,35.8,2025-05-25T16:11:48.502Z,2025-05-25T17:07:12Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750358647,343,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818938483,503,84,2,51,51,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:11:55.076Z,2025-05-25T16:13:32Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,5750348689,78,,5750346393,17,,5750348699,103,2.5,5750348709,231,51.3,5750348693,55,502,5750348713,374,2025-05-25 17:11:54.326,5750350193,343,2,5750348687,20,,5750348703,215,,5750348697,102,49.0,5750348717,375,5750346395,56,Center,5750348707,230,5750348701,214,,51:51.076,91.2,5750348691,29,5750346391,22,5750353099,436,,,16,
2818939071,504,27,2,52,58,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:13:02.153Z,2025-05-25T16:13:02Z,,,,5750349731,364,,5750349729,207,,5750349725,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939161,505,65,2,52,58,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:13:02.163Z,2025-05-25T16:13:31Z,33upoxyyqkh71m6d0b2nsn95g,M. Ubandoma,,5750350281,365,503,5750353039,336,,5750350279,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939643,506,28,2,53,24,uqspd1bx7f6mq8ohj50u1k1k,1,0.0,0.0,2025-05-25T16:13:27.541Z,2025-05-25T16:13:30Z,,,,5750353015,364,,5750353017,55,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939797,479,1,2,53,35,bsykw9d70ffqe9atosc92n1e9,1,11.0,38.8,2025-05-25T16:13:38.299Z,2025-05-25T16:13:40Z,cktx8pichvlnbdxizrosxckph,A. Østbø,,5750353857,141,25.8,5750353849,5,,5750353859,212,20.6,5750353855,140,28.7,5750353861,213,5.84,5750353853,56,Back,5750353851,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939807,480,1,2,53,36,bsykw9d70ffqe9atosc92n1e9,1,28.8,25.6,2025-05-25T16:13:39.587Z,2025-05-25T16:13:40Z,rqzgkxjy310eosvc4w7red49,A. Bærtelsen,,5750353895,141,50.6,5750353899,213,1.43,5750353897,212,17.2,5750353889,56,Back,5750353893,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939863,481,1,2,53,37,bsykw9d70ffqe9atosc92n1e9,1,31.1,50.6,2025-05-25T16:13:40.443Z,2025-05-25T16:13:44Z,b2isr7ljn9jmt19iiweudegyy,H. Falchener,,5750354147,212,10.2,5750354149,213,1.82,5750354145,141,65.2,5750354143,140,28.7,5750354141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939909,482,1,2,53,40,bsykw9d70ffqe9atosc92n1e9,1,30.4,67.8,2025-05-25T16:13:43.995Z,2025-05-25T16:13:46Z,4yive3zei0pzhsn0s9tccixhw,V. Auklend,,5750354385,140,33.5,5750354387,141,89.4,5750354391,213,1.35,5750354389,212,15.0,5750354383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818939969,483,1,2,53,43,bsykw9d70ffqe9atosc92n1e9,1,28.7,87.2,2025-05-25T16:13:46.475Z,2025-05-25T16:13:50Z,cbgxwjokvziezgbbn0qu91s7o,J. Hansen,,5750354737,140,23.5,5750354739,141,71.4,5750354743,213,4.24,5750354733,56,Back,5750354741,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
