id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2818803813,1,34,16,0,0,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-05-25T11:34:53.754Z,2025-05-25T14:50:34Z,,,,,5749590475,130,7,5749590473,59,"1, 18, 26, 17, 4, 28, 5, 16, 14, 20, 7, 34, 6, 8, 10, 19, 23, 46",5749590471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5749670799,197,29281,5749590481,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5749590479,194,7m4f590x3kc3935gpg72xhg45,5749590469,30,"2y89r1uyyagwssn9m67ihdo7p, 97aigdp5c2m2sd1eoq143q8kp, 3qe0mkctopr68r841nrp2740k, cdqa1j5yeh8u9ll0ijx28oyj9, 2i92r2eksw9ty9kis974k3uqy, 6hfh81884cw22q8ekjmiezq39, 5p8387bgyjiuekkccl4j6kamt, cv38uxcibt3cwwj54m9ydg86i, 617qfwb824ko8xrulrp6b86ad, 2hwemaa18hwlq3c4i208lbbo5, 7m4f590x3kc3935gpg72xhg45, 2rfdbxta1ako8hu4pg7kv07h1, azgn1hgiep0jbrbdirnkut2zu, 9fu1wk5unisycn8mt5j1p04ph, 5al9uyujlrlb17o4r5sapkkk4, 9mt0cpw6rkuv6ndn4jbon6hg5, 6mzoir7lrrfehbzgu7gmnwyl0, birdlua3bxdp0lln5sjbx13pw",5749590477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818804561,1,34,16,0,0,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-25T11:38:06.644Z,2025-05-25T12:28:49Z,,,,,5749594669,30,"6y6xobx7t2qx431s59kv8hk9h, 1t1ylf4iwrotj4jjf9qfzbieh, c1p51x3fg0dgss14z9vozfqc4, dd53d1radlkv7y24724vkol49, 2gbfwdmpk5gfmcc979aqfkyxh, 424bbibjsasfjrkjoa0jfkhk9, 9v4rtbzr5f45x65os81wwuqne, 4m57qe3mtal1r68md5yj8xvc9, iuf92spli9o5l8r9ftooufah, bb7inex45spf3wj9dqw8sbqi, 6ybcevijvdov8qj1hxcbw3dd6, 3dz611s3q1kjhrzt8ixv4jbhl, 6r0yq4i1lk788h1euk5ztec5, d9d7ec57xuvrsby6xd45v50r8, a9guphf8p0im4it165fsqhud, 5yhieehol1p5crvzjd55ac8wk, 2w7qb6w4qcogyuvgi31rfv85w, bop1j9fi00opeyzscvsw6xpn8, 8pzgnj5qdty3jl94lcrxwxgk4, cqp45uxqfxgeit1km2bu79s7o",5749594679,194,424bbibjsasfjrkjoa0jfkhk9,5749674285,197,29044,5749594673,59,"12, 22, 5, 26, 2, 14, 18, 11, 10, 19, 6, 30, 7, 15, 16, 17, 20, 24, 25, 34",5749594681,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5749594677,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5749594671,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5749594675,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818819747,2,32,1,0,0,crlocdyqyb1fdhck54qxs65rl,1,0.0,0.0,2025-05-25T12:30:51.522Z,2025-05-25T12:30:51Z,,,,,5749678369,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818819749,2,32,1,0,0,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-05-25T12:30:51.522Z,2025-05-25T12:30:54Z,,,,,5749678371,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818819767,3,1,1,0,0,crlocdyqyb1fdhck54qxs65rl,1,50.0,50.0,2025-05-25T12:30:51.523Z,2025-05-25T12:30:54Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5749678443,140,24.6,5749678449,213,3.33,5749678441,56,Back,5749678445,141,42.5,5749678447,212,27.2,5749678451,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818819795,4,1,1,0,2,crlocdyqyb1fdhck54qxs65rl,0,29.7,36.3,2025-05-25T12:30:53.834Z,2025-05-25T12:30:59Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5749678659,140,80.3,5749678663,212,56.5,5749678657,56,Right,5749678667,1,,5749678661,141,8.2,5749678665,213,5.94,5749678655,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818819817,3,12,1,0,10,45v50owpvshpijizwwlcw4lni,1,11.5,95.5,2025-05-25T12:31:02.119Z,2025-05-25T12:31:03Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749678849,141,100.0,5749678847,140,16.8,5749678853,213,0.61,5749678851,212,6.8,5749678845,56,Back,5749678883,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818819823,4,5,1,0,11,45v50owpvshpijizwwlcw4lni,0,20.0,101.3,2025-05-25T12:31:02.814Z,2025-05-25T12:31:55Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749678875,56,Back,5749679799,233,5,5749678877,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818819991,5,5,1,0,11,crlocdyqyb1fdhck54qxs65rl,1,80.0,-1.3,2025-05-25T12:31:03.050Z,2025-05-25T12:31:54Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5749679781,233,4,5749679773,347,,5749679771,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820013,6,1,1,0,31,crlocdyqyb1fdhck54qxs65rl,0,80.0,0.0,2025-05-25T12:31:23.267Z,2025-05-25T12:31:27Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749679897,107,,5749679909,1,,5749679903,141,42.1,5749679907,213,1.28,5749679899,56,Center,5749679901,140,88.5,5749679905,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820029,5,12,1,0,36,45v50owpvshpijizwwlcw4lni,1,10.4,52.8,2025-05-25T12:31:28.296Z,2025-05-25T12:32:17Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5749679953,56,Back,5749679965,213,0.03,5749679963,212,19.5,5749679961,141,53.7,5749679957,140,29.0,5749680005,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820071,7,1,1,0,38,crlocdyqyb1fdhck54qxs65rl,0,69.2,40.4,2025-05-25T12:31:30.450Z,2025-05-25T12:31:32Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5749680147,213,0.16,5749680137,3,,5749680139,56,Center,5749680145,212,18.7,5749680141,140,86.8,5749680143,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820081,6,4,1,0,40,45v50owpvshpijizwwlcw4lni,1,13.4,54.3,2025-05-25T12:31:31.904Z,2025-05-25T14:36:24Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5749680419,152,,5749680187,56,Back,5749680455,233,8,5749680417,294,,5749680189,285,,5749680415,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820075,8,4,1,0,40,crlocdyqyb1fdhck54qxs65rl,0,86.6,45.7,2025-05-25T12:31:31.905Z,2025-05-25T14:36:25Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5749680315,152,,5749680311,13,,5749680171,286,,5749680463,233,6,5749680313,294,,5749680169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820115,7,43,1,0,41,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-05-25T12:31:33.478Z,2025-05-25T12:31:42Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5749680371,213,3.65,5749680365,140,13.2,5749680363,56,Back,5749680367,141,48.7,5749680369,212,0.8,5749680495,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820223,8,1,1,0,59,45v50owpvshpijizwwlcw4lni,1,18.4,49.6,2025-05-25T12:31:51.374Z,2025-05-25T12:31:57Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5749681087,141,77.6,5749681077,5,,5749681095,1,,5749681081,152,,5749681091,212,48.4,5749681085,140,60.8,5749681079,157,,5749681083,56,Center,5749681093,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820231,9,4,1,1,5,crlocdyqyb1fdhck54qxs65rl,1,38.8,19.0,2025-05-25T12:31:57.205Z,2025-05-25T12:34:48Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749681199,152,,5749681205,233,9,5749681201,286,,5749681193,13,,5749681197,56,Back,5749681195,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820227,9,4,1,1,5,45v50owpvshpijizwwlcw4lni,0,61.2,81.0,2025-05-25T12:31:57.206Z,2025-05-25T12:32:02Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749681179,152,,5749681173,13,,5749681177,56,Left,5749681181,285,,5749681175,294,,5749681215,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820339,10,1,1,1,26,crlocdyqyb1fdhck54qxs65rl,1,37.5,14.6,2025-05-25T12:32:17.922Z,2025-05-25T12:32:24Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5749681811,1,,5749681809,213,0.52,5749681803,140,85.3,5749681799,152,,5749681807,212,57.7,5749681795,5,,5749681805,141,56.4,5749681801,56,Center,5749681797,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820345,11,44,1,1,32,crlocdyqyb1fdhck54qxs65rl,1,83.2,55.0,2025-05-25T12:32:24.073Z,2025-05-25T14:44:56Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5749681829,233,10,5749681825,286,,5749681823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820341,10,44,1,1,32,45v50owpvshpijizwwlcw4lni,0,16.8,45.0,2025-05-25T12:32:24.074Z,2025-05-25T12:32:36Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749681837,233,11,5749681815,56,Back,5749681817,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820353,12,1,1,1,33,crlocdyqyb1fdhck54qxs65rl,0,83.6,56.4,2025-05-25T12:32:24.625Z,2025-05-25T14:45:10Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5749681897,3,,5749681909,213,0.31,5749681903,140,100.0,5749681899,168,,5749681907,212,18.9,5749681905,141,64.9,5749681901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820363,13,5,1,1,34,crlocdyqyb1fdhck54qxs65rl,0,100.8,65.3,2025-05-25T12:32:25.714Z,2025-05-25T12:32:30Z,bb7inex45spf3wj9dqw8sbqi,K. Lien,,,5749681999,233,11,5749681967,56,Center,5749681969,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820361,11,5,1,1,35,45v50owpvshpijizwwlcw4lni,1,-0.8,34.9,2025-05-25T12:32:27.278Z,2025-05-25T12:32:30Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749681963,56,Back,5749681965,346,,5749681991,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820431,12,1,1,1,49,45v50owpvshpijizwwlcw4lni,1,4.4,49.9,2025-05-25T12:32:41.487Z,2025-05-25T12:32:44Z,2y89r1uyyagwssn9m67ihdo7p,J. Karlstrøm,,,5749682347,140,8.6,5749682351,212,14.0,5749682345,56,Back,5749682357,237,,5749682349,141,69.4,5749682353,213,1.25,5749682343,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820447,13,1,1,1,52,45v50owpvshpijizwwlcw4lni,1,9.0,71.4,2025-05-25T12:32:44.030Z,2025-05-25T12:32:47Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749682399,157,,5749682403,140,44.7,5749682411,1,,5749682409,213,0.29,5749682401,56,Back,5749682405,141,87.8,5749682407,212,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820455,14,1,1,1,55,45v50owpvshpijizwwlcw4lni,0,44.7,87.8,2025-05-25T12:32:47.486Z,2025-05-25T14:51:16Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749682441,213,4.85,5749682439,212,6.3,5749682437,141,78.6,5749682435,140,45.5,5749682431,3,,5749682433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820467,14,1,1,1,57,crlocdyqyb1fdhck54qxs65rl,0,54.3,24.4,2025-05-25T12:32:48.721Z,2025-05-25T12:32:50Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5749682503,157,,5749682515,1,,5749682511,212,25.8,5749682509,141,14.0,5749682505,56,Right,5749682507,140,77.9,5749682513,213,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820471,15,1,1,2,0,45v50owpvshpijizwwlcw4lni,0,27.0,81.0,2025-05-25T12:32:51.862Z,2025-05-25T12:32:52Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749682559,141,80.2,5749682553,3,,5749682563,213,6.19,5749682557,140,32.6,5749682555,56,Back,5749682561,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820473,15,8,1,2,0,crlocdyqyb1fdhck54qxs65rl,1,67.1,17.6,2025-05-25T12:32:52.353Z,2025-05-25T12:32:53Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5749682597,15,,5749682571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820503,16,1,1,2,3,crlocdyqyb1fdhck54qxs65rl,1,62.2,15.3,2025-05-25T12:32:54.810Z,2025-05-25T12:32:56Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5749682745,56,Right,5749682757,213,5.39,5749682747,140,66.2,5749682755,212,6.7,5749682751,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820513,17,1,1,2,4,crlocdyqyb1fdhck54qxs65rl,1,66.2,7.7,2025-05-25T12:32:56.209Z,2025-05-25T12:38:55Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749682827,212,18.3,5749682815,56,Right,5749682811,157,,5749682831,1,,5749682829,213,0.33,5749682823,141,16.5,5749682819,140,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820525,16,83,1,2,7,45v50owpvshpijizwwlcw4lni,0,17.8,88.9,2025-05-25T12:32:59.126Z,2025-05-25T12:33:00Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749682915,399,iuf92spli9o5l8r9ftooufah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820559,19,50,1,2,11,crlocdyqyb1fdhck54qxs65rl,1,87.6,9.1,2025-05-25T12:33:03.472Z,2025-05-25T14:36:43Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5749683193,233,17,5749683057,56,Right,5749683059,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820573,17,7,1,2,11,45v50owpvshpijizwwlcw4lni,1,12.4,90.9,2025-05-25T12:33:03.473Z,2025-05-25T14:36:42Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749683141,233,19,5749683129,56,Back,5749683131,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820683,19,1,1,2,18,45v50owpvshpijizwwlcw4lni,1,24.1,96.7,2025-05-25T12:33:10.286Z,2025-05-25T12:33:13Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749683493,56,Back,5749683499,212,7.4,5749683501,213,3.50,5749683495,140,17.5,5749683497,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820673,20,83,1,2,21,crlocdyqyb1fdhck54qxs65rl,0,68.6,7.1,2025-05-25T12:33:12.840Z,2025-05-25T12:33:15Z,iuf92spli9o5l8r9ftooufah,M. Mawa,,,5749683563,399,6hfh81884cw22q8ekjmiezq39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820691,20,1,1,2,22,45v50owpvshpijizwwlcw4lni,1,18.8,94.8,2025-05-25T12:33:13.662Z,2025-05-25T12:33:15Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749683529,56,Back,5749683537,213,5.07,5749683535,212,7.7,5749683533,141,84.2,5749683531,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820705,21,83,1,2,24,crlocdyqyb1fdhck54qxs65rl,0,71.1,13.1,2025-05-25T12:33:15.824Z,2025-05-25T12:33:21Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5749683839,399,cdqa1j5yeh8u9ll0ijx28oyj9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820743,21,1,1,2,25,45v50owpvshpijizwwlcw4lni,1,23.5,83.0,2025-05-25T12:33:16.606Z,2025-05-25T12:33:20Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5749683767,196,,5749683777,213,4.74,5749683771,140,24.6,5749683775,212,43.6,5749683765,155,,5749683779,1,,5749683769,56,Back,5749683773,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820751,22,1,1,2,28,45v50owpvshpijizwwlcw4lni,0,24.8,16.6,2025-05-25T12:33:19.894Z,2025-05-25T12:33:21Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749683815,141,17.3,5749683813,140,30.8,5749683811,56,Back,5749683819,213,0.08,5749683817,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820759,22,61,1,2,29,crlocdyqyb1fdhck54qxs65rl,1,72.5,83.9,2025-05-25T12:33:21.194Z,2025-05-25T12:33:21Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5749683861,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818824171,62,61,1,2,32,crlocdyqyb1fdhck54qxs65rl,1,54.2,50.1,2025-05-25T12:33:23.994Z,2025-05-25T12:41:16Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5749703509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820787,23,61,1,2,33,45v50owpvshpijizwwlcw4lni,0,36.0,46.1,2025-05-25T12:33:24.550Z,2025-05-25T14:51:17Z,617qfwb824ko8xrulrp6b86ad,V. Berisha,,,5749684011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818824783,73,1,1,2,34,crlocdyqyb1fdhck54qxs65rl,1,58.0,47.2,2025-05-25T12:33:26.144Z,2025-05-25T12:42:26Z,9v4rtbzr5f45x65os81wwuqne,G. Simenstad,,,5749706713,141,48.2,5749706715,212,7.2,5749706711,140,51.2,5749706709,56,Center,5749706717,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820801,23,1,1,2,34,crlocdyqyb1fdhck54qxs65rl,0,60.4,60.5,2025-05-25T12:33:26.496Z,2025-05-25T12:44:08Z,424bbibjsasfjrkjoa0jfkhk9,L. Mares,,,5749684127,236,,5749684137,286,,5749684109,213,2.95,5749684131,233,24,5749684103,141,61.1,5749684107,212,2.1,5749684099,56,Center,5749684101,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820803,24,74,1,2,34,45v50owpvshpijizwwlcw4lni,1,50.3,48.7,2025-05-25T12:33:26.497Z,2025-05-25T14:36:39Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749684143,233,23,5749684115,285,,5749684113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820835,25,1,1,2,39,45v50owpvshpijizwwlcw4lni,0,43.6,30.0,2025-05-25T12:33:31.310Z,2025-05-25T14:51:19Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5749684303,141,17.2,5749684305,212,12.5,5749684301,140,52.2,5749684307,213,5.52,5749684299,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818825607,79,61,1,2,40,crlocdyqyb1fdhck54qxs65rl,1,57.5,68.4,2025-05-25T12:33:31.981Z,2025-05-25T12:44:05Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5749711551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820847,26,1,1,2,42,45v50owpvshpijizwwlcw4lni,1,52.2,17.2,2025-05-25T12:33:33.582Z,2025-05-25T14:51:22Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5749684365,213,6.19,5749684361,141,12.5,5749684367,1,,5749684357,56,Right,5749684363,212,34.0,5749684359,140,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820853,27,1,1,2,43,45v50owpvshpijizwwlcw4lni,0,85.2,8.5,2025-05-25T12:33:35.222Z,2025-05-25T12:33:35Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749684393,141,17.0,5749684389,56,Right,5749684391,140,87.2,5749684385,2,,5749684395,212,6.1,5749684387,155,,5749684397,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820849,24,61,1,2,43,crlocdyqyb1fdhck54qxs65rl,1,15.8,85.1,2025-05-25T12:33:35.512Z,2025-05-25T12:33:35Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5749684371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820871,25,5,1,2,45,crlocdyqyb1fdhck54qxs65rl,0,14.0,101.4,2025-05-25T12:33:36.673Z,2025-05-25T12:33:40Z,dd53d1radlkv7y24724vkol49,B. Bjarnason,,,5749684647,233,28,5749684481,347,,5749684479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820885,28,5,1,2,45,45v50owpvshpijizwwlcw4lni,1,85.8,-1.5,2025-05-25T12:33:37.198Z,2025-05-25T12:33:40Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749684635,233,25,5749684581,56,Right,5749684583,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820897,29,1,1,2,50,45v50owpvshpijizwwlcw4lni,1,86.0,0.0,2025-05-25T12:33:41.654Z,2025-05-25T12:33:42Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749684735,141,8.2,5749684731,56,Right,5749684733,140,76.1,5749684739,213,2.56,5749684737,212,12.4,5749684729,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820907,30,1,1,2,50,45v50owpvshpijizwwlcw4lni,1,76.1,8.2,2025-05-25T12:33:42.446Z,2025-05-25T12:33:43Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5749684793,140,74.9,5749684795,141,21.8,5749684791,56,Center,5749684799,213,1.71,5749684797,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820913,31,1,1,2,51,45v50owpvshpijizwwlcw4lni,1,74.9,21.8,2025-05-25T12:33:43.470Z,2025-05-25T14:51:23Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5749684835,140,73.5,5749684837,141,10.9,5749684841,213,4.52,5749684833,56,Right,5749684839,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820927,32,1,1,2,52,45v50owpvshpijizwwlcw4lni,1,73.5,10.9,2025-05-25T12:33:44.270Z,2025-05-25T12:33:45Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5749684957,213,6.03,5749684949,56,Right,5749684953,141,7.1,5749684955,212,10.5,5749684951,140,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820947,33,1,1,2,54,45v50owpvshpijizwwlcw4lni,1,83.2,7.1,2025-05-25T12:33:45.757Z,2025-05-25T12:33:48Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749685093,141,7.6,5749685089,56,Right,5749685095,212,7.9,5749685091,140,75.7,5749685097,213,3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820969,34,1,1,2,56,45v50owpvshpijizwwlcw4lni,1,73.1,8.0,2025-05-25T12:33:47.982Z,2025-05-25T12:33:53Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5749685343,141,26.9,5749685339,56,Center,5749685347,212,22.3,5749685355,213,2.53,5749685341,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820983,35,1,1,3,1,45v50owpvshpijizwwlcw4lni,1,54.0,31.8,2025-05-25T12:33:53.086Z,2025-05-25T12:33:54Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5749685435,213,1.49,5749685433,212,24.3,5749685431,141,67.4,5749685427,56,Center,5749685429,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818820997,36,1,1,3,2,45v50owpvshpijizwwlcw4lni,1,55.8,67.4,2025-05-25T12:33:54.414Z,2025-05-25T12:33:56Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749685537,212,16.6,5749685539,213,1.20,5749685531,56,Left,5749685535,141,90.1,5749685533,140,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
