id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2818833669,438,1,1,37,53,45v50owpvshpijizwwlcw4lni,1,75.2,89.1,2025-05-25T13:08:44.824Z,2025-05-25T13:08:47Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749757507,56,Left,5749757513,212,9.6,5749757515,213,6.21,5749757509,140,84.3,5749757511,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833677,439,1,1,37,56,45v50owpvshpijizwwlcw4lni,1,88.5,90.6,2025-05-25T13:08:47.633Z,2025-05-25T13:08:48Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749757553,212,10.1,5749757555,213,3.06,5749757551,141,91.8,5749757547,56,Left,5749757549,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833731,440,1,1,37,57,45v50owpvshpijizwwlcw4lni,1,78.9,91.8,2025-05-25T13:08:48.641Z,2025-05-25T13:08:53Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749757857,141,84.8,5749757861,213,4.99,5749757855,140,80.2,5749757859,212,5.0,5749757853,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833737,441,50,1,38,1,45v50owpvshpijizwwlcw4lni,1,78.6,88.6,2025-05-25T13:08:53.136Z,2025-05-25T13:09:03Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5749758187,233,280,5749757897,56,Left,5749757899,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833781,280,7,1,38,1,crlocdyqyb1fdhck54qxs65rl,1,21.4,11.4,2025-05-25T13:08:53.137Z,2025-05-25T13:09:01Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5749758121,167,,5749758125,285,,5749758123,56,Back,5749758159,233,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833789,442,5,1,38,2,45v50owpvshpijizwwlcw4lni,1,77.6,101.5,2025-05-25T13:08:54.160Z,2025-05-25T13:09:03Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5749758171,347,,5749758391,233,281,5749758169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833821,281,5,1,38,6,crlocdyqyb1fdhck54qxs65rl,0,22.0,-1.3,2025-05-25T13:08:58.032Z,2025-05-25T13:09:03Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5749758411,233,442,5749758349,56,Back,5749758351,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833809,443,1,1,38,7,45v50owpvshpijizwwlcw4lni,1,78.8,100.0,2025-05-25T13:08:58.633Z,2025-05-25T13:09:01Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5749758285,56,Left,5749758295,212,15.4,5749758283,107,,5749758293,141,90.3,5749758299,213,3.63,5749758289,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833835,444,1,1,38,9,45v50owpvshpijizwwlcw4lni,1,64.4,88.0,2025-05-25T13:09:01.201Z,2025-05-25T13:09:04Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749758467,141,58.3,5749758461,56,Center,5749758465,140,53.6,5749758471,213,4.20,5749758469,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833879,445,1,1,38,12,45v50owpvshpijizwwlcw4lni,1,53.6,55.9,2025-05-25T13:09:03.760Z,2025-05-25T13:09:06Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5749758637,141,35.3,5749758641,213,5.26,5749758635,140,61.7,5749758639,212,16.4,5749758633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833933,446,1,1,38,14,45v50owpvshpijizwwlcw4lni,1,64.3,30.1,2025-05-25T13:09:06.376Z,2025-05-25T13:09:11Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749758925,212,18.9,5749758921,140,76.6,5749758927,213,5.47,5749758923,141,9.9,5749758919,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833947,447,1,1,38,19,45v50owpvshpijizwwlcw4lni,1,75.5,10.9,2025-05-25T13:09:11.112Z,2025-05-25T13:09:22Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,1.0,,5749759391,154,,5749759057,141,56.6,5749759061,213,1.12,5749759055,140,89.8,5749759051,155,,5749759059,212,34.5,5749759389,210,13,5749759049,2,,5749759053,56,Center,5749759063,1,,,,,,,,,,,,,,,,,,,,,,,,
2818833965,448,44,1,38,21,45v50owpvshpijizwwlcw4lni,1,88.6,59.6,2025-05-25T13:09:13.456Z,2025-05-25T14:37:07Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749759135,56,Center,5749759175,233,282,5749759137,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833953,282,44,1,38,21,crlocdyqyb1fdhck54qxs65rl,0,11.4,40.4,2025-05-25T13:09:13.457Z,2025-05-25T14:37:07Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749759091,285,,5749759179,233,448,5749759087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833971,449,13,1,38,22,45v50owpvshpijizwwlcw4lni,1,88.3,56.0,2025-05-25T13:09:14.168Z,2025-05-25T15:14:39Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749759159,56,Center,5749759157,17,,5749759271,328,,5749759155,22,,5749759409,231,50.7,5749759393,73,,5749759403,102,67.2,5749759399,55,447,5749759407,230,98.9,5749759395,29,5749759267,15,,5749759405,103,5749759397,154,,,,,,15.3,,,,,,,,,,,
2818834115,283,5,1,38,23,crlocdyqyb1fdhck54qxs65rl,1,-1.2,38.8,2025-05-25T13:09:15.103Z,2025-05-25T13:09:38Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749759987,56,Back,5749760053,233,450,5749759989,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818833989,450,5,1,38,24,45v50owpvshpijizwwlcw4lni,0,101.1,65.2,2025-05-25T13:09:15.913Z,2025-05-25T13:09:37Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749759259,346,,5749759257,56,Center,5749760089,233,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834195,285,1,1,38,50,crlocdyqyb1fdhck54qxs65rl,0,4.5,40.1,2025-05-25T13:09:42.143Z,2025-05-25T13:09:47Z,6y6xobx7t2qx431s59kv8hk9h,M. Sandberg,,,5749760471,1,,5749760475,74,,5749760465,141,23.9,5749760461,56,Center,5749760467,212,59.2,5749760463,140,59.9,5749760459,124,,5749760469,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834221,451,44,1,38,55,45v50owpvshpijizwwlcw4lni,1,41.7,76.6,2025-05-25T13:09:46.782Z,2025-05-25T14:37:07Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749760597,285,,5749760631,233,286,5749760595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834203,286,44,1,38,55,crlocdyqyb1fdhck54qxs65rl,0,58.3,23.4,2025-05-25T13:09:46.783Z,2025-05-25T14:37:08Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749760655,233,451,5749760503,286,,5749760501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834223,452,61,1,38,55,45v50owpvshpijizwwlcw4lni,1,44.3,77.6,2025-05-25T13:09:47.234Z,2025-05-25T13:39:08Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749760601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834245,453,61,1,39,0,45v50owpvshpijizwwlcw4lni,0,37.1,95.0,2025-05-25T13:09:51.881Z,2025-05-25T13:09:52Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749760719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834253,454,5,1,39,1,45v50owpvshpijizwwlcw4lni,0,40.0,100.8,2025-05-25T13:09:52.833Z,2025-05-25T13:39:02Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749761075,233,287,5749760749,56,Back,5749760751,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834299,287,5,1,39,1,crlocdyqyb1fdhck54qxs65rl,1,60.0,-0.8,2025-05-25T13:09:53.441Z,2025-05-25T13:39:02Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749761021,56,Right,5749761023,347,,5749761055,233,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834331,288,1,1,39,7,crlocdyqyb1fdhck54qxs65rl,1,55.3,0.0,2025-05-25T13:09:58.894Z,2025-05-25T13:10:01Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749761187,140,66.6,5749761191,212,14.9,5749761185,56,Right,5749761189,141,11.7,5749761193,213,0.65,5749761183,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834339,289,1,1,39,10,crlocdyqyb1fdhck54qxs65rl,0,66.6,11.7,2025-05-25T13:10:01.734Z,2025-05-25T13:10:02Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5749761233,3,,5749761239,140,72.2,5749761243,212,9.1,5749761235,168,,5749761237,56,Center,5749761241,141,21.9,5749761245,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834359,455,1,1,39,10,45v50owpvshpijizwwlcw4lni,1,24.2,72.5,2025-05-25T13:10:02.513Z,2025-05-25T13:22:44Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5749761353,141,71.1,5749761349,56,Back,5749761359,1,,5749761351,140,31.8,5749761355,212,8.0,5749761347,157,,5749761357,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834363,456,61,1,39,14,45v50owpvshpijizwwlcw4lni,1,35.3,70.9,2025-05-25T13:10:05.897Z,2025-05-25T13:10:06Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5749761365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834415,458,1,1,39,17,45v50owpvshpijizwwlcw4lni,1,38.3,71.1,2025-05-25T13:10:08.648Z,2025-05-25T13:23:19Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749761635,212,13.6,5749761631,140,51.0,5749761633,141,75.2,5749761637,213,0.21,5749761629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834443,459,1,1,39,19,45v50owpvshpijizwwlcw4lni,1,46.9,77.1,2025-05-25T13:10:10.560Z,2025-05-25T13:23:11Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5749761739,141,71.6,5749761743,213,5.09,5749761735,56,Back,5749761737,140,48.3,5749761741,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818841063,544,1,1,39,20,45v50owpvshpijizwwlcw4lni,1,48.9,72.2,2025-05-25T13:10:11.522Z,2025-05-25T13:23:35Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5749798763,141,75.8,5749798759,56,Center,5749798761,140,52.7,5749798765,212,4.7,5749798767,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834471,460,1,1,39,22,45v50owpvshpijizwwlcw4lni,1,79.4,84.3,2025-05-25T13:10:14.513Z,2025-05-25T13:10:16Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749761891,141,88.8,5749761895,213,0.49,5749761887,56,Left,5749761893,212,6.5,5749761889,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834483,461,1,1,39,24,45v50owpvshpijizwwlcw4lni,1,82.6,90.4,2025-05-25T13:10:16.177Z,2025-05-25T13:10:19Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749761959,212,15.2,5749761955,140,68.3,5749761951,56,Left,5749761961,213,3.30,5749761957,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834549,462,1,1,39,27,45v50owpvshpijizwwlcw4lni,1,68.3,86.8,2025-05-25T13:10:19.225Z,2025-05-25T13:10:27Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749762345,56,Center,5749762347,140,55.9,5749762351,212,19.2,5749762349,141,66.1,5749762353,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834577,463,1,1,39,35,45v50owpvshpijizwwlcw4lni,1,62.2,56.6,2025-05-25T13:10:26.920Z,2025-05-25T13:10:30Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5749762493,56,Center,5749762497,140,61.5,5749762501,141,72.5,5749762505,213,1.64,5749762503,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834589,464,1,1,39,38,45v50owpvshpijizwwlcw4lni,1,64.2,74.9,2025-05-25T13:10:29.816Z,2025-05-25T13:10:31Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749762557,56,Left,5749762565,213,0.74,5749762561,141,92.9,5749762559,140,77.0,5749762563,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834597,465,1,1,39,40,45v50owpvshpijizwwlcw4lni,0,77.4,93.2,2025-05-25T13:10:31.712Z,2025-05-25T13:10:33Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749762599,140,82.3,5749762603,212,5.7,5749762605,213,5.83,5749762601,141,89.5,5749762597,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834615,290,1,1,39,44,crlocdyqyb1fdhck54qxs65rl,0,14.6,6.5,2025-05-25T13:10:36.174Z,2025-05-25T13:10:36Z,2gbfwdmpk5gfmcc979aqfkyxh,G. Granath,,,5749762689,56,Back,5749762699,1,,5749762693,141,10.3,5749762687,157,,5749762697,213,0.11,5749762695,212,23.1,5749762691,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834663,466,1,1,39,47,45v50owpvshpijizwwlcw4lni,1,63.7,93.9,2025-05-25T13:10:39.265Z,2025-05-25T13:10:42Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749762935,212,4.6,5749762933,141,93.5,5749762931,140,68.1,5749762929,56,Left,5749762937,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834685,467,1,1,39,50,45v50owpvshpijizwwlcw4lni,1,68.3,93.0,2025-05-25T13:10:42.072Z,2025-05-25T13:10:44Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749763037,213,3.92,5749763029,56,Left,5749763035,212,13.3,5749763033,141,79.2,5749763031,140,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834723,468,1,1,39,52,45v50owpvshpijizwwlcw4lni,1,58.3,72.3,2025-05-25T13:10:44.128Z,2025-05-25T13:10:49Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5749763237,56,Center,5749763239,140,66.2,5749763241,141,69.1,5749763245,212,8.6,5749763249,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834741,469,1,1,39,57,45v50owpvshpijizwwlcw4lni,1,67.6,77.6,2025-05-25T13:10:49.065Z,2025-05-25T13:10:51Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5749763349,213,0.86,5749763347,212,14.6,5749763345,141,93.8,5749763343,140,76.7,5749763341,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834787,470,1,1,39,59,45v50owpvshpijizwwlcw4lni,1,78.2,94.7,2025-05-25T13:10:51.337Z,2025-05-25T13:10:55Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749763603,56,Left,5749763611,213,5.83,5749763609,212,11.2,5749763605,140,87.8,5749763607,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834795,471,1,1,40,3,45v50owpvshpijizwwlcw4lni,1,98.2,87.5,2025-05-25T13:10:55.393Z,2025-05-25T13:10:56Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5749763685,56,Left,5749763691,212,6.4,5749763687,140,92.5,5749763693,213,2.76,5749763689,141,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834823,472,1,1,40,5,45v50owpvshpijizwwlcw4lni,1,92.5,91.0,2025-05-25T13:10:56.744Z,2025-05-25T13:10:59Z,3qe0mkctopr68r841nrp2740k,S. Kabini,,,5749763861,213,3.13,5749763855,140,84.5,5749763857,141,91.2,5749763853,56,Left,5749763859,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834845,473,1,1,40,7,45v50owpvshpijizwwlcw4lni,1,83.5,93.2,2025-05-25T13:10:59.257Z,2025-05-25T13:11:01Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5749763959,140,69.3,5749763969,213,3.40,5749763957,56,Left,5749763965,212,15.4,5749763961,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834867,474,1,1,40,9,45v50owpvshpijizwwlcw4lni,1,68.1,87.4,2025-05-25T13:11:01.097Z,2025-05-25T13:11:03Z,6hfh81884cw22q8ekjmiezq39,K. Haugen,,,5749764093,212,16.5,5749764083,56,Center,5749764087,140,61.2,5749764095,213,4.26,5749764091,141,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834881,475,1,1,40,11,45v50owpvshpijizwwlcw4lni,1,62.5,60.4,2025-05-25T13:11:03.216Z,2025-05-25T13:11:06Z,2i92r2eksw9ty9kis974k3uqy,V. Lund,,,5749764139,140,68.4,5749764137,56,Center,5749764143,212,19.3,5749764145,213,5.04,5749764141,141,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834899,476,1,1,40,14,45v50owpvshpijizwwlcw4lni,1,68.4,33.5,2025-05-25T13:11:06.088Z,2025-05-25T13:11:07Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749764241,140,74.7,5749764245,212,12.8,5749764243,141,17.3,5749764239,56,Right,5749764247,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834909,477,1,1,40,16,45v50owpvshpijizwwlcw4lni,0,74.3,17.3,2025-05-25T13:11:07.761Z,2025-05-25T13:11:09Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5749764299,56,Right,5749764307,213,6.21,5749764305,212,11.9,5749764301,140,85.6,5749764303,141,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834917,291,8,1,40,18,crlocdyqyb1fdhck54qxs65rl,1,15.5,88.3,2025-05-25T13:11:10.293Z,2025-05-25T13:11:10Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5749764349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834957,478,5,1,40,19,45v50owpvshpijizwwlcw4lni,1,87.0,-1.6,2025-05-25T13:11:11.051Z,2025-05-25T13:11:15Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749764609,233,292,5749764559,56,Right,5749764561,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834941,292,5,1,40,20,crlocdyqyb1fdhck54qxs65rl,0,13.3,101.6,2025-05-25T13:11:11.798Z,2025-05-25T13:11:14Z,4m57qe3mtal1r68md5yj8xvc9,T. Sørås,,,5749764463,347,,5749764461,56,Back,5749764617,233,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834969,479,1,1,40,22,45v50owpvshpijizwwlcw4lni,1,86.2,0.0,2025-05-25T13:11:13.976Z,2025-05-25T13:11:16Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749764627,56,Right,5749764631,141,11.4,5749764635,213,1.78,5749764625,107,,5749764629,140,84.4,5749764633,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834983,480,1,1,40,24,45v50owpvshpijizwwlcw4lni,1,84.4,11.4,2025-05-25T13:11:15.825Z,2025-05-25T13:11:17Z,cdqa1j5yeh8u9ll0ijx28oyj9,M. Møller Dæhli,,,5749764717,212,2.2,5749764719,213,4.76,5749764715,141,8.2,5749764713,140,84.5,5749764711,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834987,481,1,1,40,25,45v50owpvshpijizwwlcw4lni,0,83.1,6.2,2025-05-25T13:11:17.232Z,2025-05-25T13:20:55Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749792407,286,,5749792385,140,84.0,5749792391,213,1.32,5749792401,236,,5749792387,141,11.7,5749764733,56,Right,5749792403,233,293,5749792389,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818834999,293,74,1,40,25,crlocdyqyb1fdhck54qxs65rl,1,15.8,88.4,2025-05-25T13:11:17.233Z,2025-05-25T13:20:56Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5749764779,285,,5749764777,56,Back,5749792425,233,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835033,294,1,1,40,27,crlocdyqyb1fdhck54qxs65rl,0,15.3,85.9,2025-05-25T13:11:19.381Z,2025-05-25T13:11:23Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5749764983,141,85.6,5749764985,212,5.8,5749764981,140,20.8,5749764979,56,Back,5749764987,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835005,482,43,1,40,27,45v50owpvshpijizwwlcw4lni,1,0.0,0.0,2025-05-25T13:11:19.465Z,2025-05-25T13:22:03Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749794967,144,61,5749764815,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835027,483,1,1,40,30,45v50owpvshpijizwwlcw4lni,1,84.0,9.3,2025-05-25T13:11:21.753Z,2025-05-25T13:22:08Z,97aigdp5c2m2sd1eoq143q8kp,H. Stenevik,,,5749764949,56,Right,5749764955,212,10.6,5749764951,140,94.1,5749764953,141,10.5,5749764957,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835051,484,1,1,40,31,45v50owpvshpijizwwlcw4lni,0,94.1,10.5,2025-05-25T13:11:22.712Z,2025-05-25T13:11:25Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5749765089,155,,5749765099,213,1.58,5749765101,1,,5749765093,140,93.5,5749765097,212,61.6,5749765087,2,,5749765091,56,Left,5749765095,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835075,295,5,1,40,32,crlocdyqyb1fdhck54qxs65rl,1,7.4,-1.2,2025-05-25T13:11:24.181Z,2025-05-25T13:11:29Z,c1p51x3fg0dgss14z9vozfqc4,A. Ekeroth,,,5749765211,56,Back,5749765213,347,,5749765231,233,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835057,485,5,1,40,33,45v50owpvshpijizwwlcw4lni,0,91.6,101.2,2025-05-25T13:11:25.152Z,2025-05-25T13:11:28Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5749765249,233,295,5749765113,347,,5749765111,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835465,297,1,1,41,21,crlocdyqyb1fdhck54qxs65rl,0,14.6,0.0,2025-05-25T13:12:12.756Z,2025-05-25T13:12:14Z,1t1ylf4iwrotj4jjf9qfzbieh,S. Strand Nilsen,,,5749767103,107,,5749767111,212,20.6,5749767109,141,11.6,5749767105,56,Back,5749767113,213,0.43,5749767107,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835485,487,8,1,41,23,45v50owpvshpijizwwlcw4lni,1,60.4,90.4,2025-05-25T13:12:15.488Z,2025-05-25T13:13:23Z,2hwemaa18hwlq3c4i208lbbo5,K. Eriksen,,,5749770767,15,,5749767201,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835527,489,1,1,41,27,45v50owpvshpijizwwlcw4lni,1,63.2,85.9,2025-05-25T13:12:18.912Z,2025-05-25T13:12:19Z,cv38uxcibt3cwwj54m9ydg86i,E. Breivik,,,5749767469,212,5.1,5749767463,56,Left,5749767467,141,88.1,5749767465,140,67.8,5749767471,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835541,490,1,1,41,28,45v50owpvshpijizwwlcw4lni,1,67.8,88.1,2025-05-25T13:12:19.745Z,2025-05-25T13:12:21Z,5p8387bgyjiuekkccl4j6kamt,E. Hestad,,,5749767567,212,6.2,5749767569,213,1.06,5749767565,141,96.1,5749767561,56,Left,5749767563,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835549,491,1,1,41,29,45v50owpvshpijizwwlcw4lni,1,70.7,96.1,2025-05-25T13:12:20.952Z,2025-05-25T13:12:22Z,7m4f590x3kc3935gpg72xhg45,M. Eikrem,,,5749767611,140,78.5,5749767615,212,8.3,5749767613,141,93.9,5749767609,56,Left,5749767617,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
