id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2810552201,283,1,1,23,37,c7jgkxx1czv5etn7snf1r6p2m,1,54.6,46.1,2025-05-04T17:38:52.524Z,2025-05-04T19:50:11Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703901077,140,54.3,5703901075,56,Center,5703901083,213,1.61,5703901081,212,8.2,5703901079,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552303,284,1,1,23,43,c7jgkxx1czv5etn7snf1r6p2m,1,57.4,66.0,2025-05-04T17:38:58.588Z,2025-05-04T17:39:00Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703901633,213,1.18,5703901625,56,Left,5703901627,140,64.1,5703901631,212,18.5,5703901629,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552329,285,1,1,23,44,c7jgkxx1czv5etn7snf1r6p2m,1,68.2,90.0,2025-05-04T17:39:00.228Z,2025-05-04T17:39:02Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703901789,141,94.1,5703901791,212,13.2,5703901785,56,Left,5703901793,213,0.21,5703901787,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552395,286,1,1,23,46,c7jgkxx1czv5etn7snf1r6p2m,1,81.8,93.5,2025-05-04T17:39:02.404Z,2025-05-04T17:39:08Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703902147,56,Center,5703902155,213,3.77,5703902151,141,73.6,5703902149,140,64.1,5703902153,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552441,287,1,1,23,52,c7jgkxx1czv5etn7snf1r6p2m,1,69.2,69.0,2025-05-04T17:39:07.796Z,2025-05-04T17:39:10Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703902421,140,75.5,5703902427,213,1.11,5703902425,212,14.9,5703902419,56,Left,5703902423,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552449,288,43,1,23,55,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-04T17:39:10.622Z,2025-05-04T17:39:30Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703902457,140,75.5,5703902461,212,0,5703902463,213,3.14,5703904261,144,12,5703902455,56,Left,5703902459,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552481,289,1,1,23,55,c7jgkxx1czv5etn7snf1r6p2m,0,75.5,88.6,2025-05-04T17:39:10.632Z,2025-05-04T19:50:13Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703902619,213,5.22,5703902613,140,84.2,5703902607,2,,5703902611,56,Center,5703902609,155,,5703902615,141,64.6,5703902617,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552499,175,12,1,23,57,eujf9nqky8c5jnahb2f76m86o,1,17.4,31.3,2025-05-04T17:39:12.907Z,2025-05-04T17:39:28Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5703902721,56,Back,5703902725,141,41.3,5703902729,213,0.36,5703902723,140,34.5,5703902727,212,19.2,5703902735,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552531,290,1,1,23,58,c7jgkxx1czv5etn7snf1r6p2m,1,61.2,64.6,2025-05-04T17:39:13.941Z,2025-05-04T17:39:15Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703902871,3,,5703902891,213,2.20,5703902875,56,Center,5703902887,212,10.1,5703902879,140,55.5,5703902883,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552559,291,1,1,23,59,c7jgkxx1czv5etn7snf1r6p2m,1,55.5,76.7,2025-05-04T17:39:14.996Z,2025-05-04T17:39:16Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703903053,3,,5703903059,141,67.8,5703903063,213,5.12,5703903057,140,58.0,5703903061,212,6.6,5703903055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552577,292,1,1,24,1,c7jgkxx1czv5etn7snf1r6p2m,1,58.0,67.8,2025-05-04T17:39:16.517Z,2025-05-04T17:39:17Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703903171,56,Center,5703903169,3,,5703903175,141,73.8,5703903179,213,2.66,5703903173,140,50.5,5703903177,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552605,293,1,1,24,2,c7jgkxx1czv5etn7snf1r6p2m,1,50.5,73.8,2025-05-04T17:39:17.516Z,2025-05-04T17:39:19Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703903307,56,Left,5703903313,212,24.7,5703903311,141,86.9,5703903309,140,72.4,5703903315,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552633,294,1,1,24,3,c7jgkxx1czv5etn7snf1r6p2m,1,72.4,86.9,2025-05-04T17:39:19.348Z,2025-05-04T17:39:20Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703903437,212,7.3,5703903435,141,85.6,5703903431,56,Left,5703903433,140,65.5,5703903439,213,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552677,295,1,1,24,4,c7jgkxx1czv5etn7snf1r6p2m,1,65.5,85.6,2025-05-04T17:39:20.476Z,2025-05-04T17:39:23Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5703903649,140,72.8,5703903653,212,9.5,5703903655,213,0.63,5703903651,141,93.8,5703903647,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552731,296,1,1,24,7,c7jgkxx1czv5etn7snf1r6p2m,0,72.8,93.8,2025-05-04T17:39:23.196Z,2025-05-04T17:39:27Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703903923,1,,5703903909,155,,5703903921,213,4.39,5703903917,141,0.0,5703903919,212,68.2,5703903913,56,Right,5703903911,196,,5703903915,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553097,176,5,1,24,11,eujf9nqky8c5jnahb2f76m86o,1,44.4,101.4,2025-05-04T17:39:27.323Z,2025-05-04T19:28:08Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5703905811,233,297,5703905795,56,Back,5703905797,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810552741,297,5,1,24,11,c7jgkxx1czv5etn7snf1r6p2m,0,55.6,-1.4,2025-05-04T17:39:27.323Z,2025-05-04T19:28:08Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703903977,347,,5703903973,56,Right,5703905835,233,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553165,177,1,1,24,33,eujf9nqky8c5jnahb2f76m86o,1,48.4,100.0,2025-05-04T17:39:48.612Z,2025-05-04T17:39:52Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703906077,213,5.75,5703906075,212,15.3,5703906069,56,Left,5703906071,140,60.9,5703906073,141,90.5,5703906067,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553175,178,61,1,24,36,eujf9nqky8c5jnahb2f76m86o,0,60.0,90.6,2025-05-04T17:39:51.804Z,2025-05-04T17:39:52Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5703906101,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553251,299,1,1,24,37,c7jgkxx1czv5etn7snf1r6p2m,1,36.2,27.0,2025-05-04T17:39:52.853Z,2025-05-04T17:39:56Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5703906455,56,Back,5703906467,212,27.8,5703906459,140,27.8,5703906471,213,1.89,5703906463,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553315,300,1,1,24,40,c7jgkxx1czv5etn7snf1r6p2m,1,27.8,65.7,2025-05-04T17:39:55.965Z,2025-05-04T17:40:00Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703906775,56,Back,5703906783,141,26.5,5703906779,140,24.0,5703906787,213,4.56,5703906785,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553403,301,1,1,24,44,c7jgkxx1czv5etn7snf1r6p2m,1,24.0,26.5,2025-05-04T17:40:00.053Z,2025-05-04T17:40:04Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703907285,56,Back,5703907289,141,5.0,5703907293,212,21.6,5703907287,140,39.2,5703907295,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553445,302,1,1,24,49,c7jgkxx1czv5etn7snf1r6p2m,1,38.5,7.4,2025-05-04T17:40:04.597Z,2025-05-04T17:40:07Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5703907503,56,Back,5703907509,212,14.3,5703907505,140,28.0,5703907511,213,2.45,5703907507,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553505,303,1,1,24,51,c7jgkxx1czv5etn7snf1r6p2m,1,30.6,25.3,2025-05-04T17:40:07.237Z,2025-05-04T17:40:10Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703907719,56,Back,5703907723,141,60.0,5703907721,140,31.9,5703907725,212,23.6,5703907727,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553597,304,1,1,24,55,c7jgkxx1czv5etn7snf1r6p2m,1,39.9,63.9,2025-05-04T17:40:10.573Z,2025-05-04T17:40:16Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703908219,212,28.1,5703908207,56,Left,5703908223,213,0.70,5703908215,141,90.5,5703908211,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553615,305,1,1,25,0,c7jgkxx1czv5etn7snf1r6p2m,1,55.8,73.3,2025-05-04T17:40:15.886Z,2025-05-04T17:40:17Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703908295,140,53.4,5703908301,213,4.58,5703908299,212,18.5,5703908293,56,Center,5703908297,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553691,306,1,1,25,1,c7jgkxx1czv5etn7snf1r6p2m,1,53.4,46.4,2025-05-04T17:40:17.325Z,2025-05-04T17:40:21Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703908695,212,11.4,5703908701,213,1.39,5703908673,56,Center,5703908689,141,62.9,5703908681,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553731,307,1,1,25,6,c7jgkxx1czv5etn7snf1r6p2m,1,61.5,60.3,2025-05-04T17:40:21.669Z,2025-05-04T17:40:24Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703908867,56,Center,5703908873,212,9.3,5703908871,141,60.3,5703908869,140,70.4,5703908875,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553743,308,1,1,25,8,c7jgkxx1czv5etn7snf1r6p2m,1,70.4,60.3,2025-05-04T17:40:24.357Z,2025-05-04T17:40:40Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5703908939,213,2.33,5703908933,140,62.4,5703908935,141,73.3,5703908931,56,Center,5703908937,212,12.2,5703910173,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553759,309,1,1,25,9,c7jgkxx1czv5etn7snf1r6p2m,1,62.4,73.5,2025-05-04T17:40:25.205Z,2025-05-04T17:40:26Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703909039,213,1.12,5703909035,212,12.9,5703909021,56,Left,5703909025,140,67.7,5703909029,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553829,310,1,1,25,10,c7jgkxx1czv5etn7snf1r6p2m,1,67.7,90.6,2025-05-04T17:40:26.165Z,2025-05-04T17:40:31Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703909367,141,89.4,5703909365,140,56.2,5703909363,56,Left,5703909371,213,3.21,5703909369,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553869,311,1,1,25,15,c7jgkxx1czv5etn7snf1r6p2m,1,52.2,84.1,2025-05-04T17:40:31.085Z,2025-05-04T17:40:33Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703909569,212,10.9,5703909571,213,5.34,5703909563,56,Center,5703909565,140,58.3,5703909567,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810553977,312,1,1,25,18,c7jgkxx1czv5etn7snf1r6p2m,1,58.3,71.1,2025-05-04T17:40:33.678Z,2025-05-04T17:40:39Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5703910119,212,23.1,5703910113,56,Back,5703910121,213,3.56,5703910115,140,38.2,5703910117,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554077,313,1,1,25,25,c7jgkxx1czv5etn7snf1r6p2m,1,54.7,31.5,2025-05-04T17:40:40.973Z,2025-05-04T17:42:01Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703910615,140,65.4,5703910621,213,5.30,5703910617,141,6.8,5703910619,212,20.2,5703910613,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554117,314,1,1,25,31,c7jgkxx1czv5etn7snf1r6p2m,0,79.2,19.5,2025-05-04T17:40:46.974Z,2025-05-04T17:40:48Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5703910831,2,,5703910835,56,Center,5703910839,141,57.6,5703910833,155,,5703910845,213,1.15,5703910841,212,28.4,5703910837,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554135,179,12,1,25,32,eujf9nqky8c5jnahb2f76m86o,1,10.8,34.9,2025-05-04T17:40:48.164Z,2025-05-04T17:41:28Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5703910895,213,6.19,5703910889,140,29.8,5703910891,141,32.2,5703910887,56,Back,5703910893,212,20.0,5703910907,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554211,315,1,1,25,35,c7jgkxx1czv5etn7snf1r6p2m,1,71.3,63.1,2025-05-04T17:40:50.534Z,2025-05-04T17:40:55Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703911289,213,3.72,5703911283,140,54.5,5703911285,141,46.1,5703911287,212,21.1,5703911281,56,Center,5703911279,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554233,316,1,1,25,39,c7jgkxx1czv5etn7snf1r6p2m,1,54.5,47.3,2025-05-04T17:40:54.861Z,2025-05-04T17:40:56Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703911437,141,29.8,5703911435,140,58.7,5703911441,213,5.07,5703911433,56,Center,5703911439,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554309,317,1,1,25,41,c7jgkxx1czv5etn7snf1r6p2m,1,58.2,30.1,2025-05-04T17:40:56.550Z,2025-05-04T17:41:03Z,8cjgce68a2vla1ebamgac4nx0,M. Broholm,,,5703911971,140,61.4,5703911969,56,Right,5703911975,212,17.1,5703911977,213,4.91,5703911973,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554347,318,1,1,25,47,c7jgkxx1czv5etn7snf1r6p2m,1,63.6,14.1,2025-05-04T17:41:02.798Z,2025-05-04T17:41:05Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5703912167,212,8.1,5703912165,141,5.3,5703912161,56,Right,5703912169,213,5.45,5703912163,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554391,319,1,1,25,49,c7jgkxx1czv5etn7snf1r6p2m,1,68.4,5.3,2025-05-04T17:41:05.118Z,2025-05-04T17:41:08Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703912395,212,20.1,5703912389,56,Center,5703912397,213,2.22,5703912391,140,56.8,5703912393,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554439,320,1,1,25,52,c7jgkxx1czv5etn7snf1r6p2m,1,56.8,28.9,2025-05-04T17:41:07.934Z,2025-05-04T17:41:11Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703912639,140,57.1,5703912643,141,50.4,5703912635,56,Center,5703912647,213,1.55,5703912645,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554461,321,1,1,25,55,c7jgkxx1czv5etn7snf1r6p2m,1,61.9,56.6,2025-05-04T17:41:11.350Z,2025-05-04T17:41:13Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703912785,213,6.22,5703912779,140,71.2,5703912781,141,55.7,5703912783,212,9.8,5703912777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554499,322,1,1,25,57,c7jgkxx1czv5etn7snf1r6p2m,1,68.7,53.6,2025-05-04T17:41:13.150Z,2025-05-04T17:41:15Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5703913001,141,41.0,5703912993,56,Center,5703913005,212,12.2,5703912997,140,60.4,5703913009,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554579,323,1,1,25,59,c7jgkxx1czv5etn7snf1r6p2m,1,61.9,41.0,2025-05-04T17:41:15.454Z,2025-05-04T17:41:21Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703913439,140,89.8,5703913435,155,,5703913449,1,,5703913443,212,34.2,5703913445,213,0.54,5703913441,141,67.0,5703913437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554687,324,1,1,26,5,c7jgkxx1czv5etn7snf1r6p2m,1,97.7,74.5,2025-05-04T17:41:20.814Z,2025-05-04T17:41:29Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5703914133,212,12.9,5703914127,56,Left,5703914135,213,1.68,5703914131,141,93.3,5703914129,140,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554699,325,61,1,26,10,c7jgkxx1czv5etn7snf1r6p2m,0,97.0,87.8,2025-05-04T17:41:25.887Z,2025-05-04T19:32:46Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703914181,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810554891,180,5,1,26,12,eujf9nqky8c5jnahb2f76m86o,1,-1.4,16.3,2025-05-04T17:41:28.221Z,2025-05-04T19:28:09Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5703915307,346,,5703915303,56,Back,5703917141,233,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555229,326,5,1,26,12,c7jgkxx1czv5etn7snf1r6p2m,0,101.4,83.7,2025-05-04T17:41:28.221Z,2025-05-04T19:28:09Z,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,5703917083,346,,5703917081,56,Left,5703917189,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555349,181,1,1,26,51,eujf9nqky8c5jnahb2f76m86o,0,2.5,54.5,2025-05-04T17:42:06.724Z,2025-05-04T17:42:07Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5703917787,140,54.7,5703917793,213,0.27,5703917791,212,56.9,5703917795,1,,5703917785,56,Center,5703917783,124,,5703917797,74,,5703917789,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555357,327,1,1,26,52,c7jgkxx1czv5etn7snf1r6p2m,0,49.4,19.4,2025-05-04T17:42:07.895Z,2025-05-04T17:42:08Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5703917861,213,0.16,5703917857,141,22.5,5703917855,140,61.7,5703917851,3,,5703917859,212,13.1,5703917853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555473,182,1,1,26,55,eujf9nqky8c5jnahb2f76m86o,0,37.1,73.2,2025-05-04T17:42:11.162Z,2025-05-04T17:44:51Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5703918395,213,0.36,5703918391,212,24.8,5703918387,140,59.2,5703918399,1,,5703918383,157,,5703918389,141,86.0,5703918385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555421,328,44,1,26,56,c7jgkxx1czv5etn7snf1r6p2m,1,35.6,8.2,2025-05-04T17:42:11.711Z,2025-05-04T19:27:29Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703918113,285,,5703932941,233,183,5703918111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555487,183,44,1,26,56,eujf9nqky8c5jnahb2f76m86o,0,64.4,91.8,2025-05-04T17:42:11.712Z,2025-05-04T19:27:30Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5703932907,56,Left,5703932977,233,328,5703932909,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555425,329,1,1,26,56,c7jgkxx1czv5etn7snf1r6p2m,0,36.2,8.0,2025-05-04T17:42:11.967Z,2025-05-04T17:42:12Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703918147,140,42.8,5703918149,141,8.2,5703918153,213,0.02,5703918143,3,,5703918151,212,6.9,5703918145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555497,184,1,1,26,59,eujf9nqky8c5jnahb2f76m86o,1,55.1,72.8,2025-05-04T17:42:15.197Z,2025-05-04T17:45:26Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5703935757,212,14.8,5703935755,141,89.7,5703935745,3,,5703935753,140,64.0,5703935749,56,Left,5703935759,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555503,185,1,1,26,59,eujf9nqky8c5jnahb2f76m86o,0,60.0,94.8,2025-05-04T17:42:15.387Z,2025-05-04T17:48:35Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5703952087,56,Left,5703952093,141,85.0,5703952091,140,64.4,5703952095,212,8.1,5703952083,155,,5703952097,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555507,330,44,1,27,0,c7jgkxx1czv5etn7snf1r6p2m,1,31.0,10.7,2025-05-04T17:42:15.651Z,2025-05-04T19:27:30Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703918531,285,,5703953821,233,186,5703918529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555513,186,44,1,27,0,eujf9nqky8c5jnahb2f76m86o,0,69.0,89.3,2025-05-04T17:42:15.652Z,2025-05-04T19:27:31Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5703953857,233,330,5703953745,56,Left,5703953749,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555517,331,1,1,27,0,c7jgkxx1czv5etn7snf1r6p2m,0,27.8,9.2,2025-05-04T17:42:16.279Z,2025-05-04T19:50:18Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703918597,3,,5703918603,141,9.5,5703918601,140,31.4,5703918605,212,3.8,5703918599,56,Back,5703918607,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555565,332,1,1,27,2,c7jgkxx1czv5etn7snf1r6p2m,1,31.4,9.5,2025-05-04T17:42:18.311Z,2025-05-04T17:42:19Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5703918837,141,4.9,5703918835,140,32.0,5703918841,213,4.91,5703918833,56,Back,5703918839,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555581,333,1,1,27,3,c7jgkxx1czv5etn7snf1r6p2m,0,32.0,4.9,2025-05-04T17:42:19.343Z,2025-05-04T17:42:21Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5703918935,140,34.1,5703919015,236,,5703918939,141,4.9,5703918945,212,2.2,5703918929,56,Back,5703919017,233,188,5703918949,213,0.00,5703919021,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555599,188,74,1,27,3,eujf9nqky8c5jnahb2f76m86o,1,56.6,91.8,2025-05-04T17:42:19.344Z,2025-05-04T19:25:28Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703919089,233,333,5703919003,56,Left,5703919005,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555615,334,1,1,27,5,c7jgkxx1czv5etn7snf1r6p2m,0,31.6,4.9,2025-05-04T17:42:21.057Z,2025-05-04T17:42:22Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703919117,56,Back,5703919115,157,,5703919121,141,5.2,5703919127,1,,5703919125,213,0.03,5703919119,140,38.1,5703919123,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555627,189,61,1,27,7,eujf9nqky8c5jnahb2f76m86o,1,56.4,90.0,2025-05-04T17:42:22.836Z,2025-05-04T17:52:56Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703919197,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555635,335,61,1,27,7,c7jgkxx1czv5etn7snf1r6p2m,0,32.1,4.9,2025-05-04T17:42:23.222Z,2025-05-04T17:42:23Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703919219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810555641,190,61,1,27,7,eujf9nqky8c5jnahb2f76m86o,0,56.4,90.0,2025-05-04T17:42:23.323Z,2025-05-04T17:42:23Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703919245,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
