id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2810471607,1,34,16,0,0,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-04T16:08:51.089Z,2025-05-04T17:13:34Z,,,,,5703455457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5703455461,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5703782811,197,21765,5703455455,130,4,5703455451,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5703455453,59,"1, 2, 19, 10, 38, 21, 8, 41, 39, 7, 35, 12, 4, 5, 6, 9, 15, 18, 23, 45",5703455459,194,544reefy86rc8827sl3xh3oph,5703455449,30,"bwzftrovpa0418aapl98og7l6, 9hg60gdc7h6dwo1qi4c7pc9nt, 2u8ylwu9kogk0jorpe517812i, 544reefy86rc8827sl3xh3oph, 7hs9c25dq0dbn8vrlgihjgay2, 929eyaq4a218jj3yahxtoeve2, qer4hblafo04av0aajfecclx, e58qeh3alborxqkuk5bz7nw9g, ec0e15kwv2vre5gnldajcwq8l, 8cjgce68a2vla1ebamgac4nx0, 4xnll2f9tb69wrezm04ayg76y, abaqhbxbckjup0ybs4o70vw89, a0dyuysg0p6ekvy4qkkfkwnvt, 5occq5bmrhcs8rtxwsdi18bf9, 1jp22ouky3tqtk04bvbfao7l6, 5o5f3xj6e86sw0pupxxx2nomi, eas91my7qw7etoha5plxfk9yi, bapdoe78rj82j550otb5zemwa, aulhjgm35swnx4k3rexbds8ut, f1naa48i09ck4srkhzxmdugwk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810473539,1,34,16,0,0,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-04T16:10:50.751Z,2025-05-04T21:35:57Z,,,,,5703466093,194,172cxj9mocjk4cor42kjka3mx,5703466087,59,"12, 2, 17, 19, 5, 24, 14, 26, 22, 18, 11, 1, 3, 4, 7, 8, 9, 15, 16, 32",5703777705,197,29128,5703466095,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5703466091,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5703466085,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5703466089,130,8,5703466083,30,"dk56pv43y8zo39ft9xtwyapnu, 8fqnvz74z901a2h0kgk1zezje, 95wuw8954h8drdxpx3f2wvuvo, auv81snxkpk2ybxzi8giy5azt, 2gxvele61txnvuc7sxszfqaga, c2pyie18ewq33hdvoaljwkbca, 172cxj9mocjk4cor42kjka3mx, 7yjqvzpcyyil0g7jne4hv7svd, 34lcrlx7ddks5ko8s8opi44k4, 7adevxj1o3gpqpmrv3f72v3oq, egd6w206242dh7aowfzmwyane, emce3apjphsh1r4jm5pjzyz11, 4z8yicyffnto09vgpxp2bt1pl, bwh09f38vm5unavkfqnccvx05, 1iyf1mk4eakjc13z8iwvts222, 4z3w46k9n0yocg319dcewwz8q, 6yyum3rgz21z8aln67irm508a, 39zbpdxha7mync2430sxuig9h, 3jgniouh70v4y74ly7u681o89, 342b6q9d0ghvvizc2s6801ses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532623,2,32,1,0,0,c7jgkxx1czv5etn7snf1r6p2m,1,0.0,0.0,2025-05-04T17:15:15.496Z,2025-05-04T17:15:17Z,,,,,5703792053,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532611,2,32,1,0,0,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-04T17:15:15.496Z,2025-05-04T17:15:15Z,,,,,5703792023,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532661,3,1,1,0,0,eujf9nqky8c5jnahb2f76m86o,1,49.8,50.0,2025-05-04T17:15:15.497Z,2025-05-04T17:15:18Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5703792319,279,S,5703792313,141,53.7,5703792315,212,5.7,5703792311,140,44.9,5703792321,278,,5703792309,56,Back,5703792317,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532685,4,1,1,0,3,eujf9nqky8c5jnahb2f76m86o,1,44.2,53.3,2025-05-04T17:15:18.737Z,2025-05-04T17:15:20Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5703792483,213,3.64,5703792477,140,31.1,5703792479,141,42.4,5703792473,56,Back,5703792481,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532705,5,1,1,0,4,eujf9nqky8c5jnahb2f76m86o,1,31.1,42.4,2025-05-04T17:15:20.472Z,2025-05-04T17:15:22Z,2gxvele61txnvuc7sxszfqaga,J. Haahr,,,5703792627,212,31.7,5703792619,56,Center,5703792631,1,,5703792625,141,37.0,5703792621,140,61.1,5703792617,157,,5703792629,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532709,6,61,1,0,7,eujf9nqky8c5jnahb2f76m86o,0,60.5,38.2,2025-05-04T17:15:22.528Z,2025-05-04T17:15:23Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5703792655,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532745,4,1,1,0,8,c7jgkxx1czv5etn7snf1r6p2m,1,34.8,59.7,2025-05-04T17:15:23.585Z,2025-05-04T17:15:25Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5703792819,212,17.2,5703792813,56,Back,5703792821,213,3.97,5703792815,140,23.7,5703792817,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532801,5,1,1,0,9,c7jgkxx1czv5etn7snf1r6p2m,1,23.7,41.0,2025-05-04T17:15:24.936Z,2025-05-04T17:15:28Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703793197,141,49.1,5703793201,212,18.3,5703793195,140,7.1,5703793205,213,2.84,5703793193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532889,6,1,1,0,12,c7jgkxx1czv5etn7snf1r6p2m,1,7.2,51.2,2025-05-04T17:15:28.416Z,2025-05-04T17:15:34Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5703793651,213,1.54,5703793645,140,7.9,5703793649,212,21.0,5703793643,56,Back,5703793647,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810532905,7,1,1,0,18,c7jgkxx1czv5etn7snf1r6p2m,0,15.2,90.8,2025-05-04T17:15:33.994Z,2025-05-04T17:15:39Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703793719,212,13.7,5703793713,140,24.1,5703793711,56,Back,5703793721,213,5.46,5703793715,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533007,7,83,1,0,21,eujf9nqky8c5jnahb2f76m86o,0,67.3,26.4,2025-05-04T17:15:36.920Z,2025-05-04T18:07:16Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5703795001,399,e58qeh3alborxqkuk5bz7nw9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533083,8,1,1,0,25,c7jgkxx1czv5etn7snf1r6p2m,1,29.3,53.3,2025-05-04T17:15:41.265Z,2025-05-04T17:15:48Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5703794791,141,30.6,5703794795,213,4.49,5703794787,56,Back,5703794793,212,15.8,5703794789,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533131,9,1,1,0,32,c7jgkxx1czv5etn7snf1r6p2m,1,37.2,35.1,2025-05-04T17:15:47.913Z,2025-05-04T17:15:50Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703795057,140,36.0,5703795055,56,Back,5703795061,212,18.0,5703795063,213,1.64,5703795059,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533165,10,1,1,0,35,c7jgkxx1czv5etn7snf1r6p2m,1,40.8,67.6,2025-05-04T17:15:50.777Z,2025-05-04T17:15:53Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703795319,212,14.6,5703795313,56,Back,5703795321,213,1.58,5703795315,140,40.7,5703795317,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533237,11,1,1,0,38,c7jgkxx1czv5etn7snf1r6p2m,0,40.7,89.6,2025-05-04T17:15:53.521Z,2025-05-04T17:15:57Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703795741,141,76.7,5703795735,155,,5703795737,56,Center,5703795745,213,6.15,5703795747,1,,5703795739,140,100.0,5703795743,212,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533525,8,5,1,0,41,eujf9nqky8c5jnahb2f76m86o,1,-1.2,19.3,2025-05-04T17:15:57.456Z,2025-05-04T19:27:54Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5703797481,56,Back,5703797483,346,,5703797749,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533543,12,5,1,0,41,c7jgkxx1czv5etn7snf1r6p2m,0,101.2,80.7,2025-05-04T17:15:57.456Z,2025-05-04T19:27:55Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703797593,56,Left,5703797793,233,8,5703797595,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533547,9,1,1,1,3,eujf9nqky8c5jnahb2f76m86o,0,2.9,56.9,2025-05-04T17:16:18.944Z,2025-05-04T17:16:22Z,dk56pv43y8zo39ft9xtwyapnu,J. de Boer,,,5703797627,74,,5703797611,124,,5703797615,140,47.0,5703797613,56,Back,5703797619,212,48.6,5703797617,141,78.4,5703797621,213,0.31,5703797623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533555,13,44,1,1,5,c7jgkxx1czv5etn7snf1r6p2m,1,50.6,20.0,2025-05-04T17:16:21.081Z,2025-05-04T19:27:23Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5703797765,233,10,5703797835,286,,5703797651,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533561,10,44,1,1,5,eujf9nqky8c5jnahb2f76m86o,0,49.4,80.0,2025-05-04T17:16:21.082Z,2025-05-04T19:27:23Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5703797671,56,Back,5703797807,233,13,5704366289,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533565,14,1,1,1,5,c7jgkxx1czv5etn7snf1r6p2m,0,46.6,17.4,2025-05-04T17:16:21.361Z,2025-05-04T19:38:31Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5703797707,3,,5703797713,141,9.5,5703797709,56,Right,5703797715,212,14.0,5703797717,213,5.89,5703797711,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533617,11,1,1,1,7,eujf9nqky8c5jnahb2f76m86o,1,34.5,90.9,2025-05-04T17:16:23.080Z,2025-05-04T17:16:26Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703798003,140,35.1,5703798009,213,4.81,5703797999,157,,5703798001,56,Back,5703798005,141,81.5,5703798011,1,,5703798007,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533627,12,44,1,1,10,eujf9nqky8c5jnahb2f76m86o,1,39.4,83.4,2025-05-04T17:16:26.016Z,2025-05-04T19:27:24Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5703798063,56,Back,5703798083,233,15,5703798065,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533611,15,44,1,1,10,c7jgkxx1czv5etn7snf1r6p2m,0,60.6,16.6,2025-05-04T17:16:26.017Z,2025-05-04T19:27:24Z,qer4hblafo04av0aajfecclx,I. Fossum,,,5703798131,233,12,5703797975,56,Right,5703797977,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533651,13,1,1,1,10,eujf9nqky8c5jnahb2f76m86o,1,35.1,81.5,2025-05-04T17:16:26.027Z,2025-05-04T19:28:00Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5703798187,213,5.98,5703798185,212,4.1,5703798179,56,Back,5703798181,140,38.8,5703798183,141,79.7,5703798177,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533661,14,61,1,1,12,eujf9nqky8c5jnahb2f76m86o,0,38.8,79.7,2025-05-04T17:16:28.257Z,2025-05-04T17:16:29Z,egd6w206242dh7aowfzmwyane,A. Scriven,,,5703798223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533673,16,1,1,1,12,c7jgkxx1czv5etn7snf1r6p2m,1,46.4,18.8,2025-05-04T17:16:28.440Z,2025-05-04T17:16:30Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5703798301,141,20.9,5703798305,213,0.13,5703798299,140,56.8,5703798295,3,,5703798303,212,11.0,5703798297,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533677,17,61,1,1,14,c7jgkxx1czv5etn7snf1r6p2m,0,56.8,20.9,2025-05-04T17:16:29.817Z,2025-05-04T17:16:30Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5703798319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533681,15,43,1,1,14,eujf9nqky8c5jnahb2f76m86o,1,0.0,0.0,2025-05-04T17:16:30.240Z,2025-05-04T17:16:35Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5703798897,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533719,16,1,1,1,14,eujf9nqky8c5jnahb2f76m86o,1,36.5,73.9,2025-05-04T17:16:30.385Z,2025-05-04T17:16:32Z,7yjqvzpcyyil0g7jne4hv7svd,A. Kryger,,,5703798569,213,5.22,5703798563,140,44.5,5703798565,141,51.9,5703798561,56,Back,5703798567,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533789,17,1,1,1,16,eujf9nqky8c5jnahb2f76m86o,1,44.5,51.9,2025-05-04T17:16:32.288Z,2025-05-04T17:16:36Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5703798975,213,4.37,5703798969,140,40.0,5703798971,141,32.1,5703798973,212,14.3,5703798967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533855,18,1,1,1,20,eujf9nqky8c5jnahb2f76m86o,1,34.1,18.6,2025-05-04T17:16:36.033Z,2025-05-04T17:16:40Z,8fqnvz74z901a2h0kgk1zezje,L. Görlich,,,5703799401,140,61.3,5703799405,212,29.5,5703799403,141,7.9,5703799407,213,6.03,5703799399,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533861,19,61,1,1,24,eujf9nqky8c5jnahb2f76m86o,0,61.3,7.9,2025-05-04T17:16:40.424Z,2025-05-04T17:16:41Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5703799469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533941,18,5,1,1,26,c7jgkxx1czv5etn7snf1r6p2m,1,36.1,101.2,2025-05-04T17:16:41.961Z,2025-05-04T19:27:55Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703799955,233,20,5703799893,347,,5703799891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810533895,20,5,1,1,26,eujf9nqky8c5jnahb2f76m86o,0,63.9,-1.2,2025-05-04T17:16:41.961Z,2025-05-04T19:27:56Z,172cxj9mocjk4cor42kjka3mx,E. Saunes,,,5703799663,347,,5703799661,56,Right,5703799987,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534089,19,1,1,1,29,c7jgkxx1czv5etn7snf1r6p2m,1,33.8,100.0,2025-05-04T17:16:44.554Z,2025-05-04T17:16:54Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703800625,107,,5703800645,213,3.85,5703800637,141,84.4,5703800629,56,Back,5703800635,140,21.3,5703800641,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534107,20,1,1,1,38,c7jgkxx1czv5etn7snf1r6p2m,1,29.6,68.8,2025-05-04T17:16:54.001Z,2025-05-04T17:16:55Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703800717,212,15.5,5703800719,213,1.67,5703800713,140,28.1,5703800715,141,91.5,5703800711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534175,21,1,1,1,39,c7jgkxx1czv5etn7snf1r6p2m,1,28.1,91.5,2025-05-04T17:16:55.193Z,2025-05-04T17:16:59Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703801143,141,61.1,5703801151,213,4.08,5703801135,56,Back,5703801137,140,13.6,5703801147,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534237,22,1,1,1,43,c7jgkxx1czv5etn7snf1r6p2m,1,14.1,50.6,2025-05-04T17:16:59.298Z,2025-05-04T17:17:02Z,bwzftrovpa0418aapl98og7l6,S. Tangvik,,,5703801501,212,15.5,5703801497,140,20.0,5703801503,213,5.12,5703801499,141,29.7,5703801495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534261,23,1,1,1,46,c7jgkxx1czv5etn7snf1r6p2m,1,24.4,28.8,2025-05-04T17:17:02.338Z,2025-05-04T17:17:04Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703801625,212,22.8,5703801627,213,0.36,5703801621,140,44.7,5703801623,141,40.6,5703801619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534281,24,1,1,1,48,c7jgkxx1czv5etn7snf1r6p2m,1,44.7,40.6,2025-05-04T17:17:04.249Z,2025-05-04T17:17:06Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5703801809,156,,5703801777,212,5.7,5703801773,140,39.4,5703801779,213,3.36,5703801771,56,Back,5703801775,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534291,25,1,1,1,51,c7jgkxx1czv5etn7snf1r6p2m,0,39.4,38.8,2025-05-04T17:17:06.532Z,2025-05-04T17:17:07Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5703801843,56,Right,5703801849,212,28.2,5703801851,213,5.63,5703801841,155,,5703801845,140,60.8,5703801847,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534307,21,8,1,1,52,eujf9nqky8c5jnahb2f76m86o,1,32.2,88.7,2025-05-04T17:17:07.833Z,2025-05-04T18:09:07Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703801951,56,Back,5704046045,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534347,26,8,1,1,53,c7jgkxx1czv5etn7snf1r6p2m,1,56.2,8.2,2025-05-04T17:17:08.698Z,2025-05-04T19:28:13Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703802175,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534525,22,5,1,1,54,eujf9nqky8c5jnahb2f76m86o,1,46.2,101.6,2025-05-04T17:17:09.881Z,2025-05-04T19:27:56Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703803125,233,27,5703803097,347,,5703803095,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534355,27,5,1,1,54,c7jgkxx1czv5etn7snf1r6p2m,0,53.8,-1.6,2025-05-04T17:17:09.881Z,2025-05-04T19:27:56Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703802211,347,,5703802209,56,Right,5703803165,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534561,23,1,1,2,6,eujf9nqky8c5jnahb2f76m86o,1,36.8,100.0,2025-05-04T17:17:21.625Z,2025-05-04T17:17:24Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703803249,56,Left,5703803259,1,,5703803253,141,92.4,5703803251,140,66.6,5703803255,212,32.0,5703803257,213,6.08,5703803247,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534575,24,44,1,2,8,eujf9nqky8c5jnahb2f76m86o,1,66.4,91.2,2025-05-04T17:17:24.144Z,2025-05-04T19:27:24Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5703803527,233,28,5703803301,56,Left,5703803305,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534607,28,44,1,2,8,c7jgkxx1czv5etn7snf1r6p2m,0,33.6,8.8,2025-05-04T17:17:24.145Z,2025-05-04T19:27:25Z,7hs9c25dq0dbn8vrlgihjgay2,M. Ceïde,,,5703803503,56,Back,5703803591,233,24,5703803505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534591,25,1,1,2,8,eujf9nqky8c5jnahb2f76m86o,1,66.6,92.4,2025-05-04T17:17:24.369Z,2025-05-04T17:24:26Z,34lcrlx7ddks5ko8s8opi44k4,H. Larsen,,,5703803395,3,,5703803399,140,64.3,5703803397,56,Left,5703803405,213,4.03,5703803429,156,,5703803401,141,88.0,5703803403,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534651,29,4,1,2,12,c7jgkxx1czv5etn7snf1r6p2m,1,38.0,15.5,2025-05-04T17:17:28.467Z,2025-05-04T19:25:01Z,e58qeh3alborxqkuk5bz7nw9g,S. Nypan,,,5703803773,13,,5703803781,265,,5703804009,233,26,5703803785,286,,5703803775,56,Back,5703803777,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534673,26,4,1,2,12,eujf9nqky8c5jnahb2f76m86o,0,62.0,84.5,2025-05-04T17:17:28.468Z,2025-05-04T19:25:01Z,7adevxj1o3gpqpmrv3f72v3oq,Duarte Moreira,,,5703803973,152,,5703803971,56,Left,5703803975,265,,5703804045,233,29,5703803967,13,,5703803977,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534941,30,1,1,2,30,c7jgkxx1czv5etn7snf1r6p2m,1,40.0,14.3,2025-05-04T17:17:45.996Z,2025-05-04T17:17:47Z,9hg60gdc7h6dwo1qi4c7pc9nt,E. Reitan,,,5703805515,152,,5703805521,141,64.6,5703805517,56,Back,5703805525,213,1.91,5703805527,1,,5703805519,140,28.5,5703805513,5,,5703805523,212,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810534961,31,1,1,2,31,c7jgkxx1czv5etn7snf1r6p2m,1,28.5,64.6,2025-05-04T17:17:47.339Z,2025-05-04T17:17:48Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703805657,212,21.9,5703805653,140,41.1,5703805659,213,0.92,5703805651,56,Back,5703805655,141,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810535055,32,1,1,2,32,c7jgkxx1czv5etn7snf1r6p2m,1,41.1,90.3,2025-05-04T17:17:48.307Z,2025-05-04T17:17:53Z,2u8ylwu9kogk0jorpe517812i,A. Pereira,,,5703806095,140,37.7,5703806093,56,Back,5703806099,212,14.7,5703806097,141,69.4,5703806101,213,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810535077,33,1,1,2,38,c7jgkxx1czv5etn7snf1r6p2m,1,43.8,67.2,2025-05-04T17:17:53.548Z,2025-05-04T17:17:54Z,929eyaq4a218jj3yahxtoeve2,T. Nemčík,,,5703806217,141,62.7,5703806221,213,6.14,5703806215,140,63.8,5703806213,56,Center,5703806219,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810535109,34,1,1,2,39,c7jgkxx1czv5etn7snf1r6p2m,1,63.8,62.7,2025-05-04T17:17:54.634Z,2025-05-04T17:17:56Z,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,5703806333,213,3.18,5703806327,212,5.0,5703806319,56,Center,5703806321,140,59.0,5703806401,156,,5703806323,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810535147,35,1,1,2,40,c7jgkxx1czv5etn7snf1r6p2m,0,59.0,62.4,2025-05-04T17:17:56.371Z,2025-05-04T17:17:57Z,544reefy86rc8827sl3xh3oph,O. Selnæs,,,5703806501,212,27.2,5703806489,155,,5703806497,141,37.6,5703806493,56,Center,5703806507,213,5.61,5703806495,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810535207,27,1,1,2,42,eujf9nqky8c5jnahb2f76m86o,1,18.0,64.8,2025-05-04T17:17:57.720Z,2025-05-04T17:18:00Z,95wuw8954h8drdxpx3f2wvuvo,L. Qvigstad,,,5703806797,3,,5703806803,141,69.7,5703806807,213,0.44,5703806799,56,Back,5703806805,212,7.8,5703806801,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810535315,29,1,1,2,48,eujf9nqky8c5jnahb2f76m86o,1,56.2,83.9,2025-05-04T17:18:03.641Z,2025-05-04T17:18:07Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5703807449,212,4.4,5703807437,56,Left,5703807441,140,58.4,5703807451,213,1.02,5703807445,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
