id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2819415615,1,34,16,0,0,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-26T16:13:54.375Z,2025-05-26T20:57:59Z,,,,,5752955255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5753017051,197,23564,5752955249,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5752955257,194,c1jlypnkt4c9y9vdnjkvxa85x,5752955251,59,"1, 14, 16, 15, 5, 3, 25, 7, 11, 22, 8, 12, 2, 4, 17, 19, 26, 28, 33, 42",5752955253,130,12,5752955259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5752955247,30,"7f0drwvw3zquh352luxegqtpl, 2dgff1agcaa5ohb0f4wn64ay2, 58ufmirzy800nq7gucsiz3hg4, 67nybn375tyqdqae4m1yk407o, 5u4eoypx0tb3t0brk2dv8sm0a, 1pobxn4eg4l8phk4ug0t56t7u, euc11yjkfscwt6xsiitlorz10, c1jlypnkt4c9y9vdnjkvxa85x, etz2bmorno30rw9efxkc0ufo, 3iolpwrv18gtlyse7ih3nt91w, 3usrzzduezg3zt3usvuayxxm2, 7ka7fuh355172r0uh84n4z7u2, 5szykye2vk3nx7r5lhzn2ljx0, 657z9s0rqlzub9nmdpb7ct82c, 26ro2zdtkq9ia7dzr9ellxkvd, biibwjyc33yv901fetordsv84, 3hup5rvg21nkou5psia9pe9sk, 7yjrb3xvu6xzo23j6d8eu2sfe, c78cublmvb2gg8gzk999xn9hx, dvrvgq5j49kb9vfergmluyxyi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819417617,1,34,16,0,0,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-26T16:22:20.021Z,2025-05-26T19:58:19Z,,,,,5753015867,194,2d9k8p22131is7op7vcn0arbp,5752966605,59,"21, 6, 27, 29, 4, 55, 26, 15, 80, 10, 11, 1, 3, 5, 9, 14, 20, 22, 23",5752966607,130,7,5752966601,30,"b5kti1udidgdjke5raks6iezu, 2d9k8p22131is7op7vcn0arbp, uw1y94hwwthwor4cohho58gk, 2rny9fva4m8awyltbc4ipftw4, fbd96sw3egypi2key2hxbnu2, 3ga4zm8ifo0ohz7xe03jxswkp, 3nl291loxoqoghj60c05rubro, a4de7kgp5ivhwckmtv5htu162, 4krwgfspxdgpq1pli11b04iga, 1w8gujxthv0lfjrn98paa1uga, 9xxdec5pv5plas9ve4ehs4nop, cpcjoijkj6xhmcbfnyuarh1hx, rzfthr8qys67ormz869jrndg, cft1n7qn5juaedelpvqwo2f3d, dodkgckgbecal0vivr1jf0hzo, c9tn3kw240q4qmcbml5vyb6z8, 8e70fy4a8pmhkhizrhlq261as, bi90ts7bjqsllbei6qtmx6has, c9a0owmk742hzaoxqlmxrruju",5753015691,197,531,5752966611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5752966603,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5752966609,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426307,2,32,1,0,0,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-26T17:01:34.862Z,2025-05-26T17:01:37Z,,,,,5753017531,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426303,2,32,1,0,0,4q0b35m26thti4c2on9a3npk0,1,0.0,0.0,2025-05-26T17:01:34.862Z,2025-05-26T17:01:35Z,,,,,5753017517,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426321,3,1,1,0,0,4q0b35m26thti4c2on9a3npk0,1,50.1,49.4,2025-05-26T17:01:34.863Z,2025-05-26T17:01:38Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5753017633,212,19.5,5753017627,56,Back,5753017637,279,S,5753017629,140,32.6,5753017635,213,2.81,5753017631,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426327,4,1,1,0,3,4q0b35m26thti4c2on9a3npk0,1,32.6,58.8,2025-05-26T17:01:38.255Z,2025-05-26T17:54:45Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753017679,213,1.21,5753017673,140,36.5,5753017677,212,11.6,5753017675,141,74.7,5753017671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426349,5,1,1,0,3,4q0b35m26thti4c2on9a3npk0,1,36.5,74.7,2025-05-26T17:01:38.855Z,2025-05-26T17:01:44Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5753017797,140,25.6,5753017801,212,30.5,5753017799,141,33.1,5753017795,56,Back,5753017803,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426375,6,1,1,0,9,4q0b35m26thti4c2on9a3npk0,1,25.6,33.3,2025-05-26T17:01:43.999Z,2025-05-26T17:54:44Z,1pobxn4eg4l8phk4ug0t56t7u,A. Aleesami,,,5753017971,141,59.0,5753017975,213,1.41,5753017969,140,28.3,5753017967,56,Back,5753017973,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426399,7,1,1,0,12,4q0b35m26thti4c2on9a3npk0,1,28.0,59.3,2025-05-26T17:01:47.479Z,2025-05-26T17:03:11Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753018119,212,23.0,5753018121,213,3.83,5753018117,141,37.9,5753018113,56,Back,5753018115,140,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426439,8,1,1,0,15,4q0b35m26thti4c2on9a3npk0,0,10.9,37.9,2025-05-26T17:01:50.479Z,2025-05-26T17:01:55Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5753018319,141,45.7,5753018321,212,67.0,5753018313,157,,5753018323,213,0.08,5753018325,1,,5753018317,140,74.5,5753018315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426463,3,44,1,0,19,8q6cv8g4bd3xdl7m88kll16na,1,28.4,60.2,2025-05-26T17:01:54.557Z,2025-05-26T20:24:42Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753018451,285,,5753018449,56,Back,5753018469,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426449,9,44,1,0,19,4q0b35m26thti4c2on9a3npk0,0,71.6,39.8,2025-05-26T17:01:54.558Z,2025-05-26T19:08:41Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753018371,56,Center,5753018373,286,,5753018473,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426467,4,1,1,0,19,8q6cv8g4bd3xdl7m88kll16na,0,33.4,70.0,2025-05-26T17:01:54.766Z,2025-05-26T20:24:49Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753018455,56,Back,5753018461,212,5.9,5753018457,140,38.8,5753018463,213,0.28,5753018453,3,,5753018459,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426461,10,61,1,0,20,4q0b35m26thti4c2on9a3npk0,1,74.5,45.7,2025-05-26T17:01:55.346Z,2025-05-26T17:01:56Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753018447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426477,5,56,1,0,23,8q6cv8g4bd3xdl7m88kll16na,1,19.9,95.3,2025-05-26T17:01:57.918Z,2025-05-26T20:24:56Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753018519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426527,6,5,1,0,24,8q6cv8g4bd3xdl7m88kll16na,1,21.0,101.8,2025-05-26T17:01:59.712Z,2025-05-26T19:09:19Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753023807,233,11,5753018723,56,Back,5753018727,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426487,11,5,1,0,24,4q0b35m26thti4c2on9a3npk0,0,79.0,-1.8,2025-05-26T17:01:59.712Z,2025-05-26T19:09:20Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753018565,347,,5753018563,56,Right,5753023827,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426581,7,1,1,0,39,8q6cv8g4bd3xdl7m88kll16na,1,23.1,100.0,2025-05-26T17:02:14.062Z,2025-05-26T17:02:15Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753019045,213,5.76,5753019035,107,,5753019047,1,,5753019037,56,Back,5753019041,141,83.6,5753019043,212,25.0,5753019039,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426583,8,1,1,0,40,8q6cv8g4bd3xdl7m88kll16na,1,43.7,83.6,2025-05-26T17:02:15.366Z,2025-05-26T17:02:16Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753019057,141,85.6,5753019093,156,,5753019055,140,32.8,5753019061,213,3.02,5753019053,56,Back,5753019059,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426599,9,1,1,0,43,8q6cv8g4bd3xdl7m88kll16na,0,32.7,90.0,2025-05-26T17:02:17.997Z,2025-05-26T17:02:19Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753019141,1,,5753019131,56,Center,5753019135,141,71.1,5753019139,213,5.96,5753019129,155,,5753019137,212,40.0,5753019133,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426625,13,1,1,0,45,4q0b35m26thti4c2on9a3npk0,1,25.0,17.9,2025-05-26T17:02:20.703Z,2025-05-26T17:02:24Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753019297,213,2.42,5753019293,141,33.4,5753019289,56,Back,5753019291,140,13.5,5753019295,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426641,14,1,1,0,49,4q0b35m26thti4c2on9a3npk0,1,10.1,41.9,2025-05-26T17:02:24.479Z,2025-05-26T17:02:27Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5753019369,140,21.6,5753019373,212,13.2,5753019367,56,Back,5753019375,213,0.41,5753019371,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426657,15,1,1,0,52,4q0b35m26thti4c2on9a3npk0,1,21.6,49.6,2025-05-26T17:02:27.231Z,2025-05-26T17:02:30Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5753019455,140,13.3,5753019461,213,4.35,5753019457,141,16.1,5753019453,56,Back,5753019459,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426669,16,1,1,0,55,4q0b35m26thti4c2on9a3npk0,1,13.3,16.1,2025-05-26T17:02:29.903Z,2025-05-26T17:02:31Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753019527,213,1.79,5753019523,141,44.6,5753019521,140,9.1,5753019525,212,19.9,5753019519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426681,17,1,1,0,56,4q0b35m26thti4c2on9a3npk0,1,9.1,44.6,2025-05-26T17:02:31.639Z,2025-05-26T17:02:32Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5753019599,141,63.9,5753019597,140,10.6,5753019603,213,1.45,5753019601,212,13.2,5753019595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426687,18,1,1,0,57,4q0b35m26thti4c2on9a3npk0,1,10.6,63.9,2025-05-26T17:02:32.655Z,2025-05-26T17:02:33Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5753019641,141,53.6,5753019639,140,20.5,5753019643,212,12.5,5753019645,213,5.69,5753019637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426723,19,1,1,0,58,4q0b35m26thti4c2on9a3npk0,1,20.5,53.6,2025-05-26T17:02:33.599Z,2025-05-26T17:02:38Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5753019803,141,79.9,5753019807,213,0.88,5753019805,212,23.3,5753019801,140,34.7,5753019799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426729,20,1,1,1,3,4q0b35m26thti4c2on9a3npk0,0,35.2,80.2,2025-05-26T17:02:37.896Z,2025-05-26T17:55:23Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753029233,286,,5753019865,140,37.8,5753029227,236,,5753019871,213,5.32,5753019867,141,74.4,5753029229,233,10,5753019869,212,4.8,5753019863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426741,10,74,1,1,3,8q6cv8g4bd3xdl7m88kll16na,1,63.1,5.9,2025-05-26T17:02:37.897Z,2025-05-26T19:08:21Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753019961,285,,5753029259,233,20,5753019959,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426733,21,3,1,1,4,4q0b35m26thti4c2on9a3npk0,0,35.7,85.2,2025-05-26T17:02:39.783Z,2025-05-26T17:08:55Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753019899,286,,5753020073,233,11,5753019897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426757,11,7,1,1,4,8q6cv8g4bd3xdl7m88kll16na,0,64.3,14.8,2025-05-26T17:02:39.784Z,2025-05-26T17:07:39Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753020035,285,,5753020031,167,,5753020041,233,21,5753020033,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426753,23,61,1,1,5,4q0b35m26thti4c2on9a3npk0,1,31.2,87.7,2025-05-26T17:02:40.207Z,2025-05-26T17:08:59Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753020023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426775,12,5,1,1,6,8q6cv8g4bd3xdl7m88kll16na,1,63.2,-1.8,2025-05-26T17:02:41.254Z,2025-05-26T19:09:20Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753020135,56,Right,5753020137,347,,5753020181,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426743,22,5,1,1,6,4q0b35m26thti4c2on9a3npk0,0,36.8,101.8,2025-05-26T17:02:41.254Z,2025-05-26T17:02:51Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,,5753019965,347,,5753020187,233,12,5753019963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426777,13,1,1,1,12,8q6cv8g4bd3xdl7m88kll16na,1,63.4,0.0,2025-05-26T17:02:47.317Z,2025-05-26T17:09:26Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753020143,56,Right,5753020149,212,14.9,5753020141,107,,5753020147,141,7.9,5753034537,189,,5753020145,140,50.6,5753020151,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426791,14,1,1,1,16,8q6cv8g4bd3xdl7m88kll16na,1,46.7,11.7,2025-05-26T17:02:51.773Z,2025-05-26T17:02:53Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753020243,56,Back,5753020247,141,42.1,5753020249,212,23.3,5753020245,140,36.4,5753020251,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426793,15,1,1,1,18,8q6cv8g4bd3xdl7m88kll16na,0,36.4,42.1,2025-05-26T17:02:52.885Z,2025-05-26T17:02:57Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753020265,213,5.75,5753020345,236,,5753020351,286,,5753020347,233,24,5753020259,140,39.6,5753020267,1,,5753020261,141,39.2,5753020255,157,,5753020263,212,3.9,5753020257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,
2819426805,24,74,1,1,18,4q0b35m26thti4c2on9a3npk0,1,67.4,66.0,2025-05-26T17:02:52.886Z,2025-05-26T19:08:21Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5753020333,56,Center,5753020335,285,,5753020365,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426821,16,1,1,1,21,8q6cv8g4bd3xdl7m88kll16na,1,39.5,33.7,2025-05-26T17:02:55.974Z,2025-05-26T17:03:00Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753020447,213,2.66,5753020439,56,Back,5753020443,141,57.9,5753020449,1,,5753020441,140,9.5,5753020445,212,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426831,17,1,1,1,25,8q6cv8g4bd3xdl7m88kll16na,1,9.7,59.7,2025-05-26T17:03:00.341Z,2025-05-26T17:03:03Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5753020481,140,29.1,5753020485,212,28.2,5753020479,56,Back,5753020487,213,0.76,5753020483,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426845,18,1,1,1,28,8q6cv8g4bd3xdl7m88kll16na,1,29.3,88.3,2025-05-26T17:03:02.981Z,2025-05-26T17:03:05Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753020555,56,Back,5753020561,212,17.6,5753020557,140,46.1,5753020559,141,87.7,5753020563,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426869,19,1,1,1,30,8q6cv8g4bd3xdl7m88kll16na,1,29.6,90.2,2025-05-26T17:03:05.206Z,2025-05-26T17:03:10Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753020675,213,4.04,5753020671,141,47.5,5753020669,140,7.8,5753020667,56,Back,5753020673,212,37.0,5753020677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426877,20,1,1,1,35,8q6cv8g4bd3xdl7m88kll16na,1,10.1,35.8,2025-05-26T17:03:10.092Z,2025-05-26T17:03:12Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5753020711,140,31.5,5753020715,212,30.9,5753020709,56,Back,5753020717,213,5.53,5753020713,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426899,21,1,1,1,37,8q6cv8g4bd3xdl7m88kll16na,1,31.5,4.7,2025-05-26T17:03:12.141Z,2025-05-26T17:03:15Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753020845,212,15.3,5753020841,140,20.3,5753020843,141,19.1,5753020847,213,2.45,5753020839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426907,22,1,1,1,40,8q6cv8g4bd3xdl7m88kll16na,0,25.6,15.2,2025-05-26T17:03:15.748Z,2025-05-26T17:03:17Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753020897,141,0.0,5753020895,140,63.2,5753020901,213,6.00,5753020893,56,Right,5753020899,212,41.1,5753020891,157,,5753020903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426911,23,5,1,1,42,8q6cv8g4bd3xdl7m88kll16na,0,58.8,-1.6,2025-05-26T17:03:17.113Z,2025-05-26T19:55:40Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753020915,56,Right,5753021321,233,25,5753020921,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426983,25,5,1,1,42,4q0b35m26thti4c2on9a3npk0,1,41.2,101.6,2025-05-26T17:03:17.113Z,2025-05-26T19:09:21Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5753021267,56,Back,5753021269,347,,5753021283,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426997,26,1,1,1,54,4q0b35m26thti4c2on9a3npk0,1,52.9,100.0,2025-05-26T17:03:29.561Z,2025-05-26T17:54:17Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753021333,107,,5753021337,140,59.2,5753021343,213,5.18,5753021339,141,82.9,5753021335,56,Left,5753021341,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819448051,454,61,1,1,55,4q0b35m26thti4c2on9a3npk0,0,70.9,94.1,2025-05-26T17:03:29.862Z,2025-05-26T17:56:01Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5753141121,56,Left,5753143801,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427005,24,1,1,1,57,8q6cv8g4bd3xdl7m88kll16na,0,41.4,17.4,2025-05-26T17:03:32.493Z,2025-05-26T17:03:34Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753021365,157,,5753021409,233,27,5753021371,141,18.2,5753021413,286,,5753021367,56,Back,5753021373,212,1.1,5753021375,213,0.52,5753021407,236,,5753021377,1,,5753021369,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,
2819427009,27,74,1,1,57,4q0b35m26thti4c2on9a3npk0,1,57.6,85.0,2025-05-26T17:03:32.494Z,2025-05-26T19:08:21Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5753021391,56,Left,5753021393,285,,5753021427,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427053,28,1,1,1,59,4q0b35m26thti4c2on9a3npk0,1,57.6,85.0,2025-05-26T17:03:33.990Z,2025-05-26T17:03:37Z,3usrzzduezg3zt3usvuayxxm2,S. Hestnes,,,5753021583,212,2.1,5753021577,56,Left,5753021579,140,59.4,5753021585,213,5.82,5753021581,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427057,29,4,1,2,1,4q0b35m26thti4c2on9a3npk0,1,63.2,89.4,2025-05-26T17:03:36.387Z,2025-05-26T17:03:41Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5753021617,13,,5753021625,286,,5753021623,265,,5753021653,233,25,5753021619,56,Left,5753021621,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427049,25,4,1,2,1,8q6cv8g4bd3xdl7m88kll16na,0,36.8,10.6,2025-05-26T17:03:36.388Z,2025-05-26T17:03:41Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753021607,13,,5753021615,285,,5753021613,265,,5753021609,56,Back,5753021671,233,29,5753021611,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427191,30,1,1,2,23,4q0b35m26thti4c2on9a3npk0,1,61.7,87.1,2025-05-26T17:03:58.270Z,2025-05-26T17:04:01Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5753022431,212,21.3,5753022425,56,Left,5753022427,140,82.0,5753022433,213,6.23,5753022421,5,,5753022429,141,85.4,5753022423,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427193,31,1,1,2,26,4q0b35m26thti4c2on9a3npk0,0,82.1,85.6,2025-05-26T17:04:01.247Z,2025-05-26T17:56:20Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753022465,2,,5753022471,140,85.0,5753022475,212,15.7,5753022477,213,4.91,5753022473,141,63.0,5753022469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427205,26,12,1,2,27,8q6cv8g4bd3xdl7m88kll16na,1,11.2,18.9,2025-05-26T17:04:02.434Z,2025-05-26T17:59:42Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753022557,140,19.6,5753022559,141,25.6,5753022563,213,0.48,5753022555,56,Back,5753022561,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427243,27,12,1,2,29,8q6cv8g4bd3xdl7m88kll16na,1,19.6,25.6,2025-05-26T17:04:04.228Z,2025-05-26T17:04:10Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753022781,141,100.0,5753022785,213,1.16,5753022779,140,41.0,5753022777,56,Back,5753022783,212,56.0,5753022821,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427247,28,5,1,2,34,8q6cv8g4bd3xdl7m88kll16na,0,43.2,101.0,2025-05-26T17:04:09.636Z,2025-05-26T19:09:22Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753022795,56,Back,5753023091,233,32,5753022797,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427293,32,5,1,2,34,4q0b35m26thti4c2on9a3npk0,1,56.8,-1.0,2025-05-26T17:04:09.636Z,2025-05-26T19:09:21Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,,5753023063,233,28,5753023039,347,,5753023037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427307,33,1,1,2,42,4q0b35m26thti4c2on9a3npk0,1,48.9,0.0,2025-05-26T17:04:17.302Z,2025-05-26T17:13:43Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,,5753023137,1,,5753023129,140,23.4,5753023135,213,2.67,5753023157,189,,5753023127,56,Back,5753023133,212,30.1,5753023125,107,,5753023131,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
