id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2819444213,288,1,1,42,11,8q6cv8g4bd3xdl7m88kll16na,1,36.3,70.2,2025-05-26T17:43:45.903Z,2025-05-26T17:43:48Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753118907,141,84.1,5753118903,56,Back,5753118905,140,36.3,5753118911,212,9.5,5753118915,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444223,289,1,1,42,13,8q6cv8g4bd3xdl7m88kll16na,0,36.7,87.1,2025-05-26T17:43:48.270Z,2025-05-26T17:43:49Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753118957,141,60.3,5753118953,56,Center,5753118959,212,43.8,5753118963,213,5.85,5753118955,140,74.6,5753118965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444237,411,1,1,42,15,4q0b35m26thti4c2on9a3npk0,1,27.5,32.2,2025-05-26T17:43:50.789Z,2025-05-26T17:43:51Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753119041,141,33.3,5753119043,212,10.7,5753119039,140,37.7,5753119045,213,0.07,5753119037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444271,413,4,1,42,20,4q0b35m26thti4c2on9a3npk0,1,36.2,43.4,2025-05-26T17:43:55.815Z,2025-05-26T17:59:54Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5753119291,233,290,5753119269,265,,5753119263,13,,5753119271,286,,5753119265,56,Back,5753119267,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444277,290,4,1,42,20,8q6cv8g4bd3xdl7m88kll16na,0,63.8,56.6,2025-05-26T17:43:55.816Z,2025-05-26T17:59:54Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753119273,13,,5753119279,265,,5753119313,233,413,5753119277,152,,5753119275,56,Center,5753119317,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444463,414,1,1,42,45,4q0b35m26thti4c2on9a3npk0,1,42.5,37.4,2025-05-26T17:44:19.894Z,2025-05-26T17:44:25Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753120335,152,,5753120345,213,0.88,5753120337,56,Left,5753120347,1,,5753120331,5,,5753120341,141,88.9,5753120333,155,,5753120339,140,70.0,5753120343,212,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444489,415,1,1,42,50,4q0b35m26thti4c2on9a3npk0,1,70.0,88.9,2025-05-26T17:44:25.493Z,2025-05-26T17:44:27Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753120529,212,22.0,5753120521,140,50.5,5753120517,56,Center,5753120525,141,77.2,5753120531,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444491,416,1,1,42,52,4q0b35m26thti4c2on9a3npk0,1,50.5,77.2,2025-05-26T17:44:27.277Z,2025-05-26T17:44:28Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5753120555,56,Back,5753120561,212,19.4,5753120557,140,36.4,5753120563,213,3.85,5753120559,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444517,417,1,1,42,53,4q0b35m26thti4c2on9a3npk0,1,36.4,58.7,2025-05-26T17:44:28.598Z,2025-05-26T17:44:32Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753120749,56,Center,5753120757,213,5.52,5753120755,212,36.6,5753120753,141,21.6,5753120759,1,,5753120747,155,,5753120751,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444529,418,1,1,42,57,4q0b35m26thti4c2on9a3npk0,1,68.7,23.6,2025-05-26T17:44:32.078Z,2025-05-26T17:44:34Z,2dgff1agcaa5ohb0f4wn64ay2,H. Hoseth,,,5753120829,56,Center,5753120837,213,2.58,5753120833,141,36.7,5753120831,140,55.1,5753120835,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444539,419,1,1,42,58,4q0b35m26thti4c2on9a3npk0,1,55.1,36.7,2025-05-26T17:44:33.856Z,2025-05-26T17:44:37Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5753120911,140,51.2,5753120915,212,20.9,5753120909,56,Center,5753120917,213,1.77,5753120913,141,66.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444585,420,1,1,43,2,4q0b35m26thti4c2on9a3npk0,1,49.4,61.7,2025-05-26T17:44:37.246Z,2025-05-26T17:44:42Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5753121151,140,67.4,5753121161,213,0.05,5753121153,141,63.1,5753121157,212,18.9,5753121149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444643,421,1,1,43,7,4q0b35m26thti4c2on9a3npk0,1,58.8,64.3,2025-05-26T17:44:42.381Z,2025-05-26T17:44:50Z,etz2bmorno30rw9efxkc0ufo,O. Okeke,,,5753121481,140,48.9,5753121485,212,18.9,5753121479,56,Back,5753121487,213,4.13,5753121483,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444645,422,3,1,43,14,4q0b35m26thti4c2on9a3npk0,0,53.8,43.3,2025-05-26T17:44:49.021Z,2025-05-26T19:08:29Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753121497,286,,5753121539,233,291,5753121495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444649,291,7,1,43,14,8q6cv8g4bd3xdl7m88kll16na,1,46.2,56.7,2025-05-26T17:44:49.022Z,2025-05-26T19:08:29Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753121531,233,422,5753121517,285,,5753121515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444659,293,1,1,43,16,8q6cv8g4bd3xdl7m88kll16na,1,37.6,68.1,2025-05-26T17:44:51.166Z,2025-05-26T17:44:53Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5753121547,56,Back,5753121551,141,79.4,5753121557,213,0.62,5753121549,140,47.8,5753121555,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444697,294,1,1,43,17,8q6cv8g4bd3xdl7m88kll16na,1,48.8,82.3,2025-05-26T17:44:52.630Z,2025-05-26T17:44:57Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753121755,141,70.2,5753121751,56,Center,5753121753,140,74.5,5753121757,212,28.2,5753121759,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444709,295,3,1,43,22,8q6cv8g4bd3xdl7m88kll16na,1,74.8,82.2,2025-05-26T17:44:57.341Z,2025-05-26T17:45:03Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5753121801,56,Left,5753121805,233,423,5753121803,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444705,423,45,1,43,22,4q0b35m26thti4c2on9a3npk0,0,25.2,17.8,2025-05-26T17:44:57.341Z,2025-05-26T17:45:05Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5753121787,56,Back,5753121789,285,,5753121815,233,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444755,296,1,1,43,23,8q6cv8g4bd3xdl7m88kll16na,1,76.1,76.1,2025-05-26T17:44:58.464Z,2025-05-26T17:45:04Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5753122031,56,Center,5753122035,141,61.5,5753122039,213,3.78,5753122037,212,16.6,5753122033,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444765,297,1,1,43,26,8q6cv8g4bd3xdl7m88kll16na,1,63.9,69.4,2025-05-26T17:45:01.062Z,2025-05-26T17:45:04Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753122081,140,70.5,5753122079,56,Center,5753122085,212,21.9,5753122087,213,5.03,5753122083,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444771,298,61,1,43,28,8q6cv8g4bd3xdl7m88kll16na,0,70.9,41.0,2025-05-26T17:45:03.454Z,2025-05-26T17:45:05Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753122107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444791,425,61,1,43,32,4q0b35m26thti4c2on9a3npk0,0,29.5,64.6,2025-05-26T17:45:07.237Z,2025-05-26T17:45:07Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5753122211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444805,299,4,1,43,33,8q6cv8g4bd3xdl7m88kll16na,1,59.5,25.2,2025-05-26T17:45:08.693Z,2025-05-26T17:59:54Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753122383,233,426,5753122319,152,,5753122321,265,,5753122323,286,,5753122317,56,Center,5753122315,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444811,426,4,1,43,33,4q0b35m26thti4c2on9a3npk0,0,40.5,74.8,2025-05-26T17:45:08.694Z,2025-05-26T17:59:55Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5753122335,152,,5753122389,233,299,5753122337,265,,5753122331,13,,5753122333,56,Back,5753122339,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444881,300,1,1,43,48,8q6cv8g4bd3xdl7m88kll16na,1,51.1,20.3,2025-05-26T17:45:23.213Z,2025-05-26T17:45:24Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753122841,56,Center,5753122843,140,63.4,5753122839,152,,5753122849,213,0.52,5753122845,141,31.3,5753122847,212,14.9,5753122837,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444885,301,1,1,43,49,8q6cv8g4bd3xdl7m88kll16na,1,63.4,31.3,2025-05-26T17:45:24.472Z,2025-05-26T17:45:25Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753122893,56,Right,5753122901,213,4.79,5753122897,141,18.8,5753122899,212,8.5,5753122895,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444897,302,1,1,43,50,8q6cv8g4bd3xdl7m88kll16na,1,64.0,18.8,2025-05-26T17:45:25.741Z,2025-05-26T17:45:28Z,a4de7kgp5ivhwckmtv5htu162,E. Hagen,,,5753122985,212,9.5,5753122979,56,Right,5753122981,140,67.5,5753122983,141,5.9,5753122987,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444909,303,1,1,43,53,8q6cv8g4bd3xdl7m88kll16na,1,67.4,7.1,2025-05-26T17:45:27.924Z,2025-05-26T17:45:31Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753123067,141,22.1,5753123071,213,2.55,5753123065,140,53.0,5753123063,56,Center,5753123069,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819444927,304,1,1,43,55,8q6cv8g4bd3xdl7m88kll16na,0,54.4,21.5,2025-05-26T17:45:30.845Z,2025-05-26T17:45:34Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753123171,140,100.0,5753123175,212,48.5,5753123177,213,6.16,5753123167,155,,5753123173,141,12.5,5753123179,1,,5753123169,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445061,305,5,1,43,59,8q6cv8g4bd3xdl7m88kll16na,0,100.6,16.0,2025-05-26T17:45:34.498Z,2025-05-26T19:09:36Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753124327,233,427,5753123837,346,,5753123835,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445145,427,5,1,43,59,4q0b35m26thti4c2on9a3npk0,1,-0.6,84.0,2025-05-26T17:45:34.498Z,2025-05-26T19:09:35Z,67nybn375tyqdqae4m1yk407o,M. Tønnessen,,,5753124295,346,,5753124291,56,Back,5753124311,233,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445171,428,1,1,44,31,4q0b35m26thti4c2on9a3npk0,0,3.3,46.4,2025-05-26T17:46:06.349Z,2025-05-26T17:46:10Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5753124453,74,,5753124449,213,6.06,5753124443,140,66.8,5753124439,124,,5753124447,212,68.3,5753124451,1,,5753124445,141,24.4,5753124441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445199,306,1,1,44,36,8q6cv8g4bd3xdl7m88kll16na,1,36.9,76.6,2025-05-26T17:46:11.372Z,2025-05-26T17:46:15Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5753124597,212,21.7,5753124595,141,74.1,5753124583,3,,5753124599,213,6.20,5753124587,56,Center,5753124591,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445211,308,1,1,44,40,8q6cv8g4bd3xdl7m88kll16na,0,57.5,75.9,2025-05-26T17:46:15.732Z,2025-05-26T17:46:16Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5753124645,141,80.6,5753124641,56,Left,5753124649,213,0.17,5753124643,140,74.8,5753124647,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445229,429,12,1,44,41,4q0b35m26thti4c2on9a3npk0,1,26.5,13.1,2025-05-26T17:46:16.221Z,2025-05-26T17:54:27Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753124737,141,0.0,5753124735,140,29.7,5753124771,167,,5753124733,56,Back,5753124739,212,10.4,5753124741,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445283,309,5,1,44,42,8q6cv8g4bd3xdl7m88kll16na,1,73.8,101.1,2025-05-26T17:46:17.308Z,2025-05-26T19:09:36Z,4krwgfspxdgpq1pli11b04iga,M. Brajanac,,,5753125047,233,430,5753125039,56,Left,5753125041,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445233,430,5,1,44,42,4q0b35m26thti4c2on9a3npk0,0,26.2,-1.1,2025-05-26T17:46:17.308Z,2025-05-26T19:09:37Z,5u4eoypx0tb3t0brk2dv8sm0a,F. Berglie,,,5753125071,233,309,5753124765,347,,5753124761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445297,310,1,1,44,50,8q6cv8g4bd3xdl7m88kll16na,1,81.9,100.0,2025-05-26T17:46:25.428Z,2025-05-26T17:46:27Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5753125121,107,,5753125129,212,14.4,5753125123,56,Left,5753125125,140,69.4,5753125131,213,3.57,5753125127,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445313,311,1,1,44,51,8q6cv8g4bd3xdl7m88kll16na,1,69.9,93.2,2025-05-26T17:46:26.532Z,2025-05-26T17:46:28Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753125203,212,15.5,5753125197,56,Left,5753125205,213,3.56,5753125201,141,83.9,5753125199,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445351,312,1,1,44,53,8q6cv8g4bd3xdl7m88kll16na,1,56.5,84.7,2025-05-26T17:46:28.196Z,2025-05-26T17:46:32Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753125429,141,63.0,5753125427,140,43.9,5753125433,213,3.98,5753125425,56,Back,5753125431,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445389,313,1,1,44,57,8q6cv8g4bd3xdl7m88kll16na,1,45.3,61.8,2025-05-26T17:46:32.613Z,2025-05-26T17:46:37Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753125653,56,Left,5753125659,212,28.4,5753125655,140,68.5,5753125661,213,0.54,5753125657,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445435,314,1,1,45,2,8q6cv8g4bd3xdl7m88kll16na,1,71.6,89.9,2025-05-26T17:46:37.124Z,2025-05-26T17:46:40Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753125835,141,74.1,5753125831,56,Center,5753125839,213,3.93,5753125833,140,61.4,5753125837,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445461,315,1,1,45,5,8q6cv8g4bd3xdl7m88kll16na,1,62.2,71.2,2025-05-26T17:46:40.196Z,2025-05-26T17:46:43Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753125987,212,18.1,5753125985,141,45.7,5753125989,213,4.42,5753125983,140,57.2,5753125981,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445479,316,1,1,45,8,8q6cv8g4bd3xdl7m88kll16na,1,58.8,39.5,2025-05-26T17:46:43.411Z,2025-05-26T17:46:46Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753126083,212,24.0,5753126085,213,4.97,5753126079,140,64.6,5753126081,141,5.3,5753126077,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445499,317,1,1,45,11,8q6cv8g4bd3xdl7m88kll16na,1,66.1,8.2,2025-05-26T17:46:46.572Z,2025-05-26T17:46:50Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753126207,140,76.3,5753126209,141,6.7,5753126213,213,6.19,5753126205,56,Right,5753126211,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445505,318,1,1,45,15,8q6cv8g4bd3xdl7m88kll16na,1,76.3,6.7,2025-05-26T17:46:50.227Z,2025-05-26T17:47:24Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5753126343,156,,5753126243,141,16.4,5753126239,140,47.0,5753126249,213,2.93,5753126245,212,31.5,5753126235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445553,319,1,1,45,19,8q6cv8g4bd3xdl7m88kll16na,1,39.4,10.0,2025-05-26T17:46:53.931Z,2025-05-26T17:46:56Z,fbd96sw3egypi2key2hxbnu2,A. Kiil Olsen,,,5753126529,141,36.6,5753126533,213,1.14,5753126527,140,47.4,5753126525,56,Back,5753126531,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445573,320,1,1,45,21,8q6cv8g4bd3xdl7m88kll16na,1,47.5,36.9,2025-05-26T17:46:55.908Z,2025-05-26T17:46:58Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753126635,141,55.8,5753126631,56,Center,5753126639,213,0.43,5753126633,140,74.1,5753126637,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445577,321,3,1,45,23,8q6cv8g4bd3xdl7m88kll16na,0,72.8,59.3,2025-05-26T17:46:58.187Z,2025-05-26T19:08:30Z,1w8gujxthv0lfjrn98paa1uga,C. Lange,,,5753126753,233,431,5753126655,56,Center,5753126657,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445587,431,7,1,45,23,4q0b35m26thti4c2on9a3npk0,1,27.2,40.7,2025-05-26T17:46:58.188Z,2025-05-26T19:08:30Z,euc11yjkfscwt6xsiitlorz10,S. Sandal,,,5753126691,285,,5753126689,56,Back,5753126747,233,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445639,433,4,1,45,30,4q0b35m26thti4c2on9a3npk0,1,53.0,27.2,2025-05-26T17:47:05.172Z,2025-05-26T17:59:55Z,3iolpwrv18gtlyse7ih3nt91w,B. Kristensen,,,5753127025,152,,5753127021,13,,5753127063,233,322,5753127029,286,,5753127023,56,Center,5753127027,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445649,322,4,1,45,30,8q6cv8g4bd3xdl7m88kll16na,0,47.0,72.8,2025-05-26T17:47:05.173Z,2025-05-26T17:59:56Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753127039,285,,5753127033,56,Back,5753127031,13,,5753127037,265,,5753127095,233,433,5753127035,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445905,434,1,1,46,4,4q0b35m26thti4c2on9a3npk0,0,56.9,24.0,2025-05-26T17:47:39.756Z,2025-05-26T17:47:42Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5753128555,140,82.1,5753128575,1,,5753128561,141,58.8,5753128541,155,,5753128551,56,Center,5753128571,213,0.73,5753128537,5,,5753128567,212,35.5,5753128547,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445917,323,12,1,46,8,8q6cv8g4bd3xdl7m88kll16na,1,10.8,40.0,2025-05-26T17:47:42.882Z,2025-05-26T17:47:46Z,3ga4zm8ifo0ohz7xe03jxswkp,S. Jarl,,,5753128661,15,,5753128635,141,50.4,5753128631,56,Back,5753128639,213,1.28,5753128633,140,12.8,5753128637,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445935,324,11,1,46,11,8q6cv8g4bd3xdl7m88kll16na,1,12.8,50.4,2025-05-26T17:47:45.874Z,2025-05-26T17:47:46Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5753128735,56,Back,5753128737,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445967,325,70,1,46,15,8q6cv8g4bd3xdl7m88kll16na,1,0.0,0.0,2025-05-26T17:47:50.506Z,2025-05-26T17:47:50Z,,,,,5753128955,277,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819445977,326,1,1,46,17,8q6cv8g4bd3xdl7m88kll16na,1,13.4,46.3,2025-05-26T17:47:51.882Z,2025-05-26T17:48:00Z,b5kti1udidgdjke5raks6iezu,M. Sjøeng,,,5753129029,213,1.24,5753129023,140,22.4,5753129021,56,Back,5753129019,123,,5753129027,212,28.9,5753129049,287,,5753129025,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446051,327,1,1,46,25,8q6cv8g4bd3xdl7m88kll16na,1,58.7,82.3,2025-05-26T17:48:00.066Z,2025-05-26T17:48:04Z,uw1y94hwwthwor4cohho58gk,Vinícius Nogueira,,,5753129467,140,96.1,5753129473,213,6.09,5753129469,141,70.9,5753129475,1,,5753129465,56,Center,5753129471,212,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446055,328,1,1,46,29,8q6cv8g4bd3xdl7m88kll16na,0,96.1,70.6,2025-05-26T17:48:04.554Z,2025-05-26T17:48:05Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753129509,212,17.4,5753129503,56,Center,5753129511,213,4.19,5753129501,155,,5753129507,141,48.5,5753129555,195,,5753129505,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446227,437,12,1,46,32,4q0b35m26thti4c2on9a3npk0,1,1.7,38.9,2025-05-26T17:48:07.355Z,2025-05-26T17:48:27Z,7f0drwvw3zquh352luxegqtpl,E. Ødegaard,,,5753130459,141,46.4,5753130463,213,0.49,5753130457,140,10.8,5753130461,212,10.8,5753130455,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446099,435,12,1,46,33,4q0b35m26thti4c2on9a3npk0,1,9.5,62.4,2025-05-26T17:48:08.444Z,2025-05-26T17:48:10Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753129699,213,2.79,5753129693,140,0.0,5753129691,56,Back,5753129717,15,,5753129697,212,12.3,5753129749,167,,5753129695,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446075,329,6,1,46,35,8q6cv8g4bd3xdl7m88kll16na,1,96.3,37.8,2025-05-26T17:48:09.946Z,2025-05-26T18:04:11Z,2rny9fva4m8awyltbc4ipftw4,F. Ambina,,,5753129805,233,436,5753129729,75,,5753129727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446111,436,6,1,46,35,4q0b35m26thti4c2on9a3npk0,0,3.7,62.2,2025-05-26T17:48:09.946Z,2025-05-26T18:04:12Z,58ufmirzy800nq7gucsiz3hg4,J. Hjorth,,,5753129767,56,Back,5753129823,233,329,5753129769,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446295,330,1,1,46,58,8q6cv8g4bd3xdl7m88kll16na,0,99.5,0.5,2025-05-26T17:48:33.019Z,2025-05-26T17:48:35Z,2d9k8p22131is7op7vcn0arbp,V. Hedenstad,,,5753130813,2,,5753130819,224,,5753130821,56,Center,5753130835,213,1.75,5753130823,140,95.1,5753130817,155,,5753130831,212,25.7,5753130815,6,,5753130827,141,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446303,438,12,1,47,0,4q0b35m26thti4c2on9a3npk0,1,10.5,61.5,2025-05-26T17:48:35.299Z,2025-05-26T17:48:41Z,c1jlypnkt4c9y9vdnjkvxa85x,R. Rasch,,,5753130881,140,37.6,5753130885,212,33.3,5753130879,56,Back,5753130917,15,,5753130887,213,0.54,5753130883,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819446337,331,1,1,47,4,8q6cv8g4bd3xdl7m88kll16na,0,71.9,14.6,2025-05-26T17:48:38.970Z,2025-05-26T17:48:42Z,3nl291loxoqoghj60c05rubro,F. Thorvaldsen,,,5753131081,140,76.0,5753131079,56,Right,5753131083,141,14.9,5753131225,286,,5753131085,212,4.3,5753131087,213,0.05,5753131219,236,,5753131221,233,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
