id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2731476139,1,34,16,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-10-06T11:14:49.651Z,2024-10-06T12:05:49Z,,,,,5272126563,197,21353,5271981377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5271981365,30,"15fo180vixn0lb65fujttit3p, 6v4ykv7aw86ql22oksh682kus, 8ydi45wh0naevno6aos78vi09, 5is9bcj143orulo4biogwxzl6, 6ul2nma4j0a7e2li6wyyrpal1, 2wwpfsducpmryacr17y8k70iy, d854rlweyk5wq6d2veyviukq2, 6d0lxiep13vdv32bdb0xwyrys, deyq3zqd0vwc821ngqldxqor9, bpw4cd5vmghjhelb3uxupmqjt, 9pnirb3qt48zeui3su8cvu1ka, cl3w811fge6189cbclaslb26t, 5q5ph311bi310zt1e45u7i7dh, b13l1wrb747y9cdc8wqltan6d, diwrq7ulrey4juxk4dafct0q1, 39f0bq9uk4etkf75uzu6qyrmy, 58o5ram4bf58357786j9jr7kk, c36ffo382u9flu5foebt4di39, 5733iw16239m83syv5dm8huj9, d85h1t14o7agqal849ca7fehg",5271981371,130,13,5271981369,59,"32, 7, 20, 5, 12, 4, 13, 14, 26, 21, 17, 1, 6, 8, 11, 9, 15, 23, 30, 33",5271981373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5271981367,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5271981375,194,deyq3zqd0vwc821ngqldxqor9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731476953,1,34,16,0,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-10-06T11:16:48.942Z,2024-10-06T11:58:40Z,,,,,5271985915,194,8cox96ikk1k4c24f0y5ef45x,5271985917,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5271985909,59,"1, 27, 29, 28, 3, 4, 6, 9, 26, 10, 17, 5, 7, 15, 16, 18, 19, 24, 25, 90",5271985913,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5272137891,197,4650,5271985911,130,9,5271985905,30,"dmxzug2enscx331w5vmdzn2s5, 6m5ftd7c68b2d4d2931xs5srt, 2lyhi7j3id7emsh54ehdva3ca, 2mawaijd9czgtd5jh9myk434l, effgiwtme6eu08o1ninlnqqqd, 8cox96ikk1k4c24f0y5ef45x, 6uj3c69lgu6boblkjiuhoy6eh, 606hufq6dapf3qxcgilbc8tt5, 54ipja7wrxji6kn8yw5uhr6ga, ag40mk09zc8tzbkr7dnnqumay, 8domjmewnw5h6b19vef8w0afp, 1t67kvg37jg2elz9voix5kcet, 1329qhvvxpp6j4q5esh4n3hii, 2datlbzulrzdgpyxv3fkzn0et, brsecgiiou4wcogoimzawyhp0, 3aoh34sqan7y34c2qa1d6xkyy, 6w9yjs87tue7noq71ftksxez8, 3cdo7b8vwb5kzeoaxzqm6esk4, cyuoj9pesenese4i3pklv7d2h, 9yuyz4ci6wqikd6ckjstbt2i1",5271985907,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508787,2,32,1,0,0,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-10-06T12:02:47.565Z,2024-10-06T14:57:43Z,,,,,5272156819,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508775,2,32,1,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-10-06T12:02:47.565Z,2024-10-06T12:02:49Z,,,,,5272156773,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508861,3,1,1,0,0,anga7587r1zv4ey71ge9zxol3,1,50.1,49.9,2024-10-06T12:02:47.566Z,2024-10-06T12:02:52Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5272157205,279,S,5272157203,213,2.61,5272157197,141,65.4,5272157201,212,20.9,5272157195,140,32.9,5272157193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508937,4,1,1,0,4,anga7587r1zv4ey71ge9zxol3,0,32.5,61.5,2024-10-06T12:02:51.951Z,2024-10-06T12:02:55Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5272157499,157,,5272157509,213,5.98,5272157507,212,44.7,5272157501,56,Center,5272157503,140,73.1,5272157511,1,,5272157505,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508953,3,44,1,0,7,9w3sjm5ml4sjr2v81oxzdrt8v,1,27.4,58.8,2024-10-06T12:02:54.639Z,2024-10-06T13:10:26Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5272157585,56,Back,5272157635,233,5,5272157587,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508941,5,44,1,0,7,anga7587r1zv4ey71ge9zxol3,0,72.6,41.2,2024-10-06T12:02:54.640Z,2024-10-06T13:10:26Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5272157537,56,Center,5272157539,286,,5272157651,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731508981,4,1,1,0,7,9w3sjm5ml4sjr2v81oxzdrt8v,0,28.4,59.7,2024-10-06T12:02:55.191Z,2024-10-06T12:02:56Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5272157729,140,42.5,5272157731,141,61.7,5272157725,3,,5272157727,56,Back,5272157733,212,14.9,5272157735,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731748973,855,44,1,0,7,anga7587r1zv4ey71ge9zxol3,1,56.0,36.9,2024-10-06T12:02:55.517Z,2024-10-06T17:56:16Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5273460029,56,Center,5273460033,286,,5274516785,233,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731748977,884,44,1,0,7,9w3sjm5ml4sjr2v81oxzdrt8v,0,44.0,63.1,2024-10-06T12:02:55.518Z,2024-10-06T15:10:43Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5273460065,233,855,5273460059,56,Back,5273460063,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509027,6,1,1,0,8,anga7587r1zv4ey71ge9zxol3,0,62.3,36.7,2024-10-06T12:02:56.240Z,2024-10-06T15:10:52Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5272158001,212,15.1,5272157995,56,Center,5272157997,140,76.1,5272157993,3,,5272157999,141,30.4,5272158003,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509061,5,1,1,0,12,9w3sjm5ml4sjr2v81oxzdrt8v,0,26.3,78.5,2024-10-06T12:03:00.310Z,2024-10-06T12:03:01Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5272158197,141,43.1,5272158189,56,Back,5272158201,213,5.14,5272158193,140,36.7,5272158185,157,,5272158199,212,26.4,5272158203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509093,7,1,1,0,13,anga7587r1zv4ey71ge9zxol3,1,64.0,56.0,2024-10-06T12:03:01.343Z,2024-10-06T12:23:37Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5272158363,212,9.1,5272158359,140,70.1,5272158365,213,5.49,5272158357,56,Center,5272158361,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731750119,885,83,1,0,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,31.7,55.0,2024-10-06T12:03:01.363Z,2024-10-06T15:11:36Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5273466097,399,6d0lxiep13vdv32bdb0xwyrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509131,8,1,1,0,14,anga7587r1zv4ey71ge9zxol3,1,69.5,47.3,2024-10-06T12:03:02.384Z,2024-10-06T12:23:38Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5272158561,141,61.1,5272158557,56,Center,5272158565,213,1.51,5272158563,212,9.4,5272158559,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509235,9,1,1,0,16,anga7587r1zv4ey71ge9zxol3,1,69.1,66.3,2024-10-06T12:03:04.512Z,2024-10-06T12:23:39Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5272159047,212,26.4,5272159045,141,94.5,5272159043,140,86.4,5272159041,56,Left,5272159049,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509295,10,1,1,0,21,anga7587r1zv4ey71ge9zxol3,0,86.8,94.1,2024-10-06T12:03:09.024Z,2024-10-06T15:11:48Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5272159415,56,Center,5272159413,155,,5272159411,2,,5272159421,212,43.2,5273467679,224,,5272159417,140,100.0,5272159419,141,34.2,5272159425,1,,5273467681,72,5272159423,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,
2731509367,6,5,1,0,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.6000000000000001,67.2,2024-10-06T12:03:12.934Z,2024-10-06T12:14:42Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5272159819,233,11,5272159797,56,Back,5272159799,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509297,11,5,1,0,25,anga7587r1zv4ey71ge9zxol3,0,100.6,32.8,2024-10-06T12:03:12.934Z,2024-10-06T12:14:42Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5272159429,346,,5272159823,233,6,5272159427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509509,7,1,1,0,35,9w3sjm5ml4sjr2v81oxzdrt8v,1,5.1,59.6,2024-10-06T12:03:23.336Z,2024-10-06T13:08:14Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5272160579,141,55.7,5272160583,213,5.49,5272160587,237,,5272160575,56,Back,5272160577,140,7.6,5272160573,124,,5272160581,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509507,12,83,1,0,35,anga7587r1zv4ey71ge9zxol3,0,88.4,31.2,2024-10-06T12:03:23.409Z,2024-10-06T12:23:50Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5272160965,399,6uj3c69lgu6boblkjiuhoy6eh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731532189,152,83,1,0,37,anga7587r1zv4ey71ge9zxol3,0,89.4,40.7,2024-10-06T12:03:25.232Z,2024-10-06T13:08:15Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5272543833,399,6uj3c69lgu6boblkjiuhoy6eh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509549,8,1,1,0,39,9w3sjm5ml4sjr2v81oxzdrt8v,1,13.2,72.0,2024-10-06T12:03:27.520Z,2024-10-06T12:03:30Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5272160795,212,16.0,5272160791,141,94.4,5272160799,213,1.89,5272160787,140,8.4,5272160783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509579,9,1,1,0,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,8.4,93.5,2024-10-06T12:03:30.328Z,2024-10-06T12:03:33Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5272160999,212,51.4,5272161001,213,6.04,5272161003,1,,5272160997,141,75.3,5272160989,157,,5272160991,56,Center,5272160993,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509615,13,1,1,0,46,anga7587r1zv4ey71ge9zxol3,1,39.8,27.0,2024-10-06T12:03:34.177Z,2024-10-06T12:57:41Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5272161197,3,,5272161199,56,Back,5272161207,213,5.95,5272161201,140,45.6,5272161205,212,6.4,5272161203,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509715,15,1,1,0,49,anga7587r1zv4ey71ge9zxol3,1,38.7,25.9,2024-10-06T12:03:37.428Z,2024-10-06T12:03:41Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5272161717,212,28.9,5272161719,213,2.62,5272161713,140,14.8,5272161715,141,46.9,5272161711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509913,16,1,1,0,56,anga7587r1zv4ey71ge9zxol3,1,17.3,46.3,2024-10-06T12:03:43.617Z,2024-10-06T12:03:54Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5272162893,140,40.8,5272162895,141,6.1,5272162891,56,Back,5272162897,212,36.8,5272162901,1,,5272162889,155,,5272162899,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509995,17,1,1,1,6,anga7587r1zv4ey71ge9zxol3,1,25.3,4.4,2024-10-06T12:03:54.099Z,2024-10-06T12:03:59Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5272163329,141,10.4,5272163327,140,43.4,5272163331,212,19.4,5272163325,56,Back,5272163333,213,0.21,5272163335,1,,5272163323,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509999,18,4,1,1,8,anga7587r1zv4ey71ge9zxol3,1,45.4,14.6,2024-10-06T12:03:55.810Z,2024-10-06T15:13:25Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5272163545,152,,5272163547,286,,5272163543,56,Back,5272163539,13,,5272163541,264,,5272163585,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731509985,10,4,1,1,8,9w3sjm5ml4sjr2v81oxzdrt8v,0,54.6,85.4,2024-10-06T12:03:55.811Z,2024-10-06T15:13:27Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5272163377,285,,5272163603,233,18,5272163371,264,,5272163369,13,,5272163375,152,,5272163373,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510265,19,1,1,1,20,anga7587r1zv4ey71ge9zxol3,1,42.1,9.2,2024-10-06T12:04:08.538Z,2024-10-06T15:13:35Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5272165067,213,1.74,5272165055,196,,5272165065,212,45.8,5272165057,152,,5273479165,189,,5272165053,5,,5272165069,1,,5272165063,141,75.6,5272165059,56,5272165061,140,34.8,Back,,,,,,,,,,,,,,,,,,,,,,,
2731510285,20,1,1,1,22,anga7587r1zv4ey71ge9zxol3,1,34.8,75.6,2024-10-06T12:04:09.570Z,2024-10-06T12:58:19Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5272165149,140,39.8,5272165153,212,12.2,5272165155,213,1.13,5272165147,56,Back,5272165151,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510309,21,1,1,1,24,anga7587r1zv4ey71ge9zxol3,0,40.5,92.0,2024-10-06T12:04:12.027Z,2024-10-06T12:58:31Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5272165265,155,,5272165277,1,,5272165275,213,5.89,5272165267,56,Center,5272165273,212,36.9,5272165269,140,73.0,5272165271,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510339,11,1,1,1,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,21.2,34.2,2024-10-06T12:04:15.890Z,2024-10-06T12:04:18Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5272165447,141,44.8,5272165449,212,11.1,5272165445,140,29.3,5272165451,213,0.70,5272165443,56,Back,5272165441,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510379,22,83,1,1,33,anga7587r1zv4ey71ge9zxol3,0,68.7,55.4,2024-10-06T12:04:20.691Z,2024-10-06T12:58:38Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5272165853,399,6uj3c69lgu6boblkjiuhoy6eh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510381,13,61,1,1,33,9w3sjm5ml4sjr2v81oxzdrt8v,0,31.0,55.7,2024-10-06T12:04:20.820Z,2024-10-06T12:04:20Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5272165675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731754987,886,51,1,1,34,9w3sjm5ml4sjr2v81oxzdrt8v,1,30.3,53.6,2024-10-06T12:04:21.894Z,2024-10-06T15:15:34Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5273492221,169,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510509,24,1,1,1,36,anga7587r1zv4ey71ge9zxol3,1,74.3,46.7,2024-10-06T12:04:23.827Z,2024-10-06T12:59:21Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,1.0,,5272484657,154,,5272166307,213,5.88,5272166299,56,Center,5272166301,140,90.5,5272484655,210,14,5272166305,212,18.5,5272166303,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510517,25,14,1,1,37,anga7587r1zv4ey71ge9zxol3,1,90.8,34.2,2024-10-06T12:04:24.643Z,2024-10-06T15:15:34Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5272169393,214,,5273484117,328,,5272169379,73,,5272169391,103,3.2,5272169385,55,24,5272168935,20,,5272169401,231,44.8,5273492251,468,886,5272169381,29,5272169383,154,,,5272166329,22,5272169397,230,96.7,5272169389,102,55.4,5272166333,56,Center,5272166331,63,,,,,,,,,,
2731510679,26,1,1,1,44,anga7587r1zv4ey71ge9zxol3,1,87.0,91.1,2024-10-06T12:04:32.562Z,2024-10-06T12:04:33Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5272167191,141,92.4,5272167195,213,2.99,5272167193,212,5.8,5272167187,56,Left,5272167189,140,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510733,27,1,1,1,45,anga7587r1zv4ey71ge9zxol3,1,84.3,91.2,2024-10-06T12:04:32.715Z,2024-10-06T12:59:45Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5272167423,141,73.2,5272167419,56,Center,5272167425,212,18.4,5272167427,213,5.56,5272167421,140,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510851,28,1,1,1,46,anga7587r1zv4ey71ge9zxol3,1,98.0,71.2,2024-10-06T12:04:34.147Z,2024-10-06T12:59:46Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,1.0,,5272168035,56,Center,5272168037,140,91.3,5272170469,210,13,5272168043,213,4.10,5272170471,154,,5272168577,195,,5272168041,212,12.3,5272168039,141,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510857,29,13,1,1,48,anga7587r1zv4ey71ge9zxol3,1,91.4,53.0,2024-10-06T12:04:36.075Z,2024-10-06T15:15:06Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5272168067,22,,5272170579,328,,5272170571,55,28,5272170569,154,,5272170583,231,52.0,5272170581,230,98.1,5272170577,103,8.3,5272168071,56,Center,5272170565,73,5272168069,17,,,5272170567,29,5272169831,20,,5272170575,102,60,,,,,,,,,,,,,,,
2731511279,14,5,1,1,49,9w3sjm5ml4sjr2v81oxzdrt8v,1,-0.7000000000000001,41.7,2024-10-06T12:04:36.611Z,2024-10-06T13:10:48Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5272170499,346,,5272170495,56,Back,5272170595,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731510863,30,5,1,1,49,anga7587r1zv4ey71ge9zxol3,0,100.7,58.3,2024-10-06T12:04:36.611Z,2024-10-06T12:59:50Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5272168101,56,Center,5272168103,346,,5272170637,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511307,15,1,1,2,13,9w3sjm5ml4sjr2v81oxzdrt8v,1,3.1,56.4,2024-10-06T12:05:00.944Z,2024-10-06T15:17:35Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5273504917,189,,5272170709,237,,5272170695,124,,5272170703,212,13.4,5272170699,140,7.4,5272170705,213,1.23,5272170701,141,75.0,5272170697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731757929,887,1,1,2,14,9w3sjm5ml4sjr2v81oxzdrt8v,1,8.6,75.8,2024-10-06T12:05:01.984Z,2024-10-06T15:18:16Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5273507157,56,Back,5273507161,141,62.5,5273507159,140,3.6,5273507163,212,10.5,5273507165,213,4.19,5273508951,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731758273,888,1,1,2,15,9w3sjm5ml4sjr2v81oxzdrt8v,1,4.2,61.7,2024-10-06T12:05:03.325Z,2024-10-06T15:18:15Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5273508935,56,Back,5273508937,140,7.8,5273508943,213,4.89,5273508939,141,30.3,5273508941,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511361,16,1,1,2,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,7.0,25.9,2024-10-06T12:05:06.317Z,2024-10-06T12:05:08Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5272171047,141,42.5,5272171049,212,25.7,5272171045,140,29.0,5272171051,213,0.45,5272171043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511383,17,1,1,2,20,9w3sjm5ml4sjr2v81oxzdrt8v,1,29.1,37.9,2024-10-06T12:05:08.477Z,2024-10-06T12:05:11Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5272171203,141,28.6,5272171199,56,Center,5272171207,213,6.04,5272171205,212,26.7,5272171201,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511393,18,61,1,2,23,9w3sjm5ml4sjr2v81oxzdrt8v,1,53.8,28.6,2024-10-06T12:05:10.813Z,2024-10-06T12:05:11Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5272171253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511441,19,4,1,2,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.0,36.8,2024-10-06T12:05:13.661Z,2024-10-06T12:53:02Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5272171611,56,Center,5272171609,13,,5272171617,152,,5272171621,265,,5272171625,286,,5272171951,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511511,31,4,1,2,26,anga7587r1zv4ey71ge9zxol3,0,43.0,63.2,2024-10-06T12:05:13.662Z,2024-10-06T13:00:18Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5272171913,265,,5272171915,285,,5272171905,13,,5272171911,152,,5272171909,56,Back,5272171959,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511821,20,1,1,2,41,9w3sjm5ml4sjr2v81oxzdrt8v,1,54.5,36.6,2024-10-06T12:05:29.342Z,2024-10-06T12:05:31Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5272173375,152,,5272173373,5,,5272173427,189,,5272173387,213,3.52,5272173377,56,Center,5272173381,141,34.9,5272173379,140,51.7,5272173385,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511885,21,1,1,2,44,9w3sjm5ml4sjr2v81oxzdrt8v,1,57.8,29.8,2024-10-06T12:05:31.735Z,2024-10-06T12:05:34Z,2mawaijd9czgtd5jh9myk434l,A. Rømer,,,5272173711,141,5.0,5272173707,56,Right,5272173715,213,5.44,5272173709,140,72.2,5272173713,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511909,22,1,1,2,46,9w3sjm5ml4sjr2v81oxzdrt8v,1,73.0,5.0,2024-10-06T12:05:34.222Z,2024-10-06T12:05:35Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5272173821,213,3.11,5272173807,56,Right,5272173819,212,18.7,5272173815,141,5.9,5272173811,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731511991,23,1,1,2,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,55.2,5.9,2024-10-06T12:05:35.566Z,2024-10-06T12:05:39Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5272174201,56,Back,5272174205,141,34.8,5272174203,140,24.7,5272174211,1,,5272174209,213,2.59,5272174207,212,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731512155,24,1,1,2,51,9w3sjm5ml4sjr2v81oxzdrt8v,1,24.7,34.8,2024-10-06T12:05:38.855Z,2024-10-06T12:05:46Z,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,5272175019,212,20.5,5272175013,56,Back,5272175015,140,31.4,5272175017,141,63.1,5272175021,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731512271,25,1,1,2,58,9w3sjm5ml4sjr2v81oxzdrt8v,1,34.8,51.2,2024-10-06T12:05:45.967Z,2024-10-06T12:05:51Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5272175669,140,55.5,5272175671,141,15.6,5272175673,212,32.5,5272175675,213,5.44,5272175667,56,Right,5272175677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
