id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2706371903,132,1,1,16,20,c165yjiny1qnmfdvefxvflnkc,1,59.5,80.8,2024-08-05T17:16:28.212Z,2024-08-05T17:16:31Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5134245085,141,50.1,5134245087,212,24.8,5134245089,213,4.14,5134245081,56,Back,5134245083,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371907,133,1,1,16,23,c165yjiny1qnmfdvefxvflnkc,1,46.7,50.1,2024-08-05T17:16:31.283Z,2024-08-05T17:16:33Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5134245115,140,46.5,5134245117,141,28.6,5134245119,212,14.6,5134245113,56,Back,5134245121,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371911,134,2,1,16,25,c165yjiny1qnmfdvefxvflnkc,1,48.3,35.0,2024-08-05T17:16:33.571Z,2024-08-05T20:20:08Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5134245147,7,94hei5v2f93ga4b0iwxxisbu1,5134245149,1,,5134245151,56,Center,5134245139,140,77.6,5134245141,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371927,201,1,1,16,36,77tfx9me4aaqhzv78bmgsy9bg,1,19.1,32.9,2024-08-05T17:16:44.762Z,2024-08-05T17:22:25Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134245259,189,,5134245249,140,29.8,5134245245,241,,5134245251,141,13.5,5134245255,213,5.42,5134245253,212,17.3,5134245243,5,,5134245247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371947,202,1,1,16,39,77tfx9me4aaqhzv78bmgsy9bg,1,32.7,5.9,2024-08-05T17:16:47.978Z,2024-08-05T17:16:52Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5134245361,56,Back,5134245369,213,2.36,5134245363,140,19.8,5134245365,141,25.8,5134245367,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371953,203,1,1,16,44,77tfx9me4aaqhzv78bmgsy9bg,1,19.6,38.3,2024-08-05T17:16:52.698Z,2024-08-05T17:16:55Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134245413,212,12.8,5134245409,140,31.8,5134245411,141,39.5,5134245407,56,Back,5134245415,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371961,204,1,1,16,46,77tfx9me4aaqhzv78bmgsy9bg,1,31.4,39.0,2024-08-05T17:16:54.969Z,2024-08-05T17:16:57Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134245457,212,14.1,5134245455,141,36.6,5134245453,140,18.1,5134245459,213,3.26,5134245451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371965,205,1,1,16,49,77tfx9me4aaqhzv78bmgsy9bg,1,18.1,36.6,2024-08-05T17:16:57.114Z,2024-08-05T17:17:01Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134245487,141,2.8,5134245485,140,23.9,5134245491,213,4.97,5134245483,56,Back,5134245489,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371969,206,1,1,16,53,77tfx9me4aaqhzv78bmgsy9bg,1,29.9,7.6,2024-08-05T17:17:01.561Z,2024-08-05T17:17:05Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5134245513,140,32.0,5134245517,212,19.3,5134245519,213,1.46,5134245515,141,35.8,5134245511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371985,207,1,1,16,57,77tfx9me4aaqhzv78bmgsy9bg,1,41.3,36.6,2024-08-05T17:17:05.737Z,2024-08-05T20:20:43Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134245593,212,25.1,5134245589,140,47.2,5134245595,213,1.32,5134245587,56,Back,5134245591,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371989,208,1,1,17,3,77tfx9me4aaqhzv78bmgsy9bg,1,54.3,82.8,2024-08-05T17:17:11.482Z,2024-08-05T17:17:13Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134245613,140,62.6,5134245617,212,13.5,5134245619,213,0.87,5134245615,141,97.9,5134245611,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371993,209,1,1,17,5,77tfx9me4aaqhzv78bmgsy9bg,1,62.6,97.9,2024-08-05T17:17:13.641Z,2024-08-05T17:17:17Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5134245643,212,9.4,5134245637,56,Left,5134245645,213,3.80,5134245639,140,55.5,5134245641,141,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706371999,210,1,1,17,9,77tfx9me4aaqhzv78bmgsy9bg,1,56.8,84.2,2024-08-05T17:17:17.673Z,2024-08-05T17:17:19Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134245683,140,50.4,5134245681,56,Center,5134245689,213,4.23,5134245687,212,14.6,5134245685,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372009,211,1,1,17,11,77tfx9me4aaqhzv78bmgsy9bg,1,51.9,61.5,2024-08-05T17:17:19.514Z,2024-08-05T20:21:00Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134245733,141,50.7,5134245729,56,Center,5134245731,140,55.6,5134245737,213,5.20,5134245735,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372017,212,1,1,17,15,77tfx9me4aaqhzv78bmgsy9bg,1,55.9,47.9,2024-08-05T17:17:23.801Z,2024-08-05T17:17:28Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134245779,213,2.15,5134245775,141,60.8,5134245771,56,Center,5134245773,140,50.4,5134245777,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372021,213,1,1,17,20,77tfx9me4aaqhzv78bmgsy9bg,1,53.4,59.3,2024-08-05T17:17:28.248Z,2024-08-05T17:17:30Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134245797,140,54.9,5134245801,212,10.1,5134245803,213,1.41,5134245795,56,Center,5134245799,141,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372023,135,83,1,17,20,c165yjiny1qnmfdvefxvflnkc,0,41.8,34.9,2024-08-05T17:17:28.854Z,2024-08-05T17:17:34Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5134245923,399,4cubrfqgrc5ivbd6fdj3k3zf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372027,214,1,1,17,22,77tfx9me4aaqhzv78bmgsy9bg,1,55.3,70.6,2024-08-05T17:17:30.121Z,2024-08-05T17:17:31Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134245837,213,4.85,5134245835,212,9.7,5134245833,141,56.5,5134245831,140,56.6,5134245829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372035,215,1,1,17,22,77tfx9me4aaqhzv78bmgsy9bg,1,56.6,56.5,2024-08-05T17:17:31.001Z,2024-08-05T17:17:31Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134245855,56,Center,5134245861,212,5.6,5134245859,141,63.2,5134245863,213,0.95,5134245857,140,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372039,216,1,1,17,23,77tfx9me4aaqhzv78bmgsy9bg,1,59.7,63.2,2024-08-05T17:17:31.721Z,2024-08-05T17:17:34Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134245917,212,19.7,5134245913,140,67.9,5134245915,141,37.1,5134245911,56,Center,5134245919,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372059,217,1,1,17,28,77tfx9me4aaqhzv78bmgsy9bg,1,70.1,35.2,2024-08-05T17:17:36.425Z,2024-08-05T17:17:39Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5134246037,213,1.70,5134246035,212,14.5,5134246033,141,56.3,5134246029,56,Center,5134246031,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372063,218,1,1,17,31,77tfx9me4aaqhzv78bmgsy9bg,1,68.3,56.3,2024-08-05T17:17:39.849Z,2024-08-05T17:17:41Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134246043,140,67.1,5134246041,56,Center,5134246049,213,4.59,5134246047,212,10.2,5134246045,141,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372065,219,1,1,17,33,77tfx9me4aaqhzv78bmgsy9bg,1,67.4,40.9,2024-08-05T17:17:41.177Z,2024-08-05T17:17:44Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134246079,212,19.8,5134246075,140,76.6,5134246073,56,Right,5134246081,213,5.22,5134246077,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372069,220,1,1,17,35,77tfx9me4aaqhzv78bmgsy9bg,1,76.1,15.2,2024-08-05T17:17:43.786Z,2024-08-05T17:17:46Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5134246105,213,2.58,5134246099,140,68.2,5134246101,141,22.9,5134246097,56,Center,5134246103,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372071,221,1,1,17,38,77tfx9me4aaqhzv78bmgsy9bg,1,69.6,25.8,2024-08-05T17:17:46.537Z,2024-08-05T17:17:49Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134246115,212,14.1,5134246111,140,67.7,5134246113,141,46.4,5134246109,56,Center,5134246117,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372075,222,1,1,17,41,77tfx9me4aaqhzv78bmgsy9bg,1,65.5,51.4,2024-08-05T17:17:49.097Z,2024-08-05T17:17:51Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134246133,56,Center,5134246139,212,12.7,5134246141,213,2.54,5134246137,141,62.0,5134246135,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372079,223,1,1,17,43,77tfx9me4aaqhzv78bmgsy9bg,1,55.5,63.2,2024-08-05T17:17:51.785Z,2024-08-05T17:17:54Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134246163,212,15.7,5134246157,56,Center,5134246161,141,68.7,5134246159,140,70.0,5134246165,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372083,224,1,1,17,46,77tfx9me4aaqhzv78bmgsy9bg,0,68.9,76.7,2024-08-05T17:17:54.569Z,2024-08-05T17:18:01Z,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,5134246183,56,Center,5134246187,141,78.5,5134246191,213,0.05,5134246189,212,24.2,5134246185,140,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372091,136,12,1,17,48,c165yjiny1qnmfdvefxvflnkc,1,7.9,27.0,2024-08-05T17:17:56.968Z,2024-08-05T17:54:57Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5134246233,212,21.2,5134246231,141,0.0,5134246229,140,15.3,5134246241,167,,5134246227,56,Back,5134246235,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372093,137,5,1,17,50,c165yjiny1qnmfdvefxvflnkc,0,17.7,-1.4,2024-08-05T17:17:58.234Z,2024-08-05T17:47:11Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5134246239,347,,5134246317,233,225,5134246237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372097,225,5,1,17,50,77tfx9me4aaqhzv78bmgsy9bg,1,82.3,101.4,2024-08-05T17:17:58.234Z,2024-08-05T17:47:11Z,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,5134246267,347,,5134246307,233,137,5134246265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372127,226,1,1,17,57,77tfx9me4aaqhzv78bmgsy9bg,1,77.2,100.0,2024-08-05T17:18:05.417Z,2024-08-05T17:24:44Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5134246545,212,12.7,5134246539,56,Left,5134246541,140,77.6,5134246547,213,4.75,5134246537,107,,5134246543,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372141,227,1,1,18,1,77tfx9me4aaqhzv78bmgsy9bg,1,77.3,79.7,2024-08-05T17:18:09.113Z,2024-08-05T17:18:15Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134246677,140,63.2,5134246675,56,Center,5134246681,212,18.7,5134246679,141,62.9,5134246683,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372147,228,1,1,18,7,77tfx9me4aaqhzv78bmgsy9bg,1,63.4,58.6,2024-08-05T17:18:15.289Z,2024-08-05T17:18:17Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134246711,56,Center,5134246715,141,41.2,5134246719,213,3.99,5134246717,212,15.7,5134246713,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372165,229,1,1,18,10,77tfx9me4aaqhzv78bmgsy9bg,1,53.5,41.2,2024-08-05T17:18:18.330Z,2024-08-05T17:18:23Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134246823,140,52.8,5134246821,56,Center,5134246829,213,1.62,5134246827,212,14.5,5134246825,141,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372189,230,1,1,18,15,77tfx9me4aaqhzv78bmgsy9bg,1,49.5,46.9,2024-08-05T17:18:23.450Z,2024-08-05T17:18:27Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134246949,212,22.4,5134246951,213,4.97,5134246945,140,54.9,5134246943,56,Right,5134246947,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372191,231,4,1,18,19,77tfx9me4aaqhzv78bmgsy9bg,1,60.6,14.3,2024-08-05T17:18:27.307Z,2024-08-05T17:47:24Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134246979,265,,5134246973,13,,5134246981,286,,5134246975,56,Right,5134247019,233,138,5134246977,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372197,138,4,1,18,19,c165yjiny1qnmfdvefxvflnkc,0,39.4,85.7,2024-08-05T17:18:27.308Z,2024-08-05T17:47:24Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5134247015,265,,5134247017,285,,5134247011,56,Back,5134247023,233,231,5134247009,13,,5134247013,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372247,232,1,1,18,30,77tfx9me4aaqhzv78bmgsy9bg,1,55.6,15.0,2024-08-05T17:18:38.458Z,2024-08-05T17:18:40Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134247231,140,46.2,5134247229,56,Back,5134247233,141,38.8,5134247235,212,19.0,5134247225,5,,5134247245,189,,5134247237,213,2.12,5134247227,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372271,233,1,1,18,33,77tfx9me4aaqhzv78bmgsy9bg,1,46.2,37.8,2024-08-05T17:18:41.513Z,2024-08-05T17:18:46Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134247377,212,25.9,5134247373,140,55.2,5134247375,141,2.3,5134247371,56,Right,5134247379,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372279,234,1,1,18,38,77tfx9me4aaqhzv78bmgsy9bg,1,33.8,11.0,2024-08-05T17:18:46.745Z,2024-08-05T17:18:49Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5134247429,141,36.4,5134247431,212,23.9,5134247435,213,2.33,5134247425,56,Back,5134247427,140,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372313,235,1,1,18,41,77tfx9me4aaqhzv78bmgsy9bg,1,18.4,37.0,2024-08-05T17:18:49.353Z,2024-08-05T17:18:56Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5134247615,56,Back,5134247623,213,1.40,5134247619,141,66.1,5134247617,140,21.6,5134247621,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372317,236,1,1,18,48,77tfx9me4aaqhzv78bmgsy9bg,1,34.9,61.2,2024-08-05T17:18:56.120Z,2024-08-05T17:18:57Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134247635,56,Back,5134247639,141,46.4,5134247641,212,11.2,5134247643,213,5.16,5134247637,140,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372331,237,1,1,18,49,77tfx9me4aaqhzv78bmgsy9bg,1,39.3,46.6,2024-08-05T17:18:57.257Z,2024-08-05T17:19:02Z,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,5134247701,56,Back,5134247709,213,1.86,5134247703,140,36.0,5134247705,141,63.9,5134247707,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372335,238,1,1,18,54,77tfx9me4aaqhzv78bmgsy9bg,1,35.4,49.8,2024-08-05T17:19:02.409Z,2024-08-05T17:19:05Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134247741,141,30.8,5134247739,140,35.3,5134247745,213,4.70,5134247737,56,Back,5134247743,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372337,239,1,1,18,57,77tfx9me4aaqhzv78bmgsy9bg,1,31.2,31.8,2024-08-05T17:19:05.273Z,2024-08-05T17:19:09Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134247757,56,Back,5134247763,212,15.6,5134247759,140,20.6,5134247761,141,47.8,5134247765,213,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372343,240,1,1,19,1,77tfx9me4aaqhzv78bmgsy9bg,1,20.6,46.7,2024-08-05T17:19:09.241Z,2024-08-05T17:19:13Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5134247799,56,Back,5134247807,213,4.97,5134247803,141,15.0,5134247805,212,22.3,5134247801,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372351,241,1,1,19,5,77tfx9me4aaqhzv78bmgsy9bg,1,25.7,20.5,2024-08-05T17:19:13.529Z,2024-08-05T17:19:17Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134247865,56,Back,5134247869,141,39.9,5134247871,212,21.7,5134247873,213,2.49,5134247867,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372367,242,1,1,19,9,77tfx9me4aaqhzv78bmgsy9bg,1,9.4,41.8,2024-08-05T17:19:17.097Z,2024-08-05T17:19:23Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5134247987,213,1.17,5134247983,141,68.4,5134247979,56,Back,5134247981,140,16.8,5134247985,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372383,243,1,1,19,15,77tfx9me4aaqhzv78bmgsy9bg,1,33.2,71.6,2024-08-05T17:19:23.304Z,2024-08-05T17:19:27Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134248067,140,47.5,5134248073,213,0.84,5134248071,212,22.5,5134248069,141,96.3,5134248065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372387,244,1,1,19,19,77tfx9me4aaqhzv78bmgsy9bg,1,55.3,96.2,2024-08-05T17:19:27.705Z,2024-08-05T17:19:29Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134248103,141,88.6,5134248107,213,4.38,5134248099,56,Left,5134248105,212,5.5,5134248101,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372389,245,1,1,19,21,77tfx9me4aaqhzv78bmgsy9bg,1,56.0,94.1,2024-08-05T17:19:29.801Z,2024-08-05T17:19:31Z,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,,,5134248113,140,64.4,5134248117,212,9.1,5134248119,213,0.25,5134248111,56,Left,5134248115,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372399,246,1,1,19,23,77tfx9me4aaqhzv78bmgsy9bg,1,64.4,97.4,2024-08-05T17:19:31.049Z,2024-08-05T17:19:33Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5134248177,212,9.6,5134248173,140,55.3,5134248175,141,95.5,5134248171,56,Left,5134248179,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372401,247,1,1,19,25,77tfx9me4aaqhzv78bmgsy9bg,1,55.5,92.7,2024-08-05T17:19:33.544Z,2024-08-05T17:19:35Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134248217,141,66.1,5134248215,140,52.9,5134248213,56,Center,5134248221,213,4.56,5134248219,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372407,248,1,1,19,27,77tfx9me4aaqhzv78bmgsy9bg,1,53.6,66.5,2024-08-05T17:19:35.288Z,2024-08-05T17:19:39Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134248263,141,85.9,5134248275,1,,5134248261,140,99.0,5134248259,56,Left,5134248257,155,,5134248267,212,49.5,5134248271,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372413,249,1,1,19,31,77tfx9me4aaqhzv78bmgsy9bg,0,97.0,86.1,2024-08-05T17:19:39.753Z,2024-08-05T20:23:47Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5134248309,2,,5134248313,56,Center,5134248321,213,4.24,5134248319,212,27.3,5134248311,155,,5134248317,141,50.3,5134513595,224,,5134513597,72,,5134248315,140,,,,,,,,,85.2,,,,,,,,,,,,,,,,,,,
2706372419,139,12,1,19,32,c165yjiny1qnmfdvefxvflnkc,1,8.7,41.6,2024-08-05T17:19:40.968Z,2024-08-05T17:19:42Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5134248351,141,37.0,5134248355,213,6.10,5134248349,140,24.9,5134248357,15,,5134248347,56,Back,5134248353,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372429,140,1,1,19,33,c165yjiny1qnmfdvefxvflnkc,0,24.5,38.2,2024-08-05T17:19:41.642Z,2024-08-05T20:23:54Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5134248411,212,8.3,5134248403,3,,5134248409,141,38.6,5134248413,213,0.03,5134248407,140,32.4,5134513773,168,,5134248405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372435,250,1,1,19,38,77tfx9me4aaqhzv78bmgsy9bg,1,65.9,61.8,2024-08-05T17:19:46.312Z,2024-08-05T17:19:48Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5134248425,141,43.8,5134248427,212,17.9,5134248421,56,Center,5134248429,213,3.90,5134248423,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372433,141,43,1,19,38,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-08-05T17:19:46.353Z,2024-08-05T17:20:14Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5134248767,144,83,5134248465,399,55gunqozsj8gs6oua7ee5xxhx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372437,251,1,1,19,40,77tfx9me4aaqhzv78bmgsy9bg,1,53.7,44.9,2024-08-05T17:19:48.409Z,2024-08-05T17:19:50Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5134248437,141,67.3,5134248435,140,57.1,5134248433,56,Center,5134248441,213,1.34,5134248439,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372443,252,1,1,19,41,77tfx9me4aaqhzv78bmgsy9bg,1,57.1,67.3,2024-08-05T17:19:49.944Z,2024-08-05T17:19:51Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5134248475,213,1.15,5134248471,141,91.4,5134248469,140,64.0,5134248473,212,17.9,5134248467,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372447,253,1,1,19,44,77tfx9me4aaqhzv78bmgsy9bg,1,64.0,91.4,2024-08-05T17:19:52.633Z,2024-08-05T17:19:53Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5134248497,213,5.79,5134248489,56,Left,5134248493,141,84.5,5134248495,212,9.9,5134248491,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372449,254,1,1,19,45,77tfx9me4aaqhzv78bmgsy9bg,1,72.3,84.5,2024-08-05T17:19:53.609Z,2024-08-05T17:20:18Z,3nto7ft0b2a47lqd7ethkkrxm,O. Antman,1.0,,5134248837,210,13,5134248505,56,Center,5134248507,140,67.9,5134248521,156,,5134248509,141,75.4,5134248513,213,4.07,5134248511,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706372451,142,45,1,19,47,c165yjiny1qnmfdvefxvflnkc,0,24.4,26.0,2024-08-05T17:19:55.770Z,2024-08-05T17:53:37Z,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,,,5134248525,285,,5134248523,56,Back,5134248593,233,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
