id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/13/value,qualifier/12/value,qualifier/14/value
2724366837,193,1,1,14,48,5rz9enoyknpg8ji78za5b82p0,1,76.0,5.8,2024-09-22T14:17:37.972Z,2024-09-22T14:17:40Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5233064281,141,7.4,5233064279,140,87.0,5233064283,212,11.6,5233064285,213,0.09,5233064277,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724366893,194,1,1,14,50,5rz9enoyknpg8ji78za5b82p0,1,84.9,5.6,2024-09-22T14:17:40.420Z,2024-09-22T14:17:42Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5233064601,213,3.07,5233064595,140,75.4,5233064593,56,Right,5233064599,212,10.0,5233064597,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724366939,195,1,1,14,52,5rz9enoyknpg8ji78za5b82p0,1,74.1,7.2,2024-09-22T14:17:42.453Z,2024-09-22T14:17:45Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5233064893,212,15.8,5233064899,213,3.05,5233064887,140,59.1,5233064885,56,Right,5233064889,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367055,196,1,1,14,55,5rz9enoyknpg8ji78za5b82p0,1,56.9,14.8,2024-09-22T14:17:45.077Z,2024-09-22T14:17:49Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,5233065497,141,48.6,5233065495,140,44.9,5233065501,213,2.07,5233065493,56,Back,5233065499,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367071,197,1,1,14,59,5rz9enoyknpg8ji78za5b82p0,1,53.3,51.2,2024-09-22T14:17:49.830Z,2024-09-22T14:17:50Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233065611,56,Center,5233065619,141,46.2,5233065615,140,55.2,5233065625,213,5.24,5233065623,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367103,198,1,1,15,0,5rz9enoyknpg8ji78za5b82p0,1,55.2,46.0,2024-09-22T14:17:50.868Z,2024-09-22T14:17:52Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5233065759,56,Center,5233065765,212,11.8,5233065763,141,61.8,5233065767,213,1.15,5233065761,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367127,199,1,1,15,2,5rz9enoyknpg8ji78za5b82p0,1,59.8,61.8,2024-09-22T14:17:52.180Z,2024-09-22T14:17:53Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5233065919,212,14.7,5233065913,56,Back,5233065915,140,46.0,5233065917,141,65.8,5233065953,156,,5233065923,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367167,200,1,1,15,4,5rz9enoyknpg8ji78za5b82p0,1,45.9,65.9,2024-09-22T14:17:54.340Z,2024-09-22T14:17:55Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233066141,213,1.00,5233066133,56,Left,5233066139,212,20.3,5233066135,140,56.3,5233066137,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367225,201,1,1,15,5,5rz9enoyknpg8ji78za5b82p0,1,56.5,91.3,2024-09-22T14:17:55.252Z,2024-09-22T14:17:57Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5233066417,141,73.7,5233066419,212,12.1,5233066413,56,Center,5233066415,140,58.0,5233066423,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367255,202,1,1,15,7,5rz9enoyknpg8ji78za5b82p0,1,58.0,73.1,2024-09-22T14:17:57.716Z,2024-09-22T14:17:59Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5233066559,140,66.2,5233066565,213,1.02,5233066563,212,16.6,5233066557,56,Left,5233066561,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367295,203,1,1,15,9,5rz9enoyknpg8ji78za5b82p0,1,65.2,92.1,2024-09-22T14:17:59.685Z,2024-09-22T14:18:02Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5233066811,212,7.6,5233066803,140,58.0,5233066801,56,Left,5233066815,213,3.28,5233066807,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367343,204,1,1,15,12,5rz9enoyknpg8ji78za5b82p0,1,57.7,88.0,2024-09-22T14:18:01.908Z,2024-09-22T14:18:04Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5233067129,213,4.45,5233067123,140,52.7,5233067125,141,59.0,5233067121,56,Center,5233067127,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367413,205,1,1,15,14,5rz9enoyknpg8ji78za5b82p0,1,53.5,55.5,2024-09-22T14:18:04.132Z,2024-09-22T14:18:07Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233067539,56,Center,5233067541,140,56.5,5233067549,213,4.92,5233067543,141,33.0,5233067545,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367463,206,1,1,15,17,5rz9enoyknpg8ji78za5b82p0,1,57.4,30.4,2024-09-22T14:18:07.476Z,2024-09-22T14:18:09Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,5233067839,56,Right,5233067843,141,10.0,5233067849,213,5.43,5233067845,212,18.4,5233067841,140,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367511,207,1,1,15,19,5rz9enoyknpg8ji78za5b82p0,1,69.7,8.1,2024-09-22T14:18:09.445Z,2024-09-22T14:18:12Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5233068127,140,58.9,5233068123,56,Center,5233068133,212,16.5,5233068135,213,2.33,5233068131,141,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367603,208,1,1,15,22,5rz9enoyknpg8ji78za5b82p0,1,57.9,26.1,2024-09-22T14:18:12.004Z,2024-09-22T14:18:15Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,5233068633,140,45.4,5233068639,213,2.20,5233068635,141,52.6,5233068631,56,Back,5233068637,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367661,209,1,1,15,25,5rz9enoyknpg8ji78za5b82p0,1,56.7,69.8,2024-09-22T14:18:15.365Z,2024-09-22T14:18:17Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233068919,140,61.2,5233068917,56,Left,5233068921,141,90.9,5233068923,212,15.1,5233068925,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367697,210,1,1,15,27,5rz9enoyknpg8ji78za5b82p0,1,61.1,92.8,2024-09-22T14:18:17.316Z,2024-09-22T14:18:18Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5233069129,141,94.2,5233069131,212,14.1,5233069125,56,Left,5233069133,213,0.07,5233069127,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367721,211,1,1,15,28,5rz9enoyknpg8ji78za5b82p0,1,73.2,90.2,2024-09-22T14:18:18.804Z,2024-09-22T14:18:20Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5233069249,56,Left,5233069253,141,79.3,5233069255,212,9.3,5233069251,140,67.9,5233069257,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367771,212,1,1,15,30,5rz9enoyknpg8ji78za5b82p0,1,67.3,77.0,2024-09-22T14:18:20.165Z,2024-09-22T14:18:22Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5233069519,140,71.4,5233069517,56,Left,5233069521,141,84.3,5233069525,213,0.86,5233069523,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367795,213,1,1,15,32,5rz9enoyknpg8ji78za5b82p0,1,70.2,79.5,2024-09-22T14:18:22.277Z,2024-09-22T14:18:23Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5233069693,212,7.2,5233069695,213,3.31,5233069691,141,77.7,5233069689,140,63.4,5233069687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724367869,214,1,1,15,33,5rz9enoyknpg8ji78za5b82p0,1,63.2,80.9,2024-09-22T14:18:23.620Z,2024-09-22T14:18:27Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5233070105,56,Left,5233070111,212,12.3,5233070107,140,71.2,5233070113,213,0.82,5233070109,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724368011,215,1,1,15,36,5rz9enoyknpg8ji78za5b82p0,1,75.4,93.2,2024-09-22T14:18:26.868Z,2024-09-22T18:03:17Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,1.0,5233070913,213,5.16,5233070907,141,55.2,5233070903,140,87.2,5233070893,2,,5234415213,224,,5233072999,154,,5233070911,212,28.7,5233070895,155,,5234415215,72,,5233072997,210,13,5233070899,56,,,Center,,,,,,,,,,,,,,,,,,
2724368017,216,13,1,15,39,5rz9enoyknpg8ji78za5b82p0,1,87.7,54.9,2024-09-22T14:18:28.964Z,2024-09-22T18:03:40Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5233073057,73,,5233073067,102,64.9,5233073075,230,98.1,5233073063,55,215,5233070929,56,Center,5233070925,22,,5233073073,391,,5233073061,154,,5233073077,231,50.2,5233071967,15,,5233071971,328,5233070927,17,,5233073059,29,5233073069,103,,,,,,,,,,,,25,,
2724368523,97,5,1,15,41,anga7587r1zv4ey71ge9zxol3,1,-1.2,38.0,2024-09-22T14:18:31.020Z,2024-09-22T14:21:05Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5233073873,233,217,5233073825,346,,5233073823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724368025,217,5,1,15,41,5rz9enoyknpg8ji78za5b82p0,0,101.2,62.0,2024-09-22T14:18:31.020Z,2024-09-22T14:21:05Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,5233070969,56,Center,5233070971,346,,5233073893,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724368583,98,1,1,16,4,anga7587r1zv4ey71ge9zxol3,1,3.9,48.5,2024-09-22T14:18:54.848Z,2024-09-22T14:18:57Z,15fo180vixn0lb65fujttit3p,J. Storch,,5233074137,141,58.5,5233074131,124,,5233074135,140,3.9,5233074133,56,Back,5233074139,212,6.8,5233074145,237,,5233074141,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724368651,99,1,1,16,7,anga7587r1zv4ey71ge9zxol3,1,3.8,58.2,2024-09-22T14:18:57.359Z,2024-09-22T14:19:00Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5233074529,140,6.9,5233074531,141,24.1,5233074535,213,4.85,5233074533,212,23.4,5233074527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724368787,100,1,1,16,10,anga7587r1zv4ey71ge9zxol3,0,7.3,21.5,2024-09-22T14:18:59.999Z,2024-09-22T14:19:04Z,c36ffo382u9flu5foebt4di39,P. Gregor,,5233075269,213,0.01,5233075259,157,,5233075267,212,65.2,5233075273,1,,5233075261,56,Center,5233075265,141,22.8,5233075263,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724368821,218,1,1,16,14,5rz9enoyknpg8ji78za5b82p0,1,32.8,80.0,2024-09-22T14:19:04.469Z,2024-09-22T14:19:06Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5233075449,140,41.8,5233075445,3,,5233075447,56,Back,5233075451,141,68.0,5233075455,213,5.57,5233075453,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724368905,219,1,1,16,16,5rz9enoyknpg8ji78za5b82p0,0,40.7,72.2,2024-09-22T14:19:05.908Z,2024-09-22T14:19:08Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5233075873,140,47.9,5233075879,213,0.94,5233075875,141,87.3,5233075871,56,Back,5233075877,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724368959,101,1,1,16,18,anga7587r1zv4ey71ge9zxol3,1,51.0,16.2,2024-09-22T14:19:08.254Z,2024-09-22T14:19:10Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5233076169,212,13.2,5233076167,141,5.8,5233076171,213,5.72,5233076165,140,61.6,5233076163,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369075,102,1,1,16,20,anga7587r1zv4ey71ge9zxol3,1,66.2,5.6,2024-09-22T14:19:10.671Z,2024-09-22T14:19:15Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,5233076865,56,Center,5233076871,212,36.9,5233076863,155,,5233076867,140,87.1,5233076873,213,0.93,5233076875,1,,5233076869,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369081,103,61,1,16,24,anga7587r1zv4ey71ge9zxol3,0,86.6,48.7,2024-09-22T14:19:14.359Z,2024-09-22T15:00:22Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,5233076907,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369067,220,52,1,16,25,5rz9enoyknpg8ji78za5b82p0,1,8.0,53.5,2024-09-22T14:19:15.108Z,2024-09-22T18:05:14Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5234424401,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369643,221,1,1,16,37,5rz9enoyknpg8ji78za5b82p0,1,11.8,54.0,2024-09-22T14:19:27.204Z,2024-09-22T14:19:36Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5233080083,141,59.4,5233080085,212,17.1,5233080079,56,Back,5233080081,140,27.7,5233080089,213,0.22,5233080077,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369669,222,1,1,16,46,5rz9enoyknpg8ji78za5b82p0,1,27.9,59.5,2024-09-22T14:19:36.261Z,2024-09-22T14:19:37Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233080233,213,5.87,5233080227,140,44.2,5233080229,141,48.4,5233080225,56,Back,5233080231,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369765,223,1,1,16,47,5rz9enoyknpg8ji78za5b82p0,1,44.2,48.4,2024-09-22T14:19:37.540Z,2024-09-22T14:19:42Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5233080683,56,Back,5233080687,140,43.6,5233080695,212,14.7,5233080691,141,26.8,5233080697,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369783,224,1,1,16,52,5rz9enoyknpg8ji78za5b82p0,1,43.3,26.6,2024-09-22T14:19:42.004Z,2024-09-22T18:05:28Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,5233080819,141,34.1,5233080821,212,12.1,5233080823,213,0.44,5234425559,189,,5233080815,56,Center,5233080817,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369831,225,1,1,16,53,5rz9enoyknpg8ji78za5b82p0,1,55.2,33.9,2024-09-22T14:19:43.077Z,2024-09-22T14:19:45Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,5233081047,155,,5233081051,140,91.6,5233081053,141,72.5,5233081063,213,0.60,5233081049,56,Center,5233081069,1,,5233081059,212,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369839,226,1,1,16,55,5rz9enoyknpg8ji78za5b82p0,0,92.4,72.9,2024-09-22T14:19:45.541Z,2024-09-22T14:19:46Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,5233081133,213,4.54,5233081127,140,91.6,5233081129,141,65.8,5233081131,212,4.9,5233081125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369919,104,12,1,16,56,anga7587r1zv4ey71ge9zxol3,1,11.8,41.0,2024-09-22T14:19:46.287Z,2024-09-22T14:19:49Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5233081539,140,20.6,5233081537,56,Back,5233081541,141,5.6,5233081545,213,5.08,5233081543,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724369979,106,1,1,16,59,anga7587r1zv4ey71ge9zxol3,1,20.4,4.9,2024-09-22T14:19:49.790Z,2024-09-22T14:19:52Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5233081939,212,7.7,5233081933,56,Back,5233081935,140,24.7,5233081937,141,14.1,5233081941,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724370031,107,1,1,17,2,anga7587r1zv4ey71ge9zxol3,1,25.5,19.7,2024-09-22T14:19:52.542Z,2024-09-22T14:19:55Z,5733iw16239m83syv5dm8huj9,M. Rømer,,5233082241,213,0.78,5233082239,212,10.6,5233082233,140,32.7,5233082237,141,30.6,5233082229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724370091,108,1,1,17,5,anga7587r1zv4ey71ge9zxol3,1,31.9,29.2,2024-09-22T14:19:55.086Z,2024-09-22T14:19:58Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,5233082611,140,46.8,5233082617,213,0.51,5233082613,141,42.2,5233082615,212,18.0,5233082609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724370219,109,1,1,17,8,anga7587r1zv4ey71ge9zxol3,1,51.4,46.0,2024-09-22T14:19:58.334Z,2024-09-22T18:05:57Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,5233083431,56,Center,5233083437,212,24.2,5233083433,140,66.0,5233083439,213,0.89,5233083435,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724370275,110,1,1,17,15,anga7587r1zv4ey71ge9zxol3,1,72.9,74.2,2024-09-22T14:20:05.102Z,2024-09-22T14:20:08Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,5233083783,212,9.6,5233083777,140,80.5,5233083779,141,66.4,5233083775,56,Center,5233083787,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724370279,111,61,1,17,18,anga7587r1zv4ey71ge9zxol3,0,78.2,65.7,2024-09-22T14:20:07.870Z,2024-09-22T14:20:08Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,5233083829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724370425,228,1,1,17,21,5rz9enoyknpg8ji78za5b82p0,1,6.9,48.8,2024-09-22T14:20:11.804Z,2024-09-22T14:20:52Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5233084647,212,20.6,5233084641,56,Back,5233084645,141,71.3,5233084643,140,20.1,5233084649,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724370609,112,27,1,17,24,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-22T14:20:14.711Z,2024-09-22T14:21:03Z,,,,5233090359,233,229,5233085803,53,9pnirb3qt48zeui3su8cvu1ka,5233085801,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724370429,229,27,1,17,24,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-09-22T14:20:14.711Z,2024-09-22T14:21:04Z,,,,5233090405,233,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371333,113,28,1,17,55,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-22T14:20:45.822Z,2024-09-22T14:21:04Z,,,,5233089803,55,112,5233090421,233,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371025,230,28,1,17,55,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-09-22T14:20:45.822Z,2024-09-22T14:21:05Z,,,,5233088177,55,229,5233090439,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371485,232,1,1,18,5,5rz9enoyknpg8ji78za5b82p0,1,12.1,48.6,2024-09-22T14:20:55.845Z,2024-09-22T14:21:06Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,5233090609,213,0.29,5233090605,141,52.8,5233090603,140,21.2,5233090607,212,10.0,5233090601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371531,233,1,1,18,15,5rz9enoyknpg8ji78za5b82p0,1,31.9,64.9,2024-09-22T14:21:05.396Z,2024-09-22T14:21:08Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233090859,212,16.9,5233090861,213,0.86,5233090857,141,83.8,5233090853,56,Back,5233090855,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371605,234,1,1,18,18,5rz9enoyknpg8ji78za5b82p0,1,43.2,83.8,2024-09-22T14:21:08.516Z,2024-09-22T14:21:11Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5233091303,212,14.1,5233091297,56,Back,5233091305,213,4.24,5233091301,141,65.3,5233091299,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371745,235,1,1,18,21,5rz9enoyknpg8ji78za5b82p0,1,35.7,58.8,2024-09-22T14:21:11.749Z,2024-09-22T14:21:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233091911,140,52.2,5233091917,213,5.19,5233091913,141,9.3,5233091915,212,37.9,5233091909,56,Right,5233091919,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371797,236,1,1,18,25,5rz9enoyknpg8ji78za5b82p0,1,48.1,11.0,2024-09-22T14:21:15.398Z,2024-09-22T14:21:17Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,5233092161,56,Back,5233092175,213,2.43,5233092173,212,19.9,5233092167,140,33.8,5233092171,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371841,237,1,1,18,27,5rz9enoyknpg8ji78za5b82p0,1,33.7,30.4,2024-09-22T14:21:17.701Z,2024-09-22T14:21:20Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,5233092477,212,24.2,5233092471,56,Back,5233092475,141,65.4,5233092473,140,37.7,5233092479,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371933,238,1,1,18,30,5rz9enoyknpg8ji78za5b82p0,1,37.7,65.6,2024-09-22T14:21:20.100Z,2024-09-22T14:21:24Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233093021,213,1.06,5233093015,141,90.0,5233093013,140,46.6,5233093019,212,19.0,5233093011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371955,239,1,1,18,34,5rz9enoyknpg8ji78za5b82p0,1,47.2,92.5,2024-09-22T14:21:24.164Z,2024-09-22T14:21:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5233093131,56,Left,5233093137,212,12.1,5233093139,213,5.73,5233093133,140,57.0,5233093135,141,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724371963,240,1,1,18,35,5rz9enoyknpg8ji78za5b82p0,1,57.0,82.8,2024-09-22T14:21:25.061Z,2024-09-22T14:21:25Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,5233093185,213,2.91,5233093183,212,16.5,5233093179,140,41.7,5233093181,141,88.3,5233093177,56,Back,5233093217,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724372067,241,1,1,18,38,5rz9enoyknpg8ji78za5b82p0,1,41.7,85.5,2024-09-22T14:21:28.148Z,2024-09-22T14:21:31Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5233093713,212,17.7,5233093707,56,Back,5233093715,213,4.26,5233093711,141,62.1,5233093709,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724372125,242,1,1,18,41,5rz9enoyknpg8ji78za5b82p0,1,32.7,57.5,2024-09-22T14:21:30.932Z,2024-09-22T14:21:34Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233094059,1,,5233094049,140,42.5,5233094057,213,5.04,5233094051,141,12.6,5233094055,212,32.2,5233094045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724372235,243,1,1,18,44,5rz9enoyknpg8ji78za5b82p0,1,42.9,13.8,2024-09-22T14:21:34.597Z,2024-09-22T14:21:40Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,5233094571,1,,5233094553,56,Back,5233094563,212,35.6,5233094557,140,35.0,5233094567,213,1.81,5233094549,155,,5233094559,141,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724372307,244,1,1,18,50,5rz9enoyknpg8ji78za5b82p0,1,43.6,64.9,2024-09-22T14:21:39.956Z,2024-09-22T14:21:44Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,5233094995,56,Left,5233094999,141,91.9,5233094997,140,58.7,5233095003,213,0.86,5233095001,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724372363,245,1,1,18,54,5rz9enoyknpg8ji78za5b82p0,1,59.4,92.8,2024-09-22T14:21:43.989Z,2024-09-22T14:21:46Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,5233095279,212,4.9,5233095281,213,0.51,5233095273,140,63.5,5233095277,141,96.3,5233095269,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
