id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2743522837,1,34,16,0,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-03T12:08:15.329Z,2024-11-03T19:21:28Z,,,,,5338042439,197,19904,5337793407,30,"dk9nlp77b6q38p751f8w3o8np, bitixkzgt5p65rlo2bnllcf6x, acp1ba2irpv5wfmxke7ucmaga, vrzye4jqrafujmjw3wakjpxw, 4n3t1p3zn5yzjv4w0clo3xvjd, 9qskwuil30g48xr3ax5p9j6j9, 6d8194j12jdzgqk5uwcemecr8, 9o10vhew3jar8tqnkabw0qoyx, akxcr1xe62dyl5jmh3ataq13o, 5f3wfx327z9hef9k9l37c90wl, 73lwz4he5erpp25zi8crjvztg, 9lgnm175tw163z53b8bmiu5pm, auk14ut8cwaqop549u2zmfgt1, wnin2353js3p5rh4d7e2ymwa, 7w7ufa4v85hmj1qxnmqc4zgiy, 5m27f84vvraap8bmfujt1qiok, eq7tnnzwq0g9q4eac0o9t9xey, xyt0wq20toh97811t65vu4no, b6q0tf252xvikt39g8jevju38, bp2ellllifbtxgf0p8qlbm1nt",5337793411,59,"16, 18, 23, 12, 24, 2, 17, 19, 11, 13, 10, 1, 4, 6, 8, 14, 30, 32, 37, 55",5338037569,194,5f3wfx327z9hef9k9l37c90wl,5337793417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5337793413,130,5,5337793415,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5337793409,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743523791,1,34,16,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-03T12:09:13.643Z,2024-11-03T13:05:45Z,,,,,5338039239,197,4597,5337798211,59,"13, 2, 5, 16, 19, 24, 8, 6, 7, 14, 10, 11, 15, 17, 18, 21, 32, 36, 38, 45",5337798207,30,"49wkw0wkn4ta18b6657vjvglx, 7cpkykvmy8ujrahzdz7ksk2c5, c9e54hwefvwos94ri459uylbe, 5r1v2w303bvj0vv1893qr5d5h, ddsv1cx4vopu1xis5xwkx2qz8, 2rvx2wlfj2rxzcgye6wiw0v84, 4cubrfqgrc5ivbd6fdj3k3zf8, etfoa7t308eq1xdmo9m2gfcgl, 4rgz5z372h6sbwhpxl69cb6c5, 7a1vtc0e7ubua2t0dwx9ufk7o, 5uqf7a0y0fd1hf2rrmgx11tuy, 76k8ic97o66kaq2e52bmp27ai, 179f3j88wnmze82aicikkez9, 3qcjzsb466tfri5yrj35wztw4, 2r8s61bmydlumhg62wd0y6fis, 6rd6a2f1k124dzp1p904yq3h0, e07zv7ag985v8lq9sebfi27l5, 3zc9hy5uicgp21wr6z5wyuntg, 9h6c9ue598hllcri39erjitqs, apspqh3shqfwobvh35x60q5g4",5337798217,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5338039237,194,etfoa7t308eq1xdmo9m2gfcgl,5337798213,130,4,5337798215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5337798209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571847,2,32,1,0,0,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-03T13:01:21.709Z,2024-11-03T13:01:23Z,,,,,5338053211,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571841,2,32,1,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-03T13:01:21.709Z,2024-11-03T19:32:49Z,,,,,5338053189,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571875,3,1,1,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,50.0,50.0,2024-11-03T13:01:21.710Z,2024-11-03T13:01:24Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5338053361,141,53.3,5338053357,56,Back,5338053369,278,,5338053365,213,2.18,5338053359,140,48.5,5338053367,279,S,5338053363,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571907,4,1,1,0,1,77tfx9me4aaqhzv78bmgsy9bg,1,51.4,55.0,2024-11-03T13:01:23.379Z,2024-11-03T17:07:18Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5338053539,141,82.2,5338053543,213,2.15,5338053537,140,39.9,5338053533,56,Back,5338053541,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571971,5,1,1,0,4,77tfx9me4aaqhzv78bmgsy9bg,1,43.0,79.0,2024-11-03T13:01:26.084Z,2024-11-03T13:01:28Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5338053839,212,19.5,5338053841,213,4.74,5338053835,140,43.6,5338053833,56,Back,5338053837,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572009,6,1,1,0,7,77tfx9me4aaqhzv78bmgsy9bg,1,45.2,48.1,2024-11-03T13:01:28.787Z,2024-11-03T17:07:30Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5338054083,140,55.4,5338054087,141,5.2,5338054093,213,5.06,5338054079,56,Right,5338054091,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572059,7,1,1,0,9,77tfx9me4aaqhzv78bmgsy9bg,1,54.4,6.1,2024-11-03T13:01:31.283Z,2024-11-03T13:50:38Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338054363,140,38.1,5338054375,213,2.59,5338054371,212,20.1,5338054367,141,21.6,5338054359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572095,8,1,1,0,13,77tfx9me4aaqhzv78bmgsy9bg,1,40.1,22.4,2024-11-03T13:01:35.235Z,2024-11-03T13:50:57Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5338054591,212,25.2,5338054589,141,5.5,5338054585,56,Right,5338054593,213,5.81,5338054587,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572149,9,1,1,0,15,77tfx9me4aaqhzv78bmgsy9bg,1,61.3,5.9,2024-11-03T13:01:37.235Z,2024-11-03T13:51:08Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338054903,141,25.8,5338054899,56,Center,5338054907,213,1.23,5338054901,140,65.9,5338054905,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572161,10,1,1,0,18,77tfx9me4aaqhzv78bmgsy9bg,1,75.4,15.2,2024-11-03T13:01:40.115Z,2024-11-03T13:52:20Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5338054979,213,2.66,5338054969,140,66.2,5338054967,56,Center,5338054971,141,22.7,5338054975,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572209,11,1,1,0,18,77tfx9me4aaqhzv78bmgsy9bg,1,62.5,32.4,2024-11-03T13:01:40.707Z,2024-11-03T13:01:42Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5338055197,212,14.0,5338055193,140,60.5,5338055199,213,4.56,5338055191,56,Right,5338055195,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572227,12,1,1,0,20,77tfx9me4aaqhzv78bmgsy9bg,1,60.5,12.0,2024-11-03T13:01:42.178Z,2024-11-03T13:51:25Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338055287,213,5.95,5338055279,56,Right,5338055283,141,8.3,5338055285,212,7.8,5338055281,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572237,13,3,1,0,21,77tfx9me4aaqhzv78bmgsy9bg,0,71.4,8.0,2024-11-03T13:01:43.107Z,2024-11-03T17:07:56Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5338055329,286,,5338055679,233,3,5338055327,56,Right,5339748937,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572289,3,7,1,0,21,cftj6g399tknheudaxsdpfdgb,1,28.6,92.0,2024-11-03T13:01:43.108Z,2024-11-03T17:08:02Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5338055673,233,13,5338055597,285,,5339749683,384,,5338055595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572309,5,3,1,0,24,cftj6g399tknheudaxsdpfdgb,1,30.3,93.6,2024-11-03T13:01:46.380Z,2024-11-03T17:09:34Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5338055709,56,Back,5338056023,233,14,5339751675,465,,5338055711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572349,14,45,1,0,24,77tfx9me4aaqhzv78bmgsy9bg,0,69.7,6.4,2024-11-03T13:01:46.380Z,2024-11-03T18:29:45Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338055923,56,Right,5338055997,286,,5340217919,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743889077,746,50,1,0,25,cftj6g399tknheudaxsdpfdgb,1,28.9,95.3,2024-11-03T13:01:47.691Z,2024-11-03T17:10:14Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5339765957,56,Back,5339765963,285,,5339765967,233,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743889063,1073,7,1,0,25,77tfx9me4aaqhzv78bmgsy9bg,0,71.1,4.7,2024-11-03T13:01:47.692Z,2024-11-03T18:29:44Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5339765887,383,,5339765883,56,Right,5340217799,233,746,5339765885,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743889445,747,61,1,0,26,cftj6g399tknheudaxsdpfdgb,1,34.4,92.5,2024-11-03T13:01:47.948Z,2024-11-03T17:10:28Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5339767831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743890139,748,83,1,0,26,cftj6g399tknheudaxsdpfdgb,1,35.5,95.6,2024-11-03T13:01:48.291Z,2024-11-03T19:07:31Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5339771731,399,7cpkykvmy8ujrahzdz7ksk2c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572351,15,50,1,0,26,77tfx9me4aaqhzv78bmgsy9bg,1,65.7,6.7,2024-11-03T13:01:48.657Z,2024-11-03T14:55:54Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338055939,56,Right,5338056225,233,6,5338055941,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572377,6,7,1,0,26,cftj6g399tknheudaxsdpfdgb,1,34.3,93.3,2024-11-03T13:01:48.658Z,2024-11-03T17:10:50Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5338056049,56,Back,5338056205,233,15,5339770847,383,,5338056051,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572391,7,1,1,0,28,cftj6g399tknheudaxsdpfdgb,0,27.6,98.4,2024-11-03T13:01:50.285Z,2024-11-03T13:53:41Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5338056281,233,16,5338056131,141,97.5,5338056279,236,,5338056127,140,29.3,5338056137,212,1.9,5338056285,286,,5338056123,56,Back,5338056141,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572399,16,74,1,0,28,77tfx9me4aaqhzv78bmgsy9bg,1,61.7,5.2,2024-11-03T13:01:50.286Z,2024-11-03T18:29:46Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5338056297,233,7,5338056173,56,Right,5338056175,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572475,8,43,1,0,32,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-03T13:01:54.355Z,2024-11-03T13:02:06Z,9o10vhew3jar8tqnkabw0qoyx,J. Lonwijk,,,5338056547,56,Back,5338057559,144,44,5338056549,285,0,5338056589,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572465,17,43,1,0,32,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-11-03T13:01:54.356Z,2024-11-03T13:02:09Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338056501,56,Right,5338057581,233,8,5338056503,286,0,5338057929,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572585,18,44,1,0,32,77tfx9me4aaqhzv78bmgsy9bg,1,73.5,7.2,2024-11-03T13:01:54.481Z,2024-11-03T14:58:55Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338057367,56,Right,5338057371,286,,5338058251,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572509,9,44,1,0,32,cftj6g399tknheudaxsdpfdgb,0,26.5,92.8,2024-11-03T13:01:54.482Z,2024-11-03T14:58:55Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5338058221,233,18,5338056801,285,,5338056795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743722253,1070,1,1,0,33,77tfx9me4aaqhzv78bmgsy9bg,0,75.1,7.7,2024-11-03T13:01:54.709Z,2024-11-03T14:56:28Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338853889,56,Right,5338853891,140,76.5,5338853897,213,0.27,5338853893,141,8.3,5338853887,3,,5338853895,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572959,10,61,1,0,33,cftj6g399tknheudaxsdpfdgb,1,17.5,90.8,2024-11-03T13:01:54.934Z,2024-11-03T14:56:12Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5338058933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743722751,745,50,1,0,34,cftj6g399tknheudaxsdpfdgb,1,31.0,97.2,2024-11-03T13:01:55.709Z,2024-11-03T14:59:19Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5338857155,285,,5338857199,233,19,5338856511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572853,19,7,1,0,34,77tfx9me4aaqhzv78bmgsy9bg,1,69.0,2.8,2024-11-03T13:01:55.710Z,2024-11-03T17:11:48Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5339778133,385,,5339778127,167,,5338058471,56,Right,5338857179,233,745,5338379839,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573025,11,5,1,0,35,cftj6g399tknheudaxsdpfdgb,1,26.7,102.0,2024-11-03T13:01:57.683Z,2024-11-03T13:07:24Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5338059241,56,Back,5338059243,347,,5338092079,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572879,20,5,1,0,35,77tfx9me4aaqhzv78bmgsy9bg,0,73.3,-2.0,2024-11-03T13:01:57.683Z,2024-11-03T13:07:24Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5338058587,347,,5338092103,233,11,5338058585,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573049,12,1,1,0,59,cftj6g399tknheudaxsdpfdgb,0,17.1,100.0,2024-11-03T13:02:21.199Z,2024-11-03T13:53:36Z,acp1ba2irpv5wfmxke7ucmaga,O. Bundgaard,,,5338059367,107,,5338059381,212,32.7,5338059379,141,85.7,5338059385,1,,5338059383,213,5.95,5338059377,140,46.5,5338059373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573111,21,1,1,1,1,77tfx9me4aaqhzv78bmgsy9bg,1,49.3,18.9,2024-11-03T13:02:23.539Z,2024-11-03T13:02:25Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5338059731,56,Right,5338059729,3,,5338059739,213,5.16,5338059735,141,6.5,5338059737,212,9.4,5338059733,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573191,23,1,1,1,3,77tfx9me4aaqhzv78bmgsy9bg,1,55.5,6.5,2024-11-03T13:02:25.470Z,2024-11-03T17:12:13Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5338060203,141,27.9,5338060197,56,Back,5338060211,213,2.72,5338060209,212,35.8,5338060199,140,24.3,5338060213,1,,5339780601,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573223,24,1,1,1,7,77tfx9me4aaqhzv78bmgsy9bg,0,24.3,27.9,2024-11-03T13:02:29.107Z,2024-11-03T13:02:31Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5338060373,212,22.4,5338060377,1,,5338060369,140,45.6,5338060375,213,0.02,5338060365,157,,5338060367,56,Back,5338060371,141,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573291,13,1,1,1,10,cftj6g399tknheudaxsdpfdgb,0,51.2,76.9,2024-11-03T13:02:32.046Z,2024-11-03T13:02:35Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5338060785,141,100.0,5338060781,56,Left,5338060783,140,74.1,5338060789,213,0.61,5338060787,212,29.3,5338060779,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573321,25,4,1,1,13,77tfx9me4aaqhzv78bmgsy9bg,1,28.0,5.7,2024-11-03T13:02:34.827Z,2024-11-03T17:12:28Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5338061015,56,Back,5338061017,152,,5338061253,233,15,5338061013,294,,5338061011,13,,5338061019,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573371,15,4,1,1,13,cftj6g399tknheudaxsdpfdgb,0,72.0,94.3,2024-11-03T13:02:34.828Z,2024-11-03T17:12:30Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5338061241,56,Left,5338061281,233,25,5338061243,152,,5338061239,13,,5338061247,286,,5338083735,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573299,14,43,1,1,14,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-11-03T13:02:35.731Z,2024-11-03T13:06:03Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5338083155,144,5,5338060823,56,Left,5338060825,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573475,26,1,1,1,23,77tfx9me4aaqhzv78bmgsy9bg,1,20.8,8.2,2024-11-03T13:02:45.667Z,2024-11-03T13:53:49Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5338061729,140,7.6,5338061731,141,39.4,5338061723,5,,5338061733,212,25.3,5338061737,213,2.15,5338061727,56,Back,5338061725,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573539,27,1,1,1,25,77tfx9me4aaqhzv78bmgsy9bg,1,8.1,39.4,2024-11-03T13:02:47.218Z,2024-11-03T13:02:49Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5338062071,213,1.12,5338062067,141,66.4,5338062069,212,20.4,5338062061,56,Back,5338062065,140,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573667,28,1,1,1,28,77tfx9me4aaqhzv78bmgsy9bg,1,22.0,69.1,2024-11-03T13:02:49.779Z,2024-11-03T13:53:54Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5338062631,56,Back,5338062639,213,1.01,5338062635,141,92.9,5338062637,212,19.1,5338062633,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573813,29,1,1,1,33,77tfx9me4aaqhzv78bmgsy9bg,1,33.7,77.9,2024-11-03T13:02:55.267Z,2024-11-03T13:03:03Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5338063341,140,25.5,5338063345,212,12.3,5338063343,141,64.9,5338063339,56,Back,5338063347,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573837,30,1,1,1,38,77tfx9me4aaqhzv78bmgsy9bg,1,26.6,60.5,2024-11-03T13:02:59.899Z,2024-11-03T17:12:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5338063525,140,35.0,5338063523,56,Back,5338063527,141,34.5,5338063531,213,5.18,5338063529,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573851,31,1,1,1,42,77tfx9me4aaqhzv78bmgsy9bg,1,35.0,34.5,2024-11-03T13:03:03.715Z,2024-11-03T17:12:57Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5338063591,141,61.2,5338063589,140,25.9,5338063595,213,2.06,5338063593,212,20.5,5338063587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573885,32,1,1,1,43,77tfx9me4aaqhzv78bmgsy9bg,1,29.2,62.0,2024-11-03T13:03:05.354Z,2024-11-03T17:13:09Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5338063803,56,Back,5338063811,212,10.9,5338063807,140,38.7,5338063809,141,68.3,5338063813,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743893155,1074,1,1,1,43,77tfx9me4aaqhzv78bmgsy9bg,1,37.2,69.2,2024-11-03T13:03:05.494Z,2024-11-03T17:13:15Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5339788019,213,4.39,5339788013,140,32.9,5339788017,212,14.3,5339788015,141,49.3,5339788011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573913,33,1,1,1,45,77tfx9me4aaqhzv78bmgsy9bg,1,43.2,46.6,2024-11-03T13:03:07.539Z,2024-11-03T17:13:35Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5338063933,140,45.4,5338063935,141,28.2,5338063943,213,4.89,5338063939,212,12.7,5338063931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743893765,1075,61,1,1,47,77tfx9me4aaqhzv78bmgsy9bg,0,42.8,26.2,2024-11-03T13:03:09.569Z,2024-11-03T17:13:39Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5339791165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743574167,17,1,1,1,52,cftj6g399tknheudaxsdpfdgb,1,52.6,76.7,2024-11-03T13:03:13.807Z,2024-11-03T13:03:22Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5338065321,155,,5338065331,141,27.3,5338065339,1,,5338065335,212,44.2,5338065323,56,Center,5338065327,140,80.0,5338065337,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743574261,18,1,1,2,0,cftj6g399tknheudaxsdpfdgb,1,90.9,6.7,2024-11-03T13:03:22.463Z,2024-11-03T13:03:26Z,6d8194j12jdzgqk5uwcemecr8,C. Nouck,,,5338065795,141,17.7,5338065791,140,79.1,5338065801,213,2.60,5338065789,56,Right,5338065799,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743574305,19,1,1,2,4,cftj6g399tknheudaxsdpfdgb,1,94.4,9.2,2024-11-03T13:03:26.591Z,2024-11-03T13:03:28Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5338066023,56,Right,5338066027,141,4.1,5338066025,140,91.0,5338066029,212,5.0,5338066031,213,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743574307,20,1,1,2,6,cftj6g399tknheudaxsdpfdgb,0,86.6,6.5,2024-11-03T13:03:28.415Z,2024-11-03T13:03:28Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5338066035,56,Right,5338066041,212,9.2,5338066037,140,89.9,5338066043,213,1.19,5338066039,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743574349,34,1,1,2,8,77tfx9me4aaqhzv78bmgsy9bg,0,13.4,85.6,2024-11-03T13:03:30.674Z,2024-11-03T13:03:31Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5338066241,141,94.2,5338066245,213,0.79,5338066243,212,8.2,5338066239,140,18.9,5338066237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743574387,35,83,1,2,10,77tfx9me4aaqhzv78bmgsy9bg,0,15.7,88.4,2024-11-03T13:03:31.751Z,2024-11-03T17:15:03Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5339801275,399,bitixkzgt5p65rlo2bnllcf6x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
