id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2701842119,1,34,16,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-07-19T17:03:40.404Z,2024-07-19T17:58:09Z,,,,,5109075669,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5109170383,194,55gunqozsj8gs6oua7ee5xxhx,5109075665,59,"13, 2, 23, 6, 4, 19, 29, 5, 40, 7, 22, 11, 15, 17, 21, 31, 32, 43, 36, 45",5109075667,130,4,5109075661,30,"49wkw0wkn4ta18b6657vjvglx, 7cpkykvmy8ujrahzdz7ksk2c5, bxx5rebv553opcpvc2x70g6sq, etfoa7t308eq1xdmo9m2gfcgl, 55gunqozsj8gs6oua7ee5xxhx, ddsv1cx4vopu1xis5xwkx2qz8, 4cubrfqgrc5ivbd6fdj3k3zf8, c9e54hwefvwos94ri459uylbe, 3nok8qxxj2zl831wgvc7abxuc, 4rgz5z372h6sbwhpxl69cb6c5, 3nto7ft0b2a47lqd7ethkkrxm, 76k8ic97o66kaq2e52bmp27ai, 179f3j88wnmze82aicikkez9, 3qcjzsb466tfri5yrj35wztw4, 6rd6a2f1k124dzp1p904yq3h0, a2cehkxue1tit6hyc6qykmlii, e07zv7ag985v8lq9sebfi27l5, 7a1vtc0e7ubua2t0dwx9ufk7o, 3zc9hy5uicgp21wr6z5wyuntg, apspqh3shqfwobvh35x60q5g4",5109170385,197,4597,5109075671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5109075663,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701845323,1,34,16,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-07-19T17:13:24.652Z,2024-07-19T18:09:34Z,,,,,5109094049,130,4,5109094045,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5109094055,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5109171879,197,17331,5109094051,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5109094047,59,"1, 20, 24, 16, 4, 3, 8, 14, 10, 11, 19, 6, 13, 15, 17, 22, 26, 27, 37, 50",5109094053,194,1arzd8hqj73byhduozscqz5uy,5109094043,30,"a2l4ep71txn2edtjjcgewai5m, de0dokhb6u6hts2hu5aupgiga, brinkgys7026490q3ixx6h9uc, 6v1kpakd3t0jhnoh1eh75ev4k, 7yst1mucy7jynmpzu1thox2i, dq2eqqywinhsh9ijg8amqyp78, 3q4tnk1z46lop4rbdpjtfoc2c, eyx42tgneccybvhk8bfhtcaqy, 5lz41celw55rz3zh8pohclw5w, 1arzd8hqj73byhduozscqz5uy, 5hw5sfiqhzg7mnghdp52f7fqi, 8mkrj5bnkyhx8kutc4656cy96, 8vi3l756ez0e96k7muvg4ekbu, 974s3rwvb2ls1k1no4hlaz8ph, 8bi1tlz62rjwyak4pnnzgp562, cul6phe87idi5dn1hsfywxhwp, cw6s5hf1tytvb98vjuosz9r6d, 5vrsflxiv2dgfa8199a2qxsve, ezi8426ran0bffeyfvloc2ihg, 3tka46re2gsi9uw7pbxx5m0pg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859073,2,32,1,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-07-19T18:00:21.798Z,2024-07-19T18:00:22Z,,,,,5109173461,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859069,2,32,1,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-07-19T18:00:21.798Z,2024-07-19T20:51:44Z,,,,,5109173447,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859079,3,1,1,0,0,77tfx9me4aaqhzv78bmgsy9bg,1,50.1,50.0,2024-07-19T18:00:21.799Z,2024-07-19T18:12:58Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5109173483,56,Back,5109173491,213,3.27,5109173485,140,44.0,5109173487,141,48.8,5109173489,212,6.5,5109173493,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859097,4,1,1,0,1,77tfx9me4aaqhzv78bmgsy9bg,1,44.0,48.8,2024-07-19T18:00:23.554Z,2024-07-19T18:00:26Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109173609,141,70.5,5109173613,213,1.92,5109173611,212,15.7,5109173605,56,Back,5109173607,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859109,5,1,1,0,4,77tfx9me4aaqhzv78bmgsy9bg,1,38.7,69.0,2024-07-19T18:00:26.427Z,2024-07-19T18:00:28Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5109173671,212,27.8,5109173673,213,4.52,5109173667,140,33.7,5109173665,56,Back,5109173669,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859117,6,1,1,0,6,77tfx9me4aaqhzv78bmgsy9bg,1,33.7,28.9,2024-07-19T18:00:28.547Z,2024-07-19T18:00:30Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5109173713,56,Back,5109173721,213,1.93,5109173719,212,17.1,5109173717,141,52.4,5109173715,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859125,7,1,1,0,8,77tfx9me4aaqhzv78bmgsy9bg,1,28.0,55.8,2024-07-19T18:00:30.562Z,2024-07-19T18:00:31Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109173751,141,56.7,5109173747,56,Back,5109173755,213,0.07,5109173749,140,36.8,5109173753,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859139,8,1,1,0,9,77tfx9me4aaqhzv78bmgsy9bg,1,36.8,56.7,2024-07-19T18:00:31.521Z,2024-07-19T19:01:57Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109173819,56,Back,5109173823,141,13.8,5109313475,156,,5109173827,213,4.46,5109173821,140,29.6,5109173825,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859153,9,1,1,0,11,77tfx9me4aaqhzv78bmgsy9bg,1,29.6,13.7,2024-07-19T18:00:33.730Z,2024-07-19T18:00:36Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5109173891,141,4.0,5109173895,213,5.65,5109173887,56,Back,5109173893,212,11.1,5109173889,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859169,10,1,1,0,14,77tfx9me4aaqhzv78bmgsy9bg,0,39.8,4.0,2024-07-19T18:00:36.138Z,2024-07-19T18:01:23Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5109173969,141,10.4,5109173967,140,72.4,5109173973,213,0.13,5109173965,56,Right,5109173971,212,34.5,5109173975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859191,4,4,1,0,19,36g6ifzjliec1jqnbtf7yesme,1,25.4,92.2,2024-07-19T18:00:41.105Z,2024-07-19T18:00:49Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109174133,13,,5109174267,294,,5109174141,285,,5109174157,233,11,5109174137,152,,5109174135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859179,11,4,1,0,19,77tfx9me4aaqhzv78bmgsy9bg,0,74.6,7.8,2024-07-19T18:00:41.106Z,2024-07-19T18:00:48Z,3nok8qxxj2zl831wgvc7abxuc,C. Harder,,,5109174225,294,,5109174047,286,,5109174043,152,,5109174041,56,Right,5109174167,233,4,5109174039,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859301,5,1,1,0,44,36g6ifzjliec1jqnbtf7yesme,0,26.8,91.1,2024-07-19T18:01:06.333Z,2024-07-19T18:11:43Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5109174701,152,,5109174707,141,87.2,5109174705,140,63.8,5109174699,157,,5109174713,1,,5109174697,5,,5109174709,212,38.9,5109174703,56,Left,5109174711,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859315,12,1,1,0,47,77tfx9me4aaqhzv78bmgsy9bg,1,33.5,7.4,2024-07-19T18:01:09.243Z,2024-07-19T18:09:19Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109174789,213,0.07,5109174783,140,43.1,5109174787,212,10.1,5109174781,56,Back,5109174779,3,,5109174785,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859319,6,4,1,0,51,36g6ifzjliec1jqnbtf7yesme,1,60.4,89.4,2024-07-19T18:01:13.385Z,2024-07-19T18:01:15Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5109174859,13,,5109174863,56,Left,5109174869,233,13,5109174865,152,,5109174861,294,,5109174867,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859317,13,4,1,0,51,77tfx9me4aaqhzv78bmgsy9bg,0,39.6,10.6,2024-07-19T18:01:13.386Z,2024-07-19T18:01:15Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5109174815,294,,5109174817,56,Back,5109174819,152,,5109174881,233,6,5109174813,13,,5109174821,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859367,7,1,1,1,0,36g6ifzjliec1jqnbtf7yesme,1,63.7,86.3,2024-07-19T18:01:22.349Z,2024-07-19T21:06:48Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5109175075,212,11.5,5109175071,140,54.0,5109175077,213,3.62,5109175065,5,,5109175073,141,78.5,5109175067,152,,5109175069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859375,8,1,1,1,1,36g6ifzjliec1jqnbtf7yesme,1,51.0,78.9,2024-07-19T18:01:22.989Z,2024-07-19T21:06:52Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109175107,140,55.3,5109175113,213,6.05,5109175105,56,Center,5109175109,141,77.3,5109175111,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859381,9,1,1,1,4,36g6ifzjliec1jqnbtf7yesme,1,56.7,76.5,2024-07-19T18:01:25.804Z,2024-07-19T21:07:07Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109175143,56,Back,5109175149,212,23.6,5109175151,213,4.11,5109175147,141,47.9,5109175145,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859393,10,1,1,1,5,36g6ifzjliec1jqnbtf7yesme,1,43.3,46.2,2024-07-19T18:01:27.214Z,2024-07-19T21:07:11Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109175219,141,18.0,5109175221,212,19.4,5109175223,213,4.86,5109175217,140,46.0,5109175215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859395,11,1,1,1,9,36g6ifzjliec1jqnbtf7yesme,1,39.7,21.3,2024-07-19T18:01:31.117Z,2024-07-19T21:07:14Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5109175231,141,35.8,5109175235,213,2.80,5109175227,56,Back,5109175229,140,13.2,5109175233,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859397,12,43,1,1,10,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-07-19T18:01:31.964Z,2024-07-19T18:12:27Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109200943,144,1,5109175239,56,Back,5109175245,212,20.3,5109175247,213,2.50,5109175243,141,42.5,5109175241,140,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859411,13,1,1,1,11,36g6ifzjliec1jqnbtf7yesme,1,10.9,42.5,2024-07-19T18:01:33.213Z,2024-07-19T18:01:34Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5109175323,56,Back,5109175329,212,22.5,5109175325,140,18.9,5109175331,213,1.19,5109175327,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859423,14,1,1,1,13,36g6ifzjliec1jqnbtf7yesme,1,19.5,75.3,2024-07-19T18:01:34.828Z,2024-07-19T18:15:45Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109175409,212,12.0,5109175405,140,24.0,5109175407,141,91.5,5109175411,213,1.17,5109175403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859437,15,1,1,1,16,36g6ifzjliec1jqnbtf7yesme,0,35.4,79.0,2024-07-19T18:01:38.460Z,2024-07-19T18:12:39Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5109175459,212,6.9,5109175455,140,39.6,5109175461,213,5.41,5109175457,141,71.2,5109175453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859435,14,61,1,1,17,77tfx9me4aaqhzv78bmgsy9bg,1,63.9,35.1,2024-07-19T18:01:38.809Z,2024-07-19T18:01:38Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109175451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859455,16,1,1,1,19,36g6ifzjliec1jqnbtf7yesme,1,46.6,48.2,2024-07-19T18:01:40.974Z,2024-07-19T18:15:38Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5109175561,213,1.85,5109175543,56,Back,5109175553,141,57.8,5109175547,140,44.8,5109175557,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859473,17,1,1,1,20,36g6ifzjliec1jqnbtf7yesme,1,44.8,57.8,2024-07-19T18:01:42.148Z,2024-07-19T18:15:40Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5109175635,212,45.3,5109175627,155,,5109175631,140,75.1,5109175637,213,5.49,5109175639,1,,5109175629,56,Right,5109175633,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859477,18,61,1,1,21,36g6ifzjliec1jqnbtf7yesme,0,76.5,9.2,2024-07-19T18:01:43.094Z,2024-07-19T18:12:52Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5109175643,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859487,15,5,1,1,22,77tfx9me4aaqhzv78bmgsy9bg,1,20.0,101.6,2024-07-19T18:01:44.075Z,2024-07-19T18:01:45Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5109175691,56,Back,5109175693,347,,5109175731,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859485,19,5,1,1,22,36g6ifzjliec1jqnbtf7yesme,0,80.0,-1.6,2024-07-19T18:01:44.075Z,2024-07-19T18:10:11Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5109175679,347,,5109175741,233,15,5109175677,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859577,16,1,1,1,40,77tfx9me4aaqhzv78bmgsy9bg,1,20.2,100.0,2024-07-19T18:02:01.836Z,2024-07-19T18:02:03Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5109176209,213,4.75,5109176199,107,,5109176205,141,78.5,5109176207,212,15.7,5109176203,140,20.8,5109176201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859597,17,1,1,1,41,77tfx9me4aaqhzv78bmgsy9bg,1,20.8,78.5,2024-07-19T18:02:03.738Z,2024-07-19T18:02:05Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109176273,56,Back,5109176281,213,4.05,5109176277,141,54.6,5109176275,140,8.7,5109176279,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859603,18,1,1,1,43,77tfx9me4aaqhzv78bmgsy9bg,1,8.7,54.6,2024-07-19T18:02:05.746Z,2024-07-19T18:02:07Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5109176305,212,19.3,5109176299,56,Back,5109176307,213,1.71,5109176303,141,82.7,5109176301,140,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859615,19,1,1,1,45,77tfx9me4aaqhzv78bmgsy9bg,1,6.3,82.7,2024-07-19T18:02:06.931Z,2024-07-19T18:02:08Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109176371,141,97.2,5109176375,213,0.64,5109176373,212,16.4,5109176367,56,Back,5109176369,140,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859631,20,1,1,1,47,77tfx9me4aaqhzv78bmgsy9bg,1,16.4,94.8,2024-07-19T18:02:08.810Z,2024-07-19T18:02:10Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5109176417,56,Back,5109176423,212,15.1,5109176419,140,14.6,5109176425,213,4.59,5109176421,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859639,21,1,1,1,48,77tfx9me4aaqhzv78bmgsy9bg,1,14.6,72.7,2024-07-19T18:02:10.034Z,2024-07-19T18:02:11Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109176483,212,10.3,5109176479,140,5.8,5109176477,56,Back,5109176485,213,2.69,5109176481,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859647,22,1,1,1,49,77tfx9me4aaqhzv78bmgsy9bg,1,5.8,79.3,2024-07-19T18:02:11.283Z,2024-07-19T18:02:14Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5109176529,212,38.2,5109176531,213,4.92,5109176525,140,13.2,5109176527,141,24.3,5109176533,1,,5109176523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859677,23,1,1,1,52,77tfx9me4aaqhzv78bmgsy9bg,1,13.2,24.3,2024-07-19T18:02:14.106Z,2024-07-19T18:02:19Z,55gunqozsj8gs6oua7ee5xxhx,K. Hansen,,,5109176695,141,2.8,5109176691,56,Back,5109176697,212,26.4,5109176693,140,34.1,5109176699,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859679,24,1,1,1,58,77tfx9me4aaqhzv78bmgsy9bg,0,61.9,1.1,2024-07-19T18:02:19.811Z,2024-07-19T18:02:20Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5109176709,212,14.0,5109176707,141,16.7,5109176703,56,Right,5109176711,213,0.86,5109176705,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859683,20,8,1,1,59,36g6ifzjliec1jqnbtf7yesme,1,32.0,82.4,2024-07-19T18:02:21.132Z,2024-07-19T21:08:09Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5109448693,384,,5109176731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859695,25,83,1,2,1,77tfx9me4aaqhzv78bmgsy9bg,0,59.0,32.5,2024-07-19T18:02:23.266Z,2024-07-19T18:02:29Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5109177071,399,5lz41celw55rz3zh8pohclw5w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859747,22,1,1,2,5,36g6ifzjliec1jqnbtf7yesme,1,42.6,75.3,2024-07-19T18:02:27.005Z,2024-07-19T18:02:31Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5109177115,141,78.5,5109177113,140,32.8,5109177117,212,10.5,5109177111,56,Back,5109177119,213,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859761,23,1,1,2,9,36g6ifzjliec1jqnbtf7yesme,1,32.5,78.5,2024-07-19T18:02:31.629Z,2024-07-19T18:02:32Z,brinkgys7026490q3ixx6h9uc,N. Arnórsson,,,5109177173,140,27.2,5109177181,212,9.9,5109177185,213,4.12,5109177177,141,66.4,5109177171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859779,24,1,1,2,11,36g6ifzjliec1jqnbtf7yesme,1,26.3,62.0,2024-07-19T18:02:32.812Z,2024-07-19T18:16:23Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109177275,141,36.1,5109177277,212,17.9,5109177271,56,Back,5109177279,213,4.54,5109177273,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859807,25,1,1,2,15,36g6ifzjliec1jqnbtf7yesme,1,23.0,30.6,2024-07-19T18:02:37.629Z,2024-07-19T18:02:39Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109177441,212,8.4,5109177437,140,28.5,5109177435,56,Back,5109177443,213,0.81,5109177439,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859815,26,1,1,2,19,36g6ifzjliec1jqnbtf7yesme,1,28.6,40.4,2024-07-19T18:02:41.020Z,2024-07-19T18:02:42Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109177489,212,10.0,5109177487,141,33.1,5109177485,140,20.3,5109177491,213,3.66,5109177483,56,Back,5109177509,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859829,27,1,1,2,20,36g6ifzjliec1jqnbtf7yesme,1,20.3,33.1,2024-07-19T18:02:42.429Z,2024-07-19T18:02:43Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109177559,56,Back,5109177563,141,44.5,5109177567,213,1.60,5109177561,140,20.1,5109177565,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859843,28,1,1,2,21,36g6ifzjliec1jqnbtf7yesme,1,19.9,41.0,2024-07-19T18:02:43.004Z,2024-07-19T18:02:45Z,dq2eqqywinhsh9ijg8amqyp78,S. Otoa,,,5109177615,56,Back,5109177623,212,6.2,5109177617,140,19.8,5109177619,141,31.9,5109177627,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859881,29,1,1,2,22,36g6ifzjliec1jqnbtf7yesme,1,27.9,11.7,2024-07-19T18:02:44.133Z,2024-07-19T21:08:39Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109177835,141,18.6,5109177837,212,58.5,5109177831,56,Right,5109177839,213,0.08,5109177829,155,,5109177833,140,83.4,5109177841,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859883,30,61,1,2,28,36g6ifzjliec1jqnbtf7yesme,0,82.2,16.4,2024-07-19T18:02:50.076Z,2024-07-19T21:08:52Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5109177847,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859923,27,1,1,2,30,77tfx9me4aaqhzv78bmgsy9bg,1,7.2,79.1,2024-07-19T18:02:52.266Z,2024-07-19T18:02:55Z,bxx5rebv553opcpvc2x70g6sq,O. Villadsen,,,5109178049,56,Back,5109178055,212,18.3,5109178057,213,6.21,5109178051,140,24.6,5109178047,155,,5109178053,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859943,28,1,1,2,33,77tfx9me4aaqhzv78bmgsy9bg,0,23.8,79.0,2024-07-19T18:02:55.106Z,2024-07-19T18:09:57Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5109178161,140,32.8,5109178171,212,15.2,5109178155,56,Back,5109178175,213,0.90,5109178165,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859949,31,43,1,2,36,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-07-19T18:02:58.310Z,2024-07-19T18:16:50Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109210981,144,61,5109178179,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859961,32,1,1,2,37,36g6ifzjliec1jqnbtf7yesme,1,67.0,4.3,2024-07-19T18:02:59.356Z,2024-07-19T18:03:00Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5109178249,212,3.0,5109178247,141,8.3,5109178251,213,1.11,5109178245,140,68.3,5109178243,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701859963,33,43,1,2,38,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2024-07-19T18:03:00.476Z,2024-07-19T21:09:18Z,eyx42tgneccybvhk8bfhtcaqy,M. Højholt,,,5109448705,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
