id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2802214867,841,1,2,89,20,b3r6d8ydtmtjckam6pku9y400,1,28.4,14.9,2025-04-17T17:48:25.920Z,2025-04-17T17:48:28Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5658062425,212,13.9,5658062423,141,34.8,5658062421,140,25.4,5658062427,213,1.80,5658062419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214877,842,1,2,89,23,b3r6d8ydtmtjckam6pku9y400,0,26.2,30.4,2025-04-17T17:48:28.354Z,2025-04-17T17:48:31Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5658062487,1,,5658062477,56,Center,5658062475,157,,5658062485,213,0.18,5658062481,141,42.1,5658062479,140,67.8,5658062483,212,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214883,646,12,2,89,26,59as3grjvj19voay31j3yfgni,1,31.3,47.0,2025-04-17T17:48:31.367Z,2025-04-17T17:48:32Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5658062531,56,Back,5658062535,141,64.6,5658062537,212,17.7,5658062543,15,,5658062533,140,43.7,5658062541,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214893,647,1,2,89,28,59as3grjvj19voay31j3yfgni,0,43.7,64.6,2025-04-17T17:48:34.161Z,2025-04-17T17:49:19Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5658062611,213,5.46,5658062609,212,14.1,5658062603,56,Center,5658062607,141,49.3,5658062613,1,,5658062601,157,,5658062605,140,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214897,843,8,2,89,31,b3r6d8ydtmtjckam6pku9y400,1,46.4,45.5,2025-04-17T17:48:36.528Z,2025-04-17T22:56:38Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5658476485,385,,5658062615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214905,648,1,2,89,32,59as3grjvj19voay31j3yfgni,1,45.6,58.4,2025-04-17T17:48:37.741Z,2025-04-17T17:48:39Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5658062643,56,Back,5658062651,213,4.67,5658062649,212,7.4,5658062645,140,45.3,5658062647,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214909,649,43,2,89,34,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T17:48:39.547Z,2025-04-17T22:56:48Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5658476557,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214917,650,1,2,89,34,59as3grjvj19voay31j3yfgni,1,45.3,47.6,2025-04-17T17:48:39.802Z,2025-04-17T17:48:44Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5658062767,213,5.91,5658062769,1,,5658062759,56,Center,5658062763,141,23.3,5658062761,140,86.0,5658062765,212,45.8,5658062757,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214935,651,3,2,89,38,59as3grjvj19voay31j3yfgni,1,85.9,25.2,2025-04-17T17:48:44.009Z,2025-04-17T22:56:57Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5658062851,286,,5658476605,464,,5658062875,233,844,5658062849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214921,844,45,2,89,38,b3r6d8ydtmtjckam6pku9y400,0,14.1,74.8,2025-04-17T17:48:44.009Z,2025-04-17T17:54:25Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5658062789,56,Back,5658062891,233,651,5658062791,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802286317,728,3,2,89,41,59as3grjvj19voay31j3yfgni,0,90.6,36.6,2025-04-17T17:48:46.936Z,2025-04-17T22:57:16Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5658476689,464,,5658476687,286,,5658476685,56,Center,5658476691,467,ayqy2vql1oumokqly9ahfrnx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214937,652,4,2,89,42,59as3grjvj19voay31j3yfgni,1,89.6,35.4,2025-04-17T17:48:48.208Z,2025-04-17T17:49:38Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5658064309,348,elhmf9cc26ec5p1wnwonuxf4l,5658063017,56,Center,5658063015,13,,5658063023,286,,5658063045,233,845,5658063019,152,,5658063013,9,,5658063021,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802214931,845,4,2,89,42,b3r6d8ydtmtjckam6pku9y400,0,10.4,64.6,2025-04-17T17:48:48.209Z,2025-04-17T17:49:42Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5658064355,55,846,5658062913,285,,5658063063,233,652,5658062907,56,Back,5658062905,13,,5658062909,152,,5658062911,265,,5658062903,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215111,846,17,2,90,5,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:49:10.295Z,2025-04-17T17:49:42Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5658064349,55,845,5658064347,13,243,5658064345,289,,5658064343,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215171,847,70,2,90,40,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:49:45.985Z,2025-04-17T17:49:46Z,,,,,5658064451,277,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215235,653,16,2,91,0,59as3grjvj19voay31j3yfgni,1,88.5,50.0,2025-04-17T17:50:06.117Z,2025-04-17T22:59:10Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5658065357,282,59as3grjvj19voay31j3yfgni,5658476997,395,1.5,5658065349,230,98.9,5658065411,353,848,5658065353,280,PENALTY_WON,5658065341,102,46.5,5658065345,390,220246,5658064887,17,,5658065339,80,,5658065153,72,5658064889,56,Center,5658064885,9,,5658064891,214,5658065171,375,5658065347,458,,5658065343,103,7.0,5658065351,231,5658476999,396,,,91:00.164,49.6,47.3,5658065355,281,5658065165,374,2025-04-17 18:50:05.393,djlyi0ad4x1p0k4thn8n0axw4,5658065361,472,652
2802215245,848,58,2,91,0,b3r6d8ydtmtjckam6pku9y400,0,0.0,0.0,2025-04-17T17:50:06.117Z,2025-04-17T17:50:18Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5658064957,75,,5658064951,9,,5658064955,179,,5658065195,233,653,5658064959,56,Back,5658064953,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215483,849,1,2,91,57,b3r6d8ydtmtjckam6pku9y400,1,50.1,49.9,2025-04-17T17:51:02.503Z,2025-04-17T23:00:52Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5658066493,212,19.2,5658066489,140,32.5,5658066491,141,57.5,5658066495,213,2.87,5658075691,189,,5658066487,56,Back,5658066497,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215493,850,1,2,91,59,b3r6d8ydtmtjckam6pku9y400,0,32.1,57.6,2025-04-17T17:51:04.912Z,2025-04-17T23:00:57Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5658066559,56,Right,5658066565,212,52.9,5658067217,189,,5658066561,140,75.5,5658066567,213,5.75,5658066557,157,,5658066563,141,18.2,5658066569,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215509,654,44,2,92,2,59as3grjvj19voay31j3yfgni,1,22.4,80.3,2025-04-17T17:51:07.303Z,2025-04-17T23:01:11Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5658066645,56,Back,5658066675,233,851,5658066647,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215501,851,44,2,92,2,b3r6d8ydtmtjckam6pku9y400,0,77.6,19.7,2025-04-17T17:51:07.304Z,2025-04-17T23:01:14Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5658066607,286,,5658066681,233,654,5658066605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215523,655,12,2,92,2,59as3grjvj19voay31j3yfgni,1,20.8,81.6,2025-04-17T17:51:07.904Z,2025-04-17T23:01:32Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5658066721,15,,5658066715,141,85.1,5658066713,140,13.0,5658066711,56,Back,5658066717,212,8.5,5658066719,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215547,853,50,2,92,6,b3r6d8ydtmtjckam6pku9y400,1,85.3,13.2,2025-04-17T17:51:11.841Z,2025-04-17T17:54:20Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5658066817,286,,5658067045,233,656,5658066815,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215527,656,7,2,92,6,59as3grjvj19voay31j3yfgni,0,14.7,86.8,2025-04-17T17:51:11.842Z,2025-04-17T23:02:01Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5658478363,385,,5658478365,178,,5658066743,285,,5658066741,56,Back,5658067009,233,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215531,852,61,2,92,7,b3r6d8ydtmtjckam6pku9y400,0,84.9,14.0,2025-04-17T17:51:12.311Z,2025-04-17T17:57:12Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5658066757,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215551,657,5,2,92,8,59as3grjvj19voay31j3yfgni,1,12.3,101.2,2025-04-17T17:51:13.980Z,2025-04-17T17:52:01Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5658066821,347,,5658066839,233,854,5658066819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215555,854,5,2,92,8,b3r6d8ydtmtjckam6pku9y400,0,87.7,-1.2,2025-04-17T17:51:13.980Z,2025-04-17T17:52:01Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5658066835,347,,5658066833,56,Right,5658066843,233,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215639,658,1,2,92,31,59as3grjvj19voay31j3yfgni,0,9.3,100.0,2025-04-17T17:51:36.938Z,2025-04-17T17:51:37Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5658067293,212,22.3,5658067289,140,29.5,5658067291,141,90.8,5658067285,107,,5658067295,213,5.96,5658067297,1,,5658067287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215649,855,4,2,92,33,b3r6d8ydtmtjckam6pku9y400,1,66.0,7.7,2025-04-17T17:51:38.975Z,2025-04-17T17:54:11Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5658070013,286,,5658067371,56,Right,5658067373,152,,5658067369,294,,5658067367,13,,5658070027,233,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215647,659,4,2,92,33,59as3grjvj19voay31j3yfgni,0,34.0,92.3,2025-04-17T17:51:38.976Z,2025-04-17T17:54:11Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5658067379,294,,5658067383,152,,5658067377,13,,5658067381,56,Back,5658067385,285,,5658070031,233,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215707,856,1,2,92,55,b3r6d8ydtmtjckam6pku9y400,0,67.3,7.4,2025-04-17T17:52:00.304Z,2025-04-17T23:02:54Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5658067685,140,71.3,5658067681,155,,5658067691,213,0.80,5658070063,152,,5658479009,72,,5658067687,141,13.7,5658067683,56,Right,5658070061,5,,5658067689,212,6.0,5658479007,223,5658067679,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215711,660,61,2,92,56,59as3grjvj19voay31j3yfgni,1,26.7,90.9,2025-04-17T17:52:02.227Z,2025-04-17T17:52:02Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5658067705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215721,661,12,2,92,59,59as3grjvj19voay31j3yfgni,1,20.0,73.9,2025-04-17T17:52:04.417Z,2025-04-17T17:52:06Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5658067789,140,24.6,5658067787,56,Back,5658067795,213,1.15,5658067791,141,89.6,5658067793,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215723,662,43,2,93,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T17:52:05.922Z,2025-04-17T17:52:08Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5658067815,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215727,663,61,2,93,1,59as3grjvj19voay31j3yfgni,0,24.7,89.6,2025-04-17T17:52:06.719Z,2025-04-17T17:52:06Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5658067801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215735,857,1,2,93,2,b3r6d8ydtmtjckam6pku9y400,1,73.5,10.7,2025-04-17T17:52:07.431Z,2025-04-17T23:03:17Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5658067869,213,2.31,5658067867,212,8.7,5658067865,141,20.1,5658067863,140,67.9,5658067861,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215739,858,1,2,93,3,b3r6d8ydtmtjckam6pku9y400,1,71.7,19.7,2025-04-17T17:52:08.503Z,2025-04-17T23:03:21Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5658067917,212,11.2,5658067919,213,4.16,5658067911,56,Right,5658067913,140,66.1,5658067915,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215745,859,1,2,93,6,b3r6d8ydtmtjckam6pku9y400,0,66.7,6.1,2025-04-17T17:52:11.312Z,2025-04-17T23:03:33Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5658067959,2,,5658067971,213,0.95,5658067961,155,,5658067965,140,86.4,5658479499,20,,5658067967,141,48.4,5658067973,1,,5658067963,56,Center,5658067969,212,35.4,5658479497,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215749,664,44,2,93,8,59as3grjvj19voay31j3yfgni,1,13.2,53.0,2025-04-17T17:52:13.446Z,2025-04-17T23:03:42Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5658067989,285,,5658067987,56,Back,5658068053,233,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215747,860,44,2,93,8,b3r6d8ydtmtjckam6pku9y400,0,86.8,47.0,2025-04-17T17:52:13.447Z,2025-04-17T23:03:44Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,,5658068073,233,664,5658067985,286,,5658067983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215757,665,12,2,93,9,59as3grjvj19voay31j3yfgni,1,12.4,55.2,2025-04-17T17:52:14.247Z,2025-04-17T23:03:48Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5658068023,140,25.2,5658068029,213,0.14,5658068025,141,57.9,5658068047,15,,5658068021,56,Back,5658068027,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215769,666,3,2,93,11,59as3grjvj19voay31j3yfgni,0,25.5,56.1,2025-04-17T17:52:16.604Z,2025-04-17T23:04:03Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5658068085,285,,5658068083,56,Back,5658479903,464,,5658068097,233,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215771,861,7,2,93,11,b3r6d8ydtmtjckam6pku9y400,1,74.5,43.9,2025-04-17T17:52:16.605Z,2025-04-17T23:04:08Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5658068089,56,Center,5658479973,383,,5658068093,233,666,5658479975,178,,5658068091,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215775,863,1,2,93,12,b3r6d8ydtmtjckam6pku9y400,1,72.7,46.9,2025-04-17T17:52:17.832Z,2025-04-17T23:04:12Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5658068103,56,Center,5658068111,213,2.46,5658068109,212,8.0,5658068105,140,66.8,5658068107,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215773,862,43,2,93,13,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:52:18.465Z,2025-04-17T17:52:25Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5658068259,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215781,864,1,2,93,14,b3r6d8ydtmtjckam6pku9y400,1,66.8,54.3,2025-04-17T17:52:20.081Z,2025-04-17T17:52:21Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5658068147,140,77.5,5658068145,56,Center,5658068153,213,5.33,5658068149,141,31.2,5658068143,155,,5658068151,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215787,865,1,2,93,15,b3r6d8ydtmtjckam6pku9y400,0,77.7,30.9,2025-04-17T17:52:21.136Z,2025-04-17T17:56:16Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5658068189,212,13.2,5658068183,56,Center,5658068187,141,38.2,5658068191,213,0.39,5658068181,3,,5658068185,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215797,667,12,2,93,18,59as3grjvj19voay31j3yfgni,1,11.6,66.3,2025-04-17T17:52:23.882Z,2025-04-17T17:52:24Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5658068235,56,Back,5658068245,15,,5658068241,212,10.4,5658068243,213,5.92,5658068237,140,20.9,5658068239,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215803,668,12,2,93,19,59as3grjvj19voay31j3yfgni,1,20.9,60.9,2025-04-17T17:52:24.364Z,2025-04-17T23:04:25Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5658068271,141,38.6,5658068273,212,18.2,5658068275,213,5.30,5658068285,15,,5658068267,56,Back,5658068269,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215827,866,1,2,93,22,b3r6d8ydtmtjckam6pku9y400,1,65.8,70.6,2025-04-17T17:52:28.047Z,2025-04-17T17:52:31Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5658068389,140,73.9,5658068393,212,11.0,5658068387,56,Left,5658068391,141,80.8,5658068395,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215833,867,1,2,93,26,b3r6d8ydtmtjckam6pku9y400,1,74.3,71.2,2025-04-17T17:52:31.599Z,2025-04-17T17:57:52Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,1.0,,5658068449,213,5.17,5658070193,210,15,5658068443,140,81.7,5658070195,154,,5658068447,212,17.6,5658068441,56,Center,5658068445,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215835,868,15,2,93,29,b3r6d8ydtmtjckam6pku9y400,1,81.7,47.9,2025-04-17T17:52:34.319Z,2025-04-17T23:05:04Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5658070135,147,47.8,5658070129,103,19,5658070203,154,,5658070139,231,48.4,5658075037,133,,5658070141,233,669,5658068455,22,,5658068459,56,Center,5658481073,80,,5658070101,82,5658070205,55,867,5658070201,29,,5658068457,18,5658070133,146,5658070137,230,96.0,5658070127,102,47.6,5658070097,20,,,,,85.6,,,,,,,,,,,
2802215843,669,10,2,93,29,59as3grjvj19voay31j3yfgni,1,13.4,51.6,2025-04-17T17:52:34.419Z,2025-04-17T17:53:56Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5658068507,56,Back,5658070145,233,868,5658068505,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215851,670,83,2,93,31,59as3grjvj19voay31j3yfgni,0,15.3,62.1,2025-04-17T17:52:36.528Z,2025-04-17T23:05:14Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5658068693,399,66psa7xh8odnlp39ue5vzpes4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215877,870,1,2,93,32,b3r6d8ydtmtjckam6pku9y400,1,86.8,35.8,2025-04-17T17:52:37.864Z,2025-04-17T23:05:28Z,66psa7xh8odnlp39ue5vzpes4,R. Bardghji,,,5658068695,56,Center,5658068697,140,93.5,5658068703,213,5.86,5658068699,141,31.1,5658068701,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215875,869,43,2,93,33,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T17:52:38.655Z,2025-04-17T17:58:40Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,,5658068685,141,33.0,5658068681,56,Center,5658068687,212,6.5,5658068683,140,92.3,5658075125,144,1,5658068689,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215883,871,1,2,93,33,b3r6d8ydtmtjckam6pku9y400,1,92.1,33.9,2025-04-17T17:52:38.919Z,2025-04-17T23:05:34Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,1.0,,5658068735,141,51.3,5658068731,56,Center,5658068737,212,11.8,5658075287,195,,5658069155,154,,5658068733,140,92.1,5658068739,213,1.57,5658069153,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215887,872,13,2,93,34,b3r6d8ydtmtjckam6pku9y400,1,92.6,48.5,2025-04-17T17:52:39.903Z,2025-04-17T23:05:58Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,,5658068755,22,,5658069157,73,,5658069173,328,,5658069167,102,61.8,5658069097,20,,5658069171,214,,5658069175,230,98.8,5658068759,56,Center,5658069169,103,1.4,5658068757,17,5658069163,55,871,5658482245,391,,5658069177,231,5658069161,154,5658069159,29,,,,,,,,,,49.5,,,,,,,,,,,,
2802215871,671,5,2,93,36,59as3grjvj19voay31j3yfgni,1,-0.6,42.4,2025-04-17T17:52:41.805Z,2025-04-17T17:56:02Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5658068653,56,Back,5658068655,346,,5658069989,233,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802215907,873,5,2,93,36,b3r6d8ydtmtjckam6pku9y400,0,100.6,57.6,2025-04-17T17:52:41.805Z,2025-04-17T17:58:44Z,823p7p1amx8lp445bo6bi01lg,A. Chiakha,,,5658068859,56,Center,5658068861,346,,5658069995,233,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802216043,672,1,2,94,11,59as3grjvj19voay31j3yfgni,1,3.9,47.3,2025-04-17T17:53:16.682Z,2025-04-17T17:53:20Z,41ii5y9ebz5e3xhaif9kc8qmt,J. Lössl,,,5658069523,140,62.4,5658069531,1,,5658069535,74,,5658069529,213,0.18,5658069521,56,Center,5658069525,141,64.0,5658069519,124,,5658069527,212,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802216045,673,44,2,94,14,59as3grjvj19voay31j3yfgni,1,63.1,69.6,2025-04-17T17:53:19.945Z,2025-04-17T21:38:06Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5658069539,286,,5658069537,56,Center,5658069597,233,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802216051,874,44,2,94,14,b3r6d8ydtmtjckam6pku9y400,0,36.9,30.4,2025-04-17T17:53:19.946Z,2025-04-17T21:38:06Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5658069613,233,673,5658069581,56,Back,5658069583,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
