id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2802186933,1,34,16,0,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T15:49:22.489Z,2025-04-17T15:59:02Z,,,,,5657898119,30,"ckhhpn9ppgvlrtubf7li3se09, 6b8vhoisrfwkljhz4u7pduej8, 9ic9msq3tj4gx8wqa6wfwk50q, ajjw1ikceu3g39sy6dsf9kdg4, ayqy2vql1oumokqly9ahfrnx1, 4cbaoo2irqtme9goxuz6s3ey2, c9u2w9ikckbrra8vln2ucbf9w, ftw3io63hk5vuoa3lyfgowes, 7hw1plnv7nvxnqpnfnxcxszpx, aahyom322jdc6f21960ycuzth, 6tckvu2rw7ns18dq7dim0sout, quh8tfvwi106toymoh38tbrp, 8g4r9maz4invihjmdzpfxy0np, al9l7egkwbc0pv68zk42gegut, dux0skggr99ydjz3kn58p3wmh, 823p7p1amx8lp445bo6bi01lg, 4gqnyyx3i92fayq6cxvekqwut, ssluj1c3ft94nkfs58dc8cq2, rq6npjy37kolscu8lrj4r2dx, 66psa7xh8odnlp39ue5vzpes4",5657898127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5657898121,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5657898125,130,17,5657898129,194,4cbaoo2irqtme9goxuz6s3ey2,5657898131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5657898123,59,"1, 13, 22, 4, 6, 5, 17, 36, 14, 11, 10, 31, 7, 12, 15, 19, 27, 30, 33, 40",5657906875,197,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802186957,1,34,16,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T15:49:30.645Z,2025-04-17T15:53:54Z,,,,,5657904833,197,4600,5657898277,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5657898267,30,"41ii5y9ebz5e3xhaif9kc8qmt, fwu0bja02waqct7l682s5mfp, 8mn8apr6n7t7s6lx4d4vvdnca, 1qcf5gb8wf8f4tu94xh96yqy, ddl5g7raihnc9s4u3wetz8v10, a87w6l9zsbahdi4knm1347zs9, bwfg9frq2ecbzg7wlzqjtnv2s, drlp4xtkta08jiu0px6m4ocq2, elhmf9cc26ec5p1wnwonuxf4l, djlyi0ad4x1p0k4thn8n0axw4, e64kcio0848bpw39eedbjyd5g, c3sp1x0shf2b24rl5ike6v0iy, 8yfw9f74h0yfz51bkxxc8p39x, 1sdsqfn743j5tqem8ra7sppn8, bcscjb9jdgu4ims9n3vwuj5k9, 8mcb1hiuk9rzf48cx3vj5i3th, 7yim2aepctujr2m4p20a97755, e73sexp7kse0wlykdi7xcbg2c, 78kzajya12k4sm0ebfl37d6ok, 4zrsiizdbzwwkmit3ta0f0dbe",5657898275,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5657898271,59,"1, 43, 55, 80, 4, 22, 19, 24, 18, 11, 41, 3, 6, 7, 14, 15, 16, 20, 21, 58",5657904831,194,a87w6l9zsbahdi4knm1347zs9,5657898269,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5657898273,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189907,2,32,1,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:00:12.420Z,2025-04-17T21:28:20Z,,,,,5657914389,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189903,2,32,1,0,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T16:00:12.420Z,2025-04-17T16:00:12Z,,,,,5657914369,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189921,3,1,1,0,0,59as3grjvj19voay31j3yfgni,1,50.0,50.0,2025-04-17T16:00:12.421Z,2025-04-17T16:00:16Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5657914463,56,Back,5657914473,279,S,5657914469,212,6.6,5657914465,140,43.8,5657914475,278,,5657914471,213,3.02,5657914467,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189933,4,1,1,0,3,59as3grjvj19voay31j3yfgni,0,43.9,51.2,2025-04-17T16:00:16.094Z,2025-04-17T16:00:19Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657914533,157,,5657914541,212,24.4,5657914545,1,,5657914539,141,31.8,5657914535,56,Center,5657914537,140,63.4,5657914543,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189929,3,61,1,0,6,b3r6d8ydtmtjckam6pku9y400,1,19.5,75.3,2025-04-17T16:00:18.954Z,2025-04-17T16:00:19Z,ftw3io63hk5vuoa3lyfgowes,W. Clem,,,5657914519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189935,5,61,1,0,7,59as3grjvj19voay31j3yfgni,1,63.8,31.8,2025-04-17T16:00:20.054Z,2025-04-17T16:00:35Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5657914547,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189945,4,1,1,0,7,b3r6d8ydtmtjckam6pku9y400,1,27.7,73.0,2025-04-17T16:00:20.333Z,2025-04-17T16:00:21Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,,5657914593,56,Back,5657914599,212,12.0,5657914595,140,25.2,5657914597,141,90.2,5657914601,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189963,6,4,1,0,12,b3r6d8ydtmtjckam6pku9y400,1,25.7,94.4,2025-04-17T16:00:24.882Z,2025-04-17T16:00:36Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5657914719,285,,5657914713,56,Back,5657914757,233,6,5657914715,152,,5657914711,13,,5657914977,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802189967,6,4,1,0,12,59as3grjvj19voay31j3yfgni,0,74.3,5.6,2025-04-17T16:00:24.883Z,2025-04-17T16:00:40Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5657914741,286,,5657915105,295,,5657914781,233,6,5657914733,13,,5657914737,152,,5657914735,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190075,7,1,1,0,30,b3r6d8ydtmtjckam6pku9y400,1,21.7,91.1,2025-04-17T16:00:43.167Z,2025-04-17T16:00:46Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657915203,5,,5657915215,213,4.06,5657915211,141,69.0,5657915209,140,10.8,5657915205,152,,5657915207,56,Back,5657915213,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190085,8,1,1,0,33,b3r6d8ydtmtjckam6pku9y400,1,10.8,69.3,2025-04-17T16:00:46.108Z,2025-04-17T16:00:48Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657915283,213,4.69,5657915281,212,28.1,5657915275,56,Back,5657915277,140,10.1,5657915279,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190093,9,1,1,0,36,b3r6d8ydtmtjckam6pku9y400,1,9.3,26.7,2025-04-17T16:00:48.845Z,2025-04-17T16:00:51Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657915331,56,Back,5657915335,141,8.8,5657915337,212,15.4,5657915333,140,18.3,5657915339,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190105,10,1,1,0,38,b3r6d8ydtmtjckam6pku9y400,0,18.8,6.5,2025-04-17T16:00:51.053Z,2025-04-17T16:00:52Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657915389,141,13.5,5657915393,213,0.19,5657915383,155,,5657915387,140,42.4,5657915385,56,Back,5657915391,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190107,7,43,1,0,40,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-04-17T16:00:53.226Z,2025-04-17T20:39:52Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657915427,56,Left,5658334679,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190115,8,1,1,0,42,59as3grjvj19voay31j3yfgni,0,57.3,94.8,2025-04-17T16:00:54.631Z,2025-04-17T20:40:00Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5657915461,157,,5657915465,140,66.4,5657915471,213,6.27,5657915467,141,94.6,5657915463,56,Left,5657915473,1,,5657915469,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190121,11,44,1,0,43,b3r6d8ydtmtjckam6pku9y400,1,37.0,8.6,2025-04-17T16:00:55.821Z,2025-04-17T16:23:49Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657915495,233,9,5657915491,56,Back,5657915493,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190119,9,44,1,0,43,59as3grjvj19voay31j3yfgni,0,63.0,91.4,2025-04-17T16:00:55.822Z,2025-04-17T16:23:49Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5657915489,286,,5657915487,56,Left,5657915509,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190125,12,1,1,0,43,b3r6d8ydtmtjckam6pku9y400,0,32.4,7.6,2025-04-17T16:00:55.824Z,2025-04-17T20:40:06Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657915515,3,,5657915525,213,5.75,5657915523,212,11.6,5657915521,141,0.0,5657915519,140,41.9,5657915517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190143,10,5,1,0,45,59as3grjvj19voay31j3yfgni,1,57.0,101.5,2025-04-17T16:00:57.441Z,2025-04-17T16:31:19Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5657915619,347,,5657915617,56,Left,5657915621,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190127,13,5,1,0,45,b3r6d8ydtmtjckam6pku9y400,0,43.0,-1.5,2025-04-17T16:00:57.441Z,2025-04-17T16:31:19Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657915527,56,Back,5657915529,347,,5657915625,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190153,11,1,1,0,51,59as3grjvj19voay31j3yfgni,1,57.1,100.0,2025-04-17T16:01:04.213Z,2025-04-17T16:01:08Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5657915693,212,22.4,5657915689,140,37.0,5657915695,213,3.49,5657915685,107,,5657915691,141,90.8,5657915687,56,Back,5657915697,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190179,12,1,1,0,55,59as3grjvj19voay31j3yfgni,1,36.8,87.5,2025-04-17T16:01:08.148Z,2025-04-17T16:01:15Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5657915863,56,Back,5657915869,212,22.1,5657915865,140,30.4,5657915871,213,4.40,5657915867,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190189,13,1,1,1,3,59as3grjvj19voay31j3yfgni,0,56.3,45.7,2025-04-17T16:01:15.651Z,2025-04-17T16:01:17Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5657915941,1,,5657915939,213,1.30,5657915933,140,64.9,5657915937,212,34.0,5657915929,155,,5657915931,56,Left,5657915935,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190193,14,8,1,1,5,b3r6d8ydtmtjckam6pku9y400,1,25.9,10.4,2025-04-17T16:01:17.837Z,2025-04-17T20:40:36Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657915955,56,Back,5658335937,385,,5657915957,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190225,14,5,1,1,6,59as3grjvj19voay31j3yfgni,1,71.4,101.8,2025-04-17T16:01:18.716Z,2025-04-17T16:31:19Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5657916165,233,15,5657916151,56,Left,5657916153,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190197,15,5,1,1,6,b3r6d8ydtmtjckam6pku9y400,0,28.6,-1.8,2025-04-17T16:01:18.716Z,2025-04-17T16:31:20Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657916001,56,Back,5657916003,347,,5657916169,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190235,15,1,1,1,11,59as3grjvj19voay31j3yfgni,0,65.2,100.0,2025-04-17T16:01:23.481Z,2025-04-17T16:01:25Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5657916201,1,,5657916193,140,85.7,5657916189,107,,5657916199,213,5.81,5657916191,56,Left,5657916195,141,85.7,5657916197,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190239,16,8,1,1,13,b3r6d8ydtmtjckam6pku9y400,1,15.1,10.1,2025-04-17T16:01:25.644Z,2025-04-17T20:40:44Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5658336179,385,,5657916203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190251,16,5,1,1,13,59as3grjvj19voay31j3yfgni,1,83.8,100.8,2025-04-17T16:01:26.343Z,2025-04-17T16:01:28Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5657916275,233,17,5657916263,56,Left,5657916265,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190247,17,5,1,1,13,b3r6d8ydtmtjckam6pku9y400,0,16.2,-0.8,2025-04-17T16:01:26.343Z,2025-04-17T16:31:20Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657916249,347,,5657916247,56,Back,5657916281,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190337,17,1,1,1,36,59as3grjvj19voay31j3yfgni,0,85.2,100.0,2025-04-17T16:01:48.855Z,2025-04-17T16:01:53Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5657916831,1,,5657916823,140,92.6,5657916829,213,4.94,5657916821,56,Center,5657916825,141,53.3,5657916819,107,,5657916827,212,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190639,31,44,1,1,37,b3r6d8ydtmtjckam6pku9y400,1,7.4,48.4,2025-04-17T16:01:49.721Z,2025-04-17T16:23:50Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657918567,56,Back,5657918569,285,,5657918573,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190339,18,44,1,1,37,59as3grjvj19voay31j3yfgni,0,92.6,51.6,2025-04-17T16:01:49.722Z,2025-04-17T20:41:12Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5657916835,56,Center,5657918579,233,31,5657916837,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190343,18,11,1,1,37,b3r6d8ydtmtjckam6pku9y400,0,5.2,48.7,2025-04-17T16:01:50.309Z,2025-04-17T20:41:20Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657916853,88,,5657916851,56,Back,5658337205,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802191277,64,51,1,1,39,b3r6d8ydtmtjckam6pku9y400,1,9.2,53.0,2025-04-17T16:01:51.868Z,2025-04-17T16:05:35Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657922313,169,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190561,21,61,1,1,41,59as3grjvj19voay31j3yfgni,1,94.2,52.6,2025-04-17T16:01:53.813Z,2025-04-17T20:43:43Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,1.0,,5657918119,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190357,19,15,1,1,42,59as3grjvj19voay31j3yfgni,1,89.0,52.7,2025-04-17T16:01:54.908Z,2025-04-17T16:08:30Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5657918365,55,21,5657918361,76,,5657918369,102,51.9,5657917841,72,,5657918371,103,19,5657917839,160,,5657918375,82,,5657918379,147,52.3,5657916933,56,Center,5657923263,101,5657918383,231,50.4,5657918377,146,93.7,5657918363,29,5657916931,17,5657918381,230,91.7,5657919513,233,39,5657922219,108,5657918373,328,,,,,,,,,,,,,,
2802190743,39,10,1,1,42,b3r6d8ydtmtjckam6pku9y400,1,6.3,47.7,2025-04-17T16:01:55.008Z,2025-04-17T16:53:38Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657919159,94,,5657919161,56,Back,5657922913,14,,5657919521,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190363,19,43,1,1,44,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-04-17T16:01:56.875Z,2025-04-17T16:53:46Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657986207,144,61,5657916967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190379,20,12,1,1,47,b3r6d8ydtmtjckam6pku9y400,1,15.2,68.5,2025-04-17T16:01:59.740Z,2025-04-17T16:53:49Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,5657917049,213,5.68,5657917047,212,27.8,5657917045,141,45.4,5657917041,56,Back,5657917043,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190387,20,1,1,1,50,59as3grjvj19voay31j3yfgni,0,59.5,57.3,2025-04-17T16:02:02.488Z,2025-04-17T20:43:08Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5657917111,3,,5657917115,56,Center,5657917123,141,67.3,5657917119,140,68.1,5657917127,212,11.3,5657917129,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190427,22,1,1,1,53,b3r6d8ydtmtjckam6pku9y400,1,31.2,15.5,2025-04-17T16:02:05.725Z,2025-04-17T16:02:10Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,,5657917325,141,25.8,5657917321,56,Back,5657917327,212,11.4,5657917323,140,22.6,5657917329,213,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190453,23,1,1,1,57,b3r6d8ydtmtjckam6pku9y400,1,23.5,32.2,2025-04-17T16:02:09.917Z,2025-04-17T16:02:16Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657917505,56,Back,5657917511,212,30.2,5657917513,213,1.52,5657917507,140,24.9,5657917509,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190465,24,1,1,2,4,b3r6d8ydtmtjckam6pku9y400,1,31.2,67.3,2025-04-17T16:02:16.796Z,2025-04-17T16:02:19Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657917587,213,3.86,5657917579,56,Back,5657917585,212,10.3,5657917581,140,23.8,5657917583,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190493,25,1,1,2,6,b3r6d8ydtmtjckam6pku9y400,1,23.1,56.6,2025-04-17T16:02:18.956Z,2025-04-17T16:02:23Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657917709,212,22.6,5657917711,213,4.73,5657917703,56,Back,5657917707,141,23.4,5657917705,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190549,26,1,1,2,11,b3r6d8ydtmtjckam6pku9y400,1,25.0,27.0,2025-04-17T16:02:23.692Z,2025-04-17T16:02:34Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5657918055,141,58.8,5657918053,140,23.0,5657918051,56,Back,5657918057,212,21.7,5657918059,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190553,27,1,1,2,22,b3r6d8ydtmtjckam6pku9y400,1,29.8,64.5,2025-04-17T16:02:34.701Z,2025-04-17T16:02:35Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5657918079,141,73.8,5657918083,213,1.28,5657918087,189,,5657918071,56,Back,5657918075,140,31.6,5657918081,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190579,28,1,1,2,23,b3r6d8ydtmtjckam6pku9y400,1,31.9,74.2,2025-04-17T16:02:36.396Z,2025-04-17T16:02:39Z,ajjw1ikceu3g39sy6dsf9kdg4,M. Garan'anga,,,5657918199,140,23.2,5657918205,213,4.17,5657918201,141,51.9,5657918197,56,Back,5657918203,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190587,29,1,1,2,27,b3r6d8ydtmtjckam6pku9y400,0,23.7,46.6,2025-04-17T16:02:39.453Z,2025-04-17T16:02:41Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657918259,141,0.0,5657918261,212,35.9,5657918265,1,,5657918253,155,,5657918263,213,5.11,5657918257,140,37.0,5657918255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190613,22,5,1,2,29,59as3grjvj19voay31j3yfgni,1,62.1,101.7,2025-04-17T16:02:41.529Z,2025-04-17T16:31:20Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5657919747,233,30,5657918431,56,Left,5657918433,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190591,30,5,1,2,29,b3r6d8ydtmtjckam6pku9y400,0,37.9,-1.7,2025-04-17T16:02:41.529Z,2025-04-17T16:31:20Z,ckhhpn9ppgvlrtubf7li3se09,N. Trott,,,5657918269,347,,5657918267,56,Back,5657919751,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190621,23,1,1,2,35,59as3grjvj19voay31j3yfgni,1,60.7,100.0,2025-04-17T16:02:47.990Z,2025-04-17T16:04:08Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5657918463,140,45.3,5657920371,189,,5657918469,213,3.60,5657918465,141,89.7,5657918461,56,Back,5657918459,107,,5657918467,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190633,24,1,1,2,36,59as3grjvj19voay31j3yfgni,1,45.6,88.1,2025-04-17T16:02:49.210Z,2025-04-17T20:45:00Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5657918519,56,Back,5657918527,213,4.56,5657918521,140,42.0,5657918523,141,50.7,5657918525,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190661,25,1,1,2,42,59as3grjvj19voay31j3yfgni,1,45.4,44.5,2025-04-17T16:02:54.460Z,2025-04-17T16:04:10Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5657918693,141,7.7,5657920453,189,,5657918689,56,Right,5657918695,212,27.3,5657918691,140,55.9,5657918697,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190671,26,1,1,2,44,59as3grjvj19voay31j3yfgni,1,55.9,7.7,2025-04-17T16:02:56.751Z,2025-04-17T16:03:50Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5657918759,213,0.18,5657918757,212,8.6,5657918753,140,64.0,5657918751,56,Right,5657918755,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802190675,27,61,1,2,45,59as3grjvj19voay31j3yfgni,0,63.9,10.1,2025-04-17T16:02:57.809Z,2025-04-17T20:46:03Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5657918767,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
