id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2816355107,1,34,16,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-05-18T11:13:11.632Z,2025-05-18T12:04:35Z,,,,,5735995683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735995671,30,"b2492j7qzdo7g3ysxz6gq4g5x, 7h39w16zvj1lbfb0rqr7kvt1x, 2513579m13glsous1p82fbjzd, bplpqy3ierwlm12d1f3prue7e, 9zhmwx3g0m6xi2oh57g4z35nu, 4qo7eu3xwhkpssbuyk4n70fe1, cuufy3ioo1kio56er2cfn0mqc, 6wrch4yhbs6utcc0doguj90q, n2annzbap7hll02zo2v0ccgk, 349g9rdismqpb1aarjp011bd, lioz4hr2umpne2bwar18qa96, avtms6bcr8i7qdacuv225evo5, 6f6x6f9iybgp9pmkqati2otn8, alqg6ch3anqkq9613hu6m1d04, 9kjdw81u1rprgi5j8f92afaqc, 9ftdwt0udamsh6k5sdaoqxyc4, d8nahz092xxj6muqc24hocp3o, abaapwjdtbk2vmdv69v49fyms, 89xit2bryc0g4yhqina7akjkk, lmrff8mviimc33yyrpjzr2tw",5735995681,194,b2492j7qzdo7g3ysxz6gq4g5x,5735995677,130,9,5735995679,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735995675,59,"1, 19, 2, 6, 3, 4, 33, 20, 23, 17, 21, 8, 9, 11, 26, 27, 30, 35, 36, 41",5735995673,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5736130717,197,21755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816355137,1,34,16,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-05-18T11:13:14.170Z,2025-05-18T12:36:49Z,,,,,5736131649,197,1731,5735995851,130,11,5735995847,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5735995845,30,"a2l4ep71txn2edtjjcgewai5m, dj2f6zk2cd8u9lt6odoei9cdl, 8bi1tlz62rjwyak4pnnzgp562, 8vi3l756ez0e96k7muvg4ekbu, 7yst1mucy7jynmpzu1thox2i, de0dokhb6u6hts2hu5aupgiga, 1arzd8hqj73byhduozscqz5uy, 6v1kpakd3t0jhnoh1eh75ev4k, rv6r0bwbl75er38wklyfpsr9, ejixz16616b7krftxyzv9yiac, 3q4tnk1z46lop4rbdpjtfoc2c, hpzxgnwobdttfgd04dykf26t, 5lz41celw55rz3zh8pohclw5w, 20g27z0cklenjg7k0ox73wyc5, 2k8bmlxzt0qi7divtxye0a5ii, brinkgys7026490q3ixx6h9uc, bm3k1knugkwa8z319dscr2yhg, 5521epytthhw9afm2r3jn3384, 3tka46re2gsi9uw7pbxx5m0pg, e7wytawxwiszq1aass5ujio7o",5735995849,59,"1, 14, 17, 13, 4, 20, 11, 16, 9, 21, 8, 2, 10, 19, 23, 24, 26, 28, 40, 47",5735995855,194,1arzd8hqj73byhduozscqz5uy,5735995857,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735995853,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382251,2,32,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-05-18T12:02:47.234Z,2025-05-18T12:02:47Z,,,,,5736140251,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382265,2,32,1,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-05-18T12:02:47.234Z,2025-05-18T14:48:21Z,,,,,5736140297,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382271,3,1,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,50.4,49.7,2025-05-18T12:02:47.235Z,2025-05-18T12:02:49Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5736140339,140,50.9,5736140337,56,Center,5736140341,141,54.5,5736140345,213,1.41,5736140349,278,,5736140347,279,S,5736140343,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382309,4,1,1,0,2,ahnt9ejgwj58ul8auzdvi3czf,1,49.7,50.7,2025-05-18T12:02:49.600Z,2025-05-18T12:02:53Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5736140501,213,4.45,5736140497,141,21.8,5736140495,140,44.6,5736140499,212,20.4,5736140493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382319,5,1,1,0,6,ahnt9ejgwj58ul8auzdvi3czf,1,57.8,21.0,2025-05-18T12:02:53.744Z,2025-05-18T12:02:55Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5736140553,213,4.66,5736140551,212,7.4,5736140549,141,10.1,5736140545,56,Right,5736140547,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382343,6,1,1,0,7,ahnt9ejgwj58ul8auzdvi3czf,1,57.1,10.6,2025-05-18T12:02:54.881Z,2025-05-18T12:02:57Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5736140639,56,Back,5736140641,140,40.4,5736140645,212,20.0,5736140647,213,2.64,5736140643,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382379,7,1,1,0,10,ahnt9ejgwj58ul8auzdvi3czf,1,39.8,31.8,2025-05-18T12:02:57.729Z,2025-05-18T12:03:02Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5736140867,213,1.60,5736140865,212,20.8,5736140863,141,62.4,5736140859,56,Back,5736140861,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382407,8,1,1,0,14,ahnt9ejgwj58ul8auzdvi3czf,1,41.9,64.5,2025-05-18T12:03:01.505Z,2025-05-18T12:03:06Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5736141023,212,24.4,5736141017,56,Back,5736141019,140,43.9,5736141025,213,4.80,5736141021,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382449,9,1,1,0,18,ahnt9ejgwj58ul8auzdvi3czf,1,43.7,26.8,2025-05-18T12:03:05.889Z,2025-05-18T12:03:11Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5736141225,56,Back,5736141229,140,41.6,5736141241,213,1.66,5736141237,212,24.6,5736141233,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382467,10,1,1,0,24,ahnt9ejgwj58ul8auzdvi3czf,1,38.7,64.4,2025-05-18T12:03:11.281Z,2025-05-18T14:48:45Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5736141327,56,Center,5736141329,140,52.7,5736141337,212,15.8,5736141335,141,56.0,5736141339,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382493,11,1,1,0,25,ahnt9ejgwj58ul8auzdvi3czf,1,54.3,57.9,2025-05-18T12:03:12.641Z,2025-05-18T14:48:49Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5736141441,56,Back,5736141447,212,14.2,5736141449,213,2.73,5736141445,141,66.2,5736141443,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382517,12,1,1,0,27,ahnt9ejgwj58ul8auzdvi3czf,1,43.7,68.9,2025-05-18T12:03:14.577Z,2025-05-18T14:48:53Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5736141575,213,4.44,5736141569,140,36.6,5736141573,212,28.1,5736141567,56,Back,5736141571,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382543,13,1,1,0,30,ahnt9ejgwj58ul8auzdvi3czf,1,39.7,32.1,2025-05-18T12:03:17.937Z,2025-05-18T12:03:22Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5736141681,140,44.8,5736141679,56,Back,5736141683,141,13.2,5736141687,213,5.11,5736141685,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382569,14,1,1,0,35,ahnt9ejgwj58ul8auzdvi3czf,1,44.6,12.8,2025-05-18T12:03:22.370Z,2025-05-18T12:03:25Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5736141821,213,2.46,5736141813,56,Back,5736141817,141,22.1,5736141815,140,37.2,5736141819,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382591,15,1,1,0,38,ahnt9ejgwj58ul8auzdvi3czf,1,36.2,23.4,2025-05-18T12:03:25.794Z,2025-05-18T12:03:27Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5736141907,56,Back,5736141909,140,17.6,5736141919,213,2.34,5736141915,212,28.2,5736141911,141,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382627,16,1,1,0,40,ahnt9ejgwj58ul8auzdvi3czf,1,18.1,47.7,2025-05-18T12:03:27.602Z,2025-05-18T14:49:00Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5736142153,141,20.1,5736142157,213,5.09,5736142155,212,20.2,5736142149,56,Back,5736142151,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382637,17,1,1,0,43,ahnt9ejgwj58ul8auzdvi3czf,1,24.3,20.9,2025-05-18T12:03:31.154Z,2025-05-18T12:03:32Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5736142219,56,Back,5736142221,140,32.6,5736142227,213,0.44,5736142225,212,9.7,5736142223,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382657,18,1,1,0,45,ahnt9ejgwj58ul8auzdvi3czf,1,32.6,27.0,2025-05-18T12:03:32.417Z,2025-05-18T14:49:07Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5736142331,56,Back,5736142341,213,3.61,5736142335,140,23.3,5736142339,212,10.9,5736142337,141,19.8,5736986637,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382707,19,1,1,0,48,ahnt9ejgwj58ul8auzdvi3czf,1,26.1,21.6,2025-05-18T12:03:35.394Z,2025-05-18T12:03:39Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5736142571,212,7.7,5736142561,56,Back,5736142567,141,28.0,5736142575,213,0.60,5736142563,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382737,20,1,1,0,52,ahnt9ejgwj58ul8auzdvi3czf,1,33.0,28.5,2025-05-18T12:03:39.250Z,2025-05-18T12:09:26Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5736142741,56,Back,5736142743,140,27.2,5736142745,141,50.4,5736142749,213,1.96,5736142747,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382775,21,1,1,0,55,ahnt9ejgwj58ul8auzdvi3czf,1,27.5,52.1,2025-05-18T12:03:42.402Z,2025-05-18T12:03:46Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5736142929,212,11.3,5736142925,140,36.4,5736142927,141,42.8,5736142923,56,Back,5736142931,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382835,22,1,1,0,59,ahnt9ejgwj58ul8auzdvi3czf,1,41.3,31.7,2025-05-18T12:03:46.403Z,2025-05-18T14:49:24Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5736143195,213,4.36,5736143189,140,36.9,5736143193,212,13.5,5736143187,56,Back,5736143191,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382849,23,1,1,1,3,ahnt9ejgwj58ul8auzdvi3czf,0,38.9,14.3,2025-05-18T12:03:50.531Z,2025-05-18T14:49:30Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5736143251,141,21.1,5736143249,140,60.4,5736143255,213,0.20,5736143247,56,Right,5736143253,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382857,3,1,1,1,5,36g6ifzjliec1jqnbtf7yesme,0,37.9,77.7,2025-05-18T12:03:52.442Z,2025-05-18T14:49:46Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5736990031,1,,5736143277,56,Left,5736990027,213,0.07,5736990009,157,,5736990023,212,28.2,5736990013,140,64.7,5736990017,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382909,24,1,1,1,9,ahnt9ejgwj58ul8auzdvi3czf,1,39.2,28.5,2025-05-18T12:03:56.514Z,2025-05-18T12:03:59Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5736143553,212,10.4,5736143555,213,5.16,5736143547,56,Back,5736143545,3,,5736143549,140,43.5,5736143551,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382915,25,61,1,1,10,ahnt9ejgwj58ul8auzdvi3czf,0,38.3,5.8,2025-05-18T12:03:57.267Z,2025-05-18T12:10:05Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5736143575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382927,4,61,1,1,11,36g6ifzjliec1jqnbtf7yesme,1,59.3,91.8,2025-05-18T12:03:59.217Z,2025-05-18T14:49:56Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5736143635,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816386577,86,56,1,1,12,ahnt9ejgwj58ul8auzdvi3czf,1,39.3,4.4,2025-05-18T12:03:59.543Z,2025-05-18T12:10:19Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5736163477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382933,5,5,1,1,13,36g6ifzjliec1jqnbtf7yesme,0,61.4,101.2,2025-05-18T12:04:00.531Z,2025-05-18T13:03:34Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5736143665,56,Left,5736143667,347,,5736143725,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382935,26,5,1,1,13,ahnt9ejgwj58ul8auzdvi3czf,1,38.6,-1.2,2025-05-18T12:04:00.531Z,2025-05-18T13:03:34Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5736143721,233,5,5736143669,56,Back,5736143671,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383035,27,1,1,1,23,ahnt9ejgwj58ul8auzdvi3czf,1,41.0,0.0,2025-05-18T12:04:10.404Z,2025-05-18T12:04:12Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5736144201,213,0.91,5736144193,56,Right,5736144195,140,52.0,5736144199,212,18.8,5736144197,141,19.8,5736144191,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383071,28,1,1,1,24,ahnt9ejgwj58ul8auzdvi3czf,1,52.2,19.8,2025-05-18T12:04:12.179Z,2025-05-18T12:04:15Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5736144365,213,5.70,5736144363,212,7.5,5736144359,140,58.2,5736144357,56,Right,5736144361,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383073,29,61,1,1,25,ahnt9ejgwj58ul8auzdvi3czf,0,58.3,13.5,2025-05-18T12:04:12.555Z,2025-05-18T12:53:47Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5736144369,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383091,7,1,1,1,28,36g6ifzjliec1jqnbtf7yesme,1,55.7,74.4,2025-05-18T12:04:15.440Z,2025-05-18T14:50:30Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,,5736144441,56,Center,5736144443,140,68.2,5736144447,212,13.8,5736144445,141,68.3,5736144449,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383143,8,1,1,1,30,36g6ifzjliec1jqnbtf7yesme,1,65.9,63.3,2025-05-18T12:04:17.592Z,2025-05-18T12:04:23Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5736144753,213,4.56,5736144745,56,Center,5736144749,141,27.3,5736144747,140,62.2,5736144751,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383159,9,1,1,1,35,36g6ifzjliec1jqnbtf7yesme,1,63.4,8.6,2025-05-18T12:04:23.169Z,2025-05-18T12:04:25Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5736144803,140,46.7,5736144809,213,2.49,5736144805,141,28.3,5736144807,212,22.1,5736144801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383181,10,1,1,1,38,36g6ifzjliec1jqnbtf7yesme,1,46.7,28.3,2025-05-18T12:04:25.457Z,2025-05-18T12:04:28Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5736144945,213,1.90,5736144943,212,23.0,5736144937,140,39.6,5736144933,56,Back,5736144941,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383213,11,1,1,1,40,36g6ifzjliec1jqnbtf7yesme,1,39.6,60.3,2025-05-18T12:04:27.969Z,2025-05-18T12:04:30Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5736145129,141,84.4,5736145133,213,1.49,5736145125,56,Back,5736145127,140,40.9,5736145131,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383249,12,1,1,1,43,36g6ifzjliec1jqnbtf7yesme,1,36.1,70.9,2025-05-18T12:04:30.577Z,2025-05-18T12:04:34Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5736145341,212,27.2,5736145337,140,28.3,5736145339,141,32.7,5736145335,56,Back,5736145343,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383263,13,1,1,1,47,36g6ifzjliec1jqnbtf7yesme,1,28.3,32.7,2025-05-18T12:04:34.737Z,2025-05-18T12:04:36Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5736145403,213,5.16,5736145401,212,18.3,5736145397,140,35.9,5736145395,56,Back,5736145399,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383315,14,1,1,1,51,36g6ifzjliec1jqnbtf7yesme,1,35.3,8.5,2025-05-18T12:04:38.473Z,2025-05-18T12:04:43Z,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,5736145691,140,11.5,5736145689,56,Back,5736145697,213,2.41,5736145699,1,,5736145695,212,33.7,5736145693,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383353,15,1,1,1,55,36g6ifzjliec1jqnbtf7yesme,0,12.1,42.3,2025-05-18T12:04:43.066Z,2025-05-18T14:50:49Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5736145901,213,6.09,5736145893,56,Center,5736145899,212,42.4,5736145895,140,51.7,5736145897,141,30.1,5736145891,155,,5736145903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383367,30,1,1,1,58,ahnt9ejgwj58ul8auzdvi3czf,0,47.4,69.3,2025-05-18T12:04:46.164Z,2025-05-18T14:50:55Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5736145993,140,51.6,5736145999,213,5.17,5736145995,141,56.2,5736145997,212,9.9,5736145989,3,,5736145991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383395,16,1,1,2,1,36g6ifzjliec1jqnbtf7yesme,1,46.7,44.6,2025-05-18T12:04:48.777Z,2025-05-18T14:51:09Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5736146157,140,54.4,5736146159,141,37.0,5736146155,56,Center,5736146161,212,9.6,5736146163,213,5.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383459,17,1,1,2,2,36g6ifzjliec1jqnbtf7yesme,1,55.1,42.5,2025-05-18T12:04:49.865Z,2025-05-18T14:51:14Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5736146493,213,1.59,5736146487,140,54.6,5736146489,141,75.0,5736146485,56,Center,5736146491,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383473,18,1,1,2,9,36g6ifzjliec1jqnbtf7yesme,1,62.0,87.5,2025-05-18T12:04:56.578Z,2025-05-18T12:04:57Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5736146571,141,78.7,5736146569,140,44.3,5736146573,212,19.5,5736146567,56,Back,5736146575,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383487,19,1,1,2,10,36g6ifzjliec1jqnbtf7yesme,1,44.3,78.7,2025-05-18T12:04:57.850Z,2025-05-18T12:05:01Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5736146639,140,37.4,5736146637,56,Back,5736146641,141,48.7,5736146643,212,21.6,5736146645,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383517,20,1,1,2,13,36g6ifzjliec1jqnbtf7yesme,1,39.3,54.5,2025-05-18T12:05:01.050Z,2025-05-18T12:05:05Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5736146791,212,20.6,5736146793,213,1.35,5736146787,140,43.6,5736146785,56,Back,5736146789,141,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383553,21,1,1,2,18,36g6ifzjliec1jqnbtf7yesme,1,55.4,85.2,2025-05-18T12:05:05.410Z,2025-05-18T14:51:35Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5736146945,213,0.18,5736146947,1,,5736146943,212,39.4,5736146939,140,92.3,5736146937,56,Left,5736146941,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383567,22,1,1,2,22,36g6ifzjliec1jqnbtf7yesme,1,91.7,90.8,2025-05-18T12:05:10.090Z,2025-05-18T12:05:12Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5736147037,141,95.3,5736147041,212,13.3,5736147045,213,2.91,5736147027,56,Left,5736147031,140,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383581,23,1,1,2,25,36g6ifzjliec1jqnbtf7yesme,1,77.4,91.4,2025-05-18T12:05:12.418Z,2025-05-18T12:05:15Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5736147119,212,18.5,5736147115,140,60.1,5736147117,141,86.2,5736147113,56,Left,5736147121,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383597,24,1,1,2,27,36g6ifzjliec1jqnbtf7yesme,1,60.6,84.1,2025-05-18T12:05:15.138Z,2025-05-18T12:05:18Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5736147215,213,6.06,5736147213,212,10.3,5736147209,140,70.2,5736147207,56,Left,5736147211,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383601,25,1,1,2,30,36g6ifzjliec1jqnbtf7yesme,1,70.2,80.8,2025-05-18T12:05:17.970Z,2025-05-18T14:51:43Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5736999351,156,,5736147231,212,11.5,5736147225,56,Left,5736147233,213,2.74,5736147229,141,87.5,5736147227,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383631,26,1,1,2,35,36g6ifzjliec1jqnbtf7yesme,1,68.0,88.6,2025-05-18T12:05:22.722Z,2025-05-18T12:22:14Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,,5736147383,56,Left,5736147387,141,96.6,5736147385,140,63.7,5736147389,212,7.1,5736147391,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816383639,27,1,1,2,36,36g6ifzjliec1jqnbtf7yesme,1,63.7,96.6,2025-05-18T12:05:23.970Z,2025-05-18T12:22:15Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5736147425,213,4.37,5736147419,140,58.6,5736147417,56,Center,5736147423,212,15.8,5736147421,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
