id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2712400327,195,12,1,26,32,59as3grjvj19voay31j3yfgni,1,11.8,10.5,2024-08-24T14:26:43.720Z,2024-08-24T14:26:45Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5167596595,56,Back,5167596771,233,201,5167596589,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712400357,196,6,1,26,33,59as3grjvj19voay31j3yfgni,0,12.0,10.4,2024-08-24T14:26:45.346Z,2024-08-24T17:05:45Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5167596853,73,,5167596851,56,Back,5167597119,233,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712400371,202,6,1,26,33,aljua8crr0vkwit0j3m59jw9j,1,88.0,89.6,2024-08-24T14:26:45.346Z,2024-08-24T14:26:56Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5167597019,73,,5167597053,233,196,5167597017,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401499,203,1,1,27,10,aljua8crr0vkwit0j3m59jw9j,0,99.5,99.5,2024-08-24T14:27:22.196Z,2024-08-24T17:05:46Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5167603297,223,,5167603289,6,,5167603285,2,,5167603301,140,94.9,5167603307,213,4.57,5167603303,141,51.6,5167603299,56,Center,5168760071,20,,5167603305,212,32.9,5167603295,155,,5167603309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401509,204,43,1,27,13,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-24T14:27:25.411Z,2024-08-24T14:54:23Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167849179,144,44,5167603393,286,0,5167603391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401551,198,12,1,27,15,59as3grjvj19voay31j3yfgni,1,5.1,45.6,2024-08-24T14:27:27.216Z,2024-08-24T14:53:53Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5167603655,212,26.0,5167603715,15,,5167603643,56,Back,5167603645,140,22.7,5167603661,213,0.78,5167603651,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401629,205,1,1,27,16,aljua8crr0vkwit0j3m59jw9j,1,84.8,18.6,2024-08-24T14:27:27.636Z,2024-08-24T17:05:46Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5167604105,212,18.0,5167604097,155,,5167604093,2,,5167604099,56,Center,5167604107,213,1.59,5168760101,224,,5167604103,141,45.1,5168760103,20,,5167604101,140,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401663,206,1,1,27,18,aljua8crr0vkwit0j3m59jw9j,0,84.4,45.1,2024-08-24T14:27:30.436Z,2024-08-24T14:27:31Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5167604255,212,8.7,5167604245,3,,5167604257,213,1.20,5167604253,141,57.0,5167604247,168,,5167604251,140,87.4,5167604249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401679,199,12,1,27,20,59as3grjvj19voay31j3yfgni,1,10.9,35.0,2024-08-24T14:27:31.760Z,2024-08-24T14:27:32Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5167604341,140,22.8,5167604339,56,Back,5167604343,141,24.5,5167604347,213,5.76,5167604397,15,,5167604345,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401789,201,61,1,27,24,59as3grjvj19voay31j3yfgni,0,23.6,16.1,2024-08-24T14:27:35.585Z,2024-08-24T14:54:35Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5167604987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401889,207,1,1,27,24,aljua8crr0vkwit0j3m59jw9j,1,72.9,92.4,2024-08-24T14:27:35.586Z,2024-08-24T14:54:49Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167850619,212,6.8,5167850621,213,4.45,5167605429,56,Left,5167850615,140,71.2,5167850617,141,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712401897,208,61,1,27,25,aljua8crr0vkwit0j3m59jw9j,1,78.0,77.2,2024-08-24T14:27:36.796Z,2024-08-24T14:27:41Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5167605503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712402033,202,1,1,27,26,59as3grjvj19voay31j3yfgni,1,26.9,18.8,2024-08-24T14:27:38.224Z,2024-08-24T14:27:43Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5167606331,213,6.08,5167606323,140,70.1,5167606327,212,46.3,5167606321,56,Right,5167606333,1,,5167606319,157,,5167606325,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712402077,203,1,1,27,31,59as3grjvj19voay31j3yfgni,0,76.3,16.2,2024-08-24T14:27:43.408Z,2024-08-24T14:27:45Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5167606573,140,78.7,5167606579,141,44.5,5167606569,56,Center,5167606583,212,19.4,5167606587,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712402151,209,8,1,27,35,aljua8crr0vkwit0j3m59jw9j,1,19.2,51.5,2024-08-24T14:27:46.916Z,2024-08-24T17:05:46Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5168760135,384,,5167606935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712402277,210,12,1,27,37,aljua8crr0vkwit0j3m59jw9j,1,12.3,46.6,2024-08-24T14:27:48.580Z,2024-08-24T14:27:51Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167607559,56,Back,5167607571,213,4.94,5167607561,140,19.4,5167607563,141,0.0,5167607669,167,,5167607567,212,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712402327,204,5,1,27,39,59as3grjvj19voay31j3yfgni,1,78.5,101.4,2024-08-24T14:27:51.259Z,2024-08-24T14:58:19Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5167607861,347,,5167607859,56,Left,5167607903,233,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712402287,211,5,1,27,39,aljua8crr0vkwit0j3m59jw9j,0,21.5,-1.4,2024-08-24T14:27:51.259Z,2024-08-24T14:58:20Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167607935,233,204,5167607625,347,,5167607623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403179,205,1,1,28,11,59as3grjvj19voay31j3yfgni,0,76.1,100.0,2024-08-24T14:28:23.104Z,2024-08-24T14:28:27Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5167612509,213,5.31,5167612511,1,,5167612499,107,,5167612505,141,59.6,5167612507,212,34.7,5167612503,140,94.7,5167612501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403209,212,44,1,28,15,aljua8crr0vkwit0j3m59jw9j,1,4.2,39.8,2024-08-24T14:28:26.944Z,2024-08-24T15:28:27Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167612765,233,206,5167612651,56,Back,5167612653,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403193,206,44,1,28,15,59as3grjvj19voay31j3yfgni,0,95.8,60.2,2024-08-24T14:28:26.945Z,2024-08-24T15:28:28Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5167612587,56,Center,5167612817,233,212,5167612589,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403247,213,12,1,28,16,aljua8crr0vkwit0j3m59jw9j,1,2.2,38.8,2024-08-24T14:28:27.589Z,2024-08-24T14:28:31Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167612895,213,4.89,5167612887,141,0.0,5167612881,56,Back,5167612885,140,6.8,5167613287,15,,5167612975,167,,5167612891,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403703,207,5,1,28,17,59as3grjvj19voay31j3yfgni,1,92.0,101.2,2024-08-24T14:28:29.073Z,2024-08-24T14:58:20Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5167615203,347,,5167615201,56,Left,5167615231,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403255,214,5,1,28,17,aljua8crr0vkwit0j3m59jw9j,0,8.0,-1.2,2024-08-24T14:28:29.073Z,2024-08-24T14:58:20Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167615269,233,207,5167612929,347,,5167612927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403765,208,1,1,28,34,59as3grjvj19voay31j3yfgni,0,90.4,100.0,2024-08-24T14:28:45.807Z,2024-08-24T14:28:49Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5167615525,140,98.7,5167615529,212,31.0,5167615527,141,57.7,5167615523,56,Center,5167615531,213,5.00,5167615521,107,,5167615533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403813,215,12,1,28,38,aljua8crr0vkwit0j3m59jw9j,1,4.9,44.5,2024-08-24T14:28:49.556Z,2024-08-24T14:28:51Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167615781,212,14.5,5167615775,56,Back,5167615783,213,1.49,5167615815,15,,5167615779,141,65.7,5167615777,140,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403835,209,61,1,28,39,59as3grjvj19voay31j3yfgni,0,98.7,34.3,2024-08-24T14:28:50.895Z,2024-08-24T14:30:55Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5167615885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712619417,828,12,1,28,39,aljua8crr0vkwit0j3m59jw9j,1,10.8,69.2,2024-08-24T14:28:51.066Z,2024-08-24T17:34:40Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5168913251,233,817,5168767875,397,,5168763857,56,Back,5168763861,141,75.8,5168763863,212,4.6,5168763865,213,1.80,5168763859,140,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712619869,817,74,1,28,39,59as3grjvj19voay31j3yfgni,1,90.8,30.8,2024-08-24T14:28:51.067Z,2024-08-24T17:34:41Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5168766675,397,,5168766367,285,,5168913275,233,828,5168766365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712409443,257,43,1,28,39,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-24T14:28:51.451Z,2024-08-24T17:07:11Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5167647203,140,15.3,5167647207,212,9.0,5167647201,56,Back,5168767113,144,12,5167647209,213,5.27,5167647205,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403945,217,50,1,28,42,aljua8crr0vkwit0j3m59jw9j,1,21.5,53.7,2024-08-24T14:28:54.094Z,2024-08-24T14:45:29Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167616451,56,Back,5167616513,233,210,5167616453,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712403909,210,7,1,28,42,59as3grjvj19voay31j3yfgni,0,78.5,46.3,2024-08-24T14:28:54.095Z,2024-08-24T17:07:26Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5168768707,385,,5167616307,286,,5167616303,56,Center,5167616455,233,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404057,218,1,1,28,45,aljua8crr0vkwit0j3m59jw9j,1,25.1,57.6,2024-08-24T14:28:57.028Z,2024-08-24T14:28:59Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167617065,212,22.7,5167617057,140,39.6,5167617061,141,82.3,5167617053,56,Back,5167617067,213,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404117,219,1,1,28,48,aljua8crr0vkwit0j3m59jw9j,1,39.3,83.6,2024-08-24T14:28:59.604Z,2024-08-24T14:29:02Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5167617401,56,Back,5167617407,212,3.7,5167617403,140,39.6,5167617409,213,1.49,5167617405,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404069,211,83,1,28,48,59as3grjvj19voay31j3yfgni,0,52.4,8.3,2024-08-24T14:29:00.047Z,2024-08-24T14:29:05Z,bcscjb9jdgu4ims9n3vwuj5k9,E. Chilufya,,,5167617835,399,5x8064b3yr7txk0czddfjtffu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404171,220,1,1,28,50,aljua8crr0vkwit0j3m59jw9j,0,59.0,89.4,2024-08-24T14:29:02.003Z,2024-08-24T14:29:04Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167617719,212,21.5,5167617713,56,Left,5167617721,213,6.11,5167617717,141,83.9,5167617715,140,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404185,212,43,1,28,53,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-08-24T14:29:04.559Z,2024-08-24T17:07:39Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5168769729,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404203,213,4,1,28,53,59as3grjvj19voay31j3yfgni,1,16.5,14.1,2024-08-24T14:29:05.407Z,2024-08-24T17:07:44Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5167617935,285,,5167618293,233,221,5168770129,294,,5167617919,13,,5167617923,56,Back,5167617929,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404239,221,4,1,28,53,aljua8crr0vkwit0j3m59jw9j,0,83.5,85.9,2024-08-24T14:29:05.408Z,2024-08-24T17:07:45Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5167618237,286,,5167618227,56,Left,5168770305,294,,5167618337,233,213,5167618223,13,,5167618231,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404827,214,1,1,29,13,59as3grjvj19voay31j3yfgni,1,16.9,13.0,2024-08-24T14:29:25.391Z,2024-08-24T14:29:27Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5167621563,140,17.8,5167621567,212,26.5,5167621561,56,Back,5167621565,141,51.9,5167621555,5,,5167621571,213,1.54,5167621559,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404839,215,1,1,29,16,59as3grjvj19voay31j3yfgni,1,16.0,58.9,2024-08-24T14:29:27.775Z,2024-08-24T14:29:28Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5167621659,212,10.8,5167621663,213,6.07,5167621651,140,26.0,5167621655,141,55.5,5167621645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404909,216,1,1,29,16,59as3grjvj19voay31j3yfgni,1,26.0,55.5,2024-08-24T14:29:28.399Z,2024-08-24T14:29:30Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5167622087,56,Back,5167622095,213,1.33,5167622089,140,31.3,5167622093,212,23.1,5167622091,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712404993,217,1,1,29,19,59as3grjvj19voay31j3yfgni,1,32.2,88.5,2024-08-24T14:29:30.815Z,2024-08-24T14:29:34Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5167622557,141,86.8,5167622553,56,Left,5167622561,213,6.25,5167622551,155,,5167622563,1,,5167622555,140,65.0,5167622559,212,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712405005,218,50,1,29,22,59as3grjvj19voay31j3yfgni,1,71.2,93.1,2024-08-24T14:29:34.176Z,2024-08-24T14:45:30Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5167623977,233,222,5167622611,286,,5167622607,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712405213,222,7,1,29,22,aljua8crr0vkwit0j3m59jw9j,1,28.8,6.9,2024-08-24T14:29:34.177Z,2024-08-24T17:08:00Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167623775,285,,5167623845,233,218,5167623773,56,Back,5168771667,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712418193,277,1,1,29,23,aljua8crr0vkwit0j3m59jw9j,1,36.2,1.6,2024-08-24T14:29:34.532Z,2024-08-24T14:36:33Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5167694873,212,3.7,5167694871,141,7.1,5167694867,56,Back,5167694869,140,36.3,5167694875,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712405287,223,1,1,29,25,aljua8crr0vkwit0j3m59jw9j,1,33.5,8.2,2024-08-24T14:29:36.804Z,2024-08-24T17:08:23Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167624161,213,3.40,5167624153,56,Back,5167624157,141,4.0,5167624155,140,23.3,5168773935,156,,5167624159,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712405259,219,83,1,29,26,59as3grjvj19voay31j3yfgni,0,76.5,94.9,2024-08-24T14:29:38.207Z,2024-08-24T14:53:20Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5167845447,399,6rd849oap6uh93wdwjk8590q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712405297,224,61,1,29,28,aljua8crr0vkwit0j3m59jw9j,0,23.5,5.1,2024-08-24T14:29:40.206Z,2024-08-24T14:37:22Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167624225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712405339,225,43,1,29,29,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-08-24T14:29:41.397Z,2024-08-24T17:08:35Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167624487,56,Back,5168775083,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712405325,220,5,1,29,30,59as3grjvj19voay31j3yfgni,1,76.0,101.2,2024-08-24T14:29:41.983Z,2024-08-24T14:58:20Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5167624423,347,,5167624633,233,226,5167624419,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712405351,226,5,1,29,30,aljua8crr0vkwit0j3m59jw9j,0,24.0,-1.2,2024-08-24T14:29:41.983Z,2024-08-24T14:58:21Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167624555,347,,5167624747,233,220,5167624553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406235,221,1,1,30,0,59as3grjvj19voay31j3yfgni,1,77.3,100.0,2024-08-24T14:30:12.175Z,2024-08-24T14:30:26Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,1.0,5167629263,213,5.27,5167629251,107,,5167631057,154,,5167629261,212,32.1,5167629253,56,Center,5167629257,141,61.6,5167629265,1,,5167629255,140,93.4,5167631055,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406261,222,44,1,30,4,59as3grjvj19voay31j3yfgni,1,85.2,54.0,2024-08-24T14:30:15.535Z,2024-08-24T15:28:28Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5167629419,286,,5167629557,233,227,5167629417,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406283,227,44,1,30,4,aljua8crr0vkwit0j3m59jw9j,0,14.8,46.0,2024-08-24T14:30:15.536Z,2024-08-24T15:28:28Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5167629541,56,Back,5167629543,285,,5167629583,233,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406273,223,15,1,30,4,59as3grjvj19voay31j3yfgni,1,84.4,59.3,2024-08-24T14:30:16.048Z,2024-08-24T17:11:15Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5167631115,102,52.5,5167631103,154,,5167631121,147,51.1,5167631119,146,96.9,5167631117,103,31.0,5167630553,15,,5167630549,160,,5167630563,328,,5167631099,29,,5167629479,17,,5167631107,55,221,5167631095,77,5167629481,56,Center,5167631129,233,,,,,,,,228,,,,,,,,,,,,
2712406327,228,10,1,30,4,aljua8crr0vkwit0j3m59jw9j,1,2.1,48.8,2024-08-24T14:30:16.148Z,2024-08-24T17:09:09Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5167630669,233,223,5167629759,182,,5168778597,378,,5167629927,177,,5167629761,56,Back,5167629757,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406375,229,52,1,30,6,aljua8crr0vkwit0j3m59jw9j,1,2.1,48.8,2024-08-24T14:30:18.430Z,2024-08-24T17:11:22Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5168791703,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406501,230,1,1,30,10,aljua8crr0vkwit0j3m59jw9j,1,11.6,37.4,2024-08-24T14:30:21.733Z,2024-08-24T14:30:24Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5167630809,212,22.1,5167630791,123,,5167630813,213,5.34,5167630803,141,11.1,5167630799,140,23.9,5167630795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406573,224,45,1,30,15,59as3grjvj19voay31j3yfgni,0,47.9,90.4,2024-08-24T14:30:27.013Z,2024-08-24T14:45:33Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5167631239,56,Back,5167631243,285,,5167631867,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406655,231,3,1,30,15,aljua8crr0vkwit0j3m59jw9j,1,52.1,9.6,2024-08-24T14:30:27.013Z,2024-08-24T17:11:28Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5167631795,56,Right,5168792235,465,,5167631799,286,,5167631833,233,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406685,232,1,1,30,19,aljua8crr0vkwit0j3m59jw9j,1,63.0,11.9,2024-08-24T14:30:30.692Z,2024-08-24T14:30:31Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5167631965,56,Right,5167631975,213,2.69,5167631969,140,54.9,5167631971,141,18.0,5167631973,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406765,233,1,1,30,20,aljua8crr0vkwit0j3m59jw9j,1,54.2,18.3,2024-08-24T14:30:31.811Z,2024-08-24T14:30:34Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167632381,212,12.1,5167632375,140,62.5,5167632373,56,Center,5167632385,213,0.76,5167632377,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406791,234,1,1,30,22,aljua8crr0vkwit0j3m59jw9j,1,60.3,25.5,2024-08-24T14:30:34.260Z,2024-08-24T14:30:35Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5167632553,140,55.0,5167632549,56,Right,5167632567,212,7.7,5167632559,141,17.7,5167632573,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406833,235,1,1,30,23,aljua8crr0vkwit0j3m59jw9j,1,55.0,17.7,2024-08-24T14:30:35.027Z,2024-08-24T14:30:36Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167632825,141,28.2,5167632829,213,2.56,5167632827,212,13.0,5167632823,140,44.7,5167632819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406867,236,1,1,30,24,aljua8crr0vkwit0j3m59jw9j,1,44.1,27.9,2024-08-24T14:30:36.355Z,2024-08-24T14:30:37Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5167633011,213,5.63,5167633009,212,12.3,5167633005,140,53.4,5167633007,141,16.8,5167633003,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712406961,237,1,1,30,26,aljua8crr0vkwit0j3m59jw9j,1,53.4,16.8,2024-08-24T14:30:37.668Z,2024-08-24T14:30:41Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5167633511,140,41.8,5167633513,141,28.2,5167633517,213,2.57,5167633509,56,Back,5167633515,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
