id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2777421669,84,50,1,7,57,anga7587r1zv4ey71ge9zxol3,1,27.5,95.8,2025-02-16T17:08:57.227Z,2025-02-16T17:11:42Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5521894387,233,77,5521894231,285,,5521894229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421677,77,7,1,7,57,59as3grjvj19voay31j3yfgni,1,72.5,4.2,2025-02-16T17:08:57.228Z,2025-02-16T20:41:40Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5521894333,286,,5521894373,233,84,5522812377,383,,5522812379,178,,5521894331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421691,78,1,1,7,59,59as3grjvj19voay31j3yfgni,1,69.6,7.7,2025-02-16T17:08:59.046Z,2025-02-16T17:09:00Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5521894421,213,2.88,5521894415,140,63.1,5521894417,141,10.4,5521894419,212,7.1,5521894413,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421709,79,1,1,8,0,59as3grjvj19voay31j3yfgni,1,63.1,10.4,2025-02-16T17:09:00.373Z,2025-02-16T17:09:01Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,5521894523,212,11.6,5521894521,141,4.9,5521894519,140,52.6,5521894517,56,Right,5521894525,213,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421765,81,1,1,8,2,59as3grjvj19voay31j3yfgni,1,52.6,4.7,2025-02-16T17:09:01.638Z,2025-02-16T17:09:05Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,5521894851,140,53.8,5521894853,141,18.6,5521894857,213,1.44,5521894855,212,9.5,5521894849,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421773,82,1,1,8,6,59as3grjvj19voay31j3yfgni,1,48.8,14.4,2025-02-16T17:09:05.686Z,2025-02-16T17:09:06Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,5521894899,141,4.3,5521894897,140,42.8,5521894901,212,9.3,5521894903,213,3.97,5521894895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421797,83,1,1,8,7,59as3grjvj19voay31j3yfgni,1,42.8,4.3,2025-02-16T17:09:06.742Z,2025-02-16T17:09:09Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,5521895063,213,2.12,5521895055,56,Back,5521895061,212,17.2,5521895059,141,25.9,5521895057,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421851,84,1,1,8,9,59as3grjvj19voay31j3yfgni,1,34.2,25.9,2025-02-16T17:09:09.126Z,2025-02-16T17:09:13Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,5521895391,56,Back,5521895395,141,58.5,5521895397,212,22.8,5521895393,140,29.1,5521895399,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421871,85,1,1,8,13,59as3grjvj19voay31j3yfgni,1,30.4,61.2,2025-02-16T17:09:13.254Z,2025-02-16T17:09:14Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5521895515,213,5.22,5521895507,140,38.4,5521895509,141,38.9,5521895511,212,17.3,5521895505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421937,86,1,1,8,15,59as3grjvj19voay31j3yfgni,1,38.4,38.9,2025-02-16T17:09:14.678Z,2025-02-16T17:09:20Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,5521895895,212,16.1,5521895897,213,1.78,5521895893,141,62.0,5521895891,140,35.2,5521895889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777421987,87,1,1,8,20,59as3grjvj19voay31j3yfgni,1,40.1,68.5,2025-02-16T17:09:20.118Z,2025-02-16T17:09:24Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5521896185,140,39.5,5521896189,212,22.0,5521896183,56,Back,5521896187,141,36.1,5521896191,213,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422015,88,1,1,8,24,59as3grjvj19voay31j3yfgni,1,38.6,16.5,2025-02-16T17:09:24.247Z,2025-02-16T17:09:26Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,5521896341,212,11.0,5521896335,56,Back,5521896337,140,46.0,5521896339,141,5.0,5521896345,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422033,89,1,1,8,26,59as3grjvj19voay31j3yfgni,1,46.0,5.0,2025-02-16T17:09:25.942Z,2025-02-16T17:09:28Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,5521896461,212,10.8,5521896463,213,0.23,5521896455,56,Right,5521896459,141,8.6,5521896457,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422039,90,61,1,8,28,59as3grjvj19voay31j3yfgni,0,56.2,11.9,2025-02-16T17:09:28.214Z,2025-02-16T17:09:28Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5521896497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422053,85,1,1,8,29,anga7587r1zv4ey71ge9zxol3,1,41.0,84.2,2025-02-16T17:09:29.131Z,2025-02-16T17:09:30Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5521896575,140,33.7,5521896581,213,3.66,5521896573,56,Back,5521896579,212,8.8,5521896577,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422085,87,1,1,8,30,anga7587r1zv4ey71ge9zxol3,1,33.7,77.8,2025-02-16T17:09:30.363Z,2025-02-16T17:09:32Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5521896741,141,92.9,5521896743,212,12.0,5521896745,213,1.02,5521896739,140,39.7,5521896737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422125,88,1,1,8,32,anga7587r1zv4ey71ge9zxol3,1,39.5,93.2,2025-02-16T17:09:32.459Z,2025-02-16T17:09:36Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5521896983,56,Back,5521896989,212,17.0,5521896991,213,3.92,5521896987,141,75.7,5521896985,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422153,89,1,1,8,36,anga7587r1zv4ey71ge9zxol3,1,27.9,75.9,2025-02-16T17:09:35.915Z,2025-02-16T17:09:37Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5521897141,141,81.5,5521897143,212,17.0,5521897145,213,0.23,5521897139,140,43.7,5521897137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422177,90,1,1,8,37,anga7587r1zv4ey71ge9zxol3,1,43.7,81.5,2025-02-16T17:09:37.323Z,2025-02-16T17:09:39Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5521897277,212,10.4,5521897273,140,43.4,5521897279,213,1.60,5521897271,56,Back,5521897275,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422299,91,1,1,8,39,anga7587r1zv4ey71ge9zxol3,1,43.2,96.8,2025-02-16T17:09:39.179Z,2025-02-16T17:09:46Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5521897895,140,28.6,5521897897,141,88.4,5521897901,213,3.50,5521897893,56,Back,5521897899,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422339,92,1,1,8,46,anga7587r1zv4ey71ge9zxol3,1,28.9,79.3,2025-02-16T17:09:45.948Z,2025-02-16T17:09:48Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5521898171,141,96.8,5521898167,56,Back,5521898169,140,46.6,5521898175,213,0.57,5521898173,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422417,93,2,1,8,48,anga7587r1zv4ey71ge9zxol3,1,54.1,98.7,2025-02-16T17:09:48.411Z,2025-02-16T20:42:24Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5521898771,7,58o5ram4bf58357786j9jr7kk,5521898619,141,89.3,5521898617,140,65.8,5521898773,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422651,92,1,1,9,9,59as3grjvj19voay31j3yfgni,1,28.5,19.5,2025-02-16T17:10:08.631Z,2025-02-16T20:42:46Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,5521899837,213,2.75,5522816333,189,,5521899833,141,26.5,5521899831,140,17.5,5521899827,241,,5521899829,56,Back,5521899825,5,,5521899835,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422751,93,1,1,9,13,59as3grjvj19voay31j3yfgni,1,21.8,27.6,2025-02-16T17:10:13.016Z,2025-02-16T17:10:20Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,5521900369,155,,5521900375,140,46.0,5521900381,213,1.07,5521900371,196,,5521900373,56,Back,5521900379,212,53.2,5521900377,141,96.3,5521900383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422737,94,83,1,9,19,anga7587r1zv4ey71ge9zxol3,0,57.4,3.8,2025-02-16T17:10:18.629Z,2025-02-16T17:10:24Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521900437,399,e64kcio0848bpw39eedbjyd5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422773,95,83,1,9,20,anga7587r1zv4ey71ge9zxol3,0,56.4,7.3,2025-02-16T17:10:20.132Z,2025-02-16T17:10:26Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521900827,399,e64kcio0848bpw39eedbjyd5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422757,94,61,1,9,20,59as3grjvj19voay31j3yfgni,0,44.5,92.6,2025-02-16T17:10:20.440Z,2025-02-16T17:10:20Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,5521900415,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422781,96,1,1,9,22,anga7587r1zv4ey71ge9zxol3,0,54.2,13.2,2025-02-16T17:10:22.301Z,2025-02-16T17:10:28Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5521900539,140,65.8,5521900543,212,12.3,5521900537,56,Right,5521900541,141,16.1,5521900545,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422827,95,1,1,9,23,59as3grjvj19voay31j3yfgni,1,28.6,75.6,2025-02-16T17:10:23.144Z,2025-02-16T17:10:25Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5521900775,56,Back,5521900785,1,,5521900781,212,24.8,5521900783,213,5.68,5521900777,140,48.1,5521900779,141,54.9,5521900773,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422883,96,1,1,9,26,59as3grjvj19voay31j3yfgni,1,47.4,52.7,2025-02-16T17:10:25.704Z,2025-02-16T17:10:29Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,5521901053,212,21.4,5521901051,141,21.3,5521901047,56,Back,5521901049,140,48.0,5521901055,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422949,97,1,1,9,29,59as3grjvj19voay31j3yfgni,1,65.3,14.3,2025-02-16T17:10:29.464Z,2025-02-16T17:10:34Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,5521901403,212,20.5,5521901401,141,9.2,5521901397,56,Right,5521901405,213,6.11,5521901399,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777422961,98,1,1,9,34,59as3grjvj19voay31j3yfgni,0,90.5,19.0,2025-02-16T17:10:34.360Z,2025-02-16T20:43:15Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5521901465,56,Center,5521901473,213,1.43,5521901471,212,17.9,5522817843,223,,5522817845,72,,5521901461,2,,5521901469,141,45.0,5521901463,155,,5521901467,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423001,97,12,1,9,35,anga7587r1zv4ey71ge9zxol3,1,7.6,58.5,2025-02-16T17:10:35.358Z,2025-02-16T17:10:37Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5521901673,141,73.8,5521901677,213,0.53,5521901693,15,,5521901671,140,24.7,5521901669,56,Back,5521901675,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423069,99,1,1,9,39,59as3grjvj19voay31j3yfgni,1,75.9,25.2,2025-02-16T17:10:38.728Z,2025-02-16T17:10:43Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,5521901993,140,80.6,5521901999,213,0.50,5521901997,212,5.6,5521901991,56,Center,5521901995,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423143,100,1,1,9,43,59as3grjvj19voay31j3yfgni,1,77.4,43.1,2025-02-16T17:10:42.888Z,2025-02-16T17:10:48Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5521902345,141,75.3,5521902341,56,Center,5521902347,212,25.4,5521902349,213,1.04,5521902343,140,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423151,101,61,1,9,49,59as3grjvj19voay31j3yfgni,0,88.4,67.6,2025-02-16T17:10:48.760Z,2025-02-16T20:43:37Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,5521902363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423217,99,1,1,9,50,anga7587r1zv4ey71ge9zxol3,0,22.8,36.6,2025-02-16T17:10:50.334Z,2025-02-16T17:10:54Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521902685,155,,5521902693,212,50.5,5521902697,1,,5521902695,213,0.50,5521902689,140,65.1,5521902691,141,72.0,5521902687,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423227,102,59,1,9,54,59as3grjvj19voay31j3yfgni,1,31.5,31.6,2025-02-16T17:10:54.361Z,2025-02-16T17:10:55Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5521902731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423313,103,12,1,9,55,59as3grjvj19voay31j3yfgni,1,31.6,32.1,2025-02-16T17:10:55.050Z,2025-02-16T20:43:53Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5522819917,167,,5521903151,212,27.5,5521903149,141,0.0,5521903143,56,Back,5521903147,140,46.3,5521903153,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423431,100,5,1,9,56,anga7587r1zv4ey71ge9zxol3,1,57.7,101.8,2025-02-16T17:10:55.873Z,2025-02-16T17:11:37Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521903753,56,Left,5521904983,233,104,5521903755,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423451,104,5,1,9,56,59as3grjvj19voay31j3yfgni,0,42.3,-1.8,2025-02-16T17:10:55.873Z,2025-02-16T17:11:37Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5521905039,233,100,5521903857,56,Back,5521903859,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423455,101,1,1,10,11,anga7587r1zv4ey71ge9zxol3,1,56.4,100.0,2025-02-16T17:11:11.582Z,2025-02-16T20:44:05Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5521903889,213,5.35,5521903883,140,61.3,5521903879,107,,5521903887,212,8.7,5521903881,56,Left,5521903885,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423463,102,61,1,10,13,anga7587r1zv4ey71ge9zxol3,0,61.3,91.4,2025-02-16T17:11:13.567Z,2025-02-16T17:11:14Z,58o5ram4bf58357786j9jr7kk,M. Opoku,,5521903925,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423505,105,1,1,10,15,59as3grjvj19voay31j3yfgni,1,26.6,24.4,2025-02-16T17:11:14.793Z,2025-02-16T17:11:16Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,5521904115,157,,5521904121,141,52.8,5521904123,212,19.3,5521904127,1,,5521904125,213,1.63,5521904119,140,25.6,5521904117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423511,106,44,1,10,17,59as3grjvj19voay31j3yfgni,1,27.0,58.6,2025-02-16T17:11:16.670Z,2025-02-16T17:11:19Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521904155,285,,5521904153,56,Back,5521904157,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423509,103,44,1,10,17,anga7587r1zv4ey71ge9zxol3,0,73.0,41.4,2025-02-16T17:11:16.671Z,2025-02-16T17:11:20Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521904217,233,106,5521904151,286,,5521904149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423553,107,1,1,10,17,59as3grjvj19voay31j3yfgni,0,25.6,52.8,2025-02-16T17:11:16.969Z,2025-02-16T17:11:20Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521904427,141,71.2,5521904431,213,0.95,5521904429,212,15.4,5521904423,56,Back,5521904421,3,,5521904425,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423599,104,1,1,10,22,anga7587r1zv4ey71ge9zxol3,1,79.4,7.1,2025-02-16T17:11:22.415Z,2025-02-16T17:11:24Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521904685,212,10.2,5521904679,56,Right,5521904687,213,2.31,5521904683,141,18.2,5521904681,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423659,105,1,1,10,24,anga7587r1zv4ey71ge9zxol3,1,72.8,18.2,2025-02-16T17:11:24.366Z,2025-02-16T17:11:29Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5521905093,212,12.6,5521905081,56,Center,5521905089,141,36.3,5521905085,140,70.4,5521905095,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423683,106,1,1,10,29,anga7587r1zv4ey71ge9zxol3,1,70.1,34.8,2025-02-16T17:11:28.718Z,2025-02-16T17:11:30Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5521905255,56,Center,5521905263,212,9.0,5521905261,141,23.0,5521905259,140,74.0,5521905265,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423715,107,1,1,10,31,anga7587r1zv4ey71ge9zxol3,1,74.0,23.0,2025-02-16T17:11:30.687Z,2025-02-16T17:11:32Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5521905429,56,Center,5521905437,141,22.5,5521905439,212,17.1,5521905433,140,90.3,5521905441,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423723,108,1,1,10,32,anga7587r1zv4ey71ge9zxol3,0,90.4,22.5,2025-02-16T17:11:32.575Z,2025-02-16T17:11:33Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521905501,212,3.1,5521905495,56,Center,5521905503,213,1.47,5521905543,233,108,5521905497,140,90.7,5521905499,141,27.0,5521905551,286,,5521905539,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423729,108,74,1,10,32,59as3grjvj19voay31j3yfgni,1,7.3,76.0,2025-02-16T17:11:32.576Z,2025-02-16T17:11:41Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521905587,233,108,5521905531,285,,5521905529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423757,109,6,1,10,34,59as3grjvj19voay31j3yfgni,0,3.3,80.2,2025-02-16T17:11:33.999Z,2025-02-16T20:44:36Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521905727,233,109,5521905693,73,,5521905691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777423741,109,6,1,10,34,anga7587r1zv4ey71ge9zxol3,1,96.7,19.8,2025-02-16T17:11:33.999Z,2025-02-16T17:11:39Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521905667,56,Right,5521905669,75,,5521905697,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424259,110,1,1,11,13,anga7587r1zv4ey71ge9zxol3,0,99.5,0.5,2025-02-16T17:12:13.296Z,2025-02-16T20:44:40Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521908395,140,93.7,5521908385,2,,5521908401,213,1.81,5521908387,6,,5521908391,224,,5522822439,20,,5521908389,155,,5521908397,141,37.1,5521908393,56,Center,5521908399,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,
2777424303,110,12,1,11,15,59as3grjvj19voay31j3yfgni,1,5.8,55.8,2025-02-16T17:12:14.947Z,2025-02-16T20:45:26Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5521908647,213,0.07,5521908639,56,Back,5521908643,141,57.2,5521908641,140,18.5,5521908645,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424313,111,13,1,11,16,anga7587r1zv4ey71ge9zxol3,1,83.0,45.0,2025-02-16T17:12:15.984Z,2025-02-16T20:50:45Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521914261,458,,5521920943,328,,5521914255,102,97.6,5521914265,147,98.6,5521912557,153,,5522826889,72,,5521914271,231,48.7,5521920941,25,,5521914267,230,98.1,5521914263,146,97.1,5521914253,73,,5521914257,103,13.9,5521920945,391,5522826891,18,5521908705,56,Center,,,,,,,,,,,
2777424387,111,43,1,11,20,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-02-16T17:12:19.707Z,2025-02-16T17:12:49Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5521909119,346,0,5521909117,56,Back,5521911009,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424407,112,1,1,11,25,59as3grjvj19voay31j3yfgni,0,3.8,3.4,2025-02-16T17:12:25.291Z,2025-02-16T17:12:52Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,5521909227,141,22.8,5521909231,213,0.45,5521909229,212,30.2,5521909223,56,Back,5521909225,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424457,113,1,1,11,28,anga7587r1zv4ey71ge9zxol3,1,66.8,74.8,2025-02-16T17:12:28.113Z,2025-02-16T17:15:12Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5521909503,141,61.4,5521909507,213,5.12,5521909501,140,70.5,5521909505,212,9.9,5521909499,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424453,113,83,1,11,29,59as3grjvj19voay31j3yfgni,0,29.9,33.7,2025-02-16T17:12:29.107Z,2025-02-16T20:46:50Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,5521909631,399,5is9bcj143orulo4biogwxzl6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424481,114,1,1,11,30,anga7587r1zv4ey71ge9zxol3,1,70.6,61.2,2025-02-16T17:12:30.336Z,2025-02-16T17:22:46Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5521909601,56,Center,5521909603,140,71.9,5521909609,213,1.28,5521909607,212,4.7,5521909605,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424547,115,1,1,11,34,anga7587r1zv4ey71ge9zxol3,1,79.3,79.7,2025-02-16T17:12:33.937Z,2025-02-16T17:12:38Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5521910025,213,1.22,5521910017,56,Left,5521910019,140,82.8,5521910021,141,94.7,5521910023,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424559,116,1,1,11,36,anga7587r1zv4ey71ge9zxol3,0,90.0,92.6,2025-02-16T17:12:36.369Z,2025-02-16T20:47:46Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5521910089,213,4.39,5521910083,140,89.7,5521910087,212,1.0,5521910085,141,91.2,5521910081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777591225,932,61,1,11,37,59as3grjvj19voay31j3yfgni,1,12.5,10.1,2025-02-16T17:12:36.694Z,2025-02-16T20:47:38Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5522832021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424549,115,43,1,11,38,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-02-16T17:12:38.443Z,2025-02-16T20:47:55Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5521910367,399,58o5ram4bf58357786j9jr7kk,5522833229,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777424599,117,1,1,11,39,anga7587r1zv4ey71ge9zxol3,1,86.8,83.0,2025-02-16T17:12:38.657Z,2025-02-16T20:48:16Z,58o5ram4bf58357786j9jr7kk,M. Opoku,1.0,5521910341,141,64.6,5521910343,212,14.8,5521911717,210,15,5521910345,213,4.14,5521910337,56,Center,5521910339,140,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
