id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2777349401,1,34,16,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-02-16T15:58:51.564Z,2025-02-16T17:03:55Z,,,,5521497637,194,a87w6l9zsbahdi4knm1347zs9,5521497633,130,4,5521497627,30,"7yim2aepctujr2m4p20a97755, 8yfw9f74h0yfz51bkxxc8p39x, 8mn8apr6n7t7s6lx4d4vvdnca, 1qcf5gb8wf8f4tu94xh96yqy, c3sp1x0shf2b24rl5ike6v0iy, a87w6l9zsbahdi4knm1347zs9, djlyi0ad4x1p0k4thn8n0axw4, e73sexp7kse0wlykdi7xcbg2c, elhmf9cc26ec5p1wnwonuxf4l, 1sdsqfn743j5tqem8ra7sppn8, e64kcio0848bpw39eedbjyd5g, 41ii5y9ebz5e3xhaif9kc8qmt, bidudbkachfl6126lhlr254wk, bcscjb9jdgu4ims9n3vwuj5k9, bwfg9frq2ecbzg7wlzqjtnv2s, ajhd3cqclubmexhscpd4w4ez9, fwu0bja02waqct7l682s5mfp, 4zrsiizdbzwwkmit3ta0f0dbe, 4fhpb0b8muboggvquj2pvsiqx, 78kzajya12k4sm0ebfl37d6ok",5521497631,59,"16, 6, 55, 80, 3, 22, 11, 20, 18, 7, 41, 1, 13, 14, 19, 29, 43, 58, 73, 21",5521497629,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5521497643,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5521497635,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5521497641,197,4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777365181,1,34,16,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-02-16T16:15:18.123Z,2025-02-16T20:31:46Z,,,,5521583127,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5521583123,130,7,5521583121,59,"32, 2, 20, 22, 12, 5, 21, 13, 18, 8, 15, 11, 14, 17, 19, 27, 30, 6, 23, 40",5521834471,194,6ul2nma4j0a7e2li6wyyrpal1,5521583117,30,"15fo180vixn0lb65fujttit3p, 8822s8ns7oyvjqade4oaxzg0l, 8ydi45wh0naevno6aos78vi09, 79b0b6eqck5vn4b3fawxsaok, 6ul2nma4j0a7e2li6wyyrpal1, 5is9bcj143orulo4biogwxzl6, bpw4cd5vmghjhelb3uxupmqjt, d854rlweyk5wq6d2veyviukq2, 8gdfn7j6xac9p4jh94hk40jdg, b13l1wrb747y9cdc8wqltan6d, 58o5ram4bf58357786j9jr7kk, diwrq7ulrey4juxk4dafct0q1, 6d0lxiep13vdv32bdb0xwyrys, 9pnirb3qt48zeui3su8cvu1ka, 6zhj070huc77sl5o5bx6ey5g4, 6miatayfy07pf4og7qc7c7pqs, 5733iw16239m83syv5dm8huj9, cw6s5hf1tytvb98vjuosz9r6d, 8ynqwlysks0dvn46ja7zq5vit, 52vwj2s29n7wngablotd7pboq",5521583119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5521834475,197,21353,5521583125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414655,2,32,1,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-02-16T17:00:59.588Z,2025-02-16T20:21:11Z,,,,5521855101,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414663,2,32,1,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-02-16T17:00:59.588Z,2025-02-16T17:01:01Z,,,,5521855143,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414669,3,1,1,0,0,anga7587r1zv4ey71ge9zxol3,1,50.0,50.0,2025-02-16T17:00:59.683Z,2025-02-16T20:32:55Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5521855173,56,Back,5521855187,279,S,5521855177,140,33.2,5521855183,212,18.7,5521855181,141,59.3,5521855185,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414761,4,1,1,0,4,anga7587r1zv4ey71ge9zxol3,1,34.8,52.7,2025-02-16T17:01:03.789Z,2025-02-16T17:01:07Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5521855721,213,5.67,5521855715,140,70.4,5521855723,1,,5521855711,157,,5521855717,141,14.1,5521855719,212,45.7,5521855713,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414775,5,1,1,0,6,anga7587r1zv4ey71ge9zxol3,0,70.4,14.1,2025-02-16T17:01:06.004Z,2025-02-16T17:04:49Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5521855793,3,,5521855799,140,78.6,5521855797,56,Right,5521855801,141,8.9,5521855809,213,5.89,5521855805,212,9.3,5521855795,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414797,3,1,1,0,7,59as3grjvj19voay31j3yfgni,1,20.2,83.3,2025-02-16T17:01:06.971Z,2025-02-16T17:01:09Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521855935,56,Back,5521855941,212,5.1,5521855943,213,5.54,5521855939,141,78.2,5521855937,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414813,5,1,1,0,10,59as3grjvj19voay31j3yfgni,1,22.7,77.0,2025-02-16T17:01:09.596Z,2025-02-16T17:01:11Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,5521856047,213,3.19,5521856043,141,76.0,5521856037,56,Back,5521856039,140,7.8,5521856045,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414835,6,1,1,0,11,59as3grjvj19voay31j3yfgni,1,7.8,76.0,2025-02-16T17:01:10.874Z,2025-02-16T17:01:12Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5521856185,56,Back,5521856193,213,4.35,5521856189,141,61.2,5521856191,212,10.8,5521856187,140,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414881,7,1,1,0,12,59as3grjvj19voay31j3yfgni,0,4.2,61.2,2025-02-16T17:01:12.234Z,2025-02-16T17:01:16Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5521856485,213,0.86,5521856475,157,,5521856481,141,100.0,5521856479,140,26.8,5521856487,1,,5521856483,212,36.4,5521856477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414941,6,5,1,0,15,anga7587r1zv4ey71ge9zxol3,1,69.9,-1.7,2025-02-16T17:01:14.956Z,2025-02-16T17:04:36Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521856857,56,Right,5521856859,347,,5521856893,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414885,8,5,1,0,15,59as3grjvj19voay31j3yfgni,0,30.1,101.7,2025-02-16T17:01:14.956Z,2025-02-16T17:04:36Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5521856495,347,,5521856919,233,6,5521856493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414983,7,1,1,0,21,anga7587r1zv4ey71ge9zxol3,0,67.4,0.0,2025-02-16T17:01:20.637Z,2025-02-16T17:01:22Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521857083,212,23.6,5521857077,56,Right,5521857073,107,,5521857087,1,,5521857079,140,87.0,5521857081,141,15.8,5521857085,213,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777414987,9,8,1,0,23,59as3grjvj19voay31j3yfgni,1,11.0,82.4,2025-02-16T17:01:23.050Z,2025-02-16T20:33:21Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5521857093,56,Back,5522782679,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415047,10,1,1,0,26,59as3grjvj19voay31j3yfgni,0,13.3,95.9,2025-02-16T17:01:26.410Z,2025-02-16T20:33:31Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,5521857385,212,11.0,5522783335,157,,5521857381,140,23.5,5522783337,1,,5521857383,141,92.4,5521857387,213,6.06,5521857379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415093,8,1,1,0,28,anga7587r1zv4ey71ge9zxol3,1,71.6,4.4,2025-02-16T17:01:28.157Z,2025-02-16T17:01:30Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5521857673,140,80.6,5521857679,213,6.09,5521857677,212,9.6,5521857671,56,Right,5521857669,3,,5521857675,141,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415105,9,1,1,0,30,anga7587r1zv4ey71ge9zxol3,0,80.8,1.7,2025-02-16T17:01:30.541Z,2025-02-16T17:01:31Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521857749,212,3.2,5521857741,140,83.0,5521857737,56,Right,5521857753,213,0.77,5521857733,3,,5521857745,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415115,11,1,1,0,31,59as3grjvj19voay31j3yfgni,0,13.6,93.3,2025-02-16T17:01:31.355Z,2025-02-16T17:01:31Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521857819,141,92.3,5521857813,3,,5521857817,140,18.2,5521857815,56,Back,5521857821,212,4.9,5521857823,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415143,10,1,1,0,32,anga7587r1zv4ey71ge9zxol3,1,79.7,9.8,2025-02-16T17:01:32.381Z,2025-02-16T17:01:33Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521857997,212,5.6,5521857999,213,5.60,5521857993,140,83.8,5521857991,56,Right,5521857989,3,,5521857995,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415183,11,1,1,0,34,anga7587r1zv4ey71ge9zxol3,0,83.8,3.7,2025-02-16T17:01:33.821Z,2025-02-16T17:01:36Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521858219,157,,5521858225,141,30.1,5521858229,213,1.21,5521858223,140,90.3,5521858231,1,,5521858227,212,19.2,5521858221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415185,12,12,1,0,36,59as3grjvj19voay31j3yfgni,1,7.4,71.4,2025-02-16T17:01:36.010Z,2025-02-16T17:01:38Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,5521858247,213,0.28,5521858239,56,Back,5521858243,141,72.3,5521858245,212,2.2,5521858241,140,9.4,5521858251,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415235,13,12,1,0,39,59as3grjvj19voay31j3yfgni,1,9.3,72.6,2025-02-16T17:01:38.715Z,2025-02-16T17:01:39Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,5521858557,141,79.6,5521858553,56,Back,5521858559,212,6.1,5521858587,15,,5521858555,140,13.0,5521858561,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415261,12,61,1,0,41,anga7587r1zv4ey71ge9zxol3,1,90.5,23.7,2025-02-16T17:01:40.959Z,2025-02-16T17:01:41Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521858721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415295,13,61,1,0,42,anga7587r1zv4ey71ge9zxol3,0,92.5,33.6,2025-02-16T17:01:42.509Z,2025-02-16T17:01:42Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5521858937,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415323,14,56,1,0,43,59as3grjvj19voay31j3yfgni,1,2.0,64.2,2025-02-16T17:01:43.011Z,2025-02-16T17:04:44Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521859093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415627,14,5,1,0,43,anga7587r1zv4ey71ge9zxol3,0,100.7,37.2,2025-02-16T17:01:43.485Z,2025-02-16T17:04:37Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,5521860759,56,Center,5521860761,346,,5521860817,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415587,15,5,1,0,43,59as3grjvj19voay31j3yfgni,1,-0.7,62.8,2025-02-16T17:01:43.485Z,2025-02-16T17:04:36Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521860537,346,,5521860801,233,14,5521860535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415617,16,1,1,1,2,59as3grjvj19voay31j3yfgni,0,5.4,51.3,2025-02-16T17:02:01.675Z,2025-02-16T17:02:04Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,5521860693,140,54.5,5521860699,213,0.06,5521860697,212,51.6,5521860689,124,,5521860691,56,Center,5521860701,1,,5521860695,141,55.5,5521860703,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415641,15,1,1,1,4,anga7587r1zv4ey71ge9zxol3,1,45.4,43.3,2025-02-16T17:02:04.574Z,2025-02-16T17:02:05Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5521860835,141,38.8,5521860839,213,6.00,5521860833,140,55.3,5521860837,212,10.8,5521860829,3,,5521860831,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415673,16,1,1,1,6,anga7587r1zv4ey71ge9zxol3,1,55.3,38.8,2025-02-16T17:02:05.662Z,2025-02-16T17:02:08Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,5521860991,3,,5521860999,140,53.4,5521861005,213,1.76,5521861003,212,10.7,5521860995,56,Center,5521861001,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415799,17,1,1,1,8,anga7587r1zv4ey71ge9zxol3,1,53.4,54.2,2025-02-16T17:02:08.175Z,2025-02-16T17:02:15Z,b13l1wrb747y9cdc8wqltan6d,M. Hebo,,5521861693,213,5.34,5521861697,1,,5521861681,140,76.3,5521861677,56,Right,5521861673,157,,5521861687,141,5.3,5521861691,212,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415807,18,1,1,1,15,anga7587r1zv4ey71ge9zxol3,0,96.5,2.6,2025-02-16T17:02:15.319Z,2025-02-16T20:34:25Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521861755,140,96.4,5521861761,213,1.70,5522787007,20,,5521861751,155,,5521861791,236,,5521861749,2,,5522787005,224,,5521861797,286,,5521861793,233,17,5521861759,212,0.8,5521861753,56,Right,5521861757,141,3.8,,,,,,,,,,,,,,,,,,
2777415793,17,12,1,1,15,59as3grjvj19voay31j3yfgni,1,4.9,96.0,2025-02-16T17:02:15.419Z,2025-02-16T17:02:16Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521861817,233,18,5521861651,56,Back,5521861649,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777415843,18,5,1,1,18,59as3grjvj19voay31j3yfgni,0,2.8,101.7,2025-02-16T17:02:18.301Z,2025-02-16T17:04:37Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521861953,56,Back,5521863719,233,19,5521861955,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416135,19,5,1,1,18,anga7587r1zv4ey71ge9zxol3,1,97.2,-1.7,2025-02-16T17:02:18.301Z,2025-02-16T17:04:37Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521863607,347,,5521863701,233,18,5521863605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416191,20,1,1,1,37,anga7587r1zv4ey71ge9zxol3,1,88.3,0.0,2025-02-16T17:02:37.007Z,2025-02-16T20:34:35Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521863917,213,2.38,5521863913,141,26.1,5521863919,1,,5521863911,140,69.9,5521863909,56,Center,5521863907,107,,5522787523,189,,5521863915,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416205,21,1,1,1,38,anga7587r1zv4ey71ge9zxol3,1,70.1,23.1,2025-02-16T17:02:38.511Z,2025-02-16T17:02:40Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5521864031,213,3.99,5521864027,212,14.8,5521864023,141,6.7,5521864019,56,Right,5521864021,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416227,22,1,1,1,40,anga7587r1zv4ey71ge9zxol3,1,61.2,7.4,2025-02-16T17:02:39.951Z,2025-02-16T20:34:44Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5521864153,141,3.4,5521864157,213,6.13,5521864151,140,77.5,5522788095,155,,5521864149,56,Right,5521864155,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416231,23,61,1,1,42,anga7587r1zv4ey71ge9zxol3,0,77.5,3.4,2025-02-16T17:02:41.839Z,2025-02-16T17:02:42Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521864167,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416281,19,1,1,1,43,59as3grjvj19voay31j3yfgni,0,6.6,92.0,2025-02-16T17:02:43.564Z,2025-02-16T17:02:45Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521864427,141,93.2,5521864431,213,0.26,5521864429,212,3.2,5521864423,56,Back,5521864421,3,,5521864425,140,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416317,24,61,1,1,48,anga7587r1zv4ey71ge9zxol3,0,94.0,1.6,2025-02-16T17:02:47.616Z,2025-02-16T17:02:47Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521864611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416371,20,5,1,1,48,59as3grjvj19voay31j3yfgni,1,6.4,101.2,2025-02-16T17:02:48.111Z,2025-02-16T17:04:37Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521864965,233,25,5521864927,56,Back,5521864929,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416323,25,5,1,1,48,anga7587r1zv4ey71ge9zxol3,0,93.6,-1.2,2025-02-16T17:02:48.111Z,2025-02-16T17:02:53Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,5521864639,56,Right,5521865019,233,20,5521864641,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416541,21,1,1,2,1,59as3grjvj19voay31j3yfgni,0,12.8,100.0,2025-02-16T17:03:01.361Z,2025-02-16T17:03:03Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521865937,213,6.05,5521865933,141,96.0,5521865935,212,14.8,5521865931,140,26.5,5521865927,107,,5521865929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416569,26,1,1,2,4,anga7587r1zv4ey71ge9zxol3,0,69.1,2.5,2025-02-16T17:03:04.095Z,2025-02-16T17:03:04Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,5521866033,141,6.2,5521866037,213,0.30,5521866035,212,8.6,5521866029,56,Right,5521866027,3,,5521866031,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416601,22,1,1,2,5,59as3grjvj19voay31j3yfgni,0,19.3,94.8,2025-02-16T17:03:04.925Z,2025-02-16T17:03:08Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,5521866185,56,Back,5521866193,213,5.90,5521866187,140,46.7,5521866191,212,31.1,5521866183,3,,5521866189,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416617,27,1,1,2,8,anga7587r1zv4ey71ge9zxol3,0,51.6,25.0,2025-02-16T17:03:08.128Z,2025-02-16T17:03:09Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5521866305,213,1.60,5521866301,141,35.5,5521866295,3,,5521866299,140,51.4,5521866297,56,Center,5521866303,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416639,23,3,1,2,11,59as3grjvj19voay31j3yfgni,0,58.3,65.9,2025-02-16T17:03:10.670Z,2025-02-16T21:43:51Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5522790783,465,,5521866471,56,Center,5523021715,233,28,5522790679,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416793,28,7,1,2,11,anga7587r1zv4ey71ge9zxol3,0,41.7,34.1,2025-02-16T17:03:10.671Z,2025-02-16T21:43:51Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5523021685,233,23,5522791525,385,,5522791527,389,,5522790945,285,,5521867323,56,Back,5522791031,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416729,24,1,1,2,14,59as3grjvj19voay31j3yfgni,1,53.2,28.5,2025-02-16T17:03:13.853Z,2025-02-16T17:03:16Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,5521866925,140,75.7,5521866931,213,6.18,5521866927,141,24.9,5521866929,212,23.8,5521866923,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416763,25,1,1,2,16,59as3grjvj19voay31j3yfgni,1,76.2,24.9,2025-02-16T17:03:16.077Z,2025-02-16T17:03:18Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,5521867117,140,76.4,5521867119,141,35.2,5521867123,213,1.54,5521867115,56,Center,5521867121,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777416781,26,1,1,2,18,59as3grjvj19voay31j3yfgni,0,76.4,35.2,2025-02-16T17:03:17.997Z,2025-02-16T17:03:19Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5521867237,141,18.9,5521867233,56,Right,5521867239,212,28.6,5521867235,140,100.0,5521867241,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777417039,27,5,1,2,19,59as3grjvj19voay31j3yfgni,0,101.1,19.2,2025-02-16T17:03:19.246Z,2025-02-16T17:04:38Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,5521868695,233,29,5521868625,56,Right,5521868627,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777417005,29,5,1,2,19,anga7587r1zv4ey71ge9zxol3,1,-1.1,80.8,2025-02-16T17:03:19.246Z,2025-02-16T17:04:38Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,5521868449,346,,5521868447,56,Back,5521868675,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777417057,30,1,1,2,33,anga7587r1zv4ey71ge9zxol3,1,5.0,62.0,2025-02-16T17:03:33.313Z,2025-02-16T17:03:37Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,5521868721,124,,5521868727,141,50.7,5521868731,213,4.60,5521868723,56,Back,5521868729,212,7.7,5521868725,140,4.2,5521868735,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777417099,31,1,1,2,37,anga7587r1zv4ey71ge9zxol3,1,4.8,46.9,2025-02-16T17:03:37.329Z,2025-02-16T17:03:40Z,15fo180vixn0lb65fujttit3p,J. Storch,,5521868979,141,23.6,5521868977,140,2.9,5521868983,212,16.0,5521868985,213,4.59,5521868975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777417105,32,1,1,2,41,anga7587r1zv4ey71ge9zxol3,0,2.1,17.7,2025-02-16T17:03:40.737Z,2025-02-16T17:03:45Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,5521869037,213,5.40,5521869039,1,,5521869033,141,16.2,5521869027,157,,5521869029,56,Back,5521869175,233,28,5521869179,286,,5521869173,236,,5521869031,140,2.9,5521869035,212,1.3,,,,,,,,,,,,,,,,,,,,,,,,
2777417115,28,74,1,2,41,59as3grjvj19voay31j3yfgni,1,98.5,83.3,2025-02-16T17:03:40.738Z,2025-02-16T17:04:39Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,5521869119,56,Left,5521869185,233,32,5521869121,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777417141,29,5,1,2,42,59as3grjvj19voay31j3yfgni,0,96.7,101.5,2025-02-16T17:03:42.112Z,2025-02-16T17:04:38Z,e64kcio0848bpw39eedbjyd5g,M. Krüger-Johnsen,,5521869253,347,,5521869251,56,Left,5521869459,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777417167,33,5,1,2,42,anga7587r1zv4ey71ge9zxol3,1,3.3,-1.5,2025-02-16T17:03:42.112Z,2025-02-16T17:04:38Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,5521869419,233,29,5521869397,56,Back,5521869403,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
