id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/10/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2727883115,208,1,1,24,43,cftj6g399tknheudaxsdpfdgb,0,30.5,95.5,2024-09-29T12:25:36.693Z,2024-09-29T12:52:28Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5252363041,140,28.5,5252363033,3,,5252363045,141,100.0,5252363047,212,4.5,5252363037,56,Back,5252363051,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883117,209,43,1,24,44,cftj6g399tknheudaxsdpfdgb,1,0.0,0.0,2024-09-29T12:25:37.748Z,2024-09-29T12:52:24Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5252363063,56,Back,5252528867,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883131,210,5,1,24,45,cftj6g399tknheudaxsdpfdgb,0,29.5,101.5,2024-09-29T12:25:38.628Z,2024-09-29T12:45:38Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5252363137,347,,5252363133,56,Back,5252363525,233,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883195,265,5,1,24,45,59as3grjvj19voay31j3yfgni,1,70.5,-1.5,2024-09-29T12:25:38.628Z,2024-09-29T12:45:38Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5252363469,56,Right,5252363505,233,210,5252363471,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883317,266,1,1,24,48,59as3grjvj19voay31j3yfgni,1,67.7,0.0,2024-09-29T12:25:41.846Z,2024-09-29T12:51:01Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5252364089,56,Right,5252364091,140,54.6,5252364093,141,6.8,5252364099,213,2.75,5252365241,189,,5252364087,107,,5252364095,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727912723,483,1,1,24,50,59as3grjvj19voay31j3yfgni,1,57.1,7.0,2024-09-29T12:25:42.939Z,2024-09-29T12:51:00Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5252521229,212,14.9,5252521227,141,15.8,5252521231,213,2.73,5252521223,56,Back,5252521225,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883355,267,1,1,24,56,59as3grjvj19voay31j3yfgni,1,41.8,33.6,2024-09-29T12:25:48.942Z,2024-09-29T12:25:50Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5252364285,213,1.58,5252364283,212,21.0,5252364281,141,64.5,5252364277,56,Back,5252364279,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883403,268,1,1,24,56,59as3grjvj19voay31j3yfgni,1,41.8,64.5,2024-09-29T12:25:49.886Z,2024-09-29T12:25:53Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5252364545,56,Back,5252364547,140,47.1,5252364553,213,1.29,5252364551,212,20.0,5252364549,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883467,269,1,1,24,59,59as3grjvj19voay31j3yfgni,1,51.3,95.9,2024-09-29T12:25:52.934Z,2024-09-29T12:25:56Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5252364897,56,Back,5252364901,141,73.0,5252364903,212,20.2,5252364905,213,4.02,5252364899,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883515,270,1,1,25,3,59as3grjvj19voay31j3yfgni,1,39.0,73.0,2024-09-29T12:25:56.496Z,2024-09-29T12:25:59Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5252365135,140,33.9,5252365141,213,4.51,5252365133,56,Back,5252365139,212,26.7,5252365137,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883573,271,1,1,25,8,59as3grjvj19voay31j3yfgni,0,39.3,31.5,2024-09-29T12:26:01.731Z,2024-09-29T12:26:03Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5252365473,141,23.6,5252365475,212,24.7,5252365471,140,62.3,5252365467,155,,5252365469,56,Center,5252365477,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883615,212,1,1,25,11,cftj6g399tknheudaxsdpfdgb,1,40.6,76.9,2024-09-29T12:26:04.196Z,2024-09-29T12:52:14Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5252365749,141,65.2,5252365743,3,,5252365747,140,43.2,5252365753,213,5.04,5252365751,212,8.4,5252365745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883629,213,4,1,25,13,cftj6g399tknheudaxsdpfdgb,1,39.6,62.0,2024-09-29T12:26:06.468Z,2024-09-29T12:53:13Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5252365889,294,,5252365893,152,,5252365891,56,Back,5252365895,286,,5252365909,233,272,5252365887,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883623,272,4,1,25,13,59as3grjvj19voay31j3yfgni,0,60.4,38.0,2024-09-29T12:26:06.469Z,2024-09-29T12:53:13Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5252365905,152,,5252365899,13,,5252365907,285,,5252368107,55,274,5252365903,56,Center,5252365901,294,,5252365933,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727883963,274,17,1,25,30,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-09-29T12:26:23.245Z,2024-09-29T18:18:55Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5252368071,31,,5252368075,13,243,5252368073,392,,5252368077,55,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884271,214,1,1,25,56,cftj6g399tknheudaxsdpfdgb,1,38.9,65.5,2024-09-29T12:26:49.028Z,2024-09-29T12:26:50Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5252369313,5,,5252369321,141,87.5,5252369323,212,15.0,5252369319,140,38.3,5252369315,152,,5252369325,213,1.61,5252369317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884383,215,1,1,25,57,cftj6g399tknheudaxsdpfdgb,1,38.7,88.1,2024-09-29T12:26:50.180Z,2024-09-29T12:26:58Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5252369983,56,Left,5252369985,140,55.4,5252369991,213,0.35,5252369987,141,97.4,5252369989,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884389,216,50,1,26,0,cftj6g399tknheudaxsdpfdgb,1,53.8,92.8,2024-09-29T12:26:53.756Z,2024-09-29T12:27:01Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5252370007,56,Left,5252370009,286,,5252370035,233,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884387,275,7,1,26,0,59as3grjvj19voay31j3yfgni,1,46.2,7.2,2024-09-29T12:26:53.757Z,2024-09-29T18:19:16Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5252370003,56,Back,5252370005,285,,5254698027,384,,5252370021,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884447,277,1,1,26,5,59as3grjvj19voay31j3yfgni,1,65.5,3.8,2024-09-29T12:26:58.507Z,2024-09-29T12:27:01Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5252370321,140,67.4,5252370323,141,18.8,5252370325,212,10.4,5252370327,213,1.38,5252370319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884491,278,1,1,26,8,59as3grjvj19voay31j3yfgni,1,74.4,30.7,2024-09-29T12:27:01.335Z,2024-09-29T18:19:31Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5252370569,4,,5252370557,56,Center,5252370561,141,29.7,5252370563,212,24.8,5252370559,140,98.0,5252370565,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884511,279,1,1,26,12,59as3grjvj19voay31j3yfgni,0,98.0,26.7,2024-09-29T12:27:04.976Z,2024-09-29T12:27:06Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5252370685,213,2.62,5252370679,140,86.0,5252370725,195,,5252370681,141,37.3,5252370683,212,14.5,5252370677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884849,217,12,1,26,14,cftj6g399tknheudaxsdpfdgb,1,14.6,56.1,2024-09-29T12:27:07.460Z,2024-09-29T12:27:30Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5252372517,141,35.1,5252372519,212,29.4,5252372521,213,5.78,5252372515,140,39.1,5252372513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884569,280,1,1,26,16,59as3grjvj19voay31j3yfgni,1,56.3,68.2,2024-09-29T12:27:09.788Z,2024-09-29T12:27:10Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5252371015,141,56.6,5252371011,140,53.2,5252371007,56,Center,5252371019,213,4.32,5252371017,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884669,281,1,1,26,17,59as3grjvj19voay31j3yfgni,1,53.5,52.5,2024-09-29T12:27:10.866Z,2024-09-29T12:27:17Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5252371597,212,11.6,5252371599,213,5.38,5252371595,141,39.1,5252371591,140,60.3,5252371587,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884717,282,1,1,26,24,59as3grjvj19voay31j3yfgni,1,64.2,30.0,2024-09-29T12:27:17.772Z,2024-09-29T12:27:21Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5252371875,56,Center,5252371881,212,26.4,5252371883,213,1.97,5252371877,140,54.4,5252371879,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884753,283,1,1,26,28,59as3grjvj19voay31j3yfgni,1,58.8,70.3,2024-09-29T12:27:21.069Z,2024-09-29T12:27:23Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5252372059,212,8.0,5252372053,56,Center,5252372057,141,66.3,5252372061,213,5.94,5252372055,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884781,284,1,1,26,30,59as3grjvj19voay31j3yfgni,1,63.9,60.3,2024-09-29T12:27:23.272Z,2024-09-29T12:27:24Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5252372149,140,56.1,5252372151,141,35.8,5252372153,212,18.6,5252372155,213,4.26,5252372147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884799,285,1,1,26,31,59as3grjvj19voay31j3yfgni,1,57.0,28.9,2024-09-29T12:27:24.834Z,2024-09-29T12:27:26Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5252372247,56,Right,5252372253,212,19.0,5252372255,213,5.37,5252372251,141,6.7,5252372249,140,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884873,286,1,1,26,33,59as3grjvj19voay31j3yfgni,1,69.9,5.3,2024-09-29T12:27:26.366Z,2024-09-29T12:27:30Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5252372627,212,13.4,5252372625,141,4.0,5252372629,213,6.22,5252372623,140,82.6,5252372621,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884877,287,61,1,26,36,59as3grjvj19voay31j3yfgni,0,81.2,3.8,2024-09-29T12:27:29.803Z,2024-09-29T12:51:53Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5252372635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884887,219,1,1,26,37,cftj6g399tknheudaxsdpfdgb,1,22.9,91.1,2024-09-29T12:27:30.691Z,2024-09-29T12:27:31Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5252372709,213,2.86,5252372703,140,18.9,5252372701,56,Back,5252372707,212,4.4,5252372705,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884893,220,1,1,26,38,cftj6g399tknheudaxsdpfdgb,0,18.9,92.9,2024-09-29T12:27:31.747Z,2024-09-29T12:27:33Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5252372745,140,21.3,5252372747,141,91.7,5252372753,213,5.97,5252372835,286,,5252372829,236,,5252372743,56,Back,5252372749,212,2.6,5252372831,233,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727884903,288,74,1,26,38,59as3grjvj19voay31j3yfgni,1,81.0,6.8,2024-09-29T12:27:31.748Z,2024-09-29T12:59:52Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5252372861,233,220,5252372811,285,,5252372809,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885045,290,1,1,26,43,59as3grjvj19voay31j3yfgni,1,95.9,14.0,2024-09-29T12:27:36.615Z,2024-09-29T18:20:15Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5252373545,155,,5252373551,141,88.0,5252373553,212,54.1,5252373547,56,Left,5252373543,2,,5252373557,1,,5254702729,224,,5252373549,140,77.0,5252373555,213,1.95,5254702731,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885101,291,1,1,26,50,59as3grjvj19voay31j3yfgni,1,76.3,90.2,2024-09-29T12:27:43.162Z,2024-09-29T12:27:46Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5252373877,213,4.20,5252373875,212,15.8,5252373873,141,70.0,5252373871,140,68.9,5252373869,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885143,292,1,1,26,53,59as3grjvj19voay31j3yfgni,1,66.0,67.0,2024-09-29T12:27:46.552Z,2024-09-29T12:27:49Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5252374111,212,20.9,5252374107,141,37.1,5252374115,213,4.48,5252374097,56,Center,5252374103,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885165,293,1,1,26,56,59as3grjvj19voay31j3yfgni,1,61.9,39.2,2024-09-29T12:27:49.302Z,2024-09-29T12:27:51Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5252374237,56,Center,5252374239,140,54.7,5252374243,212,20.1,5252374245,213,1.96,5252374241,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885199,294,1,1,26,58,59as3grjvj19voay31j3yfgni,1,55.0,71.2,2024-09-29T12:27:51.193Z,2024-09-29T12:27:54Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5252374459,141,95.6,5252374467,213,1.06,5252374453,56,Left,5252374463,212,19.0,5252374455,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885221,295,1,1,27,1,59as3grjvj19voay31j3yfgni,1,67.2,95.7,2024-09-29T12:27:54.380Z,2024-09-29T12:27:55Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5252374577,213,6.01,5252374563,56,Left,5252374571,141,93.9,5252374567,140,71.3,5252374575,212,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885251,296,1,1,27,2,59as3grjvj19voay31j3yfgni,1,72.0,92.9,2024-09-29T12:27:55.130Z,2024-09-29T12:27:56Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5252374727,141,84.5,5252374729,212,6.4,5252374731,213,4.24,5252374725,140,69.2,5252374723,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885301,297,1,1,27,3,59as3grjvj19voay31j3yfgni,1,69.5,84.1,2024-09-29T12:27:56.661Z,2024-09-29T12:27:59Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5252375017,213,4.01,5252375009,56,Center,5252375015,212,9.1,5252375013,141,73.8,5252375011,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885331,298,1,1,27,6,59as3grjvj19voay31j3yfgni,1,67.3,66.1,2024-09-29T12:27:59.817Z,2024-09-29T12:28:02Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5252375195,56,Center,5252375201,212,13.8,5252375197,140,64.4,5252375203,213,4.49,5252375199,141,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885435,299,1,1,27,9,59as3grjvj19voay31j3yfgni,1,66.2,38.8,2024-09-29T12:28:02.645Z,2024-09-29T12:28:11Z,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,5252375747,213,5.24,5252375737,140,78.9,5252375733,56,Right,5252375741,141,5.2,5252375745,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885473,300,1,1,27,17,59as3grjvj19voay31j3yfgni,1,65.8,9.5,2024-09-29T12:28:10.879Z,2024-09-29T12:28:14Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5252375965,141,46.3,5252375967,212,31.6,5252375961,56,Back,5252375963,140,47.5,5252375969,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885547,301,1,1,27,21,59as3grjvj19voay31j3yfgni,0,46.8,53.1,2024-09-29T12:28:14.207Z,2024-09-29T12:28:21Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5252376327,140,100.0,5252376325,56,Left,5252376335,1,,5252376329,141,90.9,5252376331,212,62.5,5252376323,155,,5252376333,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885757,221,5,1,27,28,cftj6g399tknheudaxsdpfdgb,1,-1.3,7.8,2024-09-29T12:28:21.457Z,2024-09-29T12:45:38Z,195o7hchielt14ic49r3k06sq,Serginho,,,5252377557,233,302,5252377521,56,Back,5252377523,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885551,302,5,1,27,28,59as3grjvj19voay31j3yfgni,0,101.3,92.2,2024-09-29T12:28:21.457Z,2024-09-29T12:45:38Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5252377575,233,221,5252376337,56,Left,5252376339,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885773,222,1,1,27,47,cftj6g399tknheudaxsdpfdgb,1,3.9,47.9,2024-09-29T12:28:39.988Z,2024-09-29T12:28:41Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5252377649,141,37.0,5252377657,237,,5252377643,124,,5252377647,140,5.5,5252377653,213,4.94,5252377651,212,7.6,5252377645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885799,223,1,1,27,48,cftj6g399tknheudaxsdpfdgb,1,6.1,35.2,2024-09-29T12:28:41.300Z,2024-09-29T12:28:43Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5252377809,213,5.10,5252377801,56,Back,5252377803,140,12.0,5252377807,212,16.3,5252377805,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885837,224,1,1,27,50,cftj6g399tknheudaxsdpfdgb,1,12.7,10.9,2024-09-29T12:28:43.235Z,2024-09-29T12:28:46Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5252377977,141,3.1,5252377979,212,10.1,5252377981,213,5.73,5252377975,140,20.9,5252377971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885897,225,1,1,27,53,cftj6g399tknheudaxsdpfdgb,1,20.9,3.1,2024-09-29T12:28:46.307Z,2024-09-29T12:28:49Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5252378353,140,34.6,5252378351,56,Back,5252378359,213,0.06,5252378355,141,4.3,5252378357,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727885927,226,1,1,27,56,cftj6g399tknheudaxsdpfdgb,1,46.4,11.0,2024-09-29T12:28:49.588Z,2024-09-29T12:28:52Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5252378495,140,45.6,5252378497,141,30.4,5252378501,213,1.63,5252378493,56,Back,5252378499,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886007,227,1,1,27,59,cftj6g399tknheudaxsdpfdgb,1,46.2,41.8,2024-09-29T12:28:52.307Z,2024-09-29T12:28:58Z,195o7hchielt14ic49r3k06sq,Serginho,,,5252378941,56,Left,5252378943,140,61.2,5252378949,213,1.03,5252378945,141,80.0,5252378947,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886013,228,1,1,28,5,cftj6g399tknheudaxsdpfdgb,1,85.5,68.4,2024-09-29T12:28:58.659Z,2024-09-29T12:29:00Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5252378985,212,11.5,5252378983,141,67.9,5252378981,140,96.4,5252378979,56,Center,5252378987,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886027,229,1,1,28,7,cftj6g399tknheudaxsdpfdgb,1,96.4,67.9,2024-09-29T12:29:00.020Z,2024-09-29T12:29:01Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5252379047,56,Center,5252379049,140,92.5,5252379051,141,56.7,5252379055,213,4.22,5252379053,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886039,230,1,1,28,8,cftj6g399tknheudaxsdpfdgb,0,96.3,55.8,2024-09-29T12:29:01.315Z,2024-09-29T18:21:30Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5252379123,141,46.0,5252379125,212,6.7,5252379121,140,95.9,5252379119,56,Center,5252379127,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886051,303,8,1,28,10,59as3grjvj19voay31j3yfgni,1,5.1,52.8,2024-09-29T12:29:03.706Z,2024-09-29T18:24:52Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5252379189,56,Back,5254710323,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886095,304,12,1,28,11,59as3grjvj19voay31j3yfgni,1,11.0,37.9,2024-09-29T12:29:04.877Z,2024-09-29T12:29:07Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5252379415,141,73.8,5252379411,140,23.2,5252379421,213,1.09,5252379409,56,Back,5252379419,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886107,231,44,1,28,14,cftj6g399tknheudaxsdpfdgb,1,75.6,28.8,2024-09-29T12:29:07.595Z,2024-09-29T12:53:19Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5252379469,286,,5252379473,233,305,5252379467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886103,305,44,1,28,14,59as3grjvj19voay31j3yfgni,0,24.4,71.2,2024-09-29T12:29:07.596Z,2024-09-29T12:53:20Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5252379449,285,,5252379447,56,Back,5252379491,233,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886121,232,1,1,28,15,cftj6g399tknheudaxsdpfdgb,0,76.1,34.2,2024-09-29T12:29:08.292Z,2024-09-29T12:29:09Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5252379539,212,5.7,5252379533,56,Center,5252379541,213,5.19,5252379531,3,,5252379537,141,26.7,5252379535,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886151,233,83,1,28,18,cftj6g399tknheudaxsdpfdgb,0,70.8,19.7,2024-09-29T12:29:11.299Z,2024-09-29T12:29:13Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5252379717,399,10esz9pvzonegry7p78n3ce09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886181,307,1,1,28,18,59as3grjvj19voay31j3yfgni,1,35.7,93.0,2024-09-29T12:29:11.783Z,2024-09-29T12:29:13Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5252379795,56,Back,5252379813,213,4.08,5252379809,212,15.5,5252379799,140,27.0,5252379803,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886183,308,1,1,28,20,59as3grjvj19voay31j3yfgni,1,27.0,74.4,2024-09-29T12:29:13.174Z,2024-09-29T12:29:16Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5252379819,56,Back,5252379827,141,77.5,5252379829,212,11.9,5252379831,213,0.18,5252379823,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727886305,309,1,1,28,25,59as3grjvj19voay31j3yfgni,1,68.7,65.7,2024-09-29T12:29:18.736Z,2024-09-29T12:29:23Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5252380567,56,Center,5252380571,141,74.5,5252380573,212,14.3,5252380575,213,0.43,5252380569,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
