id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2727935517,1,34,16,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-29T13:08:35.255Z,2024-09-29T14:03:02Z,,,,,5252641679,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5252641687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5252641685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5253050391,194,deyq3zqd0vwc821ngqldxqor9,5252641681,59,"32, 7, 20, 5, 12, 23, 14, 13, 26, 21, 17, 1, 3, 4, 8, 9, 11, 15, 22, 30",5252641683,130,13,5252641677,30,"15fo180vixn0lb65fujttit3p, 6v4ykv7aw86ql22oksh682kus, 8ydi45wh0naevno6aos78vi09, 5is9bcj143orulo4biogwxzl6, 6ul2nma4j0a7e2li6wyyrpal1, c36ffo382u9flu5foebt4di39, 6d0lxiep13vdv32bdb0xwyrys, d854rlweyk5wq6d2veyviukq2, deyq3zqd0vwc821ngqldxqor9, bpw4cd5vmghjhelb3uxupmqjt, 9pnirb3qt48zeui3su8cvu1ka, cl3w811fge6189cbclaslb26t, 5kghds186740jygx97bihh6mt, 2wwpfsducpmryacr17y8k70iy, b13l1wrb747y9cdc8wqltan6d, 39f0bq9uk4etkf75uzu6qyrmy, diwrq7ulrey4juxk4dafct0q1, 58o5ram4bf58357786j9jr7kk, 79b0b6eqck5vn4b3fawxsaok, 5733iw16239m83syv5dm8huj9",5253050393,197,6291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727941805,1,34,16,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-29T13:11:42.194Z,2024-09-29T14:04:18Z,,,,,5252675391,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5252675383,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5253049881,197,6293,5252675381,30,"b2492j7qzdo7g3ysxz6gq4g5x, 55u45p7vwom7civ3xy3hdf71m, 2513579m13glsous1p82fbjzd, bplpqy3ierwlm12d1f3prue7e, cw6s5hf1tytvb98vjuosz9r6d, 4qo7eu3xwhkpssbuyk4n70fe1, 6wrch4yhbs6utcc0doguj90q, cuufy3ioo1kio56er2cfn0mqc, n2annzbap7hll02zo2v0ccgk, avtms6bcr8i7qdacuv225evo5, bb8q9cgqzw9n2tmkl8s3bth0q, 9zhmwx3g0m6xi2oh57g4z35nu, 6f6x6f9iybgp9pmkqati2otn8, alqg6ch3anqkq9613hu6m1d04, 349g9rdismqpb1aarjp011bd, 7h39w16zvj1lbfb0rqr7kvt1x, d8nahz092xxj6muqc24hocp3o, 89xit2bryc0g4yhqina7akjkk, ew91bx066dre4xck30vmz10yc, lmrff8mviimc33yyrpjzr2tw",5253049879,194,b2492j7qzdo7g3ysxz6gq4g5x,5252675387,130,4,5252675385,59,"1, 5, 2, 6, 15, 4, 20, 33, 23, 8, 10, 3, 9, 11, 17, 19, 30, 36, 40, 41",5252675395,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012707,2,32,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-29T14:01:26.206Z,2024-09-29T14:01:26Z,,,,,5253055713,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012711,2,32,1,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-29T14:01:26.206Z,2024-09-29T17:19:33Z,,,,,5253055735,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012725,3,1,1,0,0,anga7587r1zv4ey71ge9zxol3,1,50.0,50.0,2024-09-29T14:01:26.207Z,2024-09-29T14:52:12Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5253055839,140,36.7,5253055843,141,64.9,5253055849,213,2.51,5253055851,279,S,5253055847,212,17.3,5253055837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012787,4,1,1,0,3,anga7587r1zv4ey71ge9zxol3,0,36.4,64.3,2024-09-29T14:01:29.807Z,2024-09-29T14:52:15Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5253056169,1,,5253056161,140,70.8,5253056157,157,,5253056163,141,15.0,5253056165,212,49.3,5253056167,213,5.54,5253056159,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728302473,857,44,1,0,5,ahnt9ejgwj58ul8auzdvi3czf,1,24.1,90.5,2024-09-29T14:01:32.075Z,2024-09-29T18:17:41Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5254655197,56,Back,5254689747,233,851,5254655201,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728302477,851,44,1,0,5,anga7587r1zv4ey71ge9zxol3,0,75.9,9.5,2024-09-29T14:01:32.076Z,2024-09-29T18:10:23Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5254655223,56,Right,5254655227,286,,5254655229,233,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012813,4,1,1,0,5,ahnt9ejgwj58ul8auzdvi3czf,0,36.7,95.0,2024-09-29T14:01:32.175Z,2024-09-29T18:10:31Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5253056333,140,42.1,5253056337,212,9.4,5253056335,141,84.0,5253056331,56,Back,5253056329,3,,5253056339,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728089299,421,43,1,0,6,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-09-29T14:01:32.206Z,2024-09-29T14:52:33Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5253475185,144,44,5253474381,286,0,5253474377,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012801,3,43,1,0,7,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-09-29T14:01:33.532Z,2024-09-29T14:49:44Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5253454339,144,44,5253056239,56,Back,5253056241,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012815,5,1,1,0,8,anga7587r1zv4ey71ge9zxol3,1,63.7,19.8,2024-09-29T14:01:34.542Z,2024-09-29T14:52:44Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5253056355,212,8.0,5253056357,213,3.99,5253056349,56,Right,5253056353,141,11.0,5253056351,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012827,6,1,1,0,9,anga7587r1zv4ey71ge9zxol3,1,58.7,11.0,2024-09-29T14:01:35.406Z,2024-09-29T14:01:36Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253056415,140,51.1,5253056427,213,2.57,5253056413,56,Right,5253056419,141,18.6,5253056423,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012849,7,1,1,0,10,anga7587r1zv4ey71ge9zxol3,1,51.5,18.5,2024-09-29T14:01:36.863Z,2024-09-29T14:52:50Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253056497,3,,5253056503,141,5.9,5253056505,212,19.0,5253056499,56,Right,5253056501,140,67.7,5253056509,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012857,8,1,1,0,12,anga7587r1zv4ey71ge9zxol3,0,67.7,5.9,2024-09-29T14:01:38.527Z,2024-09-29T14:01:39Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5253056569,141,27.0,5253056573,213,1.25,5253056567,140,72.2,5253056565,56,Center,5253056571,212,15.1,5253056563,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012937,5,1,1,0,14,ahnt9ejgwj58ul8auzdvi3czf,1,35.5,77.3,2024-09-29T14:01:40.745Z,2024-09-29T14:01:43Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5253057017,213,4.73,5253057015,212,14.8,5253057007,3,,5253057013,141,55.5,5253057009,56,Back,5253057011,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012963,7,1,1,0,17,ahnt9ejgwj58ul8auzdvi3czf,1,35.6,59.6,2024-09-29T14:01:43.448Z,2024-09-29T14:52:17Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5253057151,56,Back,5253057159,213,0.39,5253057153,140,47.9,5253057155,141,67.5,5253057157,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012981,8,61,1,0,18,ahnt9ejgwj58ul8auzdvi3czf,1,47.9,67.5,2024-09-29T14:01:45.001Z,2024-09-29T14:52:35Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5253057243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728012983,9,3,1,0,19,ahnt9ejgwj58ul8auzdvi3czf,0,49.0,63.0,2024-09-29T14:01:45.838Z,2024-09-29T18:10:56Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5253057483,233,9,5253057269,286,,5254657811,465,,5253057267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013015,9,7,1,0,19,anga7587r1zv4ey71ge9zxol3,1,51.0,37.0,2024-09-29T14:01:45.839Z,2024-09-29T18:11:02Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253057437,56,Center,5253057475,233,9,5254658179,384,,5253057439,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728090101,422,1,1,0,20,anga7587r1zv4ey71ge9zxol3,0,60.7,38.0,2024-09-29T14:01:46.206Z,2024-09-29T18:17:42Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5253478555,56,Center,5254662783,212,1.5,5254662781,141,37.2,5254664563,286,,5254662785,213,3.52,5254664561,236,,5254689815,233,419,5254662779,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728089885,419,74,1,0,20,ahnt9ejgwj58ul8auzdvi3czf,1,43.2,60.9,2024-09-29T14:01:46.207Z,2024-09-29T18:17:42Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5254689837,233,422,5254664345,285,,5253477441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013045,11,1,1,0,22,anga7587r1zv4ey71ge9zxol3,1,73.2,27.1,2024-09-29T14:01:48.831Z,2024-09-29T14:01:50Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5253057577,213,4.63,5253057575,212,7.5,5253057569,56,Right,5253057573,141,16.1,5253057571,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013049,12,1,1,0,23,anga7587r1zv4ey71ge9zxol3,1,70.6,16.4,2024-09-29T14:01:50.031Z,2024-09-29T14:01:50Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5253057599,141,27.1,5253057603,213,2.49,5253057595,56,Center,5253057597,140,61.6,5253057601,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013079,13,1,1,0,24,anga7587r1zv4ey71ge9zxol3,1,61.6,27.1,2024-09-29T14:01:50.623Z,2024-09-29T14:01:51Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5253057723,56,Right,5253057729,141,11.4,5253057727,140,58.0,5253057733,213,4.37,5253057731,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013125,14,1,1,0,25,anga7587r1zv4ey71ge9zxol3,1,59.2,12.6,2024-09-29T14:01:51.775Z,2024-09-29T14:01:54Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253057999,141,8.9,5253058001,212,17.2,5253057997,140,75.4,5253057995,56,Right,5253058003,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013131,15,1,1,0,28,anga7587r1zv4ey71ge9zxol3,1,68.7,8.6,2024-09-29T14:01:54.415Z,2024-09-29T14:01:55Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5253058075,212,22.7,5253058077,213,2.94,5253058069,56,Back,5253058073,141,15.2,5253058071,140,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013147,16,1,1,0,28,anga7587r1zv4ey71ge9zxol3,1,47.5,15.2,2024-09-29T14:01:55.183Z,2024-09-29T14:01:56Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253058157,213,2.54,5253058149,56,Back,5253058155,212,19.0,5253058153,141,31.0,5253058151,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013187,17,1,1,0,30,anga7587r1zv4ey71ge9zxol3,1,32.6,31.0,2024-09-29T14:01:56.495Z,2024-09-29T14:01:59Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253058391,212,20.7,5253058387,140,29.1,5253058385,56,Back,5253058393,213,1.75,5253058389,141,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013251,18,1,1,0,32,anga7587r1zv4ey71ge9zxol3,1,29.1,60.9,2024-09-29T14:01:59.183Z,2024-09-29T14:02:04Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253058773,56,Back,5253058779,212,13.1,5253058775,140,34.6,5253058777,141,78.2,5253058783,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013293,19,1,1,0,37,anga7587r1zv4ey71ge9zxol3,1,39.2,76.0,2024-09-29T14:02:04.047Z,2024-09-29T14:02:06Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5253058995,56,Back,5253058997,140,34.7,5253059001,212,16.3,5253058999,141,53.1,5253059003,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013325,20,1,1,0,40,anga7587r1zv4ey71ge9zxol3,1,35.8,49.9,2024-09-29T14:02:06.719Z,2024-09-29T14:02:09Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253059129,141,8.9,5253059135,1,,5253059131,212,36.4,5253059125,56,Right,5253059133,213,5.41,5253059127,140,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013381,21,1,1,0,43,anga7587r1zv4ey71ge9zxol3,1,58.1,8.9,2024-09-29T14:02:09.392Z,2024-09-29T14:02:12Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253059431,141,22.2,5253059433,212,32.5,5253059427,56,Back,5253059429,140,28.4,5253059437,1,,5253059435,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013473,22,1,1,0,46,anga7587r1zv4ey71ge9zxol3,1,26.5,22.8,2024-09-29T14:02:12.463Z,2024-09-29T14:02:18Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253059899,56,Back,5253059901,140,11.4,5253059905,212,22.3,5253059907,213,2.36,5253059903,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013555,23,1,1,0,52,anga7587r1zv4ey71ge9zxol3,0,14.0,40.9,2024-09-29T14:02:18.464Z,2024-09-29T14:02:23Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5253060321,212,55.9,5253060301,155,,5253060329,1,,5253060313,140,66.2,5253060325,213,6.08,5253060305,56,Center,5253060317,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013551,10,44,1,0,55,ahnt9ejgwj58ul8auzdvi3czf,1,31.8,75.1,2024-09-29T14:02:22.169Z,2024-09-29T15:07:38Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5253060297,56,Back,5253060453,233,24,5253060299,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013569,24,44,1,0,55,anga7587r1zv4ey71ge9zxol3,0,68.2,24.9,2024-09-29T14:02:22.170Z,2024-09-29T15:07:38Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5253060471,233,10,5253060367,286,,5253060365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013573,11,1,1,0,56,ahnt9ejgwj58ul8auzdvi3czf,0,29.1,71.9,2024-09-29T14:02:22.633Z,2024-09-29T14:02:23Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5253060383,56,Back,5253060391,213,6.17,5253060381,3,,5253060389,212,18.8,5253060387,141,68.7,5253060385,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013591,25,1,1,0,57,anga7587r1zv4ey71ge9zxol3,1,56.0,32.1,2024-09-29T14:02:23.520Z,2024-09-29T14:02:25Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5253060511,140,43.3,5253060513,141,26.8,5253060509,56,Back,5253060517,213,3.41,5253060515,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013627,26,1,1,0,59,anga7587r1zv4ey71ge9zxol3,1,43.8,26.4,2024-09-29T14:02:25.296Z,2024-09-29T14:53:45Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5253060649,141,11.6,5253060653,213,5.74,5253060645,56,Right,5253060647,140,59.6,5253060651,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013645,27,1,1,1,1,anga7587r1zv4ey71ge9zxol3,1,59.6,11.6,2024-09-29T14:02:27.408Z,2024-09-29T14:02:28Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5253060719,213,5.91,5253060711,56,Right,5253060713,140,69.9,5253060717,212,11.6,5253060715,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013703,28,1,1,1,2,anga7587r1zv4ey71ge9zxol3,1,67.4,4.7,2024-09-29T14:02:28.544Z,2024-09-29T14:02:32Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253061007,140,41.5,5253061015,212,27.8,5253061011,141,13.1,5253061019,213,2.93,5253061003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013823,29,1,1,1,5,anga7587r1zv4ey71ge9zxol3,1,43.6,22.8,2024-09-29T14:02:31.888Z,2024-09-29T14:02:38Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253061631,213,1.57,5253061633,1,,5253061627,141,73.0,5253061625,140,43.6,5253061629,212,34.1,5253061623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728013927,30,1,1,1,12,anga7587r1zv4ey71ge9zxol3,1,45.3,64.8,2024-09-29T14:02:38.224Z,2024-09-29T14:02:42Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5253062151,56,Back,5253062159,213,4.45,5253062153,140,42.1,5253062157,212,12.8,5253062155,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728014013,31,1,1,1,16,anga7587r1zv4ey71ge9zxol3,1,48.2,33.7,2024-09-29T14:02:42.273Z,2024-09-29T14:02:46Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253062549,141,8.5,5253062551,212,21.6,5253062545,56,Right,5253062547,140,60.7,5253062553,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728014061,32,1,1,1,20,anga7587r1zv4ey71ge9zxol3,1,70.4,9.4,2024-09-29T14:02:46.256Z,2024-09-29T14:02:50Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5253062873,141,16.1,5253062871,140,96.9,5253062875,212,28.2,5253062877,213,0.16,5253062867,56,Right,5253062865,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728014109,33,1,1,1,24,anga7587r1zv4ey71ge9zxol3,1,96.9,16.1,2024-09-29T14:02:50.209Z,2024-09-29T18:13:26Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,1.0,,5253064347,210,15,5254670221,20,,5253063181,213,1.93,5253063167,2,,5253063175,140,87.5,5253063177,141,55.2,5254670219,224,,5253063171,155,,5253063179,212,28.4,5253063173,56,Center,5253064351,154,,,,,,,,,,,,,,,,,,,,,,,,
2728014113,34,15,1,1,28,anga7587r1zv4ey71ge9zxol3,1,87.1,59.9,2024-09-29T14:02:54.401Z,2024-09-29T18:13:46Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5253064405,147,50.7,5253064001,15,,5253064385,79,,5253064387,29,,5253063199,17,,5253064397,103,33.5,5253064395,102,49.5,5253064391,55,33,5253063197,22,,5253064389,154,,5253064005,328,5253064459,233,12,5253063201,56,Center,5253064403,146,98.9,,,,,,,,,,,,,,,
2728014125,12,10,1,1,28,ahnt9ejgwj58ul8auzdvi3czf,1,1.7000000000000002,50.3,2024-09-29T14:02:54.501Z,2024-09-29T18:13:56Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5253063273,173,,5254672571,378,,5253063277,182,,5253064067,233,34,5254672569,181,,5253063279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728014137,13,6,1,1,29,ahnt9ejgwj58ul8auzdvi3czf,0,5.4,47.9,2024-09-29T14:02:55.969Z,2024-09-29T18:13:59Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5253063379,56,Back,5253063423,233,35,5253063381,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728014121,35,6,1,1,29,anga7587r1zv4ey71ge9zxol3,1,94.6,52.1,2024-09-29T14:02:55.969Z,2024-09-29T14:05:50Z,8ydi45wh0naevno6aos78vi09,L. Klassen,,,5253063351,75,,5253063349,56,Center,5253063415,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728014999,36,1,1,2,12,anga7587r1zv4ey71ge9zxol3,1,99.5,0.5,2024-09-29T14:03:38.626Z,2024-09-29T18:14:09Z,8ydi45wh0naevno6aos78vi09,L. Klassen,1.0,,5253067945,56,Center,5253067947,140,87.6,5253067937,2,,5253083435,210,13,5253083437,154,,5253067955,1,,5254673555,72,,5253067951,212,38.7,5253067953,213,1.90,5253067939,6,,5253067943,223,5253067949,141,54.3,5253067941,155,,,,,,,,,,,,,,,,,,,
2728015003,37,13,1,2,16,anga7587r1zv4ey71ge9zxol3,1,87.8,58.3,2024-09-29T14:03:42.819Z,2024-09-29T15:00:05Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5253083105,15,,5253083463,147,50.7,5253083453,55,36,5253517805,153,,5253083449,29,,5253083109,328,,5253067967,56,Center,5253067965,17,,5253517803,75,,5253083457,102,20.5,5253083461,146,5253083459,103,9.7,5253083451,154,,5253083467,231,50.9,89.9,5253083465,230,99.0,5253083103,25,,,,,,,,,
2728015013,14,12,1,2,16,ahnt9ejgwj58ul8auzdvi3czf,1,11.4,47.7,2024-09-29T14:03:42.919Z,2024-09-29T14:59:21Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5253515795,213,4.87,5253515789,140,12.2,5253515793,212,5.4,5253068027,56,Back,5253515791,141,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728015267,15,12,1,2,18,ahnt9ejgwj58ul8auzdvi3czf,1,10.5,44.3,2024-09-29T14:03:44.987Z,2024-09-29T14:03:58Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5253069331,140,39.8,5253069329,56,Back,5253069333,141,46.3,5253069337,212,30.8,5253069341,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728015079,38,1,1,2,21,anga7587r1zv4ey71ge9zxol3,1,60.1,55.2,2024-09-29T14:03:48.130Z,2024-09-29T14:54:59Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5253068389,212,22.3,5253068381,3,,5253068383,56,Back,5253068391,213,3.15,5253068385,140,38.9,5253068387,141,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728015183,39,1,1,2,24,anga7587r1zv4ey71ge9zxol3,1,39.0,54.8,2024-09-29T14:03:50.242Z,2024-09-29T14:03:54Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5253068843,140,17.6,5253068845,141,44.0,5253068847,212,23.6,5253068841,56,Back,5253068849,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728015283,40,1,1,2,28,anga7587r1zv4ey71ge9zxol3,0,19.5,40.1,2024-09-29T14:03:54.546Z,2024-09-29T14:04:00Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5253069437,157,,5253069445,212,56.4,5253069447,213,0.05,5253069449,1,,5253069441,140,73.1,5253069443,141,44.6,5253069439,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728015299,16,44,1,2,32,ahnt9ejgwj58ul8auzdvi3czf,1,27.9,58.6,2024-09-29T14:03:58.779Z,2024-09-29T15:07:38Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5253069529,285,,5253069587,233,41,5253069527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
