id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/15/value,qualifier/17/value
2714921515,1,34,16,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-08-30T16:01:37.807Z,2024-08-30T17:06:34Z,,,,,5181570433,197,12608,5181506615,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5181506621,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5181506613,30,"53y263xxfdf1itytiqhg3v6c5, 6c2isptqoy4cq5c8rlr9s1roq, 6xjbcik3a56d0vqy4vrq5eokp, chsirsawrhuh787kofklnjmqd, 6ylzm57bvpufg3cenadtv7qhh, 1ykl08k2c2kwxukw0gvslf6qd, 22zuxw8lez5w4vjd8spzzysyc, 2anc9ug5nr25khmtcc4id2pxx, 9yiz575rldkwu7icgqwk1qmdx, 7rtrg77m3xozgfhu3p2ihfey2, 94hei5v2f93ga4b0iwxxisbu1, 32ohywx3gs0u6bqm4z59wxmmt, 1yqlkot5sh85ot3eemo67djv9, 3ylgelxr6ssp42hidfnchqp2i, 2rgil8e1uix2orli95p1si0ut, 1k9g7x8jwhzcpx8bc5ji7og0k, 9s85lkd1qi525r4horgbtostl, 7uia9zlz3axnuc6usdn9u4kfe, 1hbucfyn2l3bxcw5r4zcb1dlg, 6uvp2evoo07gv5rc5ht2l012i",5181506619,130,13,5181573731,194,2anc9ug5nr25khmtcc4id2pxx,5181506623,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5181506617,59,"1, 59, 38, 29, 14, 13, 8, 5, 18, 11, 17, 3, 7, 10, 15, 24, 25, 34, 37, 71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714921849,1,34,16,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-30T16:05:14.663Z,2024-08-30T16:57:35Z,,,,,5181508611,30,"84f41rjxyp3rthpk1fu66wrqi, 4bstdc3zla1sn85ev3bcmw1lg, 6v4ykv7aw86ql22oksh682kus, 5kghds186740jygx97bihh6mt, c36ffo382u9flu5foebt4di39, 2wwpfsducpmryacr17y8k70iy, d854rlweyk5wq6d2veyviukq2, 6d0lxiep13vdv32bdb0xwyrys, 39f0bq9uk4etkf75uzu6qyrmy, diwrq7ulrey4juxk4dafct0q1, 9pnirb3qt48zeui3su8cvu1ka, 5is9bcj143orulo4biogwxzl6, 58o5ram4bf58357786j9jr7kk, bpw4cd5vmghjhelb3uxupmqjt, 79b0b6eqck5vn4b3fawxsaok, 6miatayfy07pf4og7qc7c7pqs, 5733iw16239m83syv5dm8huj9, 15fo180vixn0lb65fujttit3p, d85h1t14o7agqal849ca7fehg, 8ydi45wh0naevno6aos78vi09",5181570727,197,6291,5181508617,130,13,5181508613,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5181508619,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5181508621,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5181508615,59,"31, 24, 7, 3, 23, 4, 13, 14, 9, 11, 17, 5, 15, 21, 22, 27, 30, 32, 33, 20",5181570725,194,d854rlweyk5wq6d2veyviukq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934713,2,32,1,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-30T17:01:53.304Z,2024-08-30T19:37:08Z,,,,,5181576125,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934717,2,32,1,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-08-30T17:01:53.304Z,2024-08-30T17:01:55Z,,,,,5181576137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934725,3,1,1,0,1,c165yjiny1qnmfdvefxvflnkc,1,50.3,49.7,2024-08-30T17:01:54.320Z,2024-08-30T19:27:35Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5181576163,141,58.3,5181576169,279,S,5181576167,213,2.90,5181576161,140,28.0,5181576159,56,Back,5181576165,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934765,4,1,1,0,3,c165yjiny1qnmfdvefxvflnkc,0,31.3,58.1,2024-08-30T17:01:56.483Z,2024-08-30T19:38:14Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5181576373,141,29.3,5181576379,1,,5181576371,140,77.4,5181576377,213,5.90,5181576369,56,Center,5181576375,212,52.2,5181576367,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934763,3,44,1,0,5,anga7587r1zv4ey71ge9zxol3,1,20.0,71.7,2024-08-30T17:01:58.714Z,2024-08-30T19:38:16Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5181576363,56,Back,5181576365,285,,5181576415,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934769,5,44,1,0,5,c165yjiny1qnmfdvefxvflnkc,0,80.0,28.3,2024-08-30T17:01:58.715Z,2024-08-30T19:38:18Z,9yiz575rldkwu7icgqwk1qmdx,A. Jacobsen,,,5181576397,56,Center,5181576419,233,3,5181576399,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934771,4,1,1,0,5,anga7587r1zv4ey71ge9zxol3,0,25.9,65.8,2024-08-30T17:01:59.029Z,2024-08-30T19:38:38Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5181576403,56,Back,5181576409,212,13.7,5181576401,3,,5181576407,141,66.7,5181576405,140,38.9,5181576411,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934785,6,1,1,0,7,c165yjiny1qnmfdvefxvflnkc,1,70.4,32.7,2024-08-30T17:02:00.963Z,2024-08-30T19:38:40Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5181576475,140,55.0,5181576477,141,11.8,5181576481,213,3.86,5181576479,212,21.5,5181576473,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934789,7,1,1,0,10,c165yjiny1qnmfdvefxvflnkc,1,54.0,11.8,2024-08-30T17:02:04.011Z,2024-08-30T17:07:21Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5181576493,213,5.82,5181576489,141,5.3,5181576491,212,9.9,5181576485,56,Right,5181576487,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934793,8,1,1,0,11,c165yjiny1qnmfdvefxvflnkc,1,62.4,5.3,2024-08-30T17:02:04.451Z,2024-08-30T19:38:45Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5181576503,56,Right,5181576513,213,2.91,5181576509,141,7.9,5181576507,140,55.4,5181576511,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934805,9,1,1,0,12,c165yjiny1qnmfdvefxvflnkc,1,55.4,7.9,2024-08-30T17:02:05.947Z,2024-08-30T17:07:24Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5181576545,140,62.7,5181576551,213,5.95,5181576547,141,4.0,5181576543,56,Right,5181576549,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934817,10,1,1,0,13,c165yjiny1qnmfdvefxvflnkc,1,62.8,4.0,2024-08-30T17:02:06.635Z,2024-08-30T17:02:10Z,6c2isptqoy4cq5c8rlr9s1roq,M. Elvius,,,5181576625,213,2.98,5181576619,140,38.3,5181576621,141,10.2,5181576617,56,Back,5181576623,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934825,11,1,1,0,17,c165yjiny1qnmfdvefxvflnkc,1,38.0,10.2,2024-08-30T17:02:10.508Z,2024-08-30T17:07:28Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5181576647,56,Back,5181576651,141,31.8,5181576653,212,16.7,5181576649,140,30.4,5181576655,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934839,12,1,1,0,18,c165yjiny1qnmfdvefxvflnkc,1,30.5,32.6,2024-08-30T17:02:11.851Z,2024-08-30T17:07:30Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5181576745,212,33.5,5181576739,56,Back,5181576747,213,1.65,5181576741,140,28.1,5181576743,141,81.7,5181576753,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934861,13,1,1,0,21,c165yjiny1qnmfdvefxvflnkc,1,27.7,81.7,2024-08-30T17:02:14.396Z,2024-08-30T17:02:17Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5181576871,212,28.6,5181576865,56,Back,5181576873,213,3.99,5181576867,140,9.6,5181576869,141,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934893,14,1,1,0,23,c165yjiny1qnmfdvefxvflnkc,1,9.7,50.2,2024-08-30T17:02:17.244Z,2024-08-30T17:02:20Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5181576979,56,Back,5181576985,212,42.5,5181576977,155,,5181576987,213,0.85,5181576981,140,36.3,5181576989,1,,5181576983,141,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934897,15,1,1,0,26,c165yjiny1qnmfdvefxvflnkc,0,36.3,97.4,2024-08-30T17:02:19.651Z,2024-08-30T19:42:48Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5181577013,212,13.2,5181577011,141,90.5,5181577005,3,,5181577009,140,48.1,5181577007,56,Back,5181577015,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934907,5,1,1,0,28,anga7587r1zv4ey71ge9zxol3,0,50.9,11.3,2024-08-30T17:02:21.805Z,2024-08-30T19:42:52Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5181577069,213,0.09,5181577063,140,70.8,5181577067,212,21.0,5181577061,56,Right,5181577059,3,,5181577065,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934931,16,1,1,0,30,c165yjiny1qnmfdvefxvflnkc,1,29.6,84.7,2024-08-30T17:02:23.660Z,2024-08-30T17:02:25Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5181577241,3,,5181577251,141,95.3,5181577253,212,8.2,5181577249,140,33.3,5181577245,56,Back,5181577255,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934939,17,1,1,0,31,c165yjiny1qnmfdvefxvflnkc,1,33.3,95.3,2024-08-30T17:02:25.196Z,2024-08-30T17:02:26Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5181577283,141,90.4,5181577281,140,24.9,5181577287,213,3.50,5181577285,212,9.4,5181577279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934963,18,1,1,0,32,c165yjiny1qnmfdvefxvflnkc,1,24.9,90.4,2024-08-30T17:02:26.219Z,2024-08-30T17:02:27Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5181577359,141,95.6,5181577357,140,28.5,5181577363,213,0.75,5181577361,212,5.2,5181577355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934969,19,1,1,0,34,c165yjiny1qnmfdvefxvflnkc,0,28.5,95.6,2024-08-30T17:02:27.836Z,2024-08-30T17:02:29Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5181577389,141,95.4,5181577393,213,6.27,5181577387,140,39.3,5181577391,212,11.3,5181577385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934983,6,3,1,0,35,anga7587r1zv4ey71ge9zxol3,1,61.8,4.8,2024-08-30T17:02:28.638Z,2024-08-30T19:43:03Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5181577467,56,Right,5182414295,465,,5181577469,286,,5181577511,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934981,20,45,1,0,35,c165yjiny1qnmfdvefxvflnkc,0,38.2,95.2,2024-08-30T17:02:28.638Z,2024-08-30T20:00:49Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5181577519,233,6,5181577461,285,,5181577457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935017,8,4,1,0,39,anga7587r1zv4ey71ge9zxol3,1,66.0,4.2,2024-08-30T17:02:32.743Z,2024-08-30T17:09:50Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5181577647,265,,5181577641,13,,5181577649,286,,5181577643,56,Right,5181577809,233,21,5181577645,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935043,21,4,1,0,39,c165yjiny1qnmfdvefxvflnkc,0,34.0,95.8,2024-08-30T17:02:32.744Z,2024-08-30T17:09:50Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5181577815,233,8,5181577771,285,,5181577765,56,Back,5181577767,152,,5181577763,13,,5181577769,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935161,9,1,1,0,54,anga7587r1zv4ey71ge9zxol3,1,72.4,10.1,2024-08-30T17:02:47.566Z,2024-08-30T17:03:41Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5181578409,152,,5181578415,141,6.1,5181578407,5,,5181580169,189,,5181578419,213,3.45,5181578413,140,64.2,5181578411,56,Right,5181578417,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935169,10,1,1,1,0,anga7587r1zv4ey71ge9zxol3,1,66.7,23.0,2024-08-30T17:02:53.398Z,2024-08-30T17:02:54Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5181578461,140,56.3,5181578467,213,3.73,5181578463,141,12.3,5181578465,212,13.1,5181578459,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935191,11,1,1,1,2,anga7587r1zv4ey71ge9zxol3,0,55.2,13.7,2024-08-30T17:02:55.335Z,2024-08-30T17:02:57Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5181578561,212,33.3,5181578555,56,Right,5181578569,1,,5181578557,140,86.8,5181578565,213,6.21,5181578553,155,,5181578559,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935205,22,1,1,1,3,c165yjiny1qnmfdvefxvflnkc,1,16.5,85.8,2024-08-30T17:02:57.117Z,2024-08-30T17:03:00Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5181578625,141,84.0,5181578629,213,6.07,5181578623,140,22.0,5181578619,3,,5181578627,212,5.9,5181578621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935207,23,61,1,1,5,c165yjiny1qnmfdvefxvflnkc,0,20.5,85.0,2024-08-30T17:02:58.997Z,2024-08-30T19:43:29Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5181578633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935225,12,3,1,1,6,anga7587r1zv4ey71ge9zxol3,1,80.2,7.9,2024-08-30T17:02:59.486Z,2024-08-30T19:43:35Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5181578717,233,24,5181578701,286,,5181578699,56,Right,5182417551,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935215,24,45,1,1,6,c165yjiny1qnmfdvefxvflnkc,0,19.8,92.1,2024-08-30T17:02:59.486Z,2024-08-30T20:00:49Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5181578683,285,,5181578733,233,12,5181578681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935241,13,1,1,1,9,anga7587r1zv4ey71ge9zxol3,1,76.8,11.3,2024-08-30T17:03:02.343Z,2024-08-30T17:03:03Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5181578787,212,11.0,5181578781,56,Center,5181578785,141,22.7,5181578783,140,69.4,5181578789,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715091137,938,83,1,1,10,c165yjiny1qnmfdvefxvflnkc,1,28.3,67.7,2024-08-30T17:03:03.709Z,2024-08-30T19:44:06Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5182420711,399,d854rlweyk5wq6d2veyviukq2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935259,14,1,1,1,10,anga7587r1zv4ey71ge9zxol3,1,69.4,22.7,2024-08-30T17:03:03.734Z,2024-08-30T17:03:06Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5181578883,140,72.0,5181578889,213,1.41,5181578885,141,47.5,5181578887,212,17.1,5181578881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935265,15,1,1,1,12,anga7587r1zv4ey71ge9zxol3,1,71.9,47.5,2024-08-30T17:03:05.911Z,2024-08-30T17:03:07Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5181578909,56,Center,5181578915,212,6.5,5181578913,141,43.3,5181578917,213,3.59,5181578911,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935297,16,1,1,1,13,anga7587r1zv4ey71ge9zxol3,1,66.2,43.3,2024-08-30T17:03:07.095Z,2024-08-30T17:03:12Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5181579099,213,2.54,5181579093,140,52.1,5181579095,141,58.2,5181579097,212,17.9,5181579091,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935311,17,1,1,1,18,anga7587r1zv4ey71ge9zxol3,1,47.8,62.1,2024-08-30T17:03:12.151Z,2024-08-30T17:03:13Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5181579153,213,1.08,5181579149,141,93.9,5181579151,212,24.5,5181579147,140,58.8,5181579145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935341,18,1,1,1,20,anga7587r1zv4ey71ge9zxol3,1,58.3,92.7,2024-08-30T17:03:13.559Z,2024-08-30T17:03:16Z,6v4ykv7aw86ql22oksh682kus,W. Kumado,,,5181579293,56,Back,5181579299,212,15.7,5181579301,213,3.71,5181579295,140,45.7,5181579297,141,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935355,19,1,1,1,23,anga7587r1zv4ey71ge9zxol3,1,45.6,77.2,2024-08-30T17:03:16.646Z,2024-08-30T17:03:19Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5181579367,213,4.15,5181579361,140,34.9,5181579363,141,51.0,5181579365,212,21.1,5181579359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935373,20,1,1,1,25,anga7587r1zv4ey71ge9zxol3,1,34.8,45.1,2024-08-30T17:03:19.127Z,2024-08-30T17:03:21Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5181579465,140,48.7,5181579471,213,5.27,5181579467,141,10.4,5181579469,212,27.7,5181579463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935403,21,1,1,1,27,anga7587r1zv4ey71ge9zxol3,1,48.8,10.6,2024-08-30T17:03:21.047Z,2024-08-30T17:03:23Z,2wwpfsducpmryacr17y8k70iy,B. Rolland,,,5181579613,212,18.4,5181579611,141,27.1,5181579609,140,62.7,5181579607,56,Center,5181579615,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935415,22,3,1,1,29,anga7587r1zv4ey71ge9zxol3,1,61.4,19.8,2024-08-30T17:03:23.262Z,2024-08-30T19:44:28Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5182423067,464,,5181579665,56,Right,5181579667,286,,5181579669,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935399,25,45,1,1,29,c165yjiny1qnmfdvefxvflnkc,0,38.6,80.2,2024-08-30T17:03:23.262Z,2024-08-30T17:12:06Z,chsirsawrhuh787kofklnjmqd,R. Jensen,,,5181579677,233,22,5181579593,56,Back,5181579595,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935431,23,1,1,1,32,anga7587r1zv4ey71ge9zxol3,1,69.5,15.5,2024-08-30T17:03:25.415Z,2024-08-30T17:03:28Z,diwrq7ulrey4juxk4dafct0q1,M. Warming,,,5181579735,212,10.8,5181579737,213,5.45,5181579731,140,76.4,5181579729,56,Right,5181579733,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935455,24,1,1,1,34,anga7587r1zv4ey71ge9zxol3,0,78.1,8.4,2024-08-30T17:03:27.942Z,2024-08-30T19:44:39Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5181579865,141,46.0,5181579857,2,,5181579859,155,,5182424531,224,,5181579867,212,29.4,5181579861,56,Center,5182424533,20,,5181579863,140,91.9,5181579869,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935469,26,12,1,1,36,c165yjiny1qnmfdvefxvflnkc,1,11.6,54.4,2024-08-30T17:03:29.862Z,2024-08-30T19:44:41Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5181579937,141,79.7,5181579989,167,,5181579933,56,Back,5181579939,212,21.6,5181579941,213,2.22,5181579935,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935465,25,6,1,1,37,anga7587r1zv4ey71ge9zxol3,1,97.2,29.5,2024-08-30T17:03:31.128Z,2024-08-30T17:09:51Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5181580047,233,27,5181579957,56,Center,5181579959,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935479,27,6,1,1,37,c165yjiny1qnmfdvefxvflnkc,0,2.8,70.5,2024-08-30T17:03:31.128Z,2024-08-30T19:45:02Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5181580031,56,Back,5181580033,73,,5181580063,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935697,26,1,1,2,13,anga7587r1zv4ey71ge9zxol3,0,99.5,0.5,2024-08-30T17:04:06.713Z,2024-08-30T19:45:07Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5181581091,2,,5181581097,224,,5181581101,140,90.7,5181581093,6,,5182427439,20,,5181581099,56,Center,5181581103,141,41.9,5181581109,213,1.89,5181581105,212,29.6,5181581095,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935713,28,44,1,2,16,c165yjiny1qnmfdvefxvflnkc,1,10.5,63.6,2024-08-30T17:04:09.872Z,2024-08-30T19:45:17Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5181581159,285,,5181581177,233,27,5181581157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935705,27,44,1,2,16,anga7587r1zv4ey71ge9zxol3,0,89.5,36.4,2024-08-30T17:04:09.873Z,2024-08-30T19:45:17Z,39f0bq9uk4etkf75uzu6qyrmy,M. Abubakari,,,5181581127,56,Center,5181581129,286,,5181581181,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935717,29,12,1,2,17,c165yjiny1qnmfdvefxvflnkc,1,5.3,61.1,2024-08-30T17:04:10.479Z,2024-08-30T19:45:33Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5181581193,213,1.04,5181581189,141,73.0,5181581185,56,Back,5181581191,212,9.4,5181581195,15,,5181581187,140,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714958775,413,12,1,2,18,c165yjiny1qnmfdvefxvflnkc,1,4.7,70.3,2024-08-30T17:04:11.304Z,2024-08-30T19:45:35Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5181704455,212,15.2,5181704453,141,65.4,5181704501,15,,5181704449,56,Back,5181704451,140,18.8,5181704457,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935719,30,12,1,2,19,c165yjiny1qnmfdvefxvflnkc,1,22.1,64.1,2024-08-30T17:04:12.503Z,2024-08-30T19:46:03Z,2anc9ug5nr25khmtcc4id2pxx,H. Barry,,,5181581199,140,28.8,5181581205,213,6.09,5181581197,56,Back,5181581207,15,,5181581201,141,62.1,5181581203,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935729,28,1,1,2,20,anga7587r1zv4ey71ge9zxol3,1,69.2,46.0,2024-08-30T17:04:13.864Z,2024-08-30T17:15:33Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5181581263,3,,5181581269,141,34.3,5181581267,140,73.9,5181581273,213,5.27,5181581265,56,Center,5181581271,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
