id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value
2701830495,1,34,16,0,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-07-19T14:57:05.313Z,2024-07-19T16:07:29Z,,,,,5109007609,59,"1, 2, 11, 40, 5, 3, 8, 7, 9, 31, 6, 10, 13, 18, 19, 22, 23, 26, 27, 29",5109007615,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5109007611,130,12,5109028305,194,3sadup8mjwu4dc96wz6lmixn9,5109028307,197,14750,5109007605,30,"1h31bvtbae4q0edlp0u672hn9, aswmi1pnkzkvkexp8ngief6j9, 4vmgmzg2004twoc39sk7zkzqh, 3l3v5wj4c7vtqqwu05b526590, 6my7s0ezr6jldotm1w6nk7b9x, e9lrzsiy94y46h62rnawi3sgl, 61sojkdsmaz9hbwaskt4rws15, 43q9ytkbmtk5y3tgv77v7pmg9, 3sadup8mjwu4dc96wz6lmixn9, 3uytpqx0e0jr6zgbfl1znsm7e, 8og8nxbkcb63van4llvpkbe8l, bxea3tj0tpi7zmf6k5jtut889, esasiq4j83g377zb8zi0bgpnt, efubck8twu1elbhlomltnjjtg, cgkvw4q8ddcjl0po181upzwx6, 5f4qlbohzja204gxm9tkiekq2, 5lssweodhkyifhj333v6f6r6c, 3gemcjqban843su9c9y5l2sk4, 654obqy73ov2t5800r2woo6w9, ca1b5707pdpx0ucug40ggnahh",5109007607,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5109007613,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701830579,1,34,16,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-19T14:58:51.741Z,2024-07-19T16:15:03Z,,,,,5109008069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5109008057,30,"7yim2aepctujr2m4p20a97755, 8yfw9f74h0yfz51bkxxc8p39x, ajhd3cqclubmexhscpd4w4ez9, drlp4xtkta08jiu0px6m4ocq2, ddl5g7raihnc9s4u3wetz8v10, a87w6l9zsbahdi4knm1347zs9, e6p5i2ujvk0t9mo0h2gvrlka1, 78kzajya12k4sm0ebfl37d6ok, 1sdsqfn743j5tqem8ra7sppn8, elhmf9cc26ec5p1wnwonuxf4l, 4zrsiizdbzwwkmit3ta0f0dbe, 41ii5y9ebz5e3xhaif9kc8qmt, 2mawaijd9czgtd5jh9myk434l, djlyi0ad4x1p0k4thn8n0axw4, bidudbkachfl6126lhlr254wk, bcscjb9jdgu4ims9n3vwuj5k9, 5cjx2i2perp5vr62en4cyer1m, 3xp5g6ooahnnxyqpldskaytp1, 8mn8apr6n7t7s6lx4d4vvdnca, 4fhpb0b8muboggvquj2pvsiqx",5109028391,197,24384,5109008067,194,a87w6l9zsbahdi4knm1347zs9,5109008065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5109008061,59,"16, 6, 29, 24, 4, 22, 9, 21, 7, 18, 58, 1, 2, 11, 13, 14, 17, 45, 55, 73",5109008063,130,2,5109008059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834179,2,32,1,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-19T16:03:02.581Z,2024-07-19T16:03:04Z,,,,,5109029303,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834177,2,32,1,0,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-07-19T16:03:02.581Z,2024-07-19T19:20:02Z,,,,,5109029301,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834183,3,1,1,0,0,5rz9enoyknpg8ji78za5b82p0,1,50.1,50.0,2024-07-19T16:03:02.582Z,2024-07-19T17:04:14Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109029323,212,4.1,5109029321,141,47.0,5109029319,140,53.5,5109029327,279,S,5109029325,213,5.76,5109029317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834187,4,1,1,0,2,5rz9enoyknpg8ji78za5b82p0,0,53.5,47.0,2024-07-19T16:03:05.308Z,2024-07-19T16:05:22Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109029357,213,0.76,5109029355,212,46.5,5109029351,140,85.6,5109029353,141,94.2,5109029347,155,,5109029359,1,,5109029349,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834193,3,12,1,0,5,59as3grjvj19voay31j3yfgni,1,21.4,5.2,2024-07-19T16:03:08.017Z,2024-07-19T16:03:09Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109029379,140,32.1,5109029391,167,,5109029381,141,0.0,5109029385,213,5.92,5109029377,56,Back,5109029383,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834195,4,5,1,0,6,59as3grjvj19voay31j3yfgni,0,34.2,-1.4,2024-07-19T16:03:09.037Z,2024-07-19T16:03:31Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109029609,233,5,5109029387,56,Back,5109029389,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834239,5,5,1,0,6,5rz9enoyknpg8ji78za5b82p0,1,65.8,101.4,2024-07-19T16:03:09.037Z,2024-07-19T16:40:38Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109029603,347,,5109029605,233,4,5109029601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834245,6,1,1,0,27,5rz9enoyknpg8ji78za5b82p0,1,69.6,100.0,2024-07-19T16:03:30.269Z,2024-07-19T16:03:34Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109029637,107,,5109029649,1,,5109029643,141,94.2,5109029641,140,95.0,5109029639,56,Left,5109029645,212,27.1,5109029647,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834247,7,50,1,0,31,5rz9enoyknpg8ji78za5b82p0,1,91.6,92.8,2024-07-19T16:03:34.157Z,2024-07-19T16:06:13Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109029655,286,,5109029653,56,Left,5109029741,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834257,5,7,1,0,31,59as3grjvj19voay31j3yfgni,1,8.4,7.2,2024-07-19T16:03:34.158Z,2024-07-19T19:27:39Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109029737,233,7,5109029709,56,Back,5109029707,167,,5109362535,385,,5109029711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834259,6,5,1,0,34,59as3grjvj19voay31j3yfgni,0,15.0,-1.4,2024-07-19T16:03:37.312Z,2024-07-19T16:03:41Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109029719,347,,5109029717,56,Back,5109029767,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834263,8,5,1,0,34,5rz9enoyknpg8ji78za5b82p0,1,85.0,101.4,2024-07-19T16:03:37.312Z,2024-07-19T16:40:38Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109029745,56,Left,5109029747,347,,5109029763,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834283,9,1,1,0,51,5rz9enoyknpg8ji78za5b82p0,1,88.6,100.0,2024-07-19T16:03:53.726Z,2024-07-19T16:03:55Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109029869,213,3.84,5109029863,140,78.3,5109029859,107,,5109029867,212,14.1,5109029865,141,88.3,5109029861,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834289,10,1,1,0,52,5rz9enoyknpg8ji78za5b82p0,1,78.3,88.3,2024-07-19T16:03:55.054Z,2024-07-19T16:03:57Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109029903,56,Left,5109029911,213,0.29,5109029909,212,16.8,5109029907,141,95.4,5109029905,140,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834291,11,1,1,0,54,5rz9enoyknpg8ji78za5b82p0,0,94.8,95.1,2024-07-19T16:03:57.471Z,2024-07-19T19:28:06Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109363533,224,,5109029921,140,94.7,5109029919,56,Center,5109029927,213,4.71,5109029925,212,24.5,5109029923,141,59.0,5109363535,72,,5109029915,2,,5109029917,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834301,7,12,1,0,57,59as3grjvj19voay31j3yfgni,1,3.9,30.4,2024-07-19T16:04:00.496Z,2024-07-19T16:04:02Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109029949,56,Back,5109029963,167,,5109029953,141,0.0,5109029955,212,27.9,5109029957,213,5.40,5109029951,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834303,8,5,1,0,58,59as3grjvj19voay31j3yfgni,0,24.8,-1.0,2024-07-19T16:04:01.542Z,2024-07-19T16:04:15Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109029961,347,,5109030089,233,12,5109029959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834319,12,5,1,0,58,5rz9enoyknpg8ji78za5b82p0,1,75.2,101.0,2024-07-19T16:04:01.542Z,2024-07-19T16:40:38Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109030067,347,,5109030085,233,8,5109030063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834323,13,1,1,1,12,5rz9enoyknpg8ji78za5b82p0,0,85.9,100.0,2024-07-19T16:04:14.670Z,2024-07-19T16:04:16Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109030093,107,,5109030103,213,5.53,5109030101,212,17.1,5109030097,140,97.8,5109030099,141,84.8,5109030095,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834341,9,12,1,1,15,59as3grjvj19voay31j3yfgni,1,7.0,13.2,2024-07-19T16:04:18.433Z,2024-07-19T17:03:45Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109030213,212,10.9,5109030207,56,Back,5109030211,141,0.0,5109030215,213,5.05,5109030209,140,10.4,5109030221,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834343,10,5,1,1,16,59as3grjvj19voay31j3yfgni,0,10.5,-1.8,2024-07-19T16:04:19.476Z,2024-07-19T16:40:39Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109030217,56,Back,5109030219,347,,5109030227,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834333,14,5,1,1,16,5rz9enoyknpg8ji78za5b82p0,1,89.5,101.8,2024-07-19T16:04:19.476Z,2024-07-19T16:04:24Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109030151,56,Left,5109030223,233,10,5109030153,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834389,15,1,1,1,36,5rz9enoyknpg8ji78za5b82p0,1,89.5,100.0,2024-07-19T16:04:39.311Z,2024-07-19T16:04:41Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109030449,56,Left,5109030453,141,80.3,5109030447,107,,5109030455,212,15.0,5109030457,213,4.97,5109030451,140,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834397,16,1,1,1,39,5rz9enoyknpg8ji78za5b82p0,1,92.3,81.4,2024-07-19T16:04:41.823Z,2024-07-19T19:28:29Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109030493,141,91.5,5109030489,56,Left,5109364145,156,,5109030491,140,95.5,5109030495,212,7.6,5109030497,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834405,17,1,1,1,40,5rz9enoyknpg8ji78za5b82p0,0,95.5,91.5,2024-07-19T16:04:43.439Z,2024-07-19T19:28:39Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109030533,212,23.3,5109030529,140,100.0,5109030527,56,Center,5109364351,72,,5109364349,224,,5109030531,141,58.4,5109030523,2,,5109030535,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834409,11,5,1,1,42,59as3grjvj19voay31j3yfgni,1,-1.2,40.1,2024-07-19T16:04:44.918Z,2024-07-19T16:40:39Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109030553,346,,5109030551,56,Back,5109030555,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834407,18,5,1,1,42,5rz9enoyknpg8ji78za5b82p0,0,101.2,59.9,2024-07-19T16:04:44.918Z,2024-07-19T16:04:47Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109030541,56,Center,5109030559,233,11,5109030543,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834435,12,1,1,2,1,59as3grjvj19voay31j3yfgni,0,4.5,46.9,2024-07-19T16:05:04.339Z,2024-07-19T16:05:08Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5109030763,56,Center,5109030773,1,,5109030771,213,6.22,5109030775,74,,5109030761,124,,5109030769,212,73.9,5109030767,141,40.0,5109030765,140,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834437,19,1,1,2,6,5rz9enoyknpg8ji78za5b82p0,0,25.2,59.6,2024-07-19T16:05:08.816Z,2024-07-19T16:05:09Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109030783,56,Back,5109030791,213,5.30,5109030781,3,,5109030787,141,53.6,5109030789,212,4.9,5109030785,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834445,13,1,1,2,8,59as3grjvj19voay31j3yfgni,0,75.2,48.5,2024-07-19T16:05:10.802Z,2024-07-19T16:05:11Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5109030835,212,15.5,5109030837,213,5.77,5109030831,140,88.1,5109030829,56,Center,5109030833,141,37.4,5109030827,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834453,20,12,1,2,9,5rz9enoyknpg8ji78za5b82p0,1,9.9,64.2,2024-07-19T16:05:12.320Z,2024-07-19T16:05:15Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109030875,56,Back,5109030879,141,98.1,5109030877,140,30.5,5109030881,212,31.6,5109030883,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834467,22,1,1,2,13,5rz9enoyknpg8ji78za5b82p0,1,30.5,98.1,2024-07-19T16:05:16.129Z,2024-07-19T16:05:19Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109030927,56,Back,5109030931,141,90.5,5109030935,213,4.71,5109030933,212,5.2,5109030929,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834469,23,4,1,2,16,5rz9enoyknpg8ji78za5b82p0,1,30.0,84.5,2024-07-19T16:05:19.216Z,2024-07-19T16:05:23Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109030945,56,Back,5109030949,265,,5109030947,152,,5109030943,13,,5109030951,285,,5109031033,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834475,14,4,1,2,16,59as3grjvj19voay31j3yfgni,0,70.0,15.5,2024-07-19T16:05:19.217Z,2024-07-19T16:05:23Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5109030987,13,,5109030993,265,,5109030989,56,Right,5109030991,152,,5109031053,233,23,5109030995,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834513,24,1,1,2,29,5rz9enoyknpg8ji78za5b82p0,1,24.0,87.5,2024-07-19T16:05:32.515Z,2024-07-19T19:29:29Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109031219,1,,5109031209,56,Back,5109031215,212,34.0,5109031217,213,4.88,5109031211,140,29.4,5109031205,5,,5109031207,152,,5109031235,189,,5109031213,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701892937,813,1,1,2,30,5rz9enoyknpg8ji78za5b82p0,1,23.1,29.1,2024-07-19T16:05:32.742Z,2024-07-19T19:29:47Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109366117,213,0.15,5109366115,212,7.9,5109366111,140,30.5,5109366113,141,30.8,5109366109,56,Back,5109366171,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701893067,814,61,1,2,31,5rz9enoyknpg8ji78za5b82p0,1,30.7,30.6,2024-07-19T16:05:34.467Z,2024-07-19T19:30:03Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5109366763,56,Back,5109366795,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834525,15,1,1,2,32,59as3grjvj19voay31j3yfgni,0,62.4,58.1,2024-07-19T16:05:35.539Z,2024-07-19T19:30:23Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5109031271,212,12.6,5109031275,213,5.42,5109031269,141,44.0,5109031267,140,70.2,5109031265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834517,25,8,1,2,33,5rz9enoyknpg8ji78za5b82p0,1,29.1,46.9,2024-07-19T16:05:36.201Z,2024-07-19T19:30:27Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109031237,56,Back,5109367543,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834523,26,43,1,2,36,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-07-19T16:05:39.264Z,2024-07-19T16:06:58Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109032181,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834529,27,1,1,2,36,5rz9enoyknpg8ji78za5b82p0,1,33.6,56.9,2024-07-19T16:05:39.409Z,2024-07-19T16:07:03Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109031287,56,Left,5109031293,212,34.2,5109031291,141,91.5,5109031295,213,0.76,5109031297,1,,5109031289,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834573,28,1,1,2,50,5rz9enoyknpg8ji78za5b82p0,1,86.9,88.7,2024-07-19T16:05:52.866Z,2024-07-19T16:05:56Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109031523,213,3.04,5109031515,56,Left,5109031521,212,24.3,5109031519,141,92.3,5109031517,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834577,29,1,1,2,53,5rz9enoyknpg8ji78za5b82p0,0,68.1,89.7,2024-07-19T16:05:56.114Z,2024-07-19T16:06:00Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109031551,56,Left,5109031555,141,81.4,5109031557,212,34.3,5109031553,140,100.0,5109031559,213,6.12,5109031549,155,,5109031561,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834581,16,5,1,2,58,59as3grjvj19voay31j3yfgni,1,-0.8,21.1,2024-07-19T16:06:00.781Z,2024-07-19T16:40:39Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109031571,233,30,5109031569,346,,5109031567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834579,30,5,1,2,58,5rz9enoyknpg8ji78za5b82p0,0,100.8,78.9,2024-07-19T16:06:00.781Z,2024-07-19T16:06:01Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109031565,346,,5109031587,233,16,5109031563,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834625,17,1,1,3,22,59as3grjvj19voay31j3yfgni,1,4.2,48.2,2024-07-19T16:06:25.318Z,2024-07-19T16:06:30Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5109031921,74,,5109031909,140,63.7,5109031917,1,,5109031915,213,6.10,5109031911,141,31.5,5109031905,124,,5109031907,56,Center,5109031913,212,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834629,18,44,1,3,27,59as3grjvj19voay31j3yfgni,1,64.7,34.6,2024-07-19T16:06:29.873Z,2024-07-19T16:06:30Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5109031927,56,Center,5109031929,286,,5109031931,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834627,31,44,1,3,27,5rz9enoyknpg8ji78za5b82p0,0,35.3,65.4,2024-07-19T16:06:29.874Z,2024-07-19T16:06:31Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109031925,285,,5109031935,233,18,5109031923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834641,19,61,1,3,27,59as3grjvj19voay31j3yfgni,1,64.6,30.9,2024-07-19T16:06:30.309Z,2024-07-19T16:06:51Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5109031997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834643,20,4,1,3,31,59as3grjvj19voay31j3yfgni,1,52.9,36.8,2024-07-19T16:06:33.878Z,2024-07-19T16:06:36Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5109032017,265,,5109032015,152,,5109032011,13,,5109032035,233,32,5109032013,56,Center,5109032019,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834645,32,4,1,3,31,5rz9enoyknpg8ji78za5b82p0,0,47.1,63.2,2024-07-19T16:06:33.879Z,2024-07-19T16:06:36Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109032031,285,,5109032029,265,,5109032023,13,,5109032039,233,20,5109032025,56,Back,5109032027,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834659,21,1,1,3,53,59as3grjvj19voay31j3yfgni,1,51.2,33.7,2024-07-19T16:06:56.518Z,2024-07-19T16:06:58Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5109032165,5,,5109032167,152,,5109032177,213,2.21,5109032175,212,20.9,5109032171,140,39.4,5109032169,56,Back,5109032173,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834665,22,1,1,3,55,59as3grjvj19voay31j3yfgni,1,39.4,58.4,2024-07-19T16:06:57.894Z,2024-07-19T16:07:00Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5109032199,140,39.6,5109032203,212,20.1,5109032205,213,4.72,5109032197,56,Back,5109032201,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834671,23,1,1,3,57,59as3grjvj19voay31j3yfgni,1,37.8,15.8,2024-07-19T16:07:00.055Z,2024-07-19T16:07:02Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5109032249,140,46.1,5109032251,141,3.5,5109032255,213,5.52,5109032253,212,12.1,5109032247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834683,24,1,1,3,59,59as3grjvj19voay31j3yfgni,0,46.1,3.5,2024-07-19T16:07:02.503Z,2024-07-19T16:07:05Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109032315,212,45.3,5109032317,213,0.33,5109032311,140,87.0,5109032307,155,,5109032313,141,24.9,5109032319,1,,5109032309,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834689,33,52,1,4,5,5rz9enoyknpg8ji78za5b82p0,1,13.6,71.4,2024-07-19T16:07:07.620Z,2024-07-19T19:31:29Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5109369059,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701834697,34,1,1,4,8,5rz9enoyknpg8ji78za5b82p0,1,12.4,59.6,2024-07-19T16:07:11.108Z,2024-07-19T16:07:12Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5109032383,123,,5109032387,140,14.2,5109032385,56,Back,5109032393,213,1.46,5109032389,141,83.5,5109032397,287,,5109032391,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
