id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value
2701837407,130,43,1,18,16,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-07-19T16:21:18.987Z,2024-07-19T16:55:59Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5109070861,144,61,5109047881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837245,125,1,1,18,18,59as3grjvj19voay31j3yfgni,0,73.2,33.8,2024-07-19T16:21:21.554Z,2024-07-19T16:56:22Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5109046981,56,Center,5109046987,212,4.8,5109046989,213,0.03,5109046985,141,34.0,5109046983,140,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837243,159,61,1,18,19,5rz9enoyknpg8ji78za5b82p0,1,25.5,60.0,2024-07-19T16:21:21.726Z,2024-07-19T16:30:15Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109046979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837253,126,1,1,18,20,59as3grjvj19voay31j3yfgni,0,77.5,35.6,2024-07-19T16:21:22.786Z,2024-07-19T16:56:34Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5109047031,212,13.5,5109047033,213,6.14,5109047029,141,32.7,5109047027,140,90.2,5109047025,56,Center,5109070881,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837259,160,12,1,18,21,5rz9enoyknpg8ji78za5b82p0,1,10.7,57.8,2024-07-19T16:21:24.094Z,2024-07-19T16:34:39Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109047061,213,0.84,5109047059,212,4.4,5109047085,15,,5109047053,56,Back,5109047055,140,13.5,5109047057,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841317,354,61,1,18,22,59as3grjvj19voay31j3yfgni,1,88.4,40.9,2024-07-19T16:21:24.581Z,2024-07-19T16:56:32Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5109070895,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701839037,247,61,1,18,22,5rz9enoyknpg8ji78za5b82p0,1,12.1,57.9,2024-07-19T16:21:25.023Z,2024-07-19T16:34:40Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109057311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701839041,248,61,1,18,22,5rz9enoyknpg8ji78za5b82p0,1,11.7,61.3,2024-07-19T16:21:25.518Z,2024-07-19T16:34:42Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109057741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837271,162,1,1,18,24,5rz9enoyknpg8ji78za5b82p0,0,3.1,86.6,2024-07-19T16:21:26.990Z,2024-07-19T16:34:51Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109047129,1,,5109047117,157,,5109047123,141,89.4,5109047127,213,0.05,5109047125,212,41.8,5109047119,56,Back,5109047121,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837307,127,1,1,18,26,59as3grjvj19voay31j3yfgni,1,63.5,6.5,2024-07-19T16:21:29.346Z,2024-07-19T16:21:35Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109047321,212,14.3,5109047317,140,66.0,5109047319,141,27.1,5109047315,56,Center,5109047313,3,,5109047323,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837311,163,83,1,18,31,5rz9enoyknpg8ji78za5b82p0,0,37.0,60.5,2024-07-19T16:21:33.823Z,2024-07-19T17:02:55Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109074777,399,1sdsqfn743j5tqem8ra7sppn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837309,128,61,1,18,31,59as3grjvj19voay31j3yfgni,0,65.9,28.8,2024-07-19T16:21:34.251Z,2024-07-19T16:21:39Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5109047327,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837313,164,43,1,18,34,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-07-19T16:21:36.847Z,2024-07-19T19:49:36Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109398211,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837321,165,1,1,18,34,5rz9enoyknpg8ji78za5b82p0,1,42.2,59.9,2024-07-19T16:21:36.974Z,2024-07-19T16:21:41Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109047403,56,Center,5109047411,213,5.64,5109047409,212,23.4,5109047407,141,39.1,5109047405,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837337,166,1,1,18,38,5rz9enoyknpg8ji78za5b82p0,1,71.1,33.0,2024-07-19T16:21:41.247Z,2024-07-19T16:21:50Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5109047491,56,Center,5109047499,213,6.17,5109047495,141,28.0,5109047497,212,29.0,5109047493,140,98.5,5109047559,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837347,167,1,1,18,43,5rz9enoyknpg8ji78za5b82p0,0,98.5,28.0,2024-07-19T16:21:46.192Z,2024-07-19T16:21:48Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5109047527,213,1.49,5109047525,212,25.6,5109047519,56,Center,5109047521,140,100.0,5109047523,141,65.5,5109047517,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837351,129,5,1,18,45,59as3grjvj19voay31j3yfgni,1,-0.6000000000000001,32.7,2024-07-19T16:21:48.087Z,2024-07-19T16:40:41Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5109047539,346,,5109047537,56,Back,5109047551,233,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837349,168,5,1,18,45,5rz9enoyknpg8ji78za5b82p0,0,100.6,67.3,2024-07-19T16:21:48.087Z,2024-07-19T16:21:49Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5109047557,233,129,5109047529,56,Center,5109047531,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837437,131,1,1,19,21,59as3grjvj19voay31j3yfgni,1,2.0,47.0,2024-07-19T16:22:23.604Z,2024-07-19T17:04:32Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5109048071,74,,5109048055,124,,5109048057,56,Center,5109077117,189,,5109048061,141,38.7,5109048065,213,6.19,5109048067,1,,5109048059,140,60.3,5109048063,212,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837445,132,61,1,19,22,59as3grjvj19voay31j3yfgni,0,61.7,45.8,2024-07-19T16:22:25.420Z,2024-07-19T17:04:08Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5109048101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837427,169,1,1,19,23,5rz9enoyknpg8ji78za5b82p0,0,43.6,52.8,2024-07-19T16:22:26.184Z,2024-07-19T17:04:09Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109047993,56,Center,5109048001,213,5.44,5109047995,140,57.6,5109047999,212,22.1,5109047997,141,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837449,133,1,1,19,27,59as3grjvj19voay31j3yfgni,0,36.8,74.2,2024-07-19T16:22:30.485Z,2024-07-19T16:56:46Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5109048123,213,5.25,5109048125,1,,5109050523,155,,5109048121,212,46.8,5109048119,141,15.0,5109048115,56,Right,5109048117,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837461,171,1,1,19,30,5rz9enoyknpg8ji78za5b82p0,1,53.4,85.3,2024-07-19T16:22:33.344Z,2024-07-19T16:22:35Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109048187,212,15.4,5109048189,213,3.10,5109048185,141,86.2,5109048181,56,Back,5109048183,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837471,172,1,1,19,32,5rz9enoyknpg8ji78za5b82p0,1,38.7,86.2,2024-07-19T16:22:35.104Z,2024-07-19T16:22:36Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109048241,212,11.2,5109048239,141,71.1,5109048235,56,Back,5109048237,140,42.9,5109048243,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837485,173,1,1,19,34,5rz9enoyknpg8ji78za5b82p0,1,42.9,71.1,2024-07-19T16:22:36.752Z,2024-07-19T16:22:39Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109048295,56,Center,5109048297,140,51.8,5109048301,212,9.6,5109048303,213,6.05,5109048299,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837501,174,1,1,19,36,5rz9enoyknpg8ji78za5b82p0,1,47.8,60.9,2024-07-19T16:22:39.088Z,2024-07-19T16:22:41Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109048351,140,39.8,5109048355,212,31.0,5109048357,213,4.44,5109048349,56,Back,5109048353,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837519,175,1,1,19,38,5rz9enoyknpg8ji78za5b82p0,1,39.7,16.7,2024-07-19T16:22:41.408Z,2024-07-19T16:22:45Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109048443,140,63.6,5109048449,213,5.98,5109048445,141,5.2,5109048447,212,26.3,5109048441,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837525,176,1,1,19,42,5rz9enoyknpg8ji78za5b82p0,1,62.4,8.2,2024-07-19T16:22:45.265Z,2024-07-19T16:22:50Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5109048499,56,Center,5109048503,141,33.3,5109048505,212,18.6,5109048507,213,1.98,5109048501,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837539,177,1,1,19,47,5rz9enoyknpg8ji78za5b82p0,1,55.3,38.5,2024-07-19T16:22:49.920Z,2024-07-19T16:22:53Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5109048567,56,Left,5109048573,212,38.4,5109048569,140,59.1,5109048575,213,1.47,5109048577,1,,5109048571,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837547,178,1,1,19,50,5rz9enoyknpg8ji78za5b82p0,1,62.8,92.9,2024-07-19T16:22:53.553Z,2024-07-19T16:22:55Z,3l3v5wj4c7vtqqwu05b526590,J. Jensen-Abbew,,,5109048631,140,65.1,5109048637,213,0.72,5109048635,212,3.2,5109048633,141,96.0,5109048629,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837557,179,1,1,19,52,5rz9enoyknpg8ji78za5b82p0,1,64.9,94.2,2024-07-19T16:22:55.153Z,2024-07-19T16:22:59Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109048685,140,58.5,5109048689,212,8.8,5109048687,141,85.9,5109048691,213,3.84,5109048683,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837561,180,1,1,19,57,5rz9enoyknpg8ji78za5b82p0,1,63.5,73.5,2024-07-19T16:22:59.697Z,2024-07-19T16:23:01Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5109048713,213,6.02,5109048711,212,13.6,5109048705,56,Center,5109048709,141,68.4,5109048707,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837577,181,1,1,19,58,5rz9enoyknpg8ji78za5b82p0,1,76.0,68.4,2024-07-19T16:23:00.961Z,2024-07-19T16:23:06Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5109048763,141,92.1,5109048759,56,Left,5109048767,213,1.01,5109048765,212,19.0,5109048761,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837579,182,50,1,20,3,5rz9enoyknpg8ji78za5b82p0,1,96.8,87.8,2024-07-19T16:23:06.434Z,2024-07-19T16:23:08Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109048853,233,134,5109048771,56,Left,5109048773,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837587,134,7,1,20,3,59as3grjvj19voay31j3yfgni,0,3.2,12.2,2024-07-19T16:23:06.435Z,2024-07-19T19:50:31Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109048815,285,,5109399039,385,,5109048821,233,182,5109048813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837585,183,61,1,20,4,5rz9enoyknpg8ji78za5b82p0,1,97.2,91.4,2024-07-19T16:23:06.862Z,2024-07-19T16:23:07Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109048801,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837597,135,5,1,20,4,59as3grjvj19voay31j3yfgni,1,-1.2,18.7,2024-07-19T16:23:07.537Z,2024-07-19T16:40:41Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109048857,346,,5109048859,233,184,5109048855,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837593,184,5,1,20,4,5rz9enoyknpg8ji78za5b82p0,0,101.2,81.3,2024-07-19T16:23:07.537Z,2024-07-19T16:23:08Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109048887,233,135,5109048845,56,Left,5109048847,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837643,136,1,1,20,28,59as3grjvj19voay31j3yfgni,1,4.7,55.5,2024-07-19T16:23:31.302Z,2024-07-19T16:23:34Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5109049173,74,,5109049157,124,,5109049169,1,,5109049163,141,46.9,5109049159,56,Center,5109049165,212,55.4,5109049167,213,6.18,5109049161,140,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837645,137,44,1,20,31,59as3grjvj19voay31j3yfgni,1,56.8,46.4,2024-07-19T16:23:34.145Z,2024-07-19T16:23:35Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5109049193,233,185,5109049175,56,Center,5109049177,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837641,185,44,1,20,31,5rz9enoyknpg8ji78za5b82p0,0,43.2,53.6,2024-07-19T16:23:34.146Z,2024-07-19T16:23:36Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5109049197,233,137,5109049153,56,Back,5109049155,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837647,138,1,1,20,32,59as3grjvj19voay31j3yfgni,0,57.4,46.9,2024-07-19T16:23:34.761Z,2024-07-19T16:23:35Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5109049191,213,5.95,5109049179,3,,5109049189,212,17.1,5109049183,56,Center,5109049181,168,,5109049185,140,72.8,5109049187,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837649,186,12,1,20,32,5rz9enoyknpg8ji78za5b82p0,1,35.9,56.0,2024-07-19T16:23:35.522Z,2024-07-19T16:23:37Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109049241,167,,5109049209,56,Left,5109049213,141,100.0,5109049217,213,0.88,5109049215,212,40.6,5109049211,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837651,187,5,1,20,34,5rz9enoyknpg8ji78za5b82p0,0,60.0,102.0,2024-07-19T16:23:37.162Z,2024-07-19T16:40:42Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109049221,347,,5109062183,233,201,5109049219,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701838465,201,5,1,20,34,59as3grjvj19voay31j3yfgni,1,40.0,-2.0,2024-07-19T16:23:37.162Z,2024-07-19T16:40:41Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109054025,347,,5109062179,233,187,5109054023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837673,139,1,1,20,46,59as3grjvj19voay31j3yfgni,1,35.7,0.0,2024-07-19T16:23:49.031Z,2024-07-19T19:50:46Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109049371,141,16.2,5109049375,213,1.93,5109399357,189,,5109049369,140,31.5,5109049373,212,12.5,5109049367,56,Back,5109054101,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837687,140,1,1,20,48,59as3grjvj19voay31j3yfgni,1,31.9,15.9,2024-07-19T16:23:50.775Z,2024-07-19T16:23:54Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5109049459,212,11.9,5109049461,213,5.52,5109049455,140,40.1,5109049457,141,3.8,5109049453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837695,141,1,1,20,51,59as3grjvj19voay31j3yfgni,1,43.2,4.6,2024-07-19T16:23:54.279Z,2024-07-19T16:23:56Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5109049525,213,2.35,5109049519,140,33.9,5109049521,141,19.2,5109049523,212,13.9,5109049517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837705,142,1,1,20,53,59as3grjvj19voay31j3yfgni,1,33.9,22.7,2024-07-19T16:23:56.327Z,2024-07-19T16:24:02Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5109049589,141,62.6,5109049585,56,Back,5109049587,140,30.8,5109049591,212,27.3,5109049593,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837709,143,1,1,20,59,59as3grjvj19voay31j3yfgni,1,33.0,64.0,2024-07-19T16:24:02.535Z,2024-07-19T16:24:04Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5109049617,212,10.7,5109049615,141,67.2,5109049611,56,Back,5109049613,140,43.0,5109049619,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837715,144,1,1,21,1,59as3grjvj19voay31j3yfgni,1,43.0,67.2,2024-07-19T16:24:04.424Z,2024-07-19T16:24:05Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5109049643,141,66.0,5109049639,56,Back,5109049641,140,30.9,5109049647,213,3.21,5109049645,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837719,145,1,1,21,3,59as3grjvj19voay31j3yfgni,1,30.9,66.0,2024-07-19T16:24:05.815Z,2024-07-19T16:24:09Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5109049665,213,1.02,5109049661,141,90.5,5109049663,212,19.5,5109049659,140,40.6,5109049657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837729,146,1,1,21,7,59as3grjvj19voay31j3yfgni,1,44.6,91.2,2024-07-19T16:24:09.799Z,2024-07-19T16:24:16Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5109049723,140,63.5,5109049721,56,Left,5109049725,141,92.6,5109049727,212,19.9,5109049729,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837731,147,1,1,21,13,59as3grjvj19voay31j3yfgni,1,74.9,84.7,2024-07-19T16:24:15.912Z,2024-07-19T19:51:02Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5109399713,20,,5109049737,2,,5109049749,213,5.25,5109399711,223,,5109049743,140,88.3,5109049741,56,Center,5109049739,155,,5109049747,212,27.6,5109049745,141,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837733,148,61,1,21,15,59as3grjvj19voay31j3yfgni,0,89.9,52.5,2024-07-19T16:24:18.328Z,2024-07-19T16:24:18Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5109049753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837741,192,1,1,21,20,5rz9enoyknpg8ji78za5b82p0,0,7.2,16.1,2024-07-19T16:24:23.235Z,2024-07-19T16:24:24Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109049783,140,33.9,5109049785,141,0.0,5109049787,212,30.4,5109049781,56,Back,5109049789,213,5.89,5109049791,1,,5109049779,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837751,149,5,1,21,21,59as3grjvj19voay31j3yfgni,1,64.4,100.9,2024-07-19T16:24:24.223Z,2024-07-19T16:40:42Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5109049869,233,193,5109049861,347,,5109049859,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837743,193,5,1,21,21,5rz9enoyknpg8ji78za5b82p0,0,35.6,-0.9,2024-07-19T16:24:24.223Z,2024-07-19T16:24:27Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5109049875,233,149,5109049807,56,Back,5109049809,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837769,150,1,1,21,33,59as3grjvj19voay31j3yfgni,1,61.9,100.0,2024-07-19T16:24:35.704Z,2024-07-19T19:51:26Z,ajhd3cqclubmexhscpd4w4ez9,Paulinho,,,5109049989,1,,5109049979,140,45.1,5109049983,212,21.5,5109400185,189,,5109049981,141,83.9,5109049985,213,3.75,5109049977,56,Back,5109049975,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837777,151,1,1,21,34,59as3grjvj19voay31j3yfgni,1,45.1,83.9,2024-07-19T16:24:36.937Z,2024-07-19T19:51:28Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5109050029,140,36.7,5109050033,212,23.7,5109050035,213,4.33,5109050031,141,51.6,5109050027,56,Back,5109400229,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837783,152,1,1,21,37,59as3grjvj19voay31j3yfgni,1,36.7,51.6,2024-07-19T16:24:39.960Z,2024-07-19T16:24:42Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5109050087,212,24.4,5109050089,213,1.38,5109050085,141,86.8,5109050081,56,Back,5109050083,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837795,153,1,1,21,39,59as3grjvj19voay31j3yfgni,1,38.4,87.7,2024-07-19T16:24:42.489Z,2024-07-19T16:24:45Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5109050153,140,54.7,5109050151,56,Center,5109050159,213,5.65,5109050157,212,21.2,5109050155,141,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837801,154,3,1,21,42,59as3grjvj19voay31j3yfgni,1,62.0,78.4,2024-07-19T16:24:45.097Z,2024-07-19T19:51:34Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5109050185,233,195,5109050181,56,Center,5109400477,464,,5109050183,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837799,195,45,1,21,42,5rz9enoyknpg8ji78za5b82p0,0,38.0,21.6,2024-07-19T16:24:45.097Z,2024-07-19T16:24:50Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5109050177,56,Back,5109050179,285,,5109050189,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837807,155,1,1,21,46,59as3grjvj19voay31j3yfgni,0,69.7,71.8,2024-07-19T16:24:49.369Z,2024-07-19T19:51:50Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5109050221,213,0.04,5109050219,212,32.9,5109050223,1,,5109050215,140,100.0,5109050217,141,73.5,5109400693,4,,5109050213,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701837809,156,5,1,21,48,59as3grjvj19voay31j3yfgni,0,101.2,77.8,2024-07-19T16:24:50.725Z,2024-07-19T16:40:42Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5109050233,233,196,5109050227,346,,5109050225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
