id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2786021215,1,34,16,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-03-09T11:57:10.951Z,2025-03-09T13:01:12Z,,,,,5568969955,194,6ul2nma4j0a7e2li6wyyrpal1,5568969959,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5568969957,197,21353,5568969951,130,7,5568969947,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5568969949,59,"32, 2, 5, 22, 12, 6, 18, 13, 26, 8, 21, 3, 9, 14, 15, 17, 19, 27, 30, 40",5568969953,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5568969945,30,"15fo180vixn0lb65fujttit3p, 8822s8ns7oyvjqade4oaxzg0l, 5is9bcj143orulo4biogwxzl6, 79b0b6eqck5vn4b3fawxsaok, 6ul2nma4j0a7e2li6wyyrpal1, cw6s5hf1tytvb98vjuosz9r6d, 8gdfn7j6xac9p4jh94hk40jdg, d854rlweyk5wq6d2veyviukq2, deyq3zqd0vwc821ngqldxqor9, b13l1wrb747y9cdc8wqltan6d, bpw4cd5vmghjhelb3uxupmqjt, 5kghds186740jygx97bihh6mt, 39f0bq9uk4etkf75uzu6qyrmy, 6d0lxiep13vdv32bdb0xwyrys, 58o5ram4bf58357786j9jr7kk, 9pnirb3qt48zeui3su8cvu1ka, 6zhj070huc77sl5o5bx6ey5g4, 6miatayfy07pf4og7qc7c7pqs, 5733iw16239m83syv5dm8huj9, 52vwj2s29n7wngablotd7pboq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786022865,1,34,16,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-03-09T12:02:14.702Z,2025-03-09T18:55:54Z,,,,,5568978601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5568978587,30,"b2492j7qzdo7g3ysxz6gq4g5x, 9zhmwx3g0m6xi2oh57g4z35nu, 89xit2bryc0g4yhqina7akjkk, bplpqy3ierwlm12d1f3prue7e, 7zaveckhldl5rieo5ddsqtt2i, ew91bx066dre4xck30vmz10yc, 6wrch4yhbs6utcc0doguj90q, cuufy3ioo1kio56er2cfn0mqc, n2annzbap7hll02zo2v0ccgk, lioz4hr2umpne2bwar18qa96, bb8q9cgqzw9n2tmkl8s3bth0q, 4qo7eu3xwhkpssbuyk4n70fe1, 242y4x99xvpu9zvln5vxoepjp, avtms6bcr8i7qdacuv225evo5, 6f6x6f9iybgp9pmkqati2otn8, 8ngloyr6r0m71p8kgpfe69bvu, 349g9rdismqpb1aarjp011bd, 7h39w16zvj1lbfb0rqr7kvt1x, d8nahz092xxj6muqc24hocp3o, lmrff8mviimc33yyrpjzr2tw",5568978589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5568978593,130,4,5568978591,59,"1, 3, 36, 6, 25, 40, 20, 33, 23, 21, 10, 4, 7, 8, 9, 14, 17, 19, 30, 41",5568978599,197,6293,5568978597,194,b2492j7qzdo7g3ysxz6gq4g5x,5568978595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054167,2,32,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2025-03-09T13:00:43.501Z,2025-03-09T18:43:22Z,,,,,5569141413,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054163,2,32,1,0,0,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2025-03-09T13:00:43.501Z,2025-03-09T13:00:44Z,,,,,5569141391,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054199,3,1,1,0,0,ahnt9ejgwj58ul8auzdvi3czf,1,50.0,50.0,2025-03-09T13:00:43.502Z,2025-03-09T20:11:53Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5569141605,140,56.2,5569141609,141,52.6,5569141617,279,S,5569141615,213,0.27,5569141603,56,Center,5569141613,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054215,4,1,1,0,3,ahnt9ejgwj58ul8auzdvi3czf,1,57.7,50.6,2025-03-09T13:00:47.157Z,2025-03-09T13:31:03Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5569141661,212,15.7,5569141663,213,2.99,5569141655,56,Back,5569141659,141,54.0,5569141657,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054235,5,1,1,0,5,ahnt9ejgwj58ul8auzdvi3czf,1,43.9,53.6,2025-03-09T13:00:49.189Z,2025-03-09T18:58:24Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5569141751,213,0.74,5569141743,56,Back,5569141747,141,60.3,5569141749,212,6.8,5569141745,140,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054281,6,1,1,0,6,ahnt9ejgwj58ul8auzdvi3czf,1,48.1,61.1,2025-03-09T13:00:50.293Z,2025-03-09T18:58:28Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5569141935,213,3.93,5569141931,141,56.6,5569141929,140,45.2,5569141927,56,Back,5569141933,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786081435,301,1,1,0,7,ahnt9ejgwj58ul8auzdvi3czf,1,41.6,60.5,2025-03-09T13:00:50.888Z,2025-03-09T13:31:27Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5569286679,212,15.0,5569286673,56,Back,5569286677,141,78.2,5569286675,140,33.1,5569286681,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054327,7,1,1,0,11,ahnt9ejgwj58ul8auzdvi3czf,1,33.3,69.8,2025-03-09T13:00:54.837Z,2025-03-09T13:00:59Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5569142117,213,1.13,5569142115,212,18.1,5569142111,140,40.7,5569142109,56,Back,5569142113,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054357,8,1,1,0,16,ahnt9ejgwj58ul8auzdvi3czf,1,41.7,93.6,2025-03-09T13:00:59.541Z,2025-03-09T13:42:02Z,89xit2bryc0g4yhqina7akjkk,J. Nielsen,,,5569142313,212,24.0,5569142315,213,4.13,5569142309,140,29.2,5569142307,56,Back,5569142311,141,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054409,9,1,1,0,18,ahnt9ejgwj58ul8auzdvi3czf,1,27.7,66.0,2025-03-09T13:01:01.685Z,2025-03-09T13:01:05Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5569142563,212,22.3,5569142565,213,4.93,5569142559,140,32.3,5569142557,56,Back,5569142561,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054459,10,1,1,0,22,ahnt9ejgwj58ul8auzdvi3czf,1,39.8,36.1,2025-03-09T13:01:05.637Z,2025-03-09T13:01:09Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5569142831,213,1.67,5569142825,140,37.5,5569142829,212,24.0,5569142827,141,71.2,5569142823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054509,11,1,1,0,25,ahnt9ejgwj58ul8auzdvi3czf,1,36.6,70.5,2025-03-09T13:01:08.933Z,2025-03-09T13:01:11Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5569143075,140,37.2,5569143081,212,29.6,5569143073,56,Back,5569143077,141,27.0,5569143085,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054541,12,1,1,0,27,ahnt9ejgwj58ul8auzdvi3czf,1,36.8,26.5,2025-03-09T13:01:11.333Z,2025-03-09T13:01:13Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5569143243,212,20.1,5569143241,141,2.7,5569143245,213,5.35,5569143239,140,48.1,5569143237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054629,13,1,1,0,30,ahnt9ejgwj58ul8auzdvi3czf,1,46.9,3.0,2025-03-09T13:01:13.541Z,2025-03-09T13:01:17Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5569143721,56,Back,5569143725,141,12.3,5569143723,140,33.2,5569143729,213,2.73,5569143727,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054721,14,1,1,0,33,ahnt9ejgwj58ul8auzdvi3czf,1,33.8,24.0,2025-03-09T13:01:17.493Z,2025-03-09T13:01:23Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5569144201,213,1.51,5569144195,140,35.3,5569144193,56,Back,5569144199,212,24.4,5569144197,141,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054775,15,1,1,0,39,ahnt9ejgwj58ul8auzdvi3czf,1,41.7,65.5,2025-03-09T13:01:22.949Z,2025-03-09T13:01:26Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5569144451,141,47.8,5569144455,213,5.17,5569144447,56,Back,5569144449,140,47.4,5569144453,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054829,16,1,1,0,42,ahnt9ejgwj58ul8auzdvi3czf,1,50.4,49.6,2025-03-09T13:01:26.341Z,2025-03-09T13:43:13Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5569144711,56,Back,5569144715,141,72.6,5569144713,140,45.2,5569144719,213,1.91,5569144717,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054859,17,1,1,0,46,ahnt9ejgwj58ul8auzdvi3czf,1,45.2,72.6,2025-03-09T13:01:30.181Z,2025-03-09T13:01:32Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5569144905,141,20.0,5569144911,1,,5569144909,213,4.75,5569144907,212,35.8,5569144901,56,Back,5569144903,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054877,18,1,1,0,48,ahnt9ejgwj58ul8auzdvi3czf,1,53.6,15.4,2025-03-09T13:01:31.973Z,2025-03-09T13:01:34Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5569144957,141,3.9,5569144959,212,15.4,5569144953,56,Right,5569144955,140,66.2,5569144961,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054929,19,1,1,0,50,ahnt9ejgwj58ul8auzdvi3czf,1,68.7,3.2,2025-03-09T13:01:34.213Z,2025-03-09T13:01:39Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5569145271,212,15.0,5569145265,56,Center,5569145269,141,24.9,5569145267,140,71.2,5569145273,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054959,20,1,1,0,55,ahnt9ejgwj58ul8auzdvi3czf,0,71.2,24.9,2025-03-09T13:01:39.061Z,2025-03-09T13:01:53Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5569145403,213,0.02,5569145395,56,Center,5569145399,141,25.9,5569145405,1,,5569145397,140,100.0,5569145401,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054941,3,56,1,0,56,anga7587r1zv4ey71ge9zxol3,1,3.0,73.6,2025-03-09T13:01:39.622Z,2025-03-09T13:02:16Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5569145329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055209,4,5,1,0,56,anga7587r1zv4ey71ge9zxol3,1,-1.2,74.9,2025-03-09T13:01:40.112Z,2025-03-09T13:02:17Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5569146721,56,Back,5569146743,233,21,5569146723,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055139,21,5,1,0,56,ahnt9ejgwj58ul8auzdvi3czf,0,101.2,25.1,2025-03-09T13:01:40.112Z,2025-03-09T14:39:47Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5569146791,233,4,5569146345,346,,5569146343,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055223,5,1,1,1,15,anga7587r1zv4ey71ge9zxol3,1,5.1,61.7,2025-03-09T13:01:59.115Z,2025-03-09T13:02:00Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5569146847,124,,5569146849,56,Back,5569146853,141,52.7,5569146855,212,6.2,5569146857,213,4.58,5569146861,237,,5569146851,140,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055257,6,1,1,1,16,anga7587r1zv4ey71ge9zxol3,1,4.5,49.6,2025-03-09T13:02:00.443Z,2025-03-09T13:02:05Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5569147101,213,4.90,5569147095,140,6.9,5569147099,212,13.3,5569147097,141,30.4,5569147093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055277,7,1,1,1,20,anga7587r1zv4ey71ge9zxol3,1,9.0,23.1,2025-03-09T13:02:04.131Z,2025-03-09T18:59:32Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5570976181,189,,5569147183,140,22.7,5569147189,212,19.8,5569147187,141,3.1,5569147193,213,5.53,5569147181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055303,8,1,1,1,21,anga7587r1zv4ey71ge9zxol3,0,22.7,3.1,2025-03-09T13:02:05.396Z,2025-03-09T13:02:14Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5569147321,140,47.8,5569147319,56,Back,5569147327,213,0.36,5569147323,141,17.6,5569147325,212,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055317,22,8,1,1,25,ahnt9ejgwj58ul8auzdvi3czf,1,54.9,79.4,2025-03-09T13:02:09.125Z,2025-03-09T18:59:44Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5569147379,56,Left,5570977197,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055411,24,1,1,1,28,ahnt9ejgwj58ul8auzdvi3czf,1,46.7,96.8,2025-03-09T13:02:11.831Z,2025-03-09T13:02:15Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5569147815,140,24.0,5569147821,213,3.77,5569147817,141,71.4,5569147819,212,29.4,5569147813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055445,25,1,1,1,32,ahnt9ejgwj58ul8auzdvi3czf,1,23.2,63.5,2025-03-09T13:02:15.749Z,2025-03-09T13:02:18Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5569147993,56,Back,5569148001,213,5.36,5569147999,212,11.8,5569147997,141,49.6,5569147995,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055491,26,1,1,1,34,ahnt9ejgwj58ul8auzdvi3czf,1,35.6,53.3,2025-03-09T13:02:17.893Z,2025-03-09T13:02:20Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5569148243,212,9.6,5569148245,213,0.95,5569148237,56,Back,5569148239,140,40.9,5569148241,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055549,27,1,1,1,37,ahnt9ejgwj58ul8auzdvi3czf,1,40.9,64.8,2025-03-09T13:02:20.821Z,2025-03-09T13:44:15Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5569148573,212,24.2,5569148575,213,0.19,5569148571,141,71.4,5569148567,56,Center,5569148569,140,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055527,9,83,1,1,38,anga7587r1zv4ey71ge9zxol3,0,37.0,27.3,2025-03-09T13:02:22.403Z,2025-03-09T13:02:28Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5569148817,399,bb8q9cgqzw9n2tmkl8s3bth0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055563,28,1,1,1,41,ahnt9ejgwj58ul8auzdvi3czf,0,63.8,72.1,2025-03-09T13:02:25.093Z,2025-03-09T13:02:26Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5569148691,141,100.0,5569148689,140,74.5,5569148687,56,Left,5569148695,213,1.07,5569148693,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055567,10,5,1,1,41,anga7587r1zv4ey71ge9zxol3,1,26.6,-2.0,2025-03-09T13:02:25.468Z,2025-03-09T13:10:28Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5569148703,56,Back,5569148705,347,,5569148747,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055571,29,5,1,1,41,ahnt9ejgwj58ul8auzdvi3czf,0,73.4,102.0,2025-03-09T13:02:25.468Z,2025-03-09T13:10:28Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5569148719,56,Left,5569148721,347,,5569148751,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055843,11,1,1,1,58,anga7587r1zv4ey71ge9zxol3,1,38.2,0.0,2025-03-09T13:02:41.851Z,2025-03-09T13:02:43Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5569150001,212,4.6,5569149991,107,,5569149995,140,36.7,5569150005,213,1.92,5569149997,141,5.0,5569149993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055859,12,1,1,1,59,anga7587r1zv4ey71ge9zxol3,1,36.6,5.3,2025-03-09T13:02:43.035Z,2025-03-09T13:02:44Z,79b0b6eqck5vn4b3fawxsaok,P. Langhoff,,,5569150073,141,1.4,5569150071,140,37.5,5569150069,56,Back,5569150077,213,5.05,5569150075,212,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055867,13,1,1,2,0,anga7587r1zv4ey71ge9zxol3,0,37.7,1.4,2025-03-09T13:02:44.139Z,2025-03-09T13:02:45Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5569150103,56,Back,5569150213,236,,5569150109,212,1.1,5569150107,141,2.0,5569150111,213,2.77,5569150105,140,36.7,5569150215,233,30,5569150219,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055879,30,74,1,2,0,ahnt9ejgwj58ul8auzdvi3czf,1,67.0,96.8,2025-03-09T13:02:44.140Z,2025-03-09T13:30:17Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5569150181,56,Left,5569150183,285,,5569150233,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055927,31,1,1,2,2,ahnt9ejgwj58ul8auzdvi3czf,0,67.0,96.8,2025-03-09T13:02:46.245Z,2025-03-09T13:02:48Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5569150389,1,,5569150387,213,5.29,5569150385,212,27.7,5569150381,140,81.3,5569150377,157,,5569150379,56,Center,5569150383,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055967,14,1,1,2,5,anga7587r1zv4ey71ge9zxol3,1,20.5,37.7,2025-03-09T13:02:49.051Z,2025-03-09T13:02:51Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5569150631,213,2.60,5569150625,140,13.4,5569150629,212,8.7,5569150627,141,44.3,5569150623,56,Back,5569150621,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055977,15,52,1,2,7,anga7587r1zv4ey71ge9zxol3,1,12.7,46.0,2025-03-09T13:02:50.875Z,2025-03-09T19:00:41Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5570981345,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055997,16,1,1,2,7,anga7587r1zv4ey71ge9zxol3,1,12.7,46.0,2025-03-09T13:02:51.099Z,2025-03-09T19:00:49Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5569150801,213,1.08,5569150791,123,,5569150795,140,22.7,5569150799,212,22.2,5569150797,141,74.7,5570981971,287,,5569150793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056015,17,1,1,2,9,anga7587r1zv4ey71ge9zxol3,1,22.7,74.7,2025-03-09T13:02:52.587Z,2025-03-09T13:02:54Z,5is9bcj143orulo4biogwxzl6,L. Lissens,,,5569150981,56,Back,5569150987,212,10.9,5569150989,213,3.78,5569150985,141,65.1,5569150983,140,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056075,18,1,1,2,11,anga7587r1zv4ey71ge9zxol3,1,7.4,58.4,2025-03-09T13:02:54.827Z,2025-03-09T13:02:58Z,cw6s5hf1tytvb98vjuosz9r6d,R. Thelander,,,5569151287,141,21.3,5569151289,212,25.3,5569151285,140,8.7,5569151281,56,Back,5569151291,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056159,19,1,1,2,14,anga7587r1zv4ey71ge9zxol3,1,7.7,18.2,2025-03-09T13:02:58.331Z,2025-03-09T13:03:03Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5569151755,213,5.61,5569151751,141,3.1,5569151747,56,Back,5569151749,140,19.9,5569151753,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056165,20,50,1,2,20,anga7587r1zv4ey71ge9zxol3,1,32.8,4.2,2025-03-09T13:03:03.579Z,2025-03-09T13:03:07Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5569151779,56,Back,5569151951,233,32,5569152009,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056189,32,7,1,2,20,ahnt9ejgwj58ul8auzdvi3czf,0,67.2,95.8,2025-03-09T13:03:03.580Z,2025-03-09T19:01:50Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5569152005,286,,5570984223,389,,5570986123,385,,5569151877,56,Left,5569151917,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056205,21,1,1,2,21,anga7587r1zv4ey71ge9zxol3,1,38.3,9.7,2025-03-09T13:03:04.699Z,2025-03-09T13:03:06Z,8822s8ns7oyvjqade4oaxzg0l,O. Buur,,,5569151981,56,Back,5569151985,141,14.9,5569151989,213,0.80,5569151987,212,5.0,5569151983,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056219,22,1,1,2,22,anga7587r1zv4ey71ge9zxol3,0,41.8,14.9,2025-03-09T13:03:06.075Z,2025-03-09T13:03:07Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5569152055,140,58.2,5569152059,212,18.0,5569152057,141,7.3,5569152053,56,Right,5569152061,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056265,33,8,1,2,27,ahnt9ejgwj58ul8auzdvi3czf,1,36.5,95.4,2025-03-09T13:03:10.869Z,2025-03-09T19:02:02Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5569152325,56,Back,5570986929,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056417,35,1,1,2,34,ahnt9ejgwj58ul8auzdvi3czf,1,30.5,73.7,2025-03-09T13:03:17.508Z,2025-03-09T13:03:21Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5569153159,140,31.7,5569153157,56,Back,5569153165,213,4.76,5569153161,141,31.7,5569153163,212,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056515,36,1,1,2,37,ahnt9ejgwj58ul8auzdvi3czf,1,38.6,30.6,2025-03-09T13:03:21.156Z,2025-03-09T13:03:26Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5569153633,212,20.8,5569153631,141,60.7,5569153629,140,42.3,5569153627,56,Back,5569153635,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056555,37,1,1,2,43,ahnt9ejgwj58ul8auzdvi3czf,1,45.1,50.1,2025-03-09T13:03:26.804Z,2025-03-09T13:47:14Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5569153861,56,Back,5569153865,141,26.8,5569153869,213,4.29,5569153867,212,17.4,5569153863,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056577,38,1,1,2,45,ahnt9ejgwj58ul8auzdvi3czf,1,38.3,26.8,2025-03-09T13:03:28.708Z,2025-03-09T13:03:29Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5569153961,212,8.9,5569153955,56,Back,5569153963,213,0.45,5569153957,140,45.9,5569153959,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056639,39,1,1,2,46,ahnt9ejgwj58ul8auzdvi3czf,1,50.6,35.0,2025-03-09T13:03:29.717Z,2025-03-09T19:02:20Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5569154281,140,87.8,5569154277,157,,5569154279,56,Right,5569154289,1,,5569154287,213,5.84,5569154285,212,43.3,5569154283,141,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
