id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2736555263,1,34,16,0,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-10-20T15:14:58.006Z,2024-10-20T16:00:35Z,,,,,5299700105,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5299700097,30,"c7gwbtdqptxjtu3tn3xctvit, 3361cs2j60yxzy9mir80byqc5, 7sbdudf1vycn8hinw0giakpyi, 5j9d1plbsd5ic01r3ggziutwp, 6rd849oap6uh93wdwjk8590q1, czpstoiy12awqpasz573ckp91, 1902oagnhlo7x9xpumxvg1t78, 5x8064b3yr7txk0czddfjtffu, 3ejggtt1du1cui3wc1f8oqx62, 94560hgwsjkx8qgz48f7gzitw, adg5dfvzxjrzlz1n2jsfeyx3o, a6ham5hnwv62w3tynikyal68l, 33sxiwcjeqcop3ukuok86ujmd, 828b7y3phhpb62srvtrjhtgk4, 7foqorbwhgqjghtxa2nax6kgk, 6gh4z3yubnpypzoakjom1rj3e, bh06w40pwo6dy3cjrw3r2i0ru, d88feog3dgv09oxbzn15xqesq, 5jdkdvxssuc8gvzwwrq5bs76y, 637840asun7f3wo16c5zkhi50",5299979179,194,5j9d1plbsd5ic01r3ggziutwp,5299974931,197,23447,5299700107,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5299700099,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5299700101,59,"16, 22, 23, 6, 12, 4, 8, 7, 15, 24, 25, 1, 5, 9, 11, 17, 18, 20, 26, 31",5299700103,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736557227,1,34,16,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-10-20T15:16:39.990Z,2024-10-20T16:06:56Z,,,,,5299979641,197,24384,5299711593,59,"16, 6, 55, 5, 4, 22, 20, 17, 25, 7, 58, 1, 3, 11, 15, 18, 21, 24, 41, 73",5299711591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5299711589,30,"7yim2aepctujr2m4p20a97755, 8yfw9f74h0yfz51bkxxc8p39x, 8mn8apr6n7t7s6lx4d4vvdnca, arhoud4vfjvmjaf2pkbm6s48a, ddl5g7raihnc9s4u3wetz8v10, a87w6l9zsbahdi4knm1347zs9, e73sexp7kse0wlykdi7xcbg2c, 5cjx2i2perp5vr62en4cyer1m, 10esz9pvzonegry7p78n3ce09, 1sdsqfn743j5tqem8ra7sppn8, 4zrsiizdbzwwkmit3ta0f0dbe, 41ii5y9ebz5e3xhaif9kc8qmt, c3sp1x0shf2b24rl5ike6v0iy, djlyi0ad4x1p0k4thn8n0axw4, 8mcb1hiuk9rzf48cx3vj5i3th, elhmf9cc26ec5p1wnwonuxf4l, 78kzajya12k4sm0ebfl37d6ok, drlp4xtkta08jiu0px6m4ocq2, e64kcio0848bpw39eedbjyd5g, 4fhpb0b8muboggvquj2pvsiqx",5299711597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5299985163,194,a87w6l9zsbahdi4knm1347zs9,5299711599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5299711595,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607065,2,32,1,0,0,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-10-20T16:01:59.059Z,2024-10-20T16:02:01Z,,,,,5299987373,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607051,2,32,1,0,0,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2024-10-20T16:01:59.059Z,2024-10-20T16:01:59Z,,,,,5299987319,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607097,3,1,1,0,0,59as3grjvj19voay31j3yfgni,1,50.2,50.0,2024-10-20T16:01:59.060Z,2024-10-20T16:49:01Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5299987549,213,3.04,5299987551,279,S,5299987547,212,19.1,5299987545,141,52.8,5299987537,56,Back,5299987543,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607151,4,1,1,0,3,59as3grjvj19voay31j3yfgni,0,32.1,52.8,2024-10-20T16:02:02.482Z,2024-10-20T16:02:05Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5299987861,141,12.0,5299987863,212,53.2,5299987855,157,,5299987859,140,75.3,5299987867,1,,5299987857,56,Right,5299987865,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607187,3,1,1,0,6,aljua8crr0vkwit0j3m59jw9j,0,35.4,73.5,2024-10-20T16:02:05.761Z,2024-10-20T16:02:08Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5299988021,3,,5299988023,56,Back,5299988031,213,0.75,5299988027,141,74.5,5299988029,212,1.0,5299988025,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607315,5,2,1,0,11,59as3grjvj19voay31j3yfgni,1,62.7,24.8,2024-10-20T16:02:10.451Z,2024-10-20T16:49:17Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5299988887,7,1sdsqfn743j5tqem8ra7sppn8,5299988781,141,18.4,5299988775,140,72.7,5299988889,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607535,5,1,1,0,25,aljua8crr0vkwit0j3m59jw9j,1,23.1,70.2,2024-10-20T16:02:24.096Z,2024-10-20T16:02:28Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5299990043,140,9.4,5299990055,213,3.80,5299990045,141,53.9,5299990037,56,Back,5299990035,241,,5299990051,212,18.2,5299990033,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607575,6,1,1,0,29,aljua8crr0vkwit0j3m59jw9j,1,12.1,52.4,2024-10-20T16:02:28.831Z,2024-10-20T16:02:31Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5299990327,212,16.5,5299990321,56,Back,5299990323,140,26.7,5299990325,141,43.4,5299990329,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607599,7,1,1,0,32,aljua8crr0vkwit0j3m59jw9j,1,26.7,43.4,2024-10-20T16:02:31.503Z,2024-10-20T16:05:54Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5299990475,212,25.9,5299990471,140,13.5,5299990473,141,11.3,5299990469,56,Back,5299990477,213,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607627,8,1,1,0,34,aljua8crr0vkwit0j3m59jw9j,1,13.0,11.1,2024-10-20T16:02:33.359Z,2024-10-20T16:02:35Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5299990705,213,6.06,5299990693,140,26.0,5299990689,56,Back,5299990697,141,6.5,5299990701,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607659,9,1,1,0,35,aljua8crr0vkwit0j3m59jw9j,1,26.0,6.5,2024-10-20T16:02:34.879Z,2024-10-20T16:02:37Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5299990855,212,9.8,5299990857,213,1.17,5299990853,141,19.8,5299990851,140,29.6,5299990849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607663,10,1,1,0,38,aljua8crr0vkwit0j3m59jw9j,0,28.8,18.9,2024-10-20T16:02:37.215Z,2024-10-20T16:05:41Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5299990879,56,Center,5299990885,212,22.7,5299990883,141,21.9,5299990881,140,50.3,5299990887,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607789,6,1,1,0,40,59as3grjvj19voay31j3yfgni,1,39.2,87.7,2024-10-20T16:02:39.083Z,2024-10-20T16:50:01Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5299991463,56,Left,5299991465,140,62.1,5299991473,1,,5299991467,141,95.5,5299991461,157,,5299991469,212,24.6,5299991471,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736661591,421,1,1,0,41,59as3grjvj19voay31j3yfgni,1,61.4,95.1,2024-10-20T16:02:40.059Z,2024-10-20T16:50:10Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5300288793,212,7.8,5300288789,140,67.4,5300288795,213,5.65,5300288787,56,Left,5300288791,141,88.3,5300288785,168,,5300288783,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607855,8,50,1,0,42,59as3grjvj19voay31j3yfgni,1,71.0,83.0,2024-10-20T16:02:41.483Z,2024-10-20T17:02:57Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5300291429,233,43,5299991851,56,Left,5300290295,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736610433,43,7,1,0,42,aljua8crr0vkwit0j3m59jw9j,1,29.0,17.0,2024-10-20T16:02:41.484Z,2024-10-20T17:02:57Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5300291361,285,,5300291359,56,Back,5300291395,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607843,11,1,1,0,45,aljua8crr0vkwit0j3m59jw9j,1,29.2,16.2,2024-10-20T16:02:44.319Z,2024-10-20T16:05:36Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5299991773,56,Back,5299991775,140,46.3,5299991781,213,6.19,5299991777,141,13.8,5299991779,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607827,7,45,1,0,47,59as3grjvj19voay31j3yfgni,0,56.7,87.2,2024-10-20T16:02:46.595Z,2024-10-20T16:55:19Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5299991921,233,12,5299991683,285,,5299991681,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607861,12,3,1,0,47,aljua8crr0vkwit0j3m59jw9j,1,43.3,12.8,2024-10-20T16:02:46.595Z,2024-10-20T16:55:19Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5299991875,286,,5299991899,233,7,5299991873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607871,13,1,1,0,49,aljua8crr0vkwit0j3m59jw9j,1,45.7,11.9,2024-10-20T16:02:48.735Z,2024-10-20T16:03:15Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5299991951,213,3.29,5299991949,212,13.1,5299991945,140,33.4,5299991943,56,Back,5299991947,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607889,14,1,1,0,50,aljua8crr0vkwit0j3m59jw9j,1,33.5,9.1,2024-10-20T16:02:49.807Z,2024-10-20T16:02:50Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5299992031,56,Back,5299992045,213,3.01,5299992043,212,12.2,5299992039,141,11.4,5299992035,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736607901,15,1,1,0,51,aljua8crr0vkwit0j3m59jw9j,1,22.0,11.4,2024-10-20T16:02:50.736Z,2024-10-20T16:02:51Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5299992147,212,20.4,5299992141,56,Back,5299992149,213,2.08,5299992143,140,12.5,5299992145,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608009,16,1,1,0,52,aljua8crr0vkwit0j3m59jw9j,1,12.5,37.6,2024-10-20T16:02:51.631Z,2024-10-20T16:02:57Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5299992749,141,69.1,5299992751,212,24.1,5299992745,140,23.0,5299992757,213,1.10,5299992739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608061,17,1,1,0,58,aljua8crr0vkwit0j3m59jw9j,1,32.8,79.0,2024-10-20T16:02:57.711Z,2024-10-20T16:03:00Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5299993017,213,0.91,5299993011,140,41.8,5299993015,212,15.4,5299993007,56,Back,5299993013,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608097,18,1,1,1,0,aljua8crr0vkwit0j3m59jw9j,1,39.2,95.4,2024-10-20T16:02:59.983Z,2024-10-20T16:03:01Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5299993183,212,12.5,5299993181,141,88.0,5299993177,56,Back,5299993185,213,3.56,5299993179,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608165,19,1,1,1,2,aljua8crr0vkwit0j3m59jw9j,1,28.3,88.0,2024-10-20T16:03:01.487Z,2024-10-20T16:03:05Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5299993545,140,11.9,5299993553,213,3.90,5299993549,212,23.7,5299993547,141,64.0,5299993543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608209,20,1,1,1,7,aljua8crr0vkwit0j3m59jw9j,1,12.6,66.3,2024-10-20T16:03:06.462Z,2024-10-20T16:03:07Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5299993765,56,Back,5299993773,141,32.1,5299993777,212,23.3,5299993769,140,14.0,5299993781,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608225,21,1,1,1,8,aljua8crr0vkwit0j3m59jw9j,0,14.0,32.1,2024-10-20T16:03:07.806Z,2024-10-20T16:03:09Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5299993889,56,Back,5299993893,141,0.0,5299993891,140,20.4,5299993897,213,5.00,5299993895,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608293,9,5,1,1,10,59as3grjvj19voay31j3yfgni,1,79.8,101.2,2024-10-20T16:03:09.184Z,2024-10-20T16:41:48Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5299994237,56,Left,5299994239,347,,5299994255,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608233,22,5,1,1,10,aljua8crr0vkwit0j3m59jw9j,0,20.2,-1.2,2024-10-20T16:03:09.184Z,2024-10-20T16:03:13Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5299993935,347,,5299993933,56,Back,5299994277,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608699,10,1,1,1,32,59as3grjvj19voay31j3yfgni,0,75.9,100.0,2024-10-20T16:03:31.893Z,2024-10-20T16:03:34Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5299996275,140,94.9,5299996283,1,,5299996273,56,Center,5299996279,212,36.0,5299996277,141,57.3,5299996281,213,5.30,5299996271,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608707,23,12,1,1,35,aljua8crr0vkwit0j3m59jw9j,1,5.1,36.3,2024-10-20T16:03:34.190Z,2024-10-20T16:03:36Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5299996317,141,31.9,5299996319,212,14.2,5299996325,15,,5299996313,56,Back,5299996321,213,6.07,5299996315,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608781,24,1,1,1,37,aljua8crr0vkwit0j3m59jw9j,1,19.4,31.2,2024-10-20T16:03:36.111Z,2024-10-20T16:03:38Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5299996683,141,31.3,5299996681,140,29.7,5299996677,168,,5299996687,213,0.01,5299996679,56,Back,5299996675,3,,5299996685,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608789,25,3,1,1,37,aljua8crr0vkwit0j3m59jw9j,0,35.8,30.2,2024-10-20T16:03:37.058Z,2024-10-20T16:51:46Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5300298005,286,,5299996715,56,Back,5300298001,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736662883,422,7,1,1,38,59as3grjvj19voay31j3yfgni,0,64.2,69.8,2024-10-20T16:03:37.059Z,2024-10-20T16:51:45Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5300296065,56,Center,5300298163,233,25,5300298115,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736663409,477,61,1,1,38,aljua8crr0vkwit0j3m59jw9j,1,32.0,27.0,2024-10-20T16:03:37.159Z,2024-10-20T16:59:44Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5300298815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608841,11,1,1,1,40,59as3grjvj19voay31j3yfgni,0,66.1,68.7,2024-10-20T16:03:39.988Z,2024-10-20T16:03:42Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5299997011,212,41.5,5299997005,56,Center,5299997003,157,,5299997009,141,31.8,5299997013,213,5.63,5299997007,140,97.6,5299997015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736608965,27,1,1,1,49,aljua8crr0vkwit0j3m59jw9j,1,9.2,57.6,2024-10-20T16:03:48.223Z,2024-10-20T16:03:49Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5299997657,140,12.9,5299997665,212,8.7,5299997653,123,,5299997659,141,69.1,5299997655,56,Back,5299997667,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609043,28,1,1,1,50,aljua8crr0vkwit0j3m59jw9j,1,12.8,69.1,2024-10-20T16:03:49.670Z,2024-10-20T16:03:53Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5299998031,212,21.8,5299998033,213,1.13,5299998027,140,21.7,5299998029,141,98.1,5299998025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609177,29,1,1,1,53,aljua8crr0vkwit0j3m59jw9j,1,23.1,94.2,2024-10-20T16:03:53.006Z,2024-10-20T16:04:00Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5299998695,212,32.6,5299998693,141,54.2,5299998689,56,Back,5299998699,1,,5299998697,213,4.13,5299998691,140,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609265,30,1,1,2,0,aljua8crr0vkwit0j3m59jw9j,1,7.9,53.9,2024-10-20T16:03:59.982Z,2024-10-20T16:04:05Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5299999135,212,17.3,5299999129,56,Back,5299999137,213,1.11,5299999133,141,76.7,5299999131,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609331,31,1,1,2,6,aljua8crr0vkwit0j3m59jw9j,1,27.6,86.2,2024-10-20T16:04:05.150Z,2024-10-20T16:04:07Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5299999475,212,16.0,5299999469,56,Back,5299999477,213,6.00,5299999473,141,79.6,5299999471,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609343,32,1,1,2,8,aljua8crr0vkwit0j3m59jw9j,0,42.2,79.6,2024-10-20T16:04:07.806Z,2024-10-20T16:04:08Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5299999539,213,2.32,5299999535,141,84.4,5299999577,156,,5299999537,212,4.5,5299999533,140,39.3,5299999531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609369,13,1,1,2,9,59as3grjvj19voay31j3yfgni,1,67.6,10.9,2024-10-20T16:04:09.044Z,2024-10-20T16:04:09Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5299999675,213,0.53,5299999673,212,4.6,5299999667,56,Right,5299999671,141,14.3,5299999669,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609389,33,83,1,2,10,aljua8crr0vkwit0j3m59jw9j,0,34.5,83.2,2024-10-20T16:04:09.526Z,2024-10-20T16:04:38Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5300000075,399,1sdsqfn743j5tqem8ra7sppn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609393,14,1,1,2,10,59as3grjvj19voay31j3yfgni,1,71.4,14.3,2024-10-20T16:04:09.603Z,2024-10-20T16:04:10Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5299999805,213,4.33,5299999799,140,69.2,5299999801,141,5.8,5299999803,212,6.2,5299999797,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609433,15,1,1,2,11,59as3grjvj19voay31j3yfgni,1,69.2,5.8,2024-10-20T16:04:10.644Z,2024-10-20T16:04:12Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5300000049,212,6.3,5300000051,213,0.74,5300000047,141,12.0,5300000045,140,73.6,5300000043,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609563,16,1,1,2,14,59as3grjvj19voay31j3yfgni,1,75.8,5.8,2024-10-20T16:04:13.940Z,2024-10-20T16:04:18Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5300000665,212,8.9,5300000669,213,2.76,5300000657,56,Right,5300000661,141,10.7,5300000659,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609573,17,50,1,2,17,59as3grjvj19voay31j3yfgni,1,64.8,13.8,2024-10-20T16:04:16.717Z,2024-10-20T16:52:25Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5300000717,286,,5300302339,233,34,5300000713,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609531,34,7,1,2,17,aljua8crr0vkwit0j3m59jw9j,1,35.2,86.2,2024-10-20T16:04:16.718Z,2024-10-20T17:02:58Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5300000731,233,17,5300000531,56,Back,5300000533,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736664085,423,83,1,2,18,59as3grjvj19voay31j3yfgni,0,64.1,37.1,2024-10-20T16:04:17.059Z,2024-10-20T16:52:31Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5300302945,399,3ejggtt1du1cui3wc1f8oqx62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609673,36,1,1,2,22,aljua8crr0vkwit0j3m59jw9j,1,56.3,97.1,2024-10-20T16:04:21.422Z,2024-10-20T16:04:24Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5300001205,141,89.6,5300001211,213,5.73,5300001197,56,Left,5300001201,140,64.1,5300001207,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609785,37,1,1,2,24,aljua8crr0vkwit0j3m59jw9j,1,70.3,88.0,2024-10-20T16:04:23.902Z,2024-10-20T16:04:29Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5300001837,140,93.0,5300001833,56,Left,5300001839,141,94.2,5300001843,213,0.18,5300001841,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609787,38,50,1,2,30,aljua8crr0vkwit0j3m59jw9j,1,92.4,93.8,2024-10-20T16:04:29.837Z,2024-10-20T17:02:58Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5300002105,233,18,5300001851,286,,5300001849,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609817,18,7,1,2,30,59as3grjvj19voay31j3yfgni,1,7.6,6.2,2024-10-20T16:04:29.838Z,2024-10-20T17:02:58Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5300001979,285,,5300001977,56,Back,5300002073,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609887,20,1,1,2,32,59as3grjvj19voay31j3yfgni,1,9.2,8.6,2024-10-20T16:04:31.940Z,2024-10-20T16:04:35Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5300002393,56,Back,5300002395,140,8.8,5300002397,141,26.8,5300002401,213,1.60,5300002399,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609901,21,1,1,2,36,59as3grjvj19voay31j3yfgni,1,8.8,26.8,2024-10-20T16:04:35.828Z,2024-10-20T16:52:52Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5300002469,157,,5300002477,212,34.3,5300002481,1,,5300002471,56,Back,5300002479,213,0.04,5300002473,140,41.4,5300002475,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609921,22,1,1,2,37,59as3grjvj19voay31j3yfgni,0,41.4,28.6,2024-10-20T16:04:36.947Z,2024-10-20T16:04:37Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5300002567,212,8.6,5300002563,140,34.1,5300002561,56,Back,5300002559,3,,5300002565,141,22.8,5300002569,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609971,40,1,1,2,40,aljua8crr0vkwit0j3m59jw9j,1,69.5,84.2,2024-10-20T16:04:39.710Z,2024-10-20T16:04:40Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5300002867,56,Center,5300002869,140,64.7,5300002871,141,69.6,5300002875,213,4.24,5300002873,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736609987,41,1,1,2,41,aljua8crr0vkwit0j3m59jw9j,1,64.6,69.6,2024-10-20T16:04:40.830Z,2024-10-20T16:04:42Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5300002989,213,5.36,5300002981,56,Center,5300002987,212,13.3,5300002985,141,54.0,5300002983,140,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
