id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2736648939,408,5,1,37,16,aljua8crr0vkwit0j3m59jw9j,0,19.4,101.7,2024-10-20T16:39:15.608Z,2024-10-20T16:41:59Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5300218697,347,,5300218695,56,Back,5300219065,233,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736649471,355,1,1,37,42,59as3grjvj19voay31j3yfgni,1,73.6,0.0,2024-10-20T16:39:41.193Z,2024-10-20T16:39:42Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5300221619,213,1.95,5300221617,212,11.6,5300221611,56,Right,5300221615,141,14.0,5300221613,140,69.5,5300221609,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736649523,356,1,1,37,42,59as3grjvj19voay31j3yfgni,1,69.5,14.0,2024-10-20T16:39:41.928Z,2024-10-20T16:39:43Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5300221835,213,5.78,5300221829,140,80.4,5300221831,141,4.7,5300221833,212,13.1,5300221827,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736649601,357,1,1,37,44,59as3grjvj19voay31j3yfgni,1,79.8,6.7,2024-10-20T16:39:43.768Z,2024-10-20T16:41:01Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,1.0,,5300222227,140,97.4,5300222235,212,22.1,5300230775,154,,5300222231,141,24.4,5300222239,213,0.58,5300222225,56,Center,5300230773,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736649609,358,13,1,37,48,59as3grjvj19voay31j3yfgni,1,97.4,24.4,2024-10-20T16:39:47.112Z,2024-10-20T18:24:11Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5300230849,231,45.8,5300230833,102,98.5,5300230835,103,5.6,5300230841,153,,5300230829,55,357,5300222277,56,Center,5300222275,62,,5300222567,20,,5300230827,154,5300230847,230,5300230823,73,,5300230845,147,96.4,5300230843,146,5300230825,29,5300230819,160,,,,,99.7,,,98.8,,,,
2736649633,359,5,1,37,50,59as3grjvj19voay31j3yfgni,0,91.6,101.0,2024-10-20T16:39:49.689Z,2024-10-20T16:40:29Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5300224705,233,409,5300222419,56,Left,5300227225,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650031,409,5,1,37,50,aljua8crr0vkwit0j3m59jw9j,1,8.4,-1.0,2024-10-20T16:39:49.689Z,2024-10-20T16:41:59Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5300227251,347,,5300224595,56,Back,5300224655,233,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650077,410,1,1,38,9,aljua8crr0vkwit0j3m59jw9j,0,6.3,0.0,2024-10-20T16:40:08.935Z,2024-10-20T16:54:35Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5300224825,213,1.97,5300224819,141,8.2,5300224807,56,Back,5300224799,107,,5300224811,140,3.6,5300224823,212,7.4,5300228473,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650099,360,44,1,38,9,59as3grjvj19voay31j3yfgni,1,64.2,62.4,2024-10-20T16:40:09.058Z,2024-10-20T16:55:06Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5300224919,56,Center,5300224921,286,,5300313679,233,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736665989,480,44,1,38,10,aljua8crr0vkwit0j3m59jw9j,0,35.8,37.6,2024-10-20T16:40:09.059Z,2024-10-20T16:55:07Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5300313583,56,Back,5300313585,285,,5300313715,233,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650085,411,1,1,38,11,aljua8crr0vkwit0j3m59jw9j,0,6.3,11.7,2024-10-20T16:40:10.439Z,2024-10-20T16:40:43Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5300224853,1,,5300224845,140,31.3,5300224843,56,Back,5300228631,189,,5300224849,212,31.5,5300224851,213,0.59,5300224841,157,,5300224847,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650125,361,1,1,38,11,59as3grjvj19voay31j3yfgni,0,66.6,61.4,2024-10-20T16:40:10.889Z,2024-10-20T16:40:11Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5300225047,3,,5300225055,212,14.0,5300225049,56,Center,5300225053,141,68.7,5300225051,140,79.1,5300225057,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650215,412,1,1,38,13,aljua8crr0vkwit0j3m59jw9j,1,17.4,14.4,2024-10-20T16:40:12.423Z,2024-10-20T16:40:15Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5300225535,212,13.9,5300225525,56,Back,5300225529,140,29.6,5300225537,213,0.40,5300225517,3,,5300225533,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650223,413,1,1,38,16,aljua8crr0vkwit0j3m59jw9j,0,29.6,22.4,2024-10-20T16:40:15.255Z,2024-10-20T16:40:15Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5300225595,140,64.4,5300225603,1,,5300225593,56,Right,5300225599,212,36.6,5300225601,213,6.22,5300225597,141,19.2,5300225591,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650321,363,1,1,38,19,59as3grjvj19voay31j3yfgni,1,38.4,82.9,2024-10-20T16:40:18.601Z,2024-10-20T16:40:20Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5300226175,140,46.7,5300226173,56,Back,5300226179,212,12.7,5300226177,141,69.4,5300226181,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650397,364,1,1,38,21,59as3grjvj19voay31j3yfgni,0,46.8,67.8,2024-10-20T16:40:20.136Z,2024-10-20T16:40:24Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5300226617,1,,5300226605,155,,5300226613,212,52.1,5300226611,141,72.9,5300226609,140,96.3,5300226615,213,0.07,5300226607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650423,414,12,1,38,25,aljua8crr0vkwit0j3m59jw9j,1,4.2,25.5,2024-10-20T16:40:24.870Z,2024-10-20T16:40:26Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5300226753,212,17.9,5300226843,167,,5300226755,213,4.68,5300226751,141,0.0,5300226749,140,3.7,5300226747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650509,365,5,1,38,26,59as3grjvj19voay31j3yfgni,1,94.4,101.0,2024-10-20T16:40:25.432Z,2024-10-20T16:41:59Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5300227285,233,415,5300227211,347,,5300227209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736650437,415,5,1,38,26,aljua8crr0vkwit0j3m59jw9j,0,5.6,-1.0,2024-10-20T16:40:25.432Z,2024-10-20T16:41:59Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5300226817,347,,5300226813,56,Back,5300227307,233,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736651417,366,1,1,39,8,59as3grjvj19voay31j3yfgni,0,90.2,100.0,2024-10-20T16:41:08.009Z,2024-10-20T16:41:10Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5300232021,141,57.5,5300232027,1,,5300232015,107,,5300232023,212,29.9,5300232017,56,Center,5300232025,213,4.81,5300232019,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736651439,416,12,1,39,11,aljua8crr0vkwit0j3m59jw9j,1,7.1,39.1,2024-10-20T16:41:10.278Z,2024-10-20T16:41:26Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5300232137,56,Back,5300232201,15,,5300232147,213,5.70,5300232139,140,27.2,5300232141,141,18.6,5300232143,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736651703,367,1,1,39,16,59as3grjvj19voay31j3yfgni,1,58.1,82.1,2024-10-20T16:41:15.545Z,2024-10-20T16:41:22Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5300233715,140,32.1,5300233721,213,3.83,5300233713,56,Back,5300233719,212,35.2,5300233723,1,,5300233717,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736651763,368,1,1,39,23,59as3grjvj19voay31j3yfgni,0,33.6,43.6,2024-10-20T16:41:22.553Z,2024-10-20T16:41:25Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5300234025,1,,5300234019,141,7.4,5300234023,213,5.76,5300234017,140,74.5,5300234015,56,Right,5300234021,212,49.5,5300234013,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736651863,417,1,1,39,27,aljua8crr0vkwit0j3m59jw9j,1,30.6,92.0,2024-10-20T16:41:26.229Z,2024-10-20T16:41:28Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5300234491,213,0.36,5300234485,140,42.4,5300234483,56,Back,5300234489,212,13.2,5300234487,141,98.9,5300234481,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736651893,418,1,1,39,29,aljua8crr0vkwit0j3m59jw9j,1,42.4,98.9,2024-10-20T16:41:28.134Z,2024-10-20T16:41:29Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5300234675,212,12.3,5300234677,213,3.33,5300234669,56,Back,5300234671,140,30.9,5300234673,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652061,420,1,1,39,31,aljua8crr0vkwit0j3m59jw9j,1,32.9,95.9,2024-10-20T16:41:30.503Z,2024-10-20T16:41:36Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5300235571,141,51.2,5300235569,140,34.8,5300235567,56,Back,5300235573,212,30.5,5300235575,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652145,421,1,1,39,36,aljua8crr0vkwit0j3m59jw9j,1,28.5,42.2,2024-10-20T16:41:35.958Z,2024-10-20T16:41:40Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5300236055,212,37.3,5300236063,1,,5300236053,141,4.4,5300236045,155,,5300236047,56,Right,5300236059,213,5.52,5300236049,140,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652163,422,1,1,39,41,aljua8crr0vkwit0j3m59jw9j,0,47.4,3.7,2024-10-20T16:41:40.101Z,2024-10-20T16:41:45Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5300236149,140,45.9,5300236151,141,8.8,5300236153,212,3.8,5300236145,56,Back,5300236703,286,,5300236697,236,,5300236155,213,2.00,5300236699,233,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652263,369,74,1,39,41,59as3grjvj19voay31j3yfgni,1,60.4,95.0,2024-10-20T16:41:40.102Z,2024-10-20T16:54:06Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5300236631,56,Left,5300236633,285,,5300236785,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652319,370,5,1,39,42,59as3grjvj19voay31j3yfgni,0,56.6,101.4,2024-10-20T16:41:41.685Z,2024-10-20T16:42:00Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5300237015,233,423,5300236959,56,Left,5300236961,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652249,423,5,1,39,42,aljua8crr0vkwit0j3m59jw9j,1,43.4,-1.4,2024-10-20T16:41:41.685Z,2024-10-20T16:42:00Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5300236591,347,,5300236589,56,Back,5300236979,233,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652391,424,1,1,39,46,aljua8crr0vkwit0j3m59jw9j,1,46.2,0.0,2024-10-20T16:41:45.429Z,2024-10-20T16:41:49Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5300237351,212,21.0,5300237349,141,11.7,5300237347,140,28.1,5300237345,56,Back,5300237353,213,2.71,5300237343,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652523,425,1,1,39,50,aljua8crr0vkwit0j3m59jw9j,1,31.1,20.0,2024-10-20T16:41:49.414Z,2024-10-20T16:41:55Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5300237983,56,Back,5300237987,141,63.6,5300237993,213,1.82,5300237991,212,30.6,5300237985,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652603,426,1,1,39,56,aljua8crr0vkwit0j3m59jw9j,1,38.0,65.7,2024-10-20T16:41:55.269Z,2024-10-20T16:41:59Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5300238405,213,5.40,5300238395,155,,5300238403,212,46.4,5300238397,56,Right,5300238407,1,,5300238399,140,66.2,5300238401,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652697,427,1,1,39,59,aljua8crr0vkwit0j3m59jw9j,1,66.2,13.2,2024-10-20T16:41:58.501Z,2024-10-20T16:42:03Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5300238905,140,80.8,5300238911,213,0.23,5300238903,56,Right,5300238909,212,15.7,5300238907,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652727,428,1,1,40,4,aljua8crr0vkwit0j3m59jw9j,0,96.4,26.7,2024-10-20T16:42:03.061Z,2024-10-20T16:42:04Z,adg5dfvzxjrzlz1n2jsfeyx3o,M. Agger,,,5300239029,56,Center,5300239035,212,8.5,5300239033,141,38.2,5300239031,140,93.3,5300239037,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652739,371,8,1,40,4,59as3grjvj19voay31j3yfgni,1,7.1,63.0,2024-10-20T16:42:04.017Z,2024-10-20T16:42:12Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5300239093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652815,372,10,1,40,5,59as3grjvj19voay31j3yfgni,1,2.9,53.0,2024-10-20T16:42:04.698Z,2024-10-20T16:54:01Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5300310885,139,,5300239615,173,,5300239619,182,,5300239621,56,Back,5300239617,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652793,429,1,1,40,6,aljua8crr0vkwit0j3m59jw9j,1,93.6,47.9,2024-10-20T16:42:05.877Z,2024-10-20T16:43:11Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,1.0,5300246095,22,,5300239445,141,54.2,5300246093,154,,5300239443,140,95.7,5300239449,213,1.10,5300246091,210,16,5300239441,56,Center,5300239447,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736652797,430,16,1,40,7,aljua8crr0vkwit0j3m59jw9j,1,96.0,55.0,2024-10-20T16:42:06.877Z,2024-10-20T16:43:31Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5300239477,16,,5300244549,72,,5300246161,102,53.5,5300246169,230,99.0,5300246149,29,,5300244561,375,40:07.494,5300239473,22,,5300244557,374,2024-10-20 17:42:06.553,5300239479,56,5300246171,231,5300246157,55,429,5300246163,103,13.9,5300246145,76,5300246165,136,5300246153,154,,,,,52.5,,Center,,,,,
2736654235,373,1,1,41,28,59as3grjvj19voay31j3yfgni,1,50.2,50.1,2024-10-20T16:43:27.323Z,2024-10-20T16:43:39Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5300248323,279,G,5300248317,141,52.5,5300248319,212,15.8,5300248321,213,3.04,5300248313,56,Back,5300249005,189,,5300248315,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654289,374,1,1,41,29,59as3grjvj19voay31j3yfgni,1,36.2,52.5,2024-10-20T16:43:28.155Z,2024-10-20T16:43:41Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5300249153,189,,5300248593,140,71.4,5300248589,157,,5300248595,141,16.1,5300248601,1,,5300248597,212,44.5,5300248591,56,Right,5300248599,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654269,431,4,1,41,34,aljua8crr0vkwit0j3m59jw9j,1,30.1,82.8,2024-10-20T16:43:33.108Z,2024-10-20T16:53:28Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5300248681,56,Back,5300248987,189,,5300248687,285,,5300248679,13,,5300248683,152,,5300248773,233,375,5300248685,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654297,375,4,1,41,34,59as3grjvj19voay31j3yfgni,0,69.9,17.2,2024-10-20T16:43:33.109Z,2024-10-20T18:36:30Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5300248725,152,,5300248865,233,431,5300248731,286,,5300792545,189,,5300248723,56,Right,5300248729,265,,5300248721,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654673,432,1,1,41,50,aljua8crr0vkwit0j3m59jw9j,1,36.1,77.6,2024-10-20T16:43:49.828Z,2024-10-20T16:43:54Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5300250879,152,,5300250889,213,3.50,5300250881,56,Back,5300250877,5,,5300250887,212,18.0,5300250885,141,68.4,5300250883,140,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654687,433,1,1,41,54,aljua8crr0vkwit0j3m59jw9j,1,19.7,69.0,2024-10-20T16:43:53.988Z,2024-10-20T16:43:54Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5300250967,212,18.3,5300250963,140,28.5,5300250961,56,Back,5300250969,213,1.04,5300250965,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654753,434,1,1,41,55,aljua8crr0vkwit0j3m59jw9j,1,27.1,93.2,2024-10-20T16:43:54.820Z,2024-10-20T16:43:57Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5300251339,213,4.02,5300251331,56,Back,5300251337,212,33.5,5300251341,1,,5300251335,141,55.4,5300251333,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654799,435,1,1,41,58,aljua8crr0vkwit0j3m59jw9j,1,6.4,55.2,2024-10-20T16:43:57.797Z,2024-10-20T16:44:00Z,c7gwbtdqptxjtu3tn3xctvit,J. Busk,,,5300251563,140,10.2,5300251561,56,Back,5300251567,212,22.5,5300251569,213,4.89,5300251565,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654827,436,1,1,42,1,aljua8crr0vkwit0j3m59jw9j,1,7.4,17.3,2024-10-20T16:44:00.484Z,2024-10-20T16:44:02Z,6rd849oap6uh93wdwjk8590q1,M. Soulas,,,5300251763,56,Back,5300251765,140,11.2,5300251767,141,4.6,5300251771,213,5.15,5300251769,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654871,437,1,1,42,3,aljua8crr0vkwit0j3m59jw9j,1,11.0,5.2,2024-10-20T16:44:02.196Z,2024-10-20T16:44:05Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5300252033,140,27.5,5300252031,56,Back,5300252037,212,17.3,5300252035,141,5.3,5300252039,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654881,438,1,1,42,5,aljua8crr0vkwit0j3m59jw9j,0,27.5,5.3,2024-10-20T16:44:04.980Z,2024-10-20T16:44:05Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5300252091,56,Right,5300252093,140,56.2,5300252097,212,30.5,5300252095,141,12.6,5300252099,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654901,376,61,1,42,7,59as3grjvj19voay31j3yfgni,1,40.5,90.9,2024-10-20T16:44:06.902Z,2024-10-20T16:44:07Z,8mn8apr6n7t7s6lx4d4vvdnca,V. Bak Jensen,,,5300252213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736654997,378,1,1,42,10,59as3grjvj19voay31j3yfgni,1,57.8,91.2,2024-10-20T16:44:09.851Z,2024-10-20T16:59:25Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5300252695,141,69.7,5300252699,212,17.4,5300252707,213,5.28,5300252691,56,Center,5300252693,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655125,379,1,1,42,12,59as3grjvj19voay31j3yfgni,1,68.6,71.1,2024-10-20T16:44:12.058Z,2024-10-20T16:44:19Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5300253333,56,Left,5300253343,212,15.3,5300253339,141,87.1,5300253347,213,0.79,5300253335,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655067,439,83,1,42,13,aljua8crr0vkwit0j3m59jw9j,0,47.2,11.3,2024-10-20T16:44:12.115Z,2024-10-20T16:44:25Z,5x8064b3yr7txk0czddfjtffu,S. Emini,,,5300254051,399,4zrsiizdbzwwkmit3ta0f0dbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655131,380,1,1,42,20,59as3grjvj19voay31j3yfgni,1,87.4,76.7,2024-10-20T16:44:19.483Z,2024-10-20T16:44:22Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5300253391,141,66.7,5300253393,212,11.5,5300253389,140,78.6,5300253387,56,Center,5300253395,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655201,381,1,1,42,22,59as3grjvj19voay31j3yfgni,0,79.7,66.3,2024-10-20T16:44:21.883Z,2024-10-20T16:44:23Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5300253805,213,5.57,5300253795,155,,5300253799,140,92.0,5300253797,56,Center,5300253801,141,49.9,5300253803,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655223,440,12,1,42,24,aljua8crr0vkwit0j3m59jw9j,1,8.5,53.6,2024-10-20T16:44:23.571Z,2024-10-20T16:44:25Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5300253901,56,Back,5300253913,213,0.50,5300253909,212,3.8,5300253919,15,,5300253903,140,11.7,5300253905,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655237,382,15,1,42,25,59as3grjvj19voay31j3yfgni,1,86.8,49.1,2024-10-20T16:44:24.635Z,2024-10-20T16:44:42Z,e73sexp7kse0wlykdi7xcbg2c,V. Byskov,,,5300255559,233,441,5300255515,102,48.7,5300255529,230,98.5,5300255521,328,,5300255513,78,,5300255271,82,,5300255517,103,19,5300255267,20,,5300254037,56,5300255527,147,5300255525,146,92.7,5300254033,22,,5300255519,108,5300255531,231,5300255523,458,,5300254035,17,,48.9,49.6,Center,,,,,
2736655247,441,10,1,42,25,aljua8crr0vkwit0j3m59jw9j,1,7.3,51.1,2024-10-20T16:44:24.735Z,2024-10-20T16:48:37Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5300254115,56,Back,5300255609,233,382,5300254111,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655271,442,12,1,42,27,aljua8crr0vkwit0j3m59jw9j,1,9.9,55.7,2024-10-20T16:44:26.821Z,2024-10-20T16:44:30Z,czpstoiy12awqpasz573ckp91,D. Grétarsson,,,5300254249,140,22.8,5300254251,141,79.1,5300254305,15,,5300254247,56,Back,5300254255,212,20.9,5300254259,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655363,444,61,1,42,33,aljua8crr0vkwit0j3m59jw9j,0,13.1,98.9,2024-10-20T16:44:32.404Z,2024-10-20T16:44:48Z,94560hgwsjkx8qgz48f7gzitw,O. Hyseni,,,5300254711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655405,384,3,1,42,35,59as3grjvj19voay31j3yfgni,0,93.8,8.2,2024-10-20T16:44:35.019Z,2024-10-20T16:44:39Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5300254931,286,,5300255073,233,445,5300254929,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655425,445,7,1,42,35,aljua8crr0vkwit0j3m59jw9j,1,6.2,91.8,2024-10-20T16:44:35.020Z,2024-10-20T16:44:38Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5300255033,233,384,5300255017,285,,5300255013,167,,5300255015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655469,385,5,1,42,36,59as3grjvj19voay31j3yfgni,1,88.3,-1.3,2024-10-20T16:44:36.051Z,2024-10-20T16:53:24Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5300255241,347,,5300255239,56,Right,5300255355,233,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655489,446,5,1,42,36,aljua8crr0vkwit0j3m59jw9j,0,11.7,101.3,2024-10-20T16:44:36.051Z,2024-10-20T16:53:25Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5300255319,56,Back,5300255361,233,385,5300255321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736655825,386,1,1,42,57,59as3grjvj19voay31j3yfgni,1,85.4,0.0,2024-10-20T16:44:56.091Z,2024-10-20T16:44:58Z,a87w6l9zsbahdi4knm1347zs9,M. Bech,,,5300257259,212,14.3,5300257251,140,72.7,5300257239,107,,5300257255,141,6.5,5300257263,213,2.77,5300257245,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
