id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2711024191,1,34,16,0,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-08-19T15:56:24.951Z,2024-08-19T16:56:54Z,,,,,5160051503,194,3sadup8mjwu4dc96wz6lmixn9,5159972161,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5159972163,59,"1, 2, 11, 19, 5, 3, 8, 7, 9, 31, 6, 10, 18, 22, 23, 24, 26, 29, 33, 40",5159972159,30,"1h31bvtbae4q0edlp0u672hn9, aswmi1pnkzkvkexp8ngief6j9, 4vmgmzg2004twoc39sk7zkzqh, cgkvw4q8ddcjl0po181upzwx6, 6my7s0ezr6jldotm1w6nk7b9x, e9lrzsiy94y46h62rnawi3sgl, 61sojkdsmaz9hbwaskt4rws15, 43q9ytkbmtk5y3tgv77v7pmg9, 3sadup8mjwu4dc96wz6lmixn9, 3uytpqx0e0jr6zgbfl1znsm7e, 8og8nxbkcb63van4llvpkbe8l, bxea3tj0tpi7zmf6k5jtut889, efubck8twu1elbhlomltnjjtg, 5f4qlbohzja204gxm9tkiekq2, 5lssweodhkyifhj333v6f6r6c, em0yawcqyqwf53hbj0zlz4duc, 3gemcjqban843su9c9y5l2sk4, ca1b5707pdpx0ucug40ggnahh, 9delpquqv81o7ftrgefb0wpp0, 3l3v5wj4c7vtqqwu05b526590",5160051331,197,14750,5159972169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5159972167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5159972165,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711024631,1,34,16,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-08-19T15:59:54.568Z,2024-08-19T16:59:58Z,,,,,5159974681,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5159974673,30,"53y263xxfdf1itytiqhg3v6c5, 9s85lkd1qi525r4horgbtostl, 6xjbcik3a56d0vqy4vrq5eokp, 7hukebiijqntuvetwzralzuju, 6ylzm57bvpufg3cenadtv7qhh, 1ykl08k2c2kwxukw0gvslf6qd, 7uia9zlz3axnuc6usdn9u4kfe, 2anc9ug5nr25khmtcc4id2pxx, babnrlnt04mal0268p9dxas8a, 1hbucfyn2l3bxcw5r4zcb1dlg, 94hei5v2f93ga4b0iwxxisbu1, 32ohywx3gs0u6bqm4z59wxmmt, 1yqlkot5sh85ot3eemo67djv9, 22zuxw8lez5w4vjd8spzzysyc, 3ylgelxr6ssp42hidfnchqp2i, 7rtrg77m3xozgfhu3p2ihfey2, 9yiz575rldkwu7icgqwk1qmdx, 1k9g7x8jwhzcpx8bc5ji7og0k, 6c2isptqoy4cq5c8rlr9s1roq, 6uvp2evoo07gv5rc5ht2l012i",5159974683,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5160052461,197,12608,5160053251,194,7hukebiijqntuvetwzralzuju,5159974679,130,17,5159974677,59,"1, 25, 38, 4, 14, 13, 34, 5, 9, 37, 17, 3, 7, 8, 10, 11, 18, 24, 59, 71",5159974675,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038331,2,32,1,0,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2024-08-19T17:00:31.498Z,2024-08-19T19:19:15Z,,,,,5160053589,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038333,2,32,1,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2024-08-19T17:00:31.498Z,2024-08-19T17:00:32Z,,,,,5160053595,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038337,3,1,1,0,0,5rz9enoyknpg8ji78za5b82p0,1,49.8,49.9,2024-08-19T17:00:31.499Z,2024-08-19T17:07:10Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5160053629,278,,5160053619,140,54.1,5160053625,213,5.91,5160053617,56,Center,5160053627,279,S,5160053621,141,47.3,5160053623,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038341,4,1,1,0,7,5rz9enoyknpg8ji78za5b82p0,1,54.6,50.9,2024-08-19T17:00:38.606Z,2024-08-19T17:07:11Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5160053643,56,Left,5160053647,141,92.1,5160053653,1,,5160053645,140,73.6,5160053651,213,0.95,5160053649,212,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038343,5,1,1,0,8,5rz9enoyknpg8ji78za5b82p0,1,73.6,92.1,2024-08-19T17:00:39.741Z,2024-08-19T17:00:40Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5160053657,56,Left,5160053661,141,82.3,5160053663,212,7.1,5160053659,140,75.9,5160053665,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038349,6,1,1,0,8,5rz9enoyknpg8ji78za5b82p0,1,75.9,82.3,2024-08-19T17:00:40.364Z,2024-08-19T18:00:01Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5160053691,140,59.6,5160053693,141,92.0,5160053689,56,Left,5160202543,156,,5160053697,213,2.77,5160053695,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038351,7,1,1,0,10,5rz9enoyknpg8ji78za5b82p0,1,59.6,92.0,2024-08-19T17:00:42.157Z,2024-08-19T17:00:44Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5160053707,140,70.4,5160053713,213,0.13,5160053705,56,Left,5160053711,212,11.4,5160053709,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038361,8,1,1,0,12,5rz9enoyknpg8ji78za5b82p0,0,70.4,94.2,2024-08-19T17:00:44.284Z,2024-08-19T17:00:48Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5160053763,213,5.31,5160053759,141,42.4,5160053757,140,93.0,5160053755,56,Center,5160053761,212,42.5,5160053833,233,3,5160053751,2,,5160053765,1,,5160053753,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038371,3,11,1,0,16,c165yjiny1qnmfdvefxvflnkc,1,6.1,51.6,2024-08-19T17:00:47.859Z,2024-08-19T17:00:48Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5160053807,88,,5160053805,56,Back,5160053839,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038395,4,1,1,0,24,c165yjiny1qnmfdvefxvflnkc,1,12.2,51.6,2024-08-19T17:00:55.502Z,2024-08-19T17:00:57Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5160053943,212,15.0,5160053941,141,73.5,5160053935,123,,5160053945,213,1.47,5160053937,56,Back,5160053939,140,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038397,5,1,1,0,25,c165yjiny1qnmfdvefxvflnkc,1,13.7,74.3,2024-08-19T17:00:57.133Z,2024-08-19T17:01:00Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5160053989,213,4.24,5160053987,212,16.3,5160053985,141,53.0,5160053981,56,Back,5160053983,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038403,6,1,1,0,28,c165yjiny1qnmfdvefxvflnkc,1,5.4,51.2,2024-08-19T17:00:59.998Z,2024-08-19T17:01:03Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5160054041,141,15.4,5160054043,212,24.4,5160054039,140,7.4,5160054045,213,4.80,5160054037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038405,7,1,1,0,32,c165yjiny1qnmfdvefxvflnkc,0,7.4,15.4,2024-08-19T17:01:03.630Z,2024-08-19T17:01:40Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5160054063,1,,5160054059,212,33.1,5160054057,141,0.0,5160054061,213,5.92,5160054055,140,36.8,5160054051,157,,5160054053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038407,8,5,1,0,34,c165yjiny1qnmfdvefxvflnkc,0,39.8,-1.7000000000000002,2024-08-19T17:01:05.692Z,2024-08-19T17:47:16Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5160054161,233,9,5160054065,56,Back,5160054067,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038417,9,5,1,0,34,5rz9enoyknpg8ji78za5b82p0,1,60.2,101.7,2024-08-19T17:01:05.692Z,2024-08-19T17:47:16Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5160054149,56,Left,5160054151,347,,5160054153,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038421,10,1,1,0,41,5rz9enoyknpg8ji78za5b82p0,1,62.6,100.0,2024-08-19T17:01:12.957Z,2024-08-19T17:01:14Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5160054179,140,59.9,5160054175,107,,5160054177,56,Left,5160054185,213,4.42,5160054181,141,88.0,5160054183,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038447,11,1,1,0,42,5rz9enoyknpg8ji78za5b82p0,1,59.9,88.0,2024-08-19T17:01:13.757Z,2024-08-19T17:01:20Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5160054319,212,4.5,5160054315,140,60.5,5160054317,141,94.5,5160054321,213,1.43,5160054313,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038457,12,1,1,0,49,5rz9enoyknpg8ji78za5b82p0,1,59.5,93.8,2024-08-19T17:01:20.876Z,2024-08-19T18:00:17Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5160054383,213,4.01,5160054381,212,34.2,5160054377,140,38.4,5160202961,189,,5160054385,1,,5160054375,56,Back,5160054379,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038461,13,1,1,0,50,5rz9enoyknpg8ji78za5b82p0,1,38.4,55.5,2024-08-19T17:01:22.060Z,2024-08-19T17:01:23Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5160054409,212,25.1,5160054411,213,4.83,5160054405,140,41.1,5160054403,56,Back,5160054407,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038467,14,1,1,0,51,5rz9enoyknpg8ji78za5b82p0,1,41.1,18.8,2024-08-19T17:01:23.100Z,2024-08-19T17:01:24Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5160054443,141,39.7,5160054441,140,28.9,5160054447,213,2.30,5160054445,212,19.1,5160054439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038477,15,1,1,0,53,5rz9enoyknpg8ji78za5b82p0,1,28.9,39.7,2024-08-19T17:01:24.604Z,2024-08-19T17:01:27Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5160054501,212,22.0,5160054495,56,Back,5160054497,140,29.8,5160054499,141,72.0,5160054503,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038489,16,1,1,0,56,5rz9enoyknpg8ji78za5b82p0,1,31.5,71.7,2024-08-19T17:01:27.629Z,2024-08-19T17:01:30Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5160054571,140,40.4,5160054575,212,17.4,5160054573,141,93.2,5160054569,56,Back,5160054577,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038499,17,1,1,0,58,5rz9enoyknpg8ji78za5b82p0,1,39.7,93.8,2024-08-19T17:01:30.076Z,2024-08-19T17:01:32Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5160054621,56,Left,5160054623,140,56.2,5160054629,213,0.09,5160054625,141,96.2,5160054627,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038507,18,1,1,1,0,5rz9enoyknpg8ji78za5b82p0,1,55.1,92.0,2024-08-19T17:01:32.284Z,2024-08-19T17:01:35Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5160054689,213,3.12,5160054687,212,22.5,5160054685,141,92.7,5160054681,56,Back,5160054683,140,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038501,9,83,1,1,2,c165yjiny1qnmfdvefxvflnkc,0,44.1,7.8,2024-08-19T17:01:33.583Z,2024-08-19T17:01:39Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5160054761,399,cgkvw4q8ddcjl0po181upzwx6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038519,19,1,1,1,3,5rz9enoyknpg8ji78za5b82p0,1,34.1,91.1,2024-08-19T17:01:35.420Z,2024-08-19T17:01:38Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5160054751,212,19.6,5160054749,141,64.5,5160054747,140,27.0,5160054753,213,4.32,5160054745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038525,20,1,1,1,6,5rz9enoyknpg8ji78za5b82p0,0,32.8,62.0,2024-08-19T17:01:38.156Z,2024-08-19T17:01:41Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5160054773,141,17.0,5160054771,140,78.2,5160054777,213,5.71,5160054769,56,Right,5160054801,1,,5160054775,212,56.6,5160054767,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038539,10,12,1,1,12,c165yjiny1qnmfdvefxvflnkc,1,20.8,73.8,2024-08-19T17:01:43.887Z,2024-08-19T17:01:44Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5160054857,140,26.6,5160054861,141,87.3,5160054875,15,,5160054853,56,Back,5160054869,213,0.99,5160054865,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038555,21,1,1,1,14,5rz9enoyknpg8ji78za5b82p0,0,67.1,12.0,2024-08-19T17:01:45.532Z,2024-08-19T18:00:34Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5160054957,140,88.0,5160054961,212,29.3,5160054955,56,Center,5160054963,213,0.73,5160054951,2,,5160054959,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038563,11,12,1,1,15,c165yjiny1qnmfdvefxvflnkc,1,12.1,57.2,2024-08-19T17:01:47.039Z,2024-08-19T17:01:50Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5160055015,141,63.6,5160055017,212,14.2,5160055013,140,25.0,5160055011,56,Back,5160055019,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038567,22,44,1,1,18,5rz9enoyknpg8ji78za5b82p0,1,70.0,38.7,2024-08-19T17:01:49.693Z,2024-08-19T17:47:30Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5160055029,286,,5160055047,233,12,5160055027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038565,12,44,1,1,18,c165yjiny1qnmfdvefxvflnkc,0,30.0,61.3,2024-08-19T17:01:49.694Z,2024-08-19T17:01:54Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5160055059,233,22,5160055021,56,Back,5160055023,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038583,23,1,1,1,18,5rz9enoyknpg8ji78za5b82p0,0,67.5,41.5,2024-08-19T17:01:50.332Z,2024-08-19T17:01:54Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5160055123,212,22.4,5160055121,141,50.1,5160055115,3,,5160055125,213,0.26,5160055117,56,Center,5160055119,140,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038587,13,12,1,1,21,c165yjiny1qnmfdvefxvflnkc,1,8.2,53.5,2024-08-19T17:01:53.231Z,2024-08-19T17:02:28Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5160055141,140,2.5,5160055139,56,Back,5160055147,213,4.49,5160055143,141,13.7,5160055145,212,27.7,5160055153,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038621,24,1,1,1,28,5rz9enoyknpg8ji78za5b82p0,1,79.6,92.3,2024-08-19T17:02:00.189Z,2024-08-19T17:02:01Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5160055351,213,4.67,5160055349,212,7.0,5160055343,56,Left,5160055347,141,82.0,5160055345,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038627,25,1,1,1,29,5rz9enoyknpg8ji78za5b82p0,1,79.3,82.0,2024-08-19T17:02:01.020Z,2024-08-19T17:02:02Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5160055379,140,60.4,5160055405,156,,5160055377,56,Left,5160055385,213,2.82,5160055381,141,91.8,5160055383,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038645,26,1,1,1,31,5rz9enoyknpg8ji78za5b82p0,1,60.4,91.8,2024-08-19T17:02:02.940Z,2024-08-19T17:02:04Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5160055461,213,4.90,5160055455,140,62.3,5160055457,141,76.4,5160055453,56,Center,5160055459,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038649,27,1,1,1,33,5rz9enoyknpg8ji78za5b82p0,1,62.5,78.2,2024-08-19T17:02:04.716Z,2024-08-19T17:02:06Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5160055471,141,92.9,5160055473,212,10.9,5160055467,56,Left,5160055475,213,1.98,5160055469,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038683,28,1,1,1,34,5rz9enoyknpg8ji78za5b82p0,1,58.4,92.9,2024-08-19T17:02:05.916Z,2024-08-19T17:02:14Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5160055661,140,79.6,5160055665,212,22.3,5160055659,56,Left,5160055667,213,0.04,5160055663,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038675,14,83,1,1,39,c165yjiny1qnmfdvefxvflnkc,0,11.6,10.6,2024-08-19T17:02:10.830Z,2024-08-19T17:02:15Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5160055689,399,43q9ytkbmtk5y3tgv77v7pmg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038687,29,3,1,1,43,5rz9enoyknpg8ji78za5b82p0,0,89.6,93.2,2024-08-19T17:02:14.509Z,2024-08-19T17:03:09Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5160055683,286,,5160055763,233,15,5160055679,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038697,15,7,1,1,43,c165yjiny1qnmfdvefxvflnkc,1,10.4,6.8,2024-08-19T17:02:14.510Z,2024-08-19T17:02:19Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5160055739,56,Back,5160055741,285,,5160055737,167,,5160055747,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038701,16,5,1,1,43,c165yjiny1qnmfdvefxvflnkc,0,11.2,-1.1,2024-08-19T17:02:15.388Z,2024-08-19T17:47:17Z,9s85lkd1qi525r4horgbtostl,L. Hujber,,,5160055781,233,30,5160055771,347,,5160055769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038699,30,5,1,1,43,5rz9enoyknpg8ji78za5b82p0,1,88.8,101.1,2024-08-19T17:02:15.388Z,2024-08-19T17:47:17Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Emil Madsen,,,5160055757,347,,5160055777,233,16,5160055755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038755,31,1,1,2,4,5rz9enoyknpg8ji78za5b82p0,1,87.2,100.0,2024-08-19T17:02:35.708Z,2024-08-19T17:02:37Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5160056041,140,85.4,5160056043,141,82.0,5160056049,213,4.57,5160056039,56,Left,5160056037,107,,5160056045,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038757,32,1,1,2,6,5rz9enoyknpg8ji78za5b82p0,1,85.4,82.0,2024-08-19T17:02:37.868Z,2024-08-19T17:02:38Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5160056085,140,84.2,5160056091,213,1.75,5160056087,141,92.3,5160056083,56,Left,5160056095,156,,5160056089,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038765,33,1,1,2,9,5rz9enoyknpg8ji78za5b82p0,0,92.3,93.6,2024-08-19T17:02:40.748Z,2024-08-19T17:02:42Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5160056143,213,4.75,5160056133,155,,5160056131,2,,5160056141,212,25.2,5160056135,56,Center,5160056137,140,93.2,5160056139,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038769,17,12,1,2,12,c165yjiny1qnmfdvefxvflnkc,1,6.6,37.8,2024-08-19T17:02:44.366Z,2024-08-19T17:04:14Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5160056155,213,0.09,5160056147,56,Back,5160056169,15,,5160056153,212,19.4,5160056151,141,40.3,5160056149,140,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038771,34,1,1,2,13,5rz9enoyknpg8ji78za5b82p0,0,72.6,52.4,2024-08-19T17:02:44.652Z,2024-08-19T17:02:46Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5160056181,141,38.0,5160056183,212,24.2,5160056179,140,93.7,5160056177,56,Center,5160056185,213,5.87,5160056175,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038777,18,12,1,2,15,c165yjiny1qnmfdvefxvflnkc,1,6.9,62.3,2024-08-19T17:02:46.846Z,2024-08-19T17:02:48Z,7hukebiijqntuvetwzralzuju,O. Provstgaard,,,5160056209,140,7.4,5160056211,141,81.5,5160056213,212,13.1,5160056217,15,,5160056207,56,Back,5160056215,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038833,35,1,1,2,22,5rz9enoyknpg8ji78za5b82p0,0,92.9,11.1,2024-08-19T17:02:53.916Z,2024-08-19T17:03:03Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5160056491,56,Center,5160056499,213,1.42,5160056487,2,,5160056495,141,52.4,5160056489,155,,5160056497,212,28.4,5160056493,140,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038835,19,4,1,2,27,c165yjiny1qnmfdvefxvflnkc,1,3.0,49.4,2024-08-19T17:02:59.339Z,2024-08-19T17:47:11Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5160056523,56,Back,5160056565,233,36,5160056521,264,,5160056527,285,,5160056525,152,,5160056519,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711038837,36,4,1,2,27,5rz9enoyknpg8ji78za5b82p0,0,97.0,50.6,2024-08-19T17:02:59.340Z,2024-08-19T17:47:33Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5160174753,264,,5160056549,56,Center,5160056551,152,,5160056545,13,,5160056553,286,,5160056569,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711039005,20,1,1,3,0,c165yjiny1qnmfdvefxvflnkc,0,7.5,48.5,2024-08-19T17:03:32.206Z,2024-08-19T17:03:38Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5160057577,141,69.3,5160057569,157,,5160057575,140,68.6,5160057579,212,65.7,5160057567,5,,5160057573,56,Center,5160057583,1,,5160057581,213,0.22,5160057571,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711039017,37,1,1,3,5,5rz9enoyknpg8ji78za5b82p0,1,23.1,43.9,2024-08-19T17:03:37.420Z,2024-08-19T17:03:40Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5160057657,56,Back,5160057655,3,,5160057661,141,40.0,5160057663,212,10.1,5160057659,140,32.4,5160057665,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711039019,38,1,1,3,9,5rz9enoyknpg8ji78za5b82p0,1,31.6,39.8,2024-08-19T17:03:40.587Z,2024-08-19T17:03:41Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5160057681,1,,5160057671,56,Back,5160057679,213,0.07,5160057677,212,10.3,5160057669,157,,5160057673,140,41.4,5160057675,141,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711039021,39,1,1,3,9,5rz9enoyknpg8ji78za5b82p0,1,44.2,47.9,2024-08-19T17:03:41.421Z,2024-08-19T17:04:42Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5160059413,212,5.9,5160059407,56,Back,5160059415,213,4.15,5160059701,156,,5160059409,140,41.2,5160059411,141,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
