id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2789307717,1,34,16,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T15:20:06.520Z,2025-03-16T16:52:20Z,,,,,5587211667,197,12608,5586981655,130,4,5586981659,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5586981651,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5587572155,194,1xjhud4hyekcg08nue1iosmsq,5586981657,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5586981653,59,"1, 23, 38, 10, 13, 14, 2, 34, 45, 37, 17, 5, 7, 11, 18, 24, 25, 26, 29, 59",5586981649,30,"53y263xxfdf1itytiqhg3v6c5, 6lap0wrnichfxxqm5kgtoflec, 6xjbcik3a56d0vqy4vrq5eokp, 3ylgelxr6ssp42hidfnchqp2i, 1ykl08k2c2kwxukw0gvslf6qd, 6ylzm57bvpufg3cenadtv7qhh, 1xjhud4hyekcg08nue1iosmsq, 7uia9zlz3axnuc6usdn9u4kfe, babnrlnt04mal0268p9dxas8a, 1hbucfyn2l3bxcw5r4zcb1dlg, 94hei5v2f93ga4b0iwxxisbu1, 2anc9ug5nr25khmtcc4id2pxx, 1yqlkot5sh85ot3eemo67djv9, 7rtrg77m3xozgfhu3p2ihfey2, 9yiz575rldkwu7icgqwk1qmdx, 1k9g7x8jwhzcpx8bc5ji7og0k, 9s85lkd1qi525r4horgbtostl, 6kdy9i4p9fgyn45d9avb66cd0, chsirsawrhuh787kofklnjmqd, 6c2isptqoy4cq5c8rlr9s1roq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789316219,1,34,16,0,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-16T15:28:06.070Z,2025-03-16T16:08:55Z,,,,,5587216545,197,21749,5587234685,194,3sadup8mjwu4dc96wz6lmixn9,5587026779,30,"1h31bvtbae4q0edlp0u672hn9, aswmi1pnkzkvkexp8ngief6j9, 4vmgmzg2004twoc39sk7zkzqh, cgkvw4q8ddcjl0po181upzwx6, 6my7s0ezr6jldotm1w6nk7b9x, e9lrzsiy94y46h62rnawi3sgl, 61sojkdsmaz9hbwaskt4rws15, 43q9ytkbmtk5y3tgv77v7pmg9, 3sadup8mjwu4dc96wz6lmixn9, bz77hr28a1yskifpuvzu8smsq, 7je01bs3a4q6c2gd02ee6da3u, 8og8nxbkcb63van4llvpkbe8l, 8xrco8qhcvplvc3wmcschoi22, 6jgd09iosfe5mn3tputmjx2ad, 5f4qlbohzja204gxm9tkiekq2, 5lssweodhkyifhj333v6f6r6c, ca1b5707pdpx0ucug40ggnahh, 9lecsi8eqpy3jj9zvvhahkvmc, 3uytpqx0e0jr6zgbfl1znsm7e, 3l3v5wj4c7vtqqwu05b526590",5587026783,59,"1, 2, 11, 19, 5, 3, 8, 7, 9, 15, 10, 6, 14, 16, 22, 23, 29, 30, 31, 40",5587026787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5587026781,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5587026789,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5587026785,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347649,2,32,1,0,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:00:06.914Z,2025-03-16T19:16:56Z,,,,,5587198575,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347661,2,32,1,0,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-16T16:00:06.914Z,2025-03-16T18:54:48Z,,,,,5587198589,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789516587,728,1,1,0,0,c165yjiny1qnmfdvefxvflnkc,1,49.9,50.3,2025-03-16T16:00:06.915Z,2025-03-16T18:09:21Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5588116335,141,53.0,5588116339,213,3.06,5588116331,56,Back,5588116333,140,28.0,5588116337,212,23.1,5588116341,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347703,3,43,1,0,2,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:01:15.947Z,2025-03-16T18:08:24Z,,,,,5587198759,344,0,5588110647,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789517139,729,1,1,0,3,c165yjiny1qnmfdvefxvflnkc,0,27.6,52.5,2025-03-16T16:00:09.914Z,2025-03-16T18:09:57Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5588119461,213,5.85,5588119453,56,Center,5588119457,141,21.9,5588119463,1,,5588119459,212,49.5,5588119455,140,70.4,5588119451,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347719,3,43,1,0,3,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-16T16:01:16.491Z,2025-03-16T16:01:24Z,,,,,5587199411,144,79,5587198795,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789347739,4,43,1,0,4,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-16T16:01:17.546Z,2025-03-16T18:34:27Z,,,,,5587198897,344,0,5588219795,144,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789515377,841,44,1,0,6,5rz9enoyknpg8ji78za5b82p0,1,26.8,74.5,2025-03-16T16:00:12.949Z,2025-03-16T21:11:52Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5588109899,285,,5588109897,56,Back,5588120007,233,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789517225,730,44,1,0,6,c165yjiny1qnmfdvefxvflnkc,0,73.2,25.5,2025-03-16T16:00:12.950Z,2025-03-16T19:33:50Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5588119937,286,,5588119935,56,Center,5588120031,233,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789515475,842,1,1,0,6,5rz9enoyknpg8ji78za5b82p0,1,26.5,66.0,2025-03-16T16:00:13.150Z,2025-03-16T19:35:56Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5588110399,56,Back,5588110403,141,67.3,5588110407,212,14.2,5588110397,3,,5588110401,140,40.0,5588110411,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789515945,843,1,1,0,7,5rz9enoyknpg8ji78za5b82p0,1,42.6,66.9,2025-03-16T16:00:13.914Z,2025-03-16T19:36:21Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5588112807,212,6.9,5588112803,141,66.6,5588112809,213,3.17,5588116113,156,,5588112799,140,36.0,5588112795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789516351,844,1,1,0,9,5rz9enoyknpg8ji78za5b82p0,0,34.2,67.7,2025-03-16T16:00:15.914Z,2025-03-16T18:36:06Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5588115039,56,Center,5588115037,155,,5588115047,213,6.10,5588115043,141,60.1,5588115041,140,60.8,5588115045,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789518241,731,1,1,0,12,c165yjiny1qnmfdvefxvflnkc,0,36.2,53.3,2025-03-16T16:00:18.914Z,2025-03-16T18:10:59Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5588125527,157,,5588125531,140,65.4,5588125535,212,30.9,5588125539,1,,5588125529,56,Center,5588125533,141,47.3,5588125537,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789516903,845,43,1,0,12,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-16T16:00:18.914Z,2025-03-16T19:36:53Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5588542385,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789517333,846,1,1,0,13,5rz9enoyknpg8ji78za5b82p0,0,34.1,72.9,2025-03-16T16:00:19.914Z,2025-03-16T18:10:03Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5588120507,56,Center,5588120513,212,25.8,5588120511,141,75.6,5588120509,140,58.6,5588120515,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789518605,732,8,1,0,14,c165yjiny1qnmfdvefxvflnkc,1,45.8,15.0,2025-03-16T16:00:20.914Z,2025-03-16T19:37:00Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5588542993,385,,5588127511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789517505,847,61,1,0,15,5rz9enoyknpg8ji78za5b82p0,1,56.3,72.3,2025-03-16T16:00:21.914Z,2025-03-16T19:37:15Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5588121411,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789518111,848,43,1,0,16,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-03-16T16:00:22.914Z,2025-03-16T18:35:47Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5588225063,144,7,5588124791,56,Center,5588124793,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789518113,849,4,1,0,19,5rz9enoyknpg8ji78za5b82p0,1,55.1,72.7,2025-03-16T16:00:25.914Z,2025-03-16T18:36:14Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5588129321,233,733,5588124955,286,,5588124951,265,,5588124947,56,Center,5588124949,152,,5588124945,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789518913,733,4,1,0,19,c165yjiny1qnmfdvefxvflnkc,0,44.9,27.3,2025-03-16T16:00:25.915Z,2025-03-16T18:36:14Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5588129275,13,,5588129279,56,Back,5588129283,265,,5588129335,233,849,5588129281,152,,5588129285,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789518599,850,1,1,0,28,5rz9enoyknpg8ji78za5b82p0,1,53.9,74.4,2025-03-16T16:00:34.914Z,2025-03-16T19:37:30Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5588127471,213,3.61,5588545385,189,,5588127463,56,Back,5588127467,141,56.6,5588128103,5,,5588128107,152,,5588127465,140,31.2,5588127469,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789519215,851,1,1,0,29,5rz9enoyknpg8ji78za5b82p0,1,40.4,57.5,2025-03-16T16:00:35.914Z,2025-03-16T18:11:46Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5588130705,213,4.70,5588130701,141,25.5,5588130703,212,21.8,5588130699,140,40.1,5588130697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789519291,852,1,1,0,32,5rz9enoyknpg8ji78za5b82p0,1,39.6,26.1,2025-03-16T16:00:38.914Z,2025-03-16T18:11:52Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5588131213,141,5.6,5588131217,213,5.28,5588131211,140,48.1,5588131209,56,Back,5588131215,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789519985,853,1,1,0,33,5rz9enoyknpg8ji78za5b82p0,1,54.1,5.4,2025-03-16T16:00:39.914Z,2025-03-16T18:12:38Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5588135055,213,0.64,5588135051,141,23.1,5588135053,212,20.1,5588135049,140,69.4,5588135047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789520483,854,1,1,0,37,5rz9enoyknpg8ji78za5b82p0,1,71.6,21.9,2025-03-16T16:00:43.914Z,2025-03-16T18:12:58Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5588137809,155,,5588137811,56,Right,5588137819,213,5.30,5588137815,141,2.5,5588137813,140,80.0,5588137817,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789520787,855,61,1,0,38,5rz9enoyknpg8ji78za5b82p0,0,80.3,9.1,2025-03-16T16:00:45.303Z,2025-03-16T19:38:16Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5588139649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789594567,770,61,1,0,39,c165yjiny1qnmfdvefxvflnkc,1,17.9,90.4,2025-03-16T16:00:46.553Z,2025-03-16T19:38:51Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5588552753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789595169,903,3,1,0,41,5rz9enoyknpg8ji78za5b82p0,0,84.7,22.1,2025-03-16T16:00:48.253Z,2025-03-16T19:39:30Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5588556291,286,,5588556299,233,771,5588556295,464,,5588556283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789595151,771,7,1,0,41,c165yjiny1qnmfdvefxvflnkc,0,15.3,77.9,2025-03-16T16:00:48.254Z,2025-03-16T19:39:30Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5588556367,233,903,5588556197,385,,5588556193,56,Back,5588556195,285,,5588556199,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789520965,856,61,1,0,41,5rz9enoyknpg8ji78za5b82p0,1,84.3,22.9,2025-03-16T16:00:48.603Z,2025-03-16T19:39:41Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5588140711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789595731,772,61,1,0,42,c165yjiny1qnmfdvefxvflnkc,1,17.9,76.2,2025-03-16T16:00:49.353Z,2025-03-16T19:40:05Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5588559389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789595877,773,61,1,0,42,c165yjiny1qnmfdvefxvflnkc,1,17.9,76.2,2025-03-16T16:00:49.853Z,2025-03-16T19:40:15Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5588560299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789519743,734,43,1,0,43,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:00:49.914Z,2025-03-16T19:40:22Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5588560793,144,8,5588133715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789520147,736,1,1,0,45,c165yjiny1qnmfdvefxvflnkc,0,15.6,88.9,2025-03-16T16:00:51.914Z,2025-03-16T18:12:40Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5588135907,56,Back,5588135917,212,18.0,5588135911,140,32.7,5588135919,213,6.18,5588135915,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789522073,858,1,1,0,47,5rz9enoyknpg8ji78za5b82p0,1,65.2,18.8,2025-03-16T16:00:53.914Z,2025-03-16T18:14:50Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5588146691,141,4.0,5588146695,213,5.45,5588146689,140,73.9,5588146693,212,13.6,5588146687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789522181,859,1,1,0,48,5rz9enoyknpg8ji78za5b82p0,1,73.7,4.3,2025-03-16T16:00:54.914Z,2025-03-16T18:14:54Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5588147261,56,Right,5588147269,213,1.01,5588147265,141,16.5,5588147263,140,78.7,5588147267,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789522299,860,1,1,0,49,5rz9enoyknpg8ji78za5b82p0,1,78.7,16.5,2025-03-16T16:00:55.914Z,2025-03-16T18:15:01Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5588147907,141,3.8,5588147903,56,Right,5588147911,213,5.37,5588147905,140,85.0,5588147909,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789507163,723,43,1,0,55,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:01:01.914Z,2025-03-16T18:02:04Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5588074745,144,6,5588067627,233,6,5588067559,73,0,5588067557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789351419,5,1,1,0,55,5rz9enoyknpg8ji78za5b82p0,0,95.9,6.4,2025-03-16T16:01:02.264Z,2025-03-16T19:40:45Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5588562285,20,,5587218223,286,,5587218039,2,,5588562283,224,,5587218051,213,1.67,5587218217,236,,5587218047,141,9.6,5587218043,56,Right,5587218219,233,5,5587218041,155,5587218045,140,95.7,5587218049,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2789351447,5,12,1,0,55,c165yjiny1qnmfdvefxvflnkc,1,3.3,94.8,2025-03-16T16:01:02.364Z,2025-03-16T19:40:47Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5587218245,233,5,5587218193,185,,5587218195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789351437,6,6,1,0,56,5rz9enoyknpg8ji78za5b82p0,1,93.9,9.5,2025-03-16T16:01:02.914Z,2025-03-16T18:36:58Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,1.0,,5588229663,233,737,5587218325,75,,5587218323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789520641,737,6,1,0,56,c165yjiny1qnmfdvefxvflnkc,0,6.1,90.5,2025-03-16T16:01:02.914Z,2025-03-16T19:41:00Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5588159171,233,6,5588139001,56,Back,5588139005,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789524959,861,1,1,1,38,5rz9enoyknpg8ji78za5b82p0,1,99.6,0.4,2025-03-16T16:01:44.914Z,2025-03-16T19:41:14Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5588162453,141,47.5,5588162457,213,1.72,5588564467,72,,5588162451,140,95.1,5588162455,212,32.4,5588162447,155,,5588162445,2,,5588163119,223,,5588162459,1,,5588162717,6,5588162449,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789525813,862,15,1,1,39,5rz9enoyknpg8ji78za5b82p0,1,95.2,47.7,2025-03-16T16:01:46.814Z,2025-03-16T19:42:02Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5588170085,147,47.5,5588170077,328,,5588170081,146,99.1,5588170073,102,52.6,5588170075,103,8.9,5588170067,154,,5588170063,76,,5588168855,25,,5588170065,29,,5588168857,20,5588232527,233,769,5588167261,56,Center,5588167259,16,5588568531,214,5588170069,55,6,,,,,,,,,,,,,,,,,,,
2789537691,769,10,1,1,40,c165yjiny1qnmfdvefxvflnkc,1,1.0,49.4,2025-03-16T16:01:46.914Z,2025-03-16T19:42:07Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5588232545,233,862,5588232489,56,Back,5588232485,179,,5588568979,376,,5588232487,182,,5588568977,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789352355,12,43,1,1,41,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:05:06.434Z,2025-03-16T18:34:09Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5587222985,213,6.20,5587222977,56,Center,5587222981,141,44.2,5587222983,212,51.1,5587222987,1,0,5587222975,157,0,5587222979,140,66.3,5588218639,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789526795,863,1,1,1,43,5rz9enoyknpg8ji78za5b82p0,1,98.6,69.5,2025-03-16T16:01:49.914Z,2025-03-16T18:20:21Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,1.0,,5588172449,56,Center,5588172467,213,3.26,5588172463,212,9.9,5588174751,210,15,5588172459,141,67.7,5588174753,154,,5588172453,140,89.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789526979,864,15,1,1,44,5rz9enoyknpg8ji78za5b82p0,1,87.4,69.7,2025-03-16T16:01:51.814Z,2025-03-16T19:42:25Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5588174779,29,,5588174789,103,19,5588173901,82,,5588174797,231,50.2,5588174793,147,65.5,5588174787,102,52.4,5588174783,55,863,5588173895,25,,5588174791,146,90.4,5588174795,230,5588174781,154,,5588174777,76,,5588173897,20,5588173483,64,5588173485,56,Center,98.8,5588174815,233,738,,,,,,,,,,,,,,,
2789521105,738,10,1,1,45,c165yjiny1qnmfdvefxvflnkc,1,12.8,34.0,2025-03-16T16:01:51.914Z,2025-03-16T19:42:27Z,babnrlnt04mal0268p9dxas8a,G. Onugkha,,,5588141505,56,Back,5588174837,233,864,5588141503,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789521595,739,12,1,1,47,c165yjiny1qnmfdvefxvflnkc,1,12.7,30.0,2025-03-16T16:01:53.914Z,2025-03-16T18:36:49Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5588144211,141,0.0,5588144209,140,30.2,5588144215,213,5.42,5588144207,56,Back,5588144213,212,28.1,5588229269,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789352487,13,43,1,1,47,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:05:11.867Z,2025-03-16T18:28:17Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5587223731,56,Center,5587223739,213,0.97,5587223735,141,68.7,5588200227,144,1,5587223737,212,8.7,5587223733,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789522209,740,5,1,1,49,c165yjiny1qnmfdvefxvflnkc,0,30.2,-1.4,2025-03-16T16:01:55.914Z,2025-03-16T18:37:44Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5588147387,347,,5588147385,56,Back,5588177997,233,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789527731,865,5,1,1,49,5rz9enoyknpg8ji78za5b82p0,1,69.8,101.4,2025-03-16T16:01:55.914Z,2025-03-16T18:37:44Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5588177963,233,740,5588177949,347,,5588177945,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789352551,14,43,1,1,49,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:05:14.298Z,2025-03-16T18:28:52Z,94hei5v2f93ga4b0iwxxisbu1,D. Emmanouilidis,,,5587224119,213,2.16,5587224115,141,77.5,5587224111,56,Center,5588202195,144,1,5587224117,212,6.4,5587224113,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789527791,866,1,1,1,55,5rz9enoyknpg8ji78za5b82p0,1,67.8,100.0,2025-03-16T16:02:01.914Z,2025-03-16T18:21:09Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5588178291,107,,5588178295,56,Back,5588178299,140,40.9,5588178511,189,,5588178315,1,,5588178311,213,3.63,5588178303,141,78.8,5588178307,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789352679,15,43,1,1,55,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:05:20.362Z,2025-03-16T18:28:54Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5587224909,212,9.8,5587224905,140,67.1,5587224911,213,3.88,5587224907,141,70.9,5587224903,56,Center,5588202275,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789352769,16,43,1,2,0,c165yjiny1qnmfdvefxvflnkc,1,0.0,0.0,2025-03-16T16:05:25.386Z,2025-03-16T18:29:29Z,1xjhud4hyekcg08nue1iosmsq,T. Gundelund,,,5587225349,56,Center,5588203775,144,1,5587225355,212,24.7,5587225351,140,67.1,5587225353,141,31.2,5587225357,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
