id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId
2780080049,160,1,1,20,21,36g6ifzjliec1jqnbtf7yesme,1,68.3,73.8,2025-02-23T13:23:16.540Z,2025-02-23T13:23:18Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5536445045,141,64.2,5536445049,213,5.60,5536445047,212,10.3,5536445043,140,75.9,5536445041,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080031,163,43,1,20,21,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-23T13:23:17.452Z,2025-02-23T18:58:21Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5538081081,144,83,5536445207,399,5vrsflxiv2dgfa8199a2qxsve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080069,161,1,1,20,22,36g6ifzjliec1jqnbtf7yesme,0,74.9,66.3,2025-02-23T13:23:18.412Z,2025-02-23T13:23:21Z,5vrsflxiv2dgfa8199a2qxsve,K. John,,,5536445183,140,98.3,5536445181,56,Center,5536445187,212,24.6,5536445185,141,66.6,5536445189,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080127,164,52,1,20,28,5rz9enoyknpg8ji78za5b82p0,1,2.2,32.8,2025-02-23T13:23:24.156Z,2025-02-23T18:58:35Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5538081917,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080391,166,1,1,20,51,5rz9enoyknpg8ji78za5b82p0,0,18.5,47.0,2025-02-23T13:23:47.165Z,2025-02-23T18:58:43Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5536447085,213,0.42,5536447081,141,80.5,5536447087,1,,5536447075,198,,5536447079,140,66.7,5536447083,212,55.5,5536447071,157,,5536447077,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080431,162,1,1,20,54,36g6ifzjliec1jqnbtf7yesme,1,27.3,14.0,2025-02-23T13:23:49.533Z,2025-02-23T13:23:54Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536447335,213,6.15,5536447325,3,,5536447329,140,60.2,5536447331,141,7.3,5536447333,212,34.8,5536447327,56,Right,5536447337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080435,163,43,1,20,58,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-23T13:23:54.301Z,2025-02-23T13:23:59Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5536447611,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080459,164,61,1,21,0,36g6ifzjliec1jqnbtf7yesme,0,64.3,6.4,2025-02-23T13:23:56.254Z,2025-02-23T13:23:56Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5536447461,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080467,167,12,1,21,0,5rz9enoyknpg8ji78za5b82p0,1,25.2,92.6,2025-02-23T13:23:56.430Z,2025-02-23T13:23:57Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536447507,140,30.4,5536447557,167,,5536447511,212,8.4,5536447513,213,0.86,5536447505,56,Back,5536447509,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080523,165,5,1,21,1,36g6ifzjliec1jqnbtf7yesme,1,69.3,-1.6,2025-02-23T13:23:57.090Z,2025-02-23T15:09:22Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5536447821,347,,5536447827,233,168,5536447819,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080471,168,5,1,21,1,5rz9enoyknpg8ji78za5b82p0,0,30.7,101.6,2025-02-23T13:23:57.090Z,2025-02-23T15:09:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536447515,56,Back,5536447517,347,,5536447851,233,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080545,166,1,1,21,9,36g6ifzjliec1jqnbtf7yesme,1,73.9,0.0,2025-02-23T13:24:05.502Z,2025-02-23T13:24:08Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536447943,212,22.6,5536447937,56,Right,5536447935,107,,5536447939,140,55.6,5536447941,141,15.6,5536447947,1,,5536447945,213,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080553,167,1,1,21,12,36g6ifzjliec1jqnbtf7yesme,1,55.6,15.6,2025-02-23T13:24:08.045Z,2025-02-23T13:24:09Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5536448001,141,8.3,5536448003,212,16.3,5536447999,140,70.4,5536447997,56,Right,5536448005,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080569,168,1,1,21,14,36g6ifzjliec1jqnbtf7yesme,1,70.4,5.5,2025-02-23T13:24:09.597Z,2025-02-23T13:24:11Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536448089,141,9.8,5536448087,140,55.3,5536448093,213,2.96,5536448091,212,16.1,5536448081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080619,169,1,1,21,15,36g6ifzjliec1jqnbtf7yesme,1,55.3,11.0,2025-02-23T13:24:11.245Z,2025-02-23T13:24:15Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5536448405,141,44.5,5536448409,213,2.00,5536448407,212,25.0,5536448401,56,Back,5536448403,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080659,170,1,1,21,19,36g6ifzjliec1jqnbtf7yesme,1,43.9,43.1,2025-02-23T13:24:15.213Z,2025-02-23T13:24:18Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536448623,140,47.9,5536448625,141,11.4,5536448629,213,4.90,5536448621,56,Back,5536448627,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080673,171,1,1,21,22,36g6ifzjliec1jqnbtf7yesme,1,53.6,7.0,2025-02-23T13:24:18.046Z,2025-02-23T18:59:24Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5536448719,56,Right,5536448725,212,7.1,5536448723,141,6.8,5536448721,140,60.4,5536448727,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080677,172,1,1,21,24,36g6ifzjliec1jqnbtf7yesme,1,61.9,7.3,2025-02-23T13:24:19.854Z,2025-02-23T13:24:20Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536448757,141,11.0,5536448759,212,4.6,5536448755,140,65.6,5536448753,56,Right,5536448761,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080709,173,61,1,21,25,36g6ifzjliec1jqnbtf7yesme,1,65.6,11.0,2025-02-23T13:24:20.749Z,2025-02-23T18:59:39Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5536448961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080711,174,43,1,21,29,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-23T13:24:24.942Z,2025-02-23T13:24:33Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536448977,56,Right,5536449413,144,50,5536448979,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080743,169,45,1,21,30,5rz9enoyknpg8ji78za5b82p0,0,12.1,93.8,2025-02-23T13:24:25.630Z,2025-02-23T13:24:40Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5536449131,56,Back,5536449133,285,,5536449201,233,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080745,175,3,1,21,30,36g6ifzjliec1jqnbtf7yesme,1,87.9,6.2,2025-02-23T13:24:25.630Z,2025-02-23T18:59:47Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5538085787,465,,5536449161,286,,5536449177,233,169,5536449159,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080767,176,1,1,21,32,36g6ifzjliec1jqnbtf7yesme,0,99.3,10.1,2025-02-23T13:24:28.399Z,2025-02-23T19:00:04Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5538086333,224,,5536449333,140,98.6,5536449327,2,,5536449335,141,34.4,5536449339,213,1.62,5538086337,20,,5536449337,212,16.5,5536449331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080757,170,12,1,21,33,5rz9enoyknpg8ji78za5b82p0,1,3.4,67.7,2025-02-23T13:24:29.165Z,2025-02-23T19:00:14Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536449241,213,1.85,5536449231,56,Back,5536449233,140,0.0,5536449237,212,18.2,5536449235,141,93.4,5536449295,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080761,171,6,1,21,34,5rz9enoyknpg8ji78za5b82p0,0,3.7,82.2,2025-02-23T13:24:30.169Z,2025-02-23T19:00:27Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536449267,56,Back,5536822609,73,,5536822665,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780080781,177,6,1,21,34,36g6ifzjliec1jqnbtf7yesme,1,96.3,17.8,2025-02-23T13:24:30.169Z,2025-02-23T14:53:53Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536449509,75,,5536822627,233,171,5536449507,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081105,178,1,1,22,12,36g6ifzjliec1jqnbtf7yesme,1,99.5,0.5,2025-02-23T13:25:07.712Z,2025-02-23T19:00:22Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,1.0,,5536451255,6,,5536451257,155,,5536451267,212,35.6,5536452277,210,15,5538087573,20,,5536451265,141,51.5,5536451259,224,,5536451273,1,,5536451263,140,91.9,5536451261,56,5536451253,2,,5536452279,154,,5536451269,213,,,,Center,1.80,,,,,,,,,,,,,,
2780081137,179,43,1,22,16,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-23T13:25:12.032Z,2025-02-23T13:30:09Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5536451417,56,Center,5536466093,144,44,5536451419,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081139,180,15,1,22,16,36g6ifzjliec1jqnbtf7yesme,1,91.9,49.7,2025-02-23T13:25:12.058Z,2025-02-23T15:16:55Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5536452329,147,49.5,5536451747,25,,5536452351,233,172,5536452319,102,50.0,5536452311,29,,5537051677,214,,5536452323,103,17.7,5536451753,328,,5536452313,154,,5536452315,55,5536451433,56,Center,5536451749,15,,5536452327,146,5536452309,78,,178,99.3,5536451431,17,,,,,,,,,,,,
2780081111,172,10,1,22,16,5rz9enoyknpg8ji78za5b82p0,1,2.1,50.7,2025-02-23T13:25:12.158Z,2025-02-23T19:00:52Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5536452423,233,180,5538089333,180,,5536451309,56,Back,5538089335,376,,5536451399,177,,5536451307,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081145,173,52,1,22,16,5rz9enoyknpg8ji78za5b82p0,1,2.1,50.7,2025-02-23T13:25:12.168Z,2025-02-23T19:01:09Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5538090267,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081199,174,1,1,22,22,5rz9enoyknpg8ji78za5b82p0,1,11.8,49.7,2025-02-23T13:25:17.728Z,2025-02-23T13:25:19Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5536451815,140,33.9,5536451819,212,32.7,5536451817,141,83.5,5536451833,287,,5536451821,213,0.78,5536451811,123,,5536451823,1,,5536451813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081249,175,1,1,22,25,5rz9enoyknpg8ji78za5b82p0,1,32.9,76.4,2025-02-23T13:25:21.343Z,2025-02-23T13:25:24Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536452085,212,10.7,5536452087,213,3.84,5536452081,140,25.1,5536452079,56,Back,5536452083,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081279,176,1,1,22,28,5rz9enoyknpg8ji78za5b82p0,1,26.7,59.0,2025-02-23T13:25:24.207Z,2025-02-23T13:25:28Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536452249,56,Back,5536452257,213,5.10,5536452251,140,39.0,5536452259,1,,5536452247,155,,5536452255,212,34.5,5536452253,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081281,177,61,1,22,33,5rz9enoyknpg8ji78za5b82p0,0,42.3,8.9,2025-02-23T13:25:28.704Z,2025-02-23T13:25:29Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5536452291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081303,178,5,1,22,33,5rz9enoyknpg8ji78za5b82p0,0,50.2,-1.8,2025-02-23T13:25:29.296Z,2025-02-23T15:09:23Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5536452397,347,,5536452965,233,181,5536452393,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081393,181,5,1,22,33,36g6ifzjliec1jqnbtf7yesme,1,49.8,101.8,2025-02-23T13:25:29.296Z,2025-02-23T15:09:23Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536452927,56,Back,5536452959,233,178,5536452929,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081399,182,1,1,22,43,36g6ifzjliec1jqnbtf7yesme,1,48.6,100.0,2025-02-23T13:25:39.328Z,2025-02-23T13:25:41Z,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,,,5536452987,212,23.3,5536452991,1,,5536452981,56,Back,5536452989,213,4.54,5536452985,141,67.0,5536452983,140,44.7,5536452979,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081413,183,1,1,22,45,36g6ifzjliec1jqnbtf7yesme,1,44.5,67.8,2025-02-23T13:25:41.072Z,2025-02-23T13:25:42Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5536453055,56,Back,5536453063,212,14.8,5536453057,140,46.5,5536453061,141,89.3,5536453065,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081463,184,1,1,22,46,36g6ifzjliec1jqnbtf7yesme,1,46.5,89.3,2025-02-23T13:25:42.096Z,2025-02-23T13:25:47Z,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,,,5536453389,140,26.8,5536453395,213,3.36,5536453393,212,21.2,5536453387,56,Back,5536453391,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081483,185,1,1,22,52,36g6ifzjliec1jqnbtf7yesme,1,34.8,73.2,2025-02-23T13:25:47.760Z,2025-02-23T13:25:50Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536453463,56,Back,5536453465,140,36.4,5536453469,212,10.9,5536453471,213,1.42,5536453467,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081531,186,1,1,22,56,36g6ifzjliec1jqnbtf7yesme,1,40.8,89.3,2025-02-23T13:25:52.032Z,2025-02-23T13:25:55Z,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,,,5536453767,212,16.5,5536453763,140,33.8,5536453761,56,Back,5536453769,213,4.25,5536453765,141,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081563,187,1,1,22,59,36g6ifzjliec1jqnbtf7yesme,1,32.8,69.9,2025-02-23T13:25:55.200Z,2025-02-23T13:26:01Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536453965,141,36.9,5536453969,213,4.78,5536453967,212,22.5,5536453961,56,Back,5536453963,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081605,188,1,1,23,5,36g6ifzjliec1jqnbtf7yesme,1,35.4,32.8,2025-02-23T13:26:01.169Z,2025-02-23T13:26:05Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5536454247,141,63.4,5536454249,212,21.1,5536454245,140,31.8,5536454251,213,1.75,5536454243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081613,189,1,1,23,10,36g6ifzjliec1jqnbtf7yesme,1,32.3,63.0,2025-02-23T13:26:05.553Z,2025-02-23T13:26:07Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536454307,213,1.25,5536454299,56,Back,5536454303,141,84.1,5536454301,140,36.9,5536454305,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081621,190,1,1,23,12,36g6ifzjliec1jqnbtf7yesme,0,38.1,86.6,2025-02-23T13:26:07.714Z,2025-02-23T13:26:08Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5536454351,157,,5536454357,141,52.8,5536454359,212,30.3,5536454355,140,56.9,5536454363,1,,5536454353,56,Center,5536454361,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081637,179,1,1,23,13,5rz9enoyknpg8ji78za5b82p0,1,44.9,49.9,2025-02-23T13:26:09.408Z,2025-02-23T13:33:37Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536482127,3,,5536454425,140,62.7,5536454429,212,20.7,5536454431,213,0.44,5536454427,141,63.0,5536454423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081661,181,1,1,23,15,5rz9enoyknpg8ji78za5b82p0,1,62.7,60.9,2025-02-23T13:26:11.272Z,2025-02-23T13:26:43Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5536454575,140,56.8,5536454579,212,6.2,5536454577,141,62.0,5536454581,213,3.02,5536454573,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081669,182,3,1,23,16,5rz9enoyknpg8ji78za5b82p0,0,55.2,63.8,2025-02-23T13:26:11.711Z,2025-02-23T19:01:42Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5536454601,286,,5538092217,465,,5536454721,233,191,5536454597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081681,191,7,1,23,16,36g6ifzjliec1jqnbtf7yesme,0,44.8,36.2,2025-02-23T13:26:11.712Z,2025-02-23T19:01:46Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5538092429,385,,5536454697,233,182,5538092431,178,,5536454663,285,,5536454657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780381151,803,61,1,23,17,5rz9enoyknpg8ji78za5b82p0,1,57.0,62.5,2025-02-23T13:26:12.813Z,2025-02-23T19:01:56Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5538093089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081693,183,45,1,23,18,5rz9enoyknpg8ji78za5b82p0,0,53.4,59.7,2025-02-23T13:26:14.400Z,2025-02-23T19:40:14Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5536454711,285,,5536454973,233,193,5536454709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081731,193,3,1,23,18,36g6ifzjliec1jqnbtf7yesme,1,46.6,40.3,2025-02-23T13:26:14.400Z,2025-02-23T19:40:14Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5536454917,233,183,5538093695,465,,5536454881,56,Back,5536454883,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081755,194,1,1,23,24,36g6ifzjliec1jqnbtf7yesme,1,79.9,55.8,2025-02-23T13:26:20.402Z,2025-02-23T19:02:25Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,,5536455049,213,0.46,5536455045,141,62.8,5536455043,140,89.0,5536455041,56,Center,5536455047,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081757,195,61,1,23,26,36g6ifzjliec1jqnbtf7yesme,0,90.4,64.6,2025-02-23T13:26:21.793Z,2025-02-23T19:02:36Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5536455055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081767,184,43,1,23,26,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-23T13:26:21.794Z,2025-02-23T19:02:38Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5536455097,56,Back,5536455099,285,0,5538095205,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081831,186,1,1,23,30,5rz9enoyknpg8ji78za5b82p0,0,23.5,30.9,2025-02-23T13:26:26.065Z,2025-02-23T13:26:28Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5536455367,213,5.99,5536455361,140,62.7,5536455363,141,12.8,5536455353,155,,5536455365,212,43.0,5536455357,56,Right,5536455369,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081825,196,8,1,23,32,36g6ifzjliec1jqnbtf7yesme,1,46.3,87.3,2025-02-23T13:26:28.385Z,2025-02-23T19:02:49Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536455331,56,Back,5538095703,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081853,197,12,1,23,33,36g6ifzjliec1jqnbtf7yesme,1,37.5,89.6,2025-02-23T13:26:28.642Z,2025-02-23T15:14:18Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536455477,213,1.03,5536455467,140,42.2,5536455513,167,,5536455469,141,100.0,5536455465,56,Back,5536455473,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081947,187,5,1,23,34,5rz9enoyknpg8ji78za5b82p0,1,56.9,-1.8,2025-02-23T13:26:29.936Z,2025-02-23T15:09:24Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5536455993,233,198,5536455971,347,,5536455969,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081859,198,5,1,23,34,36g6ifzjliec1jqnbtf7yesme,0,43.1,101.8,2025-02-23T13:26:29.936Z,2025-02-23T15:09:24Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536455503,56,Back,5536455997,233,187,5536455505,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780081979,188,1,1,23,49,5rz9enoyknpg8ji78za5b82p0,1,55.5,0.0,2025-02-23T13:26:44.817Z,2025-02-23T13:34:20Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5536456191,213,2.59,5536456187,141,12.8,5536456181,107,,5536456185,140,39.9,5536456189,212,19.2,5536456183,56,Back,5536485873,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780082019,189,1,1,23,50,5rz9enoyknpg8ji78za5b82p0,1,38.3,16.8,2025-02-23T13:26:46.081Z,2025-02-23T13:26:48Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5536456343,56,Back,5536456347,141,55.2,5536456351,213,1.88,5536456345,140,30.3,5536456349,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780082029,190,1,1,23,53,5rz9enoyknpg8ji78za5b82p0,1,31.7,58.8,2025-02-23T13:26:48.737Z,2025-02-23T13:26:50Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536456383,56,Back,5536456385,140,42.8,5536456389,212,12.0,5536456391,213,0.25,5536456387,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780082063,191,1,1,23,54,5rz9enoyknpg8ji78za5b82p0,1,40.6,64.0,2025-02-23T13:26:50.177Z,2025-02-23T13:26:54Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5536456567,56,Back,5536456573,212,14.9,5536456571,141,85.0,5536456575,213,1.28,5536456569,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780082099,192,1,1,23,59,5rz9enoyknpg8ji78za5b82p0,1,44.0,87.4,2025-02-23T13:26:54.817Z,2025-02-23T13:27:01Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5536456777,56,Back,5536456783,212,15.2,5536456779,140,37.1,5536456781,141,67.8,5536456785,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780082111,193,1,1,24,5,5rz9enoyknpg8ji78za5b82p0,1,40.9,67.8,2025-02-23T13:27:01.041Z,2025-02-23T13:27:03Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536456869,140,55.4,5536456875,213,0.72,5536456871,141,87.4,5536456873,212,20.2,5536456867,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
