id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId
2780036369,1,34,16,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-23T12:07:35.878Z,2025-02-23T13:10:50Z,,,,,5536360737,194,1arzd8hqj73byhduozscqz5uy,5536216481,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5536216473,130,4,5536216469,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5536360741,197,17331,5536216477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5536216467,30,"a2l4ep71txn2edtjjcgewai5m, de0dokhb6u6hts2hu5aupgiga, bcdp9e3dezuaybm8ndrsanbx0, 6v1kpakd3t0jhnoh1eh75ev4k, 7yst1mucy7jynmpzu1thox2i, hpzxgnwobdttfgd04dykf26t, 8mkrj5bnkyhx8kutc4656cy96, 2k8bmlxzt0qi7divtxye0a5ii, 5vrsflxiv2dgfa8199a2qxsve, 1arzd8hqj73byhduozscqz5uy, 5lz41celw55rz3zh8pohclw5w, 3q4tnk1z46lop4rbdpjtfoc2c, 8vi3l756ez0e96k7muvg4ekbu, 8bi1tlz62rjwyak4pnnzgp562, 20g27z0cklenjg7k0ox73wyc5, ejixz16616b7krftxyzv9yiac, cul6phe87idi5dn1hsfywxhwp, brinkgys7026490q3ixx6h9uc, bm3k1knugkwa8z319dscr2yhg, 697f50qoetodmfe8ybcuey2ac",5536216471,59,"1, 20, 5, 16, 4, 2, 6, 23, 27, 11, 10, 8, 13, 17, 19, 21, 22, 24, 26, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780036415,1,34,16,0,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-23T12:07:41.343Z,2025-02-23T13:43:58Z,,,,,5536216747,30,"1h31bvtbae4q0edlp0u672hn9, aswmi1pnkzkvkexp8ngief6j9, 4vmgmzg2004twoc39sk7zkzqh, 654obqy73ov2t5800r2woo6w9, 6my7s0ezr6jldotm1w6nk7b9x, e9lrzsiy94y46h62rnawi3sgl, 61sojkdsmaz9hbwaskt4rws15, 7je01bs3a4q6c2gd02ee6da3u, 3sadup8mjwu4dc96wz6lmixn9, 3uytpqx0e0jr6zgbfl1znsm7e, 8og8nxbkcb63van4llvpkbe8l, 3l3v5wj4c7vtqqwu05b526590, 9lecsi8eqpy3jj9zvvhahkvmc, ca1b5707pdpx0ucug40ggnahh, 5lssweodhkyifhj333v6f6r6c, 5f4qlbohzja204gxm9tkiekq2, cgkvw4q8ddcjl0po181upzwx6, 6jgd09iosfe5mn3tputmjx2ad, bz77hr28a1yskifpuvzu8smsq, 8xrco8qhcvplvc3wmcschoi22",5536216755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5536216751,59,"1, 2, 11, 27, 5, 3, 8, 10, 9, 31, 6, 40, 30, 29, 23, 22, 19, 16, 15, 14",5536216749,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5536216757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5536362169,194,3sadup8mjwu4dc96wz6lmixn9,5536361913,197,14750,5536216753,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780064913,2,32,1,0,0,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-23T13:02:55.505Z,2025-02-23T17:44:14Z,,,,,5536365991,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780064921,3,32,1,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-23T13:02:55.505Z,2025-02-23T13:02:57Z,,,,,5536366023,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780064949,3,1,1,0,0,5rz9enoyknpg8ji78za5b82p0,1,49.8,50.0,2025-02-23T13:02:55.506Z,2025-02-23T13:02:59Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5536366203,56,Back,5536366213,279,S,5536366207,141,51.3,5536366205,140,34.4,5536366209,212,16.2,5536366211,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780064969,4,1,1,0,3,5rz9enoyknpg8ji78za5b82p0,0,34.9,44.4,2025-02-23T13:02:59.279Z,2025-02-23T17:45:22Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536366347,1,,5536366341,141,29.9,5536366345,213,6.09,5536366337,56,Center,5536366343,212,51.0,5536366339,140,82.6,5536366335,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780064991,4,12,1,0,7,36g6ifzjliec1jqnbtf7yesme,1,18.3,69.6,2025-02-23T13:03:03.006Z,2025-02-23T13:03:04Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536366461,141,61.8,5536366465,213,5.83,5536366463,212,12.2,5536366459,140,28.8,5536366501,15,,5536366457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065019,5,1,1,0,8,5rz9enoyknpg8ji78za5b82p0,0,67.8,37.6,2025-02-23T13:03:03.935Z,2025-02-23T17:57:42Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5536366615,141,33.1,5536366607,157,,5536366619,213,6.03,5536366621,1,,5536366611,56,Center,5536366613,140,79.2,5536366617,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065059,5,1,1,0,9,36g6ifzjliec1jqnbtf7yesme,0,21.9,58.7,2025-02-23T13:03:05.394Z,2025-02-23T17:58:13Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5536366799,3,,5536366805,141,65.7,5536366809,213,1.21,5536366807,212,5.1,5536366801,56,Back,5536366803,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780118783,387,61,1,0,10,5rz9enoyknpg8ji78za5b82p0,1,74.2,35.2,2025-02-23T13:03:05.612Z,2025-02-23T17:58:15Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5536650881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065057,6,83,1,0,14,5rz9enoyknpg8ji78za5b82p0,0,78.2,27.0,2025-02-23T13:03:09.727Z,2025-02-23T14:01:25Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5536366873,399,8mkrj5bnkyhx8kutc4656cy96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065061,6,43,1,0,14,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-02-23T13:03:09.745Z,2025-02-23T14:01:30Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5536620571,144,61,5536366813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065107,7,3,1,0,17,36g6ifzjliec1jqnbtf7yesme,0,32.2,68.3,2025-02-23T13:03:12.844Z,2025-02-23T17:58:40Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5536367035,285,,5536661661,211,,5536367033,56,Back,5537837629,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065121,7,43,1,0,17,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-23T13:03:12.845Z,2025-02-23T14:09:42Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5536367135,56,Center,5536661497,233,7,5536667377,144,7,5536367187,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065149,9,1,1,0,19,5rz9enoyknpg8ji78za5b82p0,1,64.0,25.3,2025-02-23T13:03:14.543Z,2025-02-23T13:03:16Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5536367267,56,Back,5536367271,141,23.7,5536367273,212,17.6,5536367269,140,47.3,5536367275,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065163,10,1,1,0,20,5rz9enoyknpg8ji78za5b82p0,0,50.7,24.2,2025-02-23T13:03:16.159Z,2025-02-23T17:58:54Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5536367357,212,31.8,5536367349,157,,5536367353,140,64.5,5536367351,56,Center,5536367361,1,,5536367359,213,1.10,5536367355,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065233,8,1,1,0,22,36g6ifzjliec1jqnbtf7yesme,0,38.5,31.5,2025-02-23T13:03:18.298Z,2025-02-23T17:59:04Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536367681,213,6.00,5536367673,56,Right,5536367675,140,73.1,5536367679,212,37.9,5536367677,141,15.8,5536367671,157,,5536367683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065217,11,8,1,0,27,5rz9enoyknpg8ji78za5b82p0,1,29.5,82.7,2025-02-23T13:03:22.607Z,2025-02-23T17:59:10Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5536367621,56,Back,5537839865,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065285,9,83,1,0,31,36g6ifzjliec1jqnbtf7yesme,0,83.6,15.0,2025-02-23T13:03:26.530Z,2025-02-23T17:59:18Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5537010261,399,4vmgmzg2004twoc39sk7zkzqh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065275,12,61,1,0,32,5rz9enoyknpg8ji78za5b82p0,1,16.4,85.0,2025-02-23T13:03:27.529Z,2025-02-23T14:28:42Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536367911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065331,13,43,1,0,34,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-23T13:03:30.159Z,2025-02-23T14:29:01Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536368185,212,6.6,5536368181,140,17.5,5536775371,144,1,5536368187,213,1.00,5536368179,56,Back,5536368183,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780149135,604,1,1,0,37,5rz9enoyknpg8ji78za5b82p0,1,10.0,76.5,2025-02-23T13:03:32.553Z,2025-02-23T17:59:45Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5536817731,213,0.96,5536817723,56,Back,5536817725,140,16.0,5536817729,212,11.0,5536817727,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065351,14,1,1,0,38,5rz9enoyknpg8ji78za5b82p0,1,15.5,93.0,2025-02-23T13:03:34.049Z,2025-02-23T17:59:53Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536368289,56,Back,5536368295,212,26.5,5536368297,213,6.28,5536825421,155,,5536368293,141,92.8,5536368291,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065389,15,1,1,0,40,5rz9enoyknpg8ji78za5b82p0,1,42.3,93.6,2025-02-23T13:03:36.352Z,2025-02-23T18:00:02Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5536368497,213,6.26,5536368487,140,47.2,5536368489,141,93.4,5536368485,56,Back,5536368493,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065423,16,1,1,0,43,5rz9enoyknpg8ji78za5b82p0,1,54.3,82.2,2025-02-23T13:03:39.488Z,2025-02-23T18:00:20Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5536368673,212,18.9,5536368671,141,79.7,5536368667,56,Left,5536368669,140,72.2,5536368675,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065459,17,1,1,0,46,5rz9enoyknpg8ji78za5b82p0,1,79.1,75.9,2025-02-23T13:03:41.744Z,2025-02-23T13:04:13Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,1.0,,5536368877,56,Center,5536370789,154,,5536368883,212,12.9,5536368879,140,91.0,5536370787,210,15,5536368881,141,70.9,5536368885,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065463,18,15,1,0,48,5rz9enoyknpg8ji78za5b82p0,1,91.0,70.9,2025-02-23T13:03:43.856Z,2025-02-23T18:00:54Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5536370813,55,17,5536370823,328,,5536368901,22,,5537847299,80,,5536370919,233,10,5536370821,103,5.7,5536368903,64,,5536370457,72,,5536370819,102,48.1,5536370807,29,5536368905,56,Center,5536370827,147,55.4,5536370809,154,5536370825,146,97.8,,,,,,,,,,,,,,,,
2780065475,10,10,1,0,48,36g6ifzjliec1jqnbtf7yesme,1,2.4,47.0,2025-02-23T13:03:43.956Z,2025-02-23T18:01:09Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5536370943,233,18,5536368941,56,Back,5536370879,389,,5536368935,173,,5536370881,183,,5537848337,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065521,11,61,1,0,54,36g6ifzjliec1jqnbtf7yesme,0,30.1,38.9,2025-02-23T13:03:49.659Z,2025-02-23T15:18:13Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,,5536369139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065575,19,1,1,0,55,5rz9enoyknpg8ji78za5b82p0,1,74.9,68.4,2025-02-23T13:03:51.168Z,2025-02-23T15:14:56Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5536369379,212,7.0,5536369375,140,72.8,5536369377,141,78.2,5536369373,56,Center,5536369381,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065589,20,1,1,0,57,5rz9enoyknpg8ji78za5b82p0,1,72.4,78.4,2025-02-23T13:03:52.544Z,2025-02-23T13:03:53Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536369445,213,4.10,5536369439,140,68.0,5536369441,141,68.7,5536369443,212,8.1,5536369437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065599,21,1,1,0,57,5rz9enoyknpg8ji78za5b82p0,1,67.2,69.0,2025-02-23T13:03:53.472Z,2025-02-23T13:03:54Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5536369483,141,82.7,5536369479,56,Left,5536369481,140,64.6,5536369487,213,1.86,5536369485,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065645,22,1,1,0,58,5rz9enoyknpg8ji78za5b82p0,1,63.3,83.9,2025-02-23T13:03:54.432Z,2025-02-23T13:03:57Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5536369743,213,0.29,5536369737,140,76.9,5536369739,141,90.2,5536369735,56,Left,5536369741,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065667,23,1,1,1,2,5rz9enoyknpg8ji78za5b82p0,0,82.8,90.2,2025-02-23T13:03:57.825Z,2025-02-23T18:01:41Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536369851,213,5.43,5536369845,140,85.5,5537850841,224,,5536369849,212,4.3,5536369847,141,85.4,5536369839,2,,5537850843,72,,5536369843,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065693,12,61,1,1,5,36g6ifzjliec1jqnbtf7yesme,1,11.8,14.7,2025-02-23T13:04:00.780Z,2025-02-23T13:04:00Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,,5536369991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065735,13,52,1,1,7,36g6ifzjliec1jqnbtf7yesme,1,3.5,43.9,2025-02-23T13:04:02.827Z,2025-02-23T18:01:57Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5537852129,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065941,14,1,1,1,20,36g6ifzjliec1jqnbtf7yesme,1,10.8,60.8,2025-02-23T13:04:16.478Z,2025-02-23T18:02:16Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,,5536371303,123,,5536371313,213,0.97,5536371307,140,19.7,5537853637,189,,5536371305,56,Back,5536371309,141,80.9,5536371311,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065989,15,1,1,1,22,36g6ifzjliec1jqnbtf7yesme,1,14.0,84.8,2025-02-23T13:04:18.333Z,2025-02-23T18:02:20Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536371605,140,17.8,5536371609,212,7.9,5536371611,213,1.04,5536371601,56,Back,5536371607,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780065997,16,1,1,1,24,36g6ifzjliec1jqnbtf7yesme,0,21.5,95.3,2025-02-23T13:04:20.004Z,2025-02-23T18:02:32Z,bcdp9e3dezuaybm8ndrsanbx0,M. Nielsen,,,5537854969,213,0.30,5536371651,56,Back,5537854959,141,100.0,5537854955,140,33.3,5537854963,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066013,17,5,1,1,24,36g6ifzjliec1jqnbtf7yesme,0,18.6,101.6,2025-02-23T13:04:20.065Z,2025-02-23T15:09:13Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5536373407,233,24,5536371737,347,,5536371733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066345,24,5,1,1,24,5rz9enoyknpg8ji78za5b82p0,1,81.4,-1.6,2025-02-23T13:04:20.065Z,2025-02-23T15:09:13Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536373393,233,17,5536373387,347,,5536373385,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066409,25,1,1,1,49,5rz9enoyknpg8ji78za5b82p0,0,86.8,0.0,2025-02-23T13:04:44.801Z,2025-02-23T13:05:21Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5536373711,56,Center,5536373713,140,89.3,5536373721,1,,5536373709,107,,5536373717,212,22.5,5536373719,213,1.45,5536373715,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066549,19,44,1,1,52,36g6ifzjliec1jqnbtf7yesme,1,13.2,71.1,2025-02-23T13:04:47.788Z,2025-02-23T15:09:57Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5536376559,233,26,5536374439,56,Back,5536374441,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066421,26,44,1,1,52,5rz9enoyknpg8ji78za5b82p0,0,86.8,28.9,2025-02-23T13:04:47.789Z,2025-02-23T15:09:58Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5536373779,56,Center,5536376605,233,19,5536373781,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066439,18,12,1,1,52,36g6ifzjliec1jqnbtf7yesme,1,15.0,69.0,2025-02-23T13:04:47.813Z,2025-02-23T17:40:51Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5536373863,212,6.8,5536373861,141,72.4,5536373859,140,21.1,5536373857,56,Back,5536373865,213,0.35,5536373921,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066427,27,43,1,1,53,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-23T13:04:48.881Z,2025-02-23T13:05:20Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5536376451,144,1,5536373823,56,Center,5536373831,213,1.66,5536373829,212,1.2,5536373825,140,89.1,5536373821,3,0,5536373827,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066533,28,1,1,1,54,5rz9enoyknpg8ji78za5b82p0,1,72.3,17.0,2025-02-23T13:04:50.177Z,2025-02-23T13:04:54Z,8og8nxbkcb63van4llvpkbe8l,N. Poulsen,,,5536374355,56,Right,5536374359,140,87.3,5536374363,141,16.1,5536374351,3,,5536374367,213,6.24,5536374365,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066535,29,50,1,1,58,5rz9enoyknpg8ji78za5b82p0,1,89.6,26.2,2025-02-23T13:04:54.321Z,2025-02-23T19:40:12Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5536374373,286,,5536374371,56,Center,5538215175,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066561,20,7,1,1,58,36g6ifzjliec1jqnbtf7yesme,0,10.4,73.8,2025-02-23T13:04:54.322Z,2025-02-23T19:40:11Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5538215163,233,29,5537859117,385,,5536374485,285,,5537859119,178,,5536374483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066557,30,61,1,1,58,5rz9enoyknpg8ji78za5b82p0,1,90.4,26.5,2025-02-23T13:04:54.451Z,2025-02-23T18:03:20Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5536374467,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066617,21,12,1,2,0,36g6ifzjliec1jqnbtf7yesme,1,10.7,57.9,2025-02-23T13:04:55.532Z,2025-02-23T15:15:48Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536374709,140,0.0,5536374711,141,80.3,5536374713,212,19.6,5536374755,167,,5536374707,56,Back,5536374715,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066623,22,6,1,2,1,36g6ifzjliec1jqnbtf7yesme,0,0.0,79.6,2025-02-23T13:04:57.315Z,2025-02-23T18:03:46Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5536375805,233,31,5536375745,56,Back,5536375749,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780066597,31,6,1,2,1,5rz9enoyknpg8ji78za5b82p0,1,100.0,20.4,2025-02-23T13:04:57.315Z,2025-02-23T14:53:50Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5536375773,233,22,5536374749,75,,5536374747,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780067217,32,1,1,2,40,5rz9enoyknpg8ji78za5b82p0,0,99.5,0.5,2025-02-23T13:05:35.762Z,2025-02-23T18:03:32Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536377603,6,,5536377613,141,39.5,5536377601,2,,5536377607,223,,5536377615,212,28.2,5536377617,213,1.92,5537860705,72,,5536377605,155,,5536377609,56,Center,5536377611,140,,,,,,,,,,,,90.4,,,,,,,,,,,,,,,
2780067249,23,12,1,2,43,36g6ifzjliec1jqnbtf7yesme,1,6.9,57.9,2025-02-23T13:05:39.038Z,2025-02-23T18:04:10Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5536377763,141,69.6,5536377759,140,4.8,5536377755,56,Back,5536377767,213,1.84,5536377765,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780067273,33,1,1,2,44,5rz9enoyknpg8ji78za5b82p0,0,92.0,16.0,2025-02-23T13:05:40.292Z,2025-02-23T18:04:24Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5536377937,141,57.7,5537865607,387,,5536377931,155,,5537865605,225,,5537865609,72,,5536377935,140,97.6,5536377939,212,29.0,5536377941,213,1.37,5536377933,56,Center,5536377927,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780067283,24,12,1,2,46,36g6ifzjliec1jqnbtf7yesme,1,3.3,44.8,2025-02-23T13:05:41.598Z,2025-02-23T18:04:34Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,,5536377987,141,46.2,5536377991,213,0.05,5536377989,212,18.1,5536377985,140,20.5,5536634959,15,,5536377983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780067393,34,1,1,2,50,5rz9enoyknpg8ji78za5b82p0,1,77.8,60.1,2025-02-23T13:05:46.147Z,2025-02-23T18:04:43Z,3uytpqx0e0jr6zgbfl1znsm7e,T. Bech,,,5536378465,212,21.7,5536378469,213,1.63,5536378459,56,Left,5536378461,140,76.5,5536378463,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780067515,35,1,1,2,54,5rz9enoyknpg8ji78za5b82p0,1,72.5,92.3,2025-02-23T13:05:49.635Z,2025-02-23T13:05:59Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5536379103,56,Left,5536379107,140,57.9,5536379115,213,3.26,5536379111,141,89.7,5536379113,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780067543,36,1,1,3,3,5rz9enoyknpg8ji78za5b82p0,1,55.1,84.1,2025-02-23T13:05:59.443Z,2025-02-23T13:06:28Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5536379265,213,3.70,5536379257,56,Back,5536379263,212,19.8,5536379261,141,68.8,5536379259,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
