id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2783148231,1,34,16,0,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-02T15:57:24.023Z,2025-03-02T19:12:06Z,,,,5553194225,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5553194219,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5553194217,130,2,5553194211,30,"f2ibn3ej2doay3b4u8ezeix62, 6b8vhoisrfwkljhz4u7pduej8, dux0skggr99ydjz3kn58p3wmh, 4gqnyyx3i92fayq6cxvekqwut, 4cbaoo2irqtme9goxuz6s3ey2, ayqy2vql1oumokqly9ahfrnx1, 6tckvu2rw7ns18dq7dim0sout, c9u2w9ikckbrra8vln2ucbf9w, 8inyievyp1az6q3dtlkpynf56, 8g4r9maz4invihjmdzpfxy0np, bbezbukg20q5b6kfnjuzhs55g, ckhhpn9ppgvlrtubf7li3se09, 7xc0qldxpidl07vij2wgu1sk5, ajjw1ikceu3g39sy6dsf9kdg4, 823p7p1amx8lp445bo6bi01lg, 9ic9msq3tj4gx8wqa6wfwk50q, 2ubad2kxha6n1c8c8sr2ogmad, ssluj1c3ft94nkfs58dc8cq2, rq6npjy37kolscu8lrj4r2dx, ftw3io63hk5vuoa3lyfgowes",5553194213,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5553194223,197,27262,5553194221,194,8g4r9maz4invihjmdzpfxy0np,5553194215,59,"41, 13, 15, 27, 5, 6, 10, 17, 8, 7, 16, 1, 2, 4, 19, 22, 24, 30, 33, 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783150717,1,34,16,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-02T16:00:56.968Z,2025-03-02T17:13:13Z,,,,5553207645,130,2,5553207657,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5553207643,59,"1, 20, 24, 16, 4, 13, 21, 26, 23, 10, 11, 2, 5, 6, 17, 19, 22, 27, 28, 33",5553207637,30,"a2l4ep71txn2edtjjcgewai5m, de0dokhb6u6hts2hu5aupgiga, brinkgys7026490q3ixx6h9uc, 6v1kpakd3t0jhnoh1eh75ev4k, 7yst1mucy7jynmpzu1thox2i, 8vi3l756ez0e96k7muvg4ekbu, ejixz16616b7krftxyzv9yiac, bm3k1knugkwa8z319dscr2yhg, 2k8bmlxzt0qi7divtxye0a5ii, 5lz41celw55rz3zh8pohclw5w, 1arzd8hqj73byhduozscqz5uy, hpzxgnwobdttfgd04dykf26t, bcdp9e3dezuaybm8ndrsanbx0, 8mkrj5bnkyhx8kutc4656cy96, 8bi1tlz62rjwyak4pnnzgp562, 20g27z0cklenjg7k0ox73wyc5, cul6phe87idi5dn1hsfywxhwp, 5vrsflxiv2dgfa8199a2qxsve, 5521epytthhw9afm2r3jn3384, 697f50qoetodmfe8ybcuey2ac",5553207641,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5553207653,197,1731,5553207649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5553209701,194,1arzd8hqj73byhduozscqz5uy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207549,2,32,1,0,0,b3r6d8ydtmtjckam6pku9y400,1,0.0,0.0,2025-03-02T17:03:11.838Z,2025-03-02T17:03:14Z,,,,5553518265,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207529,2,32,1,0,0,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-02T17:03:11.838Z,2025-03-02T22:15:24Z,,,,5553518181,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207561,3,1,1,0,0,b3r6d8ydtmtjckam6pku9y400,1,50.3,50.0,2025-03-02T17:03:11.915Z,2025-03-02T17:03:15Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5553518337,213,3.32,5553518331,140,28.8,5553518333,141,44.0,5553518339,279,S,5553518329,56,Back,5553518335,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207605,4,1,1,0,2,b3r6d8ydtmtjckam6pku9y400,1,28.8,44.0,2025-03-02T17:03:14.243Z,2025-03-02T17:03:17Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553518659,212,31.8,5553518649,56,Back,5553518657,141,89.7,5553518661,213,1.36,5553518655,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207675,5,1,1,0,5,b3r6d8ydtmtjckam6pku9y400,1,35.3,91.5,2025-03-02T17:03:16.948Z,2025-03-02T17:03:20Z,dux0skggr99ydjz3kn58p3wmh,M. López,,5553519067,212,35.0,5553519061,140,67.7,5553519063,141,79.4,5553519071,213,6.05,5553519059,56,Left,5553519073,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207685,6,1,1,0,8,b3r6d8ydtmtjckam6pku9y400,1,67.7,79.4,2025-03-02T17:03:20.803Z,2025-03-02T17:03:21Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,5553519143,56,Left,5553519157,213,0.50,5553519153,212,15.4,5553519141,168,,5553519149,141,90.2,5553519145,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207797,7,1,1,0,11,b3r6d8ydtmtjckam6pku9y400,1,90.3,87.9,2025-03-02T17:03:23.315Z,2025-03-02T22:38:53Z,bbezbukg20q5b6kfnjuzhs55g,Robert,1.0,5553519737,56,Center,5553519743,212,29.2,5553523379,154,,5553519733,2,,5553519741,141,45.0,5553523377,210,15,5553519739,140,91.2,5553519745,213,4.74,5553519735,155,5554800387,224,5554800389,72,,,,,,,,,,,,,,,,,,,,,,,
2783207801,8,15,1,0,13,b3r6d8ydtmtjckam6pku9y400,1,91.3,44.3,2025-03-02T17:03:25.031Z,2025-03-02T22:39:11Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5553801391,133,,5553519761,17,,5553519759,22,,5553523417,29,,5553523447,147,49.5,5553523435,103,10.1,5554800971,78,,5553523421,154,,5553523443,146,5553523437,328,5553523431,102,99.1,50.7,5553523425,55,7,5553523471,233,3,5553523099,72,5553799597,108,5553519763,56,Center,,,,,,,,
2783207777,3,10,1,0,13,36g6ifzjliec1jqnbtf7yesme,1,2.3,49.8,2025-03-02T17:03:25.131Z,2025-03-02T22:39:14Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5553519655,56,Back,5553519775,179,,5553519653,182,,5553523489,233,8,5554801113,377,,5553519773,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207805,4,52,1,0,14,36g6ifzjliec1jqnbtf7yesme,1,2.3,49.8,2025-03-02T17:03:26.141Z,2025-03-02T22:39:17Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5554801293,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207809,5,4,1,0,16,36g6ifzjliec1jqnbtf7yesme,1,2.3,51.1,2025-03-02T17:03:28.282Z,2025-03-02T18:39:44Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5553523561,233,9,5553519885,265,,5553519879,13,,5553519881,56,Back,5553519887,285,,5553519883,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207897,9,4,1,0,16,b3r6d8ydtmtjckam6pku9y400,0,97.7,48.9,2025-03-02T17:03:28.283Z,2025-03-02T18:39:44Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5553520419,286,,5553523595,233,5,5553520413,56,Center,5553520407,13,,5553520417,265,,5553520415,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207913,6,1,1,0,22,36g6ifzjliec1jqnbtf7yesme,1,2.3,49.8,2025-03-02T17:03:34.672Z,2025-03-02T17:03:36Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5553520469,56,Back,5553520475,212,6.0,5553520467,152,,5553520465,5,,5553520473,141,57.8,5553520477,213,1.15,5553520471,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207943,7,1,1,0,24,36g6ifzjliec1jqnbtf7yesme,1,4.6,57.8,2025-03-02T17:03:36.360Z,2025-03-02T17:03:39Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5553520697,140,3.1,5553520695,56,Back,5553520703,213,4.48,5553520699,141,48.2,5553520701,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207967,8,1,1,0,27,36g6ifzjliec1jqnbtf7yesme,0,3.1,44.4,2025-03-02T17:03:39.320Z,2025-03-02T17:03:42Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5553520835,141,44.4,5553520829,157,,5553520833,140,52.7,5553520841,1,,5553520837,212,52.1,5553520831,56,Center,5553520839,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783207993,10,1,1,0,31,b3r6d8ydtmtjckam6pku9y400,0,45.7,53.9,2025-03-02T17:03:43.315Z,2025-03-02T17:03:43Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553521011,213,1.46,5553521005,140,46.4,5553521007,141,64.0,5553521001,3,,5553521003,56,Back,5553521009,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208011,9,1,1,0,32,36g6ifzjliec1jqnbtf7yesme,0,51.0,35.5,2025-03-02T17:03:44.024Z,2025-03-02T17:03:45Z,ejixz16616b7krftxyzv9yiac,M. Bomholt,,5553521103,3,,5553521107,140,59.9,5553521109,141,40.4,5553521105,56,Center,5553521117,213,0.34,5553521113,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208069,11,12,1,0,33,b3r6d8ydtmtjckam6pku9y400,1,35.8,70.1,2025-03-02T17:03:45.731Z,2025-03-02T19:05:13Z,dux0skggr99ydjz3kn58p3wmh,M. López,,5554114791,141,68.1,5554114793,212,1.9,5554114795,213,5.46,5554114789,140,37.0,5553521397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208039,10,61,1,0,34,36g6ifzjliec1jqnbtf7yesme,1,58.6,40.6,2025-03-02T17:03:46.263Z,2025-03-02T17:21:10Z,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,,5553521267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208099,11,1,1,0,35,36g6ifzjliec1jqnbtf7yesme,0,54.4,45.3,2025-03-02T17:03:47.730Z,2025-03-02T19:05:16Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,5553521555,212,8.2,5553521553,141,57.3,5553521557,213,1.71,5553521551,140,53.3,5553521549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208133,12,8,1,0,36,b3r6d8ydtmtjckam6pku9y400,1,48.0,42.5,2025-03-02T17:03:48.403Z,2025-03-02T22:41:30Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5553521721,56,Back,5554807683,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208173,12,1,1,0,39,36g6ifzjliec1jqnbtf7yesme,1,42.9,54.2,2025-03-02T17:03:51.720Z,2025-03-02T17:03:55Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5553521899,141,35.5,5553521901,212,13.3,5553521903,213,4.42,5553521897,140,39.2,5553521895,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208217,13,1,1,0,44,36g6ifzjliec1jqnbtf7yesme,1,42.1,28.7,2025-03-02T17:03:56.242Z,2025-03-02T17:03:58Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5553522109,141,37.9,5553522113,213,0.90,5553522107,140,46.8,5553522111,212,8.0,5553522105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208245,14,1,1,0,46,36g6ifzjliec1jqnbtf7yesme,1,46.8,37.9,2025-03-02T17:03:57.904Z,2025-03-02T17:21:49Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,5553522225,141,23.5,5553522221,56,Back,5553522223,140,38.6,5553522229,212,13.0,5553522233,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208277,15,1,1,0,47,36g6ifzjliec1jqnbtf7yesme,1,38.6,23.5,2025-03-02T17:03:59.752Z,2025-03-02T17:04:01Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5553522375,212,12.7,5553522369,56,Back,5553522377,213,5.38,5553522371,140,46.1,5553522373,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208321,16,1,1,0,49,36g6ifzjliec1jqnbtf7yesme,1,46.1,8.8,2025-03-02T17:04:01.040Z,2025-03-02T17:04:04Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5553522627,56,Back,5553522629,140,35.8,5553522633,141,16.1,5553522641,213,2.71,5553522637,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208385,17,1,1,0,52,36g6ifzjliec1jqnbtf7yesme,1,37.3,27.8,2025-03-02T17:04:03.927Z,2025-03-02T17:04:10Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5553523045,141,49.2,5553523049,213,2.36,5553523047,212,20.8,5553523041,56,Back,5553523043,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208409,18,1,1,0,58,36g6ifzjliec1jqnbtf7yesme,1,18.7,51.6,2025-03-02T17:04:10.191Z,2025-03-02T17:04:12Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5553523193,213,1.22,5553523191,212,16.0,5553523187,140,23.9,5553523189,141,73.7,5553523185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208455,19,1,1,1,0,36g6ifzjliec1jqnbtf7yesme,1,25.1,70.2,2025-03-02T17:04:12.295Z,2025-03-02T17:04:16Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5553523493,56,Back,5553523503,212,25.3,5553523499,141,33.0,5553523495,140,23.7,5553523505,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208479,20,1,1,1,4,36g6ifzjliec1jqnbtf7yesme,1,25.4,35.2,2025-03-02T17:04:15.984Z,2025-03-02T17:04:18Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5553523615,213,1.39,5553523607,56,Back,5553523609,140,29.6,5553523611,141,70.0,5553523613,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208525,21,1,1,1,6,36g6ifzjliec1jqnbtf7yesme,1,29.6,69.7,2025-03-02T17:04:18.743Z,2025-03-02T17:04:24Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5553523913,56,Back,5553523917,141,62.2,5553523915,140,43.1,5553523921,213,5.94,5553523919,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208563,22,1,1,1,9,36g6ifzjliec1jqnbtf7yesme,1,43.1,62.4,2025-03-02T17:04:20.888Z,2025-03-02T17:23:26Z,2k8bmlxzt0qi7divtxye0a5ii,I. Hansen-Aarøen,,5553524115,56,Back,5553524117,140,31.7,5553524119,141,68.2,5553524121,212,12.6,5553524123,213,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208585,23,1,1,1,14,36g6ifzjliec1jqnbtf7yesme,1,31.7,68.2,2025-03-02T17:04:26.495Z,2025-03-02T17:23:29Z,8vi3l756ez0e96k7muvg4ekbu,B. Pudel,,5553524211,140,15.7,5553524217,212,23.0,5553524213,141,45.0,5553524207,56,Back,5553524219,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208597,24,1,1,1,15,36g6ifzjliec1jqnbtf7yesme,1,15.7,45.0,2025-03-02T17:04:27.703Z,2025-03-02T17:04:28Z,a2l4ep71txn2edtjjcgewai5m,V. Müller,,5553524269,213,5.39,5553524263,140,26.5,5553524261,56,Back,5553524267,212,18.0,5553524265,141,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208627,25,1,1,1,16,36g6ifzjliec1jqnbtf7yesme,1,26.5,24.4,2025-03-02T17:04:28.655Z,2025-03-02T17:04:31Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5553524463,212,16.1,5553524461,141,5.4,5553524457,56,Back,5553524465,213,5.35,5553524459,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208689,26,1,1,1,19,36g6ifzjliec1jqnbtf7yesme,0,36.9,5.5,2025-03-02T17:04:31.104Z,2025-03-02T17:04:36Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5553524795,140,63.2,5553524799,212,71.2,5553524801,213,1.17,5553524789,155,,5553524803,1,,5553524793,56,Left,5553524791,196,,5553524797,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208775,13,5,1,1,23,b3r6d8ydtmtjckam6pku9y400,1,35.8,-1.6,2025-03-02T17:04:35.731Z,2025-03-02T17:04:43Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5553525261,56,Back,5553525273,233,27,5553525263,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208695,27,5,1,1,23,36g6ifzjliec1jqnbtf7yesme,0,64.2,101.6,2025-03-02T17:04:35.731Z,2025-03-02T18:10:28Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,5553524809,347,,5553525455,233,13,5553524807,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208977,14,1,1,1,40,b3r6d8ydtmtjckam6pku9y400,1,30.0,0.0,2025-03-02T17:04:51.926Z,2025-03-02T17:04:54Z,6b8vhoisrfwkljhz4u7pduej8,R. Huescas,,5553526485,213,0.69,5553526473,140,35.7,5553526471,56,Back,5553526477,141,5.3,5553526481,212,7.7,5553526467,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783208973,28,83,1,1,42,36g6ifzjliec1jqnbtf7yesme,0,55.8,85.3,2025-03-02T17:04:53.856Z,2025-03-02T18:02:29Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,5553526901,399,4gqnyyx3i92fayq6cxvekqwut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209005,15,1,1,1,42,b3r6d8ydtmtjckam6pku9y400,1,36.8,4.7,2025-03-02T17:04:53.922Z,2025-03-02T17:04:55Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5553526625,141,10.4,5553526621,56,Back,5553526627,212,9.4,5553526623,140,45.0,5553526629,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209025,16,1,1,1,43,b3r6d8ydtmtjckam6pku9y400,1,45.0,10.4,2025-03-02T17:04:55.394Z,2025-03-02T17:04:56Z,8g4r9maz4invihjmdzpfxy0np,V. Claesson,,5553526731,140,39.5,5553526741,213,3.76,5553526739,212,7.1,5553526735,141,4.4,5553526727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209049,17,1,1,1,44,b3r6d8ydtmtjckam6pku9y400,0,39.5,4.4,2025-03-02T17:04:56.258Z,2025-03-02T17:04:57Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,5553526865,56,Back,5553526873,213,1.33,5553526867,140,44.6,5553526871,212,22.6,5553526869,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783259347,387,43,1,1,45,36g6ifzjliec1jqnbtf7yesme,1,0.0,0.0,2025-03-02T17:04:56.838Z,2025-03-02T22:42:51Z,bm3k1knugkwa8z319dscr2yhg,T. Hernes,,5554811925,144,61,5553801573,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209075,29,1,1,1,46,36g6ifzjliec1jqnbtf7yesme,0,55.3,54.4,2025-03-02T17:04:58.264Z,2025-03-02T18:02:27Z,7yst1mucy7jynmpzu1thox2i,L. Kramer,,5553527005,212,19.7,5553526997,157,,5553527003,141,67.6,5553527001,140,72.0,5553527007,213,0.47,5553527009,1,,5553526999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209175,18,1,1,1,50,b3r6d8ydtmtjckam6pku9y400,1,39.4,28.0,2025-03-02T17:05:02.099Z,2025-03-02T17:05:03Z,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,5553527499,141,59.7,5553527501,212,22.6,5553527503,213,1.88,5553527495,56,Back,5553527493,155,,5553527497,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209193,19,1,1,1,51,b3r6d8ydtmtjckam6pku9y400,1,32.9,59.7,2025-03-02T17:05:03.252Z,2025-03-02T18:03:57Z,dux0skggr99ydjz3kn58p3wmh,M. López,,5553527563,140,41.3,5553527561,56,Back,5553527567,212,9.1,5553527569,213,0.24,5553527559,3,,5553527565,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209247,20,1,1,1,52,b3r6d8ydtmtjckam6pku9y400,1,41.3,62.9,2025-03-02T17:05:04.114Z,2025-03-02T17:05:07Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5553527865,213,1.45,5553527859,140,42.8,5553527857,56,Back,5553527861,141,81.7,5553527863,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209309,21,1,1,1,55,b3r6d8ydtmtjckam6pku9y400,1,39.1,82.9,2025-03-02T17:05:07.571Z,2025-03-02T17:05:11Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,5553528189,56,Back,5553528191,140,43.5,5553528197,213,5.36,5553528193,141,73.9,5553528195,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209297,30,83,1,1,58,36g6ifzjliec1jqnbtf7yesme,0,62.1,26.7,2025-03-02T17:05:10.512Z,2025-03-02T17:05:12Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5553528287,399,8inyievyp1az6q3dtlkpynf56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209313,22,50,1,1,59,b3r6d8ydtmtjckam6pku9y400,1,41.4,73.7,2025-03-02T17:05:11.346Z,2025-03-02T19:07:53Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,5553528215,286,,5553528213,56,Back,5553528387,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209329,31,7,1,1,59,36g6ifzjliec1jqnbtf7yesme,1,58.6,26.3,2025-03-02T17:05:11.347Z,2025-03-02T22:43:29Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5553528367,233,22,5554813415,383,,5553528351,56,Center,5553528353,285,,5554813417,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209347,32,1,1,2,0,36g6ifzjliec1jqnbtf7yesme,1,62.2,25.3,2025-03-02T17:05:12.527Z,2025-03-02T17:05:14Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,5553528429,212,5.1,5553528431,213,5.61,5553528425,140,66.0,5553528427,141,20.6,5553528423,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209351,33,3,1,2,1,36g6ifzjliec1jqnbtf7yesme,0,64.9,22.2,2025-03-02T17:05:13.147Z,2025-03-02T22:43:41Z,5lz41celw55rz3zh8pohclw5w,O. Ross,,5553528447,56,Center,5553535169,233,45,5553531603,286,,5554813817,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783210573,45,7,1,2,1,b3r6d8ydtmtjckam6pku9y400,1,35.1,77.8,2025-03-02T17:05:13.148Z,2025-03-02T22:43:44Z,c9u2w9ikckbrra8vln2ucbf9w,V. Froholdt,,5553534807,56,Back,5554813999,178,,5553535141,233,33,5553534809,285,,5554813995,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209397,23,1,1,2,2,b3r6d8ydtmtjckam6pku9y400,1,37.6,79.3,2025-03-02T17:05:14.467Z,2025-03-02T17:05:17Z,bbezbukg20q5b6kfnjuzhs55g,Robert,,5553528645,56,Back,5553528651,212,18.7,5553528653,213,3.66,5553528647,140,22.1,5553528649,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209513,24,1,1,2,5,b3r6d8ydtmtjckam6pku9y400,1,22.2,65.7,2025-03-02T17:05:17.283Z,2025-03-02T17:05:23Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553529227,141,40.0,5553529221,56,Back,5553529223,140,21.1,5553529233,213,4.65,5553529231,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209617,25,1,1,2,11,b3r6d8ydtmtjckam6pku9y400,1,23.0,38.3,2025-03-02T17:05:23.251Z,2025-03-02T17:05:29Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,5553529719,141,62.1,5553529723,213,1.51,5553529721,212,16.2,5553529715,56,Back,5553529717,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783209641,26,1,1,2,17,b3r6d8ydtmtjckam6pku9y400,1,25.0,61.7,2025-03-02T17:05:29.731Z,2025-03-02T17:05:31Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,5553529879,56,Back,5553529885,212,16.4,5553529883,141,37.6,5553529887,213,4.78,5553529881,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
