id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2812611785,1,34,16,0,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-10T14:50:59.641Z,2025-05-10T14:51:00Z,,,,,5715378045,59,"1, 13, 21, 10, 15, 4, 7, 17, 9, 14, 19, 34, 3, 5, 8, 18, 29, 33, 36, 24",5715378053,197,5798,5715378051,194,dsw7clrtv93nkdnppqhfm1n9,5715378055,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5715378041,30,"dsw7clrtv93nkdnppqhfm1n9, dcewpavwmjbplo5fahrzfxega, cdlngd5oc988etq8dp8bh4s7p, 546vmchsyl1wt10pr13r5oup6, 6lykrd3hzedl7xljr167gow5x, 10lj2qekb1e4c8ful68b1pazt, 21ht7s882is4sisnr8dpf61yi, 451liwl34giar3r8y7b295w16, 9mvwnz2zlvx54nggvvw3l9ega, di0z3rihhkz11o1ccqo2b654a, 2cvq4wyrr0xtelibpirkxqpsk, 6f0gn0s326avqwshii5mvfz10, bdgqvvkpadpthmlm40wa6dcyx, 4ly7t29cozmc49wu7avkvv3yt, 5k4gsy5f7ius93bbks9wbvqei, 3xrja99d4b0jewfjzelq4rspg, rxypx04u4hxdd5dfwoazp2xg, 77767sxrg8n7kfm58qf1wq32s, es8z1xh8vhhtrjs8jrfbrqrro, dy1lhnql8cpw307wcxw3brndg",5715378043,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5715378047,130,8,5715378049,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,
2812622787,1,34,16,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-10T15:01:40.420Z,2025-05-10T15:08:12Z,,,,,5715435933,130,8,5715435937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5715435941,194,3durmgxmp7tzxsr234mlhot1,5715435943,197,25091,5715435925,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5715435929,59,"99, 28, 21, 14, 22, 7, 24, 15, 19, 10, 11, 32, 9, 13, 16, 17, 29, 39, 44",5715435945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5715435921,30,"42p4op3tm9umpwxyxde5xjefp, 8kkbwlif9496fekfraadrws9g, 3ks6pxe94hk9l4q46do2c628l, 3durmgxmp7tzxsr234mlhot1, 5sobeblelb6fl7aafw833iwwk, 504qkt70jvof5yzffmwwo5c5x, dmj5oe18blqnxozkfd8q5myfp, eq9x5pboy1dehdauroonsw3c9, e8s9kg55x4npvg6tkuwe5wj6c, bar5tlyxm2vim2ewqauywgb85, 4iguik2n53ywq82altuqoouwa, dzdryjruyr4lpu3t7d5pgpn11, epnkff9nsysx1eyh90muhmvl6, 7sez5w47trh4xnngir0epzl04, 780mdhlnrheqczv6o7p5l8hzo, c3okou4sh3r5i7mei6lpjks4q, 8k4fw4zak03as07nwf1kiktuc, acredwjpf6ou0mdqx2cpxm4no, 50xax4sqxz9mbfney5xxi47pw",,,,,,,,,,,,,,,,,,,,,,,,
2812667823,2,32,1,0,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-05-10T15:30:41.121Z,2025-05-10T15:30:41Z,,,,,5715673495,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667843,2,32,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-10T15:30:41.121Z,2025-05-10T15:30:46Z,,,,,5715673577,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667851,3,1,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,50.1,49.9,2025-05-10T15:30:41.524Z,2025-05-10T15:30:46Z,e8s9kg55x4npvg6tkuwe5wj6c,J. Dembe,,,5715673621,212,12.4,5715673623,213,3.20,5715673619,141,48.8,5715673625,279,S,5715673617,140,38.3,5715673611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667931,4,1,1,0,1,9zqn9ugvg64it0lr5z8cq4g9v,1,37.1,49.6,2025-05-10T15:30:42.859Z,2025-05-10T15:30:47Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5715674063,56,Back,5715674067,141,53.4,5715674069,212,7.0,5715674065,140,43.3,5715674073,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667937,5,1,1,0,2,9zqn9ugvg64it0lr5z8cq4g9v,1,43.5,53.7,2025-05-10T15:30:44.107Z,2025-05-10T15:30:47Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715674105,140,29.8,5715674113,213,2.46,5715674111,212,18.5,5715674149,156,,5715674107,141,70.9,5715674101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667943,6,1,1,0,4,9zqn9ugvg64it0lr5z8cq4g9v,1,29.8,70.9,2025-05-10T15:30:45.498Z,2025-05-10T15:30:47Z,504qkt70jvof5yzffmwwo5c5x,J. Laursen,,,5715674175,141,84.2,5715674171,56,Back,5715674173,140,43.1,5715674177,212,16.6,5715674179,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667961,7,1,1,0,5,9zqn9ugvg64it0lr5z8cq4g9v,1,43.1,84.2,2025-05-10T15:30:46.203Z,2025-05-10T15:36:29Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5715674279,141,72.0,5715674277,140,47.8,5715674283,213,5.25,5715674281,212,9.7,5715674275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812667979,8,1,1,0,7,9zqn9ugvg64it0lr5z8cq4g9v,0,45.6,75.7,2025-05-10T15:30:48.651Z,2025-05-10T15:30:49Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715674367,56,Center,5715674369,140,67.2,5715674375,213,5.94,5715674365,155,,5715674373,212,24.1,5715674371,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668095,3,1,1,0,12,4jg5vd59i24chckyua90dr1lg,1,13.3,15.8,2025-05-10T15:30:53.530Z,2025-05-10T15:30:54Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5715675009,141,6.7,5715675007,140,23.5,5715675011,212,12.4,5715675013,213,5.76,5715675005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668153,5,1,1,0,13,4jg5vd59i24chckyua90dr1lg,1,23.5,6.7,2025-05-10T15:30:54.536Z,2025-05-10T15:30:56Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5715675317,212,11.4,5715675311,56,Back,5715675313,140,12.8,5715675319,213,2.96,5715675315,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668217,6,1,1,0,15,4jg5vd59i24chckyua90dr1lg,0,10.7,9.8,2025-05-10T15:30:56.679Z,2025-05-10T15:31:00Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5715675667,140,34.6,5715675663,155,,5715675669,141,26.1,5715675665,56,Back,5715675671,212,27.4,5715675673,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668209,9,44,1,0,17,9zqn9ugvg64it0lr5z8cq4g9v,1,66.0,73.0,2025-05-10T15:30:58.395Z,2025-05-10T15:37:38Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715675613,56,Center,5715675829,233,7,5715675615,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668227,7,44,1,0,17,4jg5vd59i24chckyua90dr1lg,0,34.0,27.0,2025-05-10T15:30:58.396Z,2025-05-10T15:37:38Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5715675903,233,9,5715675723,56,Back,5715675725,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668295,10,1,1,0,17,9zqn9ugvg64it0lr5z8cq4g9v,0,67.4,74.4,2025-05-10T15:30:58.987Z,2025-05-10T15:37:34Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715676105,213,5.71,5715676097,56,Center,5715676099,140,67.8,5715676101,141,74.0,5715676103,212,0.5,5715676095,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812677923,75,61,1,0,18,4jg5vd59i24chckyua90dr1lg,1,33.9,25.4,2025-05-10T15:31:00.080Z,2025-05-10T15:38:11Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5715732919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812679179,79,83,1,0,19,4jg5vd59i24chckyua90dr1lg,0,24.4,28.4,2025-05-10T15:31:00.578Z,2025-05-10T15:39:54Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5715743905,399,4iguik2n53ywq82altuqoouwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812679187,80,83,1,0,20,4jg5vd59i24chckyua90dr1lg,0,27.6,27.2,2025-05-10T15:31:01.786Z,2025-05-10T15:39:47Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5715743147,399,4iguik2n53ywq82altuqoouwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668377,12,1,1,0,22,9zqn9ugvg64it0lr5z8cq4g9v,1,72.7,92.6,2025-05-10T15:31:04.010Z,2025-05-10T15:31:06Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5715676563,212,10.7,5715676561,141,78.5,5715676557,56,Center,5715676565,213,4.25,5715676559,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668355,8,83,1,0,24,4jg5vd59i24chckyua90dr1lg,0,33.4,4.9,2025-05-10T15:31:05.496Z,2025-05-10T15:31:07Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5715676743,399,3durmgxmp7tzxsr234mlhot1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668383,13,43,1,0,25,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-10T15:31:06.122Z,2025-05-10T15:31:39Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715676595,56,Center,5715680433,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668457,14,61,1,0,26,9zqn9ugvg64it0lr5z8cq4g9v,0,64.0,74.8,2025-05-10T15:31:07.999Z,2025-05-10T15:40:37Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715677025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668435,9,61,1,0,27,4jg5vd59i24chckyua90dr1lg,0,34.4,27.0,2025-05-10T15:31:08.999Z,2025-05-10T15:40:34Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5715676897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668509,15,1,1,0,28,9zqn9ugvg64it0lr5z8cq4g9v,1,67.5,66.0,2025-05-10T15:31:09.802Z,2025-05-10T15:31:11Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715677357,213,4.82,5715677353,141,43.6,5715677351,140,69.1,5715677349,56,Center,5715677355,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668567,16,1,1,0,30,9zqn9ugvg64it0lr5z8cq4g9v,1,69.1,43.6,2025-05-10T15:31:11.595Z,2025-05-10T15:31:14Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5715677679,56,Right,5715677685,212,26.7,5715677683,141,4.4,5715677681,140,70.2,5715677687,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668607,17,1,1,0,32,9zqn9ugvg64it0lr5z8cq4g9v,1,69.2,6.7,2025-05-10T15:31:13.914Z,2025-05-10T15:31:17Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5715677941,213,2.18,5715677939,212,12.4,5715677937,141,21.6,5715677933,56,Center,5715677935,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812682843,120,1,1,0,35,9zqn9ugvg64it0lr5z8cq4g9v,1,62.4,20.9,2025-05-10T15:31:16.586Z,2025-05-10T15:41:18Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5715757825,141,32.5,5715757815,56,Center,5715757829,213,0.64,5715757821,140,72.5,5715757827,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668617,18,1,1,0,36,9zqn9ugvg64it0lr5z8cq4g9v,0,69.8,41.5,2025-05-10T15:31:17.715Z,2025-05-10T15:31:18Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715677993,213,4.85,5715677991,212,10.8,5715677989,141,25.8,5715677987,140,71.2,5715677985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668659,10,1,1,0,38,4jg5vd59i24chckyua90dr1lg,1,25.8,72.6,2025-05-10T15:31:19.256Z,2025-05-10T15:41:54Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5715678205,56,Back,5715678213,213,5.93,5715678211,212,18.1,5715678207,140,42.0,5715678209,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668703,12,4,1,0,41,4jg5vd59i24chckyua90dr1lg,1,53.4,71.2,2025-05-10T15:31:22.616Z,2025-05-10T16:22:11Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5715678565,152,,5715678733,233,19,5715678567,286,,5715678563,56,Center,5715678561,294,,5715678559,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668707,19,4,1,0,41,9zqn9ugvg64it0lr5z8cq4g9v,0,46.6,28.8,2025-05-10T15:31:22.617Z,2025-05-10T16:22:11Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5715678725,285,,5715678795,233,12,5715678719,294,,5715678717,13,,5715680079,55,20,5715678723,152,,5715678721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812668817,20,17,1,0,44,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-10T15:31:25.706Z,2025-05-10T15:42:14Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5715680053,13,243,5715680051,393,,5715680049,31,,5715680055,55,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812669603,13,1,1,1,16,4jg5vd59i24chckyua90dr1lg,0,57.2,67.0,2025-05-10T15:31:58.118Z,2025-05-10T15:32:03Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5715683501,212,41.9,5715683503,213,5.63,5715683495,56,Center,5715683499,141,29.7,5715683497,140,89.0,5715683505,1,,5715683489,5,,5715683491,155,,5715683493,152,,,,,,,,,,,,,,,,,,,,,,
2812669607,21,12,1,1,20,9zqn9ugvg64it0lr5z8cq4g9v,1,10.0,64.2,2025-05-10T15:32:01.802Z,2025-05-10T15:32:05Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715683515,212,11.8,5715683509,56,Back,5715683749,15,,5715683559,167,,5715683517,213,2.79,5715683513,141,70.2,5715683511,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812669623,14,6,1,1,22,4jg5vd59i24chckyua90dr1lg,1,95.8,29.8,2025-05-10T15:32:03.507Z,2025-05-10T16:22:10Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5715683795,233,22,5715683691,56,Center,5715683693,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812669611,22,6,1,1,22,9zqn9ugvg64it0lr5z8cq4g9v,0,4.2,70.2,2025-05-10T15:32:03.507Z,2025-05-10T15:32:09Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5715683619,56,Back,5715683813,233,14,5715683621,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670235,15,1,1,1,47,4jg5vd59i24chckyua90dr1lg,0,99.5,0.5,2025-05-10T15:32:28.885Z,2025-05-10T15:32:32Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5715686891,1,,5715686869,6,,5715686875,56,Center,5715686867,2,,5715686887,213,1.67,5715686883,141,50.4,5715686915,233,23,5715686871,155,,5715686873,223,5715686879,140,96.4,5715686885,212,34.1,,,,,,,,,,,,,,,,
2812670231,23,11,1,1,50,9zqn9ugvg64it0lr5z8cq4g9v,1,4.6,49.9,2025-05-10T15:32:31.706Z,2025-05-10T15:32:33Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5715686861,56,Back,5715686863,88,,5715686981,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670487,24,1,1,1,54,9zqn9ugvg64it0lr5z8cq4g9v,0,14.5,51.3,2025-05-10T15:32:36.026Z,2025-05-10T15:32:41Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5715688277,213,6.20,5715688273,141,45.1,5715688271,140,65.1,5715688279,1,,5715688275,212,53.3,5715688269,56,Center,5715688267,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670529,16,1,1,2,2,4jg5vd59i24chckyua90dr1lg,0,32.7,48.4,2025-05-10T15:32:43.509Z,2025-05-10T15:32:43Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5715688541,213,3.72,5715688535,141,44.2,5715688533,140,28.5,5715688531,56,Back,5715688539,212,5.3,5715688529,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670553,25,1,1,2,2,9zqn9ugvg64it0lr5z8cq4g9v,1,70.8,48.4,2025-05-10T15:32:43.675Z,2025-05-10T15:32:44Z,e8s9kg55x4npvg6tkuwe5wj6c,J. Dembe,,,5715688685,141,43.6,5715688679,140,69.7,5715688677,56,Center,5715688671,3,,5715688695,212,3.5,5715688697,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670565,26,1,1,2,3,9zqn9ugvg64it0lr5z8cq4g9v,0,69.5,44.9,2025-05-10T15:32:44.810Z,2025-05-10T15:32:47Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5715689085,233,17,5715688759,212,1.4,5715688753,56,Center,5715688757,141,46.7,5715688761,213,2.11,5715689083,236,,5715689089,286,,5715688755,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,
2812670617,17,74,1,2,3,4jg5vd59i24chckyua90dr1lg,1,36.3,51.5,2025-05-10T15:32:44.811Z,2025-05-10T16:24:42Z,2cvq4wyrr0xtelibpirkxqpsk,N. Milleskog,,,5715689121,233,26,5715689051,56,Back,5715689055,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670711,19,1,1,2,7,4jg5vd59i24chckyua90dr1lg,1,38.1,44.6,2025-05-10T15:32:48.293Z,2025-05-10T15:32:51Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5715689499,140,25.0,5715689505,213,3.93,5715689497,56,Back,5715689501,141,24.4,5715689503,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670759,20,1,1,2,9,4jg5vd59i24chckyua90dr1lg,1,25.1,21.6,2025-05-10T15:32:51.093Z,2025-05-10T15:32:53Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5715689739,56,Back,5715689745,212,18.0,5715689743,141,40.3,5715689741,140,13.0,5715689747,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670807,21,1,1,2,12,4jg5vd59i24chckyua90dr1lg,1,13.0,40.3,2025-05-10T15:32:53.749Z,2025-05-10T15:32:56Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5715690033,213,1.43,5715690025,141,65.5,5715690023,140,15.3,5715690021,56,Back,5715690029,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670847,22,1,1,2,14,4jg5vd59i24chckyua90dr1lg,1,15.2,66.1,2025-05-10T15:32:55.940Z,2025-05-10T15:32:57Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5715690229,141,92.3,5715690233,212,20.9,5715690221,56,Back,5715690237,213,1.02,5715690225,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812670923,23,1,1,2,16,4jg5vd59i24chckyua90dr1lg,1,25.6,92.3,2025-05-10T15:32:57.892Z,2025-05-10T15:33:00Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5715690579,213,0.02,5715690577,212,12.5,5715690573,140,37.5,5715690571,56,Back,5715690575,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671021,24,1,1,2,19,4jg5vd59i24chckyua90dr1lg,1,37.5,92.6,2025-05-10T15:33:00.708Z,2025-05-10T15:33:05Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5715691169,213,3.20,5715691167,212,18.8,5715691161,56,Back,5715691163,140,19.6,5715691165,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671109,25,1,1,2,24,4jg5vd59i24chckyua90dr1lg,1,25.0,68.5,2025-05-10T15:33:05.892Z,2025-05-10T15:33:09Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5715691707,140,24.0,5715691709,141,35.4,5715691705,56,Back,5715691717,213,4.67,5715691713,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671185,26,1,1,2,28,4jg5vd59i24chckyua90dr1lg,0,28.5,33.0,2025-05-10T15:33:09.861Z,2025-05-10T15:33:12Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5715692103,213,0.55,5715692095,56,Center,5715692101,212,42.8,5715692093,155,,5715692105,1,,5715692097,140,63.3,5715692099,141,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671271,28,1,1,2,31,9zqn9ugvg64it0lr5z8cq4g9v,1,39.2,27.0,2025-05-10T15:33:12.619Z,2025-05-10T15:33:15Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5715692499,212,11.5,5715692497,141,41.3,5715692493,56,Back,5715692501,213,1.01,5715692495,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671351,29,1,1,2,33,9zqn9ugvg64it0lr5z8cq4g9v,0,45.0,41.5,2025-05-10T15:33:14.954Z,2025-05-10T15:33:18Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5715692907,140,75.7,5715692921,213,5.65,5715692901,155,,5715692925,1,,5715692905,56,Right,5715692911,141,6.8,5715692917,212,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671523,28,1,1,2,39,4jg5vd59i24chckyua90dr1lg,1,13.1,89.6,2025-05-10T15:33:20.804Z,2025-05-10T15:33:24Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5715693739,212,25.5,5715693737,141,54.6,5715693733,56,Back,5715693741,213,4.35,5715693735,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671637,29,1,1,2,43,4jg5vd59i24chckyua90dr1lg,1,5.2,52.2,2025-05-10T15:33:24.771Z,2025-05-10T15:33:29Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5715694335,140,57.8,5715694341,213,5.81,5715694343,1,,5715694339,212,62.0,5715694333,56,Right,5715694331,155,,5715694337,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671691,30,4,1,2,49,4jg5vd59i24chckyua90dr1lg,1,54.2,16.2,2025-05-10T15:33:31.049Z,2025-05-10T15:33:38Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5715694935,56,Right,5715694971,233,30,5715694939,286,,5715694937,152,,5715694931,13,,5715694933,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812671677,30,4,1,2,49,9zqn9ugvg64it0lr5z8cq4g9v,0,45.8,83.8,2025-05-10T15:33:31.050Z,2025-05-10T15:33:38Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5715694669,13,,5715694677,285,,5715695313,295,,5715694673,152,,5715694671,56,Back,5715695177,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812672061,31,1,1,3,3,4jg5vd59i24chckyua90dr1lg,1,58.1,12.0,2025-05-10T15:33:44.595Z,2025-05-10T15:33:49Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5715696887,140,85.7,5715696883,152,,5715696881,196,,5715696891,212,59.4,5715696893,213,1.06,5715696889,141,88.3,5715696879,155,,5715696885,56,Left,5715696895,1,5715696877,5,,,,,,,,,,,,,,,,,,,,
2812672137,32,1,1,3,8,4jg5vd59i24chckyua90dr1lg,1,77.8,92.6,2025-05-10T15:33:49.874Z,2025-05-10T15:33:52Z,2cvq4wyrr0xtelibpirkxqpsk,N. Milleskog,,,5715697335,212,16.2,5715697327,56,Left,5715697333,141,94.5,5715697331,140,62.4,5715697337,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812672245,33,1,1,3,11,4jg5vd59i24chckyua90dr1lg,1,64.4,92.7,2025-05-10T15:33:52.386Z,2025-05-10T15:33:57Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5715697935,56,Center,5715697939,141,67.3,5715697937,140,57.9,5715697943,213,4.34,5715697941,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812672283,34,1,1,3,15,4jg5vd59i24chckyua90dr1lg,1,61.6,55.5,2025-05-10T15:33:56.914Z,2025-05-10T15:33:58Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5715698099,213,4.29,5715698097,212,18.9,5715698091,56,Center,5715698093,140,54.2,5715698095,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812672375,35,1,1,3,17,4jg5vd59i24chckyua90dr1lg,1,54.2,30.3,2025-05-10T15:33:58.386Z,2025-05-10T15:34:01Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5715698577,213,1.91,5715698573,212,29.8,5715698571,141,71.7,5715698563,56,Back,5715698567,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
