id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value
2820732725,472,12,2,52,51,4jg5vd59i24chckyua90dr1lg,1,8.7,66.4,2025-06-01T15:43:46.139Z,2025-06-01T15:43:47Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760401777,213,1.21,5760401769,56,Back,5760401775,212,16.0,5760401773,141,88.4,5760401771,140,14.0,5760401779,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732739,473,61,2,52,54,4jg5vd59i24chckyua90dr1lg,0,11.8,90.0,2025-06-01T15:43:49.516Z,2025-06-01T15:43:49Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5760401849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732765,500,1,2,52,55,5mbo4f0vps12dr0fcvjn3wyp5,1,77.7,4.1,2025-06-01T15:43:50.100Z,2025-06-01T15:43:51Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760401995,141,6.7,5760401993,140,67.5,5760401999,213,2.98,5760401997,212,10.9,5760401991,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732787,502,1,2,52,57,5mbo4f0vps12dr0fcvjn3wyp5,1,75.0,5.3,2025-06-01T15:43:52.323Z,2025-06-01T15:43:54Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760402147,56,Right,5760402157,213,6.21,5760402151,141,4.1,5760402149,140,85.7,5760402153,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732807,503,1,2,52,59,5mbo4f0vps12dr0fcvjn3wyp5,1,85.7,4.1,2025-06-01T15:43:54.659Z,2025-06-01T15:43:57Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5760402267,141,26.7,5760402271,213,1.65,5760402265,140,84.6,5760402263,56,Center,5760402269,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732811,504,61,2,53,2,5mbo4f0vps12dr0fcvjn3wyp5,0,84.6,26.7,2025-06-01T15:43:56.963Z,2025-06-01T15:43:57Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5760402285,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732817,474,3,2,53,2,4jg5vd59i24chckyua90dr1lg,0,22.8,73.6,2025-06-01T15:43:57.332Z,2025-06-01T16:09:44Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5760402315,56,Back,5760402317,285,,5760402361,233,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732821,505,7,2,53,2,5mbo4f0vps12dr0fcvjn3wyp5,0,77.2,26.4,2025-06-01T15:43:57.333Z,2025-06-01T16:09:46Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760402355,233,474,5760402335,56,Center,5760402337,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740137,644,61,2,53,3,4jg5vd59i24chckyua90dr1lg,1,26.2,79.3,2025-06-01T15:43:57.860Z,2025-06-01T16:09:59Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5760445261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732835,475,43,2,53,4,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-06-01T15:43:59.558Z,2025-06-01T16:10:14Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5760445991,144,61,5760402425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732847,507,1,2,53,5,5mbo4f0vps12dr0fcvjn3wyp5,1,77.9,25.3,2025-06-01T15:44:00.548Z,2025-06-01T15:44:03Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760402497,141,29.1,5760402495,140,75.0,5760402501,213,2.44,5760402493,56,Center,5760402499,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732855,508,1,2,53,6,5mbo4f0vps12dr0fcvjn3wyp5,0,75.0,29.1,2025-06-01T15:44:01.299Z,2025-06-01T15:44:03Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5760402533,212,5.7,5760402525,140,79.1,5760402537,213,0.72,5760402521,56,Center,5760402529,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820740133,643,8,2,53,6,4jg5vd59i24chckyua90dr1lg,1,20.4,57.7,2025-06-01T15:44:01.717Z,2025-06-01T16:10:46Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760447389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732849,476,43,2,53,8,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-06-01T15:44:02.924Z,2025-06-01T16:10:51Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760447663,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732867,477,1,2,53,8,4jg5vd59i24chckyua90dr1lg,1,25.1,58.7,2025-06-01T15:44:03.020Z,2025-06-01T16:10:49Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760402585,212,19.6,5760402583,141,33.0,5760402587,213,5.18,5760402579,56,Back,5760402581,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732881,478,1,2,53,11,4jg5vd59i24chckyua90dr1lg,1,32.6,34.2,2025-06-01T15:44:06.172Z,2025-06-01T15:44:08Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5760402727,141,26.8,5760402731,213,3.40,5760402725,140,14.1,5760402723,56,Back,5760402729,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732907,479,1,2,53,13,4jg5vd59i24chckyua90dr1lg,0,13.6,26.2,2025-06-01T15:44:07.852Z,2025-06-01T15:44:11Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5760402883,140,54.9,5760402889,213,5.93,5760402885,141,2.9,5760402891,1,,5760402881,56,Right,5760402887,212,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732925,509,1,2,53,16,5mbo4f0vps12dr0fcvjn3wyp5,1,47.3,94.4,2025-06-01T15:44:11.059Z,2025-06-01T15:44:14Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760402997,140,22.2,5760402995,56,Back,5760403003,213,3.72,5760403001,212,31.4,5760402999,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732941,511,1,2,53,20,5mbo4f0vps12dr0fcvjn3wyp5,1,22.6,57.9,2025-06-01T15:44:14.851Z,2025-06-01T15:44:19Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5760403107,56,Back,5760403111,141,33.0,5760403113,212,17.3,5760403115,213,4.92,5760403109,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732957,512,1,2,53,25,5mbo4f0vps12dr0fcvjn3wyp5,1,26.0,33.0,2025-06-01T15:44:19.828Z,2025-06-01T15:44:22Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760403215,212,18.8,5760403209,56,Back,5760403217,213,5.19,5760403213,141,8.5,5760403211,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732963,480,83,2,53,27,4jg5vd59i24chckyua90dr1lg,0,61.1,96.0,2025-06-01T15:44:21.973Z,2025-06-01T15:44:28Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760403409,399,b11ffe62rpm020r3u6t1lhvx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732959,513,50,2,53,27,5mbo4f0vps12dr0fcvjn3wyp5,1,36.2,6.6,2025-06-01T15:44:22.276Z,2025-06-01T15:44:26Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760403221,56,Back,5760403223,286,,5760403321,233,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732973,481,7,2,53,27,4jg5vd59i24chckyua90dr1lg,0,63.8,93.4,2025-06-01T15:44:22.277Z,2025-06-01T15:44:30Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760403297,285,,5760403295,56,Left,5760403293,167,,5760403303,233,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732999,515,61,2,53,28,5mbo4f0vps12dr0fcvjn3wyp5,1,33.2,4.7,2025-06-01T15:44:23.130Z,2025-06-01T15:44:30Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760403447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732987,482,5,2,53,29,4jg5vd59i24chckyua90dr1lg,1,64.5,101.4,2025-06-01T15:44:24.004Z,2025-06-01T16:45:34Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760403371,347,,5760403369,56,Left,5760403405,233,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820732975,514,5,2,53,29,5mbo4f0vps12dr0fcvjn3wyp5,0,35.5,-1.4,2025-06-01T15:44:24.004Z,2025-06-01T16:45:34Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760403299,56,Back,5760403301,347,,5760403393,233,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733047,516,17,2,53,40,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-06-01T15:44:35.253Z,2025-06-01T15:44:39Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760403833,31,,5760403837,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733245,483,1,2,54,3,4jg5vd59i24chckyua90dr1lg,1,62.4,100.0,2025-06-01T15:44:58.093Z,2025-06-01T15:45:00Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760404783,189,,5760404737,56,Back,5760404745,213,3.33,5760404743,212,23.0,5760404747,1,,5760404735,107,,5760404741,141,95.6,5760404739,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733273,484,1,2,54,6,4jg5vd59i24chckyua90dr1lg,1,39.4,92.4,2025-06-01T15:45:00.748Z,2025-06-01T15:45:05Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760404927,56,Back,5760404931,141,62.7,5760404933,212,28.2,5760404935,213,3.94,5760404929,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733287,485,1,2,54,10,4jg5vd59i24chckyua90dr1lg,0,20.5,59.3,2025-06-01T15:45:05.646Z,2025-06-01T15:45:09Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760405015,140,66.2,5760405021,213,6.02,5760405019,212,49.7,5760405013,56,Center,5760405023,1,,5760405017,141,40.3,5760405011,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733293,517,44,2,54,13,5mbo4f0vps12dr0fcvjn3wyp5,1,34.0,60.4,2025-06-01T15:45:08.716Z,2025-06-01T15:45:12Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760405043,56,Back,5760405047,233,486,5760405045,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733289,486,44,2,54,13,4jg5vd59i24chckyua90dr1lg,0,66.0,39.6,2025-06-01T15:45:08.717Z,2025-06-01T15:45:13Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5760405029,286,,5760405065,233,517,5760405027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733315,518,1,2,54,14,5mbo4f0vps12dr0fcvjn3wyp5,1,34.3,61.7,2025-06-01T15:45:09.715Z,2025-06-01T15:45:13Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760405159,140,46.2,5760405163,212,13.3,5760405161,141,55.1,5760405155,3,,5760405165,213,5.94,5760405157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733329,520,1,2,54,17,5mbo4f0vps12dr0fcvjn3wyp5,1,46.2,54.2,2025-06-01T15:45:12.532Z,2025-06-01T15:45:15Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5760405233,141,45.5,5760405231,140,35.6,5760405237,213,3.63,5760405229,56,Back,5760405235,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733333,521,1,2,54,20,5mbo4f0vps12dr0fcvjn3wyp5,1,35.6,45.5,2025-06-01T15:45:15.588Z,2025-06-01T15:45:16Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760405263,213,5.97,5760405261,212,6.7,5760405259,141,42.4,5760405257,140,41.7,5760405255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733343,522,1,2,54,21,5mbo4f0vps12dr0fcvjn3wyp5,1,38.7,47.8,2025-06-01T15:45:16.643Z,2025-06-01T15:45:18Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5760405337,213,3.14,5760405335,212,10.9,5760405329,56,Back,5760405331,140,28.3,5760405333,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733363,523,1,2,54,23,5mbo4f0vps12dr0fcvjn3wyp5,1,29.3,51.0,2025-06-01T15:45:18.707Z,2025-06-01T15:45:22Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760405449,140,27.0,5760405453,212,13.7,5760405451,141,70.8,5760405455,213,1.75,5760405447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733375,524,1,2,54,27,5mbo4f0vps12dr0fcvjn3wyp5,1,28.0,65.1,2025-06-01T15:45:22.324Z,2025-06-01T15:45:24Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760405531,141,33.0,5760405527,56,Back,5760405533,212,21.8,5760405535,213,4.74,5760405529,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733385,525,1,2,54,31,5mbo4f0vps12dr0fcvjn3wyp5,0,26.2,33.9,2025-06-01T15:45:26.357Z,2025-06-01T15:45:28Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760405637,141,27.0,5760405631,155,,5760405643,1,,5760405635,140,63.1,5760405633,56,Center,5760405641,213,6.16,5760405639,212,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733391,487,12,2,54,34,4jg5vd59i24chckyua90dr1lg,1,36.5,69.6,2025-06-01T15:45:29.133Z,2025-06-01T15:45:31Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760405679,212,24.7,5760405681,213,1.06,5760405673,56,Back,5760405675,140,47.9,5760405683,15,,5760405693,167,,5760405677,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733395,488,5,2,54,35,4jg5vd59i24chckyua90dr1lg,0,46.2,101.6,2025-06-01T15:45:30.099Z,2025-06-01T16:45:36Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760405689,56,Back,5760405699,233,526,5760405691,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733393,526,5,2,54,35,5mbo4f0vps12dr0fcvjn3wyp5,1,53.8,-1.6,2025-06-01T15:45:30.099Z,2025-06-01T16:45:35Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760405695,233,488,5760405685,56,Right,5760405687,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733465,527,1,2,54,47,5mbo4f0vps12dr0fcvjn3wyp5,1,56.7,0.0,2025-06-01T15:45:42.109Z,2025-06-01T15:45:43Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760406113,56,Back,5760406127,1,,5760406121,141,14.4,5760406111,107,,5760406125,213,2.65,5760406117,140,37.0,5760406123,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733477,528,1,2,54,48,5mbo4f0vps12dr0fcvjn3wyp5,1,37.3,16.4,2025-06-01T15:45:43.364Z,2025-06-01T15:45:45Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760406219,212,17.4,5760406213,56,Right,5760406215,140,52.0,5760406221,213,5.80,5760406217,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733487,529,1,2,54,50,5mbo4f0vps12dr0fcvjn3wyp5,1,47.7,11.7,2025-06-01T15:45:45.155Z,2025-06-01T15:45:46Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760406247,212,11.8,5760406245,141,29.1,5760406243,140,48.0,5760406241,56,Back,5760406249,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733495,530,1,2,54,51,5mbo4f0vps12dr0fcvjn3wyp5,1,48.9,30.6,2025-06-01T15:45:46.660Z,2025-06-01T15:45:48Z,2q5dedfrzn793s2alaaig8i6s,A. Ali,,,5760406307,140,37.2,5760406311,212,16.4,5760406305,56,Back,5760406313,213,2.42,5760406309,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733503,531,1,2,54,53,5mbo4f0vps12dr0fcvjn3wyp5,1,37.2,46.6,2025-06-01T15:45:48.692Z,2025-06-01T15:45:52Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760406355,56,Back,5760406357,140,38.5,5760406359,141,77.6,5760406363,213,1.51,5760406361,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733529,532,1,2,54,57,5mbo4f0vps12dr0fcvjn3wyp5,1,38.5,77.6,2025-06-01T15:45:51.955Z,2025-06-01T15:45:55Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5760406493,212,27.5,5760406489,140,64.1,5760406495,213,0.21,5760406491,141,86.0,5760406487,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733575,535,4,2,55,0,5mbo4f0vps12dr0fcvjn3wyp5,1,60.2,91.1,2025-06-01T15:45:54.924Z,2025-06-01T15:46:58Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760406735,286,,5760406729,56,Left,5760408815,295,,5760406931,233,489,5760406731,152,,5760406727,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733525,489,4,2,55,0,4jg5vd59i24chckyua90dr1lg,0,39.8,8.9,2025-06-01T15:45:54.925Z,2025-06-01T15:46:59Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5760406511,56,Back,5760406507,13,,5760406513,152,,5760406939,233,535,5760406509,295,,5760406515,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733865,536,1,2,55,53,5mbo4f0vps12dr0fcvjn3wyp5,1,60.3,90.9,2025-06-01T15:46:48.068Z,2025-06-01T15:47:02Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,1.0,,5760408923,154,,5760408517,141,45.1,5760408511,152,,5760408525,1,,5760408509,155,,5760408919,210,13,5760408505,2,,5760408513,56,Center,5760408523,213,5760408507,5,,5760408515,140,5760408519,212,,,,,,,,5.53,92.1,45.7,,,,,,,,,,,,,,
2820733869,537,13,2,55,57,5mbo4f0vps12dr0fcvjn3wyp5,1,92.1,45.1,2025-06-01T15:46:51.811Z,2025-06-01T15:47:02Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760408937,24,,5760408945,154,,5760408955,214,,5760408963,230,99.0,5760408959,328,,5760408961,391,,5760408541,17,,5760408545,56,Center,5760408965,231,5760408953,103,15.3,5760408943,29,5760408957,108,5760408947,55,5760408951,102,5760408941,84,,47.8,,,536,42.4,5760408939,15,,,,,,,,,,
2820733885,490,5,2,55,58,4jg5vd59i24chckyua90dr1lg,1,-1.0,60.0,2025-06-01T15:46:53.057Z,2025-06-01T16:45:36Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5760408651,233,538,5760408625,346,,5760408623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820733879,538,5,2,55,58,5mbo4f0vps12dr0fcvjn3wyp5,0,101.0,40.0,2025-06-01T15:46:53.057Z,2025-06-01T15:46:57Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760408585,56,Center,5760408587,346,,5760408657,233,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734015,491,1,2,56,19,4jg5vd59i24chckyua90dr1lg,1,3.7,51.2,2025-06-01T15:47:14.285Z,2025-06-01T15:47:15Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760409287,141,43.7,5760409281,124,,5760409291,213,4.97,5760409295,237,,5760409285,140,5.0,5760409283,56,Back,5760409289,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734031,492,1,2,56,20,4jg5vd59i24chckyua90dr1lg,1,12.3,48.7,2025-06-01T15:47:15.501Z,2025-06-01T15:47:17Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5760409375,141,74.2,5760409379,213,1.98,5760409373,140,5.1,5760409377,212,18.9,5760409371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734049,493,1,2,56,22,4jg5vd59i24chckyua90dr1lg,1,3.7,82.0,2025-06-01T15:47:17.325Z,2025-06-01T15:47:21Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760409507,56,Back,5760409511,141,90.0,5760409513,212,25.6,5760409515,213,0.21,5760409509,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734057,494,1,2,56,27,4jg5vd59i24chckyua90dr1lg,1,25.4,90.5,2025-06-01T15:47:21.821Z,2025-06-01T15:47:23Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5760409551,141,98.0,5760409549,140,29.7,5760409553,212,6.8,5760409547,56,Back,5760409555,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734065,495,1,2,56,28,4jg5vd59i24chckyua90dr1lg,0,29.7,98.0,2025-06-01T15:47:23.356Z,2025-06-01T15:47:24Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5760409605,212,10.0,5760409607,213,5.51,5760409599,56,Back,5760409603,141,87.7,5760409601,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734087,539,1,2,56,30,5mbo4f0vps12dr0fcvjn3wyp5,0,53.1,12.5,2025-06-01T15:47:25.477Z,2025-06-01T15:47:30Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760409757,141,74.1,5760409751,157,,5760409761,213,0.98,5760409755,140,79.9,5760409763,1,,5760409753,56,Center,5760409759,212,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734101,496,1,2,56,36,4jg5vd59i24chckyua90dr1lg,1,23.8,23.4,2025-06-01T15:47:30.909Z,2025-06-01T15:47:32Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5760409841,212,8.3,5760409839,141,32.8,5760409843,213,0.88,5760409837,140,28.8,5760409835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734117,497,1,2,56,37,4jg5vd59i24chckyua90dr1lg,1,28.8,32.8,2025-06-01T15:47:31.981Z,2025-06-01T15:47:34Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760409955,213,5.76,5760409947,56,Back,5760409951,141,25.5,5760409949,140,37.0,5760409953,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734119,498,1,2,56,40,4jg5vd59i24chckyua90dr1lg,0,37.0,25.5,2025-06-01T15:47:34.813Z,2025-06-01T15:47:35Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5760409991,233,540,5760409967,212,3.2,5760409961,56,Back,5760409989,236,,5760409965,141,22.8,5760409963,140,39.5,5760409995,286,,5760409969,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734121,540,74,2,56,40,5mbo4f0vps12dr0fcvjn3wyp5,1,65.2,70.9,2025-06-01T15:47:34.814Z,2025-06-01T16:42:53Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5760409975,285,,5760409999,233,498,5760409973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734167,499,1,2,56,43,4jg5vd59i24chckyua90dr1lg,1,26.2,71.2,2025-06-01T15:47:38.109Z,2025-06-01T15:47:40Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760410159,56,Back,5760410163,141,62.0,5760410161,140,25.6,5760410165,212,6.3,5760410167,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820734139,541,83,2,56,44,5mbo4f0vps12dr0fcvjn3wyp5,0,76.2,59.0,2025-06-01T15:47:39.141Z,2025-06-01T15:47:43Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5760410293,399,546vmchsyl1wt10pr13r5oup6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
