id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value
2820715403,149,1,1,17,1,5mbo4f0vps12dr0fcvjn3wyp5,1,87.3,3.5,2025-06-01T14:47:37.742Z,2025-06-01T14:47:40Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760302525,155,,5760302531,141,17.3,5760302527,56,Right,5760302533,212,9.6,5760302535,213,1.78,5760302529,140,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715407,150,1,1,17,3,5mbo4f0vps12dr0fcvjn3wyp5,0,92.0,18.5,2025-06-01T14:47:40.301Z,2025-06-01T14:47:42Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5760302555,140,92.1,5760302559,212,0.8,5760302549,2,,5760302553,56,Right,5760302609,286,,5760302557,141,19.7,5760302603,236,,5760302605,233,154,5760302561,213,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,
2820715421,154,12,1,17,3,4jg5vd59i24chckyua90dr1lg,1,4.5,75.3,2025-06-01T14:47:40.401Z,2025-06-01T14:47:43Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760302597,185,,5760302599,56,Back,5760302637,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715415,151,6,1,17,5,5mbo4f0vps12dr0fcvjn3wyp5,1,94.2,22.8,2025-06-01T14:47:41.934Z,2025-06-01T16:42:27Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5760302669,233,155,5760302641,56,Center,5760302643,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715427,155,6,1,17,5,4jg5vd59i24chckyua90dr1lg,0,5.8,77.2,2025-06-01T14:47:41.934Z,2025-06-01T16:42:27Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760302679,233,151,5760302661,73,,5760302659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715533,152,1,1,17,36,5mbo4f0vps12dr0fcvjn3wyp5,1,99.5,0.5,2025-06-01T14:48:13.389Z,2025-06-01T15:15:16Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,1.0,,5760303217,56,Center,5760303225,213,1.72,5760303211,6,,5760303209,2,,5760303213,155,,5760303223,212,37.4,5760303969,210,14,5760303221,141,54.8,5760303215,225,5760303219,140,94.1,5760303227,1,5760303971,154,,,,,,,,,,,,,,,,,,,,,,,,
2820715541,153,44,1,17,40,5mbo4f0vps12dr0fcvjn3wyp5,1,91.0,61.0,2025-06-01T14:48:16.484Z,2025-06-01T16:42:37Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5760303273,286,,5760303271,56,Center,5760303833,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715629,159,44,1,17,40,4jg5vd59i24chckyua90dr1lg,0,9.0,39.0,2025-06-01T14:48:16.485Z,2025-06-01T16:42:38Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5760303847,233,153,5760303775,285,,5760303773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715547,154,14,1,17,40,5mbo4f0vps12dr0fcvjn3wyp5,1,92.9,59.7,2025-06-01T14:48:17.341Z,2025-06-01T15:15:56Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5760303987,230,99.4,5760303973,75,,5760303825,25,,5760303279,56,Center,5760303977,154,,5760303983,102,44.6,5760303975,29,,5760303979,55,152,5760303831,328,5760303277,17,,5760303985,103,5760303989,231,5760303827,15,,,,,,,35.4,50.9,,,,,,,,,,,,,,
2820715551,156,43,1,17,41,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-06-01T14:48:17.885Z,2025-06-01T14:48:40Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760303363,14,0,5760303287,94,0,5760303289,56,Back,5760303889,144,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715561,157,12,1,17,42,4jg5vd59i24chckyua90dr1lg,1,9.1,59.4,2025-06-01T14:48:18.686Z,2025-06-01T14:48:20Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5760303351,212,24.4,5760303353,213,5.71,5760303349,141,39.8,5760303347,140,28.6,5760303345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715577,155,1,1,17,45,5mbo4f0vps12dr0fcvjn3wyp5,0,73.8,69.0,2025-06-01T14:48:21.532Z,2025-06-01T14:48:23Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760303431,140,95.4,5760303427,155,,5760303433,141,43.3,5760303435,212,28.6,5760303429,56,Center,5760303437,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715673,160,1,1,17,49,4jg5vd59i24chckyua90dr1lg,0,10.8,35.4,2025-06-01T14:48:25.870Z,2025-06-01T15:16:40Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760304067,140,67.1,5760304073,213,0.17,5760311969,199,,5760304429,189,,5760304075,1,,5760304071,212,59.9,5760304065,56,Center,5760304069,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715755,162,61,1,17,59,4jg5vd59i24chckyua90dr1lg,1,66.8,43.0,2025-06-01T14:48:36.446Z,2025-06-01T16:43:28Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5760304549,189,,5760304517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715681,157,1,1,18,9,5mbo4f0vps12dr0fcvjn3wyp5,1,37.8,40.0,2025-06-01T14:48:46.188Z,2025-06-01T14:48:47Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5760304105,212,11.8,5760304097,56,Back,5760304107,213,1.96,5760304101,140,33.5,5760304103,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715701,158,1,1,18,10,5mbo4f0vps12dr0fcvjn3wyp5,1,33.5,56.0,2025-06-01T14:48:47.133Z,2025-06-01T14:48:51Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760304205,212,14.6,5760304207,213,4.81,5760304203,141,34.6,5760304199,56,Back,5760304201,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715719,159,1,1,18,14,5mbo4f0vps12dr0fcvjn3wyp5,1,35.7,56.0,2025-06-01T14:48:51.229Z,2025-06-01T14:48:54Z,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,,5760304291,141,60.3,5760304287,56,Back,5760304293,212,8.3,5760304289,140,28.3,5760304295,213,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715725,160,1,1,18,17,5mbo4f0vps12dr0fcvjn3wyp5,1,28.5,59.3,2025-06-01T14:48:53.981Z,2025-06-01T14:48:56Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760304323,213,5.79,5760304321,212,10.8,5760304315,56,Back,5760304317,140,37.6,5760304319,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715735,161,1,1,18,19,5mbo4f0vps12dr0fcvjn3wyp5,1,37.6,51.8,2025-06-01T14:48:56.269Z,2025-06-01T14:48:58Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760304363,140,39.3,5760304361,56,Back,5760304369,213,1.48,5760304367,212,20.4,5760304365,141,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715741,162,1,1,18,22,5mbo4f0vps12dr0fcvjn3wyp5,1,33.6,76.6,2025-06-01T14:48:58.653Z,2025-06-01T14:49:00Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5760304449,212,15.6,5760304443,56,Back,5760304445,140,27.4,5760304451,213,4.28,5760304447,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715751,163,1,1,18,24,5mbo4f0vps12dr0fcvjn3wyp5,1,27.4,55.8,2025-06-01T14:49:00.732Z,2025-06-01T14:49:03Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760304509,141,29.1,5760304511,212,18.3,5760304513,213,4.82,5760304505,56,Back,5760304507,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715765,164,1,1,18,27,5mbo4f0vps12dr0fcvjn3wyp5,1,29.3,29.1,2025-06-01T14:49:03.645Z,2025-06-01T14:49:06Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5760304573,212,19.1,5760304567,56,Back,5760304571,141,5.9,5760304575,213,5.31,5760304569,140,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715793,165,1,1,18,30,5mbo4f0vps12dr0fcvjn3wyp5,1,39.6,5.9,2025-06-01T14:49:06.829Z,2025-06-01T14:49:11Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760304693,1,,5760304683,56,Right,5760304689,212,37.0,5760304685,140,74.8,5760304681,155,,5760304691,213,0.07,5760304687,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715797,166,1,1,18,35,5mbo4f0vps12dr0fcvjn3wyp5,1,82.1,7.4,2025-06-01T14:49:11.629Z,2025-06-01T14:49:14Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5760304735,140,78.4,5760304737,141,34.6,5760304739,212,18.9,5760304741,213,1.78,5760304733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715807,167,1,1,18,37,5mbo4f0vps12dr0fcvjn3wyp5,0,78.4,34.6,2025-06-01T14:49:14.430Z,2025-06-01T14:49:15Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5760304789,141,46.7,5760304793,213,0.55,5760304791,212,15.8,5760304781,155,,5760304785,56,Center,5760304787,140,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715869,165,1,1,18,54,4jg5vd59i24chckyua90dr1lg,0,6.6,45.7,2025-06-01T14:49:30.830Z,2025-06-01T14:49:32Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760305083,213,5.67,5760305085,1,,5760305077,140,42.1,5760305079,141,6.8,5760305081,212,45.7,5760305073,155,,5760305075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715887,168,61,1,18,58,5mbo4f0vps12dr0fcvjn3wyp5,0,58.9,85.9,2025-06-01T14:49:34.957Z,2025-06-01T14:49:35Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5760305185,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715891,166,1,1,18,59,4jg5vd59i24chckyua90dr1lg,0,39.1,20.4,2025-06-01T14:49:35.502Z,2025-06-01T14:49:37Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5760305225,286,,5760305199,140,37.6,5760305201,141,25.5,5760305197,56,Back,5760305205,213,2.00,5760305219,236,,5760305221,233,169,5760305203,212,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715895,169,74,1,18,59,5mbo4f0vps12dr0fcvjn3wyp5,1,60.1,74.1,2025-06-01T14:49:35.503Z,2025-06-01T16:42:52Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760305227,233,166,5760305217,285,,5760305215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715917,171,1,1,19,1,5mbo4f0vps12dr0fcvjn3wyp5,1,43.2,91.2,2025-06-01T14:49:38.477Z,2025-06-01T14:49:42Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760305317,56,Back,5760305323,212,16.3,5760305321,141,70.9,5760305325,213,4.15,5760305319,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715949,172,1,1,19,7,5mbo4f0vps12dr0fcvjn3wyp5,1,37.4,72.7,2025-06-01T14:49:44.126Z,2025-06-01T14:49:49Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760305457,141,93.6,5760305455,140,55.7,5760305461,213,0.64,5760305453,56,Left,5760305459,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715963,173,1,1,19,12,5mbo4f0vps12dr0fcvjn3wyp5,1,55.9,94.8,2025-06-01T14:49:48.877Z,2025-06-01T14:49:53Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5760305551,140,64.7,5760305549,56,Left,5760305553,141,94.1,5760305555,212,9.3,5760305557,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715975,174,1,1,19,17,5mbo4f0vps12dr0fcvjn3wyp5,1,59.8,94.4,2025-06-01T14:49:53.710Z,2025-06-01T14:49:57Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760305625,213,3.73,5760305619,140,39.5,5760305617,56,Back,5760305621,141,73.5,5760305623,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715987,175,1,1,19,20,5mbo4f0vps12dr0fcvjn3wyp5,1,37.0,69.6,2025-06-01T14:49:57.230Z,2025-06-01T14:49:59Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760305691,140,31.6,5760305697,213,4.48,5760305689,56,Back,5760305693,141,34.9,5760305695,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716013,176,1,1,19,23,5mbo4f0vps12dr0fcvjn3wyp5,1,31.6,34.9,2025-06-01T14:49:59.726Z,2025-06-01T14:50:03Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5760305839,141,45.8,5760305841,212,20.0,5760305843,213,2.76,5760305835,56,Back,5760305837,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716035,177,1,1,19,26,5mbo4f0vps12dr0fcvjn3wyp5,1,13.9,45.8,2025-06-01T14:50:03.310Z,2025-06-01T14:50:07Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5760305981,140,21.6,5760305979,56,Back,5760305987,213,5.09,5760305983,141,16.1,5760305985,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716037,178,1,1,19,30,5mbo4f0vps12dr0fcvjn3wyp5,0,26.1,5.5,2025-06-01T14:50:07.039Z,2025-06-01T14:50:09Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5760306011,1,,5760305999,155,,5760306005,141,7.1,5760306007,212,46.1,5760306009,213,0.02,5760306003,140,70.0,5760306001,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716045,168,1,1,19,36,4jg5vd59i24chckyua90dr1lg,1,28.9,90.0,2025-06-01T14:50:12.541Z,2025-06-01T14:50:13Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760306027,212,4.9,5760306021,56,Back,5760306025,141,83.2,5760306023,140,30.3,5760306029,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716049,169,1,1,19,36,4jg5vd59i24chckyua90dr1lg,1,31.7,80.9,2025-06-01T14:50:13.454Z,2025-06-01T14:50:15Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5760306045,56,Back,5760306049,141,91.7,5760306053,213,1.06,5760306047,140,35.6,5760306051,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716053,170,1,1,19,38,4jg5vd59i24chckyua90dr1lg,1,35.6,93.3,2025-06-01T14:50:15.358Z,2025-06-01T14:50:16Z,cdlngd5oc988etq8dp8bh4s7p,D. Widgren,,,5760306079,212,8.0,5760306081,213,3.74,5760306073,56,Back,5760306075,140,29.3,5760306077,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716061,171,1,1,19,39,4jg5vd59i24chckyua90dr1lg,1,29.3,86.6,2025-06-01T14:50:16.142Z,2025-06-01T14:50:19Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5760306117,56,Back,5760306121,141,74.5,5760306123,212,10.4,5760306125,213,5.37,5760306119,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716085,172,1,1,19,42,4jg5vd59i24chckyua90dr1lg,1,37.8,72.4,2025-06-01T14:50:19.406Z,2025-06-01T14:50:26Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5760306257,56,Back,5760306265,213,4.60,5760306261,141,56.9,5760306263,212,10.6,5760306259,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716091,173,1,1,19,49,4jg5vd59i24chckyua90dr1lg,1,34.4,51.2,2025-06-01T14:50:26.478Z,2025-06-01T14:50:28Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5760306307,213,4.19,5760306305,212,16.6,5760306303,141,30.1,5760306299,56,Back,5760306301,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716099,174,1,1,19,52,4jg5vd59i24chckyua90dr1lg,1,26.5,30.1,2025-06-01T14:50:28.495Z,2025-06-01T14:50:29Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5760306351,140,33.6,5760306353,141,46.1,5760306349,56,Back,5760306357,213,0.97,5760306355,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716113,175,1,1,19,53,4jg5vd59i24chckyua90dr1lg,1,33.6,46.1,2025-06-01T14:50:29.855Z,2025-06-01T14:50:33Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5760306417,141,56.9,5760306421,213,2.77,5760306415,140,15.4,5760306413,56,Back,5760306419,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716117,176,1,1,19,56,4jg5vd59i24chckyua90dr1lg,1,15.4,56.9,2025-06-01T14:50:33.166Z,2025-06-01T14:50:34Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760306435,56,Back,5760306437,140,20.5,5760306443,213,1.10,5760306441,212,11.8,5760306439,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716123,177,1,1,19,58,4jg5vd59i24chckyua90dr1lg,1,20.5,72.4,2025-06-01T14:50:34.671Z,2025-06-01T14:50:35Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5760306493,141,46.9,5760306489,56,Back,5760306495,212,20.8,5760306491,140,9.5,5760306497,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716143,178,1,1,19,59,4jg5vd59i24chckyua90dr1lg,1,9.5,46.9,2025-06-01T14:50:35.678Z,2025-06-01T14:50:37Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5760306585,141,26.4,5760306589,213,4.96,5760306583,140,12.9,5760306587,212,14.4,5760306581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716147,179,1,1,20,1,4jg5vd59i24chckyua90dr1lg,1,12.9,26.4,2025-06-01T14:50:37.790Z,2025-06-01T14:50:39Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5760306609,56,Back,5760306617,212,23.1,5760306621,213,6.27,5760306611,140,34.9,5760306613,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716159,180,1,1,20,2,4jg5vd59i24chckyua90dr1lg,0,34.9,26.1,2025-06-01T14:50:39.166Z,2025-06-01T14:50:40Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5760306685,141,8.3,5760306687,212,25.4,5760306689,213,5.79,5760306681,56,Right,5760306683,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716173,179,1,1,20,4,5mbo4f0vps12dr0fcvjn3wyp5,0,42.4,84.5,2025-06-01T14:50:41.167Z,2025-06-01T14:50:44Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5760306757,56,Center,5760306767,1,,5760306765,213,5.98,5760306755,157,,5760306761,141,68.2,5760306763,212,36.6,5760306759,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716179,181,1,1,20,8,4jg5vd59i24chckyua90dr1lg,0,9.1,34.3,2025-06-01T14:50:45.374Z,2025-06-01T14:50:45Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5760306795,140,22.8,5760306801,213,6.03,5760306799,212,14.9,5760306793,56,Back,5760306797,141,28.8,5760306791,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716181,180,61,1,20,9,5mbo4f0vps12dr0fcvjn3wyp5,1,72.6,71.2,2025-06-01T14:50:45.678Z,2025-06-01T14:51:08Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5760306803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716207,182,1,1,20,11,5mbo4f0vps12dr0fcvjn3wyp5,1,67.8,88.0,2025-06-01T14:50:47.837Z,2025-06-01T14:50:52Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5760306929,213,4.51,5760306923,140,65.1,5760306925,141,67.9,5760306921,56,Center,5760306927,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716211,183,1,1,20,15,5mbo4f0vps12dr0fcvjn3wyp5,1,70.3,80.0,2025-06-01T14:50:52.333Z,2025-06-01T14:50:53Z,b0rem4wo1p6sumrp6mb77f11w,K. Karlsson,,,5760306943,140,70.7,5760306941,56,Left,5760306949,213,1.52,5760306947,212,8.4,5760306945,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716215,184,1,1,20,17,5mbo4f0vps12dr0fcvjn3wyp5,1,70.7,92.4,2025-06-01T14:50:53.549Z,2025-06-01T14:50:56Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5760306965,141,93.5,5760306967,212,13.4,5760306969,213,3.09,5760306963,140,58.0,5760306961,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716223,185,1,1,20,19,5mbo4f0vps12dr0fcvjn3wyp5,1,58.0,93.5,2025-06-01T14:50:56.398Z,2025-06-01T14:51:00Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5760307003,213,4.02,5760306997,140,44.3,5760307001,212,22.5,5760306999,141,68.1,5760306995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716237,186,1,1,20,23,5mbo4f0vps12dr0fcvjn3wyp5,1,45.0,73.2,2025-06-01T14:51:00.109Z,2025-06-01T14:51:04Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760307083,213,1.78,5760307077,141,88.0,5760307073,56,Back,5760307081,212,10.3,5760307075,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716247,187,1,1,20,28,5mbo4f0vps12dr0fcvjn3wyp5,1,43.3,91.1,2025-06-01T14:51:04.893Z,2025-06-01T14:51:08Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5760307149,140,38.2,5760307153,212,22.3,5760307151,141,59.3,5760307155,213,4.47,5760307147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716261,188,1,1,20,33,5mbo4f0vps12dr0fcvjn3wyp5,1,35.6,61.4,2025-06-01T14:51:09.550Z,2025-06-01T14:51:11Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760307233,212,16.1,5760307231,141,85.0,5760307227,56,Back,5760307229,140,34.5,5760307235,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716269,189,1,1,20,35,5mbo4f0vps12dr0fcvjn3wyp5,1,33.5,83.3,2025-06-01T14:51:11.501Z,2025-06-01T14:51:15Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5760307297,212,15.9,5760307291,56,Back,5760307295,141,62.7,5760307293,140,26.4,5760307299,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716279,190,1,1,20,39,5mbo4f0vps12dr0fcvjn3wyp5,1,30.1,53.3,2025-06-01T14:51:15.534Z,2025-06-01T14:51:18Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5760307357,140,27.7,5760307355,56,Back,5760307363,213,4.57,5760307361,212,18.3,5760307359,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716285,191,1,1,20,41,5mbo4f0vps12dr0fcvjn3wyp5,1,27.7,26.7,2025-06-01T14:51:18.430Z,2025-06-01T14:51:21Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5760307399,140,35.1,5760307403,212,15.5,5760307401,141,7.0,5760307405,213,5.24,5760307397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820716293,192,1,1,20,44,5mbo4f0vps12dr0fcvjn3wyp5,1,34.4,10.0,2025-06-01T14:51:21.278Z,2025-06-01T14:51:23Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5760307441,56,Back,5760307443,140,33.4,5760307449,213,1.64,5760307447,212,14.3,5760307445,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
