id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2800696253,1,34,16,0,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-13T13:41:35.621Z,2025-04-13T14:36:03Z,,,,,5649529243,30,"dsw7clrtv93nkdnppqhfm1n9, bdgqvvkpadpthmlm40wa6dcyx, 77767sxrg8n7kfm58qf1wq32s, di0z3rihhkz11o1ccqo2b654a, 4ly7t29cozmc49wu7avkvv3yt, 10lj2qekb1e4c8ful68b1pazt, 451liwl34giar3r8y7b295w16, 3xrja99d4b0jewfjzelq4rspg, 9mvwnz2zlvx54nggvvw3l9ega, 21ht7s882is4sisnr8dpf61yi, 546vmchsyl1wt10pr13r5oup6, 6f0gn0s326avqwshii5mvfz10, 5k4gsy5f7ius93bbks9wbvqei, dcewpavwmjbplo5fahrzfxega, 6lykrd3hzedl7xljr167gow5x, 9jqz6yi90pj9dlvgktdwrsf10, cdlngd5oc988etq8dp8bh4s7p, dy1lhnql8cpw307wcxw3brndg, rxypx04u4hxdd5dfwoazp2xg, es8z1xh8vhhtrjs8jrfbrqrro",5649529255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5649529257,194,3xrja99d4b0jewfjzelq4rspg,5649529261,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5649529245,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5649529253,130,2,5649529259,197,5798,5649529249,59,"1, 3, 33, 14, 5, 4, 17, 18, 9, 7, 10, 34, 8, 13, 15, 20, 21, 24, 29, 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800702335,1,34,16,0,0,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-13T13:46:14.365Z,2025-04-13T14:49:31Z,,,,,5649561721,130,8,5649561725,194,8unnvgvft6knxupbp9oxh621h,5649561727,197,5165,5649561719,59,"25, 21, 6, 5, 2, 3, 19, 24, 23, 10, 7, 40, 17, 18, 20, 32, 33, 34, 39, 77",5649561723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5649561715,30,"8vl4hue7ixvxh4dtner52sfrp, aqjwz3wm0it916o2vb5tz9vxl, 2lyhi7j3id7emsh54ehdva3ca, 17zz0x6tm20e9yfh4q5ehaf9x, 253za05jf3mmaqkjndm10d2lm, 8unnvgvft6knxupbp9oxh621h, ci5y030e6r9umgyjbupwske7d, c9qk8n9d4130okk9go1brzskq, 9niqy9wbsy6b03fa5iyx22gic, aw75jdzi3u012jkwj7t0eln2s, 7qgiqoaaarr6c2bs4yffqwju2, 89ow55pri5urh5lk857koiihg, av9lz5umeimwlq7v4q4d7twr8, 4yzhx4io71t5wxd461rf2s1sk, 7srm9q1vlw55g0p0tugtlr3ai, bpu2cfexsy3lcf7avl9im6gb8, c7uvrj36f6lhfurysy774ku8k, 47ymu9whey6w61nk2nx7gpv6c, 32xfhqnf7sa2pyyttqac9u385, 4smb0sorl9dms1k26si6tbqzu",5649561717,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5649561731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750573,2,32,1,0,0,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-13T14:30:49.160Z,2025-04-13T14:30:52Z,,,,,5649826531,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750541,2,32,1,0,0,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-13T14:30:49.160Z,2025-04-13T14:30:49Z,,,,,5649826323,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750615,3,1,1,0,0,ac8jow4mdkvnsv5s0och4qqm,1,50.0,50.0,2025-04-13T14:30:49.161Z,2025-04-13T14:30:52Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5649826797,213,3.54,5649826795,212,14.0,5649826789,56,Back,5649826793,141,41.9,5649826791,140,37.7,5649826799,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750661,4,1,1,0,2,ac8jow4mdkvnsv5s0och4qqm,1,38.7,41.5,2025-04-13T14:30:51.810Z,2025-04-13T14:30:54Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5649827059,212,21.2,5649827055,140,23.5,5649827057,141,62.0,5649827061,213,2.42,5649827053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750679,5,1,1,0,5,ac8jow4mdkvnsv5s0och4qqm,1,24.9,63.6,2025-04-13T14:30:54.314Z,2025-04-13T14:30:55Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5649827155,140,30.2,5649827159,212,10.6,5649827157,141,76.9,5649827161,213,1.02,5649827153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750747,6,1,1,0,5,ac8jow4mdkvnsv5s0och4qqm,1,30.2,76.9,2025-04-13T14:30:54.953Z,2025-04-13T14:30:58Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5649827563,140,30.2,5649827565,141,95.9,5649827561,56,Back,5649827569,213,1.57,5649827567,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750767,7,1,1,0,9,ac8jow4mdkvnsv5s0och4qqm,0,30.2,95.9,2025-04-13T14:30:58.706Z,2025-04-13T14:31:01Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5649827641,212,7.8,5649827637,140,36.7,5649827639,141,100.0,5649827635,56,Back,5649827643,213,0.49,5649827633,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750753,3,5,1,0,9,4jg5vd59i24chckyua90dr1lg,1,63.1,-1.6,2025-04-13T14:30:58.744Z,2025-04-13T15:18:00Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5649827585,347,,5649827717,233,8,5649827583,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800750777,8,5,1,0,9,ac8jow4mdkvnsv5s0och4qqm,0,36.9,101.6,2025-04-13T14:30:58.744Z,2025-04-13T15:18:00Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5649827691,347,,5649827749,233,3,5649827687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751011,4,1,1,0,20,4jg5vd59i24chckyua90dr1lg,1,63.8,0.0,2025-04-13T14:31:09.931Z,2025-04-13T14:31:12Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5649828979,213,0.78,5649828971,56,Right,5649828967,107,,5649828973,140,70.6,5649828977,212,10.0,5649828975,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751019,5,1,1,0,22,4jg5vd59i24chckyua90dr1lg,1,70.6,8.3,2025-04-13T14:31:11.588Z,2025-04-13T15:32:39Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5649829043,56,Right,5649829045,140,66.6,5649829047,141,8.6,5649829051,213,3.09,5649829049,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751031,6,1,1,0,22,4jg5vd59i24chckyua90dr1lg,0,66.6,8.6,2025-04-13T14:31:12.155Z,2025-04-13T15:32:40Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5649829121,212,4.1,5649829113,140,67.7,5649829109,56,Right,5649829123,213,1.29,5649829117,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751061,9,61,1,0,23,ac8jow4mdkvnsv5s0och4qqm,1,36.0,77.6,2025-04-13T14:31:13.146Z,2025-04-13T15:32:41Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5649829259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751069,10,1,1,0,24,ac8jow4mdkvnsv5s0och4qqm,0,35.6,84.5,2025-04-13T14:31:13.746Z,2025-04-13T15:32:47Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5649829295,140,42.2,5649829307,213,0.44,5649829299,141,89.3,5649829293,56,Back,5649829303,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751075,7,1,1,0,25,4jg5vd59i24chckyua90dr1lg,0,65.7,10.6,2025-04-13T14:31:15.043Z,2025-04-13T14:31:15Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5649829329,140,65.9,5649829333,212,3.5,5649829327,56,Right,5649829335,213,1.51,5649829331,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800765095,136,1,1,0,26,ac8jow4mdkvnsv5s0och4qqm,1,33.0,84.2,2025-04-13T14:31:16.155Z,2025-04-13T14:42:01Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5649908881,141,85.0,5649908871,56,Back,5649908885,212,12.5,5649908887,213,0.04,5649908877,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751123,11,1,1,0,30,ac8jow4mdkvnsv5s0och4qqm,0,41.0,82.1,2025-04-13T14:31:20.105Z,2025-04-13T15:32:46Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5649830055,286,,5649829633,56,Back,5650167883,233,8,5649829637,141,77.2,5649829635,140,40.1,5649829641,213,4.44,5649830039,236,,5649829639,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751183,8,74,1,0,30,4jg5vd59i24chckyua90dr1lg,1,61.5,26.1,2025-04-13T14:31:20.106Z,2025-04-13T15:32:46Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5649829983,285,,5650167915,233,11,5649829979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751207,12,12,1,0,31,ac8jow4mdkvnsv5s0och4qqm,1,30.3,85.9,2025-04-13T14:31:20.186Z,2025-04-13T14:31:22Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5649830189,15,,5649830155,56,Back,5649830157,140,46.2,5649830161,212,16.8,5649830159,141,83.2,5649830165,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751251,9,1,1,0,32,4jg5vd59i24chckyua90dr1lg,1,56.5,21.8,2025-04-13T14:31:22.133Z,2025-04-13T14:31:23Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5649830401,56,Center,5649830409,213,0.29,5649830399,3,,5649830405,141,26.2,5649830407,212,10.4,5649830403,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751265,10,1,1,0,34,4jg5vd59i24chckyua90dr1lg,1,66.0,26.2,2025-04-13T14:31:23.819Z,2025-04-13T14:31:24Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5649830475,141,33.7,5649830479,213,0.95,5649830471,56,Center,5649830477,212,6.3,5649830473,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751275,11,1,1,0,35,4jg5vd59i24chckyua90dr1lg,0,69.5,33.7,2025-04-13T14:31:24.556Z,2025-04-13T14:31:25Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5649830517,140,76.0,5649830519,141,25.9,5649830515,56,Center,5649830523,213,5.62,5649830521,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751303,13,1,1,0,36,ac8jow4mdkvnsv5s0och4qqm,0,29.0,84.1,2025-04-13T14:31:25.594Z,2025-04-13T14:31:26Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5649830691,213,0.80,5649830683,56,Back,5649830689,212,8.6,5649830685,140,34.7,5649830687,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751389,12,1,1,0,40,4jg5vd59i24chckyua90dr1lg,1,80.8,13.2,2025-04-13T14:31:30.067Z,2025-04-13T14:31:31Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5649831189,212,20.1,5649831187,141,18.8,5649831185,140,62.0,5649831191,213,2.95,5649831183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751461,13,1,1,0,42,4jg5vd59i24chckyua90dr1lg,1,62.4,18.9,2025-04-13T14:31:31.676Z,2025-04-13T14:43:27Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5649831569,56,Center,5649831571,140,57.6,5649831573,141,47.8,5649831575,212,20.3,5649831577,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751535,14,1,1,0,45,4jg5vd59i24chckyua90dr1lg,1,54.6,55.7,2025-04-13T14:31:34.596Z,2025-04-13T14:31:38Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5649831997,140,65.0,5649832003,213,1.15,5649831995,56,Left,5649831999,141,92.0,5649832001,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751581,15,1,1,0,49,4jg5vd59i24chckyua90dr1lg,1,65.6,92.1,2025-04-13T14:31:38.356Z,2025-04-13T14:31:41Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5649832251,140,42.9,5649832249,56,Back,5649832255,212,24.0,5649832257,213,3.26,5649832253,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751691,16,1,1,0,51,4jg5vd59i24chckyua90dr1lg,1,41.7,85.7,2025-04-13T14:31:41.036Z,2025-04-13T14:31:47Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5649832939,213,4.55,5649832931,56,Back,5649832937,212,18.7,5649832935,141,58.5,5649832933,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751725,17,1,1,0,57,4jg5vd59i24chckyua90dr1lg,1,54.5,31.8,2025-04-13T14:31:46.868Z,2025-04-13T14:31:48Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5649833123,56,Right,5649833127,141,12.6,5649833125,140,51.7,5649833131,213,4.49,5649833129,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751749,18,1,1,0,59,4jg5vd59i24chckyua90dr1lg,1,51.7,12.6,2025-04-13T14:31:48.571Z,2025-04-13T14:31:50Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5649833243,56,Right,5649833245,140,63.7,5649833247,141,10.0,5649833251,213,6.14,5649833249,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751763,19,1,1,1,0,4jg5vd59i24chckyua90dr1lg,1,63.7,10.0,2025-04-13T14:31:49.988Z,2025-04-13T14:31:50Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5649833335,213,3.20,5649833333,212,10.6,5649833325,140,53.6,5649833329,141,9.1,5649833321,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751801,20,1,1,1,1,4jg5vd59i24chckyua90dr1lg,1,53.6,9.1,2025-04-13T14:31:50.708Z,2025-04-13T14:31:53Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5649833529,56,Right,5649833537,212,17.1,5649833541,213,6.07,5649833531,140,69.5,5649833535,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751817,21,1,1,1,3,4jg5vd59i24chckyua90dr1lg,0,69.5,3.8,2025-04-13T14:31:52.956Z,2025-04-13T14:31:53Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5649833621,212,5.2,5649833617,140,70.2,5649833619,141,11.3,5649833615,56,Right,5649833623,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751889,15,1,1,1,4,ac8jow4mdkvnsv5s0och4qqm,1,36.6,86.6,2025-04-13T14:31:53.979Z,2025-04-13T14:31:56Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5649833949,56,Back,5649833961,213,0.29,5649833959,212,10.1,5649833951,140,45.8,5649833955,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751897,16,4,1,1,6,ac8jow4mdkvnsv5s0och4qqm,1,36.2,88.0,2025-04-13T14:31:55.779Z,2025-04-13T14:32:00Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5649834003,286,,5649833999,152,,5649834001,265,,5649834021,233,22,5649833995,13,,5649833997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751865,22,4,1,1,6,4jg5vd59i24chckyua90dr1lg,0,63.8,12.0,2025-04-13T14:31:55.780Z,2025-04-13T14:32:00Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5649833911,265,,5649833909,152,,5649834063,233,16,5649834059,285,,5649833905,13,,5649833907,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751987,17,1,1,1,9,ac8jow4mdkvnsv5s0och4qqm,0,39.4,85.7,2025-04-13T14:31:58.866Z,2025-04-13T14:32:03Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5649834531,141,34.0,5649834529,140,85.3,5649834521,5,,5649834537,1,,5649834523,155,,5649834535,213,5.65,5649834525,152,,5649834533,212,59.7,5649834527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800751999,23,12,1,1,14,4jg5vd59i24chckyua90dr1lg,1,17.1,70.2,2025-04-13T14:32:03.182Z,2025-04-13T14:32:04Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5649834615,56,Back,5649834623,212,25.6,5649834625,213,1.00,5649834619,140,30.2,5649834691,167,,5649834621,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752063,18,5,1,1,15,ac8jow4mdkvnsv5s0och4qqm,1,71.8,-1.8,2025-04-13T14:32:04.238Z,2025-04-13T15:18:01Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5649834975,56,Right,5649834977,347,,5649835023,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752003,24,5,1,1,15,4jg5vd59i24chckyua90dr1lg,0,28.2,101.8,2025-04-13T14:32:04.238Z,2025-04-13T14:32:09Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5649834641,56,Back,5649834643,347,,5649835039,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752203,19,1,1,1,24,ac8jow4mdkvnsv5s0och4qqm,1,74.5,0.0,2025-04-13T14:32:14.042Z,2025-04-13T14:32:15Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5649835825,107,,5649835833,212,10.5,5649835827,56,Right,5649835837,213,2.10,5649835829,140,69.5,5649835831,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752213,20,1,1,1,26,ac8jow4mdkvnsv5s0och4qqm,1,69.5,11.9,2025-04-13T14:32:15.642Z,2025-04-13T14:32:16Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5649835891,141,7.3,5649835895,213,4.81,5649835887,56,Right,5649835889,140,69.8,5649835893,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752237,21,1,1,1,26,ac8jow4mdkvnsv5s0och4qqm,1,69.8,7.3,2025-04-13T14:32:16.098Z,2025-04-13T14:32:17Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5649836095,212,15.0,5649836097,213,2.99,5649836089,56,Right,5649836093,141,10.6,5649836091,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752295,22,1,1,1,28,ac8jow4mdkvnsv5s0och4qqm,1,49.6,11.6,2025-04-13T14:32:17.730Z,2025-04-13T14:32:20Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5649836323,56,Back,5649836333,213,1.62,5649836327,141,27.6,5649836325,140,49.1,5649836329,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752335,23,1,1,1,31,ac8jow4mdkvnsv5s0och4qqm,0,48.4,37.7,2025-04-13T14:32:20.161Z,2025-04-13T14:32:22Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5649836563,141,69.6,5649836559,56,Back,5649836567,213,1.96,5649836565,212,23.5,5649836561,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800771351,179,51,1,1,31,ac8jow4mdkvnsv5s0och4qqm,1,50.0,50.0,2025-04-13T14:32:21.146Z,2025-04-13T14:46:32Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5649942743,169,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752365,25,8,1,1,33,4jg5vd59i24chckyua90dr1lg,1,62.6,29.2,2025-04-13T14:32:22.820Z,2025-04-13T14:32:22Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5649836711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752433,27,13,1,1,36,4jg5vd59i24chckyua90dr1lg,1,91.2,31.9,2025-04-13T14:32:26.132Z,2025-04-13T16:40:58Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5649837381,20,,5649837969,231,47.1,5649837099,56,Center,5649837963,215,,5649837965,458,,5649837095,22,,5649837961,103,44.4,5650532163,87,,5649837097,63,,5649837959,102,44.0,5649837967,230,98.2,,,,,,,,,,,,,,,,,,,,,,,,,
2800752461,24,5,1,1,38,ac8jow4mdkvnsv5s0och4qqm,1,-1.2,58.4,2025-04-13T14:32:27.205Z,2025-04-13T15:18:01Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5649837241,56,Back,5649837281,233,28,5649837243,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752445,28,5,1,1,38,4jg5vd59i24chckyua90dr1lg,0,101.2,41.6,2025-04-13T14:32:27.205Z,2025-04-13T14:32:30Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5649837163,346,,5649837293,233,24,5649837161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752885,25,1,1,1,59,ac8jow4mdkvnsv5s0och4qqm,0,4.4,41.0,2025-04-13T14:32:48.314Z,2025-04-13T14:48:12Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5649839657,124,,5649839669,1,,5649839661,140,53.2,5649839671,74,,5649839665,212,58.6,5649839659,56,Left,5649839667,213,0.51,5649839663,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800772813,160,44,1,2,0,4jg5vd59i24chckyua90dr1lg,1,53.3,26.8,2025-04-13T14:32:49.193Z,2025-04-13T15:32:29Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5649952253,56,Center,5649952257,286,,5649956341,233,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800773625,195,44,1,2,0,ac8jow4mdkvnsv5s0och4qqm,0,46.7,73.2,2025-04-13T14:32:49.194Z,2025-04-13T15:32:29Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,,5649956285,56,Back,5649956289,285,,5649956367,233,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800752845,29,61,1,2,0,4jg5vd59i24chckyua90dr1lg,1,52.5,36.6,2025-04-13T14:32:50.078Z,2025-04-13T14:47:53Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5649839443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800753031,32,1,1,2,8,4jg5vd59i24chckyua90dr1lg,1,54.5,21.6,2025-04-13T14:32:57.612Z,2025-04-13T14:33:00Z,451liwl34giar3r8y7b295w16,M. Lindberg,,,5649840363,140,34.2,5649840359,56,Back,5649840373,213,2.84,5649840371,212,22.3,5649840369,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800753035,33,1,1,2,11,4jg5vd59i24chckyua90dr1lg,1,34.2,31.2,2025-04-13T14:33:00.484Z,2025-04-13T14:33:01Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5649840399,213,4.45,5649840391,56,Back,5649840393,140,31.5,5649840395,141,15.8,5649840397,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800753051,34,1,1,2,11,4jg5vd59i24chckyua90dr1lg,1,31.5,15.8,2025-04-13T14:33:01.045Z,2025-04-13T14:33:02Z,bdgqvvkpadpthmlm40wa6dcyx,B. Milovanov,,,5649840491,140,28.5,5649840495,212,28.2,5649840497,213,1.68,5649840489,56,Back,5649840493,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
