id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2810121165,1,34,16,0,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-04T11:05:22.966Z,2025-05-04T11:05:23Z,,,,,5701572555,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5701572561,130,4,5701572557,59,"45, 12, 27, 8, 5, 3, 20, 13, 11, 18, 7, 35, 4, 9, 10, 14, 19, 29, 31, 32",5701572575,197,5157,5701572565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5701572569,194,23p0dby12ymf55wwi0xz2fnx1,5701572579,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5701572553,30,"d5jgrd0clyl4rskqu6j8hcwkp, csd7qb9u0a9am2ltse9w31uz8, ab3og2sas7q4czd31wbdbnro, 6n7sw8r0fhcoa8hfuxrtm96tx, 5jos8v6hr086q8at9iuyhwded, 23p0dby12ymf55wwi0xz2fnx1, dkc69jkzi4e9ysgmwldz249as, bhaqw4112j43c753dlxhy61ud, 1utyorvutnk14hp6dr079t1m2, bv57jiquzqjnzuxzw5r663aad, 370kkwnidcltqyooh51z6uzqi, 26dlb4txygf7qzukjikr23mxh, ebhyx7fm13sy9qjf4vylzg89h, 3bepi58wwope38a478y7jwlxw, dvl8q7nwvz3o6d73220d1ag2d, 6051gs5j7d6zss35h2twoqnd, 9jszz4regvdvl0v4i8s41jbah, a3jetivxcnpp4z36nhboz5ysq, 8awq0zw9oyj9gy3ruxv105jis, 2zjl0xu23wp9j6ciq25irsq38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810121481,1,34,16,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-04T11:05:51.980Z,2025-05-05T03:07:01Z,,,,,5701574165,59,"15, 17, 19, 3, 4, 16, 8, 33, 11, 10, 7, 30, 5, 9, 20, 22, 26, 43, 47, 32",5701574175,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5701574167,130,12,5701574169,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5701574163,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5701574173,197,22091,5701574171,194,99i96gbkvesmh3wspv8rl1ln9,5701574161,30,"a0vo94v0vvnojrnvvscd7zp3p, b11ffe62rpm020r3u6t1lhvx1, eyqeg6wzhjibkt4zs5dfgzc9h, eqfhoh81e8uj2as95ev3yfnx1, cwkz9uxtres4bockr3spd4hxx, 9yb0exf35kl3avhdnlhv23glx, alxccjq2y6il5yjw108a0axnt, 8ez1awevbmegf1z0kgjtp048a, 3xx0l8c30mjstvxq7z1s0fnit, prvbf3gxwflgzxuvgvb7ls5x, 99i96gbkvesmh3wspv8rl1ln9, 7gbgk4q4bxc1h7kcd0u96o9nt, b0rem4wo1p6sumrp6mb77f11w, azvjk1schroxi2dq22hwnqr1m, 5rbr8z5frgawr2ykcmcxbbluy, 6oaqk4pdojnlefa3zubsysmvp, 642iajthdnr0zophv7ys35q1g, 3hz7fbme9sm4xkj5fo3moeluc, 6utvjndbc0etrvdrul1oajdp0, eahcgnvlq1tkswvjuovyzxxw5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810155917,2,32,1,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-04T12:00:26.850Z,2025-05-04T12:00:29Z,,,,,5701752481,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810155909,2,32,1,0,0,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-05-04T12:00:26.850Z,2025-05-04T12:00:27Z,,,,,5701752443,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810155921,3,1,1,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,49.9,49.4,2025-05-04T12:00:26.851Z,2025-05-04T12:00:33Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701752541,212,22.3,5701752539,141,40.0,5701752537,140,29.6,5701752535,56,Back,5701752543,213,3.43,5701752545,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810155977,4,1,1,0,6,5mbo4f0vps12dr0fcvjn3wyp5,0,36.5,35.1,2025-05-04T12:00:33.305Z,2025-05-04T12:00:37Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5701752835,212,37.7,5701752839,1,,5701752837,213,6.07,5701752827,157,,5701752833,141,23.4,5701752829,56,Center,5701752831,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810155981,3,44,1,0,9,czkf5t3ai00ghwbga03i5aqxw,1,28.3,80.1,2025-05-04T12:00:36.339Z,2025-05-04T12:00:38Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701752847,56,Back,5701752849,285,,5701752951,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810155985,5,44,1,0,9,5mbo4f0vps12dr0fcvjn3wyp5,0,71.7,19.9,2025-05-04T12:00:36.340Z,2025-05-04T12:02:27Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5701752969,233,3,5701752877,56,Right,5701752879,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810155993,4,12,1,0,9,czkf5t3ai00ghwbga03i5aqxw,1,22.5,91.5,2025-05-04T12:00:36.563Z,2025-05-04T12:00:39Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701752913,141,96.6,5701752909,56,Back,5701752911,140,33.6,5701752917,213,0.29,5701752929,15,,5701752915,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156057,6,1,1,0,11,5mbo4f0vps12dr0fcvjn3wyp5,0,59.2,15.2,2025-05-04T12:00:38.009Z,2025-05-04T12:06:09Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701753213,140,70.0,5701753211,56,Right,5701753209,3,,5701753215,141,14.1,5701753219,213,6.22,5701753217,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810158551,29,61,1,0,13,czkf5t3ai00ghwbga03i5aqxw,0,34.6,88.9,2025-05-04T12:00:39.989Z,2025-05-04T13:00:54Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701767233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156039,5,83,1,0,13,czkf5t3ai00ghwbga03i5aqxw,0,25.1,90.8,2025-05-04T12:00:40.698Z,2025-05-04T13:00:00Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701753335,399,3xx0l8c30mjstvxq7z1s0fnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156081,7,3,1,0,14,5mbo4f0vps12dr0fcvjn3wyp5,1,68.6,8.9,2025-05-04T12:00:41.354Z,2025-05-04T14:21:33Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5701753321,56,Right,5701753323,286,,5701770749,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810159231,32,45,1,0,14,czkf5t3ai00ghwbga03i5aqxw,0,31.4,91.1,2025-05-04T12:00:41.354Z,2025-05-04T14:21:33Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5701770721,56,Back,5701770723,285,,5701770763,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810209697,404,83,1,0,15,czkf5t3ai00ghwbga03i5aqxw,0,30.2,91.2,2025-05-04T12:00:41.850Z,2025-05-04T13:01:10Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5702036665,399,3xx0l8c30mjstvxq7z1s0fnit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810159801,53,61,1,0,16,5mbo4f0vps12dr0fcvjn3wyp5,0,68.2,9.9,2025-05-04T12:00:43.714Z,2025-05-04T13:01:05Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,,5701773603,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156087,6,12,1,0,17,czkf5t3ai00ghwbga03i5aqxw,1,13.4,93.2,2025-05-04T12:00:44.187Z,2025-05-04T13:01:04Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701753367,140,47.8,5701753369,141,100.0,5701753365,56,Back,5701753383,167,,5701753371,212,36.6,5701753373,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156089,7,5,1,0,18,czkf5t3ai00ghwbga03i5aqxw,0,47.6,101.8,2025-05-04T12:00:45.715Z,2025-05-04T14:20:58Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701753959,233,8,5701753379,56,Back,5701753381,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156163,8,5,1,0,18,5mbo4f0vps12dr0fcvjn3wyp5,1,52.4,-1.8,2025-05-04T12:00:45.715Z,2025-05-04T14:20:58Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5701753771,56,Right,5701753773,347,,5701753943,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156367,9,1,1,0,39,5mbo4f0vps12dr0fcvjn3wyp5,0,61.0,0.0,2025-05-04T12:01:06.025Z,2025-05-04T12:08:23Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701754827,213,0.74,5701754829,1,,5701754819,56,Center,5701754825,212,42.0,5701754817,107,,5701754821,140,90.5,5701754823,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156421,9,44,1,0,41,czkf5t3ai00ghwbga03i5aqxw,1,22.3,72.9,2025-05-04T12:01:07.987Z,2025-05-04T12:06:50Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701755109,285,,5701755105,56,Back,5701755125,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156375,10,44,1,0,41,5mbo4f0vps12dr0fcvjn3wyp5,0,77.7,27.1,2025-05-04T12:01:07.988Z,2025-05-04T12:08:17Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5701754857,56,Center,5701754859,286,,5701755185,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156359,8,12,1,0,41,czkf5t3ai00ghwbga03i5aqxw,1,71.7,50.1,2025-05-04T12:01:08.042Z,2025-05-04T13:01:12Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701754763,140,20.7,5701754761,56,Back,5701754799,15,,5701754765,141,73.6,5701754769,213,2.85,5701754767,212,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156393,11,1,1,0,44,5mbo4f0vps12dr0fcvjn3wyp5,1,73.0,22.2,2025-05-04T12:01:11.353Z,2025-05-04T12:01:13Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701754963,212,10.5,5701754957,56,Right,5701754961,141,7.4,5701754959,140,70.2,5701754967,213,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156431,12,1,1,0,46,5mbo4f0vps12dr0fcvjn3wyp5,0,70.2,7.4,2025-05-04T12:01:12.890Z,2025-05-04T12:08:28Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701755171,213,0.88,5701755159,2,,5701755161,155,,5701755167,141,40.9,5701755169,212,29.6,5701755165,140,88.2,5701755163,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156423,10,61,1,0,47,czkf5t3ai00ghwbga03i5aqxw,1,9.0,63.0,2025-05-04T12:01:14.155Z,2025-05-04T12:01:14Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5701755111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156471,13,1,1,0,49,5mbo4f0vps12dr0fcvjn3wyp5,1,80.0,54.0,2025-05-04T12:01:16.489Z,2025-05-04T12:01:24Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,1.0,,5701755377,212,8.0,5701755379,213,3.72,5701755375,141,47.6,5701755371,56,Center,5701755827,210,13,5701755373,140,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156477,14,13,1,0,50,5mbo4f0vps12dr0fcvjn3wyp5,1,74.9,45.2,2025-05-04T12:01:17.273Z,2025-05-04T13:16:00Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5701755871,81,,5701755883,215,,5701755411,56,Center,5701755875,55,13,5701755879,102,40.3,5702184249,160,,5702184255,328,,5701755873,29,,5701755885,230,99.3,5701755887,231,50.4,5701755409,18,5701755595,20,5701755881,103,65.3,,,,,,,,,,,,,,,,,,,,
2810156491,11,5,1,0,51,czkf5t3ai00ghwbga03i5aqxw,1,-1.2,61.8,2025-05-04T12:01:18.201Z,2025-05-04T14:20:59Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5701755451,56,Back,5701755479,233,15,5701755453,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156485,15,5,1,0,51,5mbo4f0vps12dr0fcvjn3wyp5,0,101.2,38.2,2025-05-04T12:01:18.201Z,2025-05-04T12:01:21Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5701755437,346,,5701755537,233,11,5701755435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156693,12,1,1,1,4,czkf5t3ai00ghwbga03i5aqxw,1,5.2,55.7,2025-05-04T12:01:31.218Z,2025-05-04T12:01:47Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5701756533,213,4.54,5701756529,141,41.9,5701756527,140,3.6,5701756525,56,Back,5701757273,189,,5701756537,237,,5701756523,124,,5701756531,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156699,13,1,1,1,10,czkf5t3ai00ghwbga03i5aqxw,0,4.4,53.3,2025-05-04T12:01:37.043Z,2025-05-04T12:01:44Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5701756573,56,Back,5701756749,1,,5701756581,213,1.13,5701756571,155,,5701756575,140,19.1,5701756579,212,36.4,5701756577,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156735,14,5,1,1,11,czkf5t3ai00ghwbga03i5aqxw,0,22.0,101.5,2025-05-04T12:01:37.865Z,2025-05-04T14:20:59Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701756807,233,16,5701756769,347,,5701756767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156725,16,5,1,1,11,5mbo4f0vps12dr0fcvjn3wyp5,1,78.0,-1.5,2025-05-04T12:01:37.865Z,2025-05-04T14:20:59Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5701756693,56,Right,5701756771,233,14,5701756695,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156927,17,1,1,1,26,5mbo4f0vps12dr0fcvjn3wyp5,1,72.2,0.0,2025-05-04T12:01:53.610Z,2025-05-04T12:23:17Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701757765,140,90.8,5701757767,141,25.6,5701757769,212,27.1,5701757763,56,Center,5701757773,1,,5701757771,213,0.77,5701757761,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156945,18,1,1,1,29,5mbo4f0vps12dr0fcvjn3wyp5,0,91.0,25.6,2025-05-04T12:01:56.201Z,2025-05-04T12:21:39Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5701757851,140,91.9,5701757845,2,,5701757857,213,1.49,5701757847,155,,5701757855,212,11.5,5701757849,56,Center,5701757853,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157139,15,12,1,1,30,czkf5t3ai00ghwbga03i5aqxw,1,6.8,64.5,2025-05-04T12:01:57.395Z,2025-05-04T12:02:14Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701758809,213,6.12,5701758807,212,25.3,5701758805,141,58.4,5701758801,56,Back,5701758803,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157033,19,1,1,1,37,5mbo4f0vps12dr0fcvjn3wyp5,1,63.2,43.1,2025-05-04T12:02:04.394Z,2025-05-04T12:02:05Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701758293,212,8.4,5701758291,141,31.9,5701758295,213,4.27,5701758287,56,Center,5701758289,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157065,20,1,1,1,38,5mbo4f0vps12dr0fcvjn3wyp5,1,59.8,31.9,2025-05-04T12:02:04.889Z,2025-05-04T12:02:07Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5701758449,212,15.6,5701758447,141,10.1,5701758445,140,64.4,5701758443,56,Right,5701758451,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157115,21,1,1,1,40,5mbo4f0vps12dr0fcvjn3wyp5,0,66.3,11.7,2025-05-04T12:02:07.466Z,2025-05-04T12:22:31Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701758691,155,,5701758697,141,87.8,5701758699,212,63.5,5701758689,2,,5701758695,140,100.0,5701758701,213,0.95,5701758693,56,Left,5701758703,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157263,22,43,1,1,45,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-04T12:02:12.177Z,2025-05-04T12:22:41Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5701759457,346,0,5701759453,56,Left,5701853649,144,5,5701759539,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157141,16,5,1,1,45,czkf5t3ai00ghwbga03i5aqxw,1,-1.4,20.2,2025-05-04T12:02:12.317Z,2025-05-04T14:21:00Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5701758811,56,Back,5701758813,346,,5701854975,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810175721,189,5,1,1,45,5mbo4f0vps12dr0fcvjn3wyp5,0,101.4,79.8,2025-05-04T12:02:12.317Z,2025-05-04T14:21:00Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5701855003,233,16,5701854949,56,Left,5701854951,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157543,17,1,1,2,15,czkf5t3ai00ghwbga03i5aqxw,0,5.2,42.7,2025-05-04T12:02:42.259Z,2025-05-04T12:02:46Z,d5jgrd0clyl4rskqu6j8hcwkp,F. Manojlović,,,5701760891,56,Center,5701760897,212,54.9,5701760889,124,,5701760899,213,0.15,5701760903,74,,5701760895,141,54.5,5701760893,140,56.9,5701760901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157549,23,44,1,2,19,5mbo4f0vps12dr0fcvjn3wyp5,1,43.2,45.3,2025-05-04T12:02:46.054Z,2025-05-04T14:21:40Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701859075,233,233,5701760941,285,,5701760939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810176383,233,44,1,2,19,czkf5t3ai00ghwbga03i5aqxw,0,56.8,54.7,2025-05-04T12:02:46.055Z,2025-05-04T14:32:32Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5701859067,286,,5701859065,56,Center,5701859087,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157555,24,1,1,2,20,5mbo4f0vps12dr0fcvjn3wyp5,0,47.0,49.4,2025-05-04T12:02:47.034Z,2025-05-04T12:02:47Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5701761007,213,6.12,5701760997,3,,5701761005,212,16.5,5701760999,56,Center,5701761001,140,62.5,5701761003,141,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157595,18,1,1,2,21,czkf5t3ai00ghwbga03i5aqxw,1,37.0,56.6,2025-05-04T12:02:47.859Z,2025-05-04T12:02:50Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5701761177,141,70.6,5701761179,212,9.6,5701761175,140,37.8,5701761173,56,Back,5701761181,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157599,19,3,1,2,23,czkf5t3ai00ghwbga03i5aqxw,0,36.8,75.2,2025-05-04T12:02:50.131Z,2025-05-04T17:22:10Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5701761187,56,Back,5701761189,286,,5701859663,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157603,25,7,1,2,23,5mbo4f0vps12dr0fcvjn3wyp5,1,63.2,24.8,2025-05-04T12:02:50.132Z,2025-05-04T17:22:09Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5701761195,56,Center,5701859681,233,19,5701761197,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157689,27,1,1,2,26,5mbo4f0vps12dr0fcvjn3wyp5,0,64.6,27.7,2025-05-04T12:02:53.049Z,2025-05-04T12:02:55Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5701761581,213,0.71,5701761573,56,Center,5701761579,212,27.6,5701761577,141,54.0,5701761575,140,84.6,5701761571,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157703,20,12,1,2,28,czkf5t3ai00ghwbga03i5aqxw,1,16.6,49.7,2025-05-04T12:02:55.699Z,2025-05-04T12:02:58Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5701761647,213,0.11,5701761645,212,11.5,5701761641,140,27.5,5701761679,15,,5701761639,56,Back,5701761643,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157891,21,4,1,2,36,czkf5t3ai00ghwbga03i5aqxw,1,29.0,59.6,2025-05-04T12:03:03.369Z,2025-05-04T12:26:50Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701764081,233,28,5701762553,285,,5701762545,13,,5701762549,152,,5701762547,56,Back,5701762551,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157783,28,4,1,2,36,5mbo4f0vps12dr0fcvjn3wyp5,0,71.0,40.4,2025-05-04T12:03:03.370Z,2025-05-04T12:26:51Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5701762151,56,Center,5701762149,13,,5701762155,265,,5701762157,286,,5701762153,152,,5701764105,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157923,22,1,1,2,44,czkf5t3ai00ghwbga03i5aqxw,1,27.9,52.8,2025-05-04T12:03:11.826Z,2025-05-04T12:03:13Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,5701762671,141,33.1,5701762675,213,4.35,5701762665,152,,5701762669,140,23.1,5701762667,56,Back,5701762673,212,14.3,5701762663,5,,5701762699,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157949,23,1,1,2,46,czkf5t3ai00ghwbga03i5aqxw,1,23.1,33.1,2025-05-04T12:03:13.475Z,2025-05-04T12:03:15Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5701762805,141,43.6,5701762807,212,7.7,5701762809,213,1.96,5701762803,140,20.3,5701762801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157999,24,1,1,2,48,czkf5t3ai00ghwbga03i5aqxw,0,20.7,41.9,2025-05-04T12:03:15.523Z,2025-05-04T12:03:18Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5701763053,212,56.4,5701763045,155,,5701763057,1,,5701763047,56,Right,5701763049,140,72.1,5701763055,213,5.99,5701763051,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810158035,29,12,1,2,53,5mbo4f0vps12dr0fcvjn3wyp5,1,34.0,88.9,2025-05-04T12:03:20.026Z,2025-05-04T12:03:30Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5701763227,140,35.3,5701763229,141,93.6,5701763233,213,1.17,5701763225,56,Back,5701763231,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810158047,25,61,1,2,53,czkf5t3ai00ghwbga03i5aqxw,1,67.2,8.3,2025-05-04T12:03:20.689Z,2025-05-04T12:03:26Z,1utyorvutnk14hp6dr079t1m2,Z. Sawo,,,5701763321,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
