id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2802935223,1,34,16,0,0,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-19T12:07:43.918Z,2025-04-19T13:03:45Z,,,,5662066749,30,"c6xakidja1353l11ws0apj1t5, 5l4q2q8nszqp6k8exo9eyqnrp, 2d1dh619cfgvel4bv7tpfxjo5, agsollzstr45ee0z17tle8d1w, 6legryh9z8lvc4bq4s456m09h, amgtzrnw9lmo9o506a0mhzip6, 60fbyywnjiz6l8n7gmi2mjld5, 21abg7evjtjt6kzisu43jckmi, 1vr7p76nx255ikv7w00s6gnsa, 25ytwmg2c5xcqp5ta12oznm22, 6tqclthbz4m9kqiukixum1mhg, 5uek9dtfn577w1mv9w83oznbp, 1qyvk3eveiz8n40houjgtko9h, 3vezn38wnyk5dtstopwbl0dn8, eyn7izezzer5izneismz7dm8l, 9hybzhhut4ac2xinqk7kzzpwp, 116vh3v105pa9vyw10hpvuwdm, 5kgu7z697mnyizf6pbaf5j5zo, 8zvc2mjym1u4uev3t60rhmvis, 85mzxov9sqq8gec4e0wwt8h78",5662066753,59,"31, 15, 23, 2, 8, 6, 10, 27, 11, 25, 20, 30, 4, 16, 17, 19, 24, 26, 28, 29",5662066763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5662066755,130,13,5662066761,197,25078,5662066759,194,6legryh9z8lvc4bq4s456m09h,5662066757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5662066751,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802936103,1,34,16,0,0,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-19T12:08:42.343Z,2025-04-19T12:08:44Z,,,,5662071255,59,"25, 16, 2, 7, 5, 4, 11, 8, 10, 20, 21, 1, 9, 15, 17, 18, 22, 23, 24, 27",5662071261,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5662071259,130,13,5662071267,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5662071251,30,"6pdqmo7vuzy9lt7v6vvmqybu2, 3ihcnb7xmqlsefg10xbdraqqd, 7qsp3fm0wkymgiej6s7jj06p5, a4f6z4alegkvrhm4k864w9lg5, b5kncgqkpiofwduo2snjz74dl, 3n6cx9whi75ybd9h6pv7i3mga, 9ajfpzjfipsub15tats3mo2j9, 9469qatlpe6rdqko8c6ha4out, 2mk86jc25lu7lqklnvntxmtxw, c2pfggtw5hreyomdwogbhjpqs, 59dtrk7ly4lepf7s0gywhu51w, 43tfpd1zge7whbwd5xchiu06i, cxq6miltbekjrfil30uuo0tn8, el14eiipsagmeuhborw0ksfoq, 81bn1esm8kuwq5yofmyxnnemt, 43qtylo4kl50nmdiiu5hufqj8, bldfwo1qulwwguw05wrv0setw, 46ups8z9vhv73u0op2ld07wus, 10dorj1evvavs9abofp4ix4b8, 8e8v25kjfqsohkczqxj5xsmj8",5662071265,197,10418,5662071253,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5662071263,194,9469qatlpe6rdqko8c6ha4out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975495,2,32,1,0,0,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-19T13:00:50.080Z,2025-04-19T13:00:50Z,,,,5662277443,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975505,2,32,1,0,0,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-19T13:00:50.080Z,2025-04-19T13:00:52Z,,,,5662277495,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975545,3,1,1,0,0,46yo78zak2j7kaxc5ak1fnm60,1,49.9,49.9,2025-04-19T13:00:50.748Z,2025-04-19T13:00:54Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5662277707,140,34.4,5662277711,212,18.6,5662277713,213,3.65,5662277709,141,36.6,5662277705,56,Back,5662277715,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975587,4,1,1,0,4,46yo78zak2j7kaxc5ak1fnm60,1,36.7,40.3,2025-04-19T13:00:54.097Z,2025-04-19T13:00:58Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5662277917,141,85.9,5662277911,157,,5662277923,1,,5662277919,212,52.6,5662277915,140,77.2,5662277913,56,Left,5662277921,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975575,3,43,1,0,5,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-19T13:00:56.005Z,2025-04-19T13:01:01Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,5662277851,56,Back,5662277853,285,0,5662278119,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975603,5,1,1,0,7,46yo78zak2j7kaxc5ak1fnm60,1,77.6,86.6,2025-04-19T13:00:58.066Z,2025-04-19T13:00:59Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5662277999,168,,5662278001,56,Left,5662278007,212,5.3,5662277997,3,,5662278005,141,87.7,5662278009,213,0.14,5662278003,140,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975607,6,61,1,0,9,46yo78zak2j7kaxc5ak1fnm60,0,83.1,88.0,2025-04-19T13:00:59.448Z,2025-04-19T13:00:59Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662278017,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802978177,39,1,1,0,10,1939bnru25svvgv15k2c7tw2y,1,23.1,8.2,2025-04-19T13:01:00.438Z,2025-04-19T13:05:20Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,5662294527,140,8.7,5662294533,213,3.11,5662294525,56,Back,5662294529,141,9.0,5662294531,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975639,4,1,1,0,12,1939bnru25svvgv15k2c7tw2y,0,14.2,7.3,2025-04-19T13:01:02.789Z,2025-04-19T13:01:03Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,5662278203,141,16.7,5662278199,56,Back,5662278205,212,8.1,5662278227,233,7,5662278231,286,,5662278207,213,2.23,5662278201,140,9.5,5662278225,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975633,7,74,1,0,12,46yo78zak2j7kaxc5ak1fnm60,1,83.8,87.1,2025-04-19T13:01:02.790Z,2025-04-19T13:01:04Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662278171,285,,5662278257,233,4,5662278169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975671,5,5,1,0,14,1939bnru25svvgv15k2c7tw2y,1,-0.8,18.4,2025-04-19T13:01:04.857Z,2025-04-19T13:53:20Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,5662278341,346,,5662278361,233,8,5662278339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975661,8,5,1,0,14,46yo78zak2j7kaxc5ak1fnm60,0,100.8,81.6,2025-04-19T13:01:04.857Z,2025-04-19T13:01:08Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662278301,56,Left,5662278375,233,5,5662278303,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975949,6,1,1,0,40,1939bnru25svvgv15k2c7tw2y,1,5.5,54.5,2025-04-19T13:01:30.677Z,2025-04-19T13:01:35Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,5662279815,1,,5662279819,74,,5662279803,124,,5662279811,212,43.8,5662279813,213,0.07,5662279809,141,58.8,5662279805,56,Back,5662279807,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975955,7,1,1,0,45,1939bnru25svvgv15k2c7tw2y,1,47.1,58.8,2025-04-19T13:01:35.605Z,2025-04-19T13:05:34Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662279863,213,6.20,5662279853,3,,5662279857,140,62.2,5662279855,56,Center,5662295605,168,,5662279861,212,15.9,5662279859,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975967,8,1,1,0,46,1939bnru25svvgv15k2c7tw2y,1,62.2,56.9,2025-04-19T13:01:36.805Z,2025-04-19T13:01:39Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,5662279949,213,1.03,5662279945,141,71.4,5662279941,56,Center,5662279947,212,11.5,5662279943,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975973,9,1,1,0,48,1939bnru25svvgv15k2c7tw2y,0,67.9,71.4,2025-04-19T13:01:39.011Z,2025-04-19T13:01:42Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,5662279991,140,75.8,5662279989,56,Center,5662279997,213,5.98,5662279987,155,,5662279993,141,67.6,5662279995,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976013,9,12,1,0,50,46yo78zak2j7kaxc5ak1fnm60,1,28.7,42.1,2025-04-19T13:01:40.425Z,2025-04-19T13:05:58Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,5662280205,212,18.6,5662280203,141,31.8,5662280199,56,Back,5662280207,213,5.90,5662280201,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976017,10,4,1,0,52,46yo78zak2j7kaxc5ak1fnm60,1,51.7,39.2,2025-04-19T13:01:42.323Z,2025-04-19T13:11:21Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662280769,233,10,5662280489,264,,5662280259,286,,5662280213,56,Center,5662280487,13,,5662280491,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976021,10,4,1,0,52,1939bnru25svvgv15k2c7tw2y,0,48.3,60.8,2025-04-19T13:01:42.324Z,2025-04-19T13:11:21Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,5662280221,56,Back,5662280755,152,,5662280751,13,,5662280815,233,10,5662280753,264,,5662280223,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976023,11,43,1,0,52,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-19T13:01:42.513Z,2025-04-19T13:01:49Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662280241,213,0.15,5662280239,212,13.9,5662280235,141,34.2,5662280549,144,1,5662280227,168,0,5662280231,140,58.7,5662280225,3,0,5662280229,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976221,12,1,1,1,9,46yo78zak2j7kaxc5ak1fnm60,1,48.1,31.3,2025-04-19T13:01:59.561Z,2025-04-19T13:02:02Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5662281259,212,15.2,5662281261,213,2.49,5662281255,140,36.6,5662281257,141,44.8,5662281251,152,,5662281249,5,,5662281253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976227,13,1,1,1,12,46yo78zak2j7kaxc5ak1fnm60,1,35.1,51.0,2025-04-19T13:02:02.441Z,2025-04-19T13:02:04Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,5662281325,212,16.5,5662281321,140,39.0,5662281327,213,1.32,5662281323,141,74.5,5662281319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976243,14,1,1,1,14,46yo78zak2j7kaxc5ak1fnm60,1,39.6,73.6,2025-04-19T13:02:04.465Z,2025-04-19T13:02:07Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662281471,212,13.0,5662281467,140,32.6,5662281473,213,4.11,5662281465,56,Back,5662281469,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976277,15,1,1,1,16,46yo78zak2j7kaxc5ak1fnm60,0,33.2,72.1,2025-04-19T13:02:06.960Z,2025-04-19T13:02:11Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,5662281697,140,61.2,5662281703,213,0.23,5662281695,56,Left,5662281701,212,30.2,5662281699,141,82.4,5662281693,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976289,11,44,1,1,19,1939bnru25svvgv15k2c7tw2y,1,36.7,18.8,2025-04-19T13:02:09.492Z,2025-04-19T13:11:25Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,5662281759,56,Back,5662281761,285,,5662281781,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976285,16,44,1,1,19,46yo78zak2j7kaxc5ak1fnm60,0,63.3,81.2,2025-04-19T13:02:09.493Z,2025-04-19T13:11:25Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662281731,56,Left,5662281799,233,11,5662281735,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976309,12,1,1,1,19,1939bnru25svvgv15k2c7tw2y,1,33.2,20.6,2025-04-19T13:02:09.517Z,2025-04-19T13:54:10Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,5662281877,56,Right,5662281883,212,26.8,5662281885,213,6.05,5662281875,3,,5662281881,141,11.4,5662281879,140,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976313,13,61,1,1,23,1939bnru25svvgv15k2c7tw2y,0,58.1,8.6,2025-04-19T13:02:13.157Z,2025-04-19T13:07:03Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,5662281915,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976327,17,12,1,1,24,46yo78zak2j7kaxc5ak1fnm60,1,29.3,90.9,2025-04-19T13:02:14.121Z,2025-04-19T13:07:20Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,5662282013,140,35.0,5662282015,141,87.1,5662282019,213,5.88,5662303381,15,,5662282011,56,Back,5662282017,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976355,18,1,1,1,25,46yo78zak2j7kaxc5ak1fnm60,1,35.0,87.1,2025-04-19T13:02:15.320Z,2025-04-19T13:02:16Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5662282167,212,5.0,5662282159,168,,5662282161,56,Back,5662282165,141,86.3,5662282169,213,6.17,5662282157,3,,5662282163,140,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976363,19,3,1,1,26,46yo78zak2j7kaxc5ak1fnm60,0,42.8,81.6,2025-04-19T13:02:16.721Z,2025-04-19T13:02:21Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662282205,286,,5662282203,56,Back,5662282273,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976367,14,7,1,1,26,1939bnru25svvgv15k2c7tw2y,0,57.2,18.4,2025-04-19T13:02:16.722Z,2025-04-19T13:02:20Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662282237,233,19,5662282217,56,Right,5662282221,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976403,20,3,1,1,30,46yo78zak2j7kaxc5ak1fnm60,0,54.0,80.2,2025-04-19T13:02:20.291Z,2025-04-19T13:02:25Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662282437,56,Left,5662282527,233,15,5662282439,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976415,15,7,1,1,30,1939bnru25svvgv15k2c7tw2y,0,46.0,19.8,2025-04-19T13:02:20.292Z,2025-04-19T13:02:24Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662282509,233,20,5662282479,285,,5662282477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976407,21,61,1,1,30,46yo78zak2j7kaxc5ak1fnm60,1,53.6,87.5,2025-04-19T13:02:20.993Z,2025-04-19T13:02:21Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662282445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976417,22,43,1,1,31,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-19T13:02:21.297Z,2025-04-19T13:02:26Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662282779,144,74,5662282483,285,0,5662282481,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976427,23,43,1,1,32,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-04-19T13:02:22.217Z,2025-04-19T13:08:45Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662282543,56,Left,5662309185,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976443,16,1,1,1,33,1939bnru25svvgv15k2c7tw2y,0,42.6,21.0,2025-04-19T13:02:23.204Z,2025-04-19T13:02:24Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,5662282663,141,0.0,5662282659,56,Right,5662282661,140,70.0,5662282667,213,5.80,5662282665,212,32.5,5662282669,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976451,17,5,1,1,33,1939bnru25svvgv15k2c7tw2y,0,70.2,-1.0,2025-04-19T13:02:23.968Z,2025-04-19T13:53:20Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,5662282743,233,24,5662282699,56,Right,5662282701,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976435,24,5,1,1,33,46yo78zak2j7kaxc5ak1fnm60,1,29.8,101.0,2025-04-19T13:02:23.968Z,2025-04-19T13:53:20Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5662282617,56,Back,5662282619,347,,5662282719,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976535,25,1,1,1,38,46yo78zak2j7kaxc5ak1fnm60,1,29.7,100.0,2025-04-19T13:02:28.090Z,2025-04-19T13:02:31Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662283143,56,Back,5662283151,213,5.59,5662283145,140,42.6,5662283149,212,17.6,5662283141,107,,5662283147,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976541,26,50,1,1,40,46yo78zak2j7kaxc5ak1fnm60,1,44.2,76.8,2025-04-19T13:02:30.938Z,2025-04-19T13:07:44Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662283183,286,,5662283471,233,18,5662283181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976585,18,7,1,1,40,1939bnru25svvgv15k2c7tw2y,1,55.8,23.2,2025-04-19T13:02:30.939Z,2025-04-19T13:07:44Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,5662283463,233,26,5662283425,56,Center,5662283427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983573,145,50,1,1,44,46yo78zak2j7kaxc5ak1fnm60,1,46.6,81.8,2025-04-19T13:02:34.747Z,2025-04-19T13:13:25Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,5662327323,233,20,5662325181,286,,5662325179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976605,20,7,1,1,44,1939bnru25svvgv15k2c7tw2y,0,53.4,18.2,2025-04-19T13:02:34.748Z,2025-04-19T13:13:46Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662321215,285,,5662321307,233,145,5662283515,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976571,27,50,1,1,44,46yo78zak2j7kaxc5ak1fnm60,1,44.2,75.4,2025-04-19T13:02:34.815Z,2025-04-19T13:14:44Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5662283343,56,Back,5662321315,233,79,5662320819,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802983553,79,7,1,1,44,1939bnru25svvgv15k2c7tw2y,0,55.8,24.6,2025-04-19T13:02:34.816Z,2025-04-19T13:14:39Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662333505,233,27,5662333463,285,,5662333461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976593,19,43,1,1,45,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-19T13:02:36.052Z,2025-04-19T13:14:17Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,5662335749,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976643,21,1,1,1,46,1939bnru25svvgv15k2c7tw2y,1,38.5,19.9,2025-04-19T13:02:36.492Z,2025-04-19T13:14:20Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,5662283755,212,30.6,5662283757,213,1.81,5662283751,140,31.5,5662283749,56,Back,5662283753,141,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976659,22,1,1,1,47,1939bnru25svvgv15k2c7tw2y,0,33.8,64.3,2025-04-19T13:02:38.020Z,2025-04-19T13:02:39Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,5662283857,212,18.0,5662283851,56,Back,5662283855,141,76.7,5662283859,213,0.49,5662283853,140,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976667,28,61,1,1,49,46yo78zak2j7kaxc5ak1fnm60,0,44.0,15.5,2025-04-19T13:02:39.376Z,2025-04-19T13:02:39Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5662283893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976693,23,1,1,1,50,1939bnru25svvgv15k2c7tw2y,1,51.6,84.1,2025-04-19T13:02:40.372Z,2025-04-19T13:02:42Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,5662284033,141,91.7,5662284041,213,0.33,5662284027,56,Left,5662284037,212,15.8,5662284029,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976735,24,1,1,1,51,1939bnru25svvgv15k2c7tw2y,1,64.0,91.8,2025-04-19T13:02:42.051Z,2025-04-19T13:02:45Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,5662284311,141,78.8,5662284307,56,Back,5662284315,213,3.43,5662284313,212,30.6,5662284309,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976765,25,1,1,1,54,1939bnru25svvgv15k2c7tw2y,1,36.1,78.8,2025-04-19T13:02:45.028Z,2025-04-19T13:02:49Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,5662284489,140,29.1,5662284491,141,54.5,5662284495,213,4.29,5662284487,56,Back,5662284493,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976789,26,1,1,1,58,1939bnru25svvgv15k2c7tw2y,1,28.8,47.7,2025-04-19T13:02:48.964Z,2025-04-19T13:15:12Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,5662284647,56,Back,5662284649,140,47.6,5662284653,212,25.1,5662284651,141,25.0,5662284655,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802986597,122,1,1,1,59,1939bnru25svvgv15k2c7tw2y,0,43.6,33.3,2025-04-19T13:02:49.459Z,2025-04-19T13:15:31Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,5662341053,140,54.4,5662341055,141,43.4,5662341059,213,0.54,5662341051,56,Center,5662341057,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976821,30,1,1,2,2,46yo78zak2j7kaxc5ak1fnm60,1,36.8,66.3,2025-04-19T13:02:52.474Z,2025-04-19T13:02:53Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5662284795,213,5.52,5662284787,56,Back,5662284793,212,10.4,5662284791,141,55.7,5662284789,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976835,31,1,1,2,3,46yo78zak2j7kaxc5ak1fnm60,1,44.5,54.3,2025-04-19T13:02:53.385Z,2025-04-19T13:02:54Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5662284883,212,15.6,5662284877,56,Back,5662284885,213,4.02,5662284879,140,35.0,5662284881,141,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976847,32,1,1,2,4,46yo78zak2j7kaxc5ak1fnm60,1,35.1,36.6,2025-04-19T13:02:54.257Z,2025-04-19T13:02:55Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5662284931,56,Back,5662284937,212,12.8,5662284933,140,38.3,5662284935,141,54.8,5662284939,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
