id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/15/value
2816351781,1,34,16,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-18T11:07:14.851Z,2025-05-18T12:19:43Z,,,,5735977277,197,22117,5735977271,130,4,5735977273,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735977265,30,"ch1ehgr9guufs2wmz5dbvmvo5, 1ojl4m8rsuzsjufucdotav4es, 7eo3ceto09y3x4j4gh9m91kvd, 4mroygq2ruxkml5c5j4awwted, 5s647zr10m1nxt4xxpxkpgmw9, 9s3boszvqn3fzsx0r1xswqyqy, cyfvxg9z9aqfsoydhz7sr3qxg, chzhwdk4l54t2kf606bkuiaqd, 5ib5990rsa8y9pf2bu4risjqh, 8hq0so8nzsuzmsffae5nwdwmi, 83uml6n0wlgtirmi30sa2ihd6, ec8biuf2bhu7sjwni7dhirz6x, p4vij77v1xw1bl68jl4jts0k, 6mworg0saiu0e3pfg8sqopo2c, 7d1yx4r4omxp8q8n5ft2l9fys, 8fle9xgnd83jth2i2d6vh0k16, b1sztx2xd79amygbbvdia24et, 5e2tf15sp7zo70njveqg1b2z9, 2v1tnyzorjyx7pyf3auj73ytw, dwmmr57jqlzrzvkpxr01fnt3o",5735977279,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735977269,59,"1, 2, 19, 5, 6, 4, 8, 20, 23, 7, 18, 27, 13, 15, 16, 17, 21, 22, 26, 29",5735977275,194,chzhwdk4l54t2kf606bkuiaqd,5735977267,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816353589,1,34,16,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-18T11:10:17.628Z,2025-05-18T12:21:14Z,,,,5735987377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735987373,59,"15, 17, 19, 3, 4, 32, 43, 7, 11, 10, 33, 30, 5, 8, 9, 16, 22, 26, 45, 47",5735987371,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5735987379,194,99i96gbkvesmh3wspv8rl1ln9,5735987369,30,"a0vo94v0vvnojrnvvscd7zp3p, b11ffe62rpm020r3u6t1lhvx1, eyqeg6wzhjibkt4zs5dfgzc9h, eqfhoh81e8uj2as95ev3yfnx1, cwkz9uxtres4bockr3spd4hxx, eahcgnvlq1tkswvjuovyzxxw5, 3hz7fbme9sm4xkj5fo3moeluc, 99i96gbkvesmh3wspv8rl1ln9, 3xx0l8c30mjstvxq7z1s0fnit, prvbf3gxwflgzxuvgvb7ls5x, 8ez1awevbmegf1z0kgjtp048a, 7gbgk4q4bxc1h7kcd0u96o9nt, b0rem4wo1p6sumrp6mb77f11w, alxccjq2y6il5yjw108a0axnt, azvjk1schroxi2dq22hwnqr1m, 9yb0exf35kl3avhdnlhv23glx, 6oaqk4pdojnlefa3zubsysmvp, 642iajthdnr0zophv7ys35q1g, b5efwfrqbzdfknrjq3agklvdg, 6utvjndbc0etrvdrul1oajdp0",5735987375,130,11,5735987381,197,25072,5735987383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389407,2,32,1,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-18T12:15:31.210Z,2025-05-19T05:56:17Z,,,,5736179325,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389417,3,32,1,0,0,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-18T12:15:31.210Z,2025-05-18T12:15:34Z,,,,5736179369,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389453,3,1,1,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,50.0,50.0,2025-05-18T12:15:31.211Z,2025-05-18T12:15:34Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5736179547,212,29.9,5736179551,213,3.16,5736179541,140,21.5,5736179543,141,49.0,5736179555,279,S,5736179539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389499,4,1,1,0,3,2nnlsjfbcea40t4jeclcbw9lk,1,21.6,48.8,2025-05-18T12:15:34.578Z,2025-05-18T12:15:37Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5736179785,157,,5736179795,213,6.16,5736179787,56,Center,5736179797,1,,5736179791,141,39.2,5736179793,212,51.8,5736179789,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389501,5,61,1,0,6,2nnlsjfbcea40t4jeclcbw9lk,0,71.1,28.0,2025-05-18T12:15:37.747Z,2025-05-18T12:15:42Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,5736179805,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389529,4,5,1,0,7,5mbo4f0vps12dr0fcvjn3wyp5,1,10.6,101.8,2025-05-18T12:15:39.195Z,2025-05-18T12:20:32Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5736179945,56,Back,5736179997,233,6,5736179947,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389537,6,5,1,0,7,2nnlsjfbcea40t4jeclcbw9lk,0,89.4,-1.8,2025-05-18T12:15:39.195Z,2025-05-18T12:20:32Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,5736180019,233,4,5736179965,56,Right,5736179967,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389767,5,1,1,0,27,5mbo4f0vps12dr0fcvjn3wyp5,0,15.9,100.0,2025-05-18T12:15:58.604Z,2025-05-18T12:16:00Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5736181249,107,,5736181255,141,90.0,5736181259,213,5.61,5736181257,212,12.9,5736181253,140,25.5,5736181251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389787,7,1,1,0,29,2nnlsjfbcea40t4jeclcbw9lk,0,70.6,15.8,2025-05-18T12:16:00.996Z,2025-05-18T12:16:01Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,5736181335,56,Right,5736181341,212,5.3,5736181343,213,0.17,5736181339,141,17.1,5736181337,140,75.6,5736181333,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389801,6,1,1,0,30,5mbo4f0vps12dr0fcvjn3wyp5,1,25.1,89.1,2025-05-18T12:16:01.771Z,2025-05-18T12:27:30Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5736181429,212,13.8,5736181427,141,88.5,5736181421,3,,5736181423,56,Back,5736181431,213,6.25,5736181425,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816396425,78,44,1,0,31,5mbo4f0vps12dr0fcvjn3wyp5,1,39.0,97.7,2025-05-18T12:16:02.581Z,2025-05-18T12:28:56Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5736220961,56,Back,5736220963,285,,5736221451,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816396447,118,44,1,0,31,2nnlsjfbcea40t4jeclcbw9lk,0,61.0,2.3,2025-05-18T12:16:02.582Z,2025-05-18T12:28:56Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5736221433,56,Right,5736221489,233,78,5736221435,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389809,7,1,1,0,31,5mbo4f0vps12dr0fcvjn3wyp5,1,28.9,83.0,2025-05-18T12:16:02.764Z,2025-05-18T12:16:03Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5736181481,213,2.30,5736181475,140,24.0,5736181489,156,,5736181479,212,7.7,5736181477,141,91.5,5736181473,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389843,8,3,1,0,33,5mbo4f0vps12dr0fcvjn3wyp5,1,38.0,96.5,2025-05-18T12:16:05.051Z,2025-05-18T12:29:30Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5736181661,56,Back,5736181909,233,9,5736181913,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389881,9,45,1,0,33,2nnlsjfbcea40t4jeclcbw9lk,0,62.0,3.5,2025-05-18T12:16:05.051Z,2025-05-18T12:29:30Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5736181919,233,8,5736181895,56,Right,5736181897,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389849,9,3,1,0,35,5mbo4f0vps12dr0fcvjn3wyp5,0,39.7,97.0,2025-05-18T12:16:06.235Z,2025-05-18T13:16:01Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5736181695,56,Back,5736181697,286,,5736181915,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389875,8,7,1,0,35,2nnlsjfbcea40t4jeclcbw9lk,1,60.3,3.0,2025-05-18T12:16:06.236Z,2025-05-18T13:16:01Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,5736181905,233,9,5736181869,285,,5736181863,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389887,10,5,1,0,36,2nnlsjfbcea40t4jeclcbw9lk,0,57.0,-2.0,2025-05-18T12:16:07.532Z,2025-05-18T12:20:33Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5736181947,56,Right,5736181985,233,10,5736181949,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816389861,10,5,1,0,36,5mbo4f0vps12dr0fcvjn3wyp5,1,43.0,102.0,2025-05-18T12:16:07.532Z,2025-05-18T12:20:32Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5736181979,233,10,5736181789,347,,5736181787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390029,11,1,1,0,51,5mbo4f0vps12dr0fcvjn3wyp5,1,51.6,100.0,2025-05-18T12:16:22.459Z,2025-05-18T12:16:25Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5736182667,213,5.46,5736182661,212,13.0,5736182653,140,60.0,5736182651,56,Left,5736182655,141,87.6,5736182649,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390047,12,1,1,0,53,5mbo4f0vps12dr0fcvjn3wyp5,1,67.7,90.8,2025-05-18T12:16:25.194Z,2025-05-18T12:30:02Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5736182765,56,Left,5736182779,213,5.89,5736182771,141,87.1,5736182773,212,6.6,5736182767,140,73.5,5736182763,168,,5736182761,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816398097,117,3,1,0,54,5mbo4f0vps12dr0fcvjn3wyp5,0,73.6,81.4,2025-05-18T12:16:25.210Z,2025-05-18T13:16:01Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5736229243,56,Left,5736229597,233,144,5736229245,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816397895,144,7,1,0,54,2nnlsjfbcea40t4jeclcbw9lk,0,26.4,18.6,2025-05-18T12:16:25.211Z,2025-05-18T13:16:01Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5736229529,56,Back,5736229589,233,117,5736229531,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390097,13,1,1,0,55,5mbo4f0vps12dr0fcvjn3wyp5,1,64.5,81.2,2025-05-18T12:16:26.964Z,2025-05-18T12:30:16Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5736183119,141,96.0,5736183117,140,68.8,5736183123,213,1.15,5736183121,212,11.0,5736183115,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390113,14,1,1,0,59,5mbo4f0vps12dr0fcvjn3wyp5,0,90.6,96.2,2025-05-18T12:16:30.507Z,2025-05-18T12:16:32Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5736183189,140,93.8,5736183193,212,31.5,5736183191,141,50.1,5736183183,2,,5736183187,56,Center,5736183195,213,4.82,5736183185,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390131,11,12,1,1,1,2nnlsjfbcea40t4jeclcbw9lk,1,11.2,48.4,2025-05-18T12:16:32.949Z,2025-05-18T12:16:33Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5736183321,212,10.9,5736183323,213,4.63,5736183315,56,Back,5736183319,141,32.4,5736183351,15,,5736183317,140,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390173,12,12,1,1,3,2nnlsjfbcea40t4jeclcbw9lk,1,10.1,32.2,2025-05-18T12:16:34.420Z,2025-05-18T12:32:00Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,5736183625,213,5.74,5736183619,140,35.4,5736183617,56,Back,5736183621,141,8.5,5736183623,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390219,13,1,1,1,6,2nnlsjfbcea40t4jeclcbw9lk,0,36.1,5.9,2025-05-18T12:16:37.701Z,2025-05-18T12:16:42Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,5736183933,140,77.2,5736183931,56,Center,5736183937,212,47.3,5736183929,157,,5736183939,213,0.42,5736183935,141,34.3,5736183941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390203,15,43,1,1,9,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-18T12:16:41.084Z,2025-05-18T12:16:50Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5736184311,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390239,16,1,1,1,10,5mbo4f0vps12dr0fcvjn3wyp5,1,28.3,71.9,2025-05-18T12:16:41.500Z,2025-05-18T12:16:45Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5736184059,212,30.4,5736184057,141,46.3,5736184053,56,Back,5736184061,213,3.75,5736184055,140,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390267,17,1,1,1,14,5mbo4f0vps12dr0fcvjn3wyp5,0,10.2,41.6,2025-05-18T12:16:45.835Z,2025-05-18T12:16:48Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5736184205,213,5.63,5736184203,212,35.2,5736184201,141,10.1,5736184199,140,36.8,5736184207,1,,5736184197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390319,15,1,1,1,19,2nnlsjfbcea40t4jeclcbw9lk,1,61.4,80.5,2025-05-18T12:16:50.277Z,2025-05-18T12:16:52Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5736184495,213,4.66,5736184487,56,Center,5736184493,212,9.8,5736184489,140,60.9,5736184491,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390335,16,1,1,1,21,2nnlsjfbcea40t4jeclcbw9lk,1,60.8,66.1,2025-05-18T12:16:52.693Z,2025-05-18T12:16:54Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5736184567,212,9.8,5736184563,140,56.6,5736184561,56,Left,5736184569,213,2.04,5736184565,141,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390357,17,1,1,1,23,2nnlsjfbcea40t4jeclcbw9lk,1,53.9,72.3,2025-05-18T12:16:55.206Z,2025-05-18T12:16:56Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5736184769,140,57.6,5736184775,213,1.01,5736184767,56,Left,5736184773,212,7.3,5736184771,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390387,18,1,1,1,24,2nnlsjfbcea40t4jeclcbw9lk,1,58.4,81.4,2025-05-18T12:16:56.118Z,2025-05-18T12:16:58Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5736184935,213,0.20,5736184929,140,78.4,5736184931,141,87.8,5736184933,212,21.4,5736184927,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390405,19,1,1,1,27,2nnlsjfbcea40t4jeclcbw9lk,1,83.4,94.2,2025-05-18T12:16:58.438Z,2025-05-18T12:16:59Z,5ib5990rsa8y9pf2bu4risjqh,A. Boudah,,5736185015,141,88.4,5736185017,212,7.7,5736185011,56,Left,5736185013,140,77.1,5736185019,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390417,20,1,1,1,28,2nnlsjfbcea40t4jeclcbw9lk,1,77.0,88.6,2025-05-18T12:16:59.766Z,2025-05-18T12:17:01Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,5736185065,140,71.6,5736185081,213,3.69,5736185061,56,Left,5736185075,212,6.6,5736185069,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390439,21,1,1,1,30,2nnlsjfbcea40t4jeclcbw9lk,1,71.6,82.1,2025-05-18T12:17:01.510Z,2025-05-18T12:17:03Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5736185195,213,3.60,5736185187,56,Center,5736185193,212,10.1,5736185191,141,75.6,5736185189,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390481,22,1,1,1,31,2nnlsjfbcea40t4jeclcbw9lk,1,63.0,75.4,2025-05-18T12:17:03.045Z,2025-05-18T12:17:08Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5736185387,213,0.89,5736185381,140,70.3,5736185383,141,89.3,5736185385,212,12.2,5736185379,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390501,23,1,1,1,37,2nnlsjfbcea40t4jeclcbw9lk,1,69.0,88.4,2025-05-18T12:17:08.566Z,2025-05-18T12:17:11Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,5736185491,141,73.2,5736185493,212,20.7,5736185489,140,51.9,5736185497,213,3.66,5736185487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390511,24,1,1,1,40,2nnlsjfbcea40t4jeclcbw9lk,1,55.4,82.2,2025-05-18T12:17:11.541Z,2025-05-18T12:33:17Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5736185531,140,62.1,5736185533,141,96.7,5736185537,213,0.95,5736185529,56,Left,5736185535,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390515,25,1,1,1,41,2nnlsjfbcea40t4jeclcbw9lk,0,57.8,80.1,2025-05-18T12:17:12.630Z,2025-05-18T12:17:19Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5736185569,213,5.98,5736185563,140,86.5,5736185561,56,Center,5736185567,212,31.6,5736185565,141,66.2,5736185559,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390561,18,61,1,1,47,5mbo4f0vps12dr0fcvjn3wyp5,1,12.1,30.2,2025-05-18T12:17:18.700Z,2025-05-18T12:17:18Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5736185823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390765,20,1,1,2,5,5mbo4f0vps12dr0fcvjn3wyp5,0,14.2,34.0,2025-05-18T12:17:37.196Z,2025-05-18T12:17:40Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5736186997,56,Center,5736187005,212,81.5,5736186999,140,89.6,5736187007,213,0.24,5736187001,141,62.3,5736186995,199,,5736187009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390919,28,1,1,2,20,2nnlsjfbcea40t4jeclcbw9lk,0,9.1,41.8,2025-05-18T12:17:52.104Z,2025-05-18T12:17:55Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5736187767,198,,5736187781,1,,5736187769,56,Center,5736187775,141,63.1,5736187765,157,,5736187779,213,0.24,5736187773,140,66.2,5736187777,212,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390937,21,1,1,2,25,5mbo4f0vps12dr0fcvjn3wyp5,0,28.8,33.7,2025-05-18T12:17:56.444Z,2025-05-18T12:17:57Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5736187875,213,5.93,5736187869,140,64.1,5736187867,56,Right,5736187871,141,13.4,5736187873,212,39.6,5736187877,1,,5736187865,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816390971,29,1,1,2,27,2nnlsjfbcea40t4jeclcbw9lk,0,59.4,88.4,2025-05-18T12:17:58.999Z,2025-05-18T12:18:00Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,5736188051,141,71.8,5736188057,213,5.21,5736188049,140,65.3,5736188055,212,12.9,5736188045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391017,22,1,1,2,32,5mbo4f0vps12dr0fcvjn3wyp5,0,36.2,35.0,2025-05-18T12:18:03.388Z,2025-05-18T12:34:42Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5736247537,1,,5736188355,213,5.81,5736188349,140,70.2,5736188353,212,40.1,5736188351,141,8.2,5736188347,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391075,30,1,1,2,36,2nnlsjfbcea40t4jeclcbw9lk,1,23.8,83.9,2025-05-18T12:18:07.400Z,2025-05-18T12:18:10Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5736188687,212,22.8,5736188683,140,10.8,5736188681,56,Back,5736188689,213,4.07,5736188685,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391093,31,1,1,2,38,2nnlsjfbcea40t4jeclcbw9lk,1,10.3,53.0,2025-05-18T12:18:09.975Z,2025-05-18T12:18:12Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,5736188795,141,60.6,5736188797,212,13.6,5736188791,56,Back,5736188793,140,22.3,5736188799,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391103,32,50,1,2,40,2nnlsjfbcea40t4jeclcbw9lk,1,23.4,59.5,2025-05-18T12:18:12.103Z,2025-05-18T12:36:59Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5736253923,233,23,5736188827,285,,5736188825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391157,23,7,1,2,40,5mbo4f0vps12dr0fcvjn3wyp5,0,76.6,40.5,2025-05-18T12:18:12.104Z,2025-05-18T12:36:13Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5736253879,233,32,5736189119,286,,5736189117,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816402651,193,61,1,2,41,2nnlsjfbcea40t4jeclcbw9lk,1,25.6,65.0,2025-05-18T12:18:12.915Z,2025-05-18T12:37:02Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,5736253595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391113,33,3,1,2,42,2nnlsjfbcea40t4jeclcbw9lk,0,23.8,67.2,2025-05-18T12:18:13.763Z,2025-05-18T13:16:02Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,5736188893,56,Back,5736257533,233,24,5736188895,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391163,24,7,1,2,42,5mbo4f0vps12dr0fcvjn3wyp5,0,76.2,32.8,2025-05-18T12:18:13.764Z,2025-05-18T13:16:02Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5736189133,56,Center,5736189135,286,,5736257511,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391139,34,3,1,2,44,2nnlsjfbcea40t4jeclcbw9lk,1,23.1,83.2,2025-05-18T12:18:15.353Z,2025-05-18T13:03:15Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5736262543,233,166,5736189027,285,,5736189025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816404297,166,45,1,2,44,5mbo4f0vps12dr0fcvjn3wyp5,0,76.9,16.8,2025-05-18T12:18:15.353Z,2025-05-18T13:03:16Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5736262523,56,Right,5736262565,233,34,5736262525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391171,35,1,1,2,45,2nnlsjfbcea40t4jeclcbw9lk,1,27.5,81.8,2025-05-18T12:18:16.504Z,2025-05-18T12:18:20Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,5736189191,213,0.90,5736189189,212,10.1,5736189183,56,Back,5736189187,141,93.5,5736189185,140,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816391289,36,1,1,2,49,2nnlsjfbcea40t4jeclcbw9lk,1,40.9,91.2,2025-05-18T12:18:20.217Z,2025-05-18T12:38:30Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,1.0,5736189747,141,37.1,5736189743,56,Center,5736189741,155,,5736189749,212,49.2,5736189745,140,72.0,5736267143,210,15,5736189753,1,,5736189751,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
