id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2799773075,1,34,16,0,0,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-12T14:36:09.512Z,2025-04-12T15:31:24Z,,,,,5644571363,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5644571367,197,25078,5644571359,59,"31, 6, 23, 27, 8, 2, 15, 10, 11, 25, 20, 30, 4, 16, 17, 19, 24, 26, 28, 29",5644571361,130,8,5644571355,30,"c6xakidja1353l11ws0apj1t5, amgtzrnw9lmo9o506a0mhzip6, 2d1dh619cfgvel4bv7tpfxjo5, 21abg7evjtjt6kzisu43jckmi, 6legryh9z8lvc4bq4s456m09h, agsollzstr45ee0z17tle8d1w, 5l4q2q8nszqp6k8exo9eyqnrp, 60fbyywnjiz6l8n7gmi2mjld5, 1vr7p76nx255ikv7w00s6gnsa, 25ytwmg2c5xcqp5ta12oznm22, 6tqclthbz4m9kqiukixum1mhg, 5uek9dtfn577w1mv9w83oznbp, 1qyvk3eveiz8n40houjgtko9h, 3vezn38wnyk5dtstopwbl0dn8, eyn7izezzer5izneismz7dm8l, 9hybzhhut4ac2xinqk7kzzpwp, 116vh3v105pa9vyw10hpvuwdm, 5kgu7z697mnyizf6pbaf5j5zo, 8zvc2mjym1u4uev3t60rhmvis, 85mzxov9sqq8gec4e0wwt8h78",5644571357,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5644571369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5644571365,194,6legryh9z8lvc4bq4s456m09h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799778463,1,34,16,0,0,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-12T14:38:14.536Z,2025-04-12T15:42:08Z,,,,,5644599447,197,24931,5644599443,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5644599441,130,4,5644599437,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5644599435,30,"3qlfkqrawehngfhe1zmy1a61g, 7a08ravzlia5dhw5dm1q707pw, 3hn1o03lxsjzju3uorl6rnpxw, 9d08simhpio6vi217mqtro6ad, 4er21aspnwqojlenu6lhc2b4l, bfnqlxk0wiv1uy0ptwwqhk9hw, ekiy8mogxcfn05kwouydbdwr8, 5jv0xmo83g4lbzo8nodqbh46i, 8ntq70sdmvbmmvchvu5jd6ndh, 2k1v6526ielemu1w3rayxdkkq, a2ggooyqi2s1berhxtm75j5qt, b8022a60ucgg0syjuj2m85atw, 2lafgzvhv0er31i6c2nb6xqfo, sxahqo62pj3wu3yfeah4fiay, 3kgwkv2bjw5h244h675kmsclx, ay6mgdylpu08d9pydxejbd562, 3yr67mc539f140lpoowkrtgyc, 3v40cf58jryvu4l4cxu4w9ht6, 7e058o66inex7g90wrwaeauw9, 4xkiduv00nq24op9s8nuxbqxg",5644599449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5644599439,59,"40, 37, 14, 9, 19, 2, 20, 21, 5, 15, 10, 30, 3, 4, 7, 8, 18, 22, 24, 28",5644599445,194,8ntq70sdmvbmmvchvu5jd6ndh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877347,2,32,1,0,0,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-12T15:30:47.465Z,2025-04-12T15:30:48Z,,,,,5645112561,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877329,2,32,1,0,0,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-12T15:30:47.465Z,2025-04-12T15:30:47Z,,,,,5645112487,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877435,3,1,1,0,0,7hlumphk42363z3i2nry2wrzj,1,49.8,50.3,2025-04-12T15:30:47.466Z,2025-04-12T15:46:49Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5645112925,279,S,5645112919,141,65.1,5645112909,56,Back,5645112921,212,24.3,5645112913,140,28.7,5645112923,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877579,4,1,1,0,3,7hlumphk42363z3i2nry2wrzj,1,31.2,64.3,2025-04-12T15:30:50.890Z,2025-04-12T15:30:55Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5645113661,1,,5645113659,213,5.65,5645113647,56,Center,5645113645,155,,5645113653,141,21.8,5645113649,140,68.8,5645113657,212,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877599,5,44,1,0,5,7hlumphk42363z3i2nry2wrzj,1,63.9,18.6,2025-04-12T15:30:53.430Z,2025-04-12T17:42:06Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5645113717,56,Right,5645113789,233,3,5645113719,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877529,3,44,1,0,5,1939bnru25svvgv15k2c7tw2y,0,36.1,81.4,2025-04-12T15:30:53.431Z,2025-04-12T17:42:07Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5645113411,56,Back,5645113879,233,5,5645113413,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877649,6,1,1,0,6,7hlumphk42363z3i2nry2wrzj,0,68.9,21.8,2025-04-12T15:30:54.394Z,2025-04-12T15:42:08Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5645114015,168,,5645114019,140,84.1,5645114021,141,16.1,5645114017,56,Right,5645114023,212,16.4,5645114013,3,,5645114027,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877641,4,12,1,0,9,1939bnru25svvgv15k2c7tw2y,1,26.8,85.7,2025-04-12T15:30:57.004Z,2025-04-12T15:30:58Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5645113951,140,28.9,5645113957,213,1.37,5645113953,141,100.0,5645113949,56,Back,5645114171,167,,5645113955,212,10.9,5645114087,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877669,5,5,1,0,10,1939bnru25svvgv15k2c7tw2y,0,28.1,101.4,2025-04-12T15:30:58.132Z,2025-04-12T17:41:45Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5645114663,233,7,5645114141,347,,5645114139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877751,7,5,1,0,10,7hlumphk42363z3i2nry2wrzj,1,71.9,-1.4,2025-04-12T15:30:58.132Z,2025-04-12T17:41:44Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5645114567,233,5,5645114497,347,,5645114495,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877801,8,1,1,0,14,7hlumphk42363z3i2nry2wrzj,1,73.3,0.0,2025-04-12T15:31:01.681Z,2025-04-12T15:31:03Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5645114741,107,,5645114747,141,15.3,5645114743,56,Right,5645114745,140,71.6,5645114751,213,1.73,5645114749,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877873,9,1,1,0,15,7hlumphk42363z3i2nry2wrzj,1,71.6,15.3,2025-04-12T15:31:02.473Z,2025-04-12T15:31:06Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5645115209,213,4.09,5645115195,56,Right,5645115205,212,8.1,5645115197,140,67.1,5645115201,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799877983,10,1,1,0,19,7hlumphk42363z3i2nry2wrzj,1,65.0,10.7,2025-04-12T15:31:07.419Z,2025-04-12T15:31:10Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5645115773,141,9.2,5645115777,212,25.3,5645115783,213,3.18,5645115763,56,Back,5645115769,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878077,11,1,1,0,23,7hlumphk42363z3i2nry2wrzj,1,40.9,9.2,2025-04-12T15:31:10.514Z,2025-04-12T15:31:13Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5645116257,56,Back,5645116271,213,1.98,5645116263,140,34.7,5645116269,212,16.2,5645116267,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878229,12,1,1,0,25,7hlumphk42363z3i2nry2wrzj,1,35.3,39.7,2025-04-12T15:31:13.249Z,2025-04-12T15:31:17Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5645117137,56,Back,5645117139,140,38.1,5645117149,213,1.48,5645117143,141,84.7,5645117147,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878289,13,1,1,0,30,7hlumphk42363z3i2nry2wrzj,1,38.1,85.7,2025-04-12T15:31:17.633Z,2025-04-12T15:31:20Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5645117499,141,70.3,5645117505,213,3.86,5645117495,56,Back,5645117497,140,26.7,5645117501,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878437,14,1,1,0,32,7hlumphk42363z3i2nry2wrzj,1,27.7,72.1,2025-04-12T15:31:19.930Z,2025-04-12T15:31:23Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5645118243,212,33.4,5645118231,56,Back,5645118247,213,4.51,5645118251,1,,5645118239,141,24.0,5645118233,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878623,15,1,1,0,35,7hlumphk42363z3i2nry2wrzj,1,21.4,24.0,2025-04-12T15:31:22.890Z,2025-04-12T15:31:28Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5645119231,140,32.1,5645119233,141,20.7,5645119237,213,6.09,5645119235,212,11.5,5645119229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878657,16,1,1,0,40,7hlumphk42363z3i2nry2wrzj,1,32.1,20.7,2025-04-12T15:31:28.282Z,2025-04-12T15:31:29Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5645119417,213,4.64,5645119413,141,7.4,5645119411,140,31.5,5645119409,56,Back,5645119415,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878689,17,1,1,0,41,7hlumphk42363z3i2nry2wrzj,1,31.5,7.4,2025-04-12T15:31:29.226Z,2025-04-12T15:31:30Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5645119645,212,18.4,5645119639,56,Back,5645119643,141,28.8,5645119647,213,2.23,5645119641,140,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878709,18,1,1,0,43,7hlumphk42363z3i2nry2wrzj,1,20.9,28.8,2025-04-12T15:31:30.633Z,2025-04-12T15:31:31Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5645119781,213,0.69,5645119777,212,11.9,5645119763,56,Back,5645119771,141,40.0,5645119765,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878733,19,43,1,0,43,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-12T15:31:31.282Z,2025-04-12T15:53:27Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5645119859,56,Back,5645119867,213,4.59,5645119863,141,36.1,5645349233,144,1,5645119861,140,29.3,5645119857,3,0,5645119865,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878765,20,1,1,0,44,7hlumphk42363z3i2nry2wrzj,1,29.3,36.1,2025-04-12T15:31:32.370Z,2025-04-12T15:31:34Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5645120079,56,Back,5645120089,212,18.2,5645120091,213,4.50,5645120083,140,25.6,5645120087,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878893,21,1,1,0,46,7hlumphk42363z3i2nry2wrzj,1,25.6,10.0,2025-04-12T15:31:33.954Z,2025-04-12T15:31:38Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5645120747,212,7.4,5645120743,140,26.8,5645120741,56,Back,5645120749,213,1.40,5645120745,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878775,6,83,1,0,46,1939bnru25svvgv15k2c7tw2y,0,68.1,73.2,2025-04-12T15:31:34.412Z,2025-04-12T15:31:42Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5645121547,399,7a08ravzlia5dhw5dm1q707pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878901,22,4,1,0,51,7hlumphk42363z3i2nry2wrzj,1,29.4,15.5,2025-04-12T15:31:38.522Z,2025-04-12T17:27:49Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5645120851,56,Back,5645120855,265,,5645121195,233,7,5645120853,152,,5645120849,13,,5645120857,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799878939,7,4,1,0,51,1939bnru25svvgv15k2c7tw2y,0,70.6,84.5,2025-04-12T15:31:38.523Z,2025-04-12T17:27:50Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5645121149,286,,5645121145,152,,5645121147,265,,5645121143,56,Left,5645121141,13,,5645121273,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799879167,23,1,1,0,57,7hlumphk42363z3i2nry2wrzj,1,20.9,13.4,2025-04-12T15:31:44.618Z,2025-04-12T15:54:44Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5645122293,152,,5645358827,189,,5645122297,140,26.4,5645122291,5,,5645122299,141,39.7,5645122301,212,18.8,5645122295,56,Back,5645122303,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799879239,24,1,1,1,0,7hlumphk42363z3i2nry2wrzj,1,26.4,39.7,2025-04-12T15:31:47.577Z,2025-04-12T15:31:49Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5645122643,56,Back,5645122647,141,69.9,5645122649,212,20.8,5645122651,213,1.73,5645122645,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799879305,25,1,1,1,2,7hlumphk42363z3i2nry2wrzj,1,34.6,70.2,2025-04-12T15:31:49.673Z,2025-04-12T15:31:52Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5645122971,141,92.0,5645122975,213,1.22,5645122969,140,39.8,5645122967,56,Back,5645122973,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799879363,26,1,1,1,4,7hlumphk42363z3i2nry2wrzj,1,41.8,92.7,2025-04-12T15:31:52.322Z,2025-04-12T15:31:55Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5645123321,56,Back,5645123325,141,79.9,5645123323,140,29.2,5645123331,213,3.72,5645123327,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799879601,27,1,1,1,7,7hlumphk42363z3i2nry2wrzj,1,30.1,80.6,2025-04-12T15:31:54.914Z,2025-04-12T15:32:02Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5645124655,213,3.78,5645124647,56,Back,5645124651,141,54.2,5645124653,212,30.2,5645124649,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799879701,28,1,1,1,14,7hlumphk42363z3i2nry2wrzj,1,7.4,52.8,2025-04-12T15:32:02.218Z,2025-04-12T15:32:04Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5645125079,56,Back,5645125091,212,11.0,5645125083,140,8.8,5645125093,213,4.85,5645125087,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799879757,29,1,1,1,17,7hlumphk42363z3i2nry2wrzj,1,8.8,36.7,2025-04-12T15:32:04.609Z,2025-04-12T15:32:06Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5645125417,212,9.4,5645125413,140,3.8,5645125419,213,2.17,5645125415,141,48.1,5645125411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799879957,30,1,1,1,19,7hlumphk42363z3i2nry2wrzj,1,3.6,48.7,2025-04-12T15:32:06.745Z,2025-04-12T15:32:13Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5645126553,212,12.6,5645126549,140,14.7,5645126551,141,41.5,5645126547,56,Back,5645126555,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880067,31,1,1,1,26,7hlumphk42363z3i2nry2wrzj,1,12.6,43.0,2025-04-12T15:32:13.546Z,2025-04-12T15:32:18Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5645127191,140,13.2,5645127197,213,1.54,5645127193,141,73.8,5645127195,212,21.0,5645127189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880119,32,1,1,1,30,7hlumphk42363z3i2nry2wrzj,1,13.4,75.4,2025-04-12T15:32:18.226Z,2025-04-12T15:32:21Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5645127517,140,18.2,5645127523,213,5.39,5645127521,212,8.1,5645127519,141,66.1,5645127515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880153,33,1,1,1,33,7hlumphk42363z3i2nry2wrzj,1,19.5,71.5,2025-04-12T15:32:21.202Z,2025-04-12T15:56:22Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5645127723,141,56.4,5645127727,213,3.72,5645127721,140,4.5,5645127719,56,Back,5645127725,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880211,34,1,1,1,35,7hlumphk42363z3i2nry2wrzj,0,4.5,56.4,2025-04-12T15:32:22.545Z,2025-04-12T15:32:24Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5645128059,213,5.57,5645128053,140,37.3,5645128057,212,45.6,5645128051,56,Back,5645128055,141,12.5,5645128061,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880385,9,1,1,1,38,1939bnru25svvgv15k2c7tw2y,1,71.4,92.3,2025-04-12T15:32:25.932Z,2025-04-12T15:32:31Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5645129031,213,6.21,5645129029,212,13.3,5645129023,56,Left,5645129027,141,90.9,5645129025,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880401,10,3,1,1,42,1939bnru25svvgv15k2c7tw2y,1,82.6,86.8,2025-04-12T15:32:30.450Z,2025-04-12T17:39:30Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5645129097,56,Left,5645129141,233,35,5645129099,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880361,35,45,1,1,42,7hlumphk42363z3i2nry2wrzj,0,17.4,13.2,2025-04-12T15:32:30.450Z,2025-04-12T17:39:30Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5645129203,233,10,5645128917,56,Back,5645128919,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880511,11,1,1,1,43,1939bnru25svvgv15k2c7tw2y,1,83.8,86.0,2025-04-12T15:32:31.421Z,2025-04-12T15:32:34Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5645129667,56,Center,5645129675,213,4.04,5645129669,140,73.7,5645129671,141,66.3,5645129673,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880533,12,1,1,1,46,1939bnru25svvgv15k2c7tw2y,1,74.6,70.2,2025-04-12T15:32:34.379Z,2025-04-12T15:32:35Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5645129789,140,66.5,5645129795,213,4.07,5645129793,212,14.2,5645129787,56,Center,5645129791,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880587,13,1,1,1,47,1939bnru25svvgv15k2c7tw2y,1,66.5,53.4,2025-04-12T15:32:35.196Z,2025-04-12T15:59:06Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5645130139,56,Left,5645130145,140,72.4,5645130151,141,85.6,5645130157,212,22.8,5645130159,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880595,14,43,1,1,49,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-12T15:32:36.860Z,2025-04-12T15:33:48Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5645141767,144,56,5645130191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880703,15,1,1,1,51,1939bnru25svvgv15k2c7tw2y,1,72.4,85.6,2025-04-12T15:32:39.270Z,2025-04-12T15:32:40Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5645130841,141,91.2,5645130851,213,0.28,5645130831,56,Left,5645130835,140,84.9,5645130847,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880815,16,1,1,1,53,1939bnru25svvgv15k2c7tw2y,1,84.9,91.2,2025-04-12T15:32:40.781Z,2025-04-12T15:59:51Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5645131557,141,88.4,5645131553,56,Left,5645131559,212,12.4,5645131561,213,3.30,5645131555,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880835,17,1,1,1,56,1939bnru25svvgv15k2c7tw2y,0,73.2,88.4,2025-04-12T15:32:44.004Z,2025-04-12T15:42:20Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5645131665,141,45.5,5645131669,213,5.22,5645131657,2,,5645131661,56,Center,5645131659,155,,5645131667,212,33.5,5645131663,140,88.8,5645131671,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880851,36,43,1,1,57,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-12T15:32:44.665Z,2025-04-12T16:00:19Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5645131761,56,Back,5645390313,144,44,5645131763,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799880863,37,12,1,1,57,7hlumphk42363z3i2nry2wrzj,1,7.2,52.2,2025-04-12T15:32:45.187Z,2025-04-12T15:42:23Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5645131807,212,30.1,5645131803,140,22.9,5645131801,56,Back,5645131849,15,,5645131809,213,0.99,5645131805,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799881041,38,1,1,2,2,7hlumphk42363z3i2nry2wrzj,1,23.9,95.3,2025-04-12T15:32:50.397Z,2025-04-12T15:32:52Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5645132795,212,13.8,5645132789,56,Back,5645132791,140,11.7,5645132793,141,87.7,5645132797,213,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799881079,39,1,1,2,4,7hlumphk42363z3i2nry2wrzj,0,11.7,87.7,2025-04-12T15:32:52.290Z,2025-04-12T15:32:55Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5645133023,213,6.26,5645133301,233,18,5645133299,236,,5645133019,141,87.4,5645133021,212,10.2,5645133013,56,Back,5645133017,140,21.4,5645133311,286,,5645133025,1,5645133009,157,,,,,,,,,,,,,,,,,,,,,,,,,
2799881121,18,74,1,2,4,1939bnru25svvgv15k2c7tw2y,1,77.6,20.4,2025-04-12T15:32:52.291Z,2025-04-12T17:39:47Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5645133363,233,39,5645133265,285,,5645133263,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799881171,40,1,1,2,6,7hlumphk42363z3i2nry2wrzj,0,16.0,84.4,2025-04-12T15:32:53.826Z,2025-04-12T15:32:57Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5645133519,212,28.0,5645133515,141,72.0,5645133525,1,,5645133505,56,Back,5645133523,213,5.98,5645133511,140,41.4,5645133501,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799881255,19,44,1,2,9,1939bnru25svvgv15k2c7tw2y,1,64.7,20.8,2025-04-12T15:32:57.017Z,2025-04-12T16:02:43Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5645133921,286,,5645133971,233,41,5645133919,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799881179,41,44,1,2,9,7hlumphk42363z3i2nry2wrzj,0,35.3,79.2,2025-04-12T15:32:57.018Z,2025-04-12T16:02:51Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5645133561,285,,5645133559,56,Back,5645134009,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799881283,20,1,1,2,9,1939bnru25svvgv15k2c7tw2y,0,70.8,13.5,2025-04-12T15:32:57.300Z,2025-04-12T16:45:15Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5645134085,56,Right,5645134089,141,5.9,5645134091,212,6.9,5645134083,3,,5645134087,140,66.4,5645134093,213,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799932481,323,44,1,2,11,7hlumphk42363z3i2nry2wrzj,1,38.8,90.7,2025-04-12T15:32:59.229Z,2025-04-12T17:42:07Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5645432723,285,,5645432729,233,291,5645432721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
