id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2805202499,179,1,1,18,0,2nnlsjfbcea40t4jeclcbw9lk,1,25.4,41.3,2025-04-23T17:18:37.280Z,2025-04-23T17:18:38Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5674460269,56,Back,5674460275,212,17.7,5674460273,141,18.3,5674460271,140,33.3,5674460277,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202519,180,1,1,18,1,2nnlsjfbcea40t4jeclcbw9lk,1,33.3,18.3,2025-04-23T17:18:38.097Z,2025-04-23T17:18:39Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5674460399,213,1.49,5674460385,56,Back,5674460393,141,30.1,5674460389,140,33.9,5674460397,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202551,181,1,1,18,2,2nnlsjfbcea40t4jeclcbw9lk,1,33.8,29.1,2025-04-23T17:18:39.649Z,2025-04-23T17:18:42Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5674460565,140,32.6,5674460563,56,Back,5674460569,212,8.5,5674460567,141,16.8,5674460573,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202579,182,1,1,18,5,2nnlsjfbcea40t4jeclcbw9lk,1,34.5,14.3,2025-04-23T17:18:41.953Z,2025-04-23T17:18:44Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5674460759,212,16.9,5674460755,140,21.7,5674460761,213,2.49,5674460753,56,Back,5674460757,141,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202589,183,1,1,18,8,2nnlsjfbcea40t4jeclcbw9lk,1,20.2,29.8,2025-04-23T17:18:44.769Z,2025-04-23T17:18:46Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5674460833,140,14.8,5674460831,56,Back,5674460835,141,60.3,5674460837,212,21.5,5674460839,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202617,184,1,1,18,9,2nnlsjfbcea40t4jeclcbw9lk,1,14.8,60.3,2025-04-23T17:18:46.033Z,2025-04-23T17:18:48Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5674460993,212,13.3,5674460991,141,79.1,5674460987,56,Back,5674460989,140,18.2,5674460995,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202663,185,1,1,18,11,2nnlsjfbcea40t4jeclcbw9lk,1,19.2,78.7,2025-04-23T17:18:48.128Z,2025-04-23T17:18:50Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674461257,141,91.4,5674461253,56,Back,5674461255,140,33.0,5674461261,213,0.54,5674461259,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202709,186,1,1,18,13,2nnlsjfbcea40t4jeclcbw9lk,1,32.7,91.4,2025-04-23T17:18:50.641Z,2025-04-23T17:18:54Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5674461487,213,3.39,5674461479,56,Back,5674461485,212,17.2,5674461481,140,16.8,5674461483,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202721,187,1,1,18,17,2nnlsjfbcea40t4jeclcbw9lk,0,15.3,83.3,2025-04-23T17:18:54.338Z,2025-04-23T17:18:56Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674461583,140,35.9,5674461591,213,5.92,5674461577,155,,5674461589,212,23.1,5674461587,141,71.2,5674461579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202723,173,44,1,18,19,93ohqui2qgqm8408viwmm1ken,1,63.6,25.6,2025-04-23T17:18:55.754Z,2025-04-23T18:00:55Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5674461699,233,188,5674461601,286,,5674461599,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202725,188,44,1,18,19,2nnlsjfbcea40t4jeclcbw9lk,0,36.4,74.4,2025-04-23T17:18:55.755Z,2025-04-23T18:00:56Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5674461625,56,Back,5674461743,233,173,5674461627,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202761,174,1,1,18,19,93ohqui2qgqm8408viwmm1ken,1,62.8,20.3,2025-04-23T17:18:56.298Z,2025-04-23T17:18:59Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5674461813,56,Right,5674461811,3,,5674461815,140,78.8,5674461821,213,6.20,5674461819,212,16.9,5674461817,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202859,176,1,1,18,22,93ohqui2qgqm8408viwmm1ken,1,81.9,19.2,2025-04-23T17:18:59.514Z,2025-04-23T18:05:39Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5674462365,140,89.4,5674462363,56,Right,5674462369,212,10.2,5674462367,141,9.7,5674462371,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202877,177,1,1,18,30,93ohqui2qgqm8408viwmm1ken,0,97.3,17.0,2025-04-23T17:19:07.322Z,2025-04-23T17:19:08Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674462449,140,91.8,5674462447,56,Center,5674462453,212,6.5,5674462451,141,21.5,5674462455,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202895,189,8,1,18,33,2nnlsjfbcea40t4jeclcbw9lk,1,16.5,77.8,2025-04-23T17:19:09.729Z,2025-04-25T13:31:29Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674462567,56,Back,5677357803,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202909,190,43,1,18,33,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-23T17:19:10.627Z,2025-04-23T18:06:08Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674462653,56,Back,5674623701,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805719275,865,61,1,18,34,93ohqui2qgqm8408viwmm1ken,1,90.4,17.6,2025-04-23T17:19:11.497Z,2025-04-25T13:32:25Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5677359133,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202953,178,3,1,18,35,93ohqui2qgqm8408viwmm1ken,0,89.3,20.2,2025-04-23T17:19:12.352Z,2025-04-25T13:33:07Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674462913,56,Right,5677360529,464,,5674624291,233,191,5674465487,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202937,191,7,1,18,35,2nnlsjfbcea40t4jeclcbw9lk,0,10.7,79.8,2025-04-23T17:19:12.353Z,2025-04-25T13:33:11Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674462823,56,Back,5674624273,233,178,5677360687,178,,5674465479,285,,5677360685,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203019,179,1,1,18,38,93ohqui2qgqm8408viwmm1ken,1,97.0,16.4,2025-04-23T17:19:15.482Z,2025-04-23T17:19:18Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674463243,213,3.33,5674463241,212,8.2,5674463239,141,14.1,5674463235,56,Right,5674463237,140,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203037,180,1,1,18,41,93ohqui2qgqm8408viwmm1ken,1,89.3,14.1,2025-04-23T17:19:18.138Z,2025-04-23T17:19:20Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5674463339,212,8.3,5674463337,141,4.6,5674463341,213,5.38,5674463335,140,94.2,5674463333,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203041,181,1,1,18,42,93ohqui2qgqm8408viwmm1ken,0,92.8,5.5,2025-04-23T17:19:19.250Z,2025-04-25T13:34:41Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5677362175,20,,5674463369,213,1.80,5677362173,224,,5674463365,141,25.5,5674463363,140,89.8,5674463361,56,Center,5674463367,212,14.0,5674463357,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203065,192,12,1,18,43,2nnlsjfbcea40t4jeclcbw9lk,1,7.8,77.7,2025-04-23T17:19:19.951Z,2025-04-25T13:34:45Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674463491,213,0.79,5674463487,141,85.4,5674463489,212,7.3,5674463483,56,Back,5674463485,140,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203071,193,1,1,18,44,2nnlsjfbcea40t4jeclcbw9lk,0,7.8,78.9,2025-04-23T17:19:21.625Z,2025-04-25T13:35:33Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674463527,56,Back,5677364771,233,866,5674466191,141,79.7,5674466193,212,3.1,5677364583,236,,5674466195,213,0.18,5677364585,286,,5674466189,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805720103,866,74,1,18,44,93ohqui2qgqm8408viwmm1ken,1,88.3,18.7,2025-04-23T17:19:21.626Z,2025-04-25T13:35:33Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5677364775,233,193,5677364351,285,,5677364349,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805720335,867,1,1,18,45,93ohqui2qgqm8408viwmm1ken,1,87.3,6.4,2025-04-23T17:19:21.747Z,2025-04-25T13:36:09Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5677365711,141,9.2,5677365709,140,68.9,5677365707,56,Right,5677365713,212,19.4,5677365715,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203181,182,1,1,18,53,93ohqui2qgqm8408viwmm1ken,1,65.1,7.1,2025-04-23T17:19:30.458Z,2025-04-23T17:19:31Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5674464115,56,Right,5674464123,213,2.17,5674464117,140,59.2,5674464121,212,10.9,5674464119,141,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203193,183,1,1,18,54,93ohqui2qgqm8408viwmm1ken,1,60.8,18.3,2025-04-23T17:19:31.290Z,2025-04-23T17:19:32Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674464183,56,Right,5674464185,140,66.5,5674464191,213,5.44,5674464189,212,9.0,5674464187,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203209,184,1,1,18,55,93ohqui2qgqm8408viwmm1ken,1,66.5,8.0,2025-04-23T17:19:32.298Z,2025-04-23T17:19:33Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5674464263,56,Right,5674464265,140,75.8,5674464271,213,6.09,5674464267,141,5.2,5674464269,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203227,185,1,1,18,56,93ohqui2qgqm8408viwmm1ken,1,75.8,4.4,2025-04-23T17:19:33.210Z,2025-04-23T17:19:34Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674464363,56,Right,5674464373,212,11.0,5674464375,213,1.94,5674464367,140,72.0,5674464369,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203251,186,1,1,18,57,93ohqui2qgqm8408viwmm1ken,1,72.5,19.7,2025-04-23T17:19:34.522Z,2025-04-23T17:19:36Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674464465,140,86.0,5674464463,56,Right,5674464469,212,16.0,5674464467,141,8.8,5674464471,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203261,187,1,1,18,59,93ohqui2qgqm8408viwmm1ken,1,84.9,8.3,2025-04-23T17:19:36.458Z,2025-04-23T17:19:38Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5674464549,213,0.06,5674464545,141,8.9,5674464543,140,90.9,5674464541,56,Right,5674464547,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203307,188,1,1,19,1,93ohqui2qgqm8408viwmm1ken,1,94.2,8.6,2025-04-23T17:19:38.506Z,2025-04-25T13:36:36Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674464835,140,86.6,5674464833,56,Center,5674464831,155,,5674464839,212,33.1,5674464843,1,,5674464829,2,,5674464841,213,1.81,5677366293,20,,5674464837,141,55.8,5677366291,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203313,189,44,1,19,4,93ohqui2qgqm8408viwmm1ken,1,83.0,59.6,2025-04-23T17:19:41.569Z,2025-04-23T18:00:56Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,5674464943,233,194,5674464889,56,Center,5674464891,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203289,194,44,1,19,4,2nnlsjfbcea40t4jeclcbw9lk,0,17.0,40.4,2025-04-23T17:19:41.570Z,2025-04-23T18:00:56Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5674464747,56,Back,5674464749,285,,5674464969,233,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203335,190,1,1,19,5,93ohqui2qgqm8408viwmm1ken,0,86.6,55.8,2025-04-23T17:19:42.122Z,2025-04-25T14:51:59Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,5674465003,3,,5674465005,56,Center,5674465013,213,5.57,5674465009,141,52.7,5674465011,212,3.2,5674465007,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203417,195,12,1,19,8,2nnlsjfbcea40t4jeclcbw9lk,1,13.3,48.7,2025-04-23T17:19:44.705Z,2025-04-23T17:19:54Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5674465445,141,11.1,5674465441,56,Back,5674465443,140,43.3,5674465449,213,5.60,5674465447,212,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203401,191,1,1,19,12,93ohqui2qgqm8408viwmm1ken,1,67.9,95.1,2025-04-23T17:19:49.098Z,2025-04-23T17:19:52Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5674465381,213,3.39,5674465373,56,Back,5674465375,140,45.1,5674465379,212,24.7,5674465377,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203429,192,1,1,19,15,93ohqui2qgqm8408viwmm1ken,1,45.7,81.8,2025-04-23T17:19:52.618Z,2025-04-23T17:19:55Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5674465517,56,Back,5674465521,141,62.3,5674465519,140,38.0,5674465523,212,15.5,5674465525,213,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203467,193,1,1,19,18,93ohqui2qgqm8408viwmm1ken,1,37.2,59.0,2025-04-23T17:19:55.562Z,2025-04-23T17:19:58Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5674465715,56,Back,5674465717,140,48.0,5674465721,212,14.2,5674465719,141,46.4,5674465723,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203485,194,1,1,19,21,93ohqui2qgqm8408viwmm1ken,1,44.8,36.9,2025-04-23T17:19:58.346Z,2025-04-23T17:20:00Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674465871,213,4.50,5674465867,141,15.0,5674465869,212,15.2,5674465863,56,Back,5674465865,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203521,195,1,1,19,23,93ohqui2qgqm8408viwmm1ken,1,40.5,14.1,2025-04-23T17:20:00.666Z,2025-04-23T17:20:03Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674466105,140,38.8,5674466103,56,Back,5674466111,213,1.74,5674466107,141,29.1,5674466109,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203545,196,1,1,19,26,93ohqui2qgqm8408viwmm1ken,1,38.8,27.1,2025-04-23T17:20:02.889Z,2025-04-25T13:38:12Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674466225,212,9.8,5674466223,141,18.0,5674466221,140,46.0,5674466219,56,Back,5674466227,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203555,197,4,1,19,30,93ohqui2qgqm8408viwmm1ken,1,42.6,23.6,2025-04-23T17:20:06.812Z,2025-04-23T17:20:24Z,,,,,5674466427,10,,5674466483,233,196,5674466439,286,,5674466435,152,,5674466431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203575,196,4,1,19,30,2nnlsjfbcea40t4jeclcbw9lk,0,57.4,76.4,2025-04-23T17:20:06.813Z,2025-04-23T17:20:24Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674466481,285,,5674466475,10,,5674466515,233,197,5674466479,152,,5674466477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203761,198,1,1,19,42,93ohqui2qgqm8408viwmm1ken,1,43.3,22.4,2025-04-23T17:20:19.595Z,2025-04-23T17:20:23Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674467379,213,2.14,5674467365,5,,5674467375,141,42.1,5674467371,56,Back,5674467373,140,35.2,5674467377,212,15.9,5674467367,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203785,199,1,1,19,46,93ohqui2qgqm8408viwmm1ken,1,40.4,59.7,2025-04-23T17:20:23.418Z,2025-04-23T17:20:25Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5674467497,213,1.60,5674467493,141,85.3,5674467491,140,39.9,5674467489,56,Back,5674467495,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203893,200,1,1,19,48,93ohqui2qgqm8408viwmm1ken,1,39.9,85.3,2025-04-23T17:20:25.563Z,2025-04-23T17:20:37Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5674468009,56,Back,5674468017,213,0.77,5674468015,212,9.8,5674468011,140,46.6,5674468013,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203841,197,83,1,19,55,2nnlsjfbcea40t4jeclcbw9lk,0,65.1,16.5,2025-04-23T17:20:32.481Z,2025-04-23T17:20:42Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5674468353,399,dvi2tleym136aqpvwfi4lustm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203923,201,3,1,20,0,93ohqui2qgqm8408viwmm1ken,0,38.5,97.5,2025-04-23T17:20:37.168Z,2025-04-25T13:39:37Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5674468119,56,Back,5674468123,286,,5677371183,465,,5674468151,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203901,198,7,1,20,0,2nnlsjfbcea40t4jeclcbw9lk,1,61.5,2.5,2025-04-23T17:20:37.169Z,2025-04-25T13:47:28Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5674468059,285,,5674468055,167,,5674468135,233,201,5677371269,385,,5677384451,178,,5674468057,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203913,199,5,1,20,1,2nnlsjfbcea40t4jeclcbw9lk,0,65.2,-1.8,2025-04-23T17:20:37.777Z,2025-04-23T17:20:43Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5674468075,347,,5674468073,56,Right,5674468227,233,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203941,202,5,1,20,1,93ohqui2qgqm8408viwmm1ken,1,34.8,101.8,2025-04-23T17:20:37.777Z,2025-04-23T17:23:48Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5674468201,347,,5674468199,56,Back,5674468211,233,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204101,203,1,1,20,14,93ohqui2qgqm8408viwmm1ken,1,38.1,100.0,2025-04-23T17:20:51.097Z,2025-04-23T17:20:54Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5674469137,141,96.0,5674469135,140,46.1,5674469133,56,Back,5674469131,107,,5674469139,212,9.3,5674469143,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204109,204,50,1,20,17,93ohqui2qgqm8408viwmm1ken,1,43.1,94.6,2025-04-23T17:20:54.506Z,2025-04-23T18:00:45Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674469173,286,,5674469171,56,Back,5674469259,233,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204125,200,7,1,20,17,2nnlsjfbcea40t4jeclcbw9lk,1,56.9,5.4,2025-04-23T17:20:54.507Z,2025-04-25T13:47:22Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5674469241,233,204,5677384285,383,,5674469221,285,,5674469219,56,Right,5677384287,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204143,202,1,1,20,19,2nnlsjfbcea40t4jeclcbw9lk,1,58.5,8.6,2025-04-23T17:20:55.761Z,2025-04-23T17:20:56Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5674469315,56,Center,5674469321,212,10.7,5674469317,140,59.1,5674469319,141,24.3,5674469323,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204145,203,1,1,20,19,2nnlsjfbcea40t4jeclcbw9lk,0,59.1,24.3,2025-04-23T17:20:56.257Z,2025-04-23T17:20:57Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674469339,212,6.1,5674469341,213,0.03,5674469335,141,24.6,5674469333,140,64.9,5674469331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204171,206,1,1,20,21,93ohqui2qgqm8408viwmm1ken,1,37.0,72.4,2025-04-23T17:20:58.426Z,2025-04-23T17:21:00Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674469515,213,1.78,5674469513,212,13.9,5674469511,141,92.4,5674469507,56,Back,5674469509,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204187,207,1,1,20,24,93ohqui2qgqm8408viwmm1ken,1,34.2,92.4,2025-04-23T17:21:00.682Z,2025-04-23T17:21:03Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5674469599,56,Left,5674469605,212,25.1,5674469601,140,58.0,5674469603,141,89.6,5674469607,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204217,208,1,1,20,26,93ohqui2qgqm8408viwmm1ken,0,58.2,89.1,2025-04-23T17:21:03.002Z,2025-04-23T17:21:07Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,5674469769,140,68.3,5674469767,56,Left,5674469775,213,0.69,5674469773,212,13.7,5674469771,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204251,204,5,1,20,30,2nnlsjfbcea40t4jeclcbw9lk,1,35.8,-1.8,2025-04-23T17:21:07.390Z,2025-04-23T17:23:48Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674469943,347,,5674469941,56,Back,5674469945,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204221,209,5,1,20,30,93ohqui2qgqm8408viwmm1ken,0,64.2,101.8,2025-04-23T17:21:07.390Z,2025-04-23T17:21:12Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,5674469797,347,,5674469977,233,204,5674469795,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204375,205,1,1,20,41,2nnlsjfbcea40t4jeclcbw9lk,1,42.1,0.0,2025-04-23T17:21:18.225Z,2025-04-23T17:21:19Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5674470575,56,Back,5674470583,213,0.90,5674470573,107,,5674470581,212,9.5,5674470579,141,9.4,5674470577,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805204391,206,1,1,20,42,2nnlsjfbcea40t4jeclcbw9lk,1,47.7,9.4,2025-04-23T17:21:19.154Z,2025-04-23T17:21:20Z,8hq0so8nzsuzmsffae5nwdwmi,P. Abraham,,,5674470667,212,10.3,5674470669,213,3.40,5674470687,156,,5674470665,141,5.5,5674470663,140,38.2,5674470661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
