id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2805162737,1,34,16,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-23T16:05:45.434Z,2025-04-23T16:05:45Z,,,,,5674233191,194,chzhwdk4l54t2kf606bkuiaqd,5674233179,59,"1, 2, 19, 5, 4, 6, 8, 20, 9, 7, 18, 27, 13, 16, 17, 21, 23, 26, 29, 34",5674233187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5674233177,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5674233195,197,22116,5674233173,30,"ch1ehgr9guufs2wmz5dbvmvo5, 1ojl4m8rsuzsjufucdotav4es, 7eo3ceto09y3x4j4gh9m91kvd, 4mroygq2ruxkml5c5j4awwted, 9s3boszvqn3fzsx0r1xswqyqy, 5s647zr10m1nxt4xxpxkpgmw9, cyfvxg9z9aqfsoydhz7sr3qxg, chzhwdk4l54t2kf606bkuiaqd, au1cbzehllmo4yyt6s0d16rkk, 8hq0so8nzsuzmsffae5nwdwmi, 83uml6n0wlgtirmi30sa2ihd6, ec8biuf2bhu7sjwni7dhirz6x, p4vij77v1xw1bl68jl4jts0k, 7d1yx4r4omxp8q8n5ft2l9fys, 8fle9xgnd83jth2i2d6vh0k16, b1sztx2xd79amygbbvdia24et, 5ib5990rsa8y9pf2bu4risjqh, 2v1tnyzorjyx7pyf3auj73ytw, dwmmr57jqlzrzvkpxr01fnt3o, cp6wq9yycl773piudi3we5b84",5674233183,130,4,5674233199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805162905,1,34,16,0,0,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-23T16:06:11.208Z,2025-04-23T17:04:50Z,,,,,5674234149,130,4,5674234157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5674234145,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5674234143,30,"cj7aybqox4kzoicnzea7b64t1, 4yg4i2wvdz87rrxpn0rqn2xg5, carpl05zgalgbsd6gnk3akc89, azcjwvw9799e6bawnlcb0lt2i, as6coaak724tr7igyz1wwlfc9, 7si8brq1p8o6fvw93hq9v9bmc, 1pkp4fqrgj87mk6x7lhryt6vo, d58ji96mcnebbci6skc46x9uc, 53dvtfms2uxd500y87x5jf2eh, 7hugqbtot3c8fmxtfqld9l15g, dvi2tleym136aqpvwfi4lustm, 7iv79dtpsplpjl1jxod3swmlm, lh30ckelpek3u7jbzotxuvze, 90eoelhr2oxpg3ejr2whwwu6t, 62w849kqrnjm00xr12suencgl, 4az5n8aekw6ipzu7fagqhkys4, b9tsqyrv0xp0tt5nzwrmy9gb9, 8ydeghsg8bdyovqjnr56hz8x5, 329r6jq5pn0m174v3berarh90, 27w9691m35wlxy4ujti7sppn8",5674234147,59,"1, 17, 25, 23, 19, 35, 37, 7, 20, 38, 22, 33, 2, 9, 10, 11, 16, 29, 32, 40",5674234155,197,25087,5674234153,194,azcjwvw9799e6bawnlcb0lt2i,5674234151,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190015,2,32,1,0,0,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-23T17:00:36.681Z,2025-04-23T17:00:42Z,,,,,5674389259,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190001,2,32,1,0,0,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-23T17:00:36.681Z,2025-04-25T12:00:10Z,,,,,5674389189,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190027,3,1,1,0,0,93ohqui2qgqm8408viwmm1ken,1,49.8,50.0,2025-04-23T17:00:37.120Z,2025-04-23T17:00:40Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5674389307,212,14.6,5674389313,279,S,5674389301,56,Back,5674389303,140,36.7,5674389305,141,57.0,5674389309,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190029,4,1,1,0,1,93ohqui2qgqm8408viwmm1ken,0,37.4,55.5,2025-04-23T17:00:37.799Z,2025-04-23T17:07:48Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5674389323,56,Right,5674389321,157,,5674389331,213,5.65,5674389325,140,76.2,5674389333,1,,5674389329,212,50.4,5674389327,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805194457,79,44,1,0,4,2nnlsjfbcea40t4jeclcbw9lk,1,27.2,90.6,2025-04-23T17:00:41.139Z,2025-04-23T18:00:53Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674416593,285,,5674416591,56,Back,5674416635,233,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805194425,60,44,1,0,4,93ohqui2qgqm8408viwmm1ken,0,72.8,9.4,2025-04-23T17:00:41.140Z,2025-04-23T18:00:53Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674415667,56,Right,5674415669,286,,5674416667,233,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190065,3,1,1,0,4,2nnlsjfbcea40t4jeclcbw9lk,0,37.2,85.1,2025-04-23T17:00:41.619Z,2025-04-23T17:07:55Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674389527,140,57.1,5674389529,141,90.8,5674389531,212,21.3,5674389525,56,Left,5674389533,213,0.18,5674389523,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190089,5,1,1,0,9,93ohqui2qgqm8408viwmm1ken,1,49.9,11.0,2025-04-23T17:00:46.425Z,2025-04-23T17:00:49Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674389689,1,,5674389685,212,29.3,5674389681,140,75.9,5674389673,157,,5674389683,141,26.7,5674389687,213,0.37,5674389677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190099,6,44,1,0,11,93ohqui2qgqm8408viwmm1ken,1,68.8,20.6,2025-04-23T17:00:48.418Z,2025-04-25T14:43:17Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,5674389715,56,Right,5674389731,233,4,5674389717,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190093,4,44,1,0,11,2nnlsjfbcea40t4jeclcbw9lk,0,31.2,79.4,2025-04-23T17:00:48.419Z,2025-04-25T14:43:19Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5674389777,233,6,5674389701,285,,5674389699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190137,7,61,1,0,12,93ohqui2qgqm8408viwmm1ken,1,75.8,26.7,2025-04-23T17:00:49.104Z,2025-04-25T14:43:21Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,5674389901,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805703247,917,1,1,0,14,2nnlsjfbcea40t4jeclcbw9lk,1,15.1,65.1,2025-04-23T17:00:51.196Z,2025-04-25T14:43:34Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5677267215,213,3.80,5677267213,212,11.8,5677267211,141,54.5,5677267207,56,Back,5677267209,140,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190115,5,43,1,0,15,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-04-23T17:00:51.803Z,2025-04-25T12:15:11Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5677266809,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190143,6,1,1,0,15,2nnlsjfbcea40t4jeclcbw9lk,0,6.0,57.8,2025-04-23T17:00:52.395Z,2025-04-23T17:00:55Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5674389939,213,6.28,5674389941,1,,5674389929,157,,5674389935,141,57.2,5674389931,56,Center,5674389933,140,62.9,5674389937,212,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190159,8,44,1,0,17,93ohqui2qgqm8408viwmm1ken,1,48.8,42.6,2025-04-23T17:00:54.234Z,2025-04-23T17:09:16Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5674390049,233,7,5674390057,285,,5674390017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190153,7,44,1,0,17,2nnlsjfbcea40t4jeclcbw9lk,0,51.2,57.4,2025-04-23T17:00:54.235Z,2025-04-23T17:00:58Z,au1cbzehllmo4yyt6s0d16rkk,J. Erabi,,,5674389987,286,,5674390061,233,8,5674389985,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190163,9,1,1,0,17,93ohqui2qgqm8408viwmm1ken,0,53.7,45.0,2025-04-23T17:00:54.592Z,2025-04-25T14:41:58Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5677268727,212,8.0,5677268725,141,38.5,5677268721,3,,5677268723,140,60.0,5677268729,213,5.69,5674390035,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190209,8,1,1,0,20,2nnlsjfbcea40t4jeclcbw9lk,1,42.4,53.0,2025-04-23T17:00:57.114Z,2025-04-23T17:01:00Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5674390267,213,2.22,5674390259,56,Back,5674390265,212,5.2,5674390261,140,39.4,5674390263,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190205,10,43,1,0,23,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-23T17:01:00.184Z,2025-04-23T17:10:07Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674425757,144,45,5674390243,285,0,5674390241,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190213,9,4,1,0,23,2nnlsjfbcea40t4jeclcbw9lk,1,38.2,59.6,2025-04-23T17:01:00.408Z,2025-04-23T17:10:45Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5674390331,152,,5674390335,286,,5674390329,56,Back,5674428289,294,,5674426385,233,12,5674390327,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190265,12,4,1,0,23,93ohqui2qgqm8408viwmm1ken,0,61.8,40.4,2025-04-23T17:01:00.409Z,2025-04-23T17:10:43Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,5674390667,152,,5674426411,233,9,5674390671,285,,5674428159,294,,5674390665,56,Center,5674390663,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190257,11,43,1,0,23,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-23T17:01:00.536Z,2025-04-23T17:10:11Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674390583,157,0,5674426107,144,1,5674390585,56,Center,5674390591,212,0.2,5674390593,213,4.05,5674390595,1,0,5674390589,141,45.5,5674390587,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190277,10,1,1,0,29,2nnlsjfbcea40t4jeclcbw9lk,1,37.0,51.5,2025-04-23T17:01:05.707Z,2025-04-23T17:10:58Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674390699,140,41.2,5674390693,5,,5674390707,212,23.4,5674390695,152,,5674390703,141,17.7,5674390697,56,Back,5674390709,213,4.90,5674429257,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190309,11,1,1,0,31,2nnlsjfbcea40t4jeclcbw9lk,1,41.2,16.2,2025-04-23T17:01:08.043Z,2025-04-23T17:01:11Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5674390851,212,16.1,5674390853,213,2.28,5674390847,141,34.2,5674390843,56,Back,5674390845,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190345,12,1,1,0,34,2nnlsjfbcea40t4jeclcbw9lk,1,29.9,34.5,2025-04-23T17:01:10.987Z,2025-04-23T17:01:15Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5674391063,213,1.87,5674391055,56,Back,5674391061,212,14.9,5674391059,141,55.4,5674391057,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190369,13,1,1,0,38,2nnlsjfbcea40t4jeclcbw9lk,1,21.5,51.8,2025-04-23T17:01:15.067Z,2025-04-23T17:01:17Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5674391207,212,27.0,5674391205,141,87.4,5674391203,140,32.8,5674391201,56,Back,5674391209,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190395,14,1,1,0,41,2nnlsjfbcea40t4jeclcbw9lk,1,32.8,87.5,2025-04-23T17:01:17.706Z,2025-04-23T17:01:20Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674391389,213,0.16,5674391387,212,19.5,5674391385,141,92.0,5674391381,56,Left,5674391383,140,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190417,15,1,1,0,43,2nnlsjfbcea40t4jeclcbw9lk,1,50.6,85.9,2025-04-23T17:01:20.331Z,2025-04-23T17:01:22Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5674391489,56,Back,5674391495,212,13.7,5674391493,141,85.7,5674391491,140,37.6,5674391497,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190499,16,1,1,0,45,2nnlsjfbcea40t4jeclcbw9lk,1,37.6,85.7,2025-04-23T17:01:22.027Z,2025-04-23T17:01:28Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674391883,56,Back,5674391885,140,39.5,5674391891,213,5.06,5674391889,212,5.9,5674391887,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190507,17,1,1,0,51,2nnlsjfbcea40t4jeclcbw9lk,1,31.6,75.4,2025-04-23T17:01:28.474Z,2025-04-25T12:18:26Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674391937,213,2.98,5674391933,141,77.9,5674391931,140,21.4,5674391935,212,10.8,5674391929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190521,18,1,1,0,53,2nnlsjfbcea40t4jeclcbw9lk,1,21.6,75.4,2025-04-23T17:01:29.835Z,2025-04-25T12:18:36Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5674392043,212,16.2,5674392041,141,91.2,5674392037,56,Back,5674392045,213,0.72,5674392039,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190531,19,1,1,0,54,2nnlsjfbcea40t4jeclcbw9lk,0,31.2,86.9,2025-04-23T17:01:30.875Z,2025-04-25T12:18:45Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674392095,212,27.1,5674392087,140,55.3,5674392091,141,100.0,5674392099,213,0.36,5674392083,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190547,13,5,1,0,55,93ohqui2qgqm8408viwmm1ken,1,46.0,-1.8,2025-04-23T17:01:31.687Z,2025-04-23T17:23:44Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674392189,233,20,5674392165,56,Back,5674392167,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190537,20,5,1,0,55,2nnlsjfbcea40t4jeclcbw9lk,0,54.0,101.8,2025-04-23T17:01:31.687Z,2025-04-23T17:01:35Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5674392115,56,Left,5674392117,347,,5674392197,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190575,14,43,1,0,58,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-23T17:01:35.513Z,2025-04-23T17:01:39Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674392473,144,61,5674392287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190667,15,1,1,1,7,93ohqui2qgqm8408viwmm1ken,0,53.0,0.0,2025-04-23T17:01:44.089Z,2025-04-23T17:01:46Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674392809,140,66.3,5674392811,141,24.0,5674392807,56,Center,5674392813,212,22.5,5674392815,213,0.90,5674392805,107,,5674392817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190689,21,1,1,1,10,2nnlsjfbcea40t4jeclcbw9lk,1,36.2,70.0,2025-04-23T17:01:47.260Z,2025-04-23T17:01:48Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5674392937,213,4.92,5674392927,3,,5674392929,56,Back,5674392935,212,7.6,5674392933,141,59.0,5674392931,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190711,23,1,1,1,12,2nnlsjfbcea40t4jeclcbw9lk,1,38.9,56.0,2025-04-23T17:01:49.259Z,2025-04-23T17:01:51Z,1ojl4m8rsuzsjufucdotav4es,H. Skoglund,,,5674393051,212,11.3,5674393053,213,1.23,5674393047,140,42.5,5674393045,56,Back,5674393049,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805198515,108,83,1,1,13,93ohqui2qgqm8408viwmm1ken,0,43.9,19.0,2025-04-23T17:01:50.051Z,2025-04-23T17:13:14Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674439091,399,chzhwdk4l54t2kf606bkuiaqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190713,24,1,1,1,14,2nnlsjfbcea40t4jeclcbw9lk,0,44.4,74.7,2025-04-23T17:01:51.467Z,2025-04-23T17:01:52Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5674393059,56,Back,5674393067,213,2.09,5674393061,140,41.1,5674393063,141,83.6,5674393065,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805704447,858,8,1,1,15,93ohqui2qgqm8408viwmm1ken,1,65.4,14.6,2025-04-23T17:01:52.248Z,2025-04-25T12:20:15Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5677274109,383,,5677273865,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190759,17,1,1,1,17,93ohqui2qgqm8408viwmm1ken,1,66.6,10.7,2025-04-23T17:01:54.296Z,2025-04-23T17:01:58Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5674393277,140,73.7,5674393275,56,Right,5674393281,212,7.6,5674393283,213,6.07,5674393279,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190785,18,1,1,1,21,93ohqui2qgqm8408viwmm1ken,1,80.0,10.9,2025-04-23T17:01:58.216Z,2025-04-23T17:02:00Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674393437,213,2.72,5674393435,212,16.1,5674393433,141,20.6,5674393431,140,66.0,5674393429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190795,19,1,1,1,23,93ohqui2qgqm8408viwmm1ken,1,67.2,19.2,2025-04-23T17:02:00.424Z,2025-04-23T17:02:01Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674393487,212,6.9,5674393491,213,0.39,5674393485,141,23.1,5674393481,56,Center,5674393483,140,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190797,20,1,1,1,24,93ohqui2qgqm8408viwmm1ken,1,73.3,23.1,2025-04-23T17:02:01.608Z,2025-04-23T17:02:02Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5674393503,213,2.56,5674393501,212,8.7,5674393495,56,Center,5674393499,141,30.1,5674393497,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190815,21,1,1,1,25,93ohqui2qgqm8408viwmm1ken,1,66.4,30.1,2025-04-23T17:02:02.311Z,2025-04-23T17:02:03Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5674393635,212,9.1,5674393633,141,17.7,5674393631,140,69.6,5674393629,56,Right,5674393637,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190837,22,1,1,1,26,93ohqui2qgqm8408viwmm1ken,1,70.2,16.7,2025-04-23T17:02:03.592Z,2025-04-23T17:02:05Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674393743,141,6.2,5674393741,140,91.2,5674393745,212,23.2,5674393739,56,Right,5674393747,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190851,23,1,1,1,28,93ohqui2qgqm8408viwmm1ken,1,90.9,6.2,2025-04-23T17:02:05.640Z,2025-04-23T17:02:07Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674393833,56,Right,5674393835,140,85.8,5674393841,213,2.27,5674393839,212,8.3,5674393837,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190867,24,1,1,1,30,93ohqui2qgqm8408viwmm1ken,1,86.2,15.5,2025-04-23T17:02:06.903Z,2025-04-23T17:02:08Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5674393909,140,87.2,5674393911,141,6.8,5674393907,56,Right,5674393913,212,6.0,5674393915,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805705109,918,83,1,1,31,2nnlsjfbcea40t4jeclcbw9lk,1,35.1,83.3,2025-04-23T17:02:07.747Z,2025-04-25T12:22:24Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5677277353,399,4yg4i2wvdz87rrxpn0rqn2xg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190899,25,1,1,1,31,93ohqui2qgqm8408viwmm1ken,1,85.2,8.6,2025-04-23T17:02:08.520Z,2025-04-23T17:02:11Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5674394087,213,3.06,5674394079,56,Right,5674394083,141,10.7,5674394081,140,67.9,5674394085,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190907,26,1,1,1,34,93ohqui2qgqm8408viwmm1ken,0,68.3,10.9,2025-04-23T17:02:11.400Z,2025-04-23T17:44:26Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674394171,233,25,5674394175,286,,5674394169,236,,5674394127,56,Right,5674394135,213,0.30,5674394131,141,12.0,5674394133,212,2.5,5674394129,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190913,25,74,1,1,34,2nnlsjfbcea40t4jeclcbw9lk,1,38.3,86.5,2025-04-23T17:02:11.401Z,2025-04-23T18:00:39Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674394179,233,26,5674394163,285,,5674394161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190935,27,44,1,1,37,93ohqui2qgqm8408viwmm1ken,1,64.1,14.2,2025-04-23T17:02:14.009Z,2025-04-23T18:00:53Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674394273,286,,5674394271,56,Right,5674394363,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190947,26,44,1,1,37,2nnlsjfbcea40t4jeclcbw9lk,0,35.9,85.8,2025-04-23T17:02:14.010Z,2025-04-23T18:00:53Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5674394375,233,27,5674394327,56,Back,5674394329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190945,28,1,1,1,37,93ohqui2qgqm8408viwmm1ken,0,68.5,8.6,2025-04-23T17:02:14.521Z,2025-04-23T17:02:15Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5674394323,212,7.0,5674394317,56,Right,5674394321,141,6.1,5674394319,140,75.0,5674394325,213,6.04,5674394315,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190979,27,1,1,1,40,2nnlsjfbcea40t4jeclcbw9lk,1,33.5,94.4,2025-04-23T17:02:16.683Z,2025-04-23T17:02:17Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5674394477,212,13.9,5674394479,213,3.18,5674394471,56,Back,5674394473,140,20.3,5674394475,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
