id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/13/value,qualifier/11/value
2803835641,168,5,1,20,56,5mbo4f0vps12dr0fcvjn3wyp5,0,95.8,101.4,2025-04-20T12:24:47.326Z,2025-04-20T12:24:53Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5666874521,56,Left,5666874751,233,164,5666874523,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803835879,165,1,1,21,13,cfvya7igkhkas7wvsktwz6j8k,0,20.8,0.0,2025-04-20T12:25:04.747Z,2025-04-20T12:44:08Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5666875923,141,24.2,5666875915,56,Back,5666875919,140,38.7,5666875929,213,0.75,5666875931,1,,5666876491,107,,5666968159,189,,5666875927,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836093,174,61,1,21,15,5mbo4f0vps12dr0fcvjn3wyp5,1,55.1,80.3,2025-04-20T12:25:06.914Z,2025-04-20T12:44:34Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5666971061,56,Left,5666971451,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803835889,169,1,1,21,16,5mbo4f0vps12dr0fcvjn3wyp5,0,70.8,72.6,2025-04-20T12:25:07.361Z,2025-04-20T12:44:44Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,5666875979,140,80.1,5666875975,3,,5666875985,213,6.08,5666875977,56,Center,5666875983,212,10.0,5666875981,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803835905,166,12,1,21,17,cfvya7igkhkas7wvsktwz6j8k,1,27.8,34.2,2025-04-20T12:25:08.250Z,2025-04-20T12:44:51Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5666973013,15,,5666876045,56,Back,5666876051,212,5.1,5666876049,141,30.0,5666876047,140,31.8,5666876053,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803835931,170,1,1,21,18,5mbo4f0vps12dr0fcvjn3wyp5,0,76.5,73.3,2025-04-20T12:25:09.265Z,2025-04-20T12:45:02Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,5666876165,212,10.1,5666876163,141,68.8,5666876159,56,Center,5666876167,213,5.98,5666876161,140,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803835921,167,8,1,21,19,cfvya7igkhkas7wvsktwz6j8k,1,12.9,33.1,2025-04-20T12:25:10.585Z,2025-04-20T12:45:00Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5666876123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803835951,168,5,1,21,20,cfvya7igkhkas7wvsktwz6j8k,0,27.4,-1.8,2025-04-20T12:25:11.594Z,2025-04-20T12:25:15Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5666876263,56,Back,5666876269,347,,5666876403,233,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803835965,171,5,1,21,20,5mbo4f0vps12dr0fcvjn3wyp5,1,72.6,101.8,2025-04-20T12:25:11.594Z,2025-04-20T12:26:52Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,5666876325,56,Left,5666876357,233,168,5666876329,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836073,172,1,1,21,29,5mbo4f0vps12dr0fcvjn3wyp5,1,62.1,100.0,2025-04-20T12:25:20.041Z,2025-04-20T12:45:53Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5666876985,140,71.5,5666876983,56,Left,5666876989,212,11.4,5666876979,107,,5666876991,213,5.76,5666876987,141,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836087,173,1,1,21,30,5mbo4f0vps12dr0fcvjn3wyp5,1,74.6,95.3,2025-04-20T12:25:21.961Z,2025-04-20T12:46:11Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5666877053,56,Left,5666877055,140,63.8,5666877059,212,11.3,5666877061,213,3.13,5666877057,141,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836097,175,1,1,21,31,5mbo4f0vps12dr0fcvjn3wyp5,1,63.5,96.5,2025-04-20T12:25:22.074Z,2025-04-20T12:46:34Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5666980771,213,5.64,5666980763,56,Left,5666980765,140,78.1,5666980769,212,19.1,5666980767,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803856037,330,1,1,21,33,5mbo4f0vps12dr0fcvjn3wyp5,1,80.2,79.9,2025-04-20T12:25:24.098Z,2025-04-20T12:47:11Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5666987303,56,Left,5666987305,140,70.7,5666987307,141,92.0,5666987309,212,12.9,5666987571,156,,5666987311,213,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803856051,331,1,1,21,34,5mbo4f0vps12dr0fcvjn3wyp5,0,74.4,90.4,2025-04-20T12:25:25.275Z,2025-04-20T12:47:28Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5666989387,56,Center,5666989391,140,74.9,5666989401,213,4.75,5666989399,212,15.4,5666989395,141,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836099,169,61,1,21,34,cfvya7igkhkas7wvsktwz6j8k,0,28.4,41.5,2025-04-20T12:25:25.585Z,2025-04-20T12:25:25Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5666877127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836121,176,4,1,21,37,5mbo4f0vps12dr0fcvjn3wyp5,1,64.4,61.1,2025-04-20T12:25:28.338Z,2025-04-20T12:26:41Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5666877285,56,Center,5666877283,13,,5666877289,265,,5666877291,286,,5666877287,152,,5666877319,233,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836123,170,4,1,21,37,cfvya7igkhkas7wvsktwz6j8k,0,35.6,38.9,2025-04-20T12:25:28.339Z,2025-04-20T12:26:41Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5666877349,233,176,5666877307,56,Back,5666877311,265,,5666877845,55,171,5666877313,285,,5666877309,152,,5666877305,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836185,171,17,1,21,42,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-04-20T12:25:33.145Z,2025-04-20T12:25:35Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5666877797,392,,5666877799,13,243,5666877795,31,,5666877801,55,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836817,177,1,1,22,38,5mbo4f0vps12dr0fcvjn3wyp5,0,62.3,61.7,2025-04-20T12:26:29.457Z,2025-04-20T12:26:33Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5666881051,56,Center,5666881061,213,5.75,5666881053,140,100.0,5666881065,1,,5666881055,141,26.7,5666881047,155,,5666881045,5,,5666881057,212,47.0,5666881049,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836981,173,5,1,22,42,cfvya7igkhkas7wvsktwz6j8k,1,-0.6,61.6,2025-04-20T12:26:33.854Z,2025-04-20T12:26:53Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5666882033,346,,5666882031,56,Back,5666882159,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803836995,178,5,1,22,42,5mbo4f0vps12dr0fcvjn3wyp5,0,100.6,38.4,2025-04-20T12:26:33.854Z,2025-04-20T12:26:52Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5666882123,233,173,5666882127,346,,5666882121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837025,174,1,1,23,2,cfvya7igkhkas7wvsktwz6j8k,1,3.6,59.9,2025-04-20T12:26:53.211Z,2025-04-20T12:26:55Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5666882299,56,Back,5666882307,213,4.79,5666882311,237,,5666882297,124,,5666882301,140,4.1,5666882305,212,6.5,5666882303,141,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837077,175,1,1,23,5,cfvya7igkhkas7wvsktwz6j8k,1,8.5,48.1,2025-04-20T12:26:56.243Z,2025-04-20T12:26:59Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5666882551,56,Back,5666882559,213,5.94,5666882561,1,,5666882553,140,41.9,5666882555,141,29.8,5666882557,212,37.2,5666882549,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837089,176,1,1,23,7,cfvya7igkhkas7wvsktwz6j8k,0,41.9,29.8,2025-04-20T12:26:58.931Z,2025-04-20T12:26:59Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5666882633,212,1.7,5666882625,3,,5666882635,213,1.95,5666882631,141,32.1,5666882627,56,Back,5666882629,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837167,180,1,1,23,9,5mbo4f0vps12dr0fcvjn3wyp5,1,54.0,78.8,2025-04-20T12:27:00.178Z,2025-04-20T12:27:05Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5666883021,1,,5666883017,212,46.2,5666883019,213,3.65,5666883011,56,Back,5666883013,140,15.5,5666883015,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837189,181,1,1,23,14,5mbo4f0vps12dr0fcvjn3wyp5,1,15.5,45.2,2025-04-20T12:27:05.697Z,2025-04-20T12:27:08Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5666883135,212,21.4,5666883133,141,16.7,5666883131,140,24.1,5666883139,213,5.15,5666883129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837227,182,1,1,23,17,5mbo4f0vps12dr0fcvjn3wyp5,1,24.4,16.5,2025-04-20T12:27:08.401Z,2025-04-20T12:27:11Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5666883325,213,5.67,5666883323,212,14.8,5666883315,56,Back,5666883319,140,35.9,5666883321,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837249,183,1,1,23,20,5mbo4f0vps12dr0fcvjn3wyp5,1,33.0,7.1,2025-04-20T12:27:11.442Z,2025-04-20T12:27:15Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5666883463,140,20.6,5666883465,141,18.5,5666883469,213,2.60,5666883467,212,15.2,5666883461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837283,184,1,1,23,24,5mbo4f0vps12dr0fcvjn3wyp5,1,20.7,28.8,2025-04-20T12:27:15.457Z,2025-04-20T12:27:19Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5666883679,140,2.4,5666883681,141,60.6,5666883685,213,2.30,5666883677,56,Back,5666883683,212,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837311,185,1,1,23,28,5mbo4f0vps12dr0fcvjn3wyp5,1,5.1,66.9,2025-04-20T12:27:19.137Z,2025-04-20T12:27:27Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5666883845,212,34.5,5666883843,141,82.1,5666884273,155,,5666883849,1,,5666883841,140,36.4,5666883839,56,Back,5666883847,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837321,186,1,1,23,31,5mbo4f0vps12dr0fcvjn3wyp5,0,36.4,82.1,2025-04-20T12:27:22.241Z,2025-04-20T12:27:23Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5666883917,212,18.8,5666883909,140,52.5,5666883899,155,,5666883923,213,5.83,5666883903,56,Center,5666883913,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837365,177,1,1,23,35,cfvya7igkhkas7wvsktwz6j8k,1,44.6,30.4,2025-04-20T12:27:26.386Z,2025-04-20T12:27:27Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5666884239,140,54.1,5666884243,212,10.3,5666884245,213,6.02,5666884241,141,26.5,5666884237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837387,179,1,1,23,36,cfvya7igkhkas7wvsktwz6j8k,1,54.1,26.5,2025-04-20T12:27:27.259Z,2025-04-20T12:27:28Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5666884359,213,4.89,5666884357,212,13.5,5666884351,56,Right,5666884353,140,56.4,5666884355,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837409,180,1,1,23,37,cfvya7igkhkas7wvsktwz6j8k,0,56.4,7.0,2025-04-20T12:27:28.802Z,2025-04-20T12:27:32Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5666884481,140,80.3,5666884487,213,6.26,5666884483,141,6.2,5666884479,56,Right,5666884485,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837419,187,61,1,23,41,5mbo4f0vps12dr0fcvjn3wyp5,0,20.3,93.6,2025-04-20T12:27:32.577Z,2025-04-20T12:27:58Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5666884533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803837475,181,2,1,23,45,cfvya7igkhkas7wvsktwz6j8k,1,74.6,6.5,2025-04-20T12:27:36.162Z,2025-04-20T12:27:40Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5666884829,140,81.7,5666884837,56,Right,5666884831,141,3.5,5666884835,7,9401ndwivx7fpdplnv57v965m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838053,190,1,1,24,57,5mbo4f0vps12dr0fcvjn3wyp5,1,13.4,85.6,2025-04-20T12:28:48.610Z,2025-04-20T12:30:10Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5666889025,189,,5666888109,56,Right,5666888111,140,59.0,5666888107,241,,5666888115,212,68.9,5666888113,141,12.8,5666888117,213,5.48,5666888103,5,,5666888105,157,,5666888119,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838063,191,1,1,25,1,5mbo4f0vps12dr0fcvjn3wyp5,1,59.1,12.8,2025-04-20T12:28:52.321Z,2025-04-20T12:28:53Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5666888183,213,0.80,5666888177,140,71.0,5666888181,212,18.0,5666888179,141,31.9,5666888175,56,Center,5666888173,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838073,192,1,1,25,2,5mbo4f0vps12dr0fcvjn3wyp5,0,70.9,33.1,2025-04-20T12:28:53.713Z,2025-04-20T12:29:31Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5666888249,212,11.1,5666888241,3,,5666888243,56,Right,5666888245,140,76.2,5666888247,141,19.0,5666888251,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838101,182,1,1,25,4,cfvya7igkhkas7wvsktwz6j8k,0,23.2,75.1,2025-04-20T12:28:55.866Z,2025-04-20T12:28:57Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5666888377,212,44.0,5666888369,157,,5666888381,1,,5666888379,213,5.88,5666888371,56,Center,5666888373,140,61.8,5666888375,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838123,193,1,1,25,7,5mbo4f0vps12dr0fcvjn3wyp5,0,34.8,46.1,2025-04-20T12:28:58.289Z,2025-04-20T12:28:59Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5666888513,213,0.63,5666888503,3,,5666888505,56,Back,5666888507,140,46.8,5666888509,141,59.6,5666888511,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838149,183,4,1,25,10,cfvya7igkhkas7wvsktwz6j8k,1,58.3,25.6,2025-04-20T12:29:01.794Z,2025-04-20T12:32:20Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5666888743,233,194,5666888651,152,,5666888645,13,,5666888653,286,,5666888649,56,Center,5666888647,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838153,194,4,1,25,10,5mbo4f0vps12dr0fcvjn3wyp5,0,41.7,74.4,2025-04-20T12:29:01.795Z,2025-04-20T12:32:20Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5666888707,13,,5666888711,56,Back,5666888713,152,,5666888715,285,,5666888747,233,183,5666888709,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838523,184,1,1,25,48,cfvya7igkhkas7wvsktwz6j8k,0,59.1,26.2,2025-04-20T12:29:39.324Z,2025-04-20T12:29:43Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5666890725,213,0.61,5666890723,212,41.8,5666890715,152,,5666890713,155,,5666890711,5,,5666890719,140,91.7,5666890721,141,61.4,5666890717,56,Center,5666890727,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838519,195,44,1,25,50,5mbo4f0vps12dr0fcvjn3wyp5,1,7.7,38.6,2025-04-20T12:29:41.969Z,2025-04-20T12:54:15Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5666890767,233,185,5666890695,285,,5666890693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838525,185,44,1,25,50,cfvya7igkhkas7wvsktwz6j8k,0,92.3,61.4,2025-04-20T12:29:41.970Z,2025-04-20T12:54:15Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5666890731,56,Center,5666890775,233,195,5666890733,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838527,196,12,1,25,51,5mbo4f0vps12dr0fcvjn3wyp5,1,6.7,38.5,2025-04-20T12:29:42.402Z,2025-04-20T12:29:46Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5666890739,141,0.0,5666890735,56,Back,5666890911,167,,5666890737,140,9.5,5666890749,15,,5666890741,212,27.7,5666890743,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838537,186,5,1,25,52,cfvya7igkhkas7wvsktwz6j8k,1,88.0,101.6,2025-04-20T12:29:43.858Z,2025-04-20T12:36:12Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5666890785,56,Left,5666890787,347,,5666890899,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838551,197,5,1,25,52,5mbo4f0vps12dr0fcvjn3wyp5,0,12.0,-1.6,2025-04-20T12:29:43.858Z,2025-04-20T12:36:12Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5666890871,56,Back,5666890873,347,,5666890927,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838719,187,1,1,26,5,cfvya7igkhkas7wvsktwz6j8k,1,85.7,100.0,2025-04-20T12:29:56.979Z,2025-04-20T12:29:59Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5666891717,107,,5666891727,213,3.48,5666891723,141,88.9,5666891725,212,26.3,5666891719,56,Left,5666891729,1,,5666891721,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838759,188,1,1,26,10,cfvya7igkhkas7wvsktwz6j8k,1,64.2,88.9,2025-04-20T12:30:01.259Z,2025-04-20T12:30:07Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5666891987,213,4.00,5666891979,56,Back,5666891981,140,46.0,5666891983,141,56.1,5666891985,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838771,189,1,1,26,15,cfvya7igkhkas7wvsktwz6j8k,1,46.0,56.1,2025-04-20T12:30:06.955Z,2025-04-20T12:30:08Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5666892063,213,4.18,5666892055,56,Back,5666892057,140,36.8,5666892059,141,32.2,5666892061,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838787,190,1,1,26,17,cfvya7igkhkas7wvsktwz6j8k,1,36.8,32.2,2025-04-20T12:30:08.086Z,2025-04-20T12:30:10Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5666892171,141,47.3,5666892167,56,Back,5666892175,213,2.66,5666892173,212,22.3,5666892169,140,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838799,191,1,1,26,19,cfvya7igkhkas7wvsktwz6j8k,1,18.0,47.3,2025-04-20T12:30:10.179Z,2025-04-20T12:30:12Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5666892267,213,0.13,5666892263,141,49.6,5666892265,212,11.7,5666892261,140,29.0,5666892259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838817,192,1,1,26,21,cfvya7igkhkas7wvsktwz6j8k,1,29.0,49.6,2025-04-20T12:30:12.067Z,2025-04-20T12:30:14Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5666892377,212,19.0,5666892379,213,4.63,5666892363,56,Back,5666892369,140,27.6,5666892373,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838839,193,1,1,26,23,cfvya7igkhkas7wvsktwz6j8k,1,34.5,18.6,2025-04-20T12:30:14.331Z,2025-04-20T12:30:16Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,5666892517,212,23.4,5666892511,56,Right,5666892521,213,0.01,5666892515,141,19.1,5666892513,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838867,194,1,1,26,25,cfvya7igkhkas7wvsktwz6j8k,1,56.8,19.1,2025-04-20T12:30:16.275Z,2025-04-20T12:30:18Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5666892643,155,,5666892645,56,Right,5666892649,141,0.7,5666892651,212,13.0,5666892647,140,60.0,5666892653,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838871,195,61,1,26,27,cfvya7igkhkas7wvsktwz6j8k,0,60.0,0.7,2025-04-20T12:30:18.788Z,2025-04-20T12:30:19Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5666892677,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838877,196,5,1,26,27,cfvya7igkhkas7wvsktwz6j8k,0,63.0,-2.0,2025-04-20T12:30:18.881Z,2025-04-20T12:36:12Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5666892749,233,198,5666892693,56,Right,5666892697,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838881,198,5,1,26,27,5mbo4f0vps12dr0fcvjn3wyp5,1,37.0,102.0,2025-04-20T12:30:18.881Z,2025-04-20T12:30:21Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5666892721,347,,5666892731,233,196,5666892719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838923,199,1,1,26,30,5mbo4f0vps12dr0fcvjn3wyp5,1,39.2,100.0,2025-04-20T12:30:21.402Z,2025-04-20T12:31:40Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5666893011,141,94.6,5666893007,140,58.7,5666893015,213,6.06,5666893013,212,21.0,5666893003,107,,5666895619,189,,5666893005,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838927,200,61,1,26,33,5mbo4f0vps12dr0fcvjn3wyp5,0,60.5,93.3,2025-04-20T12:30:24.849Z,2025-04-20T12:31:37Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5666893027,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838963,198,4,1,26,35,cfvya7igkhkas7wvsktwz6j8k,1,36.2,6.4,2025-04-20T12:30:26.483Z,2025-04-20T12:32:21Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5666893255,13,,5666893295,286,,5666893291,233,201,5666893259,56,Back,5666893257,295,,5666893261,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803838973,201,4,1,26,35,5mbo4f0vps12dr0fcvjn3wyp5,0,63.8,93.6,2025-04-20T12:30:26.484Z,2025-04-20T12:30:45Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5666893279,295,,5666893281,56,Left,5666893283,152,,5666893277,13,,5666893285,285,,5666893305,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
