id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/13/value,qualifier/11/value
2803885861,430,1,2,50,7,5mbo4f0vps12dr0fcvjn3wyp5,1,34.2,30.3,2025-04-20T13:13:53.332Z,2025-04-20T13:13:58Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5667136053,213,2.55,5667136043,140,15.3,5667136045,141,49.9,5667136041,56,Back,5667136049,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803885927,431,1,2,50,12,5mbo4f0vps12dr0fcvjn3wyp5,1,12.0,55.4,2025-04-20T13:13:58.292Z,2025-04-20T13:14:01Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5667136417,141,83.3,5667136419,212,37.3,5667136421,213,0.53,5667136409,155,,5667136423,1,,5667136413,56,Back,5667136415,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803885971,432,1,2,50,15,5mbo4f0vps12dr0fcvjn3wyp5,1,42.6,83.3,2025-04-20T13:14:00.995Z,2025-04-20T13:14:02Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5667136625,141,81.7,5667136623,140,55.4,5667136615,3,,5667136619,168,,5667136621,56,Left,5667136629,213,6.20,5667136627,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886105,433,1,2,50,16,5mbo4f0vps12dr0fcvjn3wyp5,1,54.7,84.4,2025-04-20T13:14:02.227Z,2025-04-20T13:14:47Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5667137369,141,70.7,5667137365,56,Center,5667137373,213,5.25,5667137367,140,60.0,5667137371,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803887089,438,1,2,50,21,5mbo4f0vps12dr0fcvjn3wyp5,0,59.8,67.9,2025-04-20T13:14:07.634Z,2025-04-20T13:14:57Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5667142781,213,0.71,5667142777,141,68.7,5667143657,286,,5667142773,56,Center,5667143653,233,433,5667142775,140,60.4,5667142779,212,0.8,5667143651,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886109,433,74,2,50,21,cfvya7igkhkas7wvsktwz6j8k,1,43.9,25.6,2025-04-20T13:14:07.635Z,2025-04-20T13:14:57Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5667143709,233,438,5667143635,285,,5667137393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886139,434,61,2,50,21,5mbo4f0vps12dr0fcvjn3wyp5,1,67.4,58.5,2025-04-20T13:14:07.735Z,2025-04-20T13:15:32Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5667137525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886149,435,1,2,50,22,5mbo4f0vps12dr0fcvjn3wyp5,1,64.0,61.1,2025-04-20T13:14:08.852Z,2025-04-20T13:15:40Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,5667137575,212,5.1,5667137573,141,54.2,5667137571,140,62.1,5667137569,56,Center,5667137577,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803887823,441,1,2,50,23,5mbo4f0vps12dr0fcvjn3wyp5,0,59.2,59.3,2025-04-20T13:14:09.596Z,2025-04-20T13:22:04Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5667146611,212,7.1,5667146607,140,65.7,5667146609,141,56.7,5667146605,56,Center,5667146613,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803887555,438,61,2,50,24,cfvya7igkhkas7wvsktwz6j8k,0,36.2,25.0,2025-04-20T13:14:10.306Z,2025-04-20T13:22:10Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,5667145257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886321,435,1,2,50,25,cfvya7igkhkas7wvsktwz6j8k,1,36.8,59.0,2025-04-20T13:14:11.522Z,2025-04-20T13:22:07Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5667138463,56,Back,5667138469,140,40.6,5667138471,141,41.3,5667138473,212,12.7,5667138475,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886423,436,1,2,50,30,cfvya7igkhkas7wvsktwz6j8k,1,40.6,41.3,2025-04-20T13:14:16.234Z,2025-04-20T13:14:20Z,rz5zhw17e2j2xp4h4c40pnca,Niklas Söderberg,,5667139031,140,58.5,5667139033,141,15.8,5667139035,212,25.6,5667139037,213,5.54,5667139029,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886435,437,4,2,50,33,cfvya7igkhkas7wvsktwz6j8k,1,73.2,36.2,2025-04-20T13:14:19.251Z,2025-04-20T13:14:22Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5667139173,265,,5667139175,286,,5667139253,233,436,5667139167,13,,5667139171,152,,5667139169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886393,436,4,2,50,33,5mbo4f0vps12dr0fcvjn3wyp5,0,26.8,63.8,2025-04-20T13:14:19.252Z,2025-04-20T13:14:27Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5667138957,152,,5667139985,55,437,5667139269,233,437,5667138953,13,,5667138955,56,Back,5667138959,265,,5667138961,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803886455,437,17,2,50,34,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-04-20T13:14:20.709Z,2025-04-20T13:23:03Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5667197911,392,,5667139883,13,243,5667139885,55,436,5667139879,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803888321,439,13,2,52,0,cfvya7igkhkas7wvsktwz6j8k,1,73.2,31.0,2025-04-20T13:15:46.539Z,2025-04-20T13:16:02Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5667150817,103,61.1,5667150819,458,,5667149209,26,,5667150241,72,,5667150807,121,,5667150821,230,98.5,5667149213,56,Center,5667150811,74,,5667150815,102,45.5,5667149211,18,,5667150823,231,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803888341,440,5,2,52,1,cfvya7igkhkas7wvsktwz6j8k,0,101.8,46.0,2025-04-20T13:15:47.764Z,2025-04-20T13:16:04Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5667149559,233,442,5667149311,346,,5667149307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803888343,442,5,2,52,1,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.8,54.0,2025-04-20T13:15:47.764Z,2025-04-20T13:15:54Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5667149331,346,,5667149329,56,Back,5667149355,233,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889215,443,1,2,52,38,5mbo4f0vps12dr0fcvjn3wyp5,0,4.3,45.7,2025-04-20T13:16:24.820Z,2025-04-20T13:16:30Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5667153911,213,5.98,5667153907,141,20.9,5667153913,1,,5667153917,74,,5667153909,212,57.1,5667153901,124,,5667153905,140,56.3,5667153903,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889229,441,44,2,52,43,cfvya7igkhkas7wvsktwz6j8k,1,43.5,79.2,2025-04-20T13:16:29.634Z,2025-04-20T13:25:42Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5667154225,233,444,5667153975,56,Back,5667153977,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889235,444,44,2,52,43,5mbo4f0vps12dr0fcvjn3wyp5,0,56.5,20.8,2025-04-20T13:16:29.635Z,2025-04-20T13:25:43Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5667154287,233,441,5667153997,286,,5667153995,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889261,442,1,2,52,44,cfvya7igkhkas7wvsktwz6j8k,0,43.1,79.4,2025-04-20T13:16:29.883Z,2025-04-20T13:16:31Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5667154113,213,1.21,5667154105,56,Back,5667154103,3,,5667154107,140,48.7,5667154109,141,100.0,5667154111,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889269,443,5,2,52,44,cfvya7igkhkas7wvsktwz6j8k,0,47.6,102.0,2025-04-20T13:16:30.531Z,2025-04-20T13:17:16Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5667154151,56,Back,5667154321,233,445,5667154153,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889257,445,5,2,52,44,5mbo4f0vps12dr0fcvjn3wyp5,1,52.4,-2.0,2025-04-20T13:16:30.531Z,2025-04-20T13:17:16Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5667154091,347,,5667154089,56,Right,5667154269,233,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889543,446,1,2,52,54,5mbo4f0vps12dr0fcvjn3wyp5,1,57.5,0.0,2025-04-20T13:16:40.244Z,2025-04-20T13:16:43Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5667155627,141,15.6,5667155631,213,0.54,5667155633,1,,5667155621,107,,5667155629,212,23.3,5667155623,56,Right,5667155625,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889551,447,44,2,52,57,5mbo4f0vps12dr0fcvjn3wyp5,1,76.0,23.9,2025-04-20T13:16:43.747Z,2025-04-20T13:25:43Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5667155691,56,Center,5667155991,233,444,5667155693,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889603,444,44,2,52,57,cfvya7igkhkas7wvsktwz6j8k,0,24.0,76.1,2025-04-20T13:16:43.748Z,2025-04-20T13:25:44Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5667155955,56,Back,5667155957,285,,5667155999,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889631,448,1,2,52,58,5mbo4f0vps12dr0fcvjn3wyp5,0,76.5,15.6,2025-04-20T13:16:43.892Z,2025-04-20T13:16:48Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5667156133,141,31.5,5667156143,213,0.47,5667156123,56,Center,5667156115,3,,5667156119,168,,5667156137,212,23.9,5667156129,140,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889713,446,1,2,53,3,cfvya7igkhkas7wvsktwz6j8k,0,3.5,68.2,2025-04-20T13:16:49.091Z,2025-04-20T13:16:52Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5667156477,140,0.0,5667156479,141,98.1,5667156483,213,1.81,5667156481,212,20.9,5667156475,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889723,447,6,2,53,5,cfvya7igkhkas7wvsktwz6j8k,0,0.4,87.0,2025-04-20T13:16:50.948Z,2025-04-20T13:17:20Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5667156625,56,Back,5667156627,73,,5667156693,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803889695,449,6,2,53,5,5mbo4f0vps12dr0fcvjn3wyp5,1,99.6,13.0,2025-04-20T13:16:50.948Z,2025-04-20T13:17:19Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5667156587,75,,5667156667,233,447,5667156585,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890531,450,1,2,53,35,5mbo4f0vps12dr0fcvjn3wyp5,1,99.5,0.5,2025-04-20T13:17:21.603Z,2025-04-20T13:25:11Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,1.0,5667160699,213,1.77,5667210799,210,15,5667160689,224,,5667160697,212,25.4,5667160691,56,Center,5667160695,141,37.1,5667160693,140,94.7,5667160681,6,,5667160685,155,,5667210801,154,,5667160677,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890541,451,15,2,53,36,5mbo4f0vps12dr0fcvjn3wyp5,1,96.4,38.3,2025-04-20T13:17:21.907Z,2025-04-20T14:06:18Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5667160753,60,,5667160755,56,Center,5667162495,102,47.1,5667162493,80,,5667162497,103,19,5667210865,108,,5667162499,328,,5667162523,233,448,5667162511,231,46.4,5667162507,147,42.1,5667210855,72,,5667161929,82,5667162491,25,5667162509,230,5667210857,29,5667162505,146,5667162503,100,,5667210861,55,450,5667210859,154,,,,,,,97.3,99.4,
2803890551,448,10,2,53,36,cfvya7igkhkas7wvsktwz6j8k,1,2.7,57.9,2025-04-20T13:17:22.007Z,2025-04-20T13:25:17Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5667162539,233,451,5667160827,56,Back,5667160825,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890575,452,1,2,53,39,5mbo4f0vps12dr0fcvjn3wyp5,1,71.0,41.9,2025-04-20T13:17:25.796Z,2025-04-20T13:25:41Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5667160941,212,11.8,5667160937,140,82.2,5667160943,213,6.23,5667160939,141,40.9,5667160935,56,Center,5667160933,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890657,453,44,2,53,43,5mbo4f0vps12dr0fcvjn3wyp5,1,79.0,41.0,2025-04-20T13:17:29.220Z,2025-04-20T13:25:56Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5667161307,56,Center,5667161309,286,,5667161359,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890647,449,44,2,53,43,cfvya7igkhkas7wvsktwz6j8k,0,21.0,59.0,2025-04-20T13:17:29.221Z,2025-04-20T13:25:45Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5667161275,285,,5667161387,233,453,5667161271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890665,454,61,2,53,44,5mbo4f0vps12dr0fcvjn3wyp5,0,82.2,40.4,2025-04-20T13:17:30.291Z,2025-04-20T13:25:58Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5667161351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890705,450,1,2,53,47,cfvya7igkhkas7wvsktwz6j8k,0,21.8,63.4,2025-04-20T13:17:32.979Z,2025-04-20T13:18:16Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5667161583,141,64.2,5667161585,212,1.0,5667161581,140,22.6,5667161589,236,,5667161595,286,,5667161579,56,Back,5667161587,213,0.57,5667161591,233,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890689,455,74,2,53,47,5mbo4f0vps12dr0fcvjn3wyp5,1,81.0,28.3,2025-04-20T13:17:32.980Z,2025-04-20T13:26:23Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5667161515,285,,5667161513,56,Center,5667161625,233,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890781,451,5,2,53,49,cfvya7igkhkas7wvsktwz6j8k,1,-1.2,71.6,2025-04-20T13:17:35.044Z,2025-04-20T13:20:13Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,5667161999,233,456,5667161947,56,Back,5667161949,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803890729,456,5,2,53,49,5mbo4f0vps12dr0fcvjn3wyp5,0,101.2,28.4,2025-04-20T13:17:35.044Z,2025-04-20T13:17:41Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5667161725,346,,5667162061,233,451,5667161721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891365,452,1,2,54,16,cfvya7igkhkas7wvsktwz6j8k,1,3.9,58.8,2025-04-20T13:18:02.235Z,2025-04-20T13:18:03Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5667165013,237,,5667164997,140,1.5,5667165005,213,4.38,5667164993,124,,5667164995,56,Back,5667165003,212,7.7,5667164999,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891391,453,1,2,54,17,cfvya7igkhkas7wvsktwz6j8k,1,1.5,48.1,2025-04-20T13:18:02.923Z,2025-04-20T13:18:04Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,5667165149,213,0.37,5667165141,56,Back,5667165147,212,13.2,5667165143,140,13.2,5667165145,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891489,454,1,2,54,18,cfvya7igkhkas7wvsktwz6j8k,1,12.4,55.2,2025-04-20T13:18:04.340Z,2025-04-20T13:18:08Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5667165717,213,0.92,5667165715,212,22.9,5667165713,141,82.1,5667165707,56,Back,5667165711,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891589,455,1,2,54,22,cfvya7igkhkas7wvsktwz6j8k,0,36.1,76.4,2025-04-20T13:18:08.459Z,2025-04-20T13:18:12Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5667166179,1,,5667166171,140,87.8,5667166167,155,,5667166173,141,39.8,5667166175,212,59.7,5667166177,213,5.85,5667166169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891823,458,1,2,54,34,5mbo4f0vps12dr0fcvjn3wyp5,1,13.1,54.9,2025-04-20T13:18:20.211Z,2025-04-20T13:18:22Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5667167259,141,27.3,5667167261,212,18.9,5667167253,123,,5667167263,213,4.84,5667167255,56,Back,5667167257,140,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891875,459,1,2,54,36,5mbo4f0vps12dr0fcvjn3wyp5,1,15.3,27.7,2025-04-20T13:18:22.180Z,2025-04-20T13:18:25Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5667167609,141,45.5,5667167607,140,20.1,5667167613,212,13.1,5667167615,213,1.18,5667167605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891917,460,1,2,54,38,5mbo4f0vps12dr0fcvjn3wyp5,1,19.2,45.7,2025-04-20T13:18:24.835Z,2025-04-20T13:18:27Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5667167837,140,26.7,5667167839,141,2.3,5667167841,212,30.5,5667167835,56,Back,5667167843,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891969,461,1,2,54,41,5mbo4f0vps12dr0fcvjn3wyp5,1,26.6,2.3,2025-04-20T13:18:27.812Z,2025-04-20T13:18:29Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,5667168091,212,11.5,5667168087,140,37.5,5667168089,141,4.4,5667168085,56,Back,5667168093,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803891997,462,1,2,54,43,5mbo4f0vps12dr0fcvjn3wyp5,0,37.5,4.4,2025-04-20T13:18:29.315Z,2025-04-20T13:18:30Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5667168239,212,13.1,5667168237,141,23.3,5667168241,213,1.37,5667168233,56,Back,5667168235,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892035,456,1,2,54,45,cfvya7igkhkas7wvsktwz6j8k,1,71.1,62.1,2025-04-20T13:18:31.307Z,2025-04-20T13:18:32Z,rz5zhw17e2j2xp4h4c40pnca,Niklas Söderberg,,5667168459,140,64.8,5667168461,141,68.7,5667168465,213,2.55,5667168463,212,8.0,5667168457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892079,458,1,2,54,46,cfvya7igkhkas7wvsktwz6j8k,1,64.8,68.7,2025-04-20T13:18:32.627Z,2025-04-20T13:18:34Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5667168707,140,88.4,5667168709,141,92.4,5667168703,56,Left,5667168713,212,29.6,5667168715,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892103,459,1,2,54,48,cfvya7igkhkas7wvsktwz6j8k,0,91.0,92.6,2025-04-20T13:18:34.692Z,2025-04-20T13:18:35Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,5667168837,155,,5667168841,140,90.9,5667168845,212,20.6,5667168843,141,62.3,5667168839,56,Center,5667168847,213,4.71,5667168835,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892163,463,1,2,54,50,5mbo4f0vps12dr0fcvjn3wyp5,1,10.1,36.7,2025-04-20T13:18:36.148Z,2025-04-20T13:18:38Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5667169149,212,10.0,5667169147,141,23.1,5667169143,56,Back,5667169145,140,6.6,5667169151,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892263,465,1,2,54,53,5mbo4f0vps12dr0fcvjn3wyp5,0,8.4,23.1,2025-04-20T13:18:39.252Z,2025-04-20T13:18:42Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5667169627,141,27.0,5667169639,1,,5667169609,157,,5667169633,212,33.0,5667169621,140,39.7,5667169637,213,0.08,5667169615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892343,461,1,2,54,57,cfvya7igkhkas7wvsktwz6j8k,1,60.1,67.6,2025-04-20T13:18:43.611Z,2025-04-20T13:18:45Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5667170047,213,1.37,5667170029,56,Left,5667170039,141,90.0,5667170043,212,15.6,5667170035,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892403,462,1,2,54,59,cfvya7igkhkas7wvsktwz6j8k,1,63.3,90.2,2025-04-20T13:18:45.219Z,2025-04-20T13:18:47Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,5667170383,213,4.88,5667170377,140,64.9,5667170381,212,10.0,5667170379,141,75.7,5667170375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892453,463,1,2,55,1,cfvya7igkhkas7wvsktwz6j8k,1,58.6,78.1,2025-04-20T13:18:47.067Z,2025-04-20T13:18:49Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5667170645,213,2.21,5667170637,141,88.0,5667170629,56,Left,5667170641,212,8.4,5667170633,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892499,464,1,2,55,3,cfvya7igkhkas7wvsktwz6j8k,1,53.8,88.0,2025-04-20T13:18:49.515Z,2025-04-20T13:18:51Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,5667170833,213,4.85,5667170825,56,Center,5667170831,212,11.0,5667170827,140,55.2,5667170829,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892573,465,1,2,55,5,cfvya7igkhkas7wvsktwz6j8k,1,55.2,72.0,2025-04-20T13:18:51.154Z,2025-04-20T13:18:53Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,5667171157,56,Center,5667171159,140,63.9,5667171161,141,63.0,5667171165,213,5.69,5667171163,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892661,466,1,2,55,7,cfvya7igkhkas7wvsktwz6j8k,1,62.9,62.1,2025-04-20T13:18:53.563Z,2025-04-20T13:18:58Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5667171637,212,36.1,5667171641,1,,5667171629,155,,5667171631,56,Right,5667171639,213,5.16,5667171633,140,77.8,5667171635,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892731,467,1,2,55,12,cfvya7igkhkas7wvsktwz6j8k,1,79.5,12.3,2025-04-20T13:18:58.515Z,2025-04-20T13:19:01Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,5667171995,213,2.67,5667171993,212,12.8,5667171987,56,Right,5667171991,141,20.9,5667171989,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803892797,468,1,2,55,14,cfvya7igkhkas7wvsktwz6j8k,1,68.7,20.9,2025-04-20T13:19:00.779Z,2025-04-20T13:19:04Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,5667172377,213,1.51,5667172369,56,Center,5667172371,140,69.5,5667172375,212,14.9,5667172373,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
