id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2819414291,1,34,16,0,0,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-26T16:07:53.897Z,2025-05-26T17:22:35Z,,,,,5752947547,30,"3qlfkqrawehngfhe1zmy1a61g, 7a08ravzlia5dhw5dm1q707pw, 2lafgzvhv0er31i6c2nb6xqfo, ekiy8mogxcfn05kwouydbdwr8, 4er21aspnwqojlenu6lhc2b4l, bfnqlxk0wiv1uy0ptwwqhk9hw, a2ggooyqi2s1berhxtm75j5qt, 3kgwkv2bjw5h244h675kmsclx, 2k1v6526ielemu1w3rayxdkkq, 9d08simhpio6vi217mqtro6ad, ay6mgdylpu08d9pydxejbd562, b8022a60ucgg0syjuj2m85atw, sxahqo62pj3wu3yfeah4fiay, ez7xc7vakt4fmabtp61w72yju, 3hn1o03lxsjzju3uorl6rnpxw, 5jv0xmo83g4lbzo8nodqbh46i, 3v40cf58jryvu4l4cxu4w9ht6, 7e058o66inex7g90wrwaeauw9, 34e59kt77fthmmbc8sp9mya96, 4xkiduv00nq24op9s8nuxbqxg",5752947549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5752947555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5752947561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5752947553,130,8,5752947557,194,9d08simhpio6vi217mqtro6ad,5752947551,59,"40, 37, 3, 20, 19, 2, 10, 7, 15, 9, 8, 30, 4, 11, 14, 21, 22, 24, 25, 28",5752947559,197,8325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819417433,1,34,16,0,0,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-26T16:21:23.594Z,2025-05-26T17:03:13Z,,,,,5752965365,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5752965371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5752965367,194,czfitwajt0sayki90i3fk5n85,5752965361,59,"1, 17, 11, 24, 4, 14, 22, 10, 18, 6, 19, 35, 15, 16, 25, 26, 27, 39",5752965363,130,17,5752965357,30,"4cytj4f9uirlo8vb8mcsv6v6y, 9hg51o20uf6u2bjgshjax9soa, 9dfl060r1skgp74piehh2uvhl, 5h6xr50d54zcxnktz7q58oa1h, 507n9mr51v21q8isz9ll3m6eh, 23iwje6cgkgc05szzf2l5z97u, czfitwajt0sayki90i3fk5n85, drzdo6ouxi5n4jafhfajpor85, 15mg49mqn215ce4ojukev0o2x, bbrdybdlcobf8cc9epxzeledw, f0iow2x82mfh6x1olrrjo5puc, bomd9wl2cnqwck46ctwjqju1h, bqravo7lm21jq5m4cz8uhx638, dgxqp83lhb316dec1rpi5op62, b7bmxh0q5aa8646sxmvy0etqs, 43anppywo7v1ydan12sq816ac, eb0ovd9v1dlil87ty5ueboy6s, to4j02so007q7mkqpnrrumtw",5752965359,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5752965369,197,7821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819425979,2,32,1,0,0,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-26T17:00:30.448Z,2025-05-26T17:00:33Z,,,,,5753015799,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819425973,2,32,1,0,0,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-05-26T17:00:30.448Z,2025-05-26T17:00:30Z,,,,,5753015763,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819425995,3,1,1,0,0,spvvjmk37iid7hsky9g3nce7,1,50.1,50.3,2025-05-26T17:00:31.081Z,2025-05-26T17:00:34Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5753015869,56,Back,5753015879,279,S,5753015877,213,3.13,5753015871,140,25.3,5753015873,141,50.7,5753015875,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426009,4,1,1,0,3,spvvjmk37iid7hsky9g3nce7,0,25.2,50.7,2025-05-26T17:00:34.109Z,2025-05-26T17:14:52Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5753015965,1,,5753015955,141,4.1,5753015945,157,,5753015961,213,5.66,5753015957,212,54.6,5753015947,56,Right,5753015951,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426017,3,44,1,0,5,7hlumphk42363z3i2nry2wrzj,1,32.0,94.2,2025-05-26T17:00:35.937Z,2025-05-26T17:37:53Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5753016001,233,5,5753015995,56,Back,5753015997,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426013,5,44,1,0,5,spvvjmk37iid7hsky9g3nce7,0,68.0,5.8,2025-05-26T17:00:35.938Z,2025-05-26T17:37:53Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5753015977,286,,5753015975,56,Right,5753016005,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426025,4,1,1,0,7,7hlumphk42363z3i2nry2wrzj,1,29.8,94.4,2025-05-26T17:00:37.968Z,2025-05-26T17:00:40Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5753016059,213,0.20,5753016053,140,36.4,5753016051,56,Back,5753016057,212,7.1,5753016049,3,,5753016055,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426029,5,1,1,0,9,7hlumphk42363z3i2nry2wrzj,0,36.4,96.5,2025-05-26T17:00:40.080Z,2025-05-26T17:16:29Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5753016077,56,Left,5753016085,213,0.00,5753016081,141,96.6,5753016079,140,59.6,5753016083,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426043,6,2,1,0,11,spvvjmk37iid7hsky9g3nce7,1,40.5,4.3,2025-05-26T17:00:42.254Z,2025-05-26T17:33:00Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5753090249,7,15mg49mqn215ce4ojukev0o2x,5753016137,56,Center,5753016139,140,85.8,5753016147,1,,5753016141,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426057,6,55,1,0,11,7hlumphk42363z3i2nry2wrzj,1,12.5,68.5,2025-05-26T17:00:42.255Z,2025-05-26T17:37:49Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5753091861,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426059,7,43,1,0,17,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-26T17:00:47.504Z,2025-05-26T17:33:42Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5753092165,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426093,8,43,1,0,22,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-26T17:00:53.280Z,2025-05-26T17:33:44Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5753092293,144,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426179,9,1,1,0,36,7hlumphk42363z3i2nry2wrzj,0,14.9,61.2,2025-05-26T17:01:06.865Z,2025-05-26T17:33:46Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5753016841,1,,5753016839,213,0.35,5753016837,212,55.4,5753016831,56,Left,5753016833,140,64.4,5753092423,152,,5753016835,141,89.3,5753016827,157,,5753092421,5,5753016829,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426187,7,1,1,0,41,spvvjmk37iid7hsky9g3nce7,0,27.0,12.0,2025-05-26T17:01:12.142Z,2025-05-26T17:01:13Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5753016897,212,30.1,5753016891,56,Center,5753016893,140,51.9,5753016895,141,33.9,5753016889,3,,5753016899,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426209,10,1,1,0,45,7hlumphk42363z3i2nry2wrzj,1,40.2,69.0,2025-05-26T17:01:15.472Z,2025-05-26T17:17:31Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5753016977,3,,5753016985,212,15.1,5753016979,56,Back,5753016983,141,91.2,5753016981,140,39.1,5753016987,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426211,11,1,1,0,46,7hlumphk42363z3i2nry2wrzj,0,39.4,92.6,2025-05-26T17:01:17.073Z,2025-05-26T17:17:39Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5753017003,140,60.6,5753017001,56,Left,5753017007,212,23.4,5753017009,213,5.97,5753017011,1,,5753016999,157,,5753017005,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426221,8,61,1,0,48,spvvjmk37iid7hsky9g3nce7,1,34.0,13.7,2025-05-26T17:01:18.798Z,2025-05-26T17:18:07Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5753017075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426235,10,3,1,0,51,spvvjmk37iid7hsky9g3nce7,0,55.0,4.9,2025-05-26T17:01:21.487Z,2025-05-26T17:36:00Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5753017127,56,Right,5753017149,233,12,5753017129,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426229,12,7,1,0,51,7hlumphk42363z3i2nry2wrzj,1,45.0,95.1,2025-05-26T17:01:21.488Z,2025-05-26T17:36:00Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5753017109,285,,5753017105,167,,5753017131,233,10,5753017107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426239,11,5,1,0,51,spvvjmk37iid7hsky9g3nce7,1,54.2,-2.0,2025-05-26T17:01:22.048Z,2025-05-26T17:09:40Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5753017153,56,Right,5753017173,233,13,5753017155,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426233,13,5,1,0,51,7hlumphk42363z3i2nry2wrzj,0,45.8,102.0,2025-05-26T17:01:22.048Z,2025-05-26T17:01:25Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5753017125,347,,5753017179,233,11,5753017123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426265,12,1,1,0,55,spvvjmk37iid7hsky9g3nce7,1,54.5,0.0,2025-05-26T17:01:26.381Z,2025-05-26T17:01:28Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5753017309,140,32.8,5753017307,56,Back,5753017315,213,2.87,5753017313,212,23.6,5753017305,107,,5753017317,1,,5753017311,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426287,13,1,1,0,58,spvvjmk37iid7hsky9g3nce7,1,28.3,14.1,2025-05-26T17:01:28.557Z,2025-05-26T17:18:45Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5753017421,213,2.29,5753017415,140,10.6,5753017417,141,45.2,5753017413,56,Back,5753017419,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426305,14,1,1,1,1,spvvjmk37iid7hsky9g3nce7,1,11.6,51.5,2025-05-26T17:01:31.918Z,2025-05-26T17:01:35Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5753017525,212,23.2,5753017519,56,Back,5753017527,213,1.06,5753017521,140,22.5,5753017523,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426325,15,1,1,1,4,spvvjmk37iid7hsky9g3nce7,1,18.9,77.9,2025-05-26T17:01:35.325Z,2025-05-26T17:01:38Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5753017655,56,Back,5753017659,141,58.1,5753017661,212,20.3,5753017657,140,4.4,5753017663,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426335,16,1,1,1,8,spvvjmk37iid7hsky9g3nce7,1,4.3,50.9,2025-05-26T17:01:38.542Z,2025-05-26T17:01:41Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5753017721,213,5.11,5753017715,140,15.3,5753017717,141,10.7,5753017713,56,Back,5753017719,212,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426347,17,1,1,1,11,spvvjmk37iid7hsky9g3nce7,1,15.3,11.6,2025-05-26T17:01:41.598Z,2025-05-26T17:19:02Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5753017783,56,Back,5753017787,141,35.1,5753017789,212,16.2,5753017791,213,1.41,5753017785,140,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426357,18,1,1,1,13,spvvjmk37iid7hsky9g3nce7,1,14.1,27.1,2025-05-26T17:01:43.934Z,2025-05-26T17:01:45Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5753017855,213,5.20,5753017849,140,20.7,5753017847,56,Back,5753017851,141,8.0,5753017853,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426377,19,1,1,1,15,spvvjmk37iid7hsky9g3nce7,1,20.7,8.0,2025-05-26T17:01:45.517Z,2025-05-26T17:19:22Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5753017989,141,7.6,5753017985,56,Back,5753018007,156,,5753017991,212,12.6,5753017987,140,8.7,5753017993,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426389,20,1,1,1,17,spvvjmk37iid7hsky9g3nce7,1,7.8,7.6,2025-05-26T17:01:47.981Z,2025-05-26T17:19:28Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5753018061,212,7.6,5753018063,213,2.17,5753018057,140,3.7,5753018059,141,16.8,5753018055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426411,21,1,1,1,18,spvvjmk37iid7hsky9g3nce7,0,3.7,16.7,2025-05-26T17:01:49.262Z,2025-05-26T17:19:39Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5753018167,56,Back,5753018171,141,5.0,5753018177,1,,5753018173,212,39.9,5753018165,157,,5753018175,213,6.08,5753018169,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426425,14,1,1,1,22,7hlumphk42363z3i2nry2wrzj,0,61.4,93.3,2025-05-26T17:01:52.817Z,2025-05-26T17:20:30Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5753018259,213,0.29,5753018253,140,77.2,5753018261,1,,5753018251,56,Left,5753018257,212,17.3,5753018249,157,,5753018255,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426433,15,5,1,1,23,7hlumphk42363z3i2nry2wrzj,0,73.9,101.0,2025-05-26T17:01:53.613Z,2025-05-26T17:09:41Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5753018289,56,Left,5753018309,233,22,5753018291,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426429,22,5,1,1,23,spvvjmk37iid7hsky9g3nce7,1,26.1,-1.0,2025-05-26T17:01:53.613Z,2025-05-26T17:09:40Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5753018287,347,,5753018301,233,15,5753018285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426549,23,1,1,1,38,spvvjmk37iid7hsky9g3nce7,1,31.6,0.0,2025-05-26T17:02:08.654Z,2025-05-26T17:20:40Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5753018835,141,29.1,5753018829,107,,5753018839,213,1.09,5753018841,1,,5753018833,140,42.1,5753018837,212,23.8,5753018831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426555,24,1,1,1,39,spvvjmk37iid7hsky9g3nce7,1,42.1,29.1,2025-05-26T17:02:09.838Z,2025-05-26T17:02:11Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5753018897,213,3.43,5753018891,140,33.3,5753018893,141,25.0,5753018895,212,9.7,5753018889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426585,25,1,1,1,40,spvvjmk37iid7hsky9g3nce7,1,32.4,28.6,2025-05-26T17:02:10.990Z,2025-05-26T17:02:16Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5753019069,141,83.3,5753019075,1,,5753019063,56,Back,5753019073,213,2.12,5753019067,140,10.6,5753019071,212,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426595,26,1,1,1,45,spvvjmk37iid7hsky9g3nce7,1,10.4,83.5,2025-05-26T17:02:15.998Z,2025-05-26T17:02:18Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5753019115,140,14.3,5753019121,213,1.03,5753019119,212,8.0,5753019117,141,93.6,5753019113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426607,27,1,1,1,48,spvvjmk37iid7hsky9g3nce7,1,14.3,93.6,2025-05-26T17:02:18.558Z,2025-05-26T17:02:20Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5753019195,213,5.16,5753019189,140,19.8,5753019191,141,76.0,5753019187,56,Back,5753019193,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426613,28,61,1,1,50,spvvjmk37iid7hsky9g3nce7,1,19.6,76.0,2025-05-26T17:02:20.621Z,2025-05-26T17:21:20Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5753019213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426617,29,1,1,1,51,spvvjmk37iid7hsky9g3nce7,1,13.2,78.2,2025-05-26T17:02:21.582Z,2025-05-26T17:02:23Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5753019245,213,3.00,5753019237,56,Back,5753019243,212,10.8,5753019239,140,3.0,5753019241,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426629,30,1,1,1,52,spvvjmk37iid7hsky9g3nce7,1,2.9,81.1,2025-05-26T17:02:23.070Z,2025-05-26T17:02:25Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5753019303,140,3.0,5753019307,212,11.5,5753019301,56,Back,5753019309,213,4.72,5753019305,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426639,31,1,1,1,54,spvvjmk37iid7hsky9g3nce7,1,2.9,67.9,2025-05-26T17:02:25.134Z,2025-05-26T17:02:27Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5753019355,56,Back,5753019359,141,91.1,5753019361,212,16.6,5753019353,155,,5753019357,140,7.7,5753019363,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426645,32,1,1,1,56,spvvjmk37iid7hsky9g3nce7,0,8.3,93.9,2025-05-26T17:02:27.149Z,2025-05-26T17:02:28Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5753019399,212,24.8,5753019393,56,Back,5753019397,141,72.9,5753019401,213,5.67,5753019391,155,,5753019395,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426665,16,50,1,2,0,7hlumphk42363z3i2nry2wrzj,1,71.0,18.9,2025-05-26T17:02:31.020Z,2025-05-26T17:36:00Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5753019607,233,33,5753019499,56,Right,5753019501,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426673,33,7,1,2,0,spvvjmk37iid7hsky9g3nce7,1,29.0,81.1,2025-05-26T17:02:31.021Z,2025-05-26T17:36:00Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5753019555,56,Back,5753019585,233,16,5753019557,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819434283,149,61,1,2,1,7hlumphk42363z3i2nry2wrzj,1,70.8,28.0,2025-05-26T17:02:31.451Z,2025-05-26T17:22:41Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5753063333,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426677,34,61,1,2,1,spvvjmk37iid7hsky9g3nce7,1,26.4,74.8,2025-05-26T17:02:32.073Z,2025-05-26T17:02:32Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5753019577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426715,35,1,1,2,3,spvvjmk37iid7hsky9g3nce7,1,31.8,70.0,2025-05-26T17:02:33.885Z,2025-05-26T17:02:36Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5753019737,140,26.0,5753019743,213,4.13,5753019739,141,56.3,5753019735,56,Back,5753019741,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426717,36,1,1,2,5,spvvjmk37iid7hsky9g3nce7,1,29.1,61.5,2025-05-26T17:02:36.367Z,2025-05-26T17:23:49Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5753019759,213,4.45,5753019753,140,27.1,5753019757,212,8.0,5753019751,56,Back,5753019755,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426695,17,83,1,2,6,7hlumphk42363z3i2nry2wrzj,0,65.9,42.2,2025-05-26T17:02:36.513Z,2025-05-26T17:24:40Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5753019763,399,bbrdybdlcobf8cc9epxzeledw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819435013,207,1,1,2,7,spvvjmk37iid7hsky9g3nce7,1,30.8,45.6,2025-05-26T17:02:37.979Z,2025-05-26T17:24:39Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5753067829,212,41.2,5753067823,56,Right,5753067827,141,7.4,5753067831,213,5.60,5753067825,140,61.3,5753067833,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426759,37,4,1,2,14,spvvjmk37iid7hsky9g3nce7,1,78.3,39.8,2025-05-26T17:02:45.422Z,2025-05-26T17:43:15Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5753020057,13,,5753020067,265,,5753020061,56,Center,5753020069,286,,5753020105,233,18,5753020065,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819426765,18,4,1,2,14,7hlumphk42363z3i2nry2wrzj,0,21.7,60.2,2025-05-26T17:02:45.423Z,2025-05-26T17:43:15Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5753020099,285,,5753020093,56,Back,5753020091,13,,5753020097,265,,5753020095,152,,5753020109,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427153,38,15,1,3,23,spvvjmk37iid7hsky9g3nce7,1,78.7,35.6,2025-05-26T17:03:54.160Z,2025-05-26T17:26:11Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5753022215,26,,5753022445,146,99.1,5753022301,72,,5753022443,458,,5753022457,233,19,5753022441,103,12.7,5753022447,147,48.9,5753022439,102,50.4,5753022219,56,5753022437,78,Center,5753022217,18,,,,,,,,,,,,,,,,,,,,,,,,,
2819427163,19,10,1,3,23,7hlumphk42363z3i2nry2wrzj,1,1.5,49.9,2025-05-26T17:03:54.260Z,2025-05-26T17:04:02Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5753022345,177,,5753022481,233,38,5753022281,182,,5753022279,178,,5753022283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427263,22,1,1,3,36,7hlumphk42363z3i2nry2wrzj,1,3.8,50.3,2025-05-26T17:04:06.625Z,2025-05-26T17:04:13Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5753022889,140,22.3,5753022901,213,0.99,5753022907,1,,5753022897,212,35.4,5753022893,141,93.9,5753022887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427269,23,1,1,3,43,7hlumphk42363z3i2nry2wrzj,0,23.9,99.2,2025-05-26T17:04:13.601Z,2025-05-26T17:04:14Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5753022945,141,82.3,5753022951,1,,5753022949,213,6.01,5753022941,56,Left,5753022947,212,43.3,5753022939,157,,5753022943,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819427315,40,1,1,3,48,spvvjmk37iid7hsky9g3nce7,1,32.2,31.0,2025-05-26T17:04:18.880Z,2025-05-26T17:04:21Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5753023195,56,Back,5753023207,213,1.67,5753023197,140,30.2,5753023203,212,20.8,5753023199,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
