id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/17/value
2796233291,1,34,16,0,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-04-05T14:34:02.210Z,2025-04-05T15:35:48Z,,,,,5625092319,194,4kmd502s272vf5wgkx8hk4vl5,5625092313,59,"13, 33, 21, 8, 5, 15, 19, 7, 20, 6, 25, 32, 2, 4, 9, 10, 14, 22, 29, 26",5625092311,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5625092315,130,2,5625092325,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5625092321,197,17685,5625092309,30,"aadwnc8p356rns7i7nyttyy5m, 6son8ikuumxto9h6yiy7ylckp, c09quzlxh0hscffbfzbtohi7e, 1dvhwhz4n5f9cf4ts58rfu21, e96wc563k8h3w7049l1nvcokq, 4kmd502s272vf5wgkx8hk4vl5, 9401ndwivx7fpdplnv57v965m, 4p1gi0hkamzt27nm2nf1j90bt, bmdhp0p1sqy48a5algqcdv6qx, 32bvga34o0hleev3duw2342ui, 5r3h17uip2r1dlw1tde1e4hzo, 3qtrkzdi4nbb6lnsti2v6hgq1, ah01wimesmr2z3ngqdeme6k15, 7x9rvw3fkbdq9ape85thu5pzp, rz5zhw17e2j2xp4h4c40pnca, bs0mkqzsgcrk6tswsxj5a83c9, 3cplil800nf4znsypobvc22qy, 9mr7ry4dyqgtk6ejbcmwoyuc4, 4rxaizp3a327azz02f6tsop1x, dl3faj0dj1z16de9rb63nxyp5",5625092317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796260345,1,34,16,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-05T14:43:46.725Z,2025-04-05T14:43:46Z,,,,,5625234801,59,"1, 5, 21, 8, 4, 25, 16, 14, 9, 24, 29, 32, 10, 13, 15, 17, 19, 22, 39, 42",5625234805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5625234799,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5625234807,194,3durmgxmp7tzxsr234mlhot1,5625234811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5625234809,197,4756,5625234797,30,"xtbkmjbqwop0n2jvmnovidp1, a3p681d64e0k9qse621eqi9xx, 3ks6pxe94hk9l4q46do2c628l, 8j55jduxd0jfxrxh88kdqgcq2, 17jltcnnaha4707duh52hirit, 8h4jv2n2b8w3hmn4oec3tvevo, 780mdhlnrheqczv6o7p5l8hzo, 3durmgxmp7tzxsr234mlhot1, epnkff9nsysx1eyh90muhmvl6, dmj5oe18blqnxozkfd8q5myfp, 8k4fw4zak03as07nwf1kiktuc, dzdryjruyr4lpu3t7d5pgpn11, bar5tlyxm2vim2ewqauywgb85, 7sez5w47trh4xnngir0epzl04, eq9x5pboy1dehdauroonsw3c9, c3okou4sh3r5i7mei6lpjks4q, e8s9kg55x4npvg6tkuwe5wj6c, 5sobeblelb6fl7aafw833iwwk, acredwjpf6ou0mdqx2cpxm4no, b8d9uwfw2r74ueh6vskteqvx0",5625234803,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796355919,2,32,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-05T15:30:49.933Z,2025-04-05T15:30:50Z,,,,,5625733043,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796355957,2,32,1,0,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-04-05T15:30:49.933Z,2025-04-05T15:30:51Z,,,,,5625733207,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796355977,3,1,1,0,0,9zqn9ugvg64it0lr5z8cq4g9v,1,49.6,50.0,2025-04-05T15:30:49.934Z,2025-04-05T15:30:52Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5625733325,213,2.92,5625733321,212,16.1,5625733317,141,55.2,5625733329,279,S,5625733311,56,Back,5625733315,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796356051,4,1,1,0,1,9zqn9ugvg64it0lr5z8cq4g9v,1,35.4,55.2,2025-04-05T15:30:51.598Z,2025-04-05T15:30:54Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5625733721,56,Back,5625733725,140,35.8,5625733731,212,25.0,5625733729,141,92.0,5625733735,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796356079,5,1,1,0,4,9zqn9ugvg64it0lr5z8cq4g9v,0,34.5,92.4,2025-04-05T15:30:54.062Z,2025-04-05T15:30:54Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5625733875,213,5.53,5625733877,1,,5625733871,141,58.5,5625733863,157,,5625733873,212,33.8,5625733867,140,58.0,5625733865,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796356259,3,1,1,0,7,cfvya7igkhkas7wvsktwz6j8k,1,41.7,57.0,2025-04-05T15:30:57.178Z,2025-04-05T15:30:59Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5625734897,3,,5625734903,141,50.1,5625734901,140,57.0,5625734899,56,Center,5625734905,212,16.7,5625734907,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796356389,5,1,1,0,9,cfvya7igkhkas7wvsktwz6j8k,1,56.3,48.7,2025-04-05T15:30:59.201Z,2025-04-05T15:31:03Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5625735637,140,55.0,5625735641,141,49.0,5625735645,212,1.4,5625735653,213,2.99,5625735635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796356395,6,4,1,0,10,cfvya7igkhkas7wvsktwz6j8k,1,57.3,46.8,2025-04-05T15:31:00.628Z,2025-04-05T15:39:03Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5625735785,152,,5625735781,13,,5625735867,233,6,5625833219,295,,5625735789,286,,5625735783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796356319,6,4,1,0,10,9zqn9ugvg64it0lr5z8cq4g9v,0,42.7,53.2,2025-04-05T15:31:00.629Z,2025-04-05T15:39:01Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5625735981,233,6,5625735363,285,,5625735359,152,,5625832737,295,,5625735355,56,Back,5625735351,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796357281,7,1,1,0,40,cfvya7igkhkas7wvsktwz6j8k,0,54.1,54.9,2025-04-05T15:31:30.033Z,2025-04-05T15:31:32Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5625740567,152,,5625740585,213,5.85,5625740581,212,38.1,5625740589,1,,5625740577,141,31.5,5625740565,155,,5625740563,5,,5625740571,140,87.1,5625740569,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796357333,7,12,1,0,43,9zqn9ugvg64it0lr5z8cq4g9v,1,12.1,65.1,2025-04-05T15:31:33.189Z,2025-04-05T15:31:34Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5625740879,56,Back,5625740979,15,,5625740883,141,75.3,5625740889,213,0.29,5625740881,140,34.2,5625740885,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796357393,8,1,1,0,45,cfvya7igkhkas7wvsktwz6j8k,0,70.1,27.1,2025-04-05T15:31:35.562Z,2025-04-05T15:31:35Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5625741223,213,5.98,5625741207,56,Center,5625741205,155,,5625741217,141,25.9,5625741221,212,2.7,5625741209,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796357453,8,50,1,0,47,9zqn9ugvg64it0lr5z8cq4g9v,1,26.6,77.6,2025-04-05T15:31:37.453Z,2025-04-05T15:31:42Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5625741547,56,Back,5625742131,233,9,5625741549,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796357529,9,7,1,0,47,cfvya7igkhkas7wvsktwz6j8k,0,73.4,22.4,2025-04-05T15:31:37.454Z,2025-04-05T15:31:54Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5625742029,286,,5625742027,56,Center,5625742063,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796357631,9,12,1,0,50,9zqn9ugvg64it0lr5z8cq4g9v,1,22.6,77.3,2025-04-05T15:31:40.597Z,2025-04-05T15:40:22Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5625742525,56,Back,5625742539,213,1.81,5625742529,140,21.4,5625742535,212,5.4,5625742531,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796357653,10,4,1,0,52,9zqn9ugvg64it0lr5z8cq4g9v,1,22.7,67.0,2025-04-05T15:31:42.470Z,2025-04-05T15:40:16Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5625742989,233,10,5625742753,13,,5625742755,56,Back,5625847393,294,,5625742761,285,,5625742757,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796357677,10,4,1,0,52,cfvya7igkhkas7wvsktwz6j8k,0,77.3,33.0,2025-04-05T15:31:42.471Z,2025-04-05T15:40:14Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5625742911,152,,5625847031,294,,5625743049,233,10,5625742915,286,,5625742905,13,,5625742909,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358099,11,1,1,1,3,9zqn9ugvg64it0lr5z8cq4g9v,1,18.5,63.0,2025-04-05T15:31:53.342Z,2025-04-05T15:40:53Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5625744959,56,Back,5625744967,213,4.71,5625853979,189,,5625744955,5,,5625744963,141,43.4,5625744965,212,13.3,5625744961,140,18.5,5625744957,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358173,12,1,1,1,6,9zqn9ugvg64it0lr5z8cq4g9v,1,23.6,37.1,2025-04-05T15:31:55.989Z,2025-04-05T15:41:04Z,17jltcnnaha4707duh52hirit,M. Lode,,,5625745371,141,10.7,5625745375,213,5.01,5625745365,56,Back,5625745367,140,28.9,5625745373,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358251,13,1,1,1,7,9zqn9ugvg64it0lr5z8cq4g9v,1,27.7,9.4,2025-04-05T15:31:57.421Z,2025-04-05T15:32:00Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5625745823,212,16.3,5625745817,140,43.0,5625745821,141,5.0,5625745825,213,6.10,5625745811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358293,14,1,1,1,9,9zqn9ugvg64it0lr5z8cq4g9v,1,43.0,5.0,2025-04-05T15:31:59.909Z,2025-04-05T15:32:01Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5625746043,56,Back,5625746049,212,10.1,5625746051,213,2.49,5625746045,140,35.4,5625746047,141,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358303,15,50,1,1,11,9zqn9ugvg64it0lr5z8cq4g9v,1,38.6,10.6,2025-04-05T15:32:01.316Z,2025-04-05T15:32:04Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5625746075,56,Back,5625746077,286,,5625746421,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358345,11,7,1,1,11,cfvya7igkhkas7wvsktwz6j8k,1,63.0,87.7,2025-04-05T15:32:01.317Z,2025-04-05T15:32:04Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5625746333,233,15,5625746231,285,,5625746229,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358547,13,1,1,1,13,cfvya7igkhkas7wvsktwz6j8k,1,48.9,95.6,2025-04-05T15:32:03.235Z,2025-04-05T15:32:07Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5625747171,140,57.1,5625747175,212,8.7,5625747177,213,6.17,5625747167,56,Left,5625747173,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358557,14,4,1,1,17,cfvya7igkhkas7wvsktwz6j8k,1,65.7,96.5,2025-04-05T15:32:07.169Z,2025-04-05T15:32:15Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5625747681,233,16,5625747275,13,,5625748577,295,,5625747281,56,Left,5625747285,152,,5625747289,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358623,16,4,1,1,17,9zqn9ugvg64it0lr5z8cq4g9v,0,34.3,3.5,2025-04-05T15:32:07.170Z,2025-04-05T15:32:13Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5625747607,56,Back,5625747613,285,,5625747797,233,14,5625747605,13,,5625748247,295,,5625747609,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796358983,15,1,1,1,27,cfvya7igkhkas7wvsktwz6j8k,1,63.3,96.8,2025-04-05T15:32:17.129Z,2025-04-05T15:32:18Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5625749209,141,87.2,5625749203,152,,5625749201,5,,5625749205,56,Left,5625749211,212,7.4,5625749213,213,4.21,5625749207,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359089,16,1,1,1,28,cfvya7igkhkas7wvsktwz6j8k,1,58.3,80.5,2025-04-05T15:32:18.882Z,2025-04-05T15:32:22Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5625749757,213,4.47,5625749741,56,Center,5625749745,140,51.9,5625749753,212,27.6,5625749749,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359169,17,1,1,1,32,cfvya7igkhkas7wvsktwz6j8k,1,53.0,38.8,2025-04-05T15:32:22.033Z,2025-04-05T15:32:24Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5625750183,213,5.09,5625750175,56,Right,5625750177,140,62.0,5625750179,141,3.4,5625750181,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359213,18,1,1,1,34,cfvya7igkhkas7wvsktwz6j8k,0,62.0,3.4,2025-04-05T15:32:24.201Z,2025-04-05T15:32:25Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5625750399,213,0.86,5625750393,140,75.2,5625750391,56,Center,5625750395,141,27.1,5625750397,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359303,17,1,1,1,36,9zqn9ugvg64it0lr5z8cq4g9v,1,22.5,77.2,2025-04-05T15:32:25.948Z,2025-04-05T15:32:27Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5625750881,56,Back,5625750887,212,12.7,5625750885,141,67.8,5625750883,140,33.0,5625750889,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359385,19,1,1,1,37,9zqn9ugvg64it0lr5z8cq4g9v,0,32.2,69.3,2025-04-05T15:32:27.924Z,2025-04-05T15:32:30Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5625751299,141,95.1,5625751301,212,18.5,5625751297,140,37.7,5625751295,56,Back,5625751303,213,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359551,19,1,1,1,42,cfvya7igkhkas7wvsktwz6j8k,1,61.5,3.4,2025-04-05T15:32:32.057Z,2025-04-05T15:32:34Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5625752171,213,2.62,5625752163,140,39.4,5625752169,212,26.8,5625752159,56,Back,5625752167,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359609,21,1,1,1,44,cfvya7igkhkas7wvsktwz6j8k,1,36.8,33.3,2025-04-05T15:32:34.586Z,2025-04-05T15:42:42Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5625752521,56,Back,5625752525,141,59.6,5625752527,212,18.1,5625752529,213,1.72,5625752523,140,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359799,22,1,1,1,46,cfvya7igkhkas7wvsktwz6j8k,1,35.2,63.9,2025-04-05T15:32:36.378Z,2025-04-05T15:32:42Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5625753389,212,12.8,5625753383,56,Back,5625753385,140,38.4,5625753391,213,1.30,5625753387,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796359963,23,1,1,1,52,cfvya7igkhkas7wvsktwz6j8k,1,38.6,85.6,2025-04-05T15:32:41.985Z,2025-04-05T15:32:46Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5625754303,141,96.5,5625754301,140,46.3,5625754305,212,11.0,5625754299,56,Back,5625754307,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360039,24,1,1,1,56,cfvya7igkhkas7wvsktwz6j8k,0,61.2,94.5,2025-04-05T15:32:46.634Z,2025-04-05T15:43:05Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5625754667,141,59.9,5625754665,140,80.3,5625754661,155,,5625754669,212,30.9,5625754671,213,5.42,5625754663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360051,20,8,1,1,58,9zqn9ugvg64it0lr5z8cq4g9v,1,19.3,38.5,2025-04-05T15:32:48.780Z,2025-04-05T15:32:48Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5625754709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360233,22,1,1,2,5,9zqn9ugvg64it0lr5z8cq4g9v,1,9.8,20.4,2025-04-05T15:32:55.180Z,2025-04-05T15:32:56Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5625755837,140,3.3,5625755835,56,Back,5625755841,212,6.9,5625755843,213,3.00,5625755839,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360289,23,1,1,2,6,9zqn9ugvg64it0lr5z8cq4g9v,0,3.2,21.6,2025-04-05T15:32:56.733Z,2025-04-05T15:32:58Z,17jltcnnaha4707duh52hirit,M. Lode,,,5625756121,213,0.02,5625756109,56,Back,5625756123,1,,5625756115,141,22.4,5625756111,140,28.3,5625756107,157,,5625756119,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360499,25,8,1,2,7,cfvya7igkhkas7wvsktwz6j8k,1,65.4,81.4,2025-04-05T15:32:57.507Z,2025-04-05T15:43:55Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5625891375,56,Left,5625891721,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360381,24,44,1,2,10,9zqn9ugvg64it0lr5z8cq4g9v,1,46.2,25.1,2025-04-05T15:33:00.372Z,2025-04-05T15:46:04Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5625756657,285,,5625756655,56,Back,5625916733,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360519,26,44,1,2,10,cfvya7igkhkas7wvsktwz6j8k,0,53.8,76.2,2025-04-05T15:33:00.373Z,2025-04-05T15:45:58Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5625916799,233,24,5625916667,56,Center,5625916669,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360421,25,1,1,2,10,9zqn9ugvg64it0lr5z8cq4g9v,0,42.9,14.3,2025-04-05T15:33:00.657Z,2025-04-05T16:00:36Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5625756867,140,53.4,5625756859,3,,5625756865,56,Right,5625756873,213,5.78,5625756863,168,,5625756871,212,12.6,5625756869,141,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796390567,172,61,1,2,13,9zqn9ugvg64it0lr5z8cq4g9v,0,54.8,7.2,2025-04-05T15:33:02.942Z,2025-04-05T15:46:44Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5625925177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360539,27,12,1,2,14,cfvya7igkhkas7wvsktwz6j8k,1,36.2,82.8,2025-04-05T15:33:04.873Z,2025-04-05T15:47:06Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5625929029,56,Back,5625929045,213,1.02,5625929039,141,100.0,5625929025,167,,5625929033,140,43.2,5625929043,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360557,26,5,1,2,16,9zqn9ugvg64it0lr5z8cq4g9v,1,51.8,-1.2,2025-04-05T15:33:06.546Z,2025-04-05T15:56:00Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5625757571,56,Right,5625758027,233,28,5625757573,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360635,28,5,1,2,16,cfvya7igkhkas7wvsktwz6j8k,0,48.2,101.2,2025-04-05T15:33:06.546Z,2025-04-05T15:56:01Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5625757937,347,,5625757935,56,Back,5625758067,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796360997,27,1,1,2,22,9zqn9ugvg64it0lr5z8cq4g9v,1,45.3,0.0,2025-04-05T15:33:11.996Z,2025-04-05T15:33:15Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5625759843,1,,5625759829,56,Back,5625759839,213,2.96,5625759827,107,,5625759833,141,5.9,5625759831,140,20.2,5625759835,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796361107,28,1,1,2,25,9zqn9ugvg64it0lr5z8cq4g9v,1,18.7,5.6,2025-04-05T15:33:15.644Z,2025-04-05T15:33:18Z,17jltcnnaha4707duh52hirit,M. Lode,,,5625760507,56,Back,5625760531,141,28.9,5625760541,212,21.8,5625760543,213,2.33,5625760521,140,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796361229,29,1,1,2,28,9zqn9ugvg64it0lr5z8cq4g9v,1,4.4,28.9,2025-04-05T15:33:18.012Z,2025-04-05T15:33:21Z,xtbkmjbqwop0n2jvmnovidp1,A. Linde,,,5625761233,141,55.5,5625761225,56,Back,5625761229,140,13.4,5625761237,213,1.09,5625761235,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796361519,30,1,1,2,31,9zqn9ugvg64it0lr5z8cq4g9v,1,15.2,56.0,2025-04-05T15:33:21.004Z,2025-04-05T15:33:26Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5625762685,213,4.82,5625762679,140,17.4,5625762681,141,24.1,5625762683,212,21.8,5625762677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796361689,31,1,1,2,36,9zqn9ugvg64it0lr5z8cq4g9v,1,27.1,28.2,2025-04-05T15:33:26.844Z,2025-04-05T15:33:31Z,17jltcnnaha4707duh52hirit,M. Lode,,,5625763647,141,65.2,5625763651,212,25.3,5625763643,140,29.5,5625763653,213,1.47,5625763639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796361883,32,1,1,2,41,9zqn9ugvg64it0lr5z8cq4g9v,1,29.6,65.2,2025-04-05T15:33:31.228Z,2025-04-05T15:33:36Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5625764813,212,33.1,5625764807,56,Left,5625764811,141,90.3,5625764817,1,,5625764815,213,0.54,5625764809,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796361897,33,61,1,2,46,9zqn9ugvg64it0lr5z8cq4g9v,0,56.6,89.0,2025-04-05T15:33:36.636Z,2025-04-05T15:48:12Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5625764881,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796362047,29,61,1,2,48,cfvya7igkhkas7wvsktwz6j8k,0,41.1,15.0,2025-04-05T15:33:38.602Z,2025-04-05T15:48:51Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5625765751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796362025,34,1,1,2,49,9zqn9ugvg64it0lr5z8cq4g9v,1,43.1,76.4,2025-04-05T15:33:39.484Z,2025-04-05T15:49:09Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5625765621,213,3.38,5625765605,56,Back,5625765611,141,71.1,5625765615,212,15.3,5625765607,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
