id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/17/value
2796423651,315,1,1,42,15,cfvya7igkhkas7wvsktwz6j8k,1,72.1,84.5,2025-04-05T16:13:05.367Z,2025-04-05T16:13:08Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5626101989,140,81.6,5626101991,141,93.9,5626101995,213,0.57,5626101993,212,11.8,5626101987,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423711,316,1,1,42,18,cfvya7igkhkas7wvsktwz6j8k,0,84.6,92.0,2025-04-05T16:13:08.103Z,2025-04-05T16:13:12Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5626102383,155,,5626102389,141,20.7,5626102381,2,,5626102385,56,Right,5626102391,212,48.5,5626102395,1,,5626102387,140,84.0,5626102393,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423751,456,1,1,42,25,9zqn9ugvg64it0lr5z8cq4g9v,1,16.4,85.1,2025-04-05T16:13:15.122Z,2025-04-05T16:13:16Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5626102583,212,5.9,5626102577,56,Back,5626102585,213,3.78,5626102579,140,11.9,5626102581,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423781,457,1,1,42,26,9zqn9ugvg64it0lr5z8cq4g9v,1,9.7,81.5,2025-04-05T16:13:16.520Z,2025-04-05T16:13:18Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5626102741,212,19.4,5626102735,56,Back,5626102737,140,27.6,5626102739,141,88.6,5626102743,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423823,458,1,1,42,28,9zqn9ugvg64it0lr5z8cq4g9v,0,27.6,88.3,2025-04-05T16:13:18.697Z,2025-04-05T16:13:21Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5626102981,56,Back,5626102979,155,,5626102985,141,81.2,5626102987,212,9.0,5626102989,213,5.71,5626102983,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423807,317,8,1,42,31,cfvya7igkhkas7wvsktwz6j8k,1,72.0,8.6,2025-04-05T16:13:20.940Z,2025-04-05T16:21:59Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5626102887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423853,319,1,1,42,32,cfvya7igkhkas7wvsktwz6j8k,0,71.4,5.5,2025-04-05T16:13:22.670Z,2025-04-05T16:22:21Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5626103169,141,9.5,5626103171,212,7.2,5626103165,56,Right,5626103167,140,77.8,5626103173,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423869,459,1,1,42,33,9zqn9ugvg64it0lr5z8cq4g9v,0,27.0,86.3,2025-04-05T16:13:23.440Z,2025-04-05T16:22:30Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5626103227,56,Back,5626103233,212,14.6,5626143445,157,,5626143447,1,,5626103235,213,6.09,5626103229,140,40.6,5626103231,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423865,320,43,1,42,33,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-04-05T16:13:23.791Z,2025-04-05T16:13:35Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5626104231,144,56,5626103205,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423957,321,50,1,42,36,cfvya7igkhkas7wvsktwz6j8k,1,53.6,18.8,2025-04-05T16:13:26.472Z,2025-04-05T16:22:42Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5626103767,56,Right,5626103769,286,,5626103949,233,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796423943,460,7,1,42,36,9zqn9ugvg64it0lr5z8cq4g9v,0,47.0,81.1,2025-04-05T16:13:26.473Z,2025-04-05T16:13:31Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5626103815,233,321,5626103697,56,Back,5626103699,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424041,322,1,1,42,41,cfvya7igkhkas7wvsktwz6j8k,1,36.8,13.5,2025-04-05T16:13:31.655Z,2025-04-05T16:13:36Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5626104307,213,2.57,5626104299,56,Back,5626104305,212,26.9,5626104301,140,15.2,5626104303,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424097,323,1,1,42,48,cfvya7igkhkas7wvsktwz6j8k,1,14.7,35.5,2025-04-05T16:13:38.287Z,2025-04-05T16:22:56Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5626104727,213,5.06,5626104721,141,4.3,5626104715,140,22.0,5626104723,212,22.6,5626104713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424235,324,1,1,42,52,cfvya7igkhkas7wvsktwz6j8k,1,32.2,9.5,2025-04-05T16:13:42.439Z,2025-04-05T16:23:09Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5626105519,141,28.6,5626105507,155,,5626105531,1,,5626105527,213,0.24,5626105515,140,82.3,5626105523,212,54.2,5626105509,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424277,325,1,1,43,1,cfvya7igkhkas7wvsktwz6j8k,1,76.4,24.6,2025-04-05T16:13:51.503Z,2025-04-05T16:13:53Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5626105757,140,70.9,5626105755,56,Right,5626105761,212,7.0,5626105759,141,18.8,5626105763,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424313,326,1,1,43,3,cfvya7igkhkas7wvsktwz6j8k,1,73.0,16.4,2025-04-05T16:13:53.639Z,2025-04-05T16:13:56Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5626105917,212,8.0,5626105911,56,Center,5626105915,141,24.6,5626105913,140,78.4,5626105919,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424319,327,1,1,43,6,cfvya7igkhkas7wvsktwz6j8k,0,83.7,23.1,2025-04-05T16:13:56.303Z,2025-04-05T16:13:57Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5626105953,213,1.19,5626105949,141,37.6,5626105941,2,,5626105951,212,10.6,5626105947,140,87.5,5626105945,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424485,462,1,1,43,12,9zqn9ugvg64it0lr5z8cq4g9v,1,30.3,56.6,2025-04-05T16:14:02.272Z,2025-04-05T16:14:09Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5626106917,212,18.5,5626106919,213,5.05,5626106913,140,36.2,5626106915,141,31.0,5626106911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424553,463,1,1,43,19,9zqn9ugvg64it0lr5z8cq4g9v,1,64.0,23.7,2025-04-05T16:14:09.632Z,2025-04-05T16:14:14Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5626107307,141,9.2,5626107311,213,5.75,5626107305,140,80.0,5626107303,56,Right,5626107309,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424579,464,1,1,43,23,9zqn9ugvg64it0lr5z8cq4g9v,1,90.1,17.0,2025-04-05T16:14:13.857Z,2025-04-05T16:14:15Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5626107421,56,Center,5626107417,2,,5626107425,141,30.9,5626107427,212,9.5,5626107429,213,1.55,5626107423,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424611,465,61,1,43,26,9zqn9ugvg64it0lr5z8cq4g9v,1,90.5,29.1,2025-04-05T16:14:16.866Z,2025-04-05T16:14:22Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5626107563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424679,328,5,1,43,28,cfvya7igkhkas7wvsktwz6j8k,1,-1.0,63.3,2025-04-05T16:14:18.328Z,2025-04-05T16:39:58Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5626107937,233,466,5626107893,56,Back,5626107895,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796424635,466,5,1,43,28,9zqn9ugvg64it0lr5z8cq4g9v,0,101.0,36.7,2025-04-05T16:14:18.328Z,2025-04-05T16:14:24Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5626107689,56,Center,5626107991,233,328,5626107691,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425113,329,1,1,43,59,cfvya7igkhkas7wvsktwz6j8k,0,4.9,50.7,2025-04-05T16:14:49.016Z,2025-04-05T16:14:52Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5626110225,56,Center,5626110229,141,54.8,5626110237,74,,5626110223,124,,5626110233,213,0.05,5626110227,140,55.3,5626110231,212,53.0,5626110235,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425141,467,1,1,44,3,9zqn9ugvg64it0lr5z8cq4g9v,0,42.8,53.0,2025-04-05T16:14:53.464Z,2025-04-05T16:14:54Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5626110385,3,,5626110399,212,6.2,5626110401,213,0.56,5626110389,56,Back,5626110397,141,57.8,5626110395,140,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425149,330,61,1,44,4,cfvya7igkhkas7wvsktwz6j8k,1,55.2,54.5,2025-04-05T16:14:54.585Z,2025-04-05T16:14:54Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5626110403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425169,468,1,1,44,6,9zqn9ugvg64it0lr5z8cq4g9v,0,49.8,59.7,2025-04-05T16:14:56.480Z,2025-04-05T16:20:26Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5626110533,56,Center,5626110539,212,8.0,5626110537,141,48.5,5626110535,140,52.2,5626110541,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425181,331,61,1,44,7,cfvya7igkhkas7wvsktwz6j8k,1,46.2,56.0,2025-04-05T16:14:57.152Z,2025-04-05T16:20:28Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5626110613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425213,332,1,1,44,8,cfvya7igkhkas7wvsktwz6j8k,1,44.2,62.6,2025-04-05T16:14:58.232Z,2025-04-05T16:15:00Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5626110805,141,55.7,5626110807,212,9.6,5626110801,56,Back,5626110809,213,3.65,5626110803,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425237,334,1,1,44,10,cfvya7igkhkas7wvsktwz6j8k,0,33.9,56.7,2025-04-05T16:15:00.288Z,2025-04-05T16:15:02Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5626110917,56,Center,5626110915,157,,5626110921,140,86.6,5626110927,213,0.14,5626110925,212,55.9,5626110923,141,67.9,5626110929,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425305,470,1,1,44,14,9zqn9ugvg64it0lr5z8cq4g9v,1,13.8,42.7,2025-04-05T16:15:04.408Z,2025-04-05T16:15:07Z,xtbkmjbqwop0n2jvmnovidp1,A. Linde,,,5626111325,56,Back,5626111323,123,,5626111329,141,38.3,5626111327,140,19.7,5626111333,213,5.83,5626111331,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425331,471,1,1,44,17,9zqn9ugvg64it0lr5z8cq4g9v,1,22.2,35.4,2025-04-05T16:15:07.704Z,2025-04-05T16:15:10Z,17jltcnnaha4707duh52hirit,M. Lode,,,5626111511,141,63.4,5626111509,140,25.3,5626111515,213,1.40,5626111507,56,Back,5626111513,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425367,472,1,1,44,20,9zqn9ugvg64it0lr5z8cq4g9v,1,25.3,62.7,2025-04-05T16:15:10.048Z,2025-04-05T16:15:12Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5626111687,141,50.9,5626111691,213,4.70,5626111685,140,25.2,5626111689,212,8.0,5626111683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425427,473,1,1,44,22,9zqn9ugvg64it0lr5z8cq4g9v,1,25.3,50.9,2025-04-05T16:15:12.280Z,2025-04-05T16:15:17Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5626111949,56,Back,5626111953,141,68.7,5626111951,140,28.7,5626111955,212,12.6,5626111957,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425445,474,1,1,44,27,9zqn9ugvg64it0lr5z8cq4g9v,1,32.3,69.3,2025-04-05T16:15:17.360Z,2025-04-05T16:15:19Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5626112073,141,51.2,5626112081,213,4.42,5626112067,56,Back,5626112077,212,12.8,5626112069,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425469,475,1,1,44,29,9zqn9ugvg64it0lr5z8cq4g9v,1,28.8,51.2,2025-04-05T16:15:19.175Z,2025-04-05T16:15:21Z,17jltcnnaha4707duh52hirit,M. Lode,,,5626112211,140,31.6,5626112215,212,20.3,5626112209,56,Back,5626112217,213,1.43,5626112213,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425481,476,1,1,44,31,9zqn9ugvg64it0lr5z8cq4g9v,0,31.6,80.8,2025-04-05T16:15:21.160Z,2025-04-05T16:15:21Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5626112281,56,Back,5626112285,141,76.9,5626112287,212,3.3,5626112289,213,5.33,5626112283,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425523,335,1,1,44,33,cfvya7igkhkas7wvsktwz6j8k,0,72.7,25.6,2025-04-05T16:15:23.368Z,2025-04-05T16:15:24Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5626112501,141,36.6,5626112505,213,0.52,5626112499,140,85.0,5626112497,56,Center,5626112503,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425573,477,1,1,44,35,9zqn9ugvg64it0lr5z8cq4g9v,1,16.6,63.6,2025-04-05T16:15:25.640Z,2025-04-05T16:15:28Z,17jltcnnaha4707duh52hirit,M. Lode,,,5626112809,212,11.1,5626112805,140,16.5,5626112801,56,Back,5626112811,213,1.58,5626112807,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425581,478,3,1,44,38,9zqn9ugvg64it0lr5z8cq4g9v,0,13.2,80.8,2025-04-05T16:15:28.295Z,2025-04-05T16:15:31Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5626112843,56,Back,5626113099,233,336,5626112845,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425607,336,7,1,44,38,cfvya7igkhkas7wvsktwz6j8k,1,85.2,19.6,2025-04-05T16:15:28.296Z,2025-04-05T16:15:32Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5626113019,233,478,5626112999,286,,5626112997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425659,338,61,1,44,45,cfvya7igkhkas7wvsktwz6j8k,0,97.7,2.0,2025-04-05T16:15:35.200Z,2025-04-05T16:18:39Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5626113357,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425767,339,5,1,44,46,cfvya7igkhkas7wvsktwz6j8k,0,95.6,-1.0,2025-04-05T16:15:36.112Z,2025-04-05T16:39:58Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5626113739,347,,5626126699,233,479,5626113737,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425663,479,5,1,44,46,9zqn9ugvg64it0lr5z8cq4g9v,1,4.4,101.0,2025-04-05T16:15:36.112Z,2025-04-05T16:39:58Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5626126659,233,339,5626113363,56,Back,5626113365,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426203,346,70,1,45,0,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-04-05T16:15:50.026Z,2025-04-05T16:16:20Z,,,,,5626115957,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425975,480,1,1,45,3,9zqn9ugvg64it0lr5z8cq4g9v,1,9.4,100.0,2025-04-05T16:15:53.151Z,2025-04-05T16:15:55Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5626114691,141,93.8,5626114695,213,5.91,5626114687,56,Back,5626114693,212,14.2,5626114689,140,22.0,5626114685,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796425981,481,1,1,45,5,9zqn9ugvg64it0lr5z8cq4g9v,1,22.0,93.8,2025-04-05T16:15:55.055Z,2025-04-05T16:15:56Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5626114725,141,95.6,5626114721,56,Back,5626114723,140,17.1,5626114729,213,2.91,5626114737,156,,5626114727,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426025,482,1,1,45,7,9zqn9ugvg64it0lr5z8cq4g9v,1,17.1,95.6,2025-04-05T16:15:56.984Z,2025-04-05T16:15:59Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5626114987,213,6.06,5626114985,212,21.5,5626114979,56,Back,5626114981,140,37.1,5626114983,141,88.6,5626114989,1,,5626114977,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426033,483,44,1,45,8,9zqn9ugvg64it0lr5z8cq4g9v,1,32.4,89.6,2025-04-05T16:15:58.840Z,2025-04-05T16:16:00Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5626115031,285,,5626115121,233,340,5626115027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426039,340,44,1,45,8,cfvya7igkhkas7wvsktwz6j8k,0,66.0,10.7,2025-04-05T16:15:58.841Z,2025-04-05T16:16:00Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5626115137,233,483,5626115057,286,,5626115055,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426043,484,1,1,45,9,9zqn9ugvg64it0lr5z8cq4g9v,0,37.1,88.6,2025-04-05T16:15:59.031Z,2025-04-05T16:15:59Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5626115065,140,45.4,5626115061,168,,5626115063,56,Back,5626115071,213,6.17,5626115069,212,8.8,5626115067,141,87.1,5626115059,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426071,341,1,1,45,10,cfvya7igkhkas7wvsktwz6j8k,0,65.4,12.3,2025-04-05T16:16:00.616Z,2025-04-05T16:16:01Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5626115177,141,16.8,5626115181,213,0.54,5626115171,3,,5626115175,140,70.3,5626115179,212,6.0,5626115173,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426075,485,1,1,45,10,9zqn9ugvg64it0lr5z8cq4g9v,0,29.5,78.1,2025-04-05T16:16:00.775Z,2025-04-05T16:19:36Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5626115197,141,81.8,5626115199,212,8.5,5626115193,56,Back,5626115195,140,37.2,5626115201,213,0.30,5626115191,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426095,342,1,1,45,11,cfvya7igkhkas7wvsktwz6j8k,0,66.6,16.4,2025-04-05T16:16:01.008Z,2025-04-05T16:19:33Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5626115347,140,73.6,5626115351,212,7.4,5626115345,56,Right,5626115349,141,16.7,5626115343,3,,5626115353,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796429211,518,1,1,45,12,9zqn9ugvg64it0lr5z8cq4g9v,1,22.8,75.4,2025-04-05T16:16:01.933Z,2025-04-05T16:19:42Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5626131587,141,76.4,5626131591,213,2.93,5626131581,56,Back,5626131585,140,19.8,5626131577,3,,5626131589,212,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426119,486,44,1,45,13,9zqn9ugvg64it0lr5z8cq4g9v,1,26.4,77.0,2025-04-05T16:16:03.775Z,2025-04-05T16:16:06Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5626115541,233,343,5626115485,285,,5626115483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426121,343,44,1,45,13,cfvya7igkhkas7wvsktwz6j8k,0,71.6,22.8,2025-04-05T16:16:03.776Z,2025-04-05T16:16:05Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5626115503,56,Center,5626115555,233,486,5626115505,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426125,487,1,1,45,14,9zqn9ugvg64it0lr5z8cq4g9v,0,32.4,77.6,2025-04-05T16:16:04.039Z,2025-04-05T16:16:05Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5626115523,56,Back,5626115529,212,7.7,5626115531,213,6.00,5626115527,141,74.4,5626115525,140,39.4,5626115521,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426161,344,1,1,45,17,cfvya7igkhkas7wvsktwz6j8k,0,73.0,30.1,2025-04-05T16:16:07.329Z,2025-04-05T16:16:08Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5626115767,212,26.6,5626115759,157,,5626115761,56,Right,5626115765,141,0.0,5626115769,213,5.36,5626115763,140,88.3,5626115771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426165,345,5,1,45,18,cfvya7igkhkas7wvsktwz6j8k,0,87.0,-1.0,2025-04-05T16:16:08.460Z,2025-04-05T16:16:12Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5626115781,56,Right,5626115843,233,488,5626115783,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426169,488,5,1,45,18,9zqn9ugvg64it0lr5z8cq4g9v,1,13.0,101.0,2025-04-05T16:16:08.460Z,2025-04-05T16:39:59Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5626115799,347,,5626115825,233,345,5626115797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426369,489,1,1,45,23,9zqn9ugvg64it0lr5z8cq4g9v,1,15.8,100.0,2025-04-05T16:16:13.815Z,2025-04-05T16:16:24Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5626116741,107,,5626116751,213,5.22,5626116745,140,27.0,5626116749,212,24.4,5626116753,1,,5626116743,56,Back,5626116747,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426421,490,1,1,45,34,9zqn9ugvg64it0lr5z8cq4g9v,1,60.3,36.9,2025-04-05T16:16:24.703Z,2025-04-05T16:16:28Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5626117011,212,18.1,5626117007,140,72.4,5626117013,213,5.49,5626117009,141,17.9,5626117005,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426447,491,1,1,45,37,9zqn9ugvg64it0lr5z8cq4g9v,1,77.4,23.1,2025-04-05T16:16:27.871Z,2025-04-05T16:16:30Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5626117185,56,Right,5626117193,213,5.90,5626117187,140,90.9,5626117189,141,14.6,5626117191,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426453,492,3,1,45,40,9zqn9ugvg64it0lr5z8cq4g9v,0,92.4,10.9,2025-04-05T16:16:30.703Z,2025-04-05T16:16:34Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5626117225,56,Right,5626117227,286,,5626117353,233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796426465,347,7,1,45,40,cfvya7igkhkas7wvsktwz6j8k,1,7.6,87.2,2025-04-05T16:16:30.704Z,2025-04-05T16:16:34Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5626117325,233,492,5626117287,285,,5626117285,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
