id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2803616679,1,34,16,0,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-20T01:51:42.481Z,2025-04-20T02:31:11Z,,,,,5665749703,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5665749701,197,3376,5665749699,194,d99eakp27bro9g50wpzti8rca,5665749689,30,"6j9gbfyvpr5lqp6aak54597ca, 2imizu6je16b3ssheijycxjh1, dgpphcc9ql3pv3b4chhchml90, 2giowiodzndu5m2gwn79iiui1, d99eakp27bro9g50wpzti8rca, 5ku33b8dbb20fhqdg8h83rdyi, 1e1wh213cg8q6lsqa3kvbjdka, do5q14naxm61jw8px8qvacn4k, 1d20nyyvmp0doobj6heejkowk, 8svvdqi69pc6it7mnin50q68k, dks0ibq4b4i2w3bcc05v8rhn8, 8td51fzpdl6c1yrz6r0igle22, bw0h202lprp7jzdtp6hv78ixh, 87pe681vhgbb6plpej3tr74oa, 9etod4kwf9f5ye7jzc5ez0e3u, 1o7iht0ow216jvo5qm64akup6, 4r4a2d3piuh8wusw8ftrsh016, 109e64uz1hq4tb3rspek41qll",5665749691,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5665749697,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5665749693,59,"99, 47, 2, 15, 91, 14, 26, 6, 9, 22, 21, 4, 5, 10, 17, 19, 31, 8",5665749695,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803617405,1,34,16,0,0,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-04-20T01:53:36.702Z,2025-04-20T05:37:34Z,,,,,5665753779,59,"56, 23, 33, 3, 5, 24, 6, 34, 11, 10, 27, 1, 7, 14, 17, 18, 20, 28",5665753783,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5665753781,130,13,5665753785,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5666070263,194,e6gr1t1rp2x7waywgzlrj8yqx,5665825307,197,22474,5665753775,30,"470xuwiwevwy86l2ararrkyga, 4nwnrf33mdxscx5rdaw1529cl, 20z2nx7xh9mgty7qp6xur14yy, 8p3y7tm4lzwp39tojonnohaay, 8i5k1tx7x5hx4kk3qzyvrfj84, 3u22kckqpecmgcw7ee3xrdppm, 9elhnfsovx9efu5f92mkkls7o, a4staqjshva5lhcr0dw744nze, o0a1acp618ig9detdym1m0pg, 65jctzcct9irz3wre08c2v2wa, e6gr1t1rp2x7waywgzlrj8yqx, catp73eq6wn8hxggfcpzks3u2, 613kkjtvfyf7mbvrqt9pcizmd, f3ftrudyp33naykboqmua0jro, 40qi53orb0eur2jevowkvrcb8, a1v4h4gcsepnaknru3jjnwl5g, 7wbwaew3d712kxl54ztdxe87o, 2jxho5va9q638vkklji2n8cx6",5665753777,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630579,2,32,1,0,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-20T02:36:14.205Z,2025-04-20T02:36:14Z,,,,,5665824719,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630581,2,32,1,0,0,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-04-20T02:36:14.205Z,2025-04-20T02:36:17Z,,,,,5665824729,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630597,3,1,1,0,0,aj8ytsr2ap33tod0hd8ofzaw9,1,50.2,50.1,2025-04-20T02:36:14.206Z,2025-04-20T02:36:18Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5665824797,213,3.44,5665824791,140,29.0,5665824793,141,40.1,5665824795,212,23.3,5665824789,56,Back,5665824799,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630615,4,1,1,0,2,aj8ytsr2ap33tod0hd8ofzaw9,1,29.0,40.1,2025-04-20T02:36:16.868Z,2025-04-20T02:36:21Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5665824919,1,,5665824907,157,,5665824917,213,0.50,5665824913,141,76.6,5665824911,140,72.5,5665824909,56,Center,5665824915,212,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630623,5,1,1,0,6,aj8ytsr2ap33tod0hd8ofzaw9,0,72.5,76.6,2025-04-20T02:36:21.037Z,2025-04-20T02:36:22Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5665824963,168,,5665824967,140,83.0,5665824961,3,,5665824965,56,Left,5665824973,213,0.97,5665824969,141,100.0,5665824971,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630683,3,5,1,0,7,7c9knuwazz9k9449u5rnuuy5m,1,16.7,-0.8,2025-04-20T02:36:22.109Z,2025-04-20T05:37:46Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5665825293,347,,5665825291,56,Back,5665825317,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630625,6,5,1,0,7,aj8ytsr2ap33tod0hd8ofzaw9,0,83.3,100.8,2025-04-20T02:36:22.109Z,2025-04-20T05:37:46Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5665824979,347,,5665825337,233,3,5665824977,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630737,4,1,1,0,26,7c9knuwazz9k9449u5rnuuy5m,1,14.5,0.0,2025-04-20T02:36:40.843Z,2025-04-20T02:36:43Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5665825595,56,Back,5665825593,107,,5665825597,140,7.9,5665825601,212,25.4,5665825603,213,1.85,5665825605,1,,5665825599,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630755,5,1,1,0,29,7c9knuwazz9k9449u5rnuuy5m,1,5.0,41.5,2025-04-20T02:36:43.427Z,2025-04-20T02:36:48Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5665825689,213,1.03,5665825687,212,37.9,5665825681,56,Back,5665825683,140,23.5,5665825695,1,,5665825685,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630769,6,1,1,0,34,7c9knuwazz9k9449u5rnuuy5m,1,30.8,90.5,2025-04-20T02:36:48.627Z,2025-04-20T02:36:51Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5665825749,140,49.8,5665825755,213,6.14,5665825753,212,20.2,5665825751,141,86.2,5665825747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630775,7,1,1,0,37,7c9knuwazz9k9449u5rnuuy5m,1,43.1,90.2,2025-04-20T02:36:51.379Z,2025-04-20T02:36:52Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5665825789,141,97.8,5665825785,56,Back,5665825793,213,1.79,5665825787,140,42.0,5665825791,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630783,8,1,1,0,38,7c9knuwazz9k9449u5rnuuy5m,1,44.1,97.1,2025-04-20T02:36:52.748Z,2025-04-20T02:36:54Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5665825831,141,91.1,5665825833,212,6.6,5665825835,213,3.80,5665825827,56,Back,5665825829,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630793,9,1,1,0,40,7c9knuwazz9k9449u5rnuuy5m,1,41.0,90.0,2025-04-20T02:36:54.395Z,2025-04-20T02:36:58Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5665825887,213,3.14,5665825883,141,90.0,5665825881,140,22.8,5665825885,212,19.1,5665825879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630805,10,1,1,0,44,7c9knuwazz9k9449u5rnuuy5m,1,24.3,90.0,2025-04-20T02:36:58.563Z,2025-04-20T02:37:03Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5665825949,56,Back,5665825955,212,27.1,5665825957,213,3.98,5665825953,141,60.3,5665825951,140,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630831,11,1,1,0,49,7c9knuwazz9k9449u5rnuuy5m,1,4.9,60.9,2025-04-20T02:37:03.371Z,2025-04-20T02:37:06Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5665826045,141,62.4,5665826047,212,14.9,5665826041,56,Back,5665826043,140,19.1,5665826049,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630847,12,1,1,0,52,7c9knuwazz9k9449u5rnuuy5m,1,18.5,61.5,2025-04-20T02:37:06.739Z,2025-04-20T02:37:08Z,a4staqjshva5lhcr0dw744nze,R. O'Driscoll,,,5665826135,213,4.06,5665826133,212,27.0,5665826131,141,30.0,5665826127,56,Back,5665826129,140,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630851,13,1,1,0,54,7c9knuwazz9k9449u5rnuuy5m,1,2.9,30.0,2025-04-20T02:37:08.315Z,2025-04-20T03:33:39Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5665826157,3,,5665826163,141,6.7,5665826167,213,4.82,5665826161,140,4.5,5665826165,212,15.9,5665826159,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630855,14,1,1,0,56,7c9knuwazz9k9449u5rnuuy5m,0,2.4,7.0,2025-04-20T02:37:10.243Z,2025-04-20T02:37:13Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5665826239,286,,5665826189,213,0.21,5665826235,233,7,5665826233,236,,5665826187,212,3.2,5665826181,56,Back,5665826183,140,5.4,5665826191,1,,5665826185,141,8.0,5665826179,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630863,7,74,1,0,56,aj8ytsr2ap33tod0hd8ofzaw9,1,93.3,94.1,2025-04-20T02:37:10.244Z,2025-04-20T03:34:44Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5665826249,233,14,5665826219,285,,5665826217,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630877,8,5,1,0,58,aj8ytsr2ap33tod0hd8ofzaw9,0,101.4,87.2,2025-04-20T02:37:13.156Z,2025-04-20T05:37:46Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5665826287,346,,5665826283,56,Left,5665826601,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630939,15,5,1,0,58,7c9knuwazz9k9449u5rnuuy5m,1,-1.4,12.8,2025-04-20T02:37:13.156Z,2025-04-20T02:48:33Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5665826575,56,Back,5665826593,233,8,5665826577,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630965,16,1,1,1,16,7c9knuwazz9k9449u5rnuuy5m,0,4.4,49.3,2025-04-20T02:37:30.380Z,2025-04-20T02:37:33Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5665826749,141,23.4,5665826755,1,,5665826757,74,,5665826753,213,5.99,5665826751,212,60.9,5665826743,124,,5665826747,140,59.9,5665826745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803630975,9,1,1,1,19,aj8ytsr2ap33tod0hd8ofzaw9,0,44.1,76.3,2025-04-20T02:37:33.829Z,2025-04-20T02:37:37Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5665826819,157,,5665826831,1,,5665826825,141,62.3,5665826821,56,Center,5665826827,212,51.1,5665826823,140,91.9,5665826829,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631051,18,1,1,1,34,7c9knuwazz9k9449u5rnuuy5m,0,13.9,49.4,2025-04-20T02:37:49.013Z,2025-04-20T02:37:57Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5665827249,212,61.9,5665827245,140,66.8,5665827241,199,,5665827247,141,89.6,5665827243,56,Left,5665827257,1,,5665827253,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631049,10,44,1,1,40,aj8ytsr2ap33tod0hd8ofzaw9,1,34.0,10.6,2025-04-20T02:37:54.278Z,2025-04-20T03:34:32Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5665827283,233,19,5665827237,285,,5665827235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631057,19,44,1,1,40,7c9knuwazz9k9449u5rnuuy5m,0,66.0,89.4,2025-04-20T02:37:54.279Z,2025-04-20T03:34:32Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5665827267,56,Left,5665827305,233,10,5665827269,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631067,11,1,1,1,40,aj8ytsr2ap33tod0hd8ofzaw9,1,35.4,10.7,2025-04-20T02:37:55.046Z,2025-04-20T03:06:38Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5665827339,213,6.28,5665827329,3,,5665827335,141,10.6,5665827333,140,58.0,5665827337,212,23.7,5665827331,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631079,12,1,1,1,43,aj8ytsr2ap33tod0hd8ofzaw9,0,58.0,10.6,2025-04-20T02:37:58.141Z,2025-04-20T02:38:55Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5665827393,212,7.2,5665827391,141,11.3,5665827383,3,,5665827387,56,Right,5665827395,213,0.07,5665827385,168,,5665827389,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631085,20,50,1,1,44,7c9knuwazz9k9449u5rnuuy5m,1,29.0,86.9,2025-04-20T02:37:58.581Z,2025-04-20T04:37:38Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5665830709,233,15,5665830691,56,Back,5665830693,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631205,15,7,1,1,44,aj8ytsr2ap33tod0hd8ofzaw9,0,71.0,13.1,2025-04-20T02:37:58.582Z,2025-04-20T04:37:38Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5665830699,233,20,5665828103,56,Right,5665830703,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631217,23,1,1,1,45,7c9knuwazz9k9449u5rnuuy5m,1,30.9,89.3,2025-04-20T02:37:59.677Z,2025-04-20T02:44:49Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5665828135,140,36.6,5665828141,212,6.1,5665828143,213,6.13,5665828131,56,Back,5665828139,141,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631089,21,1,1,1,48,7c9knuwazz9k9449u5rnuuy5m,1,33.6,91.8,2025-04-20T02:38:02.716Z,2025-04-20T02:44:58Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5665838375,213,4.18,5665838371,141,69.1,5665838369,140,24.9,5665838373,212,17.9,5665838367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631091,22,1,1,1,50,7c9knuwazz9k9449u5rnuuy5m,1,37.6,67.1,2025-04-20T02:38:04.476Z,2025-04-20T02:49:43Z,9elhnfsovx9efu5f92mkkls7o,C. Pearson,,,5665846201,212,21.7,5665846203,213,2.55,5665846199,141,84.8,5665846195,56,Back,5665846197,140,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631125,13,27,1,1,57,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-20T02:38:12.119Z,2025-04-20T05:37:39Z,,,,,5666082097,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631273,24,27,1,1,57,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-04-20T02:38:12.119Z,2025-04-20T05:37:39Z,,,,,5665828547,53,20z2nx7xh9mgty7qp6xur14yy,5665828545,41,Injury,5666082065,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631203,14,28,1,2,11,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-04-20T02:38:25.974Z,2025-04-20T05:37:40Z,,,,,5665828093,55,13,5666082113,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631283,25,28,1,2,11,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-04-20T02:38:25.974Z,2025-04-20T05:37:40Z,,,,,5665828461,55,24,5666082103,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631425,27,1,1,3,3,7c9knuwazz9k9449u5rnuuy5m,0,20.3,83.2,2025-04-20T02:39:17.798Z,2025-04-20T02:50:05Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5665829413,212,24.5,5665829411,141,47.6,5665829409,140,23.7,5665829415,213,4.86,5665829407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631439,17,61,1,3,5,aj8ytsr2ap33tod0hd8ofzaw9,0,78.0,42.5,2025-04-20T02:39:19.310Z,2025-04-20T02:48:27Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5665829485,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631435,28,1,1,3,6,7c9knuwazz9k9449u5rnuuy5m,0,15.8,63.0,2025-04-20T02:39:21.022Z,2025-04-20T02:50:09Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5665829461,212,7.2,5665829459,141,68.2,5665830173,233,19,5665829457,140,21.8,5665829465,1,,5665829463,213,0.51,5665830171,236,,5665829455,56,Back,5665830177,286,,5665829453,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631523,19,74,1,3,6,aj8ytsr2ap33tod0hd8ofzaw9,1,80.2,23.9,2025-04-20T02:39:21.023Z,2025-04-20T03:34:44Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5665830183,233,28,5665830055,285,,5665830053,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631475,29,1,1,3,10,7c9knuwazz9k9449u5rnuuy5m,1,12.4,53.4,2025-04-20T02:39:24.510Z,2025-04-20T02:54:31Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5665829719,213,1.08,5665829713,140,25.4,5665829717,212,28.9,5665829711,56,Back,5665829715,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803634887,130,61,1,3,11,7c9knuwazz9k9449u5rnuuy5m,0,19.0,87.4,2025-04-20T02:39:25.987Z,2025-04-20T02:54:29Z,a4staqjshva5lhcr0dw744nze,R. O'Driscoll,,,5665850879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631459,18,4,1,3,12,aj8ytsr2ap33tod0hd8ofzaw9,1,74.4,13.6,2025-04-20T02:39:26.807Z,2025-04-20T03:05:29Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5665829599,265,,5665829595,56,Right,5665829597,152,,5665829593,13,,5665843627,233,30,5665829601,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631477,30,4,1,3,12,7c9knuwazz9k9449u5rnuuy5m,0,25.6,86.4,2025-04-20T02:39:26.808Z,2025-04-20T03:34:17Z,a4staqjshva5lhcr0dw744nze,R. O'Driscoll,,,5665829747,265,,5665829741,56,Back,5665829743,152,,5665843631,233,18,5665829739,13,,5665829749,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631729,20,1,1,4,16,aj8ytsr2ap33tod0hd8ofzaw9,0,77.5,13.1,2025-04-20T02:40:31.015Z,2025-04-20T02:40:33Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5665831219,5,,5665831233,213,0.87,5665831231,212,25.5,5665831225,56,Center,5665831227,140,93.1,5665831223,152,,5665831221,155,,5665831217,2,,5665831229,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631747,31,12,1,4,21,7c9knuwazz9k9449u5rnuuy5m,1,12.0,50.9,2025-04-20T02:40:35.679Z,2025-04-20T03:34:39Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5665831317,213,0.31,5665831311,140,27.6,5665831313,141,58.5,5665831309,56,Back,5665831315,212,17.2,5665831331,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631761,21,1,1,4,24,aj8ytsr2ap33tod0hd8ofzaw9,0,60.7,28.9,2025-04-20T02:40:38.855Z,2025-04-20T02:40:40Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5665831389,213,0.42,5665831387,212,41.3,5665831391,1,,5665831381,56,Center,5665831383,140,96.6,5665831385,141,53.7,5665831379,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631759,32,12,1,4,24,7c9knuwazz9k9449u5rnuuy5m,1,9.2,42.5,2025-04-20T02:40:38.975Z,2025-04-20T02:40:48Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5665831393,15,,5665831369,56,Back,5665831373,141,51.0,5665831377,213,0.20,5665831371,140,36.9,5665831375,212,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631775,22,1,1,4,28,aj8ytsr2ap33tod0hd8ofzaw9,1,59.6,64.8,2025-04-20T02:40:42.263Z,2025-04-20T03:34:12Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5665831507,3,,5665831517,213,0.96,5665831509,56,Center,5665831511,140,63.8,5665831513,141,74.1,5665831515,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631779,23,1,1,4,30,aj8ytsr2ap33tod0hd8ofzaw9,0,63.8,74.1,2025-04-20T02:40:44.702Z,2025-04-20T03:34:13Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5665831535,140,73.2,5665831541,213,6.25,5665831537,141,73.6,5665831531,168,,5665831533,56,Center,5665831529,3,,5665831539,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631807,33,12,1,4,34,7c9knuwazz9k9449u5rnuuy5m,1,23.3,28.0,2025-04-20T02:40:48.431Z,2025-04-20T03:34:59Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5665831677,140,24.4,5665831681,212,3.0,5665831683,213,5.11,5665831675,56,Back,5665831679,141,23.9,5665911191,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631831,36,83,1,4,35,7c9knuwazz9k9449u5rnuuy5m,0,23.2,3.4,2025-04-20T02:40:49.223Z,2025-04-20T03:35:05Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5665831989,399,dks0ibq4b4i2w3bcc05v8rhn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631801,24,1,1,4,37,aj8ytsr2ap33tod0hd8ofzaw9,0,86.0,97.4,2025-04-20T02:40:51.207Z,2025-04-20T02:40:55Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5665831723,233,34,5665831727,286,,5665831721,236,,5665831641,140,85.3,5665831647,213,3.78,5665831643,141,96.6,5665831645,212,0.9,5665831639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631815,34,74,1,4,37,7c9knuwazz9k9449u5rnuuy5m,1,27.4,13.2,2025-04-20T02:40:51.208Z,2025-04-20T03:34:44Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5665831717,285,,5665831737,233,24,5665831715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631819,25,5,1,4,40,aj8ytsr2ap33tod0hd8ofzaw9,1,77.6,101.0,2025-04-20T02:40:54.639Z,2025-04-20T02:48:41Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5665831773,233,35,5665831757,347,,5665831755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631827,35,5,1,4,40,7c9knuwazz9k9449u5rnuuy5m,0,22.4,-1.0,2025-04-20T02:40:54.639Z,2025-04-20T05:37:47Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,,5665831767,347,,5665831765,56,Back,5665831789,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631957,26,1,1,5,2,aj8ytsr2ap33tod0hd8ofzaw9,0,83.7,100.0,2025-04-20T02:41:16.814Z,2025-04-20T02:41:22Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5665832479,140,91.4,5665832485,213,5.00,5665832487,1,,5665832483,212,28.1,5665832481,141,62.0,5665832477,56,Center,5665832475,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803631963,37,44,1,5,7,7c9knuwazz9k9449u5rnuuy5m,1,10.4,39.8,2025-04-20T02:41:21.277Z,2025-04-20T03:35:57Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5665832519,56,Back,5665832527,233,27,5665832521,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
