id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2809993973,387,1,2,45,7,ak0rmms5xl49w57i2rvid1tk9,1,66.2,10.1,2025-05-04T02:13:22.764Z,2025-05-04T03:15:17Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5700894257,56,Right,5700894259,140,58.2,5700894255,3,,5700894261,141,10.6,5700894265,213,3.10,5700894263,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809993985,388,1,2,45,8,ak0rmms5xl49w57i2rvid1tk9,1,58.2,10.6,2025-05-04T02:13:23.914Z,2025-05-04T02:13:25Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700894331,140,45.9,5700894329,56,Back,5700894337,213,3.06,5700894333,141,12.2,5700894335,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994035,389,1,2,45,9,ak0rmms5xl49w57i2rvid1tk9,1,45.9,12.2,2025-05-04T02:13:24.946Z,2025-05-04T02:13:30Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700894643,212,25.5,5700894641,141,47.0,5700894637,56,Back,5700894639,140,36.9,5700894645,213,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994059,390,1,2,45,14,ak0rmms5xl49w57i2rvid1tk9,1,45.5,55.1,2025-05-04T02:13:30.203Z,2025-05-04T02:13:33Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700894791,56,Left,5700894793,140,54.1,5700894799,213,1.23,5700894797,212,27.1,5700894795,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994083,391,1,2,45,17,ak0rmms5xl49w57i2rvid1tk9,1,52.9,89.9,2025-05-04T02:13:33.123Z,2025-05-04T02:13:35Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700894925,212,24.0,5700894923,141,63.9,5700894927,213,3.97,5700894919,56,Back,5700894921,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994139,392,1,2,45,21,ak0rmms5xl49w57i2rvid1tk9,0,39.1,65.4,2025-05-04T02:13:37.122Z,2025-05-04T02:13:41Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700895233,56,Left,5700895237,141,80.5,5700895243,213,0.22,5700895235,140,82.2,5700895245,1,,5700895231,155,,5700895241,212,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994157,401,1,2,45,25,2iwybwokic7nmr1t33abdbjoq,1,30.3,27.8,2025-05-04T02:13:41.490Z,2025-05-04T02:13:43Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700895369,3,,5700895371,56,Back,5700895375,141,31.1,5700895373,140,7.2,5700895379,213,3.05,5700895377,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994165,402,52,2,45,27,2iwybwokic7nmr1t33abdbjoq,1,7.2,31.1,2025-05-04T02:13:43.490Z,2025-05-04T09:03:35Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5701441731,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994317,403,1,2,45,49,2iwybwokic7nmr1t33abdbjoq,0,16.1,58.5,2025-05-04T02:14:05.129Z,2025-05-04T02:14:07Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700896391,141,84.0,5700896395,213,0.29,5700896385,56,Left,5700896383,199,,5700896397,1,,5700896393,212,59.8,5700896389,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994337,393,1,2,45,51,ak0rmms5xl49w57i2rvid1tk9,0,35.7,24.7,2025-05-04T02:14:07.433Z,2025-05-04T02:14:11Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700896545,56,Right,5700896555,213,5.53,5700896549,141,0.0,5700896547,140,53.5,5700896543,3,,5700896551,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994347,394,5,2,45,54,ak0rmms5xl49w57i2rvid1tk9,0,51.9,-1.1,2025-05-04T02:14:10.427Z,2025-05-04T03:36:25Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700897321,233,404,5700896611,56,Right,5700896613,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994467,404,5,2,45,54,2iwybwokic7nmr1t33abdbjoq,1,48.1,101.1,2025-05-04T02:14:10.427Z,2025-05-04T03:36:24Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700897317,233,394,5700897293,56,Back,5700897295,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994473,405,1,2,46,11,2iwybwokic7nmr1t33abdbjoq,1,49.7,100.0,2025-05-04T02:14:27.202Z,2025-05-04T02:14:29Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700897363,213,5.77,5700897351,56,Left,5700897361,212,11.1,5700897347,107,,5700897357,141,93.6,5700897353,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994495,406,1,2,46,14,2iwybwokic7nmr1t33abdbjoq,1,57.3,93.9,2025-05-04T02:14:30.001Z,2025-05-04T02:14:30Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700897455,141,95.4,5700897461,213,3.08,5700897449,56,Back,5700897459,212,17.0,5700897453,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994501,407,1,2,46,15,2iwybwokic7nmr1t33abdbjoq,1,41.1,95.4,2025-05-04T02:14:30.634Z,2025-05-04T02:14:31Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700897497,140,43.4,5700897499,141,82.2,5700897495,56,Back,5700897501,212,9.3,5700897503,213,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994511,408,1,2,46,15,2iwybwokic7nmr1t33abdbjoq,1,41.3,88.1,2025-05-04T02:14:31.361Z,2025-05-04T09:04:08Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5701442203,1,,5700897605,213,5.08,5700897603,212,33.3,5700897597,56,Center,5700897601,141,42.3,5700897599,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994575,409,1,2,46,17,2iwybwokic7nmr1t33abdbjoq,1,56.4,38.9,2025-05-04T02:14:33.441Z,2025-05-04T02:15:12Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700897953,213,5.40,5700897947,140,69.8,5700897949,141,13.9,5700897945,56,Right,5700897951,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994579,410,1,2,46,27,2iwybwokic7nmr1t33abdbjoq,1,74.2,18.4,2025-05-04T02:14:42.650Z,2025-05-04T02:14:44Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5700897973,56,Center,5700897977,141,26.9,5700897979,212,10.7,5700897975,140,65.6,5700897981,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994593,411,1,2,46,28,2iwybwokic7nmr1t33abdbjoq,1,65.3,30.2,2025-05-04T02:14:44.025Z,2025-05-04T02:14:45Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700898063,213,1.91,5700898059,141,39.7,5700898057,140,63.1,5700898061,212,6.9,5700898055,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994599,412,1,2,46,29,2iwybwokic7nmr1t33abdbjoq,1,63.1,39.7,2025-05-04T02:14:44.921Z,2025-05-04T02:14:45Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700898111,212,8.3,5700898109,141,27.5,5700898103,56,Center,5700898105,140,64.0,5700898113,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994617,413,1,2,46,30,2iwybwokic7nmr1t33abdbjoq,1,64.0,27.5,2025-05-04T02:14:45.633Z,2025-05-04T02:14:47Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700898199,56,Center,5700898205,212,15.8,5700898203,141,40.4,5700898207,213,2.55,5700898201,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994643,414,1,2,46,31,2iwybwokic7nmr1t33abdbjoq,1,51.5,40.4,2025-05-04T02:14:47.385Z,2025-05-04T02:14:50Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700898393,213,1.97,5700898389,212,15.8,5700898381,140,45.6,5700898377,56,Back,5700898385,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994663,415,1,2,46,34,2iwybwokic7nmr1t33abdbjoq,1,46.4,70.1,2025-05-04T02:14:50.378Z,2025-05-04T02:14:53Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700898491,212,15.5,5700898493,213,0.93,5700898489,141,88.4,5700898487,140,55.2,5700898485,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994671,416,1,2,46,37,2iwybwokic7nmr1t33abdbjoq,1,55.2,88.4,2025-05-04T02:14:53.057Z,2025-05-04T02:14:54Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700898551,141,82.2,5700898547,140,57.1,5700898543,56,Left,5700898553,212,4.7,5700898555,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994697,417,1,2,46,38,2iwybwokic7nmr1t33abdbjoq,1,57.1,82.2,2025-05-04T02:14:54.105Z,2025-05-04T02:14:57Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700898705,212,24.7,5700898707,213,3.89,5700898703,141,57.5,5700898699,56,Back,5700898701,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994773,418,1,2,46,41,2iwybwokic7nmr1t33abdbjoq,1,43.7,47.0,2025-05-04T02:14:57.465Z,2025-05-04T09:04:45Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700899059,56,Right,5700899061,140,62.5,5700899065,212,35.2,5700899067,213,5.31,5700899069,1,,5700899063,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994783,419,4,2,46,51,2iwybwokic7nmr1t33abdbjoq,1,66.5,22.1,2025-05-04T02:15:06.794Z,2025-05-04T03:25:26Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700899151,152,,5700899155,286,,5700899237,233,395,5700899153,265,,5700899147,13,,5700899149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809994791,395,4,2,46,51,ak0rmms5xl49w57i2rvid1tk9,0,33.5,77.9,2025-05-04T02:15:06.795Z,2025-05-04T03:25:27Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5700899223,285,,5700899217,56,Back,5700899219,152,,5700899221,265,,5700899261,233,419,5700899215,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995071,421,1,2,47,36,2iwybwokic7nmr1t33abdbjoq,0,71.4,21.9,2025-05-04T02:15:51.546Z,2025-05-04T09:05:06Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700900837,213,0.78,5700900831,140,100.0,5701443011,224,,5700900825,155,,5700900823,5,,5700900829,56,Center,5700900839,1,,5701443013,20,,5700900833,141,67.5,5700900835,212,44.1,5700900821,2,,5700900827,152,,,,,,,,,,,,,,,,,,,
2809995139,396,5,2,47,37,ak0rmms5xl49w57i2rvid1tk9,1,-1.3,35.7,2025-05-04T02:15:53.480Z,2025-05-04T03:36:25Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5700901231,56,Back,5700901233,346,,5700901253,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995119,422,5,2,47,37,2iwybwokic7nmr1t33abdbjoq,0,101.3,64.3,2025-05-04T02:15:53.480Z,2025-05-04T03:36:25Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700901271,233,396,5700901095,346,,5700901093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995153,397,43,2,47,49,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T02:16:05.116Z,2025-05-04T03:15:43Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700901325,56,Back,5700901331,212,7.7,5700901323,124,0,5701027309,144,1,5700901327,140,1.3,5700901329,141,47.9,5700901337,237,0,5700901333,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995155,398,1,2,47,51,ak0rmms5xl49w57i2rvid1tk9,1,1.3,47.9,2025-05-04T02:16:07.281Z,2025-05-04T03:15:48Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700901341,56,Back,5700901345,141,35.4,5701027515,124,,5700901347,212,8.9,5700901349,213,5.00,5700901343,140,3.7,5701027517,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995173,399,1,2,47,52,ak0rmms5xl49w57i2rvid1tk9,1,3.7,35.4,2025-05-04T02:16:07.849Z,2025-05-04T03:15:50Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700901459,141,18.9,5700901457,140,20.0,5700901461,212,20.5,5700901455,56,Back,5700901463,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995181,400,1,2,47,54,ak0rmms5xl49w57i2rvid1tk9,1,20.0,18.9,2025-05-04T02:16:10.024Z,2025-05-04T02:16:11Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700901479,56,Back,5700901483,141,31.0,5700901487,213,1.70,5700901485,212,8.3,5700901481,140,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995191,401,1,2,47,55,ak0rmms5xl49w57i2rvid1tk9,0,19.0,31.0,2025-05-04T02:16:10.855Z,2025-05-04T02:16:11Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700901519,140,32.3,5700901517,56,Back,5700901525,213,5.63,5700901521,141,15.2,5700901523,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995207,424,1,2,47,57,2iwybwokic7nmr1t33abdbjoq,1,58.4,71.0,2025-05-04T02:16:12.960Z,2025-05-04T02:16:16Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700901695,213,4.34,5700901687,56,Center,5700901693,212,17.1,5700901691,141,47.6,5700901689,140,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995225,425,1,2,48,0,2iwybwokic7nmr1t33abdbjoq,1,61.1,35.5,2025-05-04T02:16:16.401Z,2025-05-04T02:16:19Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700901811,141,23.9,5700901803,56,Center,5700901815,212,11.4,5700901807,140,53.2,5700901817,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995253,426,1,2,48,3,2iwybwokic7nmr1t33abdbjoq,1,54.0,34.3,2025-05-04T02:16:19.449Z,2025-05-04T02:16:22Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700901983,140,46.9,5700901987,212,19.1,5700901985,141,60.2,5700901981,56,Back,5700901991,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995263,427,1,2,48,7,2iwybwokic7nmr1t33abdbjoq,1,54.8,70.4,2025-05-04T02:16:22.640Z,2025-05-04T02:16:25Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700902055,213,1.02,5700902053,212,18.7,5700902047,56,Left,5700902049,140,64.2,5700902051,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995291,428,1,2,48,9,2iwybwokic7nmr1t33abdbjoq,1,64.2,93.8,2025-05-04T02:16:24.793Z,2025-05-04T02:16:27Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700902241,141,84.8,5700902243,212,6.6,5700902239,140,61.8,5700902245,213,4.32,5700902235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995319,429,1,2,48,11,2iwybwokic7nmr1t33abdbjoq,1,58.1,74.6,2025-05-04T02:16:27.489Z,2025-05-04T02:16:32Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700902445,213,4.05,5700902441,141,51.0,5700902443,212,20.4,5700902437,56,Back,5700902439,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995345,430,1,2,48,16,2iwybwokic7nmr1t33abdbjoq,1,44.2,44.0,2025-05-04T02:16:32.330Z,2025-05-04T02:16:36Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700902585,213,1.56,5700902583,212,23.7,5700902581,141,78.9,5700902577,56,Back,5700902579,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995397,431,1,2,48,20,2iwybwokic7nmr1t33abdbjoq,1,42.0,76.8,2025-05-04T02:16:35.945Z,2025-05-04T02:16:43Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700902851,141,45.1,5700902843,56,Back,5700902853,212,22.0,5700902847,140,38.0,5700902855,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995419,432,1,2,48,27,2iwybwokic7nmr1t33abdbjoq,0,53.6,40.4,2025-05-04T02:16:43.225Z,2025-05-04T02:16:45Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700903007,212,35.7,5700903009,213,0.15,5700903003,140,87.2,5700903005,141,48.4,5700902999,155,,5700903001,56,Center,5700903011,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995415,402,52,2,48,30,ak0rmms5xl49w57i2rvid1tk9,1,13.3,55.8,2025-05-04T02:16:45.592Z,2025-05-04T09:05:36Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5701443297,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995511,404,1,2,48,40,ak0rmms5xl49w57i2rvid1tk9,1,18.0,47.5,2025-05-04T02:16:55.814Z,2025-05-04T02:17:02Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700903519,155,,5700903521,56,Back,5700903531,1,,5700903525,141,93.8,5700903529,213,1.18,5700903527,212,34.0,5700903523,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995531,405,1,2,48,47,ak0rmms5xl49w57i2rvid1tk9,1,35.7,94.7,2025-05-04T02:17:03.231Z,2025-05-04T02:17:04Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700903651,213,4.13,5700903645,140,27.5,5700903643,56,Back,5700903647,141,75.6,5700903649,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995545,406,1,2,48,48,ak0rmms5xl49w57i2rvid1tk9,1,27.5,75.6,2025-05-04T02:17:04.031Z,2025-05-04T02:17:07Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700903735,140,25.5,5700903733,56,Back,5700903739,212,17.1,5700903737,141,50.6,5700903741,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995565,407,1,2,48,51,ak0rmms5xl49w57i2rvid1tk9,1,25.3,39.5,2025-05-04T02:17:07.319Z,2025-05-04T03:16:25Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5700903923,141,14.1,5700903921,140,24.1,5700903927,213,4.64,5700903919,56,Back,5700903925,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995583,408,1,2,48,56,ak0rmms5xl49w57i2rvid1tk9,1,24.0,14.1,2025-05-04T02:17:12.502Z,2025-05-04T02:17:13Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700904005,213,1.78,5700904003,212,14.7,5700904001,141,35.2,5700903999,140,21.1,5700903997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995585,409,1,2,48,58,ak0rmms5xl49w57i2rvid1tk9,1,21.1,35.2,2025-05-04T02:17:13.702Z,2025-05-04T02:17:14Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5700904029,141,66.9,5700904027,140,2.3,5700904025,56,Back,5700904033,213,2.31,5700904031,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995601,410,1,2,48,59,ak0rmms5xl49w57i2rvid1tk9,1,2.3,66.9,2025-05-04T02:17:14.734Z,2025-05-04T02:17:19Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700904199,213,1.15,5700904197,212,13.2,5700904193,140,7.4,5700904191,56,Back,5700904195,141,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995635,411,1,2,49,3,ak0rmms5xl49w57i2rvid1tk9,0,12.2,96.0,2025-05-04T02:17:18.846Z,2025-05-04T02:17:24Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700904331,157,,5700904341,213,6.05,5700904335,140,46.6,5700904333,56,Back,5700904339,212,37.1,5700904337,141,83.3,5700904343,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995629,433,44,2,49,6,2iwybwokic7nmr1t33abdbjoq,1,55.5,13.2,2025-05-04T02:17:21.785Z,2025-05-04T03:41:58Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700904311,286,,5700904415,233,412,5700904309,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995639,412,44,2,49,6,ak0rmms5xl49w57i2rvid1tk9,0,44.5,86.8,2025-05-04T02:17:21.786Z,2025-05-04T03:41:59Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5700904441,233,433,5700904361,56,Back,5700904363,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995643,434,61,2,49,6,2iwybwokic7nmr1t33abdbjoq,1,59.1,7.3,2025-05-04T02:17:22.177Z,2025-05-04T09:06:10Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700904371,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995651,435,1,2,49,8,2iwybwokic7nmr1t33abdbjoq,1,61.9,12.8,2025-05-04T02:17:23.544Z,2025-05-04T02:17:25Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700904451,140,67.5,5700904453,141,4.3,5700904457,213,5.51,5700904449,56,Right,5700904455,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995671,437,1,2,49,10,2iwybwokic7nmr1t33abdbjoq,1,67.5,4.3,2025-05-04T02:17:26.001Z,2025-05-04T09:06:24Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700904603,213,1.09,5700904601,212,23.8,5700904597,140,78.0,5700904599,141,35.3,5700904595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995665,413,43,2,49,13,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T02:17:29.430Z,2025-05-04T02:17:35Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700904785,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995677,438,61,2,49,14,2iwybwokic7nmr1t33abdbjoq,0,78.7,35.3,2025-05-04T02:17:29.961Z,2025-05-04T02:17:30Z,4x3md4d2zvyvxlhtqp0ocvmqx,R. Cabral,,,5700904627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995751,415,1,2,49,18,ak0rmms5xl49w57i2rvid1tk9,1,9.1,49.6,2025-05-04T02:17:33.598Z,2025-05-04T03:17:06Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700905037,189,,5700905017,56,Back,5700905019,140,18.7,5700905021,141,39.4,5700905025,213,5.68,5700905023,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995757,416,1,2,49,26,ak0rmms5xl49w57i2rvid1tk9,0,23.1,37.6,2025-05-04T02:17:42.159Z,2025-05-04T03:17:15Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700905067,140,25.9,5700905069,141,33.9,5700905071,212,3.9,5700905073,213,5.58,5700905065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809999763,510,8,2,49,27,2iwybwokic7nmr1t33abdbjoq,1,71.5,76.2,2025-05-04T02:17:43.111Z,2025-05-04T09:06:43Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700927611,56,Center,5701444347,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995775,417,1,2,49,31,ak0rmms5xl49w57i2rvid1tk9,1,36.3,44.6,2025-05-04T02:17:47.134Z,2025-05-04T02:17:48Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5700905201,213,5.68,5700905191,157,,5700905195,140,73.0,5700905203,1,,5700905193,56,Right,5700905199,212,46.8,5700905197,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995767,439,43,2,49,31,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-04T02:17:47.409Z,2025-05-04T02:30:29Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700927715,144,74,5700905143,285,0,5700905141,56,Center,5700905179,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809995787,418,1,2,49,32,ak0rmms5xl49w57i2rvid1tk9,0,71.7,9.0,2025-05-04T02:17:48.374Z,2025-05-04T02:17:53Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700905259,3,,5700905261,56,Center,5700905265,141,33.6,5700905263,140,91.2,5700905267,212,26.4,5700905269,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
