id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2809924647,1,34,16,0,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T00:24:53.652Z,2025-05-04T05:05:20Z,,,,,5700506363,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5700602355,194,7i29w1zl3m6xdnurdll08jsvd,5700647875,197,28293,5700506361,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5700506355,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5700506353,30,"8m19c2e0raanzp3dzf7aaf6jt, 2h53fzt0ubszmkuwfnez8n622, b9lt0sfts2zxf2ali8vpf0pn9, cnqxbvy77blk2ulx06t65it49, 7i29w1zl3m6xdnurdll08jsvd, dqekbs06e79n3vapj437pwyc, rtca480n5ehey5ffvt8nudck, drbcpa8qvrgin42q3it10nieh, 4ccmn07kk0thmg6apfxgivmc5, 6eqvj5hboqw5c21ofhsgo4p9l, cfx7vo0kbjvcly2nf1b7papsk, duuhalibp64gdz6nub5ub0ovd, ody1ty0csq2lnatvjwdrrv11, dio84sg1k4gsedcpordxs69lg, 3djjepgynp4qnhgvvqh9oa1ka, bym89mq8vrfb8756rddemyzh0, dokvihfznn6m11rcoonhp589g, 3ljxfq84ubqzlooixppmpfdd6, 39t59x9q2xumbn2hphk7urp7u, caeg1a6mrwrgknibgyjq66jh0",5700506357,59,"24, 3, 14, 21, 5, 23, 17, 10, 77, 22, 20, 1, 7, 11, 18, 19, 25, 27, 33, 80",5700506359,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809924713,1,34,16,0,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-04T00:24:59.310Z,2025-05-04T07:27:34Z,,,,,5700506757,59,"1, 2, 34, 17, 51, 6, 8, 10, 9, 7, 29, 13, 15, 19, 22, 35, 38, 88, 91",5700506759,130,4,5700506753,30,"7y56spdjsagw833hgo5ranvf9, 9xjixcn3jhf7m75dl49u0qe7e, 3csngjh4kjgpkfayppiwfbw2c, 39jhew6iao7uriko5shx2tnje, e23yyl43xtcve09dx234uuj8, 74rnjizxzn5a0oag6sue0ja7e, 6ahu72g0u39bxbjiz7ggefai1, 74bhj4xi5zgq6evsr4c766p04, c0of0cn2tec0yn2vtwdqgxxpl, 6dpxvfpnaua6y4gevop02qc8a, 6naqq6f6acfec3zh2msuxrmqd, cdaayu6d9xzn4gyn5jg5p6vl6, cxm5xmc7zajd0j1zirav6q2qy, 2lpjr3oys0s0u2pnhut8epqwa, 6m158yzashjy4y3dcbresua22, 70zee6haaisqkez4xxnaa7klw, dt8nthxqalx3bhz723zdty39w, bb524gi3hf6soharvgp7bumtw, 4x3md4d2zvyvxlhtqp0ocvmqx",5700506755,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5700506761,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5700648431,194,74rnjizxzn5a0oag6sue0ja7e,5700506765,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5700506763,197,24964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809949887,2,32,1,0,0,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T01:07:34.817Z,2025-05-04T07:10:37Z,,,,,5700654525,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809949875,2,32,1,0,0,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-04T01:07:34.817Z,2025-05-04T01:07:35Z,,,,,5700654465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809949913,3,1,1,0,0,2iwybwokic7nmr1t33abdbjoq,1,49.9,50.0,2025-05-04T01:07:35.149Z,2025-05-04T02:08:42Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700654697,140,26.6,5700654699,141,57.2,5700654705,279,S,5700654695,56,Back,5700654703,213,2.94,5700654701,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809949915,4,1,1,0,2,2iwybwokic7nmr1t33abdbjoq,0,26.9,56.0,2025-05-04T01:07:37.506Z,2025-05-04T02:08:52Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700654709,157,,5700654729,1,,5700654721,212,2.5,5700654711,56,Back,5700654713,140,29.3,5700654717,141,56.4,5700654725,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809949949,3,61,1,0,7,ak0rmms5xl49w57i2rvid1tk9,1,63.8,42.2,2025-05-04T01:07:42.110Z,2025-05-04T02:01:26Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5700654873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950133,4,5,1,0,8,ak0rmms5xl49w57i2rvid1tk9,0,74.2,101.6,2025-05-04T01:07:42.818Z,2025-05-04T03:36:01Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700655849,347,,5700655847,56,Left,5701053185,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950091,5,5,1,0,8,2iwybwokic7nmr1t33abdbjoq,1,25.8,-1.6,2025-05-04T01:07:42.818Z,2025-05-04T03:29:35Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700655643,347,,5700655641,56,Back,5701053171,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950125,6,1,1,0,18,2iwybwokic7nmr1t33abdbjoq,1,34.0,0.0,2025-05-04T01:07:53.425Z,2025-05-04T07:21:35Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700655823,1,,5700655811,107,,5700655815,140,52.7,5700655821,213,0.45,5700655813,56,Right,5700655819,212,21.9,5700655817,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950141,7,44,1,0,19,2iwybwokic7nmr1t33abdbjoq,1,54.4,11.7,2025-05-04T01:07:54.600Z,2025-05-04T08:52:48Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5700656009,233,5,5700655875,286,,5700655873,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950157,5,44,1,0,19,ak0rmms5xl49w57i2rvid1tk9,0,45.6,88.3,2025-05-04T01:07:54.601Z,2025-05-04T07:21:53Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700655991,233,7,5700655961,56,Back,5700655963,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810073681,731,1,1,0,19,2iwybwokic7nmr1t33abdbjoq,0,53.4,12.1,2025-05-04T01:07:54.764Z,2025-05-04T07:21:50Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5701306581,168,,5701306591,213,0.43,5701306583,56,Right,5701306589,212,2.8,5701306587,141,13.8,5701306579,3,,5701306585,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950209,6,61,1,0,19,ak0rmms5xl49w57i2rvid1tk9,1,43.6,89.0,2025-05-04T01:07:54.794Z,2025-05-04T07:21:59Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700656273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950217,7,1,1,0,24,ak0rmms5xl49w57i2rvid1tk9,1,39.6,76.1,2025-05-04T01:07:59.210Z,2025-05-04T01:08:02Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700656303,157,,5700656309,141,80.6,5700656307,140,69.7,5700656321,1,,5700656313,212,31.8,5700656317,213,0.10,5700656305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950241,8,1,1,0,26,ak0rmms5xl49w57i2rvid1tk9,0,70.0,81.1,2025-05-04T01:08:01.739Z,2025-05-04T07:22:16Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5700656429,140,75.3,5700656427,56,Center,5700656435,213,5.04,5700656431,141,56.7,5700656433,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950283,8,1,1,0,29,2iwybwokic7nmr1t33abdbjoq,1,20.9,56.4,2025-05-04T01:08:04.377Z,2025-05-04T07:22:35Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700656729,140,25.5,5700656727,56,Back,5700656735,213,5.44,5700656731,141,48.5,5700656733,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950349,10,1,1,0,31,2iwybwokic7nmr1t33abdbjoq,1,29.4,53.7,2025-05-04T01:08:06.521Z,2025-05-04T01:08:10Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700657029,140,34.1,5700657035,213,1.37,5700657025,56,Back,5700657031,141,89.4,5700657033,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950387,11,1,1,0,35,2iwybwokic7nmr1t33abdbjoq,1,33.1,89.9,2025-05-04T01:08:10.065Z,2025-05-04T01:08:12Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700657185,56,Back,5700657193,213,3.37,5700657191,212,14.2,5700657187,140,19.9,5700657189,141,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950439,12,1,1,0,37,2iwybwokic7nmr1t33abdbjoq,1,14.2,83.9,2025-05-04T01:08:12.569Z,2025-05-04T01:08:15Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700657467,141,67.2,5700657465,140,9.6,5700657473,212,12.3,5700657479,213,4.31,5700657461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950485,13,1,1,0,40,2iwybwokic7nmr1t33abdbjoq,1,10.8,65.1,2025-05-04T01:08:15.138Z,2025-05-04T01:08:19Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700657789,157,,5700657801,1,,5700657793,140,40.4,5700657797,212,51.7,5700657799,213,5.36,5700657795,141,4.4,5700657791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950497,14,1,1,0,44,2iwybwokic7nmr1t33abdbjoq,0,40.4,4.4,2025-05-04T01:08:19.281Z,2025-05-04T01:08:20Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5700657833,212,10.4,5700657831,141,7.4,5700657897,156,,5700657827,56,Back,5700657829,140,30.7,5700657835,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950577,10,1,1,0,47,ak0rmms5xl49w57i2rvid1tk9,1,66.0,90.9,2025-05-04T01:08:22.682Z,2025-05-04T01:09:08Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5700658197,212,21.4,5700658185,56,Back,5700658195,141,81.1,5700658191,140,46.6,5700658201,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950629,11,1,1,0,49,ak0rmms5xl49w57i2rvid1tk9,1,46.6,81.1,2025-05-04T01:08:24.066Z,2025-05-04T01:08:27Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700658519,141,63.4,5700658515,140,37.2,5700658511,56,Back,5700658527,213,4.03,5700658523,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950701,12,1,1,0,54,ak0rmms5xl49w57i2rvid1tk9,1,36.3,60.0,2025-05-04T01:08:29.267Z,2025-05-04T01:08:32Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700658891,56,Back,5700658897,140,35.2,5700658909,213,4.65,5700658901,141,32.2,5700658905,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950831,13,1,1,0,57,ak0rmms5xl49w57i2rvid1tk9,1,36.8,32.8,2025-05-04T01:08:31.961Z,2025-05-04T01:08:39Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700659651,213,6.03,5700659641,155,,5700659645,140,94.2,5700659643,56,Right,5700659653,1,,5700659647,141,9.7,5700659649,212,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950835,14,1,1,1,3,ak0rmms5xl49w57i2rvid1tk9,0,95.3,8.8,2025-05-04T01:08:37.982Z,2025-05-04T07:23:28Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700659681,140,95.6,5700659737,233,15,5700659745,286,,5700659687,213,1.42,5701310543,224,,5700659677,155,,5701310545,20,,5700659733,236,,5700659683,141,11.9,5700659679,56,Right,5700659685,212,2.1,5700659675,2,,,,,,,,,,,,,,,,,,,
2809950805,15,12,1,1,3,2iwybwokic7nmr1t33abdbjoq,1,13.1,87.8,2025-05-04T01:08:38.082Z,2025-05-04T01:08:41Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700659507,56,Back,5700659799,233,14,5700659505,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950911,15,45,1,1,7,ak0rmms5xl49w57i2rvid1tk9,0,87.9,21.1,2025-05-04T01:08:42.234Z,2025-05-04T03:25:53Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700660095,286,,5700660093,56,Right,5700660187,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950895,16,3,1,1,7,2iwybwokic7nmr1t33abdbjoq,1,12.1,78.9,2025-05-04T01:08:42.234Z,2025-05-04T07:23:47Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700659999,56,Back,5700660139,233,15,5701311253,464,,5700660001,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809950973,18,1,1,1,8,2iwybwokic7nmr1t33abdbjoq,1,14.8,82.5,2025-05-04T01:08:43.369Z,2025-05-04T01:08:47Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700660465,140,29.9,5700660469,212,16.9,5700660467,141,91.2,5700660463,56,Back,5700660471,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951057,19,1,1,1,12,2iwybwokic7nmr1t33abdbjoq,1,24.5,88.8,2025-05-04T01:08:47.777Z,2025-05-04T01:08:53Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700660941,212,8.1,5700660943,213,3.94,5700660931,56,Back,5700660939,141,80.3,5700660935,140,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951083,20,1,1,1,18,2iwybwokic7nmr1t33abdbjoq,0,19.1,80.3,2025-05-04T01:08:53.610Z,2025-05-04T02:11:40Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700661113,212,1.2,5700661111,141,80.0,5700661115,213,6.11,5700661109,140,20.2,5700661107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951097,21,4,1,1,19,2iwybwokic7nmr1t33abdbjoq,1,21.6,80.2,2025-05-04T01:08:54.432Z,2025-05-04T01:09:01Z,,,,,5700661409,233,16,5700661403,285,,5700661401,152,,5700661397,56,Back,5700661393,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951071,16,4,1,1,19,ak0rmms5xl49w57i2rvid1tk9,0,78.4,19.8,2025-05-04T01:08:54.433Z,2025-05-04T03:45:06Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5700661235,286,,5700661231,152,,5700661225,10,,5700661589,233,21,5700661229,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951329,22,1,1,1,38,2iwybwokic7nmr1t33abdbjoq,1,19.9,75.5,2025-05-04T01:09:13.377Z,2025-05-04T07:26:30Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700662595,152,,5700662601,140,25.1,5700662599,56,Back,5700662605,212,8.2,5700662603,141,66.5,5700662591,5,,5700662607,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951399,23,1,1,1,40,2iwybwokic7nmr1t33abdbjoq,1,25.4,68.3,2025-05-04T01:09:14.817Z,2025-05-04T01:09:19Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700663027,141,80.7,5700663023,56,Back,5700663025,140,17.1,5700663033,213,2.37,5700663031,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951447,24,1,1,1,44,2iwybwokic7nmr1t33abdbjoq,1,21.0,87.0,2025-05-04T01:09:18.853Z,2025-05-04T01:09:21Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700663255,212,10.0,5700663257,213,0.65,5700663249,56,Back,5700663253,141,95.9,5700663251,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951469,25,1,1,1,46,2iwybwokic7nmr1t33abdbjoq,1,28.6,95.9,2025-05-04T01:09:21.137Z,2025-05-04T02:12:14Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700663419,213,4.33,5700663417,212,43.8,5700663415,141,36.1,5700663665,1,,5700663409,56,Back,5700663411,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951573,26,1,1,1,50,2iwybwokic7nmr1t33abdbjoq,1,23.5,41.0,2025-05-04T01:09:25.153Z,2025-05-04T01:09:27Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700663975,212,12.0,5700663977,213,1.18,5700663973,141,57.3,5700663971,140,27.9,5700663969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951655,27,1,1,1,52,2iwybwokic7nmr1t33abdbjoq,1,29.6,65.4,2025-05-04T01:09:27.530Z,2025-05-04T01:09:30Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700664393,141,95.6,5700664389,140,35.1,5700664383,56,Back,5700664397,213,1.30,5700664395,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951717,28,1,1,1,55,2iwybwokic7nmr1t33abdbjoq,1,35.1,95.6,2025-05-04T01:09:30.697Z,2025-05-04T01:09:33Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700664675,141,84.6,5700664683,213,4.97,5700664679,212,7.7,5700664671,56,Back,5700664673,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951747,29,1,1,1,58,2iwybwokic7nmr1t33abdbjoq,1,32.7,85.7,2025-05-04T01:09:33.505Z,2025-05-04T01:09:36Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700664879,213,4.67,5700664877,212,14.5,5700664871,56,Back,5700664873,140,32.1,5700664875,141,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951821,30,1,1,2,1,2iwybwokic7nmr1t33abdbjoq,1,31.9,60.6,2025-05-04T01:09:36.738Z,2025-05-04T01:09:41Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700665363,212,25.7,5700665361,141,25.7,5700665365,213,5.11,5700665357,56,Back,5700665359,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951947,31,1,1,2,6,2iwybwokic7nmr1t33abdbjoq,0,50.2,22.4,2025-05-04T01:09:41.506Z,2025-05-04T01:09:51Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700666039,213,0.27,5700666037,212,31.9,5700666033,140,79.5,5700666035,141,34.9,5700666031,56,Center,5700666029,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951875,17,43,1,2,12,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T01:09:47.072Z,2025-05-04T02:05:23Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700874269,144,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951951,18,52,1,2,16,ak0rmms5xl49w57i2rvid1tk9,1,13.6,52.7,2025-05-04T01:09:51.288Z,2025-05-04T07:27:41Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5701320433,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809951959,19,1,1,2,16,ak0rmms5xl49w57i2rvid1tk9,1,13.6,52.7,2025-05-04T01:09:51.739Z,2025-05-04T01:09:54Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700666081,56,Back,5700666141,287,,5700666079,123,,5700666087,212,37.3,5700666089,213,5.33,5700666083,140,34.2,5700666277,1,,5700666085,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952047,20,1,1,2,19,ak0rmms5xl49w57i2rvid1tk9,1,34.2,8.0,2025-05-04T01:09:54.129Z,2025-05-04T02:05:32Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700666551,141,16.5,5700666547,56,Back,5700666549,140,23.2,5700666553,212,12.9,5700666555,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952107,21,1,1,2,21,ak0rmms5xl49w57i2rvid1tk9,1,23.2,16.5,2025-05-04T01:09:56.593Z,2025-05-04T01:09:59Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700666865,140,5.0,5700666863,56,Back,5700666867,141,41.8,5700666869,212,25.7,5700666871,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952151,22,1,1,2,24,ak0rmms5xl49w57i2rvid1tk9,1,6.3,42.7,2025-05-04T01:09:59.768Z,2025-05-04T07:27:56Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5700667163,213,0.78,5700667165,1,,5701320947,155,,5700667155,56,Back,5700667161,212,47.7,5700667157,140,38.6,5700667159,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952165,23,1,1,2,28,ak0rmms5xl49w57i2rvid1tk9,0,38.6,92.1,2025-05-04T01:10:03.137Z,2025-05-04T01:10:03Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700667245,212,10.9,5700667235,3,,5700667241,140,48.9,5700667243,141,94.4,5700667247,213,0.14,5700667239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952319,33,1,1,2,29,2iwybwokic7nmr1t33abdbjoq,1,57.9,9.5,2025-05-04T01:10:04.321Z,2025-05-04T01:10:12Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700668051,212,9.6,5700668045,56,Right,5700668053,213,6.23,5700668047,140,67.0,5700668049,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952279,24,83,1,2,35,ak0rmms5xl49w57i2rvid1tk9,0,34.5,89.7,2025-05-04T01:10:10.207Z,2025-05-04T01:10:15Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700668303,399,6ahu72g0u39bxbjiz7ggefai1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952357,34,1,1,2,37,2iwybwokic7nmr1t33abdbjoq,1,66.3,13.7,2025-05-04T01:10:12.057Z,2025-05-04T01:10:15Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700668245,140,74.0,5700668255,212,10.2,5700668257,213,5.63,5700668241,56,Right,5700668251,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952393,35,1,1,2,41,2iwybwokic7nmr1t33abdbjoq,1,66.4,4.7,2025-05-04T01:10:16.193Z,2025-05-04T01:10:17Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700668493,140,60.8,5700668491,56,Center,5700668497,212,13.2,5700668499,213,2.03,5700668495,141,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952439,36,1,1,2,42,2iwybwokic7nmr1t33abdbjoq,1,60.8,22.0,2025-05-04T01:10:17.289Z,2025-05-04T01:10:19Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700668737,141,46.1,5700668743,212,16.5,5700668747,213,1.47,5700668731,140,62.4,5700668727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952499,37,1,1,2,44,2iwybwokic7nmr1t33abdbjoq,1,57.2,47.9,2025-05-04T01:10:19.705Z,2025-05-04T01:10:22Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700669041,56,Left,5700669049,213,1.42,5700669047,212,28.1,5700669043,140,61.2,5700669045,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952557,38,1,1,2,47,2iwybwokic7nmr1t33abdbjoq,1,59.0,88.5,2025-05-04T01:10:22.633Z,2025-05-04T01:10:26Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700669345,141,77.1,5700669343,140,56.0,5700669349,213,4.33,5700669347,212,8.4,5700669341,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952647,39,1,1,2,51,2iwybwokic7nmr1t33abdbjoq,1,55.1,72.8,2025-05-04T01:10:25.817Z,2025-05-04T01:10:31Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700669871,212,15.6,5700669873,213,3.36,5700669869,141,67.8,5700669867,140,40.6,5700669865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952663,40,1,1,2,56,2iwybwokic7nmr1t33abdbjoq,1,40.4,61.2,2025-05-04T01:10:31.145Z,2025-05-04T01:10:32Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700669963,56,Back,5700669967,141,26.8,5700669969,212,23.6,5700669971,213,4.83,5700669965,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
