id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value
2803502083,27,44,1,2,45,ck22dnk93ng8ax7wonlff7yms,0,60.6,35.6,2025-04-19T23:09:46.800Z,2025-04-20T01:54:49Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665103589,56,Center,5665103787,233,34,5665103591,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502111,35,61,1,2,45,kfq8fhwnmycbtad1u0fyefx0,1,38.2,70.9,2025-04-19T23:09:46.840Z,2025-04-20T01:44:48Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665103713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502119,28,1,1,2,46,ck22dnk93ng8ax7wonlff7yms,1,58.3,40.4,2025-04-19T23:09:48.150Z,2025-04-20T01:44:33Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665103775,213,2.98,5665103773,212,19.9,5665103771,141,45.2,5665103769,140,39.6,5665103767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502187,30,1,1,2,51,ck22dnk93ng8ax7wonlff7yms,1,37.3,46.1,2025-04-19T23:09:52.166Z,2025-04-19T23:59:04Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665104191,56,Back,5665104193,140,41.1,5665104199,213,4.97,5665104197,212,15.9,5665104195,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502249,31,1,1,2,55,ck22dnk93ng8ax7wonlff7yms,1,40.7,26.4,2025-04-19T23:09:56.687Z,2025-04-19T23:10:02Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665104575,213,2.58,5665104571,141,38.8,5665104569,140,27.9,5665104573,212,15.9,5665104567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502261,32,1,1,3,1,ck22dnk93ng8ax7wonlff7yms,1,26.5,39.7,2025-04-19T23:10:02.670Z,2025-04-19T23:10:04Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665104661,56,Back,5665104663,140,36.0,5665104669,213,5.66,5665104667,212,12.3,5665104665,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502279,33,1,1,3,2,ck22dnk93ng8ax7wonlff7yms,1,36.0,29.2,2025-04-19T23:10:03.710Z,2025-04-19T23:10:06Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665104761,141,51.2,5665104763,212,15.0,5665104757,56,Back,5665104765,213,1.50,5665104759,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502323,34,1,1,3,6,ck22dnk93ng8ax7wonlff7yms,1,40.5,63.0,2025-04-19T23:10:07.446Z,2025-04-19T23:10:10Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665105045,213,0.51,5665105037,56,Center,5665105039,140,56.9,5665105043,212,19.7,5665105041,141,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502345,35,1,1,3,9,ck22dnk93ng8ax7wonlff7yms,1,63.6,80.8,2025-04-19T23:10:10.605Z,2025-04-19T23:10:12Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665105147,56,Left,5665105151,140,72.8,5665105155,141,89.7,5665105157,212,11.4,5665105159,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502375,36,1,1,3,11,ck22dnk93ng8ax7wonlff7yms,1,72.5,91.2,2025-04-19T23:10:12.653Z,2025-04-19T23:10:15Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665105307,140,60.2,5665105313,213,3.67,5665105305,56,Left,5665105311,212,15.0,5665105309,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502439,37,1,1,3,14,ck22dnk93ng8ax7wonlff7yms,1,62.0,79.3,2025-04-19T23:10:15.766Z,2025-04-19T23:10:19Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665105663,213,2.50,5665105661,212,7.5,5665105657,140,56.3,5665105655,56,Left,5665105659,141,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502467,38,1,1,3,18,ck22dnk93ng8ax7wonlff7yms,1,56.0,79.0,2025-04-19T23:10:19.622Z,2025-04-19T23:10:21Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665105793,140,48.3,5665105791,56,Back,5665105795,141,55.5,5665105797,212,17.9,5665105799,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502493,39,1,1,3,20,ck22dnk93ng8ax7wonlff7yms,1,47.0,55.4,2025-04-19T23:10:21.557Z,2025-04-19T23:10:24Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665105971,213,5.41,5665105969,212,12.0,5665105967,141,41.9,5665105965,140,54.3,5665105963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502519,40,1,1,3,23,ck22dnk93ng8ax7wonlff7yms,1,54.3,41.9,2025-04-19T23:10:24.253Z,2025-04-19T23:10:26Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665106099,212,22.1,5665106095,140,69.5,5665106097,141,19.4,5665106093,56,Right,5665106101,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502539,41,1,1,3,25,ck22dnk93ng8ax7wonlff7yms,1,67.3,20.0,2025-04-19T23:10:26.230Z,2025-04-19T23:10:28Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5665106225,212,13.0,5665106227,213,5.97,5665106219,56,Right,5665106223,141,14.1,5665106221,140,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502545,42,3,1,3,27,ck22dnk93ng8ax7wonlff7yms,0,80.4,15.6,2025-04-19T23:10:28.437Z,2025-04-19T23:10:37Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665106581,233,36,5665106257,286,,5665106255,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502597,36,7,1,3,27,kfq8fhwnmycbtad1u0fyefx0,1,19.6,84.4,2025-04-19T23:10:28.438Z,2025-04-19T23:10:36Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665106555,167,,5665106557,56,Back,5665106559,285,,5665106575,233,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502633,37,5,1,3,29,kfq8fhwnmycbtad1u0fyefx0,0,19.3,101.8,2025-04-19T23:10:30.501Z,2025-04-20T01:53:39Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665106765,347,,5665106977,233,43,5665106763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502667,43,5,1,3,29,ck22dnk93ng8ax7wonlff7yms,1,80.7,-1.8,2025-04-19T23:10:30.501Z,2025-04-20T01:53:38Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665106921,56,Right,5665106923,347,,5665106949,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502725,44,1,1,3,37,ck22dnk93ng8ax7wonlff7yms,1,77.2,0.0,2025-04-19T23:10:39.005Z,2025-04-19T23:10:45Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665107251,213,2.63,5665107271,189,,5665107241,107,,5665107249,212,16.2,5665107245,140,63.7,5665107247,141,10.0,5665107243,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502757,45,1,1,3,44,ck22dnk93ng8ax7wonlff7yms,1,57.8,12.9,2025-04-19T23:10:45.974Z,2025-04-19T23:10:48Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665107413,56,Back,5665107421,213,2.44,5665107419,212,19.5,5665107415,140,43.6,5665107417,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502817,46,1,1,3,46,ck22dnk93ng8ax7wonlff7yms,1,42.6,36.6,2025-04-19T23:10:48.118Z,2025-04-19T23:10:53Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665107803,56,Back,5665107807,140,45.9,5665107811,141,70.3,5665107815,213,1.42,5665107813,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502991,47,1,1,3,51,ck22dnk93ng8ax7wonlff7yms,1,53.6,65.7,2025-04-19T23:10:53.151Z,2025-04-19T23:11:10Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665108779,213,4.21,5665108775,141,43.7,5665108777,212,17.1,5665108773,140,45.8,5665108771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503001,48,1,1,4,9,ck22dnk93ng8ax7wonlff7yms,0,52.6,41.3,2025-04-19T23:11:10.421Z,2025-04-19T23:11:12Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665108843,212,20.2,5665108841,141,44.6,5665108845,213,0.11,5665108837,56,Center,5665108839,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503021,38,8,1,4,12,kfq8fhwnmycbtad1u0fyefx0,1,32.0,52.8,2025-04-19T23:11:13.206Z,2025-04-19T23:11:13Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665108951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803593013,779,1,1,4,13,kfq8fhwnmycbtad1u0fyefx0,0,28.8,58.8,2025-04-19T23:11:14.162Z,2025-04-20T01:10:02Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665617947,141,53.4,5665617945,140,32.9,5665617951,213,5.58,5665617949,212,5.7,5665617943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503031,49,1,1,4,13,ck22dnk93ng8ax7wonlff7yms,0,67.1,40.6,2025-04-19T23:11:14.268Z,2025-04-19T23:11:14Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5665108989,141,48.7,5665108987,140,70.5,5665108993,213,1.00,5665108985,56,Center,5665108991,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503039,39,61,1,4,14,kfq8fhwnmycbtad1u0fyefx0,1,32.7,49.1,2025-04-19T23:11:15.326Z,2025-04-19T23:11:15Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665109023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503101,50,1,1,4,17,ck22dnk93ng8ax7wonlff7yms,1,78.1,67.0,2025-04-19T23:11:18.172Z,2025-04-19T23:11:20Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665109371,213,0.25,5665109369,212,16.8,5665109367,141,73.2,5665109365,140,93.6,5665109363,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503113,51,1,1,4,18,ck22dnk93ng8ax7wonlff7yms,0,95.5,71.7,2025-04-19T23:11:19.988Z,2025-04-19T23:11:21Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665109451,213,3.92,5665109449,212,10.3,5665109445,140,88.5,5665109447,141,61.1,5665109443,56,Center,5665109495,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503173,41,1,1,4,22,kfq8fhwnmycbtad1u0fyefx0,1,7.7,33.0,2025-04-19T23:11:24.054Z,2025-04-20T01:09:51Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665109761,56,Back,5665109767,212,13.0,5665109765,141,15.5,5665109769,213,5.13,5665109763,140,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503179,42,1,1,4,25,kfq8fhwnmycbtad1u0fyefx0,0,13.4,11.4,2025-04-19T23:11:26.325Z,2025-04-19T23:11:27Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665109811,157,,5665109813,56,Back,5665109825,1,,5665109823,213,0.32,5665109821,212,18.4,5665109817,141,20.0,5665109815,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503255,53,1,1,4,29,ck22dnk93ng8ax7wonlff7yms,1,67.2,90.5,2025-04-19T23:11:30.485Z,2025-04-19T23:11:35Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665110251,212,24.5,5665110249,141,86.9,5665110253,213,3.24,5665110247,140,44.0,5665110245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503279,54,1,1,4,33,ck22dnk93ng8ax7wonlff7yms,1,41.6,80.8,2025-04-19T23:11:34.868Z,2025-04-19T23:11:39Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665110417,213,5.55,5665110415,212,14.7,5665110409,56,Center,5665110411,140,52.0,5665110413,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503307,43,83,1,4,36,kfq8fhwnmycbtad1u0fyefx0,0,46.5,50.9,2025-04-19T23:11:38.086Z,2025-04-19T23:11:51Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665111175,399,khvgxqohya7mawca1qx5q590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503289,55,4,1,4,37,ck22dnk93ng8ax7wonlff7yms,1,51.8,51.0,2025-04-19T23:11:39.116Z,2025-04-20T01:54:23Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665110837,233,44,5665110503,286,,5665110499,56,Center,5665110497,295,,5665110495,13,,5665110501,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503325,44,4,1,4,37,kfq8fhwnmycbtad1u0fyefx0,0,48.2,49.0,2025-04-19T23:11:39.117Z,2025-04-20T01:54:24Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665110803,295,,5665110845,233,55,5665110805,56,Back,5665110807,152,,5665110809,285,,5665110801,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503415,56,1,1,4,43,ck22dnk93ng8ax7wonlff7yms,1,46.4,43.4,2025-04-19T23:11:44.164Z,2025-04-19T23:11:50Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665111125,152,,5665111127,56,Back,5665111133,212,9.3,5665111129,140,39.1,5665111135,213,2.54,5665111123,5,,5665111131,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503465,57,1,1,4,48,ck22dnk93ng8ax7wonlff7yms,1,43.6,49.9,2025-04-19T23:11:49.845Z,2025-04-19T23:11:55Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665111395,213,1.35,5665111389,140,46.9,5665111391,141,72.7,5665111387,56,Back,5665111393,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503575,58,1,1,4,53,ck22dnk93ng8ax7wonlff7yms,1,53.5,68.8,2025-04-19T23:11:55.028Z,2025-04-19T23:12:05Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665112051,140,46.1,5665112065,213,4.27,5665112061,212,18.2,5665112047,56,Back,5665112055,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503631,59,1,1,5,3,ck22dnk93ng8ax7wonlff7yms,1,55.3,35.5,2025-04-19T23:12:04.644Z,2025-04-19T23:12:10Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665112335,140,53.8,5665112337,141,66.0,5665112339,212,20.8,5665112333,56,Center,5665112341,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503661,60,1,1,5,9,ck22dnk93ng8ax7wonlff7yms,1,53.6,66.1,2025-04-19T23:12:10.203Z,2025-04-19T23:12:13Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665112523,56,Back,5665112525,140,48.2,5665112527,141,45.4,5665112529,212,15.2,5665112531,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503679,61,1,1,5,12,ck22dnk93ng8ax7wonlff7yms,1,48.3,46.9,2025-04-19T23:12:13.219Z,2025-04-19T23:12:14Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665112603,56,Center,5665112611,213,5.66,5665112605,140,58.2,5665112607,141,36.0,5665112609,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503697,62,1,1,5,13,ck22dnk93ng8ax7wonlff7yms,0,59.9,35.1,2025-04-19T23:12:14.469Z,2025-04-19T23:12:15Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665112693,140,70.7,5665112691,56,Center,5665112695,141,45.7,5665112697,212,13.4,5665112699,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503703,45,8,1,5,14,kfq8fhwnmycbtad1u0fyefx0,1,28.5,61.7,2025-04-19T23:12:15.942Z,2025-04-19T23:12:16Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665112735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503751,47,1,1,5,17,kfq8fhwnmycbtad1u0fyefx0,1,33.5,65.5,2025-04-19T23:12:18.622Z,2025-04-19T23:12:19Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665112979,141,59.9,5665112975,56,Back,5665112977,140,28.6,5665112981,212,6.4,5665112983,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503767,48,1,1,5,18,kfq8fhwnmycbtad1u0fyefx0,1,28.6,59.9,2025-04-19T23:12:19.589Z,2025-04-19T23:12:20Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665113051,56,Back,5665113055,141,68.4,5665113057,212,9.1,5665113059,213,2.45,5665113053,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503777,49,1,1,5,19,kfq8fhwnmycbtad1u0fyefx0,1,21.7,68.4,2025-04-19T23:12:20.765Z,2025-04-19T23:12:21Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665113113,56,Back,5665113121,141,59.6,5665113117,140,26.1,5665113129,213,5.37,5665113125,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503801,50,1,1,5,20,kfq8fhwnmycbtad1u0fyefx0,1,26.1,59.6,2025-04-19T23:12:21.558Z,2025-04-19T23:12:24Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665113263,56,Back,5665113267,141,69.0,5665113265,140,21.4,5665113269,212,8.1,5665113271,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503843,51,1,1,5,22,kfq8fhwnmycbtad1u0fyefx0,1,21.3,66.1,2025-04-19T23:12:23.774Z,2025-04-19T23:12:27Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665113541,212,18.5,5665113537,140,35.1,5665113535,56,Back,5665113539,141,83.0,5665113533,155,,5665113543,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503849,52,1,1,5,26,kfq8fhwnmycbtad1u0fyefx0,0,34.7,92.3,2025-04-19T23:12:27.478Z,2025-04-19T23:12:28Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665113573,141,91.7,5665113577,213,5.99,5665113575,212,1.4,5665113599,233,63,5665113597,236,,5665113571,140,36.0,5665113569,56,Back,5665113603,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503847,63,74,1,5,26,ck22dnk93ng8ax7wonlff7yms,1,59.3,7.6,2025-04-19T23:12:27.479Z,2025-04-19T23:12:30Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665113631,233,52,5665113565,56,Right,5665113567,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503957,53,5,1,5,27,kfq8fhwnmycbtad1u0fyefx0,1,41.2,101.4,2025-04-19T23:12:28.933Z,2025-04-20T01:53:39Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665114219,233,64,5665114199,347,,5665114197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803503859,64,5,1,5,27,ck22dnk93ng8ax7wonlff7yms,0,58.8,-1.4,2025-04-19T23:12:28.933Z,2025-04-20T01:53:39Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665114287,233,53,5665113639,347,,5665113637,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504003,54,1,1,5,37,kfq8fhwnmycbtad1u0fyefx0,1,41.5,100.0,2025-04-19T23:12:38.710Z,2025-04-19T23:12:41Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,5665114427,1,,5665114425,213,5.69,5665114421,141,83.2,5665114423,212,22.6,5665114419,140,59.3,5665114415,107,,5665114417,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504007,55,1,1,5,39,kfq8fhwnmycbtad1u0fyefx0,0,58.4,82.3,2025-04-19T23:12:41.133Z,2025-04-19T23:57:07Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665114463,56,Center,5665114469,212,4.6,5665114471,213,5.43,5665114465,140,61.3,5665114467,141,77.2,5665114461,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504027,65,8,1,5,42,ck22dnk93ng8ax7wonlff7yms,1,30.3,23.7,2025-04-19T23:12:43.188Z,2025-04-19T23:12:43Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665114613,15,,5665114563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504091,56,1,1,5,43,kfq8fhwnmycbtad1u0fyefx0,0,61.4,68.4,2025-04-19T23:12:44.253Z,2025-04-19T23:13:36Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665114951,155,,5665114959,212,6.2,5665114955,140,65.6,5665114957,141,74.8,5665114953,56,Center,5665114961,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504087,66,44,1,5,45,ck22dnk93ng8ax7wonlff7yms,1,27.7,21.2,2025-04-19T23:12:46.937Z,2025-04-20T01:54:50Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665114925,56,Back,5665115121,233,57,5665114927,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504101,57,44,1,5,45,kfq8fhwnmycbtad1u0fyefx0,0,72.3,78.8,2025-04-19T23:12:46.938Z,2025-04-20T01:54:50Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665114993,286,,5665114991,56,Center,5665115075,233,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504095,67,12,1,5,45,ck22dnk93ng8ax7wonlff7yms,1,23.5,18.6,2025-04-19T23:12:47.020Z,2025-04-20T00:10:05Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665118155,212,2.3,5665118157,213,4.89,5665118153,141,15.2,5665118321,15,,5665114985,56,Back,5665118151,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504109,58,61,1,5,46,kfq8fhwnmycbtad1u0fyefx0,1,65.6,74.8,2025-04-19T23:12:48.053Z,2025-04-19T23:13:42Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665115029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504185,59,1,1,5,50,kfq8fhwnmycbtad1u0fyefx0,1,66.5,74.1,2025-04-19T23:12:51.653Z,2025-04-19T23:12:54Z,6d45ccicyo6dregi9cm4ad4kq,I. Paul,,5665115443,140,84.4,5665115449,213,0.39,5665115445,141,85.6,5665115447,212,20.4,5665115441,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504191,60,1,1,5,53,kfq8fhwnmycbtad1u0fyefx0,0,94.9,92.1,2025-04-19T23:12:54.501Z,2025-04-19T23:12:56Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665115465,56,Left,5665115467,140,94.2,5665115471,141,88.0,5665115555,286,,5665115475,212,2.9,5665115477,213,4.45,5665115549,233,68,5665115545,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504201,68,74,1,5,53,ck22dnk93ng8ax7wonlff7yms,1,2.9,9.4,2025-04-19T23:12:54.502Z,2025-04-20T01:55:06Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665115517,56,Back,5665115589,233,60,5665115519,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504261,61,6,1,5,55,kfq8fhwnmycbtad1u0fyefx0,1,98.0,89.6,2025-04-19T23:12:56.570Z,2025-04-20T01:54:16Z,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,5665115801,233,69,5665115783,73,,5665115781,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504233,69,6,1,5,55,ck22dnk93ng8ax7wonlff7yms,0,2.0,10.4,2025-04-19T23:12:56.570Z,2025-04-19T23:13:01Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665115811,233,61,5665115649,56,Back,5665115651,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803504665,62,1,1,6,20,kfq8fhwnmycbtad1u0fyefx0,1,99.5,99.5,2025-04-19T23:13:21.822Z,2025-04-19T23:13:33Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,1.0,5665117763,212,29.6,5665117765,213,3.71,5665118297,210,13,5665117761,141,76.0,5665117759,140,75.8,5665117757,56,Center,5665117755,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
