id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2803474617,1,34,16,0,0,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-19T22:10:28.288Z,2025-04-19T23:06:31Z,,,,,5664945163,59,"1, 14, 10, 55, 5, 66, 16, 15, 9, 44, 7, 71, 8, 11, 13, 17, 19, 24, 26, 27",5665091981,197,28571,5665006939,194,9tknltys66s9j8ljchwu5efv9,5664945165,130,11,5664945169,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5664945159,30,"ac5zpx8c09rtmidm654e67xsl, 411grh3cytippnnanb767qvsa, 4l0iztasx0cae3j4f15d8gd4a, 6a6bagymcckyt43w6b31irsvd, 9tknltys66s9j8ljchwu5efv9, vg3ha8h2d35wgexer2i6ao0k, ecipfh5r0gqsf0skgvgpu8cbu, 1tsiml56f2xxym8h4tfjmho2c, 4avmtni30rahy4h40ffg89q6t, 8e6kj3506n4gum041dok8v1ex, 6u93ok0drr4byri2lu5g6rq0a, 25yiwywy8abvc42fz2h9p81ec, 7ejohb009byubwiqv36vag5jo, blkq1t8y0wnos6jxb0uwowwk5, 69wq859yz6wzirpbvpnt3n8bt, f21web74a70mly9i28jpa1yvp, 68lho3sxw1cm1acgk4phg9wtm, 18g5ilv70mq7igiooy5yb8sno, 3cj2fww973bv21rfjlnu15yc4, 6jdsh8ubirqphhurw5rr7kz8q",5664945161,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5664945167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2803475439,1,34,16,0,0,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-19T22:12:02.933Z,2025-04-20T01:52:45Z,,,,,5665751657,197,22487,5664950347,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5664950349,59,"28, 8, 35, 21, 13, 2, 5, 11, 9, 7, 10, 3, 4, 16, 18, 22, 26, 29, 31, 33",5664950353,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5664950345,30,"9q3w4j10qfsq94svbmyxa879x, fm9i7pzwi2diu6i18kycmx1x, cefb3xpf94kmg4rk0v1mkk2l0, d539xjkdwt1i77f0czbvo8ull, eqopj1p3a2ehzpwlj90laswoa, 96qlwmkrab9h7xt93jzgl384p, cyignmjprj3whvban361mclm2, 864l8bcr288r74g3tmt1eqfe2, am7umg00yxt40mndzo6e0u3o4, bolmgcfvbdizfyh6n9oz4xjsa, e5nj82ezbq0x6zdzdh4quyxn9, cvi9u3v3krlkbvwcwjqztzvca, 1460tac94fhhy43lmohs4fj3e, bbic10tw6eaf7rgpogt37rgtl, eqge8se9qvv9oqyivp267l016, c14ntw6zvozswy685dztldl1x, bzs1s1yntau3dvzyvn6t7t785, 66mp8cxjrfuyw16t00oh4i8r9, amy6q1u6b1rvlsudoc73mj2ms, 67tm2uozhacktv8pmixqlwsno",5664950351,130,13,5665724577,194,e5nj82ezbq0x6zdzdh4quyxn9,5664950355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2803499971,2,32,1,0,0,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-19T23:06:35.151Z,2025-04-19T23:06:35Z,,,,,5665092131,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803499977,2,32,1,0,0,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-19T23:06:35.151Z,2025-04-19T23:06:38Z,,,,,5665092167,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500003,3,1,1,0,0,bu5w8wprynlj9mvphvy8sd94f,1,50.0,50.0,2025-04-19T23:06:35.152Z,2025-04-19T23:06:39Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665092295,279,S,5665092293,213,2.47,5665092287,140,41.5,5665092285,56,Back,5665092291,212,11.4,5665092289,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500009,4,1,1,0,2,bu5w8wprynlj9mvphvy8sd94f,0,41.5,60.5,2025-04-19T23:06:37.286Z,2025-04-19T23:56:49Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665092337,213,5.41,5665092329,141,0.0,5665092325,140,75.2,5665092339,1,,5665092321,56,Right,5665092317,196,,5665092315,155,,5665092333,212,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500129,3,5,1,0,3,6597wqy6gmpv3zjx7rp8cdj46,1,24.4,101.4,2025-04-19T23:06:38.983Z,2025-04-20T01:41:34Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5665092911,56,Back,5665092921,233,5,5665092913,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500019,5,5,1,0,3,bu5w8wprynlj9mvphvy8sd94f,0,75.6,-1.4,2025-04-19T23:06:38.983Z,2025-04-20T01:41:35Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5665092929,233,3,5665092355,56,Right,5665092357,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500155,4,1,1,0,14,6597wqy6gmpv3zjx7rp8cdj46,0,23.7,100.0,2025-04-19T23:06:49.742Z,2025-04-19T23:06:52Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665093041,1,,5665093033,140,45.4,5665093031,56,Back,5665093029,107,,5665093037,212,24.3,5665093035,141,89.1,5665093039,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500165,6,8,1,0,17,bu5w8wprynlj9mvphvy8sd94f,1,53.6,6.1,2025-04-19T23:06:53.067Z,2025-04-19T23:06:53Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5665093105,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500251,5,5,1,0,18,6597wqy6gmpv3zjx7rp8cdj46,1,47.0,101.5,2025-04-19T23:06:53.782Z,2025-04-20T01:41:35Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665093501,347,,5665093519,233,7,5665093499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500177,7,5,1,0,18,bu5w8wprynlj9mvphvy8sd94f,0,53.0,-1.5,2025-04-19T23:06:53.782Z,2025-04-20T01:41:35Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5665093153,347,,5665093151,56,Right,5665093541,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500271,6,1,1,0,27,6597wqy6gmpv3zjx7rp8cdj46,0,46.6,100.0,2025-04-19T23:07:02.294Z,2025-04-19T23:07:04Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665093573,107,,5665093581,212,24.3,5665093575,56,Left,5665093579,141,89.3,5665093585,1,,5665093583,213,5.92,5665093577,140,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500287,8,8,1,0,31,bu5w8wprynlj9mvphvy8sd94f,1,36.1,4.6,2025-04-19T23:07:06.517Z,2025-04-19T23:07:06Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665093683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500569,7,5,1,0,32,6597wqy6gmpv3zjx7rp8cdj46,1,62.8,101.5,2025-04-19T23:07:07.237Z,2025-04-20T01:16:11Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665095145,56,Left,5665095147,347,,5665095193,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500295,9,5,1,0,32,bu5w8wprynlj9mvphvy8sd94f,0,37.2,-1.5,2025-04-19T23:07:07.237Z,2025-04-20T01:41:36Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665093709,56,Back,5665093711,347,,5665095217,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500643,8,1,1,1,0,6597wqy6gmpv3zjx7rp8cdj46,0,75.4,100.0,2025-04-19T23:07:35.934Z,2025-04-19T23:08:00Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665095567,1,,5665095561,141,51.3,5665095559,140,88.1,5665095555,107,,5665095565,213,5.08,5665095563,212,36.7,5665095557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500649,10,43,1,1,5,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-19T23:07:40.956Z,2025-04-19T23:57:29Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5665095587,56,Back,5665096965,233,9,5665302253,144,44,5665095589,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500653,9,43,1,1,5,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-19T23:07:40.957Z,2025-04-19T23:57:35Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5665302583,144,44,5665095607,56,Center,5665095609,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500661,11,12,1,1,6,bu5w8wprynlj9mvphvy8sd94f,1,12.3,40.7,2025-04-19T23:07:41.431Z,2025-04-19T23:07:43Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5665095633,140,21.5,5665095635,141,16.1,5665095639,213,5.24,5665095637,212,19.3,5665095657,15,,5665095631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500691,12,12,1,1,8,bu5w8wprynlj9mvphvy8sd94f,1,21.5,16.1,2025-04-19T23:07:43.525Z,2025-04-19T23:58:02Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665095857,213,0.39,5665095851,140,43.5,5665095855,212,25.0,5665095853,141,30.1,5665095849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500683,10,44,1,1,9,6597wqy6gmpv3zjx7rp8cdj46,1,54.2,72.4,2025-04-19T23:07:44.535Z,2025-04-20T01:41:06Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665095903,233,13,5665095759,286,,5665095757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500697,13,44,1,1,9,bu5w8wprynlj9mvphvy8sd94f,0,45.8,27.6,2025-04-19T23:07:44.536Z,2025-04-20T01:41:07Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665095875,285,,5665095873,56,Back,5665095933,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500685,11,12,1,1,9,6597wqy6gmpv3zjx7rp8cdj46,1,50.5,76.6,2025-04-19T23:07:44.670Z,2025-04-19T23:07:48Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665095789,141,79.4,5665095819,15,,5665095787,140,55.9,5665095793,213,0.32,5665095791,212,6.0,5665095783,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500761,14,1,1,1,13,bu5w8wprynlj9mvphvy8sd94f,1,41.5,23.0,2025-04-19T23:07:48.636Z,2025-04-19T23:58:10Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665096253,213,5.79,5665096249,141,8.6,5665096247,140,58.8,5665096241,56,Right,5665096239,155,,5665096251,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500769,15,50,1,1,16,bu5w8wprynlj9mvphvy8sd94f,1,57.6,6.8,2025-04-19T23:07:51.167Z,2025-04-20T01:40:47Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665096345,233,12,5665096285,286,,5665096283,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500755,12,7,1,1,16,6597wqy6gmpv3zjx7rp8cdj46,0,42.4,93.2,2025-04-19T23:07:51.168Z,2025-04-20T01:40:47Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665096221,56,Back,5665096223,285,,5665096327,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500791,16,3,1,1,18,bu5w8wprynlj9mvphvy8sd94f,0,46.2,7.4,2025-04-19T23:07:53.757Z,2025-04-19T23:07:59Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665096433,286,,5665096431,56,Back,5665096591,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500805,13,7,1,1,18,6597wqy6gmpv3zjx7rp8cdj46,1,53.8,92.6,2025-04-19T23:07:53.758Z,2025-04-19T23:07:59Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5665096501,56,Left,5665096535,233,16,5665096503,285,,5665096499,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500873,14,5,1,1,20,6597wqy6gmpv3zjx7rp8cdj46,0,54.0,100.6,2025-04-19T23:07:55.189Z,2025-04-20T01:41:37Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5665096873,56,Left,5665096875,347,,5665097023,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500889,17,5,1,1,20,bu5w8wprynlj9mvphvy8sd94f,1,46.0,-0.6,2025-04-19T23:07:55.189Z,2025-04-20T01:41:36Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665097003,233,14,5665096941,56,Back,5665096943,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500909,18,1,1,1,25,bu5w8wprynlj9mvphvy8sd94f,1,47.9,0.0,2025-04-19T23:08:00.940Z,2025-04-19T23:08:03Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665097057,56,Right,5665097063,212,13.5,5665097065,213,1.22,5665097061,141,17.7,5665097055,107,,5665097059,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500933,19,1,1,1,29,bu5w8wprynlj9mvphvy8sd94f,1,53.0,16.8,2025-04-19T23:08:04.876Z,2025-04-19T23:08:06Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5665097199,140,48.7,5665097203,212,7.9,5665097197,56,Back,5665097201,141,7.3,5665097205,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500945,20,1,1,1,30,bu5w8wprynlj9mvphvy8sd94f,1,48.7,7.3,2025-04-19T23:08:05.900Z,2025-04-19T23:08:07Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665097289,56,Back,5665097293,141,18.0,5665097297,213,2.70,5665097291,140,34.2,5665097295,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803500989,21,1,1,1,31,bu5w8wprynlj9mvphvy8sd94f,1,34.2,18.0,2025-04-19T23:08:06.767Z,2025-04-19T23:08:10Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5665097505,212,18.4,5665097499,56,Back,5665097501,140,32.3,5665097507,213,1.68,5665097503,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501025,22,1,1,1,34,bu5w8wprynlj9mvphvy8sd94f,1,32.3,49.7,2025-04-19T23:08:09.984Z,2025-04-19T23:08:13Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665097703,140,34.5,5665097709,212,18.4,5665097705,141,76.6,5665097713,213,1.45,5665097701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501087,23,1,1,1,38,bu5w8wprynlj9mvphvy8sd94f,1,34.3,77.3,2025-04-19T23:08:13.749Z,2025-04-19T23:08:20Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5665098059,140,28.0,5665098061,141,51.9,5665098057,56,Back,5665098063,212,18.5,5665098065,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501115,24,1,1,1,44,bu5w8wprynlj9mvphvy8sd94f,1,22.9,46.6,2025-04-19T23:08:19.860Z,2025-04-19T23:08:22Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665098207,141,24.9,5665098211,213,4.93,5665098203,56,Back,5665098209,212,15.1,5665098205,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501153,25,1,1,1,47,bu5w8wprynlj9mvphvy8sd94f,1,25.7,19.7,2025-04-19T23:08:22.166Z,2025-04-19T23:08:24Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5665098363,141,9.7,5665098367,213,5.90,5665098361,140,42.0,5665098359,56,Back,5665098365,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501201,26,1,1,1,49,bu5w8wprynlj9mvphvy8sd94f,1,42.0,9.7,2025-04-19T23:08:24.284Z,2025-04-19T23:08:28Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665098631,56,Back,5665098637,141,23.6,5665098643,213,1.47,5665098639,212,9.5,5665098633,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501211,27,61,1,1,52,bu5w8wprynlj9mvphvy8sd94f,0,46.7,23.8,2025-04-19T23:08:28.099Z,2025-04-19T23:59:14Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5665098693,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501221,15,61,1,1,52,6597wqy6gmpv3zjx7rp8cdj46,0,53.3,76.2,2025-04-19T23:08:28.100Z,2025-04-19T23:59:24Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665098733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501281,17,1,1,1,53,6597wqy6gmpv3zjx7rp8cdj46,1,48.0,74.7,2025-04-19T23:08:29.047Z,2025-04-19T23:08:34Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665099025,212,8.9,5665099027,213,0.85,5665099021,140,53.6,5665099023,141,84.5,5665099019,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501287,18,1,1,1,54,6597wqy6gmpv3zjx7rp8cdj46,1,53.6,84.5,2025-04-19T23:08:29.678Z,2025-04-19T23:08:34Z,6u93ok0drr4byri2lu5g6rq0a,E. Conway,,,5665099057,141,79.4,5665099053,56,Back,5665099061,213,3.58,5665099059,212,8.1,5665099055,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501341,19,1,1,1,55,6597wqy6gmpv3zjx7rp8cdj46,1,46.6,79.4,2025-04-19T23:08:30.662Z,2025-04-19T23:08:37Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665099357,213,0.17,5665099351,140,71.7,5665099355,212,26.7,5665099353,141,86.0,5665099349,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501347,20,4,1,1,59,6597wqy6gmpv3zjx7rp8cdj46,1,70.2,85.6,2025-04-19T23:08:34.614Z,2025-04-19T23:08:41Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5665099447,286,,5665099441,56,Left,5665099445,265,,5665099439,13,,5665099443,152,,5665099461,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501299,28,4,1,1,59,bu5w8wprynlj9mvphvy8sd94f,0,29.8,14.4,2025-04-19T23:08:34.615Z,2025-04-19T23:08:42Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665099173,265,,5665099167,13,,5665099171,152,,5665099175,285,,5665099169,56,Back,5665099467,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501791,21,1,1,2,44,6597wqy6gmpv3zjx7rp8cdj46,0,68.5,90.2,2025-04-19T23:09:19.894Z,2025-04-20T01:39:48Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665101893,2,,5665101903,140,90.9,5665101915,1,,5665101901,56,Center,5665101895,5,,5665101899,152,,5665101907,212,36.3,5665101897,155,,5665101905,141,49.6,5665101909,213,5.42,,,,,,,,,,,,,,,,,,,,,
2803501849,29,43,1,2,52,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-19T23:09:27.718Z,2025-04-19T23:59:58Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665310059,144,44,5665102259,56,Back,5665102261,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501865,30,12,1,2,53,bu5w8wprynlj9mvphvy8sd94f,1,9.3,45.1,2025-04-19T23:09:28.332Z,2025-04-19T23:59:57Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665102355,212,12.6,5665102383,15,,5665102349,56,Back,5665102353,141,29.1,5665102357,213,4.19,5665102351,140,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501851,22,50,1,2,53,6597wqy6gmpv3zjx7rp8cdj46,1,97.4,72.2,2025-04-19T23:09:28.397Z,2025-04-20T01:40:48Z,4avmtni30rahy4h40ffg89q6t,O. Anderson,,,5665102941,233,31,5665102279,286,,5665102277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501949,31,7,1,2,53,bu5w8wprynlj9mvphvy8sd94f,1,2.6,27.8,2025-04-19T23:09:28.398Z,2025-04-20T01:40:47Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665102917,233,22,5665102879,56,Back,5665102881,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803540019,434,12,1,2,55,bu5w8wprynlj9mvphvy8sd94f,1,6.4,26.1,2025-04-19T23:09:30.151Z,2025-04-20T00:01:10Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665314179,140,48.4,5665314193,213,6.28,5665314177,56,Back,5665314185,141,25.6,5665314189,212,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501897,23,43,1,2,56,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-19T23:09:31.941Z,2025-04-20T00:01:19Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665102543,56,Center,5665314823,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803540097,377,3,1,2,57,6597wqy6gmpv3zjx7rp8cdj46,0,66.7,73.8,2025-04-19T23:09:33.150Z,2025-04-20T01:40:49Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665314597,56,Center,5665314679,233,435,5665314599,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803540033,435,7,1,2,58,bu5w8wprynlj9mvphvy8sd94f,1,33.3,26.2,2025-04-19T23:09:33.151Z,2025-04-20T01:40:48Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5665314265,56,Back,5665314665,233,377,5665314267,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803501969,33,1,1,3,1,bu5w8wprynlj9mvphvy8sd94f,0,32.0,33.0,2025-04-19T23:09:36.553Z,2025-04-20T00:01:33Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665102991,212,38.3,5665102985,56,Center,5665102989,141,69.1,5665102987,140,60.0,5665102993,213,0.70,5665102995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502007,24,1,1,3,6,6597wqy6gmpv3zjx7rp8cdj46,0,39.9,10.6,2025-04-19T23:09:41.198Z,2025-04-19T23:09:41Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665103227,140,59.0,5665103233,213,5.90,5665103229,141,0.0,5665103225,56,Right,5665103231,212,21.7,5665103223,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502019,25,5,1,3,6,6597wqy6gmpv3zjx7rp8cdj46,0,58.8,-1.6,2025-04-19T23:09:41.804Z,2025-04-20T01:41:37Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665103283,56,Right,5665103285,347,,5665103381,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502033,34,5,1,3,6,bu5w8wprynlj9mvphvy8sd94f,1,41.2,101.6,2025-04-19T23:09:41.804Z,2025-04-20T01:41:37Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5665103363,233,25,5665103347,347,,5665103345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502103,35,1,1,3,7,bu5w8wprynlj9mvphvy8sd94f,1,41.5,100.0,2025-04-19T23:09:42.851Z,2025-04-19T23:09:48Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5665103693,212,15.7,5665103687,56,Back,5665103695,213,3.96,5665103685,107,,5665103691,141,85.1,5665103689,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502137,36,1,1,3,13,bu5w8wprynlj9mvphvy8sd94f,1,29.8,83.9,2025-04-19T23:09:48.227Z,2025-04-19T23:09:51Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5665103857,141,79.1,5665103855,140,39.5,5665103861,213,5.97,5665103859,212,10.7,5665103853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803502159,37,1,1,3,15,bu5w8wprynlj9mvphvy8sd94f,1,39.5,79.1,2025-04-19T23:09:50.950Z,2025-04-20T00:01:54Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665104017,212,21.4,5665104011,56,Back,5665104019,213,4.10,5665104015,141,53.3,5665104013,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
