id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value
2803517907,228,1,1,26,57,6597wqy6gmpv3zjx7rp8cdj46,1,43.4,74.1,2025-04-19T23:33:33.059Z,2025-04-19T23:33:36Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665194885,140,64.0,5665194891,213,0.45,5665194889,212,24.0,5665194883,56,Left,5665194887,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803517949,229,1,1,27,0,6597wqy6gmpv3zjx7rp8cdj46,1,63.9,95.1,2025-04-19T23:33:36.121Z,2025-04-19T23:33:40Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665195133,141,86.0,5665195129,56,Back,5665195137,213,3.38,5665195131,140,39.6,5665195135,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803517971,230,1,1,27,5,6597wqy6gmpv3zjx7rp8cdj46,1,44.5,79.7,2025-04-19T23:33:40.585Z,2025-04-19T23:33:42Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665195265,141,91.2,5665195263,140,57.5,5665195267,212,15.7,5665195259,56,Left,5665195271,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803517999,231,1,1,27,7,6597wqy6gmpv3zjx7rp8cdj46,1,59.1,93.2,2025-04-19T23:33:42.328Z,2025-04-19T23:33:45Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665195447,140,41.4,5665195451,212,20.0,5665195453,213,3.52,5665195445,56,Back,5665195449,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518047,232,1,1,27,10,6597wqy6gmpv3zjx7rp8cdj46,1,51.6,79.1,2025-04-19T23:33:45.537Z,2025-04-19T23:33:49Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665195683,141,9.2,5665195677,196,,5665195675,155,,5665195679,56,Right,5665195689,1,,5665195685,212,49.8,5665195681,140,65.7,5665195687,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518055,233,44,1,27,13,6597wqy6gmpv3zjx7rp8cdj46,1,60.7,16.4,2025-04-19T23:33:49.065Z,2025-04-20T01:41:11Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665195841,233,258,5665195737,56,Right,5665195739,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518071,258,44,1,27,13,bu5w8wprynlj9mvphvy8sd94f,0,39.3,83.6,2025-04-19T23:33:49.066Z,2025-04-20T01:41:11Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5665195821,56,Back,5665195857,233,233,5665195823,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518067,234,1,1,27,14,6597wqy6gmpv3zjx7rp8cdj46,0,65.7,9.2,2025-04-19T23:33:49.633Z,2025-04-19T23:33:50Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665195801,212,25.2,5665195799,141,27.0,5665195795,56,Center,5665195797,140,86.8,5665195793,3,,5665195803,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518253,261,1,1,27,34,bu5w8wprynlj9mvphvy8sd94f,0,14.5,53.7,2025-04-19T23:34:09.153Z,2025-04-19T23:34:12Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5665196757,213,0.36,5665196751,140,60.6,5665196755,212,51.7,5665196759,1,,5665196747,198,,5665196753,141,80.5,5665196745,157,,5665196749,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518245,235,44,1,27,35,6597wqy6gmpv3zjx7rp8cdj46,1,36.1,17.2,2025-04-19T23:34:10.809Z,2025-04-20T01:41:12Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665196701,56,Back,5665196703,285,,5665196867,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518261,262,44,1,27,35,bu5w8wprynlj9mvphvy8sd94f,0,63.9,82.8,2025-04-19T23:34:10.810Z,2025-04-20T01:41:12Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5665196807,286,,5665196893,233,235,5665196803,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518251,236,12,1,27,35,6597wqy6gmpv3zjx7rp8cdj46,1,30.5,13.4,2025-04-19T23:34:10.968Z,2025-04-19T23:34:14Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665196729,140,36.8,5665196731,141,14.7,5665196727,56,Back,5665196735,212,6.7,5665196739,213,0.13,5665196783,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518293,237,5,1,27,38,6597wqy6gmpv3zjx7rp8cdj46,0,55.8,-1.4,2025-04-19T23:34:13.342Z,2025-04-20T01:41:46Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665196975,347,,5665196973,56,Right,5665197857,233,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518441,263,5,1,27,38,bu5w8wprynlj9mvphvy8sd94f,1,44.2,101.4,2025-04-19T23:34:13.342Z,2025-04-20T01:41:46Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5665197781,56,Back,5665197809,233,237,5665197783,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518459,264,1,1,27,55,bu5w8wprynlj9mvphvy8sd94f,1,47.2,100.0,2025-04-19T23:34:30.645Z,2025-04-19T23:38:27Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5665197899,107,,5665197901,56,Left,5665197907,212,14.8,5665197905,141,86.0,5665197909,213,5.46,5665197903,140,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518465,265,1,1,27,56,bu5w8wprynlj9mvphvy8sd94f,1,56.8,86.0,2025-04-19T23:34:31.430Z,2025-04-19T23:38:28Z,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,,,5665197933,141,88.6,5665197935,212,1.8,5665197929,56,Left,5665197937,213,1.39,5665197931,140,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518471,266,1,1,27,56,bu5w8wprynlj9mvphvy8sd94f,1,57.1,88.6,2025-04-19T23:34:31.470Z,2025-04-19T23:38:31Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665197971,141,87.7,5665197967,56,Left,5665197973,212,7.0,5665197969,140,50.5,5665197975,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518491,267,1,1,27,57,bu5w8wprynlj9mvphvy8sd94f,1,50.5,87.7,2025-04-19T23:34:32.325Z,2025-04-19T23:38:35Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5665198071,141,83.5,5665198067,56,Left,5665198073,212,6.5,5665198069,140,56.1,5665198075,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520899,259,45,1,28,0,6597wqy6gmpv3zjx7rp8cdj46,0,50.0,22.4,2025-04-19T23:34:35.322Z,2025-04-20T01:41:02Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665211225,56,Center,5665211227,285,,5665211753,233,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520909,288,3,1,28,0,bu5w8wprynlj9mvphvy8sd94f,1,50.0,77.6,2025-04-19T23:34:35.322Z,2025-04-20T01:41:02Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665211247,286,,5665211245,56,Center,5665211635,233,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518495,268,3,1,28,3,bu5w8wprynlj9mvphvy8sd94f,0,52.4,84.8,2025-04-19T23:34:38.568Z,2025-04-20T01:40:55Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665198095,56,Left,5665198203,233,238,5665198097,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518499,238,7,1,28,3,6597wqy6gmpv3zjx7rp8cdj46,1,47.6,15.2,2025-04-19T23:34:38.569Z,2025-04-20T01:40:54Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665198109,285,,5665198143,233,268,5665198107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803543819,378,61,1,28,4,6597wqy6gmpv3zjx7rp8cdj46,1,44.3,7.6,2025-04-19T23:34:39.151Z,2025-04-20T00:07:04Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665336865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803521451,261,61,1,28,4,6597wqy6gmpv3zjx7rp8cdj46,1,43.0,5.2,2025-04-19T23:34:39.265Z,2025-04-19T23:39:27Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665215495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803521413,290,61,1,28,4,bu5w8wprynlj9mvphvy8sd94f,1,57.3,95.3,2025-04-19T23:34:40.089Z,2025-04-19T23:39:09Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665215087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803521849,292,83,1,28,5,bu5w8wprynlj9mvphvy8sd94f,0,53.4,89.9,2025-04-19T23:34:40.401Z,2025-04-20T00:07:12Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665337261,399,8e6kj3506n4gum041dok8v1ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518527,239,1,1,28,5,6597wqy6gmpv3zjx7rp8cdj46,0,53.9,13.1,2025-04-19T23:34:41.094Z,2025-04-20T00:07:15Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665198283,213,0.29,5665198277,140,62.3,5665198279,141,17.0,5665198281,212,9.2,5665198275,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518519,269,1,1,28,6,bu5w8wprynlj9mvphvy8sd94f,0,56.1,83.5,2025-04-19T23:34:41.189Z,2025-04-19T23:34:42Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665198241,56,Left,5665198247,212,5.0,5665198243,140,51.4,5665198249,213,3.00,5665198245,141,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518525,270,83,1,28,6,bu5w8wprynlj9mvphvy8sd94f,0,51.4,84.5,2025-04-19T23:34:42.141Z,2025-04-20T01:11:35Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665198455,399,ecipfh5r0gqsf0skgvgpu8cbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518553,240,1,1,28,7,6597wqy6gmpv3zjx7rp8cdj46,1,62.3,17.0,2025-04-19T23:34:42.593Z,2025-04-19T23:34:45Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5665198409,140,65.3,5665198405,56,Center,5665198413,212,10.6,5665198415,213,1.27,5665198411,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803521999,293,43,1,28,8,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-19T23:34:43.896Z,2025-04-19T23:39:49Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665217703,144,83,5665217525,399,1tsiml56f2xxym8h4tfjmho2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518571,241,1,1,28,10,6597wqy6gmpv3zjx7rp8cdj46,0,65.3,31.9,2025-04-19T23:34:45.372Z,2025-04-19T23:34:46Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5665198497,212,9.7,5665198491,56,Center,5665198499,213,5.89,5665198495,141,26.4,5665198493,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518567,271,8,1,28,10,bu5w8wprynlj9mvphvy8sd94f,1,36.4,68.2,2025-04-19T23:34:45.734Z,2025-04-19T23:34:45Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665198467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518593,242,1,1,28,12,6597wqy6gmpv3zjx7rp8cdj46,0,84.5,23.1,2025-04-19T23:34:47.856Z,2025-04-19T23:34:48Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5665198623,141,35.8,5665198625,212,8.6,5665198621,140,84.4,5665198619,56,Center,5665198627,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518619,272,8,1,28,15,bu5w8wprynlj9mvphvy8sd94f,1,15.6,49.3,2025-04-19T23:34:50.997Z,2025-04-19T23:34:51Z,96qlwmkrab9h7xt93jzgl384p,J. Ricketts,,,5665198767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518645,274,1,1,28,17,bu5w8wprynlj9mvphvy8sd94f,1,26.9,52.2,2025-04-19T23:34:52.414Z,2025-04-20T01:12:06Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5665198903,212,9.3,5665198897,56,Back,5665198905,213,5.89,5665198899,140,35.1,5665198901,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518655,275,1,1,28,18,bu5w8wprynlj9mvphvy8sd94f,0,35.1,47.0,2025-04-19T23:34:53.892Z,2025-04-20T01:12:15Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5665198937,140,49.2,5665198943,213,0.47,5665198935,56,Back,5665198939,141,58.1,5665198941,212,16.6,5665198933,157,,5665198945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518677,244,1,1,28,19,6597wqy6gmpv3zjx7rp8cdj46,1,42.9,36.9,2025-04-19T23:34:54.816Z,2025-04-19T23:34:56Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5665199071,141,57.3,5665199067,140,43.8,5665199073,212,13.9,5665199063,56,Back,5665199075,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518701,245,1,1,28,20,6597wqy6gmpv3zjx7rp8cdj46,1,43.8,57.3,2025-04-19T23:34:56.049Z,2025-04-19T23:34:57Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665199227,141,41.8,5665199231,213,5.38,5665199223,56,Center,5665199229,212,13.4,5665199225,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518763,246,1,1,28,22,6597wqy6gmpv3zjx7rp8cdj46,1,51.7,41.8,2025-04-19T23:34:57.672Z,2025-04-19T23:35:02Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665199489,141,20.3,5665199491,212,16.1,5665199485,56,Back,5665199493,213,4.28,5665199487,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518873,247,1,1,28,28,6597wqy6gmpv3zjx7rp8cdj46,1,57.4,12.0,2025-04-19T23:35:03.881Z,2025-04-19T23:35:11Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5665200071,140,78.9,5665200077,213,0.01,5665200075,212,22.6,5665200065,155,,5665200069,56,Right,5665200073,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518875,248,1,1,28,29,6597wqy6gmpv3zjx7rp8cdj46,0,78.9,12.3,2025-04-19T23:35:04.677Z,2025-04-19T23:35:15Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665200095,213,0.68,5665200093,212,14.6,5665200087,56,Center,5665200085,3,,5665200091,141,25.9,5665200089,140,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518985,277,1,1,28,42,bu5w8wprynlj9mvphvy8sd94f,1,15.5,56.4,2025-04-19T23:35:18.094Z,2025-04-19T23:35:23Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5665200643,56,Back,5665200651,213,4.79,5665200645,140,16.2,5665200649,212,9.3,5665200647,141,42.7,5665200641,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803518989,278,1,1,28,48,bu5w8wprynlj9mvphvy8sd94f,1,22.0,34.8,2025-04-19T23:35:23.469Z,2025-04-19T23:35:24Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5665200701,1,,5665200699,213,0.12,5665200695,141,40.9,5665200697,212,34.6,5665200691,56,Center,5665200693,140,54.7,5665200689,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803519013,279,1,1,28,49,bu5w8wprynlj9mvphvy8sd94f,0,54.7,40.9,2025-04-19T23:35:24.669Z,2025-04-19T23:35:27Z,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,,,5665200865,213,3.82,5665200863,212,7.6,5665200857,56,Back,5665200861,141,33.9,5665200859,140,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803519003,249,1,1,28,51,6597wqy6gmpv3zjx7rp8cdj46,0,44.7,73.2,2025-04-19T23:35:26.184Z,2025-04-19T23:35:26Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665200817,213,1.54,5665200811,140,44.8,5665200815,212,3.3,5665200813,141,78.1,5665200809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803519051,280,1,1,28,53,bu5w8wprynlj9mvphvy8sd94f,1,48.1,28.5,2025-04-19T23:35:28.924Z,2025-04-19T23:35:31Z,fm9i7pzwi2diu6i18kycmx1x,M. Romero,,,5665201093,56,Back,5665201101,213,2.33,5665201095,140,42.6,5665201099,212,8.4,5665201097,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803519057,281,1,1,28,55,bu5w8wprynlj9mvphvy8sd94f,0,42.6,37.4,2025-04-19T23:35:30.869Z,2025-04-20T01:11:01Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5665201147,56,Back,5665201151,141,45.2,5665201155,213,2.06,5665201149,140,39.9,5665201153,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803519195,251,4,1,29,4,6597wqy6gmpv3zjx7rp8cdj46,1,82.3,52.8,2025-04-19T23:35:39.428Z,2025-04-20T01:40:35Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5665202833,286,,5665202827,56,Center,5665202825,13,,5665202829,152,,5665202831,265,,5665202875,233,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803519189,282,4,1,29,4,bu5w8wprynlj9mvphvy8sd94f,0,17.7,47.2,2025-04-19T23:35:39.429Z,2025-04-19T23:36:37Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5665202047,265,,5665202041,13,,5665202049,285,,5665202045,152,,5665202915,233,251,5665202043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803519255,283,17,1,29,5,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-19T23:35:40.548Z,2025-04-19T23:36:41Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5665204055,31,,5665204059,13,243,5665205749,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520353,252,13,1,30,39,6597wqy6gmpv3zjx7rp8cdj46,1,81.9,49.9,2025-04-19T23:37:14.233Z,2025-04-19T23:37:24Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5665208707,74,,5665207983,18,,5665208709,102,46.9,5665208713,458,,5665208717,231,49.3,5665208353,72,,5665207981,26,,5665208711,103,66.7,5665207985,56,Center,5665208715,230,98.9,,,,,,,,,,,,,,,,,,,,,
2803520383,253,5,1,30,40,6597wqy6gmpv3zjx7rp8cdj46,0,101.2,49.0,2025-04-19T23:37:15.667Z,2025-04-20T01:41:46Z,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,,,5665209569,233,284,5665208153,56,Center,5665208157,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520601,284,5,1,30,40,bu5w8wprynlj9mvphvy8sd94f,1,-1.2,51.0,2025-04-19T23:37:15.667Z,2025-04-19T23:37:42Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5665209523,56,Back,5665209557,233,253,5665209525,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520649,285,1,1,31,6,bu5w8wprynlj9mvphvy8sd94f,1,4.2,56.4,2025-04-19T23:37:41.298Z,2025-04-19T23:37:46Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5665209801,1,,5665209799,213,0.51,5665209795,141,99.2,5665209805,74,,5665209791,56,Left,5665209797,212,60.1,5665209793,140,54.3,5665209789,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520663,286,1,1,31,11,bu5w8wprynlj9mvphvy8sd94f,0,54.3,99.2,2025-04-19T23:37:46.323Z,2025-04-19T23:37:47Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5665209867,213,5.46,5665209859,56,Left,5665209861,140,58.2,5665209865,212,6.0,5665209863,141,92.7,5665209857,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520749,255,1,1,31,14,6597wqy6gmpv3zjx7rp8cdj46,1,35.3,8.3,2025-04-19T23:37:49.817Z,2025-04-19T23:37:55Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5665210327,140,28.7,5665210333,213,1.90,5665210329,141,38.2,5665210325,56,Back,5665210331,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520763,256,1,1,31,20,6597wqy6gmpv3zjx7rp8cdj46,1,34.7,42.7,2025-04-19T23:37:55.337Z,2025-04-19T23:37:57Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5665210413,212,18.7,5665210409,140,32.4,5665210415,213,1.70,5665210407,56,Back,5665210411,141,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520801,257,1,1,31,22,6597wqy6gmpv3zjx7rp8cdj46,1,32.4,70.0,2025-04-19T23:37:57.657Z,2025-04-19T23:38:02Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5665210667,56,Back,5665210671,141,56.7,5665210675,213,5.38,5665210669,140,39.2,5665210673,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520807,258,4,1,31,26,6597wqy6gmpv3zjx7rp8cdj46,1,35.8,59.3,2025-04-19T23:38:02.105Z,2025-04-19T23:38:06Z,8e6kj3506n4gum041dok8v1ex,R. Sommersall,,,5665210763,233,287,5665210733,286,,5665210731,265,,5665210729,152,,5665210725,13,,5665210727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803520805,287,4,1,31,26,bu5w8wprynlj9mvphvy8sd94f,0,64.2,40.7,2025-04-19T23:38:02.106Z,2025-04-19T23:38:06Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5665210695,13,,5665210699,152,,5665210701,265,,5665210697,56,Center,5665210703,285,,5665210785,233,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803521199,260,27,1,31,58,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-19T23:38:33.187Z,2025-04-19T23:38:38Z,,,,,5665213103,53,8e6kj3506n4gum041dok8v1ex,5665213101,41,Injury,5665213137,233,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803521243,289,27,1,31,58,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-19T23:38:33.187Z,2025-04-19T23:38:37Z,,,,,5665213051,233,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803521961,262,28,1,32,48,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-04-19T23:39:23.787Z,2025-04-20T01:41:33Z,,,,,5665216917,55,260,5665726667,233,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803521829,291,28,1,32,48,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-04-19T23:39:23.787Z,2025-04-20T01:41:33Z,,,,,5665216221,55,289,5665726639,233,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803522163,263,1,1,33,14,6597wqy6gmpv3zjx7rp8cdj46,1,34.6,64.2,2025-04-19T23:39:49.369Z,2025-04-19T23:39:54Z,9tknltys66s9j8ljchwu5efv9,P. Craig,,,5665218087,152,,5665218093,141,91.7,5665218085,5,,5665218089,56,Left,5665218095,212,36.4,5665218099,1,,5665218091,140,64.3,5665218097,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803522173,264,1,1,33,19,6597wqy6gmpv3zjx7rp8cdj46,0,66.0,93.8,2025-04-19T23:39:54.393Z,2025-04-19T23:39:56Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665218145,212,7.6,5665218243,236,,5665218147,213,4.96,5665218141,140,67.8,5665218245,233,294,5665218249,286,,5665218139,56,Left,5665218143,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803522189,294,74,1,33,19,bu5w8wprynlj9mvphvy8sd94f,1,41.8,5.5,2025-04-19T23:39:54.394Z,2025-04-20T01:41:30Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5665218265,233,264,5665218233,56,Back,5665218235,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803522219,265,5,1,33,21,6597wqy6gmpv3zjx7rp8cdj46,1,60.2,101.9,2025-04-19T23:39:56.865Z,2025-04-20T01:41:47Z,4l0iztasx0cae3j4f15d8gd4a,J. Servania,,,5665218395,233,295,5665218385,347,,5665218383,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
