id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value
2821301643,99,1,1,10,37,8cpjplodpphtkbt0hq8sr8mqs,1,66.6,56.6,2025-06-05T00:18:27.791Z,2025-06-05T00:18:30Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5763633221,56,Center,5763633229,213,4.26,5763633227,212,15.7,5763633225,141,35.8,5763633223,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301653,100,1,1,10,39,8cpjplodpphtkbt0hq8sr8mqs,1,60.1,35.8,2025-06-05T00:18:29.863Z,2025-06-05T00:18:32Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5763633257,140,68.7,5763633259,141,9.1,5763633261,212,20.3,5763633255,56,Right,5763633263,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301655,101,1,1,10,41,8cpjplodpphtkbt0hq8sr8mqs,1,69.8,8.5,2025-06-05T00:18:32.063Z,2025-06-05T00:18:34Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5763633275,213,2.61,5763633269,140,56.9,5763633271,141,20.1,5763633267,56,Right,5763633273,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301659,102,1,1,10,43,8cpjplodpphtkbt0hq8sr8mqs,1,56.9,20.1,2025-06-05T00:18:34.478Z,2025-06-05T00:18:35Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5763633309,213,1.80,5763633303,141,46.0,5763633299,56,Center,5763633301,140,52.9,5763633305,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301671,103,1,1,10,45,8cpjplodpphtkbt0hq8sr8mqs,1,52.9,46.0,2025-06-05T00:18:35.758Z,2025-06-05T00:18:38Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5763633369,213,5.64,5763633367,212,19.4,5763633363,140,67.7,5763633365,141,28.8,5763633361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301677,104,1,1,10,47,8cpjplodpphtkbt0hq8sr8mqs,1,63.5,30.6,2025-06-05T00:18:38.103Z,2025-06-05T00:18:40Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5763633391,141,19.5,5763633395,213,3.61,5763633393,212,16.7,5763633389,140,49.3,5763633387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301683,105,1,1,10,49,8cpjplodpphtkbt0hq8sr8mqs,1,49.3,19.5,2025-06-05T00:18:39.951Z,2025-06-05T00:18:41Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5763633431,213,1.49,5763633429,212,17.7,5763633427,141,45.5,5763633425,140,50.6,5763633423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301691,106,1,1,10,50,8cpjplodpphtkbt0hq8sr8mqs,1,50.6,45.5,2025-06-05T00:18:41.158Z,2025-06-05T00:18:44Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5763633455,212,36.5,5763633451,140,72.8,5763633449,56,Left,5763633459,1,,5763633453,141,86.8,5763633457,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301699,107,1,1,10,53,8cpjplodpphtkbt0hq8sr8mqs,1,61.2,92.6,2025-06-05T00:18:44.215Z,2025-06-05T00:18:45Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5763633501,213,3.62,5763633495,140,44.7,5763633499,212,19.5,5763633497,141,79.4,5763633493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301713,108,1,1,10,54,8cpjplodpphtkbt0hq8sr8mqs,1,44.7,79.4,2025-06-05T00:18:45.422Z,2025-06-05T00:18:47Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5763633577,213,0.48,5763633573,141,88.3,5763633575,212,13.2,5763633571,140,55.9,5763633569,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301719,109,1,1,10,56,8cpjplodpphtkbt0hq8sr8mqs,1,56.7,88.0,2025-06-05T00:18:47.671Z,2025-06-05T00:18:49Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5763633605,140,68.2,5763633611,213,6.12,5763633603,56,Left,5763633609,212,12.2,5763633607,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301739,110,1,1,10,58,8cpjplodpphtkbt0hq8sr8mqs,1,68.2,85.0,2025-06-05T00:18:49.135Z,2025-06-05T00:18:53Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5763633717,141,90.3,5763633719,212,15.9,5763633715,140,82.9,5763633713,56,Left,5763633721,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301743,111,1,1,11,2,8cpjplodpphtkbt0hq8sr8mqs,0,84.9,86.6,2025-06-05T00:18:53.327Z,2025-06-05T00:18:54Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5763633741,56,Center,5763633745,141,54.9,5763633737,2,,5763633749,213,4.82,5763633743,140,87.1,5763633747,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301751,115,12,1,11,4,c9xffml4i7ihblp1qhus9w3fu,1,9.4,40.9,2025-06-05T00:18:55.284Z,2025-06-05T00:18:56Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5763633781,212,10.6,5763633775,56,Back,5763633783,213,5.04,5763633779,141,26.1,5763633777,140,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301753,116,61,1,11,5,c9xffml4i7ihblp1qhus9w3fu,0,12.7,26.1,2025-06-05T00:18:56.556Z,2025-06-05T00:20:59Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5763633785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301769,112,5,1,11,5,8cpjplodpphtkbt0hq8sr8mqs,1,77.9,101.2,2025-06-05T00:18:56.713Z,2025-06-05T02:14:35Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5763633859,347,,5763633857,56,Left,5763633889,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301757,117,5,1,11,5,c9xffml4i7ihblp1qhus9w3fu,0,22.1,-1.2,2025-06-05T00:18:56.713Z,2025-06-05T02:14:35Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5763633893,233,112,5763633805,347,,5763633803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301793,113,1,1,11,13,8cpjplodpphtkbt0hq8sr8mqs,1,76.9,100.0,2025-06-05T00:19:03.760Z,2025-06-05T00:19:06Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5763633991,212,16.5,5763633985,56,Left,5763633993,213,3.76,5763633983,107,,5763633989,141,86.6,5763633987,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301815,114,1,1,11,15,8cpjplodpphtkbt0hq8sr8mqs,1,63.9,84.8,2025-06-05T00:19:06.350Z,2025-06-05T00:19:11Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5763634119,212,29.1,5763634117,141,50.9,5763634113,56,Back,5763634115,140,47.0,5763634121,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301829,115,1,1,11,20,8cpjplodpphtkbt0hq8sr8mqs,1,49.6,41.0,2025-06-05T00:19:11.526Z,2025-06-05T00:19:15Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5763634195,213,1.69,5763634191,141,72.4,5763634193,212,21.5,5763634189,140,47.1,5763634187,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301847,116,1,1,11,24,8cpjplodpphtkbt0hq8sr8mqs,1,48.9,78.2,2025-06-05T00:19:15.439Z,2025-06-05T00:19:20Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5763634295,213,0.37,5763634291,141,89.1,5763634287,56,Left,5763634289,140,67.1,5763634293,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301857,117,1,1,11,29,8cpjplodpphtkbt0hq8sr8mqs,0,66.3,93.3,2025-06-05T00:19:20.358Z,2025-06-05T00:19:21Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5763634345,140,63.0,5763634349,212,5.7,5763634347,141,86.6,5763634343,56,Left,5763634351,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301873,118,61,1,11,32,c9xffml4i7ihblp1qhus9w3fu,1,37.2,4.4,2025-06-05T00:19:22.956Z,2025-06-05T01:04:52Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5763634395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301879,118,1,1,11,33,8cpjplodpphtkbt0hq8sr8mqs,1,42.3,79.1,2025-06-05T00:19:24.431Z,2025-06-05T00:19:26Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5763634473,213,4.49,5763634465,56,Back,5763634471,212,25.3,5763634469,141,42.8,5763634467,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301883,119,1,1,11,35,8cpjplodpphtkbt0hq8sr8mqs,1,36.9,42.8,2025-06-05T00:19:26.367Z,2025-06-05T00:19:28Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5763634501,56,Back,5763634505,141,59.4,5763634509,213,1.11,5763634507,212,12.6,5763634503,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301885,120,1,1,11,37,8cpjplodpphtkbt0hq8sr8mqs,1,39.1,54.2,2025-06-05T00:19:28.422Z,2025-06-05T00:19:31Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5763634517,56,Back,5763634519,140,36.6,5763634523,212,18.4,5763634521,141,27.4,5763634525,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301889,121,1,1,11,40,8cpjplodpphtkbt0hq8sr8mqs,1,36.5,25.3,2025-06-05T00:19:31.542Z,2025-06-05T00:19:33Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5763634545,56,Back,5763634553,213,1.69,5763634549,141,65.2,5763634547,140,33.5,5763634551,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301907,122,1,1,11,42,8cpjplodpphtkbt0hq8sr8mqs,1,33.3,72.6,2025-06-05T00:19:33.447Z,2025-06-05T00:19:39Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5763634641,213,6.08,5763634629,56,Center,5763634631,140,53.6,5763634633,141,66.1,5763634637,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301921,124,1,1,11,50,8cpjplodpphtkbt0hq8sr8mqs,1,73.4,79.1,2025-06-05T00:19:40.863Z,2025-06-05T00:19:44Z,blts89a19itip4gjeagcwc1xx,C. Lindley,,,5763634709,213,4.72,5763634707,212,10.3,5763634703,140,73.5,5763634705,141,63.9,5763634701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301925,125,1,1,11,53,8cpjplodpphtkbt0hq8sr8mqs,0,73.5,63.9,2025-06-05T00:19:43.807Z,2025-06-05T00:19:45Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5763634733,286,,5763634721,141,71.2,5763634725,213,1.01,5763634727,236,,5763634729,233,119,5763634723,212,5.9,5763634719,140,76.5,5763634717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2821301923,119,74,1,11,53,c9xffml4i7ihblp1qhus9w3fu,1,24.2,17.9,2025-06-05T00:19:43.808Z,2025-06-05T00:19:46Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5763634737,233,125,5763634715,285,,5763634713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301927,120,5,1,11,54,c9xffml4i7ihblp1qhus9w3fu,0,28.6,-1.2,2025-06-05T00:19:45.236Z,2025-06-05T02:14:36Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5763634741,347,,5763634821,233,126,5763634739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301939,126,5,1,11,54,8cpjplodpphtkbt0hq8sr8mqs,1,71.4,101.2,2025-06-05T00:19:45.236Z,2025-06-05T02:14:36Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5763634813,233,120,5763634805,56,Left,5763634807,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301951,127,1,1,11,59,8cpjplodpphtkbt0hq8sr8mqs,1,72.3,100.0,2025-06-05T00:19:50.230Z,2025-06-05T00:19:53Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5763634869,212,37.4,5763634871,213,4.05,5763634867,141,57.8,5763634863,56,Center,5763634873,1,,5763634861,107,,5763634865,140,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301969,128,1,1,12,2,8cpjplodpphtkbt0hq8sr8mqs,1,49.3,55.7,2025-06-05T00:19:53.382Z,2025-06-05T00:19:58Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5763634961,56,Center,5763634965,141,57.0,5763634963,140,62.7,5763634969,213,0.06,5763634967,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301983,129,1,1,12,7,8cpjplodpphtkbt0hq8sr8mqs,1,58.6,42.2,2025-06-05T00:19:58.526Z,2025-06-05T00:20:01Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5763635001,56,Right,5763635005,141,13.2,5763635007,212,30.9,5763635003,140,81.3,5763635009,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301987,130,1,1,12,10,8cpjplodpphtkbt0hq8sr8mqs,1,83.3,10.0,2025-06-05T00:20:01.022Z,2025-06-05T00:20:04Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5763635035,213,2.63,5763635031,141,19.4,5763635027,56,Right,5763635029,140,72.5,5763635033,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301993,131,1,1,12,13,8cpjplodpphtkbt0hq8sr8mqs,1,72.5,15.0,2025-06-05T00:20:03.854Z,2025-06-05T00:20:06Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5763635071,213,1.50,5763635069,212,15.3,5763635067,141,37.4,5763635063,56,Center,5763635065,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821301997,132,1,1,12,15,8cpjplodpphtkbt0hq8sr8mqs,1,74.9,41.5,2025-06-05T00:20:06.454Z,2025-06-05T00:20:10Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5763635109,140,74.3,5763635113,212,16.9,5763635107,56,Right,5763635115,213,4.68,5763635111,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302001,133,1,1,12,19,8cpjplodpphtkbt0hq8sr8mqs,1,72.5,18.2,2025-06-05T00:20:09.974Z,2025-06-05T00:20:12Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5763635163,212,31.3,5763635161,141,53.7,5763635165,213,2.26,5763635157,56,Center,5763635159,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302007,134,1,1,12,21,8cpjplodpphtkbt0hq8sr8mqs,1,53.6,53.7,2025-06-05T00:20:12.262Z,2025-06-05T00:20:13Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5763635189,141,38.2,5763635183,56,Center,5763635185,140,70.0,5763635193,212,20.2,5763635197,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302021,135,1,1,12,22,8cpjplodpphtkbt0hq8sr8mqs,1,70.0,38.2,2025-06-05T00:20:13.678Z,2025-06-05T00:20:16Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5763635261,56,Center,5763635265,141,30.7,5763635267,212,19.0,5763635263,140,52.6,5763635269,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302045,136,1,1,12,25,8cpjplodpphtkbt0hq8sr8mqs,1,49.8,32.1,2025-06-05T00:20:15.926Z,2025-06-05T00:20:23Z,arxprecroj7kqwx1tmkhhfsdm,B. Ofeimu,,,5763635415,212,19.5,5763635411,140,62.8,5763635417,213,5.49,5763635409,56,Right,5763635413,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302057,137,1,1,12,32,8cpjplodpphtkbt0hq8sr8mqs,1,50.9,33.9,2025-06-05T00:20:22.933Z,2025-06-05T00:20:25Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5763635489,140,42.1,5763635487,56,Back,5763635493,212,26.4,5763635495,213,1.93,5763635491,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302069,138,1,1,12,34,8cpjplodpphtkbt0hq8sr8mqs,1,42.5,70.5,2025-06-05T00:20:25.470Z,2025-06-05T00:20:28Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5763635559,141,67.6,5763635557,140,58.9,5763635561,212,17.3,5763635555,56,Center,5763635563,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302079,139,1,1,12,37,8cpjplodpphtkbt0hq8sr8mqs,1,55.3,66.6,2025-06-05T00:20:28.334Z,2025-06-05T00:20:30Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5763635625,212,17.4,5763635621,140,42.2,5763635627,213,2.48,5763635623,141,82.3,5763635619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302089,140,1,1,12,39,8cpjplodpphtkbt0hq8sr8mqs,1,42.2,82.3,2025-06-05T00:20:30.054Z,2025-06-05T00:20:32Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5763635665,141,75.7,5763635661,56,Center,5763635663,140,66.7,5763635667,212,26.1,5763635669,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302093,141,50,1,12,41,8cpjplodpphtkbt0hq8sr8mqs,1,64.7,77.0,2025-06-05T00:20:32.169Z,2025-06-05T00:20:37Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5763635691,286,,5763635739,233,122,5763635689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302097,122,7,1,12,41,c9xffml4i7ihblp1qhus9w3fu,1,35.3,23.0,2025-06-05T00:20:32.170Z,2025-06-05T00:20:37Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5763635699,167,,5763635731,233,141,5763635703,285,,5763635701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302099,123,5,1,12,42,c9xffml4i7ihblp1qhus9w3fu,0,49.4,-1.7,2025-06-05T00:20:32.984Z,2025-06-05T02:14:37Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5763635717,347,,5763635715,56,Back,5763636061,233,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302151,142,5,1,12,42,8cpjplodpphtkbt0hq8sr8mqs,1,50.6,101.7,2025-06-05T00:20:32.984Z,2025-06-05T02:14:36Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5763636057,233,123,5763636053,56,Left,5763636055,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302171,143,1,1,12,59,8cpjplodpphtkbt0hq8sr8mqs,1,49.8,100.0,2025-06-05T00:20:49.909Z,2025-06-05T00:20:54Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5763636163,1,,5763636151,107,,5763636155,140,39.6,5763636161,213,4.28,5763636159,212,25.7,5763636157,141,67.3,5763636153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302191,144,1,1,13,3,8cpjplodpphtkbt0hq8sr8mqs,1,39.4,66.6,2025-06-05T00:20:54.406Z,2025-06-05T00:20:59Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5763636279,140,11.4,5763636285,213,3.25,5763636277,56,Back,5763636281,141,62.1,5763636283,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302199,145,1,1,13,8,8cpjplodpphtkbt0hq8sr8mqs,1,12.4,57.0,2025-06-05T00:20:59.286Z,2025-06-05T00:21:01Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5763636331,56,Back,5763636337,212,17.1,5763636339,213,1.32,5763636335,141,81.4,5763636333,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302209,146,1,1,13,10,8cpjplodpphtkbt0hq8sr8mqs,1,16.8,84.2,2025-06-05T00:21:01.533Z,2025-06-05T00:21:05Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5763636413,213,0.13,5763636409,141,89.0,5763636407,140,41.1,5763636411,212,25.7,5763636405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302213,147,3,1,13,14,8cpjplodpphtkbt0hq8sr8mqs,0,40.1,90.4,2025-06-05T00:21:05.039Z,2025-06-05T01:10:04Z,2pka62t1zg04jwkcx6zbc4wlw,F. McRobb,,,5763636611,233,124,5763636417,56,Back,5763636419,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302217,124,7,1,13,14,c9xffml4i7ihblp1qhus9w3fu,1,59.9,9.6,2025-06-05T00:21:05.040Z,2025-06-05T01:10:04Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5763636439,285,,5763636435,56,Right,5763636637,233,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302235,125,1,1,13,15,c9xffml4i7ihblp1qhus9w3fu,1,60.6,11.9,2025-06-05T00:21:05.858Z,2025-06-05T00:21:10Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5763636565,141,15.6,5763636561,56,Back,5763636569,213,2.99,5763636563,140,45.4,5763636567,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302241,127,1,1,13,16,c9xffml4i7ihblp1qhus9w3fu,1,45.4,15.6,2025-06-05T00:21:07.682Z,2025-06-05T00:21:11Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5763636605,212,14.8,5763636601,140,56.9,5763636607,213,0.62,5763636599,56,Center,5763636603,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302251,128,1,1,13,17,c9xffml4i7ihblp1qhus9w3fu,1,56.9,28.3,2025-06-05T00:21:08.674Z,2025-06-05T00:21:13Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5763636677,213,3.32,5763636673,141,22.1,5763636671,140,34.6,5763636669,56,Back,5763636675,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302263,129,1,1,13,20,c9xffml4i7ihblp1qhus9w3fu,1,34.6,22.1,2025-06-05T00:21:10.874Z,2025-06-05T00:21:15Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5763636729,212,26.1,5763636725,140,32.6,5763636727,141,60.3,5763636723,56,Back,5763636731,213,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302275,130,1,1,13,24,c9xffml4i7ihblp1qhus9w3fu,1,38.9,66.3,2025-06-05T00:21:15.043Z,2025-06-05T00:21:18Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5763636769,141,91.5,5763636771,212,22.9,5763636767,140,53.3,5763636773,213,0.85,5763636765,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302279,131,1,1,13,27,c9xffml4i7ihblp1qhus9w3fu,1,53.3,91.5,2025-06-05T00:21:17.963Z,2025-06-05T00:21:19Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5763636803,212,6.3,5763636797,56,Left,5763636799,140,54.6,5763636805,213,4.93,5763636801,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302297,132,1,1,13,28,c9xffml4i7ihblp1qhus9w3fu,1,54.6,82.4,2025-06-05T00:21:18.987Z,2025-06-05T00:21:22Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5763636881,140,38.8,5763636879,56,Back,5763636885,212,16.7,5763636887,213,3.01,5763636883,141,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302303,133,1,1,13,31,c9xffml4i7ihblp1qhus9w3fu,1,40.6,75.0,2025-06-05T00:21:21.874Z,2025-06-05T00:21:24Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5763636931,213,4.48,5763636929,212,24.4,5763636923,56,Back,5763636927,141,40.1,5763636925,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302311,134,1,1,13,33,c9xffml4i7ihblp1qhus9w3fu,1,35.8,37.9,2025-06-05T00:21:24.714Z,2025-06-05T00:21:27Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5763636991,56,Back,5763636993,140,45.3,5763636999,213,5.21,5763636997,212,20.9,5763636995,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302319,135,1,1,13,36,c9xffml4i7ihblp1qhus9w3fu,1,52.0,10.1,2025-06-05T00:21:27.067Z,2025-06-05T00:21:28Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5763637039,212,6.9,5763637033,56,Right,5763637037,141,6.8,5763637035,140,58.2,5763637041,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302325,136,1,1,13,37,c9xffml4i7ihblp1qhus9w3fu,1,58.2,6.8,2025-06-05T00:21:28.219Z,2025-06-05T00:23:11Z,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,,,5763637065,141,12.9,5763637061,56,Back,5763637077,156,,5763637069,213,2.85,5763637067,212,14.7,5763637063,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821302337,137,1,1,13,39,c9xffml4i7ihblp1qhus9w3fu,1,44.8,12.9,2025-06-05T00:21:30.098Z,2025-06-05T00:21:32Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5763637135,213,2.60,5763637131,141,26.8,5763637129,140,29.9,5763637127,56,Back,5763637133,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
