id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2822657123,1,34,16,0,0,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-14T23:06:00.921Z,2025-06-15T02:32:21Z,,,,,5771209063,194,e6uww9a9ssp0n20ksoolesa8l,5771209059,130,13,5771329291,197,29697,5771209065,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5771209061,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5771209057,59,"57, 27, 2, 43, 3, 13, 8, 17, 9, 10, 19, 4, 6, 7, 20, 21, 25, 77, 1",5771209055,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5771209053,30,"2ig362xub2syd45v3usgymbkk, cbjd834y2hdx5jr3bda1zz6ga, beq6yluq1raxsrvxo77qlrf56, 357vd87hv0jvljqtt2qf4vmz8, 3yd4f60qwxrbs2rch6uobxqsp, 5uv1a9rj5wot3wcgefjoxhkdm, 272w5ezobn1o53b3yxnbgjckq, 9etod4kwf9f5ye7jzc5ez0e3u, 2rsduabh7r8i29f9i6znwbfu1, dglf4uhg5wnc68cg8ijovfmy1, e6uww9a9ssp0n20ksoolesa8l, ece6sffb02drwz4brwndn0rh0, b708ir5u7r34j9oemje8f8z1m, 7drelguz6c1htw10sq7zyxh0q, 9i7vyapra7fjdtv6xd9sms2ne, 7xe0ov84ztwduks4x3utn05ck, 8t6b8q53ovws370a1b27s85jo, ae11j4s1qmv2augwuplxgrtka, dlcxvrsqhiz8ce0nqnh6h6dw5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822657363,1,34,16,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-14T23:06:47.235Z,2025-06-15T00:16:49Z,,,,,5771210403,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5771329677,197,29734,5771365325,194,42hi96pvzz8f69ixlcncn0549,5771210399,59,"1, 15, 13, 32, 5, 4, 17, 27, 9, 25, 7, 2, 3, 8, 16, 23, 24, 30, 80, 83",5771210405,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5771210401,130,13,5771210395,30,"a3k4grlhkn63p3xfb2rzslkdm, aomjkj5s52jkzgk3ljsz0osiy, 7f1q3d59u9n16v9xrskfxqsq1, 42hi96pvzz8f69ixlcncn0549, e2rv433ve4ytatjl94dcz1hm2, 9gvsswyf0gzxekrjdkpuqrh0p, d2ny0huv78m4m6p65y8eou7oq, 486r7pszrdk085ot7cy2008dm, 35bpd9cmuep6cqczngaqpc19m, 3hb6yji6u8ftefif91lfrbtre, cxscznjyygtsgbajv08q04sq2, cla0i94uyddjw7jzqoyfsplre, 2g5s1bd38e3v7j8h11xq3uo6h, 1xb2wmuzlhgo6vt7f9yl2rnkk, achy1l1rfq2d4ftn6l1esht9m, aj5x0l6jpxl7s8pfmhgc4060a, 5rdtu4wmswu65eqjjw38uao0k, 7hlfdid37wq96tz5jlb96mw44, cf744cscgw47rjb18w08wstuc, 2ekg8ntkxc3szd8d9bnv20npw",5771210397,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680325,2,32,1,0,0,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-15T00:06:42.860Z,2025-06-15T00:06:43Z,,,,,5771336657,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680317,2,32,1,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-15T00:06:42.860Z,2025-06-15T00:06:43Z,,,,,5771336599,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680337,3,1,1,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,50.0,50.0,2025-06-15T00:06:42.861Z,2025-06-15T00:06:45Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5771336699,141,48.4,5771336695,56,Back,5771336701,212,25.0,5771336705,279,S,5771336697,140,26.2,5771336703,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680347,4,1,1,0,2,83cpn99fh7ulkwe8nezy8a3mx,0,25.8,49.1,2025-06-15T00:06:44.936Z,2025-06-15T01:01:17Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5771336743,140,76.9,5771336741,56,Right,5771336747,212,60.3,5771336745,141,8.6,5771336739,157,,5771336751,1,,5771336749,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680861,15,43,1,0,2,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-15T00:06:45.669Z,2025-06-15T00:15:50Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771339459,233,10,5771339435,56,Back,5771362155,144,5,5771339437,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680361,3,12,1,0,5,c9xffml4i7ihblp1qhus9w3fu,1,17.5,86.6,2025-06-15T00:06:48.338Z,2025-06-15T00:06:50Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5771336847,15,,5771336833,212,7.2,5771336831,141,87.5,5771336827,56,Back,5771336829,140,24.3,5771336835,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680401,5,83,1,0,7,83cpn99fh7ulkwe8nezy8a3mx,1,73.5,13.1,2025-06-15T00:06:49.868Z,2025-06-15T00:09:59Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5771345109,399,e6uww9a9ssp0n20ksoolesa8l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680379,4,61,1,0,7,c9xffml4i7ihblp1qhus9w3fu,0,24.3,87.5,2025-06-15T00:06:50.503Z,2025-06-15T00:06:50Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771336959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680413,6,1,1,0,9,83cpn99fh7ulkwe8nezy8a3mx,1,68.9,10.7,2025-06-15T00:06:52.661Z,2025-06-15T00:10:29Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771337149,213,2.21,5771337143,140,65.6,5771337145,141,17.5,5771337147,212,5.8,5771337141,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680431,7,1,1,0,10,83cpn99fh7ulkwe8nezy8a3mx,1,65.6,17.5,2025-06-15T00:06:53.596Z,2025-06-15T00:06:54Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5771337209,141,7.1,5771337207,140,66.7,5771337211,212,7.2,5771337205,56,Right,5771337213,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680505,8,2,1,0,11,83cpn99fh7ulkwe8nezy8a3mx,1,62.7,10.1,2025-06-15T00:06:54.734Z,2025-06-15T00:14:14Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771337603,56,Center,5771337607,141,24.6,5771356941,7,aomjkj5s52jkzgk3ljsz0osiy,5771337605,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680527,9,43,1,0,21,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-15T00:07:04.372Z,2025-06-15T00:13:59Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5771337741,213,1.65,5771337733,56,Center,5771337739,212,13.5,5771337737,141,46.8,5771356299,144,1,5771337735,140,94.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822682995,43,43,1,0,21,c9xffml4i7ihblp1qhus9w3fu,1,0.0,0.0,2025-06-15T00:07:04.435Z,2025-06-15T00:14:02Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5771356417,144,8,5771351531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680535,10,43,1,0,24,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-15T00:07:06.942Z,2025-06-15T00:12:14Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5771351595,144,61,5771337761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680707,6,1,1,0,47,c9xffml4i7ihblp1qhus9w3fu,0,4.4,52.2,2025-06-15T00:07:30.831Z,2025-06-15T01:01:43Z,2ig362xub2syd45v3usgymbkk,F. Delgado,,,5771338629,212,65.9,5771363719,5,,5771338625,140,67.0,5771338631,213,0.06,5771338621,157,,5771338627,141,58.4,5771338623,56,Center,5771338633,1,,5771363825,241,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680753,11,1,1,0,51,83cpn99fh7ulkwe8nezy8a3mx,0,44.0,39.2,2025-06-15T00:07:33.976Z,2025-06-15T01:05:35Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771338889,141,23.9,5771338885,56,Center,5771338893,213,5.76,5771338887,140,61.2,5771338891,212,20.8,5771338883,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680745,7,1,1,0,52,c9xffml4i7ihblp1qhus9w3fu,0,19.0,81.1,2025-06-15T00:07:35.719Z,2025-06-15T00:07:36Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5771338833,3,,5771338841,212,26.8,5771338843,213,0.08,5771338835,56,Back,5771338839,141,84.4,5771338837,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822685943,83,44,1,0,54,83cpn99fh7ulkwe8nezy8a3mx,1,48.0,29.0,2025-06-15T00:07:37.462Z,2025-06-15T00:58:00Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771371019,233,8,5771371015,56,Back,5771488229,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680765,8,44,1,0,54,c9xffml4i7ihblp1qhus9w3fu,0,52.0,71.0,2025-06-15T00:07:37.463Z,2025-06-15T00:58:00Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5771338949,56,Center,5771371047,233,83,5771371051,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822685949,84,1,1,0,54,83cpn99fh7ulkwe8nezy8a3mx,0,36.8,55.6,2025-06-15T00:07:37.703Z,2025-06-15T00:19:01Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771371419,212,12.3,5771371415,140,41.9,5771371421,213,5.16,5771371411,3,,5771371417,141,39.3,5771371413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680783,13,1,1,0,56,83cpn99fh7ulkwe8nezy8a3mx,1,39.8,24.1,2025-06-15T00:07:39.805Z,2025-06-15T00:07:40Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5771339057,56,Back,5771339061,141,18.2,5771339065,213,3.60,5771339063,212,9.1,5771339059,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680793,14,1,1,0,58,83cpn99fh7ulkwe8nezy8a3mx,0,32.0,18.2,2025-06-15T00:07:40.860Z,2025-06-15T00:07:43Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771339233,286,,5771339109,213,5.87,5771339227,236,,5771339103,140,36.4,5771339107,212,5.1,5771339101,56,Back,5771339229,233,9,5771339105,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680817,9,74,1,0,58,c9xffml4i7ihblp1qhus9w3fu,1,46.2,81.1,2025-06-15T00:07:40.861Z,2025-06-15T00:57:30Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771339247,233,14,5771339219,285,,5771339217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680837,10,5,1,1,2,c9xffml4i7ihblp1qhus9w3fu,0,58.0,101.8,2025-06-15T00:07:45.752Z,2025-06-15T01:06:29Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771339311,56,Left,5771374589,233,94,5771339313,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822687003,94,5,1,1,2,83cpn99fh7ulkwe8nezy8a3mx,1,42.0,-1.8,2025-06-15T00:07:45.752Z,2025-06-15T01:06:29Z,,,,,5771374533,347,,5771374565,233,10,5771374531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680889,16,1,1,1,6,83cpn99fh7ulkwe8nezy8a3mx,1,38.5,0.0,2025-06-15T00:07:48.860Z,2025-06-15T00:07:52Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771339583,56,Right,5771339591,213,0.44,5771339581,107,,5771339593,1,,5771339587,141,11.9,5771339585,140,57.4,5771339589,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680903,17,1,1,1,9,83cpn99fh7ulkwe8nezy8a3mx,0,58.2,4.3,2025-06-15T00:07:52.316Z,2025-06-15T00:07:53Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5771339709,286,,5771339651,212,2.0,5771339653,213,6.11,5771339649,141,3.8,5771339705,233,11,5771339703,236,,5771339647,140,60.1,5771339645,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680911,11,74,1,1,9,c9xffml4i7ihblp1qhus9w3fu,1,39.2,93.6,2025-06-15T00:07:52.317Z,2025-06-15T00:57:30Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771339695,56,Back,5771339697,285,,5771339723,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680927,12,5,1,1,11,c9xffml4i7ihblp1qhus9w3fu,0,45.3,101.8,2025-06-15T00:07:54.228Z,2025-06-15T01:06:30Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771339793,56,Back,5771339795,347,,5771340051,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822680967,18,5,1,1,11,83cpn99fh7ulkwe8nezy8a3mx,1,54.7,-1.8,2025-06-15T00:07:54.228Z,2025-06-15T01:06:29Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5771340015,56,Right,5771340031,233,12,5771340017,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681001,19,1,1,1,15,83cpn99fh7ulkwe8nezy8a3mx,1,54.0,0.0,2025-06-15T00:07:58.509Z,2025-06-15T00:08:03Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771340199,1,,5771340189,56,Center,5771340191,140,66.0,5771340197,213,1.08,5771340195,212,26.6,5771340187,107,,5771340193,141,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681023,20,1,1,1,20,83cpn99fh7ulkwe8nezy8a3mx,0,66.0,32.8,2025-06-15T00:08:03.309Z,2025-06-15T01:04:53Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5771340281,141,55.5,5771340275,155,,5771340285,213,1.65,5771340277,56,Center,5771340279,140,64.8,5771340283,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681047,14,1,1,1,22,c9xffml4i7ihblp1qhus9w3fu,1,26.3,61.4,2025-06-15T00:08:05.246Z,2025-06-15T00:08:07Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5771340409,56,Back,5771340413,141,62.6,5771340417,213,3.01,5771340411,140,20.2,5771340415,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681077,15,1,1,1,24,c9xffml4i7ihblp1qhus9w3fu,1,20.2,62.6,2025-06-15T00:08:07.838Z,2025-06-15T00:08:11Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771340565,213,5.11,5771340561,141,53.0,5771340563,212,7.1,5771340559,140,22.8,5771340557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681101,16,1,1,1,28,c9xffml4i7ihblp1qhus9w3fu,1,33.4,44.0,2025-06-15T00:08:11.278Z,2025-06-15T00:08:15Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771340719,56,Back,5771340725,212,18.0,5771340721,140,27.5,5771340727,213,4.36,5771340723,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681125,17,1,1,1,32,c9xffml4i7ihblp1qhus9w3fu,0,27.5,19.1,2025-06-15T00:08:15.102Z,2025-06-15T00:08:18Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771340839,141,44.0,5771340831,56,Center,5771340827,155,,5771340843,213,0.26,5771340835,140,89.0,5771340841,212,66.8,5771340845,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681249,22,1,1,1,48,83cpn99fh7ulkwe8nezy8a3mx,1,11.3,57.9,2025-06-15T00:08:31.028Z,2025-06-15T00:08:36Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5771341489,123,,5771341499,213,1.45,5771341493,140,12.8,5771341497,212,12.7,5771341491,56,Back,5771341495,141,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681279,23,1,1,1,53,83cpn99fh7ulkwe8nezy8a3mx,1,24.1,84.0,2025-06-15T00:08:36.005Z,2025-06-15T00:08:39Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5771341651,212,11.2,5771341653,213,0.62,5771341647,140,32.8,5771341649,141,93.5,5771341645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681285,24,61,1,1,56,83cpn99fh7ulkwe8nezy8a3mx,0,36.0,93.3,2025-06-15T00:08:39.820Z,2025-06-15T00:25:51Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771341667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681305,19,1,1,1,57,c9xffml4i7ihblp1qhus9w3fu,1,37.2,24.4,2025-06-15T00:08:40.422Z,2025-06-15T00:08:42Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5771341763,212,7.8,5771341759,140,40.7,5771341761,141,34.5,5771341765,213,1.08,5771341757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681311,20,61,1,1,59,c9xffml4i7ihblp1qhus9w3fu,0,40.7,34.5,2025-06-15T00:08:42.085Z,2025-06-15T00:08:42Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771341789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681339,26,1,1,2,0,83cpn99fh7ulkwe8nezy8a3mx,0,33.9,77.4,2025-06-15T00:08:43.804Z,2025-06-15T00:08:46Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771341933,141,100.0,5771341935,212,24.7,5771341929,56,Left,5771341937,213,0.72,5771341931,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681451,21,5,1,2,3,c9xffml4i7ihblp1qhus9w3fu,1,43.4,-1.6,2025-06-15T00:08:46.107Z,2025-06-15T01:06:30Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771342535,347,,5771342541,233,27,5771342533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681345,27,5,1,2,3,83cpn99fh7ulkwe8nezy8a3mx,0,56.6,101.6,2025-06-15T00:08:46.107Z,2025-06-15T01:06:31Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771342545,233,21,5771341965,347,,5771341963,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681465,22,1,1,2,17,c9xffml4i7ihblp1qhus9w3fu,1,55.9,0.0,2025-06-15T00:09:00.061Z,2025-06-15T00:09:01Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5771342589,212,10.9,5771342587,141,12.8,5771342581,107,,5771342585,140,61.1,5771342583,56,Right,5771342591,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681475,23,1,1,2,18,c9xffml4i7ihblp1qhus9w3fu,1,61.1,12.8,2025-06-15T00:09:01.573Z,2025-06-15T00:09:02Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5771342637,141,20.4,5771342639,212,7.4,5771342635,140,56.0,5771342641,213,2.37,5771342633,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681497,24,1,1,2,19,c9xffml4i7ihblp1qhus9w3fu,1,50.4,25.5,2025-06-15T00:09:02.734Z,2025-06-15T00:09:05Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771342723,141,52.8,5771342725,212,29.6,5771342727,213,2.46,5771342721,140,28.4,5771342719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681537,25,1,1,2,22,c9xffml4i7ihblp1qhus9w3fu,1,37.4,36.9,2025-06-15T00:09:05.389Z,2025-06-15T00:09:10Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771342931,141,68.2,5771342927,56,Back,5771342935,213,1.28,5771342933,212,22.2,5771342929,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681605,26,1,1,2,27,c9xffml4i7ihblp1qhus9w3fu,1,38.8,72.6,2025-06-15T00:09:10.397Z,2025-06-15T00:09:17Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5771343325,140,89.0,5771343331,213,0.13,5771343321,155,,5771343327,141,82.4,5771343333,1,,5771343323,56,Left,5771343329,212,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681597,28,43,1,2,34,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-15T00:09:17.067Z,2025-06-15T00:10:24Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5771343451,399,2rsduabh7r8i29f9i6znwbfu1,5771346261,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681619,27,1,1,2,34,c9xffml4i7ihblp1qhus9w3fu,0,88.3,80.5,2025-06-15T00:09:17.658Z,2025-06-15T00:10:27Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5771343411,140,91.0,5771343417,213,4.88,5771343405,2,,5771343415,212,17.2,5771343407,155,,5771343413,141,55.5,5771343409,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681625,29,12,1,2,37,83cpn99fh7ulkwe8nezy8a3mx,1,6.2,41.9,2025-06-15T00:09:20.131Z,2025-06-15T00:09:22Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771343427,141,62.1,5771343431,213,2.05,5771343429,212,15.5,5771343425,140,0.0,5771343529,167,,5771343449,15,,5771343423,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681639,28,6,1,2,38,c9xffml4i7ihblp1qhus9w3fu,1,97.0,44.5,2025-06-15T00:09:21.692Z,2025-06-15T00:57:23Z,2rsduabh7r8i29f9i6znwbfu1,R. Damus,,,5771343611,233,30,5771343577,75,,5771343575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681635,30,6,1,2,38,83cpn99fh7ulkwe8nezy8a3mx,0,3.0,55.5,2025-06-15T00:09:21.692Z,2025-06-15T00:57:23Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771343599,73,,5771343597,56,Back,5771343629,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681849,29,1,1,3,4,c9xffml4i7ihblp1qhus9w3fu,0,99.8,0.5,2025-06-15T00:09:47.276Z,2025-06-15T00:09:48Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771344617,140,94.9,5771344621,212,31.0,5771344611,155,,5771344615,56,Center,5771344607,2,,5771344613,223,,5771344623,213,1.74,5771344619,141,45.5,5771344609,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681861,31,12,1,3,7,83cpn99fh7ulkwe8nezy8a3mx,1,2.4,62.0,2025-06-15T00:09:49.995Z,2025-06-15T00:09:53Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771344679,140,6.7,5771344699,15,,5771344681,141,43.3,5771344677,56,Back,5771344685,213,5.05,5771344683,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681879,30,1,1,3,8,c9xffml4i7ihblp1qhus9w3fu,0,91.2,76.7,2025-06-15T00:09:51.237Z,2025-06-15T00:09:53Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771344789,213,4.30,5771344779,3,,5771344781,56,Center,5771344787,212,4.7,5771344785,141,70.3,5771344783,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681889,32,44,1,3,9,83cpn99fh7ulkwe8nezy8a3mx,1,8.6,37.3,2025-06-15T00:09:52.180Z,2025-06-15T00:58:00Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5771344839,56,Back,5771344889,233,31,5771344841,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822681881,31,44,1,3,9,c9xffml4i7ihblp1qhus9w3fu,0,91.4,62.7,2025-06-15T00:09:52.181Z,2025-06-15T00:58:01Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5771344795,286,,5771344937,233,32,5771344793,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
